,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 01:10:00,SSE,2.25,13.02,32.28,156.3,29.08,1.32,33.33,PG052,1621,-121.68023,39.78312
1,2018-08-01 01:20:00,SSE,1.96,13.57,32.32,154.2,30.34,1.3,33.22,PG052,1621,-121.68023,39.78312
2,2018-08-01 01:30:00,SSE,1.47,14.01,32.18,167.0,31.73,0.98,32.94,PG052,1621,-121.68023,39.78312
3,2018-08-01 01:40:00,SSE,0.98,13.8,32.24,151.8,31.1,0.43,33.06,PG052,1621,-121.68023,39.78312
4,2018-08-01 01:50:00,SSE,0.88,13.75,32.22,149.0,30.99,0.38,33.06,PG052,1621,-121.68023,39.78312
5,2018-08-01 02:00:00,SSW,0.98,14.86,32.42,206.6,33.63,0.37,32.89,PG052,1621,-121.68023,39.78312
6,2018-08-01 02:10:00,WSW,1.18,15.97,32.22,244.8,37.42,0.55,32.28,PG052,1621,-121.68023,39.78312
7,2018-08-01 02:40:00,SSW,1.57,16.59,30.98,196.3,42.46,0.52,30.78,PG052,1621,-121.68023,39.78312
8,2018-08-01 02:50:00,SSW,1.96,16.43,30.71,193.3,42.56,1.09,30.56,PG052,1621,-121.68023,39.78312
9,2018-08-01 03:00:00,S,2.74,16.29,30.54,178.5,42.46,1.66,30.44,PG052,1621,-121.68023,39.78312
10,2018-08-01 03:10:00,SSE,3.24,16.21,30.41,162.8,42.54,1.94,30.33,PG052,1621,-121.68023,39.78312
11,2018-08-01 03:20:00,SSE,3.13,16.35,30.31,149.3,43.31,2.23,30.17,PG052,1621,-121.68023,39.78312
12,2018-08-01 03:30:00,SE,3.24,16.54,30.12,135.9,44.57,2.31,29.89,PG052,1621,-121.68023,39.78312
13,2018-08-01 03:40:00,ESE,2.64,16.66,29.7,110.1,46.24,1.83,29.39,PG052,1621,-121.68023,39.78312
14,2018-08-01 03:50:00,E,3.24,16.53,29.5,87.6,46.31,2.24,29.22,PG052,1621,-121.68023,39.78312
15,2018-08-01 05:00:00,ENE,2.45,15.88,29.19,77.71,44.7,1.18,29.11,PG052,1621,-121.68023,39.78312
16,2018-08-01 05:10:00,ENE,2.55,15.7,29.04,69.46,44.49,1.26,29.0,PG052,1621,-121.68023,39.78312
17,2018-08-01 05:20:00,ENE,2.94,15.46,29.06,56.89,43.52,1.9,29.11,PG052,1621,-121.68023,39.78312
18,2018-08-01 05:30:00,ENE,3.13,15.09,29.05,67.35,42.22,2.02,29.22,PG052,1621,-121.68023,39.78312
19,2018-08-01 05:40:00,ENE,3.24,14.93,29.1,76.81,41.53,2.01,29.33,PG052,1621,-121.68023,39.78312
20,2018-08-01 05:50:00,E,3.04,14.71,29.04,78.78,40.94,1.91,29.33,PG052,1621,-121.68023,39.78312
21,2018-08-01 06:10:00,E,3.43,14.03,28.55,87.1,40.07,2.35,28.94,PG052,1621,-121.68023,39.78312
22,2018-08-01 06:20:00,E,4.51,13.82,28.47,93.4,39.66,2.46,28.89,PG052,1621,-121.68023,39.78312
23,2018-08-01 06:30:00,ENE,3.72,13.33,28.02,76.79,39.44,2.29,28.44,PG052,1621,-121.68023,39.78312
24,2018-08-01 06:40:00,ENE,3.24,13.31,27.93,74.2,39.63,2.23,28.33,PG052,1621,-121.68023,39.78312
25,2018-08-01 06:50:00,ENE,3.53,13.35,27.9,76.4,39.85,2.2,28.28,PG052,1621,-121.68023,39.78312
26,2018-08-01 07:00:00,ENE,3.53,13.12,27.78,72.17,39.52,1.89,28.17,PG052,1621,-121.68023,39.78312
27,2018-08-01 08:10:00,NNW,2.16,12.23,27.79,329.5,36.79,1.44,28.39,PG052,1621,-121.68023,39.78312
28,2018-08-01 08:20:00,N,2.06,11.69,27.7,352.5,35.5,1.59,28.39,PG052,1621,-121.68023,39.78312
29,2018-08-01 08:30:00,N,3.53,10.11,27.49,8.93,31.96,2.32,28.39,PG052,1621,-121.68023,39.78312
30,2018-08-01 08:40:00,NNE,3.24,9.31,27.63,17.6,29.7,2.36,28.72,PG052,1621,-121.68023,39.78312
31,2018-08-01 08:50:00,N,3.13,9.49,28.01,356.7,29.18,1.98,29.22,PG052,1621,-121.68023,39.78312
32,2018-08-01 09:00:00,NNW,2.64,9.68,27.63,343.6,30.54,1.38,28.67,PG052,1621,-121.68023,39.78312
