,date_time,soil_temp_set_1,dew_point_temperature_set_1d,heat_index_set_1d,relative_humidity_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 10:00:00,31.41,11.98,,86.65,14.19,LEGCA,896,-123.72000,39.88000
1,2018-08-01 10:04:00,31.39,11.94,,86.93,14.1,LEGCA,896,-123.72000,39.88000
2,2018-08-01 10:08:00,31.36,11.91,,87.17,14.03,LEGCA,896,-123.72000,39.88000
3,2018-08-01 10:12:00,31.33,11.9,,87.47,13.97,LEGCA,896,-123.72000,39.88000
4,2018-08-01 10:16:00,31.32,11.84,,87.59,13.89,LEGCA,896,-123.72000,39.88000
5,2018-08-01 10:20:00,31.28,11.85,,88.02,13.82,LEGCA,896,-123.72000,39.88000
6,2018-08-01 10:24:00,31.26,11.8,,88.07,13.76,LEGCA,896,-123.72000,39.88000
7,2018-08-01 10:28:00,31.23,11.76,,88.44,13.65,LEGCA,896,-123.72000,39.88000
8,2018-08-01 10:33:00,31.21,11.76,,88.8,13.59,LEGCA,896,-123.72000,39.88000
9,2018-08-01 10:37:00,31.18,11.79,,89.09,13.57,LEGCA,896,-123.72000,39.88000
10,2018-08-01 10:41:00,31.16,11.76,,89.15,13.53,LEGCA,896,-123.72000,39.88000
11,2018-08-01 10:45:00,31.13,11.73,,89.36,13.46,LEGCA,896,-123.72000,39.88000
12,2018-08-01 10:49:00,31.11,11.71,,89.55,13.41,LEGCA,896,-123.72000,39.88000
13,2018-08-01 10:53:00,31.08,11.65,,89.58,13.34,LEGCA,896,-123.72000,39.88000
14,2018-08-01 10:57:00,31.06,11.61,,89.72,13.28,LEGCA,896,-123.72000,39.88000
15,2018-08-01 11:00:00,31.03,11.62,,90.21,13.21,LEGCA,896,-123.72000,39.88000
16,2018-08-01 11:04:00,31.01,11.65,,90.26,13.23,LEGCA,896,-123.72000,39.88000
17,2018-08-01 11:08:00,30.98,11.6,,90.14,13.2,LEGCA,896,-123.72000,39.88000
18,2018-08-01 11:12:00,30.96,11.57,,90.21,13.15,LEGCA,896,-123.72000,39.88000
19,2018-08-01 11:16:00,30.93,11.6,,90.51,13.13,LEGCA,896,-123.72000,39.88000
20,2018-08-01 11:20:00,30.91,11.57,,90.49,13.11,LEGCA,896,-123.72000,39.88000
21,2018-08-01 11:24:00,30.88,11.55,,90.36,13.11,LEGCA,896,-123.72000,39.88000
22,2018-08-01 11:28:00,30.86,11.51,,90.47,13.05,LEGCA,896,-123.72000,39.88000
23,2018-08-01 11:33:00,30.83,11.45,,90.86,12.92,LEGCA,896,-123.72000,39.88000
24,2018-08-01 11:37:00,30.82,11.4,,90.87,12.87,LEGCA,896,-123.72000,39.88000
25,2018-08-01 11:41:00,30.79,11.32,,90.94,12.78,LEGCA,896,-123.72000,39.88000
26,2018-08-01 11:45:00,30.76,11.34,,91.43,12.71,LEGCA,896,-123.72000,39.88000
27,2018-08-01 11:49:00,30.74,11.34,,91.68,12.67,LEGCA,896,-123.72000,39.88000
28,2018-08-01 11:53:00,30.71,11.39,,92.03,12.66,LEGCA,896,-123.72000,39.88000
29,2018-08-01 11:57:00,30.69,11.41,,92.26,12.65,LEGCA,896,-123.72000,39.88000
30,2018-08-01 12:00:00,30.67,11.41,,92.05,12.68,LEGCA,896,-123.72000,39.88000
31,2018-08-01 12:04:00,30.64,11.26,,91.65,12.6,LEGCA,896,-123.72000,39.88000
32,2018-08-01 12:08:00,30.62,11.19,,91.34,12.58,LEGCA,896,-123.72000,39.88000
33,2018-08-01 12:12:00,30.59,11.19,,91.67,12.52,LEGCA,896,-123.72000,39.88000
34,2018-08-01 12:16:00,30.58,11.19,,92.09,12.45,LEGCA,896,-123.72000,39.88000
35,2018-08-01 12:20:00,30.55,11.2,,92.62,12.37,LEGCA,896,-123.72000,39.88000
36,2018-08-01 12:24:00,30.53,11.21,,92.93,12.33,LEGCA,896,-123.72000,39.88000
37,2018-08-01 12:28:00,30.51,11.13,,92.84,12.27,LEGCA,896,-123.72000,39.88000
38,2018-08-01 12:33:00,30.48,11.0,,92.31,12.22,LEGCA,896,-123.72000,39.88000
39,2018-08-01 12:37:00,30.46,11.0,,92.63,12.17,LEGCA,896,-123.72000,39.88000
40,2018-08-01 12:41:00,30.44,10.98,,93.05,12.08,LEGCA,896,-123.72000,39.88000
