,date_time,T_water_temp_set_1,volt_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,11.83,13.12,33.82,TRWC1,1937,-122.80139,40.72472
1,2018-08-01 00:15:00,11.78,13.12,32.63,TRWC1,1937,-122.80139,40.72472
2,2018-08-01 00:30:00,11.78,13.12,32.44,TRWC1,1937,-122.80139,40.72472
3,2018-08-01 00:45:00,11.83,12.81,32.74,TRWC1,1937,-122.80139,40.72472
4,2018-08-01 01:00:00,11.94,13.12,35.43,TRWC1,1937,-122.80139,40.72472
5,2018-08-01 01:15:00,11.94,13.12,37.41,TRWC1,1937,-122.80139,40.72472
6,2018-08-01 01:30:00,11.94,13.12,37.57,TRWC1,1937,-122.80139,40.72472
7,2018-08-01 01:45:00,11.89,13.12,36.77,TRWC1,1937,-122.80139,40.72472
8,2018-08-01 02:00:00,11.83,12.81,35.47,TRWC1,1937,-122.80139,40.72472
9,2018-08-01 02:15:00,11.78,12.81,33.9,TRWC1,1937,-122.80139,40.72472
10,2018-08-01 02:30:00,11.72,12.81,33.08,TRWC1,1937,-122.80139,40.72472
11,2018-08-01 02:45:00,11.67,12.81,31.47,TRWC1,1937,-122.80139,40.72472
12,2018-08-01 03:00:00,11.67,12.49,29.03,TRWC1,1937,-122.80139,40.72472
13,2018-08-01 03:15:00,11.61,12.49,27.61,TRWC1,1937,-122.80139,40.72472
14,2018-08-01 03:30:00,11.61,12.49,26.39,TRWC1,1937,-122.80139,40.72472
15,2018-08-01 03:45:00,11.56,12.49,25.22,TRWC1,1937,-122.80139,40.72472
16,2018-08-01 04:00:00,11.5,12.49,24.16,TRWC1,1937,-122.80139,40.72472
17,2018-08-01 04:15:00,11.5,12.49,23.24,TRWC1,1937,-122.80139,40.72472
18,2018-08-01 04:30:00,11.5,12.49,22.46,TRWC1,1937,-122.80139,40.72472
19,2018-08-01 04:45:00,11.5,12.49,22.12,TRWC1,1937,-122.80139,40.72472
20,2018-08-01 05:00:00,11.5,12.49,21.36,TRWC1,1937,-122.80139,40.72472
21,2018-08-01 05:15:00,11.44,12.18,21.14,TRWC1,1937,-122.80139,40.72472
22,2018-08-01 05:30:00,11.44,12.18,20.57,TRWC1,1937,-122.80139,40.72472
23,2018-08-01 05:45:00,11.39,12.18,20.22,TRWC1,1937,-122.80139,40.72472
24,2018-08-01 06:00:00,11.39,12.18,19.71,TRWC1,1937,-122.80139,40.72472
25,2018-08-01 06:15:00,11.39,12.18,19.41,TRWC1,1937,-122.80139,40.72472
26,2018-08-01 06:30:00,11.39,12.18,19.14,TRWC1,1937,-122.80139,40.72472
27,2018-08-01 06:45:00,11.39,12.18,19.17,TRWC1,1937,-122.80139,40.72472
28,2018-08-01 07:00:00,11.39,12.18,18.65,TRWC1,1937,-122.80139,40.72472
29,2018-08-01 07:15:00,11.39,12.18,18.2,TRWC1,1937,-122.80139,40.72472
30,2018-08-01 07:30:00,11.39,12.18,18.04,TRWC1,1937,-122.80139,40.72472
31,2018-08-01 07:45:00,11.39,12.18,17.7,TRWC1,1937,-122.80139,40.72472
32,2018-08-01 08:00:00,11.39,12.18,17.27,TRWC1,1937,-122.80139,40.72472
33,2018-08-01 08:15:00,11.39,12.18,16.72,TRWC1,1937,-122.80139,40.72472
34,2018-08-01 08:30:00,11.39,12.18,16.39,TRWC1,1937,-122.80139,40.72472
35,2018-08-01 08:45:00,11.33,12.18,16.04,TRWC1,1937,-122.80139,40.72472
36,2018-08-01 09:00:00,11.33,12.18,15.65,TRWC1,1937,-122.80139,40.72472
37,2018-08-01 09:15:00,11.33,12.18,15.34,TRWC1,1937,-122.80139,40.72472
38,2018-08-01 09:30:00,11.33,12.18,14.95,TRWC1,1937,-122.80139,40.72472
39,2018-08-01 09:45:00,11.33,12.18,14.71,TRWC1,1937,-122.80139,40.72472
40,2018-08-01 10:00:00,11.33,12.18,14.49,TRWC1,1937,-122.80139,40.72472
41,2018-08-01 10:15:00,11.33,12.18,14.14,TRWC1,1937,-122.80139,40.72472
42,2018-08-01 10:30:00,11.33,12.18,13.99,TRWC1,1937,-122.80139,40.72472
43,2018-08-01 10:45:00,11.33,12.18,13.72,TRWC1,1937,-122.80139,40.72472
44,2018-08-01 11:00:00,11.33,12.18,13.54,TRWC1,1937,-122.80139,40.72472
45,2018-08-01 11:15:00,11.28,12.18,13.32,TRWC1,1937,-122.80139,40.72472
46,2018-08-01 11:30:00,11.28,12.18,13.07,TRWC1,1937,-122.80139,40.72472
47,2018-08-01 11:45:00,11.28,12.18,12.83,TRWC1,1937,-122.80139,40.72472
48,2018-08-01 12:00:00,11.28,12.18,12.66,TRWC1,1937,-122.80139,40.72472
49,2018-08-01 12:15:00,11.28,12.18,12.48,TRWC1,1937,-122.80139,40.72472
50,2018-08-01 12:30:00,11.28,12.18,12.37,TRWC1,1937,-122.80139,40.72472
51,2018-08-01 12:45:00,11.28,12.18,12.27,TRWC1,1937,-122.80139,40.72472
52,2018-08-01 13:00:00,11.28,12.18,12.11,TRWC1,1937,-122.80139,40.72472
53,2018-08-01 13:15:00,11.22,12.18,11.9,TRWC1,1937,-122.80139,40.72472
54,2018-08-01 13:30:00,11.22,12.18,11.79,TRWC1,1937,-122.80139,40.72472
55,2018-08-01 13:45:00,11.22,12.18,11.79,TRWC1,1937,-122.80139,40.72472
56,2018-08-01 14:00:00,11.22,12.18,11.73,TRWC1,1937,-122.80139,40.72472
57,2018-08-01 14:15:00,11.22,12.18,11.98,TRWC1,1937,-122.80139,40.72472
58,2018-08-01 14:30:00,11.22,12.18,12.08,TRWC1,1937,-122.80139,40.72472
