,date_time,precip_accum_one_hour_set_1,precip_accum_six_hour_set_1,precip_accum_12_hour_set_1,precip_accum_24_hour_set_1,precip_accum_three_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
1,2018-08-01 01:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
2,2018-08-01 02:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
3,2018-08-01 03:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
4,2018-08-01 04:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
5,2018-08-01 05:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
6,2018-08-01 06:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
7,2018-08-01 07:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
8,2018-08-01 08:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
9,2018-08-01 09:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
10,2018-08-01 10:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
11,2018-08-01 11:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
12,2018-08-01 12:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
13,2018-08-01 13:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
14,2018-08-01 14:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
15,2018-08-01 15:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
16,2018-08-01 16:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
17,2018-08-01 17:00:00,0.0,0.0,0.0,0.0,0.0,COOPSTYC1,3808,-121.11,39.56
