,date_time,wind_speed_set_1,wind_cardinal_direction_set_1d,heat_index_set_1d,pressure_set_1d,dew_point_temperature_set_1d,altimeter_set_1,wind_direction_set_1,relative_humidity_set_1,solar_radiation_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
69,2018-08-02 22:00:00,0.45,NE,,63551.83,-1.19,,53.0,19.0,953.0,81318.04,23.83,MELC1,7200,-120.50833,39.41667
70,2018-08-03 00:40:00,0.45,NNE,,64407.48,-2.49,,14.0,17.0,909.0,82397.62,24.06,MELC1,7200,-120.50833,39.41667
71,2018-08-03 01:00:00,0.45,NW,,62748.04,-2.44,,309.0,21.0,42.0,80494.36,20.72,MELC1,7200,-120.50833,39.41667
72,2018-08-03 01:20:00,0.0,,,,-2.37,,,22.0,75.0,,20.06,MELC1,7200,-120.50833,39.41667
73,2018-08-03 01:40:00,0.0,,,,-2.15,,,23.0,21.0,,19.61,MELC1,7200,-120.50833,39.41667
74,2018-08-03 02:00:00,0.0,,,,-0.13,,,29.0,17.0,,18.28,MELC1,7200,-120.50833,39.41667
75,2018-08-03 02:20:00,0.0,,,,-0.45,,,30.0,11.0,,17.39,MELC1,7200,-120.50833,39.41667
76,2018-08-03 02:40:00,0.0,,,,0.28,,,33.0,7.0,,16.72,MELC1,7200,-120.50833,39.41667
77,2018-08-03 03:00:00,0.0,,,,-0.16,,,33.0,3.0,,16.22,MELC1,7200,-120.50833,39.41667
78,2018-08-03 03:40:00,0.0,,,,0.11,,,35.0,1.0,,15.61,MELC1,7200,-120.50833,39.41667
79,2018-08-03 04:00:00,0.0,,,,0.51,,,38.0,0.0,,14.78,MELC1,7200,-120.50833,39.41667
80,2018-08-03 07:00:00,0.0,,,,1.37,,,43.0,0.0,,13.83,MELC1,7200,-120.50833,39.41667
81,2018-08-03 07:20:00,0.0,,,,-1.93,,,42.0,0.0,,10.56,MELC1,7200,-120.50833,39.41667
82,2018-08-03 07:40:00,0.0,,,,-2.59,,,40.0,0.0,,10.56,MELC1,7200,-120.50833,39.41667
83,2018-08-03 08:00:00,0.0,,,,-2.41,,,41.0,0.0,,10.39,MELC1,7200,-120.50833,39.41667
84,2018-08-03 08:20:00,0.0,,,,-2.94,,,40.0,0.0,,10.17,MELC1,7200,-120.50833,39.41667
85,2018-08-03 08:40:00,0.0,,,,-3.0,,,40.0,0.0,,10.11,MELC1,7200,-120.50833,39.41667
86,2018-08-03 09:00:00,0.0,,,,-3.09,,,40.0,0.0,,10.0,MELC1,7200,-120.50833,39.41667
87,2018-08-03 09:20:00,0.0,,,,-3.49,,,39.0,0.0,,9.94,MELC1,7200,-120.50833,39.41667
88,2018-08-03 09:40:00,0.0,,,,-3.98,,,38.0,0.0,,9.78,MELC1,7200,-120.50833,39.41667
89,2018-08-03 10:00:00,0.0,,,,-4.29,,,37.0,0.0,,9.83,MELC1,7200,-120.50833,39.41667
90,2018-08-03 10:20:00,0.0,,,,-3.98,,,38.0,0.0,,9.78,MELC1,7200,-120.50833,39.41667
91,2018-08-03 10:40:00,0.0,,,,-4.39,,,37.0,0.0,,9.72,MELC1,7200,-120.50833,39.41667
92,2018-08-03 11:00:00,0.0,,,,-4.44,,,37.0,0.0,,9.67,MELC1,7200,-120.50833,39.41667
93,2018-08-03 11:20:00,0.0,,,,-4.18,,,38.0,0.0,,9.56,MELC1,7200,-120.50833,39.41667
94,2018-08-03 11:40:00,0.0,,,,-4.59,,,37.0,0.0,,9.5,MELC1,7200,-120.50833,39.41667
95,2018-08-03 12:00:00,0.0,,,,-4.69,,,37.0,0.0,,9.39,MELC1,7200,-120.50833,39.41667
96,2018-08-03 12:20:00,0.0,,,,-4.79,,,37.0,0.0,,9.28,MELC1,7200,-120.50833,39.41667
97,2018-08-03 12:40:00,0.0,,,,-4.53,,,38.0,0.0,,9.17,MELC1,7200,-120.50833,39.41667
98,2018-08-03 13:00:00,0.0,,,,-4.58,,,38.0,1.0,,9.11,MELC1,7200,-120.50833,39.41667
99,2018-08-03 13:20:00,0.0,,,,-4.63,,,38.0,4.0,,9.06,MELC1,7200,-120.50833,39.41667
100,2018-08-03 13:40:00,0.0,,,,-4.43,,,39.0,8.0,,8.89,MELC1,7200,-120.50833,39.41667
101,2018-08-03 14:00:00,0.0,,,,-3.19,,,42.0,13.0,,9.17,MELC1,7200,-120.50833,39.41667
102,2018-08-03 14:20:00,0.0,,,,-2.33,,,42.0,19.0,,10.11,MELC1,7200,-120.50833,39.41667
103,2018-08-03 14:40:00,0.0,,,,-2.39,,,40.0,25.0,,10.78,MELC1,7200,-120.50833,39.41667
104,2018-08-03 15:00:00,0.0,,,,-3.39,,,34.0,30.0,,12.11,MELC1,7200,-120.50833,39.41667
105,2018-08-03 15:20:00,0.0,,,,-5.83,,,26.0,33.0,,13.39,MELC1,7200,-120.50833,39.41667
106,2018-08-03 15:40:00,0.0,,,,-8.53,,,18.0,47.0,,15.83,MELC1,7200,-120.50833,39.41667
107,2018-08-03 16:00:00,0.45,NW,,,-9.52,,323.0,15.0,39.0,,17.44,MELC1,7200,-120.50833,39.41667
108,2018-08-03 16:20:00,0.45,NNE,,,-8.07,,19.0,16.0,188.0,,18.22,MELC1,7200,-120.50833,39.41667
109,2018-08-03 16:40:00,0.0,,,,-7.16,,,16.0,650.0,,19.33,MELC1,7200,-120.50833,39.41667
110,2018-08-03 17:00:00,0.45,ENE,,,-10.31,,59.0,12.0,714.0,,19.94,MELC1,7200,-120.50833,39.41667
111,2018-08-03 17:20:00,0.45,WSW,,,-10.01,,246.0,12.0,770.0,,20.33,MELC1,7200,-120.50833,39.41667
112,2018-08-03 17:40:00,0.9,NW,,,-10.95,,315.0,11.0,817.0,,20.5,MELC1,7200,-120.50833,39.41667
113,2018-08-03 18:00:00,0.45,,,,-8.16,,,13.0,856.0,,21.39,MELC1,7200,-120.50833,39.41667
114,2018-08-03 18:20:00,0.45,NW,,,-11.22,,308.0,10.0,905.0,,21.67,MELC1,7200,-120.50833,39.41667
115,2018-08-03 18:40:00,0.45,E,,,-8.42,,101.0,12.0,939.0,,22.33,MELC1,7200,-120.50833,39.41667
116,2018-08-03 19:00:00,0.45,NNW,,,-7.41,,332.0,13.0,964.0,,22.33,MELC1,7200,-120.50833,39.41667
117,2018-08-03 19:20:00,0.45,NNE,,62462.81,-6.87,,13.0,13.0,989.0,79978.78,23.0,MELC1,7200,-120.50833,39.41667
118,2018-08-03 19:40:00,0.45,NNW,,62955.47,-10.58,,340.0,10.0,971.0,80642.65,22.5,MELC1,7200,-120.50833,39.41667
119,2018-08-03 20:00:00,0.45,ESE,,63499.97,-6.05,,102.0,14.0,935.0,81318.03,22.83,MELC1,7200,-120.50833,39.41667
120,2018-08-03 22:40:00,0.45,WSW,,63499.97,-6.14,,243.0,14.0,957.0,81325.34,22.72,MELC1,7200,-120.50833,39.41667
121,2018-08-03 23:00:00,0.45,NNW,,65781.72,-4.07,85912.64,329.0,18.0,776.0,84351.29,21.22,MELC1,7200,-120.50833,39.41667
122,2018-08-03 23:20:00,0.45,NE,,65289.06,-4.76,85269.22,43.0,18.0,226.0,83777.07,20.39,MELC1,7200,-120.50833,39.41667
123,2018-08-03 23:40:00,0.45,N,,64796.42,-3.81,,10.0,19.0,436.0,83125.59,20.67,MELC1,7200,-120.50833,39.41667
124,2018-08-04 00:00:00,0.45,ESE,,64225.98,-5.6,,122.0,17.0,87.0,82420.5,20.28,MELC1,7200,-120.50833,39.41667
125,2018-08-04 00:20:00,0.0,,,63707.4,-6.06,,,17.0,144.0,81793.1,19.72,MELC1,7200,-120.50833,39.41667
126,2018-08-04 00:40:00,0.0,,,63292.54,-6.29,,,17.0,131.0,81279.45,19.44,MELC1,7200,-120.50833,39.41667
127,2018-08-04 01:00:00,0.0,,,62799.89,-7.57,,,16.0,117.0,80687.99,18.83,MELC1,7200,-120.50833,39.41667
128,2018-08-04 01:40:00,0.0,,,62359.1,-5.8,,,19.0,61.0,80158.57,18.28,MELC1,7200,-120.50833,39.41667
129,2018-08-04 02:00:00,0.0,,,,-4.48,,,22.0,52.0,,17.56,MELC1,7200,-120.50833,39.41667
130,2018-08-04 04:40:00,0.0,,,,-4.81,,,22.0,30.0,,17.17,MELC1,7200,-120.50833,39.41667
131,2018-08-04 05:00:00,0.0,,,,-10.01,,,20.0,0.0,,12.44,MELC1,7200,-120.50833,39.41667
132,2018-08-04 05:20:00,0.0,,,,-10.43,,,20.0,0.0,,11.94,MELC1,7200,-120.50833,39.41667
133,2018-08-04 05:40:00,0.0,,,,-10.19,,,20.0,0.0,,12.22,MELC1,7200,-120.50833,39.41667
134,2018-08-04 06:00:00,0.0,,,,-10.09,,,21.0,0.0,,11.61,MELC1,7200,-120.50833,39.41667
135,2018-08-04 06:20:00,0.0,,,,-9.5,,,22.0,0.0,,11.61,MELC1,7200,-120.50833,39.41667
136,2018-08-04 06:40:00,0.0,,,,-9.93,,,22.0,0.0,,11.11,MELC1,7200,-120.50833,39.41667
137,2018-08-04 07:00:00,0.0,,,,-10.21,,,22.0,0.0,,10.78,MELC1,7200,-120.50833,39.41667
138,2018-08-04 07:20:00,0.0,,,,-8.77,,,25.0,0.0,,10.56,MELC1,7200,-120.50833,39.41667
139,2018-08-04 07:40:00,0.0,,,,-8.03,,,27.0,0.0,,10.28,MELC1,7200,-120.50833,39.41667
140,2018-08-04 08:00:00,0.0,,,,-9.39,,,24.0,0.0,,10.44,MELC1,7200,-120.50833,39.41667
141,2018-08-04 08:20:00,0.0,,,,-9.16,,,24.0,0.0,,10.72,MELC1,7200,-120.50833,39.41667
142,2018-08-04 08:40:00,0.0,,,,-10.3,,,22.0,0.0,,10.67,MELC1,7200,-120.50833,39.41667
143,2018-08-04 09:00:00,0.0,,,,-10.53,,,22.0,0.0,,10.39,MELC1,7200,-120.50833,39.41667
144,2018-08-04 09:20:00,0.0,,,,-9.29,,,24.0,0.0,,10.56,MELC1,7200,-120.50833,39.41667
145,2018-08-04 09:40:00,0.0,,,,-9.49,,,24.0,0.0,,10.33,MELC1,7200,-120.50833,39.41667
146,2018-08-04 10:00:00,0.0,,,,-9.49,,,24.0,0.0,,10.33,MELC1,7200,-120.50833,39.41667
147,2018-08-04 10:20:00,0.0,,,,-8.51,,,26.0,0.0,,10.28,MELC1,7200,-120.50833,39.41667
148,2018-08-04 10:40:00,0.0,,,,-8.08,,,27.0,0.0,,10.22,MELC1,7200,-120.50833,39.41667
149,2018-08-04 11:00:00,0.0,,,,-7.25,,,29.0,0.0,,10.11,MELC1,7200,-120.50833,39.41667
150,2018-08-04 11:20:00,0.0,,,,-6.96,,,30.0,0.0,,9.94,MELC1,7200,-120.50833,39.41667
151,2018-08-04 11:40:00,0.0,,,,-6.26,,,32.0,0.0,,9.78,MELC1,7200,-120.50833,39.41667
152,2018-08-04 12:00:00,0.0,,,,-5.61,,,34.0,0.0,,9.61,MELC1,7200,-120.50833,39.41667
153,2018-08-04 12:20:00,0.0,,,,-4.9,,,36.0,0.0,,9.56,MELC1,7200,-120.50833,39.41667
154,2018-08-04 12:40:00,0.0,,,,-3.98,,,39.0,0.0,,9.39,MELC1,7200,-120.50833,39.41667
155,2018-08-04 13:00:00,0.0,,,,-2.87,,,43.0,1.0,,9.17,MELC1,7200,-120.50833,39.41667
156,2018-08-04 13:20:00,0.0,,,,-2.77,,,44.0,7.0,,8.94,MELC1,7200,-120.50833,39.41667
157,2018-08-04 13:40:00,0.0,,,,-1.92,,,47.0,9.0,,8.89,MELC1,7200,-120.50833,39.41667
158,2018-08-04 14:00:00,0.0,,,,-0.53,,,52.0,27.0,,8.89,MELC1,7200,-120.50833,39.41667
159,2018-08-04 14:20:00,0.0,,,,0.1,,,54.0,41.0,,9.0,MELC1,7200,-120.50833,39.41667
160,2018-08-04 14:40:00,0.0,,,,0.72,,,54.0,62.0,,9.67,MELC1,7200,-120.50833,39.41667
161,2018-08-04 15:00:00,0.0,,,,0.08,,,45.0,68.0,,11.72,MELC1,7200,-120.50833,39.41667
162,2018-08-04 15:20:00,0.0,,,,-1.88,,,33.0,64.0,,14.28,MELC1,7200,-120.50833,39.41667
163,2018-08-04 15:40:00,0.0,,,,-0.89,,,34.0,82.0,,14.94,MELC1,7200,-120.50833,39.41667
164,2018-08-04 16:00:00,0.0,,,,-0.34,,,34.0,100.0,,15.56,MELC1,7200,-120.50833,39.41667
165,2018-08-04 16:20:00,0.0,,,,-0.78,,,32.0,139.0,,16.0,MELC1,7200,-120.50833,39.41667
166,2018-08-04 16:40:00,0.45,W,,,0.55,,266.0,34.0,467.0,,16.56,MELC1,7200,-120.50833,39.41667
167,2018-08-04 17:00:00,0.45,SW,,,-1.1,,233.0,29.0,534.0,,17.17,MELC1,7200,-120.50833,39.41667
168,2018-08-04 17:20:00,0.45,NNE,,,-0.09,,27.0,31.0,585.0,,17.28,MELC1,7200,-120.50833,39.41667
169,2018-08-04 17:40:00,0.45,ENE,,,1.22,,71.0,33.0,634.0,,17.78,MELC1,7200,-120.50833,39.41667
170,2018-08-04 18:00:00,0.45,NE,,,-0.13,,44.0,29.0,691.0,,18.28,MELC1,7200,-120.50833,39.41667
171,2018-08-04 18:20:00,0.45,NE,,,0.11,,35.0,29.0,754.0,,18.56,MELC1,7200,-120.50833,39.41667
172,2018-08-04 18:40:00,0.45,NNW,,,-0.14,,332.0,28.0,782.0,,18.83,MELC1,7200,-120.50833,39.41667
173,2018-08-04 19:00:00,0.45,NNW,,,-1.54,,337.0,25.0,858.0,,19.0,MELC1,7200,-120.50833,39.41667
174,2018-08-04 19:20:00,0.45,NW,,,-1.16,,323.0,25.0,867.0,,19.44,MELC1,7200,-120.50833,39.41667
175,2018-08-04 19:40:00,0.45,NNW,,,-0.43,,336.0,26.0,861.0,,19.67,MELC1,7200,-120.50833,39.41667
176,2018-08-04 20:00:00,0.45,ESE,,,-1.29,,106.0,24.0,944.0,,19.94,MELC1,7200,-120.50833,39.41667
177,2018-08-04 20:20:00,0.45,NE,,,-0.63,,37.0,25.0,926.0,,20.06,MELC1,7200,-120.50833,39.41667
178,2018-08-04 20:40:00,0.45,,,,-2.71,,,21.0,966.0,,20.39,MELC1,7200,-120.50833,39.41667
179,2018-08-04 21:00:00,0.45,N,,,-2.62,,8.0,21.0,963.0,,20.5,MELC1,7200,-120.50833,39.41667
180,2018-08-04 23:40:00,0.45,NNW,,,-1.15,,331.0,24.0,928.0,,20.11,MELC1,7200,-120.50833,39.41667
181,2018-08-05 00:00:00,0.45,ENE,,64588.99,-1.92,,59.0,26.0,76.0,83048.53,17.94,MELC1,7200,-120.50833,39.41667
182,2018-08-05 00:20:00,0.45,NE,,63966.69,-2.11,,55.0,26.0,75.0,82263.65,17.72,MELC1,7200,-120.50833,39.41667
183,2018-08-05 00:40:00,0.45,N,,63525.9,-1.2,,2.0,29.0,138.0,81742.35,17.06,MELC1,7200,-120.50833,39.41667
184,2018-08-05 01:00:00,0.45,,,62903.61,-1.83,,,29.0,65.0,80991.88,16.33,MELC1,7200,-120.50833,39.41667
185,2018-08-05 01:20:00,0.45,NW,,62488.75,-3.14,,321.0,27.0,49.0,80484.57,15.94,MELC1,7200,-120.50833,39.41667
186,2018-08-05 01:40:00,0.0,,,,-3.57,,,27.0,25.0,,15.44,MELC1,7200,-120.50833,39.41667
187,2018-08-05 02:00:00,0.0,,,,-2.73,,,30.0,22.0,,14.78,MELC1,7200,-120.50833,39.41667
188,2018-08-05 02:40:00,0.0,,,,-1.74,,,33.0,20.0,,14.44,MELC1,7200,-120.50833,39.41667
189,2018-08-05 03:00:00,0.0,,,,-2.07,,,33.0,13.0,,14.06,MELC1,7200,-120.50833,39.41667
190,2018-08-05 05:40:00,0.0,,,,-0.19,,,40.0,4.0,,13.22,MELC1,7200,-120.50833,39.41667
191,2018-08-05 06:00:00,0.0,,,,0.19,,,56.0,0.0,,8.56,MELC1,7200,-120.50833,39.41667
192,2018-08-05 06:20:00,0.0,,,,0.13,,,56.0,0.0,,8.5,MELC1,7200,-120.50833,39.41667
193,2018-08-05 06:40:00,0.0,,,,-0.03,,,57.0,0.0,,8.06,MELC1,7200,-120.50833,39.41667
194,2018-08-05 07:00:00,0.0,,,,-0.35,,,57.0,0.0,,7.72,MELC1,7200,-120.50833,39.41667
195,2018-08-05 07:20:00,0.0,,,,-0.08,,,59.0,0.0,,7.5,MELC1,7200,-120.50833,39.41667
196,2018-08-05 07:40:00,0.0,,,,-0.24,,,59.0,0.0,,7.33,MELC1,7200,-120.50833,39.41667
197,2018-08-05 08:00:00,0.0,,,,-0.55,,,59.0,0.0,,7.0,MELC1,7200,-120.50833,39.41667
198,2018-08-05 08:20:00,0.0,,,,-1.43,,,56.0,0.0,,6.83,MELC1,7200,-120.50833,39.41667
199,2018-08-05 08:40:00,0.0,,,,-1.19,,,57.0,0.0,,6.83,MELC1,7200,-120.50833,39.41667
200,2018-08-05 09:00:00,0.0,,,,-0.65,,,59.0,0.0,,6.89,MELC1,7200,-120.50833,39.41667
201,2018-08-05 09:20:00,0.0,,,,-1.13,,,57.0,0.0,,6.89,MELC1,7200,-120.50833,39.41667
202,2018-08-05 09:40:00,0.0,,,,-2.59,,,52.0,0.0,,6.67,MELC1,7200,-120.50833,39.41667
203,2018-08-05 10:00:00,0.0,,,,-3.83,,,48.0,0.0,,6.5,MELC1,7200,-120.50833,39.41667
204,2018-08-05 10:20:00,0.0,,,,-4.56,,,46.0,0.0,,6.33,MELC1,7200,-120.50833,39.41667
205,2018-08-05 10:40:00,0.0,,,,-5.96,,,42.0,0.0,,6.11,MELC1,7200,-120.50833,39.41667
206,2018-08-05 11:00:00,0.0,,,,-7.12,,,38.0,0.0,,6.28,MELC1,7200,-120.50833,39.41667
207,2018-08-05 11:20:00,0.0,,,,-6.84,,,39.0,0.0,,6.22,MELC1,7200,-120.50833,39.41667
208,2018-08-05 11:40:00,0.0,,,,-6.61,,,40.0,0.0,,6.11,MELC1,7200,-120.50833,39.41667
209,2018-08-05 12:00:00,0.0,,,,-6.28,,,41.0,0.0,,6.11,MELC1,7200,-120.50833,39.41667
210,2018-08-05 12:20:00,0.0,,,,-7.32,,,38.0,0.0,,6.06,MELC1,7200,-120.50833,39.41667
211,2018-08-05 12:40:00,0.0,,,,-7.04,,,39.0,0.0,,6.0,MELC1,7200,-120.50833,39.41667
212,2018-08-05 13:00:00,0.0,,,,-6.12,,,42.0,1.0,,5.94,MELC1,7200,-120.50833,39.41667
213,2018-08-05 13:20:00,0.0,,,,-6.9,,,40.0,3.0,,5.78,MELC1,7200,-120.50833,39.41667
214,2018-08-05 13:40:00,0.0,,,,-6.71,,,40.0,7.0,,6.0,MELC1,7200,-120.50833,39.41667
215,2018-08-05 14:00:00,0.0,,,,-6.08,,,41.0,11.0,,6.33,MELC1,7200,-120.50833,39.41667
216,2018-08-05 14:20:00,0.0,,,,-4.35,,,46.0,17.0,,6.56,MELC1,7200,-120.50833,39.41667
