,road_temp_set_4,date_time,road_subsurface_tmp_set_1,road_temp_set_1,road_temp_set_2,road_temp_set_3,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,wind_cardinal_direction_set_1d,relative_humidity_set_1,wind_speed_set_1,wind_gust_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
1272,24.5,2018-08-15 16:13:00,28.3,24.5,25.5,24.0,3.69,,236.0,SW,34.0,1.94,1.94,20.1,CTVOL,1330,-122.4268,40.9418
1273,25.5,2018-08-15 16:28:00,28.1,26.1,27.1,25.5,3.8,,323.0,NW,32.0,0.83,2.22,21.2,CTVOL,1330,-122.4268,40.9418
1274,27.1,2018-08-15 16:43:00,28.1,27.5,28.4,26.6,4.31,,253.0,WSW,31.0,0.56,1.67,22.3,CTVOL,1330,-122.4268,40.9418
1275,28.3,2018-08-15 16:58:00,28.0,29.0,30.0,28.1,4.24,,245.0,WSW,29.0,1.11,1.39,23.3,CTVOL,1330,-122.4268,40.9418
1276,29.5,2018-08-15 17:13:00,28.0,30.1,31.1,29.1,3.3,,259.0,W,26.0,1.67,1.67,24.0,CTVOL,1330,-122.4268,40.9418
1277,30.9,2018-08-15 17:28:00,27.9,31.9,32.9,30.9,3.09,,218.0,SW,25.0,0.28,1.94,24.4,CTVOL,1330,-122.4268,40.9418
1278,32.3,2018-08-15 17:43:00,27.9,33.1,34.1,32.1,4.03,,312.0,NW,25.0,0.56,1.67,25.5,CTVOL,1330,-122.4268,40.9418
1279,33.1,2018-08-15 17:58:00,27.9,34.0,35.0,33.1,4.39,,86.0,E,24.0,0.28,0.83,26.6,CTVOL,1330,-122.4268,40.9418
1280,34.0,2018-08-15 18:13:00,27.9,34.9,35.9,34.0,4.9,26.6,,,24.0,0.0,0.56,27.2,CTVOL,1330,-122.4268,40.9418
1281,34.1,2018-08-15 18:28:00,27.8,35.0,36.1,34.1,5.16,26.52,78.0,ENE,24.0,0.56,0.83,27.5,CTVOL,1330,-122.4268,40.9418
1282,35.6,2018-08-15 18:43:00,27.8,36.6,37.6,35.6,5.5,26.79,84.0,E,24.0,1.39,1.67,27.9,CTVOL,1330,-122.4268,40.9418
1283,37.3,2018-08-15 18:58:00,27.9,38.6,39.6,37.6,6.61,27.74,93.0,E,24.0,1.11,2.22,29.2,CTVOL,1330,-122.4268,40.9418
1284,38.6,2018-08-15 19:13:00,27.9,39.6,40.6,38.9,5.91,27.63,89.0,E,23.0,2.22,2.5,29.1,CTVOL,1330,-122.4268,40.9418
1285,38.6,2018-08-15 19:28:00,28.0,39.3,40.3,38.9,6.25,27.94,95.0,E,23.0,2.5,2.78,29.5,CTVOL,1330,-122.4268,40.9418
1286,39.0,2018-08-15 19:43:00,28.0,39.9,40.9,39.1,5.7,28.6,103.0,ESE,21.0,1.94,2.5,30.4,CTVOL,1330,-122.4268,40.9418
1287,39.6,2018-08-15 19:58:00,28.1,40.5,41.5,40.0,5.42,28.99,114.0,ESE,20.0,1.39,2.5,30.9,CTVOL,1330,-122.4268,40.9418
1288,39.9,2018-08-15 20:13:00,28.3,40.9,41.8,40.1,5.19,29.48,91.0,E,19.0,1.67,2.5,31.5,CTVOL,1330,-122.4268,40.9418
1289,39.9,2018-08-15 20:28:00,28.4,41.1,42.0,40.3,5.92,29.52,209.0,SSW,20.0,0.56,1.94,31.5,CTVOL,1330,-122.4268,40.9418
1290,40.1,2018-08-15 20:43:00,28.5,41.1,42.3,40.5,3.5,30.17,95.0,E,16.0,1.94,1.39,32.4,CTVOL,1330,-122.4268,40.9418
1291,41.1,2018-08-15 20:58:00,28.6,42.3,43.4,41.6,3.66,30.35,107.0,ESE,16.0,1.11,3.06,32.6,CTVOL,1330,-122.4268,40.9418
1292,41.1,2018-08-15 21:13:00,28.8,41.8,42.8,41.1,5.74,30.91,337.0,NNW,18.0,0.28,2.22,33.1,CTVOL,1330,-122.4268,40.9418
1293,40.9,2018-08-15 21:28:00,28.9,41.8,42.8,41.1,4.07,30.81,92.0,E,16.0,1.67,2.78,33.1,CTVOL,1330,-122.4268,40.9418
1294,41.1,2018-08-15 21:43:00,29.1,41.8,43.1,41.1,4.48,31.28,55.0,NE,16.0,1.11,3.33,33.6,CTVOL,1330,-122.4268,40.9418
1295,41.4,2018-08-15 21:58:00,29.3,42.3,43.1,41.5,2.77,31.38,157.0,SSE,14.0,1.39,3.61,33.8,CTVOL,1330,-122.4268,40.9418
1296,41.5,2018-08-15 22:13:00,29.4,42.4,43.4,41.6,2.69,31.28,113.0,ESE,14.0,2.5,3.06,33.7,CTVOL,1330,-122.4268,40.9418
1297,41.5,2018-08-15 22:28:00,29.5,42.3,43.1,41.5,1.9,31.52,108.0,ESE,13.0,1.39,3.61,34.0,CTVOL,1330,-122.4268,40.9418
1298,41.4,2018-08-15 22:43:00,29.8,42.1,43.1,41.5,0.8,31.36,122.0,ESE,12.0,1.94,3.61,34.0,CTVOL,1330,-122.4268,40.9418
1299,40.9,2018-08-15 22:58:00,29.9,42.0,42.9,41.1,-1.59,31.15,121.0,ESE,10.0,2.78,3.06,34.1,CTVOL,1330,-122.4268,40.9418
1300,40.8,2018-08-15 23:13:00,30.0,41.5,42.6,40.9,-0.54,31.04,100.0,E,11.0,3.33,3.33,33.8,CTVOL,1330,-122.4268,40.9418
1301,39.3,2018-08-15 23:28:00,30.3,39.9,40.9,39.3,-0.7,30.87,104.0,ESE,11.0,1.39,5.28,33.6,CTVOL,1330,-122.4268,40.9418
1302,38.9,2018-08-15 23:43:00,30.4,39.4,40.6,38.9,-2.05,30.65,106.0,ESE,10.0,1.94,3.61,33.5,CTVOL,1330,-122.4268,40.9418
1303,38.6,2018-08-15 23:58:00,30.6,39.1,40.3,38.6,-0.7,30.87,132.0,SE,11.0,1.67,3.06,33.6,CTVOL,1330,-122.4268,40.9418
1304,38.4,2018-08-16 00:13:00,30.6,38.9,40.0,38.3,0.48,31.01,115.0,ESE,12.0,1.11,2.5,33.6,CTVOL,1330,-122.4268,40.9418
1305,37.8,2018-08-16 00:28:00,30.8,38.1,39.3,37.6,0.25,30.75,101.0,E,12.0,1.67,2.22,33.3,CTVOL,1330,-122.4268,40.9418
1306,37.3,2018-08-16 00:43:00,30.9,37.8,39.0,37.1,1.34,30.89,96.0,E,13.0,1.67,1.39,33.3,CTVOL,1330,-122.4268,40.9418
1307,36.9,2018-08-16 00:58:00,31.1,37.1,38.3,36.6,2.45,31.01,197.0,SSW,14.0,0.56,2.22,33.4,CTVOL,1330,-122.4268,40.9418
1308,36.3,2018-08-16 01:13:00,31.1,36.4,37.6,36.0,5.08,30.16,90.0,E,18.0,0.56,0.83,32.3,CTVOL,1330,-122.4268,40.9418
1309,35.9,2018-08-16 01:28:00,31.3,35.6,37.1,35.6,5.69,30.02,,,19.0,0.0,0.83,32.1,CTVOL,1330,-122.4268,40.9418
1310,35.0,2018-08-16 01:43:00,31.5,35.0,36.3,34.6,6.37,29.3,,,21.0,0.0,0.56,31.2,CTVOL,1330,-122.4268,40.9418
1311,34.1,2018-08-16 01:58:00,31.6,34.3,35.6,33.8,6.04,28.94,,,21.0,0.0,0.28,30.8,CTVOL,1330,-122.4268,40.9418
1312,33.6,2018-08-16 02:13:00,31.6,33.6,34.9,33.1,7.46,28.02,,,25.0,0.0,0.56,29.5,CTVOL,1330,-122.4268,40.9418
1313,32.8,2018-08-16 02:28:00,31.6,32.6,34.0,32.4,8.6,27.68,257.0,WSW,28.0,0.28,0.28,28.9,CTVOL,1330,-122.4268,40.9418
1314,31.8,2018-08-16 02:43:00,31.9,31.8,33.0,31.5,8.24,26.98,229.0,SW,29.0,0.56,1.11,27.9,CTVOL,1330,-122.4268,40.9418
1315,31.0,2018-08-16 02:58:00,31.9,30.8,32.0,30.4,8.04,26.65,263.0,W,30.0,0.56,1.11,27.1,CTVOL,1330,-122.4268,40.9418
1316,30.3,2018-08-16 03:13:00,32.0,30.1,31.1,29.8,8.39,,,,33.0,0.0,0.83,25.9,CTVOL,1330,-122.4268,40.9418
1317,29.5,2018-08-16 03:28:00,32.0,29.3,30.4,29.1,8.81,,228.0,SW,35.0,0.28,1.94,25.4,CTVOL,1330,-122.4268,40.9418
1318,28.9,2018-08-16 03:43:00,32.0,28.8,29.9,28.4,8.1,,,,35.0,0.0,1.11,24.6,CTVOL,1330,-122.4268,40.9418
1319,28.3,2018-08-16 03:58:00,32.0,28.1,29.1,27.9,8.48,,244.0,WSW,37.0,0.83,0.83,24.1,CTVOL,1330,-122.4268,40.9418
1320,27.9,2018-08-16 04:13:00,32.0,27.6,28.6,27.4,8.15,,,,38.0,0.0,1.11,23.3,CTVOL,1330,-122.4268,40.9418
1321,27.4,2018-08-16 04:28:00,32.0,27.1,28.1,26.6,8.09,,276.0,W,39.0,0.28,1.39,22.8,CTVOL,1330,-122.4268,40.9418
1322,26.8,2018-08-16 04:43:00,32.0,26.6,27.6,26.3,7.55,,250.0,WSW,39.0,0.56,0.83,22.2,CTVOL,1330,-122.4268,40.9418
1323,26.4,2018-08-16 04:58:00,32.0,26.1,27.1,25.8,7.92,,258.0,WSW,41.0,0.83,0.56,21.8,CTVOL,1330,-122.4268,40.9418
1324,26.0,2018-08-16 05:13:00,32.0,25.5,26.6,25.5,7.47,,257.0,WSW,40.0,1.39,1.94,21.7,CTVOL,1330,-122.4268,40.9418
1325,25.5,2018-08-16 05:28:00,31.9,25.1,26.3,25.0,6.74,,298.0,WNW,40.0,0.56,1.94,20.9,CTVOL,1330,-122.4268,40.9418
1326,25.3,2018-08-16 05:43:00,31.9,24.8,25.9,24.6,6.91,,287.0,WNW,42.0,0.56,0.83,20.3,CTVOL,1330,-122.4268,40.9418
1327,24.9,2018-08-16 05:58:00,31.9,24.4,25.5,24.1,6.82,,258.0,WSW,42.0,1.67,1.67,20.2,CTVOL,1330,-122.4268,40.9418
1328,24.4,2018-08-16 06:13:00,31.6,24.0,25.1,23.9,6.38,,261.0,W,41.0,2.22,1.94,20.1,CTVOL,1330,-122.4268,40.9418
1329,24.1,2018-08-16 06:28:00,31.6,23.6,24.8,23.5,6.68,,254.0,WSW,44.0,0.83,2.5,19.3,CTVOL,1330,-122.4268,40.9418
1330,23.6,2018-08-16 06:43:00,31.6,23.4,24.5,23.1,6.83,,249.0,WSW,45.0,1.11,2.5,19.1,CTVOL,1330,-122.4268,40.9418
1331,23.5,2018-08-16 06:58:00,31.5,23.0,24.1,22.9,6.19,,252.0,WSW,42.0,1.67,1.67,19.5,CTVOL,1330,-122.4268,40.9418
1332,23.3,2018-08-16 07:13:00,31.5,22.8,23.9,22.6,6.13,,290.0,WNW,44.0,0.56,1.94,18.7,CTVOL,1330,-122.4268,40.9418
1333,22.9,2018-08-16 07:28:00,31.3,22.5,23.5,22.4,6.6,,262.0,W,46.0,0.83,1.39,18.5,CTVOL,1330,-122.4268,40.9418
1334,22.5,2018-08-16 07:43:00,31.1,22.3,23.3,22.0,6.42,,250.0,WSW,46.0,1.67,1.67,18.3,CTVOL,1330,-122.4268,40.9418
1335,22.4,2018-08-16 07:58:00,31.1,22.0,22.9,21.9,6.67,,267.0,W,48.0,1.67,1.94,17.9,CTVOL,1330,-122.4268,40.9418
1336,22.3,2018-08-16 08:13:00,30.9,21.9,22.8,21.6,6.67,,271.0,W,48.0,1.39,1.39,17.9,CTVOL,1330,-122.4268,40.9418
1337,22.0,2018-08-16 08:28:00,30.9,21.5,22.5,21.5,6.49,,254.0,WSW,48.0,1.67,2.22,17.7,CTVOL,1330,-122.4268,40.9418
1338,21.8,2018-08-16 08:43:00,30.8,21.4,22.4,21.3,6.42,,271.0,W,49.0,0.83,1.67,17.3,CTVOL,1330,-122.4268,40.9418
1339,21.5,2018-08-16 08:58:00,30.6,21.0,22.0,21.0,6.72,,261.0,W,51.0,1.67,1.67,17.0,CTVOL,1330,-122.4268,40.9418
1340,21.4,2018-08-16 09:13:00,30.6,21.0,21.9,21.0,6.53,,255.0,WSW,50.0,1.67,2.22,17.1,CTVOL,1330,-122.4268,40.9418
1341,21.1,2018-08-16 09:28:00,30.6,20.8,21.6,20.6,6.82,,261.0,W,52.0,1.39,2.22,16.8,CTVOL,1330,-122.4268,40.9418
1342,21.0,2018-08-16 09:43:00,30.4,20.5,21.5,20.5,6.73,,255.0,WSW,52.0,1.94,2.22,16.7,CTVOL,1330,-122.4268,40.9418
1343,20.9,2018-08-16 09:58:00,30.3,20.5,21.3,20.4,6.36,,288.0,WNW,52.0,0.83,1.94,16.3,CTVOL,1330,-122.4268,40.9418
1344,20.8,2018-08-16 10:13:00,30.1,20.3,21.1,20.3,6.45,,300.0,WNW,53.0,0.56,1.39,16.1,CTVOL,1330,-122.4268,40.9418
1345,20.5,2018-08-16 10:28:00,30.0,20.0,21.0,20.0,6.63,,282.0,WNW,54.0,0.56,1.39,16.0,CTVOL,1330,-122.4268,40.9418
1346,20.3,2018-08-16 10:43:00,29.9,19.9,20.8,19.9,6.88,,259.0,W,56.0,1.39,1.39,15.7,CTVOL,1330,-122.4268,40.9418
1347,20.1,2018-08-16 10:58:00,29.8,19.5,20.5,19.6,6.79,,286.0,WNW,56.0,0.56,1.94,15.6,CTVOL,1330,-122.4268,40.9418
1348,19.9,2018-08-16 11:13:00,29.6,19.4,20.3,19.4,6.44,,256.0,WSW,54.0,0.83,1.94,15.8,CTVOL,1330,-122.4268,40.9418
1349,19.8,2018-08-16 11:28:00,29.5,19.1,20.0,19.1,6.52,,287.0,WNW,55.0,1.11,2.22,15.6,CTVOL,1330,-122.4268,40.9418
1350,19.6,2018-08-16 11:43:00,29.4,19.0,19.9,19.0,6.32,,278.0,W,56.0,0.83,1.67,15.1,CTVOL,1330,-122.4268,40.9418
1351,19.5,2018-08-16 11:58:00,29.3,18.9,19.9,19.0,6.67,,256.0,WSW,57.0,1.39,2.22,15.2,CTVOL,1330,-122.4268,40.9418
1352,19.3,2018-08-16 12:13:00,29.1,18.8,19.6,18.8,6.69,,255.0,WSW,56.0,1.39,2.22,15.5,CTVOL,1330,-122.4268,40.9418
1353,19.0,2018-08-16 12:28:00,29.0,18.5,19.5,18.6,6.55,,305.0,NW,58.0,1.11,2.5,14.8,CTVOL,1330,-122.4268,40.9418
1354,19.0,2018-08-16 12:43:00,28.9,18.5,19.4,18.5,6.44,,253.0,WSW,54.0,1.94,1.94,15.8,CTVOL,1330,-122.4268,40.9418
1355,18.8,2018-08-16 12:58:00,28.9,18.1,19.1,18.1,6.83,,253.0,WSW,58.0,1.67,2.78,15.1,CTVOL,1330,-122.4268,40.9418
1356,18.6,2018-08-16 13:13:00,28.8,18.0,19.0,18.0,6.04,,283.0,WNW,56.0,0.83,1.67,14.8,CTVOL,1330,-122.4268,40.9418
1357,18.5,2018-08-16 13:28:00,28.6,18.0,18.9,18.0,5.89,,257.0,WSW,53.0,2.22,2.78,15.5,CTVOL,1330,-122.4268,40.9418
1358,18.5,2018-08-16 13:43:00,28.5,18.0,18.9,18.0,5.96,,251.0,WSW,55.0,1.94,2.5,15.0,CTVOL,1330,-122.4268,40.9418
1359,18.5,2018-08-16 13:58:00,28.4,18.0,18.9,18.0,6.11,,261.0,W,57.0,1.11,2.78,14.6,CTVOL,1330,-122.4268,40.9418
1360,18.6,2018-08-16 14:13:00,28.3,18.1,19.0,18.0,6.04,,265.0,W,56.0,0.83,1.67,14.8,CTVOL,1330,-122.4268,40.9418
1361,18.8,2018-08-16 14:28:00,28.1,18.3,19.1,18.3,6.67,,275.0,W,57.0,1.11,3.06,15.2,CTVOL,1330,-122.4268,40.9418
1362,19.3,2018-08-16 14:43:00,28.0,18.8,19.6,18.6,6.26,,265.0,W,52.0,1.39,1.67,16.2,CTVOL,1330,-122.4268,40.9418
1363,19.5,2018-08-16 14:58:00,27.9,19.3,20.3,19.0,5.88,,250.0,WSW,50.0,2.78,3.06,16.4,CTVOL,1330,-122.4268,40.9418
1364,20.4,2018-08-16 15:13:00,27.9,20.3,21.1,19.9,6.82,,277.0,W,51.0,1.67,2.78,17.1,CTVOL,1330,-122.4268,40.9418
1365,21.0,2018-08-16 15:28:00,27.8,21.0,22.0,20.5,7.47,,250.0,WSW,53.0,2.5,3.06,17.2,CTVOL,1330,-122.4268,40.9418
1366,22.0,2018-08-16 15:43:00,27.6,22.0,23.0,21.5,6.95,,256.0,WSW,48.0,2.78,2.78,18.2,CTVOL,1330,-122.4268,40.9418
1367,23.0,2018-08-16 15:58:00,27.5,23.5,24.1,22.5,5.39,,263.0,W,40.0,1.94,3.06,19.4,CTVOL,1330,-122.4268,40.9418
1368,25.0,2018-08-16 16:13:00,27.4,25.1,26.1,24.5,5.22,,272.0,W,36.0,1.67,2.78,20.9,CTVOL,1330,-122.4268,40.9418
1369,26.3,2018-08-16 16:28:00,27.3,26.6,27.6,25.8,5.02,,272.0,W,34.0,1.39,2.5,21.6,CTVOL,1330,-122.4268,40.9418
1370,27.9,2018-08-16 16:43:00,27.3,28.3,29.4,27.5,5.3,,272.0,W,32.0,0.83,1.94,22.9,CTVOL,1330,-122.4268,40.9418
1371,29.5,2018-08-16 16:58:00,27.1,30.3,31.1,29.1,4.63,,230.0,SW,30.0,1.39,1.39,23.2,CTVOL,1330,-122.4268,40.9418
1372,31.0,2018-08-16 17:13:00,27.1,31.9,32.9,30.6,5.02,,269.0,W,29.0,1.11,2.5,24.2,CTVOL,1330,-122.4268,40.9418
1373,31.6,2018-08-16 17:28:00,27.1,32.6,33.5,31.5,5.39,,261.0,W,28.0,0.83,1.67,25.2,CTVOL,1330,-122.4268,40.9418
1374,33.5,2018-08-16 17:43:00,27.1,34.3,35.1,33.1,5.96,26.54,,,26.0,0.0,1.11,27.1,CTVOL,1330,-122.4268,40.9418
1375,35.0,2018-08-16 17:58:00,27.1,36.5,37.3,35.0,4.47,26.43,252.0,WSW,23.0,1.11,0.56,27.4,CTVOL,1330,-122.4268,40.9418
1376,36.6,2018-08-16 18:13:00,27.1,37.9,38.6,36.6,5.02,27.37,103.0,ESE,22.0,0.56,0.56,28.8,CTVOL,1330,-122.4268,40.9418
1377,38.0,2018-08-16 18:28:00,27.1,39.0,40.0,38.1,4.36,27.34,110.0,ESE,21.0,1.11,0.83,28.8,CTVOL,1330,-122.4268,40.9418
1378,39.0,2018-08-16 18:43:00,27.1,39.6,40.5,39.0,7.11,27.7,108.0,ESE,25.0,2.78,3.33,29.1,CTVOL,1330,-122.4268,40.9418
1379,39.3,2018-08-16 18:58:00,27.1,39.9,40.9,39.4,5.86,28.14,89.0,E,22.0,3.61,4.17,29.8,CTVOL,1330,-122.4268,40.9418
1380,40.6,2018-08-16 19:13:00,27.3,41.1,42.3,40.9,5.09,28.65,107.0,ESE,20.0,3.33,4.72,30.5,CTVOL,1330,-122.4268,40.9418
1381,41.6,2018-08-16 19:28:00,27.4,42.6,43.4,41.8,5.69,30.02,78.0,ENE,19.0,1.11,4.17,32.1,CTVOL,1330,-122.4268,40.9418
1382,42.1,2018-08-16 19:43:00,27.5,42.9,44.1,42.3,4.75,29.8,96.0,E,18.0,2.5,4.17,31.9,CTVOL,1330,-122.4268,40.9418
1383,41.8,2018-08-16 19:58:00,27.6,42.6,43.6,42.1,3.78,29.58,111.0,ESE,17.0,2.5,4.44,31.7,CTVOL,1330,-122.4268,40.9418
1384,41.8,2018-08-16 20:13:00,27.8,42.6,43.6,42.3,3.58,30.26,90.0,E,16.0,1.67,3.61,32.5,CTVOL,1330,-122.4268,40.9418
1385,42.0,2018-08-16 20:28:00,27.9,42.9,43.9,42.3,3.75,30.44,64.0,ENE,16.0,1.67,3.89,32.7,CTVOL,1330,-122.4268,40.9418
1386,43.1,2018-08-16 20:43:00,28.1,43.6,44.6,43.1,-0.39,30.06,106.0,ESE,12.0,1.94,4.44,32.5,CTVOL,1330,-122.4268,40.9418
1387,43.1,2018-08-16 20:58:00,28.3,43.9,44.9,43.4,-0.15,30.32,116.0,ESE,12.0,3.33,5.0,32.8,CTVOL,1330,-122.4268,40.9418
1388,43.1,2018-08-16 21:13:00,28.4,43.6,44.6,43.1,0.54,30.02,144.0,SE,13.0,2.5,3.61,32.3,CTVOL,1330,-122.4268,40.9418
1389,42.8,2018-08-16 21:28:00,28.6,43.6,44.6,42.9,-0.31,30.15,128.0,SE,12.0,2.78,3.33,32.6,CTVOL,1330,-122.4268,40.9418
1390,42.9,2018-08-16 21:43:00,28.8,43.6,44.6,43.1,-0.23,30.23,107.0,ESE,12.0,3.06,6.39,32.7,CTVOL,1330,-122.4268,40.9418
1391,42.4,2018-08-16 21:58:00,29.0,43.1,44.1,42.8,-1.17,30.36,116.0,ESE,11.0,3.06,5.28,33.0,CTVOL,1330,-122.4268,40.9418
1392,42.1,2018-08-16 22:13:00,29.3,42.8,43.9,42.3,-1.24,30.27,119.0,ESE,11.0,3.06,4.44,32.9,CTVOL,1330,-122.4268,40.9418
1393,42.6,2018-08-16 22:28:00,29.4,43.4,44.4,42.6,-0.77,30.78,115.0,ESE,11.0,1.67,4.17,33.5,CTVOL,1330,-122.4268,40.9418
1394,42.4,2018-08-16 22:43:00,29.6,43.4,44.4,42.6,-0.77,30.78,114.0,ESE,11.0,1.67,3.33,33.5,CTVOL,1330,-122.4268,40.9418
1395,41.8,2018-08-16 22:58:00,29.8,42.6,43.9,42.0,-0.77,30.78,112.0,ESE,11.0,1.11,2.5,33.5,CTVOL,1330,-122.4268,40.9418
1396,41.1,2018-08-16 23:13:00,30.0,41.8,42.9,41.1,0.33,30.83,160.0,SSE,12.0,0.83,4.17,33.4,CTVOL,1330,-122.4268,40.9418
1397,40.9,2018-08-16 23:28:00,30.1,41.6,42.8,40.9,1.42,30.98,94.0,E,13.0,2.5,3.61,33.4,CTVOL,1330,-122.4268,40.9418
1398,39.4,2018-08-16 23:43:00,30.4,40.1,41.1,39.6,1.18,30.72,67.0,ENE,13.0,0.83,3.33,33.1,CTVOL,1330,-122.4268,40.9418
1399,38.9,2018-08-16 23:58:00,30.6,39.3,40.6,38.9,1.02,30.54,106.0,ESE,13.0,3.06,3.61,32.9,CTVOL,1330,-122.4268,40.9418
1400,38.6,2018-08-17 00:13:00,30.6,39.3,40.5,38.6,1.5,31.07,90.0,E,13.0,1.67,3.33,33.5,CTVOL,1330,-122.4268,40.9418
1401,38.6,2018-08-17 00:28:00,30.9,39.0,40.1,38.4,1.1,30.63,125.0,SE,13.0,2.22,2.5,33.0,CTVOL,1330,-122.4268,40.9418
1402,37.6,2018-08-17 00:43:00,31.1,38.0,39.1,37.5,-0.31,30.15,100.0,E,12.0,1.39,3.06,32.6,CTVOL,1330,-122.4268,40.9418
1403,36.9,2018-08-17 00:58:00,31.1,37.1,38.4,36.8,2.68,30.23,25.0,NNE,15.0,0.56,3.06,32.5,CTVOL,1330,-122.4268,40.9418
1404,36.0,2018-08-17 01:13:00,31.3,36.3,37.3,35.9,1.87,29.37,,,15.0,0.0,1.94,31.5,CTVOL,1330,-122.4268,40.9418
1405,35.5,2018-08-17 01:28:00,31.5,35.5,36.5,35.1,2.44,29.05,,,16.0,0.0,0.56,31.1,CTVOL,1330,-122.4268,40.9418
1406,35.0,2018-08-17 01:43:00,31.6,35.0,36.3,34.6,3.76,28.76,,,18.0,0.0,0.56,30.7,CTVOL,1330,-122.4268,40.9418
1407,34.6,2018-08-17 01:58:00,31.6,34.6,35.9,34.1,4.52,28.79,,,19.0,0.0,0.56,30.7,CTVOL,1330,-122.4268,40.9418
1408,33.8,2018-08-17 02:13:00,31.6,34.0,35.1,33.5,6.59,28.27,,,23.0,0.0,0.56,29.9,CTVOL,1330,-122.4268,40.9418
1409,33.1,2018-08-17 02:28:00,31.9,33.1,34.3,32.8,6.27,27.43,246.0,WSW,24.0,0.83,1.11,28.8,CTVOL,1330,-122.4268,40.9418
1410,32.3,2018-08-17 02:43:00,32.0,32.3,33.4,31.9,6.65,26.86,,,26.0,0.0,0.56,27.9,CTVOL,1330,-122.4268,40.9418
1411,31.5,2018-08-17 02:58:00,32.0,31.1,32.4,31.0,6.68,26.5,245.0,WSW,27.0,0.56,0.28,27.3,CTVOL,1330,-122.4268,40.9418
1412,30.6,2018-08-17 03:13:00,32.0,30.5,31.6,30.1,6.76,,,,29.0,0.0,0.56,26.2,CTVOL,1330,-122.4268,40.9418
1413,30.0,2018-08-17 03:28:00,32.1,29.8,30.9,29.5,6.5,,275.0,W,29.0,0.28,1.11,25.9,CTVOL,1330,-122.4268,40.9418
1414,29.3,2018-08-17 03:43:00,32.1,29.1,30.3,29.0,6.38,,241.0,WSW,30.0,0.28,0.56,25.2,CTVOL,1330,-122.4268,40.9418
1415,28.9,2018-08-17 03:58:00,32.1,28.5,29.6,28.3,6.44,,266.0,W,32.0,0.56,2.22,24.2,CTVOL,1330,-122.4268,40.9418
1416,28.1,2018-08-17 04:13:00,32.1,28.1,29.1,27.8,6.79,,238.0,WSW,34.0,1.11,1.39,23.6,CTVOL,1330,-122.4268,40.9418
1417,27.9,2018-08-17 04:28:00,32.1,27.6,28.5,27.4,5.74,,294.0,WNW,33.0,0.28,1.39,22.9,CTVOL,1330,-122.4268,40.9418
1418,27.4,2018-08-17 04:43:00,32.1,27.1,28.0,26.8,5.39,,263.0,W,33.0,0.56,0.83,22.5,CTVOL,1330,-122.4268,40.9418
1419,26.8,2018-08-17 04:58:00,32.1,26.4,27.5,26.1,5.73,,270.0,W,34.0,0.83,1.94,22.4,CTVOL,1330,-122.4268,40.9418
1420,26.4,2018-08-17 05:13:00,32.1,26.0,27.1,25.9,4.93,,270.0,W,34.0,0.83,1.39,21.5,CTVOL,1330,-122.4268,40.9418
1421,26.1,2018-08-17 05:28:00,32.0,25.6,26.6,25.5,4.41,,280.0,W,33.0,0.28,1.67,21.4,CTVOL,1330,-122.4268,40.9418
1422,25.6,2018-08-17 05:43:00,32.0,25.4,26.4,25.1,3.97,,279.0,W,33.0,0.56,1.67,20.9,CTVOL,1330,-122.4268,40.9418
1423,25.4,2018-08-17 05:58:00,31.9,25.0,26.1,24.9,4.22,,282.0,WNW,34.0,0.83,1.94,20.7,CTVOL,1330,-122.4268,40.9418
1424,25.1,2018-08-17 06:13:00,31.9,24.8,25.6,24.5,4.5,,268.0,W,36.0,0.83,1.11,20.1,CTVOL,1330,-122.4268,40.9418
1425,24.8,2018-08-17 06:28:00,31.6,24.4,25.4,24.3,4.37,,286.0,WNW,35.0,1.11,1.94,20.4,CTVOL,1330,-122.4268,40.9418
1426,24.5,2018-08-17 06:43:00,31.6,24.1,25.1,24.0,4.04,,264.0,W,34.0,0.83,1.94,20.5,CTVOL,1330,-122.4268,40.9418
1427,24.3,2018-08-17 06:58:00,31.6,23.9,24.8,23.6,3.66,,274.0,W,35.0,0.83,2.5,19.6,CTVOL,1330,-122.4268,40.9418
1428,24.0,2018-08-17 07:13:00,31.5,23.5,24.5,23.4,3.97,,270.0,W,36.0,1.67,1.67,19.5,CTVOL,1330,-122.4268,40.9418
1429,23.6,2018-08-17 07:28:00,31.5,23.1,24.1,23.0,3.93,,292.0,WNW,38.0,0.83,2.22,18.6,CTVOL,1330,-122.4268,40.9418
1430,23.3,2018-08-17 07:43:00,31.3,22.9,23.9,22.8,3.91,,279.0,W,37.0,1.11,1.39,19.0,CTVOL,1330,-122.4268,40.9418
1431,23.1,2018-08-17 07:58:00,31.1,22.6,23.6,22.5,4.09,,268.0,W,37.0,0.83,1.94,19.2,CTVOL,1330,-122.4268,40.9418
1432,22.9,2018-08-17 08:13:00,31.1,22.5,23.3,22.5,3.84,,264.0,W,38.0,1.11,1.67,18.5,CTVOL,1330,-122.4268,40.9418
1433,22.5,2018-08-17 08:28:00,31.1,22.1,23.0,22.1,3.66,,248.0,WSW,38.0,1.67,1.94,18.3,CTVOL,1330,-122.4268,40.9418
