,date_time,soil_temp_set_1,dew_point_temperature_set_1d,heat_index_set_1d,relative_humidity_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,43.16,19.14,36.31,40.47,34.43,BBLCA,525,-122.37000,39.81000
1,2018-08-01 01:00:00,42.66,20.82,37.03,46.25,33.92,BBLCA,525,-122.37000,39.81000
2,2018-08-01 02:00:00,42.06,18.27,34.82,40.12,33.62,BBLCA,525,-122.37000,39.81000
3,2018-08-01 03:00:00,41.16,18.85,33.51,45.32,32.12,BBLCA,525,-122.37000,39.81000
4,2018-08-01 04:00:00,40.06,21.21,31.84,61.81,29.29,BBLCA,525,-122.37000,39.81000
5,2018-08-01 05:00:00,39.06,20.51,31.16,59.93,29.08,BBLCA,525,-122.37000,39.81000
6,2018-08-01 06:00:00,38.26,20.41,29.83,63.46,27.99,BBLCA,525,-122.37000,39.81000
7,2018-08-01 07:00:00,37.46,17.41,27.69,56.15,26.89,BBLCA,525,-122.37000,39.81000
8,2018-08-01 08:00:00,36.66,19.7,,70.51,25.47,BBLCA,525,-122.37000,39.81000
9,2018-08-01 09:00:00,36.06,19.18,,70.59,24.91,BBLCA,525,-122.37000,39.81000
10,2018-08-01 10:00:00,35.38,17.45,,66.58,24.08,BBLCA,525,-122.37000,39.81000
11,2018-08-01 10:04:00,35.34,17.39,,66.3,24.08,BBLCA,525,-122.37000,39.81000
12,2018-08-01 10:08:00,35.3,17.23,,65.67,24.08,BBLCA,525,-122.37000,39.81000
13,2018-08-01 10:12:00,35.27,17.75,,68.39,23.94,BBLCA,525,-122.37000,39.81000
14,2018-08-01 10:16:00,35.22,17.38,,66.7,23.97,BBLCA,525,-122.37000,39.81000
15,2018-08-01 10:20:00,35.19,17.36,,66.97,23.89,BBLCA,525,-122.37000,39.81000
16,2018-08-01 10:24:00,35.15,17.38,,68.06,23.64,BBLCA,525,-122.37000,39.81000
17,2018-08-01 10:28:00,35.12,17.33,,68.84,23.4,BBLCA,525,-122.37000,39.81000
18,2018-08-01 10:33:00,35.07,17.33,,69.16,23.32,BBLCA,525,-122.37000,39.81000
19,2018-08-01 10:37:00,35.04,17.19,,68.58,23.31,BBLCA,525,-122.37000,39.81000
20,2018-08-01 10:41:00,34.99,17.1,,68.54,23.23,BBLCA,525,-122.37000,39.81000
21,2018-08-01 10:45:00,34.96,17.08,,69.09,23.08,BBLCA,525,-122.37000,39.81000
22,2018-08-01 10:49:00,34.92,16.93,,68.86,22.98,BBLCA,525,-122.37000,39.81000
23,2018-08-01 10:53:00,34.88,16.82,,68.77,22.88,BBLCA,525,-122.37000,39.81000
24,2018-08-01 10:57:00,34.84,16.75,,67.61,23.09,BBLCA,525,-122.37000,39.81000
25,2018-08-01 11:00:00,34.81,16.47,,65.97,23.2,BBLCA,525,-122.37000,39.81000
26,2018-08-01 11:04:00,34.77,16.27,,64.2,23.44,BBLCA,525,-122.37000,39.81000
27,2018-08-01 11:08:00,34.74,16.18,,63.5,23.53,BBLCA,525,-122.37000,39.81000
28,2018-08-01 11:12:00,34.7,16.1,,63.92,23.34,BBLCA,525,-122.37000,39.81000
29,2018-08-01 11:16:00,34.66,16.07,,63.69,23.36,BBLCA,525,-122.37000,39.81000
30,2018-08-01 11:20:00,34.63,15.99,,63.65,23.29,BBLCA,525,-122.37000,39.81000
31,2018-08-01 11:24:00,34.59,15.94,,63.72,23.22,BBLCA,525,-122.37000,39.81000
32,2018-08-01 11:28:00,34.56,15.95,,63.33,23.33,BBLCA,525,-122.37000,39.81000
33,2018-08-01 11:33:00,34.52,15.91,,63.27,23.3,BBLCA,525,-122.37000,39.81000
34,2018-08-01 11:37:00,34.49,15.9,,62.92,23.39,BBLCA,525,-122.37000,39.81000
35,2018-08-01 11:41:00,34.46,15.84,,62.19,23.52,BBLCA,525,-122.37000,39.81000
36,2018-08-01 11:45:00,34.43,15.71,,61.83,23.47,BBLCA,525,-122.37000,39.81000
37,2018-08-01 11:49:00,34.38,15.5,,61.0,23.48,BBLCA,525,-122.37000,39.81000
38,2018-08-01 11:53:00,34.36,15.57,,62.08,23.26,BBLCA,525,-122.37000,39.81000
39,2018-08-01 11:57:00,34.32,15.49,,62.41,23.09,BBLCA,525,-122.37000,39.81000
40,2018-08-01 12:00:00,34.29,15.52,,62.86,23.0,BBLCA,525,-122.37000,39.81000
41,2018-08-01 12:04:00,34.24,15.49,,63.53,22.8,BBLCA,525,-122.37000,39.81000
42,2018-08-01 12:08:00,34.22,15.6,,64.6,22.64,BBLCA,525,-122.37000,39.81000
43,2018-08-01 12:12:00,34.18,15.81,,65.72,22.57,BBLCA,525,-122.37000,39.81000
44,2018-08-01 12:16:00,34.15,16.04,,67.15,22.46,BBLCA,525,-122.37000,39.81000
45,2018-08-01 12:20:00,34.11,16.06,,67.4,22.42,BBLCA,525,-122.37000,39.81000
46,2018-08-01 12:24:00,34.08,16.29,,68.95,22.29,BBLCA,525,-122.37000,39.81000
47,2018-08-01 12:28:00,34.05,15.88,,67.85,22.12,BBLCA,525,-122.37000,39.81000
48,2018-08-01 12:33:00,34.02,15.61,,66.53,22.16,BBLCA,525,-122.37000,39.81000
49,2018-08-01 12:37:00,33.99,15.17,,64.05,22.32,BBLCA,525,-122.37000,39.81000
50,2018-08-01 12:41:00,33.95,14.83,,62.41,22.39,BBLCA,525,-122.37000,39.81000
51,2018-08-01 12:45:00,33.92,14.82,,62.59,22.34,BBLCA,525,-122.37000,39.81000
52,2018-08-01 12:49:00,33.88,14.84,,62.47,22.39,BBLCA,525,-122.37000,39.81000
53,2018-08-01 12:53:00,33.85,14.84,,62.72,22.32,BBLCA,525,-122.37000,39.81000
54,2018-08-01 12:57:00,33.82,14.81,,63.34,22.13,BBLCA,525,-122.37000,39.81000
55,2018-08-01 13:00:00,33.79,14.84,,63.93,22.01,BBLCA,525,-122.37000,39.81000
56,2018-08-01 13:04:00,33.76,14.7,,63.85,21.88,BBLCA,525,-122.37000,39.81000
57,2018-08-01 13:08:00,33.73,14.7,,64.25,21.78,BBLCA,525,-122.37000,39.81000
58,2018-08-01 13:12:00,33.69,14.56,,63.93,21.71,BBLCA,525,-122.37000,39.81000
59,2018-08-01 13:16:00,33.67,14.09,,61.94,21.74,BBLCA,525,-122.37000,39.81000
60,2018-08-01 13:20:00,33.63,13.49,,58.02,22.17,BBLCA,525,-122.37000,39.81000
61,2018-08-01 13:24:00,33.61,13.64,,58.4,22.22,BBLCA,525,-122.37000,39.81000
62,2018-08-01 13:28:00,33.57,13.99,,59.77,22.21,BBLCA,525,-122.37000,39.81000
63,2018-08-01 13:33:00,33.55,13.68,,58.93,22.12,BBLCA,525,-122.37000,39.81000
64,2018-08-01 13:37:00,33.52,13.61,,58.84,22.07,BBLCA,525,-122.37000,39.81000
65,2018-08-01 13:41:00,33.48,13.96,,60.29,22.04,BBLCA,525,-122.37000,39.81000
66,2018-08-01 13:45:00,33.45,15.42,,66.04,22.09,BBLCA,525,-122.37000,39.81000
67,2018-08-01 13:49:00,33.42,16.27,,69.28,22.19,BBLCA,525,-122.37000,39.81000
68,2018-08-01 13:53:00,33.39,16.38,,69.43,22.27,BBLCA,525,-122.37000,39.81000
69,2018-08-01 13:57:00,33.37,15.02,,63.81,22.23,BBLCA,525,-122.37000,39.81000
70,2018-08-01 14:00:00,33.36,15.09,,63.88,22.28,BBLCA,525,-122.37000,39.81000
71,2018-08-01 14:04:00,33.32,15.39,,64.89,22.34,BBLCA,525,-122.37000,39.81000
72,2018-08-01 14:08:00,33.29,15.53,,65.08,22.44,BBLCA,525,-122.37000,39.81000
73,2018-08-01 14:12:00,33.27,15.63,,65.2,22.52,BBLCA,525,-122.37000,39.81000
74,2018-08-01 14:16:00,33.25,15.44,,64.1,22.6,BBLCA,525,-122.37000,39.81000
75,2018-08-01 14:20:00,33.22,15.45,,63.65,22.72,BBLCA,525,-122.37000,39.81000
76,2018-08-01 14:24:00,33.22,15.39,,62.89,22.86,BBLCA,525,-122.37000,39.81000
77,2018-08-01 14:28:00,33.19,14.91,,60.69,22.94,BBLCA,525,-122.37000,39.81000
78,2018-08-01 14:33:00,33.17,14.45,,58.55,23.04,BBLCA,525,-122.37000,39.81000
79,2018-08-01 14:37:00,33.15,14.02,,56.25,23.24,BBLCA,525,-122.37000,39.81000
80,2018-08-01 14:41:00,33.15,13.79,,54.65,23.47,BBLCA,525,-122.37000,39.81000
81,2018-08-01 14:45:00,33.12,13.43,,52.44,23.77,BBLCA,525,-122.37000,39.81000
82,2018-08-01 14:49:00,33.11,14.26,,54.69,23.97,BBLCA,525,-122.37000,39.81000
83,2018-08-01 14:53:00,33.11,15.03,,56.92,24.12,BBLCA,525,-122.37000,39.81000
84,2018-08-01 14:57:00,33.11,15.6,,59.03,24.13,BBLCA,525,-122.37000,39.81000
85,2018-08-01 15:00:00,33.09,16.42,,61.89,24.21,BBLCA,525,-122.37000,39.81000
86,2018-08-01 15:04:00,33.08,16.99,,63.18,24.47,BBLCA,525,-122.37000,39.81000
87,2018-08-01 15:08:00,33.08,16.86,,61.44,24.79,BBLCA,525,-122.37000,39.81000
88,2018-08-01 15:12:00,33.08,16.97,,60.95,25.04,BBLCA,525,-122.37000,39.81000
89,2018-08-01 15:16:00,33.08,17.03,,61.12,25.06,BBLCA,525,-122.37000,39.81000
90,2018-08-01 15:20:00,33.08,16.86,,59.51,25.33,BBLCA,525,-122.37000,39.81000
91,2018-08-01 15:24:00,33.1,16.88,,59.22,25.43,BBLCA,525,-122.37000,39.81000
92,2018-08-01 15:28:00,33.11,17.0,,59.8,25.39,BBLCA,525,-122.37000,39.81000
93,2018-08-01 15:33:00,33.11,17.25,,59.54,25.73,BBLCA,525,-122.37000,39.81000
94,2018-08-01 15:37:00,33.13,16.55,,56.77,25.79,BBLCA,525,-122.37000,39.81000
95,2018-08-01 15:41:00,33.14,16.93,,57.32,26.03,BBLCA,525,-122.37000,39.81000
96,2018-08-01 15:45:00,33.14,16.27,,54.07,26.31,BBLCA,525,-122.37000,39.81000
