,date_time,relative_humidity_set_1,dew_point_temperature_set_1d,heat_index_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
85,2018-08-04 21:00:00,31.6,11.54,29.08,30.21,A2349,1709,-121.61730,39.70840
86,2018-08-04 22:00:00,30.3,11.17,29.26,30.51,A2349,1709,-121.61730,39.70840
87,2018-08-04 23:00:00,30.2,10.69,28.78,30.01,A2349,1709,-121.61730,39.70840
88,2018-08-05 00:00:00,25.4,8.55,28.91,30.51,A2349,1709,-121.61730,39.70840
89,2018-08-05 01:00:00,21.7,6.94,29.43,31.31,A2349,1709,-121.61730,39.70840
90,2018-08-05 02:00:00,21.7,6.94,29.43,31.31,A2349,1709,-121.61730,39.70840
91,2018-08-05 03:00:00,24.7,7.2,27.94,29.41,A2349,1709,-121.61730,39.70840
92,2018-08-05 04:00:00,26.4,7.4,27.31,28.51,A2349,1709,-121.61730,39.70840
93,2018-08-05 05:00:00,25.4,6.15,26.71,27.71,A2349,1709,-121.61730,39.70840
94,2018-08-05 06:00:00,26.2,5.91,26.34,26.91,A2349,1709,-121.61730,39.70840
95,2018-08-05 07:00:00,27.6,6.06,,26.21,A2349,1709,-121.61730,39.70840
96,2018-08-05 08:00:00,27.3,5.38,,25.61,A2349,1709,-121.61730,39.70840
97,2018-08-05 09:00:00,26.0,4.85,,25.81,A2349,1709,-121.61730,39.70840
98,2018-08-05 10:00:00,28.0,4.96,,24.71,A2349,1709,-121.61730,39.70840
99,2018-08-05 11:00:00,28.7,4.88,,24.21,A2349,1709,-121.61730,39.70840
100,2018-08-05 12:00:00,28.3,4.33,,23.81,A2349,1709,-121.61730,39.70840
101,2018-08-05 13:00:00,35.5,5.65,,21.61,A2349,1709,-121.61730,39.70840
102,2018-08-05 14:00:00,35.7,5.64,,21.51,A2349,1709,-121.61730,39.70840
103,2018-08-05 15:00:00,31.6,4.77,,22.51,A2349,1709,-121.61730,39.70840
104,2018-08-05 16:00:00,31.8,5.21,,22.91,A2349,1709,-121.61730,39.70840
105,2018-08-05 17:00:00,35.6,7.03,,23.11,A2349,1709,-121.61730,39.70840
106,2018-08-05 18:00:00,33.3,7.82,,25.11,A2349,1709,-121.61730,39.70840
107,2018-08-05 19:00:00,30.5,7.94,26.23,26.71,A2349,1709,-121.61730,39.70840
108,2018-08-05 20:00:00,30.5,7.94,26.23,26.71,A2349,1709,-121.61730,39.70840
109,2018-08-05 21:00:00,23.5,7.08,28.46,30.11,A2349,1709,-121.61730,39.70840
110,2018-08-05 22:00:00,26.1,8.35,28.34,29.81,A2349,1709,-121.61730,39.70840
111,2018-08-05 23:00:00,31.8,11.55,29.0,30.11,A2349,1709,-121.61730,39.70840
112,2018-08-06 00:00:00,31.8,11.55,29.0,30.11,A2349,1709,-121.61730,39.70840
113,2018-08-06 01:00:00,29.0,9.12,27.74,28.91,A2349,1709,-121.61730,39.70840
114,2018-08-06 02:00:00,30.0,9.1,27.33,28.31,A2349,1709,-121.61730,39.70840
115,2018-08-06 03:00:00,30.5,8.65,26.77,27.51,A2349,1709,-121.61730,39.70840
116,2018-08-06 04:00:00,31.3,8.76,26.61,27.21,A2349,1709,-121.61730,39.70840
117,2018-08-06 05:00:00,37.5,10.48,,26.11,A2349,1709,-121.61730,39.70840
118,2018-08-06 06:00:00,38.7,10.5,,25.61,A2349,1709,-121.61730,39.70840
119,2018-08-06 07:00:00,33.4,8.13,,25.41,A2349,1709,-121.61730,39.70840
120,2018-08-06 08:00:00,29.0,5.81,,25.11,A2349,1709,-121.61730,39.70840
121,2018-08-06 09:00:00,26.4,4.12,,24.71,A2349,1709,-121.61730,39.70840
122,2018-08-06 10:00:00,23.9,2.63,,24.61,A2349,1709,-121.61730,39.70840
123,2018-08-06 11:00:00,23.3,2.02,,24.31,A2349,1709,-121.61730,39.70840
124,2018-08-06 12:00:00,23.4,1.83,,24.01,A2349,1709,-121.61730,39.70840
125,2018-08-06 13:00:00,23.4,1.83,,24.01,A2349,1709,-121.61730,39.70840
126,2018-08-06 14:00:00,24.0,1.75,,23.51,A2349,1709,-121.61730,39.70840
127,2018-08-06 15:00:00,25.0,2.41,,23.61,A2349,1709,-121.61730,39.70840
128,2018-08-06 16:00:00,24.5,3.07,,24.71,A2349,1709,-121.61730,39.70840
129,2018-08-06 17:00:00,25.2,4.67,,26.11,A2349,1709,-121.61730,39.70840
130,2018-08-06 18:00:00,25.6,5.92,26.45,27.31,A2349,1709,-121.61730,39.70840
131,2018-08-06 19:00:00,26.3,6.91,26.95,28.01,A2349,1709,-121.61730,39.70840
132,2018-08-06 20:00:00,25.3,7.3,27.73,29.11,A2349,1709,-121.61730,39.70840
133,2018-08-06 21:00:00,25.3,7.3,27.73,29.11,A2349,1709,-121.61730,39.70840
134,2018-08-06 22:00:00,24.8,9.4,30.21,31.91,A2349,1709,-121.61730,39.70840
135,2018-08-07 00:00:00,24.7,10.03,31.03,32.71,A2349,1709,-121.61730,39.70840
136,2018-08-07 01:00:00,25.9,10.3,30.62,32.21,A2349,1709,-121.61730,39.70840
137,2018-08-07 02:00:00,28.5,10.69,29.61,31.01,A2349,1709,-121.61730,39.70840
138,2018-08-07 03:00:00,32.0,11.03,28.35,29.41,A2349,1709,-121.61730,39.70840
139,2018-08-07 04:00:00,32.0,11.03,28.35,29.41,A2349,1709,-121.61730,39.70840
140,2018-08-07 05:00:00,34.4,11.23,27.65,28.41,A2349,1709,-121.61730,39.70840
141,2018-08-07 06:00:00,35.1,11.09,27.29,27.91,A2349,1709,-121.61730,39.70840
142,2018-08-07 07:00:00,33.1,10.12,27.11,27.81,A2349,1709,-121.61730,39.70840
143,2018-08-07 08:00:00,33.1,10.12,27.11,27.81,A2349,1709,-121.61730,39.70840
144,2018-08-07 09:00:00,28.6,7.61,26.63,27.41,A2349,1709,-121.61730,39.70840
145,2018-08-07 10:00:00,26.5,6.42,26.48,27.31,A2349,1709,-121.61730,39.70840
146,2018-08-07 12:00:00,32.6,8.4,,26.11,A2349,1709,-121.61730,39.70840
147,2018-08-07 13:00:00,35.2,7.93,,24.31,A2349,1709,-121.61730,39.70840
148,2018-08-07 14:00:00,34.7,7.99,,24.61,A2349,1709,-121.61730,39.70840
149,2018-08-07 15:00:00,36.8,8.32,,24.01,A2349,1709,-121.61730,39.70840
150,2018-08-07 16:00:00,38.6,9.2,,24.21,A2349,1709,-121.61730,39.70840
151,2018-08-07 17:00:00,38.6,9.2,,24.21,A2349,1709,-121.61730,39.70840
152,2018-08-07 18:00:00,33.7,9.95,26.78,27.31,A2349,1709,-121.61730,39.70840
153,2018-08-07 19:00:00,32.4,10.69,27.86,28.81,A2349,1709,-121.61730,39.70840
154,2018-08-07 20:00:00,30.8,11.07,28.92,30.11,A2349,1709,-121.61730,39.70840
155,2018-08-07 21:00:00,30.8,11.07,28.92,30.11,A2349,1709,-121.61730,39.70840
156,2018-08-07 22:00:00,28.3,11.46,30.64,32.01,A2349,1709,-121.61730,39.70840
157,2018-08-07 23:00:00,28.3,11.72,30.97,32.31,A2349,1709,-121.61730,39.70840
158,2018-08-08 00:00:00,29.7,12.36,31.02,32.21,A2349,1709,-121.61730,39.70840
159,2018-08-08 01:00:00,30.8,12.38,30.47,31.61,A2349,1709,-121.61730,39.70840
160,2018-08-08 02:00:00,28.1,10.66,29.78,31.21,A2349,1709,-121.61730,39.70840
161,2018-08-08 03:00:00,26.6,9.06,28.81,30.31,A2349,1709,-121.61730,39.70840
162,2018-08-08 04:00:00,26.6,9.06,28.81,30.31,A2349,1709,-121.61730,39.70840
163,2018-08-08 05:00:00,32.0,9.97,27.35,28.21,A2349,1709,-121.61730,39.70840
164,2018-08-08 06:00:00,36.8,11.89,27.47,28.01,A2349,1709,-121.61730,39.70840
165,2018-08-08 07:00:00,36.8,11.89,27.47,28.01,A2349,1709,-121.61730,39.70840
166,2018-08-08 08:00:00,39.8,12.72,27.32,27.61,A2349,1709,-121.61730,39.70840
167,2018-08-08 09:00:00,39.5,12.07,26.85,27.01,A2349,1709,-121.61730,39.70840
168,2018-08-08 10:00:00,43.2,12.16,,25.61,A2349,1709,-121.61730,39.70840
169,2018-08-08 11:00:00,44.0,12.07,,25.21,A2349,1709,-121.61730,39.70840
170,2018-08-08 12:00:00,46.2,12.18,,24.51,A2349,1709,-121.61730,39.70840
171,2018-08-08 13:00:00,42.5,11.27,,24.91,A2349,1709,-121.61730,39.70840
172,2018-08-08 14:00:00,38.9,10.22,,25.21,A2349,1709,-121.61730,39.70840
173,2018-08-08 15:00:00,46.7,11.6,,23.71,A2349,1709,-121.61730,39.70840
174,2018-08-08 16:00:00,46.7,11.6,,23.71,A2349,1709,-121.61730,39.70840
175,2018-08-08 17:00:00,43.4,12.78,,26.21,A2349,1709,-121.61730,39.70840
176,2018-08-08 18:00:00,43.4,12.78,,26.21,A2349,1709,-121.61730,39.70840
177,2018-08-08 19:00:00,41.0,12.82,27.07,27.21,A2349,1709,-121.61730,39.70840
178,2018-08-08 20:00:00,37.5,13.61,29.0,29.61,A2349,1709,-121.61730,39.70840
179,2018-08-08 21:00:00,37.5,13.61,29.0,29.61,A2349,1709,-121.61730,39.70840
180,2018-08-08 22:00:00,30.0,12.86,31.53,32.61,A2349,1709,-121.61730,39.70840
181,2018-08-08 23:00:00,30.0,12.86,31.53,32.61,A2349,1709,-121.61730,39.70840
182,2018-08-09 01:00:00,22.2,9.3,31.86,33.71,A2349,1709,-121.61730,39.70840
183,2018-08-09 02:00:00,26.4,11.11,31.32,32.81,A2349,1709,-121.61730,39.70840
184,2018-08-09 03:00:00,37.8,14.54,30.02,30.51,A2349,1709,-121.61730,39.70840
185,2018-08-09 04:00:00,42.7,15.07,28.87,29.01,A2349,1709,-121.61730,39.70840
186,2018-08-09 05:00:00,34.7,12.07,28.37,29.21,A2349,1709,-121.61730,39.70840
187,2018-08-09 06:00:00,33.7,10.92,27.61,28.41,A2349,1709,-121.61730,39.70840
188,2018-08-09 07:00:00,29.4,8.63,27.15,28.11,A2349,1709,-121.61730,39.70840
189,2018-08-09 08:00:00,27.6,6.84,26.6,27.11,A2349,1709,-121.61730,39.70840
190,2018-08-09 09:00:00,23.5,5.04,26.64,27.71,A2349,1709,-121.61730,39.70840
191,2018-08-09 10:00:00,23.5,5.04,26.64,27.71,A2349,1709,-121.61730,39.70840
192,2018-08-09 11:00:00,18.9,1.47,26.37,27.11,A2349,1709,-121.61730,39.70840
193,2018-08-09 12:00:00,17.3,0.0,26.0,26.81,A2349,1709,-121.61730,39.70840
194,2018-08-09 13:00:00,16.1,-1.22,,26.51,A2349,1709,-121.61730,39.70840
195,2018-08-09 14:00:00,17.4,-0.66,,25.91,A2349,1709,-121.61730,39.70840
196,2018-08-09 15:00:00,19.5,0.98,,26.01,A2349,1709,-121.61730,39.70840
197,2018-08-09 16:00:00,21.2,3.24,26.65,27.31,A2349,1709,-121.61730,39.70840
198,2018-08-09 17:00:00,21.8,4.14,26.73,27.91,A2349,1709,-121.61730,39.70840
199,2018-08-09 18:00:00,25.8,7.58,27.75,29.11,A2349,1709,-121.61730,39.70840
200,2018-08-09 19:00:00,26.2,9.27,29.24,30.81,A2349,1709,-121.61730,39.70840
201,2018-08-09 20:00:00,25.6,10.22,30.69,32.31,A2349,1709,-121.61730,39.70840
202,2018-08-09 21:00:00,28.0,12.6,32.34,33.51,A2349,1709,-121.61730,39.70840
203,2018-08-09 22:00:00,27.8,13.36,33.58,34.51,A2349,1709,-121.61730,39.70840
204,2018-08-09 23:00:00,21.6,10.58,34.08,35.71,A2349,1709,-121.61730,39.70840
205,2018-08-10 00:00:00,16.9,7.23,33.79,36.01,A2349,1709,-121.61730,39.70840
206,2018-08-10 01:00:00,15.3,5.56,33.31,35.71,A2349,1709,-121.61730,39.70840
207,2018-08-10 02:00:00,18.8,7.7,32.6,34.71,A2349,1709,-121.61730,39.70840
208,2018-08-10 03:00:00,19.6,7.31,31.42,33.51,A2349,1709,-121.61730,39.70840
209,2018-08-10 04:00:00,21.7,7.7,30.28,32.21,A2349,1709,-121.61730,39.70840
210,2018-08-10 05:00:00,22.9,7.64,29.41,31.21,A2349,1709,-121.61730,39.70840
211,2018-08-10 06:00:00,25.4,8.3,28.65,30.21,A2349,1709,-121.61730,39.70840
212,2018-08-10 07:00:00,27.5,8.51,27.83,29.11,A2349,1709,-121.61730,39.70840
213,2018-08-10 08:00:00,25.3,7.38,27.8,29.21,A2349,1709,-121.61730,39.70840
214,2018-08-10 09:00:00,22.0,5.87,28.15,29.81,A2349,1709,-121.61730,39.70840
215,2018-08-10 10:00:00,22.0,5.87,28.15,29.81,A2349,1709,-121.61730,39.70840
216,2018-08-10 11:00:00,21.1,4.43,27.35,28.81,A2349,1709,-121.61730,39.70840
217,2018-08-10 12:00:00,21.2,4.08,26.99,28.31,A2349,1709,-121.61730,39.70840
218,2018-08-10 13:00:00,21.1,3.42,26.51,27.61,A2349,1709,-121.61730,39.70840
219,2018-08-10 14:00:00,21.4,3.37,26.66,27.31,A2349,1709,-121.61730,39.70840
220,2018-08-10 15:00:00,22.1,3.65,26.45,27.11,A2349,1709,-121.61730,39.70840
221,2018-08-10 16:00:00,22.0,5.03,27.37,28.81,A2349,1709,-121.61730,39.70840
222,2018-08-10 17:00:00,24.0,7.38,28.49,30.11,A2349,1709,-121.61730,39.70840
223,2018-08-10 18:00:00,22.3,7.59,29.74,31.61,A2349,1709,-121.61730,39.70840
224,2018-08-10 19:00:00,22.8,9.35,31.49,33.31,A2349,1709,-121.61730,39.70840
225,2018-08-10 20:00:00,22.8,9.35,31.49,33.31,A2349,1709,-121.61730,39.70840
226,2018-08-10 21:00:00,24.0,11.31,33.23,34.71,A2349,1709,-121.61730,39.70840
227,2018-08-10 23:00:00,17.8,8.98,35.27,37.21,A2349,1709,-121.61730,39.70840
228,2018-08-11 00:00:00,15.5,6.88,34.81,37.11,A2349,1709,-121.61730,39.70840
229,2018-08-11 02:00:00,15.7,5.69,33.04,35.41,A2349,1709,-121.61730,39.70840
230,2018-08-11 03:00:00,15.7,5.69,33.04,35.41,A2349,1709,-121.61730,39.70840
231,2018-08-11 04:00:00,29.0,11.82,30.71,32.01,A2349,1709,-121.61730,39.70840
232,2018-08-11 05:00:00,27.6,10.3,29.64,31.11,A2349,1709,-121.61730,39.70840
233,2018-08-11 06:00:00,26.0,8.73,28.77,30.31,A2349,1709,-121.61730,39.70840
234,2018-08-11 07:00:00,25.2,7.75,28.21,29.71,A2349,1709,-121.61730,39.70840
235,2018-08-11 08:00:00,23.7,6.43,27.74,29.21,A2349,1709,-121.61730,39.70840
236,2018-08-11 09:00:00,22.3,5.22,27.38,28.81,A2349,1709,-121.61730,39.70840
237,2018-08-11 10:00:00,22.3,5.22,27.38,28.81,A2349,1709,-121.61730,39.70840
238,2018-08-11 11:00:00,22.2,4.73,27.02,28.31,A2349,1709,-121.61730,39.70840
239,2018-08-11 12:00:00,23.3,4.57,26.38,27.31,A2349,1709,-121.61730,39.70840
240,2018-08-11 13:00:00,23.3,4.57,26.38,27.31,A2349,1709,-121.61730,39.70840
241,2018-08-11 14:00:00,24.4,4.55,,26.51,A2349,1709,-121.61730,39.70840
242,2018-08-11 15:00:00,25.4,5.04,,26.41,A2349,1709,-121.61730,39.70840
243,2018-08-11 16:00:00,25.8,6.2,26.59,27.51,A2349,1709,-121.61730,39.70840
244,2018-08-11 17:00:00,25.8,6.2,26.59,27.51,A2349,1709,-121.61730,39.70840
245,2018-08-11 18:00:00,24.5,7.0,27.85,29.31,A2349,1709,-121.61730,39.70840
246,2018-08-11 19:00:00,28.5,9.91,28.75,30.11,A2349,1709,-121.61730,39.70840
247,2018-08-11 20:00:00,26.6,10.01,29.85,31.41,A2349,1709,-121.61730,39.70840
248,2018-08-11 22:00:00,22.0,9.42,32.17,34.01,A2349,1709,-121.61730,39.70840
249,2018-08-11 23:00:00,19.2,7.93,32.53,34.61,A2349,1709,-121.61730,39.70840
250,2018-08-12 00:00:00,13.8,3.94,32.99,35.51,A2349,1709,-121.61730,39.70840
251,2018-08-12 01:00:00,13.8,3.94,32.99,35.51,A2349,1709,-121.61730,39.70840
252,2018-08-12 02:00:00,22.0,9.0,31.63,33.51,A2349,1709,-121.61730,39.70840
253,2018-08-12 03:00:00,26.7,10.33,30.17,31.71,A2349,1709,-121.61730,39.70840
254,2018-08-12 04:00:00,26.7,10.33,30.17,31.71,A2349,1709,-121.61730,39.70840
255,2018-08-12 05:00:00,25.3,9.01,29.46,31.11,A2349,1709,-121.61730,39.70840
256,2018-08-12 07:00:00,23.4,6.17,27.65,29.11,A2349,1709,-121.61730,39.70840
257,2018-08-12 09:00:00,25.2,5.52,26.53,27.11,A2349,1709,-121.61730,39.70840
258,2018-08-12 10:00:00,33.7,6.76,,23.71,A2349,1709,-121.61730,39.70840
259,2018-08-12 11:00:00,33.7,6.76,,23.71,A2349,1709,-121.61730,39.70840
260,2018-08-12 12:00:00,31.5,5.69,,23.61,A2349,1709,-121.61730,39.70840
261,2018-08-12 13:00:00,30.2,5.35,,23.91,A2349,1709,-121.61730,39.70840
262,2018-08-12 14:00:00,30.8,5.37,,23.61,A2349,1709,-121.61730,39.70840
263,2018-08-12 16:00:00,31.0,6.34,,24.61,A2349,1709,-121.61730,39.70840
264,2018-08-12 17:00:00,30.6,7.2,,25.81,A2349,1709,-121.61730,39.70840
265,2018-08-12 18:00:00,29.1,7.96,26.71,27.51,A2349,1709,-121.61730,39.70840
266,2018-08-12 19:00:00,26.8,8.65,28.29,29.71,A2349,1709,-121.61730,39.70840
267,2018-08-12 20:00:00,22.9,7.89,29.69,31.51,A2349,1709,-121.61730,39.70840
268,2018-08-12 21:00:00,22.4,8.5,30.73,32.61,A2349,1709,-121.61730,39.70840
269,2018-08-12 22:00:00,21.7,8.54,31.29,33.21,A2349,1709,-121.61730,39.70840
270,2018-08-12 23:00:00,22.3,9.03,31.44,33.31,A2349,1709,-121.61730,39.70840
271,2018-08-13 01:00:00,15.9,4.81,31.76,34.11,A2349,1709,-121.61730,39.70840
272,2018-08-13 02:00:00,15.9,4.81,31.76,34.11,A2349,1709,-121.61730,39.70840
273,2018-08-13 03:00:00,18.1,5.67,30.73,32.91,A2349,1709,-121.61730,39.70840
274,2018-08-13 04:00:00,27.8,9.37,28.52,29.91,A2349,1709,-121.61730,39.70840
275,2018-08-13 05:00:00,28.9,8.9,27.58,28.71,A2349,1709,-121.61730,39.70840
276,2018-08-13 06:00:00,27.5,7.74,27.14,28.21,A2349,1709,-121.61730,39.70840
277,2018-08-13 07:00:00,25.1,5.98,26.7,27.71,A2349,1709,-121.61730,39.70840
278,2018-08-13 08:00:00,26.0,5.71,26.23,26.81,A2349,1709,-121.61730,39.70840
279,2018-08-13 09:00:00,24.4,4.72,26.07,26.71,A2349,1709,-121.61730,39.70840
280,2018-08-13 10:00:00,23.0,3.62,,26.41,A2349,1709,-121.61730,39.70840
281,2018-08-13 11:00:00,23.0,3.62,,26.41,A2349,1709,-121.61730,39.70840
282,2018-08-13 12:00:00,27.0,3.84,,24.01,A2349,1709,-121.61730,39.70840
283,2018-08-13 13:00:00,32.9,5.0,,22.11,A2349,1709,-121.61730,39.70840
284,2018-08-13 14:00:00,32.9,5.0,,22.11,A2349,1709,-121.61730,39.70840
285,2018-08-13 16:00:00,29.7,5.11,,23.91,A2349,1709,-121.61730,39.70840
286,2018-08-13 19:00:00,25.0,7.21,27.79,29.21,A2349,1709,-121.61730,39.70840
