,date_time,volt_set_1,dew_point_temperature_set_1d,heat_index_set_1d,air_temp_set_1,relative_humidity_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
245,2018-08-11 05:00:00,13.18,3.2,,19.72,33.64,255.27,MSCAS,5870,-122.36917,41.23806
246,2018-08-11 06:00:00,13.16,-1.96,,19.46,23.54,255.27,MSCAS,5870,-122.36917,41.23806
247,2018-08-11 07:00:00,13.13,-2.42,,19.52,22.67,258.572,MSCAS,5870,-122.36917,41.23806
248,2018-08-11 08:00:00,13.09,-3.44,,18.93,21.81,260.096,MSCAS,5870,-122.36917,41.23806
249,2018-08-11 09:00:00,13.06,-1.44,,18.2,26.49,253.238,MSCAS,5870,-122.36917,41.23806
250,2018-08-11 10:00:00,13.04,-1.02,,17.47,28.63,255.524,MSCAS,5870,-122.36917,41.23806
251,2018-08-11 11:00:00,13.02,-2.35,,16.8,27.09,263.652,MSCAS,5870,-122.36917,41.23806
252,2018-08-11 12:00:00,13.0,-3.3,,16.93,25.02,257.81,MSCAS,5870,-122.36917,41.23806
253,2018-08-11 13:00:00,13.01,-5.53,,15.79,22.75,263.652,MSCAS,5870,-122.36917,41.23806
254,2018-08-11 14:00:00,13.04,-4.35,,16.21,24.22,262.636,MSCAS,5870,-122.36917,41.23806
255,2018-08-11 15:00:00,13.53,-2.66,,23.17,17.73,211.836,MSCAS,5870,-122.36917,41.23806
256,2018-08-11 16:00:00,13.98,-4.02,,25.94,13.51,195.834,MSCAS,5870,-122.36917,41.23806
257,2018-08-11 17:00:00,13.88,-0.45,,23.94,19.92,212.344,MSCAS,5870,-122.36917,41.23806
258,2018-08-11 18:00:00,13.86,2.32,,22.5,26.6,154.94,MSCAS,5870,-122.36917,41.23806
259,2018-08-11 19:00:00,13.84,3.87,,23.33,28.2,214.884,MSCAS,5870,-122.36917,41.23806
260,2018-08-11 20:00:00,13.82,0.88,,24.17,21.65,217.424,MSCAS,5870,-122.36917,41.23806
261,2018-08-11 21:00:00,13.74,-3.91,26.39,27.28,12.56,223.52,MSCAS,5870,-122.36917,41.23806
262,2018-08-11 22:00:00,13.68,0.17,26.86,28.28,16.03,217.17,MSCAS,5870,-122.36917,41.23806
263,2018-08-11 23:00:00,13.68,0.59,26.75,28.11,16.7,,MSCAS,5870,-122.36917,41.23806
264,2018-08-12 00:00:00,13.7,2.61,,25.72,22.31,223.012,MSCAS,5870,-122.36917,41.23806
265,2018-08-12 01:00:00,13.72,3.55,,25.17,24.65,222.758,MSCAS,5870,-122.36917,41.23806
266,2018-08-12 02:00:00,13.82,3.55,,23.28,27.66,220.726,MSCAS,5870,-122.36917,41.23806
267,2018-08-12 03:00:00,13.79,1.33,,20.48,28.07,241.3,MSCAS,5870,-122.36917,41.23806
268,2018-08-12 04:00:00,13.31,2.9,,16.64,39.99,236.728,MSCAS,5870,-122.36917,41.23806
269,2018-08-12 05:00:00,13.21,2.32,,15.26,41.95,248.158,MSCAS,5870,-122.36917,41.23806
270,2018-08-12 06:00:00,13.16,2.61,,14.39,45.29,252.222,MSCAS,5870,-122.36917,41.23806
271,2018-08-12 07:00:00,13.14,2.79,,14.07,46.84,245.364,MSCAS,5870,-122.36917,41.23806
272,2018-08-12 08:00:00,13.12,3.5,,13.07,52.53,244.348,MSCAS,5870,-122.36917,41.23806
273,2018-08-12 09:00:00,13.1,3.38,,13.27,51.4,251.714,MSCAS,5870,-122.36917,41.23806
274,2018-08-12 10:00:00,13.08,3.37,,12.87,52.74,246.38,MSCAS,5870,-122.36917,41.23806
275,2018-08-12 11:00:00,13.03,3.37,,12.68,53.41,248.92,MSCAS,5870,-122.36917,41.23806
276,2018-08-12 12:00:00,13.0,3.19,,12.54,53.21,248.666,MSCAS,5870,-122.36917,41.23806
277,2018-08-12 13:00:00,12.99,3.2,,12.68,52.75,261.874,MSCAS,5870,-122.36917,41.23806
278,2018-08-12 14:00:00,13.02,3.42,,14.62,47.25,245.872,MSCAS,5870,-122.36917,41.23806
279,2018-08-12 15:00:00,13.56,4.03,,18.54,38.41,215.392,MSCAS,5870,-122.36917,41.23806
280,2018-08-12 16:00:00,14.06,3.07,,21.11,30.56,209.296,MSCAS,5870,-122.36917,41.23806
281,2018-08-12 17:00:00,13.96,3.8,,22.06,30.35,214.376,MSCAS,5870,-122.36917,41.23806
282,2018-08-12 18:00:00,13.92,3.3,,22.44,28.61,158.242,MSCAS,5870,-122.36917,41.23806
283,2018-08-12 19:00:00,13.88,4.45,,24.72,27.0,5082.54,MSCAS,5870,-122.36917,41.23806
284,2018-08-12 20:00:00,13.81,3.3,,23.67,26.53,257.302,MSCAS,5870,-122.36917,41.23806
285,2018-08-12 21:00:00,13.75,2.41,,26.61,20.84,214.884,MSCAS,5870,-122.36917,41.23806
286,2018-08-12 22:00:00,13.72,1.67,26.32,27.06,19.24,244.856,MSCAS,5870,-122.36917,41.23806
287,2018-08-12 23:00:00,13.7,1.21,,26.39,19.37,224.536,MSCAS,5870,-122.36917,41.23806
288,2018-08-13 00:00:00,13.77,0.71,,25.56,19.64,228.6,MSCAS,5870,-122.36917,41.23806
289,2018-08-13 01:00:00,13.83,1.43,,23.0,24.19,233.934,MSCAS,5870,-122.36917,41.23806
290,2018-08-13 02:00:00,13.96,-1.52,,21.22,21.79,243.078,MSCAS,5870,-122.36917,41.23806
291,2018-08-13 03:00:00,13.65,-5.45,,19.51,18.05,251.206,MSCAS,5870,-122.36917,41.23806
292,2018-08-13 04:00:00,13.28,-3.62,,18.52,22.07,258.318,MSCAS,5870,-122.36917,41.23806
293,2018-08-13 05:00:00,13.2,-0.99,,17.39,28.83,252.222,MSCAS,5870,-122.36917,41.23806
294,2018-08-13 06:00:00,13.19,-0.44,,17.2,30.37,240.03,MSCAS,5870,-122.36917,41.23806
295,2018-08-13 07:00:00,13.17,-1.64,,16.6,28.9,247.396,MSCAS,5870,-122.36917,41.23806
296,2018-08-13 08:00:00,13.14,-0.07,,16.33,32.98,253.746,MSCAS,5870,-122.36917,41.23806
297,2018-08-13 09:00:00,13.12,-2.92,,16.06,27.23,256.54,MSCAS,5870,-122.36917,41.23806
298,2018-08-13 10:00:00,13.1,-3.8,,15.27,26.83,259.08,MSCAS,5870,-122.36917,41.23806
299,2018-08-13 11:00:00,13.06,-0.43,,15.01,35.0,259.588,MSCAS,5870,-122.36917,41.23806
300,2018-08-13 12:00:00,13.02,3.53,,14.61,47.65,257.556,MSCAS,5870,-122.36917,41.23806
301,2018-08-13 13:00:00,13.0,2.8,,14.27,46.24,256.286,MSCAS,5870,-122.36917,41.23806
302,2018-08-13 14:00:00,13.02,3.17,,15.68,43.37,241.808,MSCAS,5870,-122.36917,41.23806
303,2018-08-13 15:00:00,13.6,3.04,,20.55,31.58,210.058,MSCAS,5870,-122.36917,41.23806
304,2018-08-13 16:00:00,14.04,3.69,,23.39,27.75,194.564,MSCAS,5870,-122.36917,41.23806
305,2018-08-13 17:00:00,13.92,1.33,,23.61,23.13,217.678,MSCAS,5870,-122.36917,41.23806
306,2018-08-13 18:00:00,13.87,0.32,,23.5,21.65,224.282,MSCAS,5870,-122.36917,41.23806
307,2018-08-13 19:00:00,13.84,0.19,,25.22,19.31,226.822,MSCAS,5870,-122.36917,41.23806
308,2018-08-13 20:00:00,13.82,1.4,,26.22,19.84,217.678,MSCAS,5870,-122.36917,41.23806
309,2018-08-13 21:00:00,13.73,-0.79,,25.78,17.37,225.298,MSCAS,5870,-122.36917,41.23806
310,2018-08-13 22:00:00,13.71,-3.06,26.47,27.33,13.36,227.838,MSCAS,5870,-122.36917,41.23806
311,2018-08-13 23:00:00,13.7,-2.18,,26.33,15.16,229.108,MSCAS,5870,-122.36917,41.23806
312,2018-08-14 00:00:00,13.76,-2.29,,24.67,16.63,234.442,MSCAS,5870,-122.36917,41.23806
313,2018-08-14 01:00:00,13.83,-0.74,,23.22,20.38,235.712,MSCAS,5870,-122.36917,41.23806
314,2018-08-14 02:00:00,13.95,-0.92,,21.02,23.06,239.014,MSCAS,5870,-122.36917,41.23806
315,2018-08-14 03:00:00,13.65,-2.47,,18.91,23.47,248.412,MSCAS,5870,-122.36917,41.23806
316,2018-08-14 04:00:00,13.29,-3.68,,17.98,22.74,246.634,MSCAS,5870,-122.36917,41.23806
317,2018-08-14 05:00:00,13.2,-11.78,,18.47,11.71,250.698,MSCAS,5870,-122.36917,41.23806
318,2018-08-14 06:00:00,13.18,-11.76,,17.8,12.24,256.286,MSCAS,5870,-122.36917,41.23806
319,2018-08-14 07:00:00,13.16,-5.71,,16.67,21.21,254.0,MSCAS,5870,-122.36917,41.23806
320,2018-08-14 08:00:00,13.15,-10.16,,16.19,15.45,255.27,MSCAS,5870,-122.36917,41.23806
321,2018-08-14 09:00:00,13.13,-1.12,,16.81,29.64,246.634,MSCAS,5870,-122.36917,41.23806
322,2018-08-14 10:00:00,13.11,-1.19,,16.34,30.38,256.54,MSCAS,5870,-122.36917,41.23806
323,2018-08-14 11:00:00,13.1,0.62,,14.88,38.08,267.716,MSCAS,5870,-122.36917,41.23806
324,2018-08-14 12:00:00,13.07,0.97,,14.94,38.88,255.016,MSCAS,5870,-122.36917,41.23806
325,2018-08-14 13:00:00,13.04,2.44,,14.68,43.9,263.144,MSCAS,5870,-122.36917,41.23806
326,2018-08-14 14:00:00,13.06,3.55,,14.94,46.71,247.142,MSCAS,5870,-122.36917,41.23806
327,2018-08-14 15:00:00,13.48,2.09,,18.42,33.73,229.616,MSCAS,5870,-122.36917,41.23806
328,2018-08-14 16:00:00,14.05,1.56,,24.56,22.2,198.628,MSCAS,5870,-122.36917,41.23806
329,2018-08-14 17:00:00,13.89,-1.26,,25.39,17.18,210.82,MSCAS,5870,-122.36917,41.23806
330,2018-08-14 18:00:00,13.83,-2.06,,26.11,15.5,191.516,MSCAS,5870,-122.36917,41.23806
331,2018-08-14 19:00:00,13.79,-5.12,25.99,26.94,11.69,229.108,MSCAS,5870,-122.36917,41.23806
332,2018-08-14 20:00:00,13.74,-5.0,26.33,27.78,11.22,221.996,MSCAS,5870,-122.36917,41.23806
333,2018-08-14 21:00:00,13.71,-6.25,26.14,27.61,10.29,222.758,MSCAS,5870,-122.36917,41.23806
334,2018-08-14 22:00:00,13.68,-4.22,26.53,28.0,11.75,241.3,MSCAS,5870,-122.36917,41.23806
335,2018-08-14 23:00:00,13.68,-6.47,26.39,27.33,10.29,216.662,MSCAS,5870,-122.36917,41.23806
336,2018-08-15 00:00:00,13.7,-7.2,,26.39,10.29,243.332,MSCAS,5870,-122.36917,41.23806
337,2018-08-15 01:00:00,13.74,-8.61,,25.22,9.89,236.982,MSCAS,5870,-122.36917,41.23806
338,2018-08-15 02:00:00,13.85,-7.76,,23.22,11.96,241.3,MSCAS,5870,-122.36917,41.23806
339,2018-08-15 03:00:00,13.61,-8.32,,19.96,14.04,247.396,MSCAS,5870,-122.36917,41.23806
340,2018-08-15 04:00:00,13.27,-7.35,,18.85,16.25,249.428,MSCAS,5870,-122.36917,41.23806
341,2018-08-15 05:00:00,13.2,-9.47,,18.45,14.11,259.334,MSCAS,5870,-122.36917,41.23806
342,2018-08-15 06:00:00,13.18,-6.12,,17.52,19.46,244.094,MSCAS,5870,-122.36917,41.23806
343,2018-08-15 07:00:00,13.15,-3.28,,18.13,23.21,230.124,MSCAS,5870,-122.36917,41.23806
344,2018-08-15 08:00:00,13.12,-7.65,,18.74,15.99,260.096,MSCAS,5870,-122.36917,41.23806
345,2018-08-15 09:00:00,13.08,-8.3,,18.54,15.39,257.048,MSCAS,5870,-122.36917,41.23806
346,2018-08-15 10:00:00,13.06,-11.12,,17.87,12.84,253.492,MSCAS,5870,-122.36917,41.23806
347,2018-08-15 11:00:00,13.03,-8.86,,18.27,14.99,257.81,MSCAS,5870,-122.36917,41.23806
348,2018-08-15 12:00:00,13.01,-5.55,,17.93,19.8,262.128,MSCAS,5870,-122.36917,41.23806
349,2018-08-15 13:00:00,13.0,-4.08,,17.33,23.01,253.492,MSCAS,5870,-122.36917,41.23806
350,2018-08-15 14:00:00,13.01,-1.47,,18.01,26.76,252.73,MSCAS,5870,-122.36917,41.23806
351,2018-08-15 15:00:00,13.28,-0.88,,19.14,26.02,230.124,MSCAS,5870,-122.36917,41.23806
352,2018-08-15 16:00:00,13.96,-0.91,,25.56,17.45,199.39,MSCAS,5870,-122.36917,41.23806
353,2018-08-15 17:00:00,13.92,0.52,,24.94,20.12,218.186,MSCAS,5870,-122.36917,41.23806
354,2018-08-15 18:00:00,13.86,1.53,26.07,26.83,19.31,214.884,MSCAS,5870,-122.36917,41.23806
355,2018-08-15 19:00:00,13.83,0.96,,26.61,18.78,216.408,MSCAS,5870,-122.36917,41.23806
356,2018-08-15 20:00:00,13.76,1.77,,26.5,20.04,218.44,MSCAS,5870,-122.36917,41.23806
357,2018-08-15 21:00:00,13.74,0.29,26.03,26.83,17.64,225.298,MSCAS,5870,-122.36917,41.23806
358,2018-08-15 22:00:00,13.69,-2.49,26.55,27.39,13.89,231.394,MSCAS,5870,-122.36917,41.23806
359,2018-08-15 23:00:00,13.67,-5.21,25.87,26.83,11.69,227.076,MSCAS,5870,-122.36917,41.23806
360,2018-08-16 00:00:00,13.66,-4.05,26.2,27.11,12.56,233.172,MSCAS,5870,-122.36917,41.23806
361,2018-08-16 01:00:00,13.73,-3.99,,24.83,14.49,229.87,MSCAS,5870,-122.36917,41.23806
362,2018-08-16 02:00:00,13.85,-2.91,,21.61,19.18,236.728,MSCAS,5870,-122.36917,41.23806
363,2018-08-16 03:00:00,13.54,-2.81,,18.69,23.2,248.666,MSCAS,5870,-122.36917,41.23806
364,2018-08-16 04:00:00,13.22,-2.83,,18.18,23.94,252.222,MSCAS,5870,-122.36917,41.23806
365,2018-08-16 05:00:00,13.19,-4.37,,17.92,21.67,252.222,MSCAS,5870,-122.36917,41.23806
366,2018-08-16 06:00:00,13.17,-3.31,,17.13,24.69,251.968,MSCAS,5870,-122.36917,41.23806
367,2018-08-16 07:00:00,13.13,-2.42,,16.6,27.3,252.984,MSCAS,5870,-122.36917,41.23806
368,2018-08-16 08:00:00,13.1,-3.94,,16.19,25.02,255.27,MSCAS,5870,-122.36917,41.23806
369,2018-08-16 09:00:00,13.08,-3.24,,15.46,27.63,256.286,MSCAS,5870,-122.36917,41.23806
370,2018-08-16 10:00:00,13.06,-3.67,,14.81,27.91,247.65,MSCAS,5870,-122.36917,41.23806
371,2018-08-16 11:00:00,13.02,-4.32,,15.41,25.56,246.38,MSCAS,5870,-122.36917,41.23806
372,2018-08-16 12:00:00,13.01,-3.45,,15.21,27.64,257.81,MSCAS,5870,-122.36917,41.23806
373,2018-08-16 13:00:00,12.99,-3.98,,15.14,26.7,237.236,MSCAS,5870,-122.36917,41.23806
374,2018-08-16 14:00:00,13.06,-3.46,,17.42,23.96,238.252,MSCAS,5870,-122.36917,41.23806
375,2018-08-16 15:00:00,13.62,-2.99,,22.06,18.53,209.296,MSCAS,5870,-122.36917,41.23806
376,2018-08-16 16:00:00,13.96,-2.4,,25.89,15.31,188.722,MSCAS,5870,-122.36917,41.23806
377,2018-08-16 17:00:00,13.87,-2.4,,25.06,16.11,210.566,MSCAS,5870,-122.36917,41.23806
378,2018-08-16 18:00:00,13.86,-0.42,,24.94,18.78,203.962,MSCAS,5870,-122.36917,41.23806
379,2018-08-16 19:00:00,13.85,-0.88,,25.17,17.91,201.168,MSCAS,5870,-122.36917,41.23806
380,2018-08-16 20:00:00,13.8,-2.33,,25.28,15.97,235.712,MSCAS,5870,-122.36917,41.23806
381,2018-08-16 21:00:00,13.77,-4.29,,25.22,13.83,,MSCAS,5870,-122.36917,41.23806
382,2018-08-16 22:00:00,13.73,-4.03,,25.39,13.96,229.87,MSCAS,5870,-122.36917,41.23806
383,2018-08-16 23:00:00,13.74,-2.97,,24.72,15.76,236.22,MSCAS,5870,-122.36917,41.23806
384,2018-08-17 00:00:00,13.79,-1.45,,23.89,18.57,234.188,MSCAS,5870,-122.36917,41.23806
385,2018-08-17 01:00:00,13.88,-1.14,,21.72,21.72,237.744,MSCAS,5870,-122.36917,41.23806
386,2018-08-17 02:00:00,14.01,-0.32,,20.17,25.4,243.586,MSCAS,5870,-122.36917,41.23806
387,2018-08-17 03:00:00,13.7,-2.73,,18.97,22.93,244.094,MSCAS,5870,-122.36917,41.23806
388,2018-08-17 04:00:00,13.3,-1.03,,18.32,27.09,,MSCAS,5870,-122.36917,41.23806
389,2018-08-17 05:00:00,13.18,-2.5,,18.26,24.41,239.522,MSCAS,5870,-122.36917,41.23806
390,2018-08-17 06:00:00,13.15,-1.23,,16.93,29.17,255.778,MSCAS,5870,-122.36917,41.23806
391,2018-08-17 07:00:00,13.14,-2.1,,16.26,28.57,245.618,MSCAS,5870,-122.36917,41.23806
392,2018-08-17 08:00:00,13.12,-0.98,,15.33,32.92,248.92,MSCAS,5870,-122.36917,41.23806
393,2018-08-17 09:00:00,13.09,4.5,,15.14,49.25,173.228,MSCAS,5870,-122.36917,41.23806
394,2018-08-17 10:00:00,13.06,5.91,,15.54,52.94,239.268,MSCAS,5870,-122.36917,41.23806
395,2018-08-17 11:00:00,13.04,3.55,,15.95,43.77,242.316,MSCAS,5870,-122.36917,41.23806
396,2018-08-17 12:00:00,13.0,0.32,,14.27,38.75,263.906,MSCAS,5870,-122.36917,41.23806
397,2018-08-17 13:00:00,12.97,-0.46,,15.54,33.73,250.698,MSCAS,5870,-122.36917,41.23806
398,2018-08-17 14:00:00,13.0,0.87,,15.48,37.28,239.776,MSCAS,5870,-122.36917,41.23806
399,2018-08-17 15:00:00,13.46,0.72,,18.81,29.84,226.314,MSCAS,5870,-122.36917,41.23806
400,2018-08-17 16:00:00,14.05,4.16,,22.61,30.09,203.2,MSCAS,5870,-122.36917,41.23806
401,2018-08-17 17:00:00,13.97,4.06,,23.39,28.48,213.36,MSCAS,5870,-122.36917,41.23806
402,2018-08-17 18:00:00,13.9,4.39,,24.44,27.34,199.644,MSCAS,5870,-122.36917,41.23806
403,2018-08-17 19:00:00,13.84,3.99,,24.89,25.86,212.852,MSCAS,5870,-122.36917,41.23806
404,2018-08-17 20:00:00,13.81,2.45,,25.33,22.58,160.782,MSCAS,5870,-122.36917,41.23806
405,2018-08-17 21:00:00,13.77,1.91,,26.22,20.58,,MSCAS,5870,-122.36917,41.23806
406,2018-08-17 22:00:00,13.74,1.77,,26.33,20.24,209.296,MSCAS,5870,-122.36917,41.23806
407,2018-08-17 23:00:00,13.79,-1.18,,25.56,17.1,229.108,MSCAS,5870,-122.36917,41.23806
408,2018-08-18 00:00:00,13.82,1.52,,24.67,21.98,231.14,MSCAS,5870,-122.36917,41.23806
409,2018-08-18 01:00:00,13.85,2.16,,23.67,24.46,228.346,MSCAS,5870,-122.36917,41.23806
410,2018-08-18 02:00:00,13.94,1.67,,21.5,27.0,233.68,MSCAS,5870,-122.36917,41.23806
411,2018-08-18 03:00:00,13.69,-0.27,,19.44,26.68,242.316,MSCAS,5870,-122.36917,41.23806
412,2018-08-18 04:00:00,13.26,1.73,,18.32,33.1,242.316,MSCAS,5870,-122.36917,41.23806
413,2018-08-18 05:00:00,13.18,2.41,,17.13,37.46,245.618,MSCAS,5870,-122.36917,41.23806
414,2018-08-18 06:00:00,13.16,1.24,,17.13,34.45,243.84,MSCAS,5870,-122.36917,41.23806
415,2018-08-18 07:00:00,13.15,1.07,,18.14,31.91,240.284,MSCAS,5870,-122.36917,41.23806
416,2018-08-18 08:00:00,13.12,0.85,,17.6,32.51,237.744,MSCAS,5870,-122.36917,41.23806
417,2018-08-18 09:00:00,13.1,1.89,,17.8,34.59,214.122,MSCAS,5870,-122.36917,41.23806
418,2018-08-18 10:00:00,13.07,2.75,,16.87,39.01,241.046,MSCAS,5870,-122.36917,41.23806
419,2018-08-18 11:00:00,13.05,1.28,,16.14,36.81,237.236,MSCAS,5870,-122.36917,41.23806
420,2018-08-18 12:00:00,13.02,3.62,,15.88,44.17,232.156,MSCAS,5870,-122.36917,41.23806
421,2018-08-18 13:00:00,13.0,4.07,,16.02,45.17,244.348,MSCAS,5870,-122.36917,41.23806
422,2018-08-18 14:00:00,13.02,3.99,,16.22,44.37,228.6,MSCAS,5870,-122.36917,41.23806
423,2018-08-18 15:00:00,13.43,3.8,,20.88,32.65,208.788,MSCAS,5870,-122.36917,41.23806
424,2018-08-18 16:00:00,13.95,4.11,,24.44,26.82,199.136,MSCAS,5870,-122.36917,41.23806
425,2018-08-18 17:00:00,13.91,4.83,,25.83,25.93,204.216,MSCAS,5870,-122.36917,41.23806
426,2018-08-18 18:00:00,13.85,5.3,,25.78,26.87,215.9,MSCAS,5870,-122.36917,41.23806
427,2018-08-18 19:00:00,13.81,5.13,,26.22,25.86,139.954,MSCAS,5870,-122.36917,41.23806
