,date_time,volt_set_1,dew_point_temperature_set_1d,heat_index_set_1d,air_temp_set_1,relative_humidity_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
21,2018-08-01 21:00:00,13.75,9.45,27.05,27.83,31.6,130.556,MSCAS,5870,-122.36917,41.23806
22,2018-08-01 22:00:00,13.72,8.6,26.66,27.33,30.73,,MSCAS,5870,-122.36917,41.23806
23,2018-08-01 23:00:00,13.74,9.14,26.49,26.89,32.73,,MSCAS,5870,-122.36917,41.23806
24,2018-08-02 00:00:00,13.7,8.55,27.03,27.94,29.53,127.0,MSCAS,5870,-122.36917,41.23806
25,2018-08-02 01:00:00,13.72,6.86,26.46,27.22,27.46,4630.42,MSCAS,5870,-122.36917,41.23806
26,2018-08-02 02:00:00,13.8,2.98,,25.67,22.98,143.002,MSCAS,5870,-122.36917,41.23806
27,2018-08-02 03:00:00,13.92,2.5,,22.83,26.4,161.544,MSCAS,5870,-122.36917,41.23806
28,2018-08-02 04:00:00,13.3,3.37,,19.91,33.63,,MSCAS,5870,-122.36917,41.23806
29,2018-08-02 05:00:00,13.21,7.12,,18.18,48.62,180.848,MSCAS,5870,-122.36917,41.23806
30,2018-08-02 06:00:00,13.19,5.92,,19.2,42.01,248.666,MSCAS,5870,-122.36917,41.23806
31,2018-08-02 07:00:00,13.17,5.3,,16.8,46.83,173.736,MSCAS,5870,-122.36917,41.23806
32,2018-08-02 08:00:00,13.14,2.15,,16.13,39.2,,MSCAS,5870,-122.36917,41.23806
33,2018-08-02 09:00:00,13.11,2.52,,17.47,36.93,170.18,MSCAS,5870,-122.36917,41.23806
34,2018-08-02 10:00:00,13.09,3.01,,16.87,39.74,176.022,MSCAS,5870,-122.36917,41.23806
35,2018-08-02 11:00:00,13.06,3.7,,16.41,42.96,,MSCAS,5870,-122.36917,41.23806
36,2018-08-02 12:00:00,13.03,3.29,,15.34,44.7,160.274,MSCAS,5870,-122.36917,41.23806
37,2018-08-02 13:00:00,13.01,3.65,,15.68,44.84,165.608,MSCAS,5870,-122.36917,41.23806
38,2018-08-02 14:00:00,13.1,3.03,,17.02,39.42,227.584,MSCAS,5870,-122.36917,41.23806
39,2018-08-02 15:00:00,13.84,5.3,,21.61,34.65,191.516,MSCAS,5870,-122.36917,41.23806
40,2018-08-02 16:00:00,14.04,4.36,,20.31,35.17,197.104,MSCAS,5870,-122.36917,41.23806
41,2018-08-02 17:00:00,13.96,5.4,,20.83,36.63,201.676,MSCAS,5870,-122.36917,41.23806
42,2018-08-02 18:00:00,13.9,7.13,,21.56,39.44,180.086,MSCAS,5870,-122.36917,41.23806
43,2018-08-02 19:00:00,13.88,6.72,,22.28,36.69,184.404,MSCAS,5870,-122.36917,41.23806
44,2018-08-02 20:00:00,13.87,5.83,,22.83,33.35,194.818,MSCAS,5870,-122.36917,41.23806
45,2018-08-02 21:00:00,13.8,3.84,,24.72,25.86,194.818,MSCAS,5870,-122.36917,41.23806
46,2018-08-02 22:00:00,13.75,5.41,,25.0,28.39,219.964,MSCAS,5870,-122.36917,41.23806
47,2018-08-02 23:00:00,13.75,4.42,,24.28,27.66,219.964,MSCAS,5870,-122.36917,41.23806
48,2018-08-03 00:00:00,13.73,4.34,,25.06,26.25,235.204,MSCAS,5870,-122.36917,41.23806
49,2018-08-03 01:00:00,13.74,3.29,,24.78,24.79,216.154,MSCAS,5870,-122.36917,41.23806
50,2018-08-03 02:00:00,13.82,3.01,,22.94,27.19,203.454,MSCAS,5870,-122.36917,41.23806
51,2018-08-03 03:00:00,13.96,2.3,,20.42,30.21,160.274,MSCAS,5870,-122.36917,41.23806
52,2018-08-03 04:00:00,13.33,0.27,,17.84,30.7,244.094,MSCAS,5870,-122.36917,41.23806
53,2018-08-03 05:00:00,13.21,-0.39,,16.26,32.38,260.858,MSCAS,5870,-122.36917,41.23806
54,2018-08-03 06:00:00,13.18,-0.38,,15.33,34.39,250.952,MSCAS,5870,-122.36917,41.23806
55,2018-08-03 07:00:00,13.16,0.23,,14.53,37.87,265.684,MSCAS,5870,-122.36917,41.23806
56,2018-08-03 08:00:00,13.14,1.05,,13.47,43.03,236.728,MSCAS,5870,-122.36917,41.23806
57,2018-08-03 09:00:00,13.1,1.6,,13.01,46.11,252.476,MSCAS,5870,-122.36917,41.23806
58,2018-08-03 10:00:00,13.08,2.54,,12.07,52.4,255.27,MSCAS,5870,-122.36917,41.23806
59,2018-08-03 11:00:00,13.05,2.86,,11.54,55.5,187.96,MSCAS,5870,-122.36917,41.23806
60,2018-08-03 12:00:00,13.02,3.17,,12.02,54.96,247.142,MSCAS,5870,-122.36917,41.23806
61,2018-08-03 13:00:00,12.99,3.32,,11.55,57.31,233.934,MSCAS,5870,-122.36917,41.23806
62,2018-08-03 14:00:00,13.12,3.45,,12.82,53.22,219.964,MSCAS,5870,-122.36917,41.23806
63,2018-08-03 15:00:00,13.99,3.53,,16.74,41.55,219.964,MSCAS,5870,-122.36917,41.23806
64,2018-08-03 16:00:00,14.1,4.25,,17.12,42.67,227.584,MSCAS,5870,-122.36917,41.23806
65,2018-08-03 17:00:00,14.01,4.11,,17.37,41.59,,MSCAS,5870,-122.36917,41.23806
66,2018-08-03 18:00:00,13.98,3.23,,18.57,36.24,243.332,MSCAS,5870,-122.36917,41.23806
67,2018-08-03 19:00:00,13.94,4.13,,20.56,34.09,204.724,MSCAS,5870,-122.36917,41.23806
68,2018-08-03 20:00:00,13.92,1.83,,21.33,27.6,217.17,MSCAS,5870,-122.36917,41.23806
69,2018-08-03 21:00:00,13.84,1.49,,22.28,25.39,243.332,MSCAS,5870,-122.36917,41.23806
70,2018-08-03 22:00:00,13.85,0.39,,23.39,21.91,226.06,MSCAS,5870,-122.36917,41.23806
71,2018-08-03 23:00:00,13.78,1.94,,24.39,23.05,,MSCAS,5870,-122.36917,41.23806
72,2018-08-04 00:00:00,13.77,2.36,,23.56,24.99,241.046,MSCAS,5870,-122.36917,41.23806
73,2018-08-04 01:00:00,13.76,1.16,,23.0,23.72,239.776,MSCAS,5870,-122.36917,41.23806
74,2018-08-04 02:00:00,13.8,0.41,,21.07,25.32,232.156,MSCAS,5870,-122.36917,41.23806
75,2018-08-04 03:00:00,13.97,0.78,,18.75,30.08,163.068,MSCAS,5870,-122.36917,41.23806
76,2018-08-04 04:00:00,13.34,1.54,,16.11,37.58,237.744,MSCAS,5870,-122.36917,41.23806
77,2018-08-04 05:00:00,13.21,2.14,,15.13,41.75,172.72,MSCAS,5870,-122.36917,41.23806
78,2018-08-04 06:00:00,13.18,1.01,,14.26,40.74,241.046,MSCAS,5870,-122.36917,41.23806
79,2018-08-04 07:00:00,13.16,0.76,,13.54,41.96,254.762,MSCAS,5870,-122.36917,41.23806
80,2018-08-04 08:00:00,13.14,0.56,,13.14,42.43,261.112,MSCAS,5870,-122.36917,41.23806
81,2018-08-04 09:00:00,13.11,0.68,,12.73,43.97,249.174,MSCAS,5870,-122.36917,41.23806
82,2018-08-04 10:00:00,13.08,-0.15,,12.61,41.76,267.97,MSCAS,5870,-122.36917,41.23806
83,2018-08-04 11:00:00,13.04,-0.39,,12.41,41.57,268.478,MSCAS,5870,-122.36917,41.23806
84,2018-08-04 12:00:00,13.0,-0.37,,12.48,41.44,262.128,MSCAS,5870,-122.36917,41.23806
85,2018-08-04 13:00:00,12.99,-0.78,,11.88,41.84,263.652,MSCAS,5870,-122.36917,41.23806
86,2018-08-04 14:00:00,13.07,0.54,,13.02,42.71,,MSCAS,5870,-122.36917,41.23806
87,2018-08-04 15:00:00,13.88,1.97,,14.94,41.76,239.014,MSCAS,5870,-122.36917,41.23806
88,2018-08-04 16:00:00,14.15,2.17,,17.26,36.52,224.282,MSCAS,5870,-122.36917,41.23806
89,2018-08-04 17:00:00,14.02,1.66,,18.11,33.37,200.406,MSCAS,5870,-122.36917,41.23806
90,2018-08-04 18:00:00,14.0,2.49,,18.77,33.96,201.93,MSCAS,5870,-122.36917,41.23806
91,2018-08-04 19:00:00,13.98,2.9,,20.17,32.02,166.878,MSCAS,5870,-122.36917,41.23806
92,2018-08-04 20:00:00,13.92,2.76,,19.62,32.82,231.394,MSCAS,5870,-122.36917,41.23806
93,2018-08-04 21:00:00,13.99,2.2,,17.56,35.9,215.9,MSCAS,5870,-122.36917,41.23806
94,2018-08-04 22:00:00,14.04,3.11,,20.71,31.42,238.76,MSCAS,5870,-122.36917,41.23806
95,2018-08-04 23:00:00,14.02,2.59,,19.1,33.49,175.006,MSCAS,5870,-122.36917,41.23806
96,2018-08-05 00:00:00,13.97,1.4,,19.29,30.41,199.898,MSCAS,5870,-122.36917,41.23806
97,2018-08-05 01:00:00,13.98,1.62,,18.62,32.22,201.676,MSCAS,5870,-122.36917,41.23806
98,2018-08-05 02:00:00,14.09,0.56,,17.44,32.17,173.736,MSCAS,5870,-122.36917,41.23806
99,2018-08-05 03:00:00,14.18,0.78,,16.46,34.78,175.514,MSCAS,5870,-122.36917,41.23806
100,2018-08-05 04:00:00,13.44,0.98,,15.39,37.8,223.52,MSCAS,5870,-122.36917,41.23806
101,2018-08-05 05:00:00,13.23,1.03,,14.46,40.28,257.302,MSCAS,5870,-122.36917,41.23806
102,2018-08-05 06:00:00,13.18,1.63,,13.61,44.44,,MSCAS,5870,-122.36917,41.23806
103,2018-08-05 07:00:00,13.16,3.84,,13.14,53.54,181.864,MSCAS,5870,-122.36917,41.23806
104,2018-08-05 08:00:00,13.14,3.81,,12.47,55.81,261.874,MSCAS,5870,-122.36917,41.23806
105,2018-08-05 09:00:00,13.11,4.34,,12.34,58.43,161.036,MSCAS,5870,-122.36917,41.23806
106,2018-08-05 10:00:00,13.08,4.14,,11.81,59.64,245.11,MSCAS,5870,-122.36917,41.23806
107,2018-08-05 11:00:00,13.04,2.71,,11.55,54.9,250.952,MSCAS,5870,-122.36917,41.23806
108,2018-08-05 12:00:00,13.0,1.78,,13.22,46.06,202.946,MSCAS,5870,-122.36917,41.23806
109,2018-08-05 13:00:00,12.98,1.86,,12.22,49.47,244.094,MSCAS,5870,-122.36917,41.23806
110,2018-08-05 14:00:00,13.06,1.54,,12.76,46.66,256.794,MSCAS,5870,-122.36917,41.23806
111,2018-08-05 15:00:00,13.8,1.99,,15.75,39.69,234.696,MSCAS,5870,-122.36917,41.23806
112,2018-08-05 16:00:00,14.16,1.4,,18.19,32.58,232.664,MSCAS,5870,-122.36917,41.23806
113,2018-08-05 17:00:00,14.03,1.67,,21.17,27.55,226.06,MSCAS,5870,-122.36917,41.23806
114,2018-08-05 18:00:00,13.95,1.81,,22.56,25.54,213.36,MSCAS,5870,-122.36917,41.23806
115,2018-08-05 19:00:00,13.9,0.98,,23.44,22.79,217.17,MSCAS,5870,-122.36917,41.23806
116,2018-08-05 20:00:00,13.86,2.14,,23.61,24.53,221.488,MSCAS,5870,-122.36917,41.23806
117,2018-08-05 21:00:00,13.81,1.59,,23.89,23.18,220.726,MSCAS,5870,-122.36917,41.23806
118,2018-08-05 22:00:00,13.81,1.63,,23.61,23.65,228.346,MSCAS,5870,-122.36917,41.23806
119,2018-08-05 23:00:00,13.89,1.23,,22.33,24.86,170.942,MSCAS,5870,-122.36917,41.23806
120,2018-08-06 00:00:00,13.92,2.31,,21.61,28.07,169.164,MSCAS,5870,-122.36917,41.23806
121,2018-08-06 01:00:00,13.93,2.88,,22.78,27.2,132.842,MSCAS,5870,-122.36917,41.23806
122,2018-08-06 02:00:00,13.96,2.91,,19.82,32.75,148.336,MSCAS,5870,-122.36917,41.23806
123,2018-08-06 03:00:00,13.7,-0.32,,17.31,30.43,161.544,MSCAS,5870,-122.36917,41.23806
124,2018-08-06 04:00:00,13.33,0.31,,15.93,34.79,175.26,MSCAS,5870,-122.36917,41.23806
125,2018-08-06 05:00:00,13.2,1.2,,15.66,37.73,136.906,MSCAS,5870,-122.36917,41.23806
126,2018-08-06 06:00:00,13.18,2.26,,15.27,41.75,165.1,MSCAS,5870,-122.36917,41.23806
127,2018-08-06 07:00:00,13.16,3.08,,14.67,45.97,198.12,MSCAS,5870,-122.36917,41.23806
128,2018-08-06 08:00:00,13.13,2.99,,14.21,47.05,267.716,MSCAS,5870,-122.36917,41.23806
129,2018-08-06 09:00:00,13.1,3.11,,14.48,46.65,259.588,MSCAS,5870,-122.36917,41.23806
130,2018-08-06 10:00:00,13.07,3.39,,13.81,49.66,191.516,MSCAS,5870,-122.36917,41.23806
131,2018-08-06 11:00:00,13.04,3.89,,13.67,51.93,252.984,MSCAS,5870,-122.36917,41.23806
132,2018-08-06 12:00:00,13.01,4.68,,14.01,53.67,237.998,MSCAS,5870,-122.36917,41.23806
133,2018-08-06 13:00:00,12.99,4.89,,13.81,55.14,237.998,MSCAS,5870,-122.36917,41.23806
134,2018-08-06 14:00:00,13.04,4.51,,14.74,50.59,245.11,MSCAS,5870,-122.36917,41.23806
135,2018-08-06 15:00:00,13.7,4.9,,17.48,43.63,220.726,MSCAS,5870,-122.36917,41.23806
136,2018-08-06 16:00:00,14.08,5.77,,19.72,40.26,151.892,MSCAS,5870,-122.36917,41.23806
137,2018-08-06 17:00:00,13.98,6.4,,20.64,39.71,214.376,MSCAS,5870,-122.36917,41.23806
138,2018-08-06 18:00:00,13.92,6.32,,21.44,37.57,192.786,MSCAS,5870,-122.36917,41.23806
139,2018-08-06 19:00:00,13.9,4.99,,21.09,35.02,4632.96,MSCAS,5870,-122.36917,41.23806
140,2018-08-06 20:00:00,13.87,6.84,,22.0,37.63,169.418,MSCAS,5870,-122.36917,41.23806
141,2018-08-06 21:00:00,13.81,6.17,,24.17,31.47,,MSCAS,5870,-122.36917,41.23806
142,2018-08-06 22:00:00,13.78,3.26,,24.22,25.59,251.46,MSCAS,5870,-122.36917,41.23806
143,2018-08-06 23:00:00,13.76,2.36,,25.17,22.65,223.52,MSCAS,5870,-122.36917,41.23806
144,2018-08-07 00:00:00,13.75,2.26,,25.11,22.58,215.138,MSCAS,5870,-122.36917,41.23806
145,2018-08-07 01:00:00,13.76,3.71,,24.83,25.46,214.63,MSCAS,5870,-122.36917,41.23806
146,2018-08-07 02:00:00,13.83,4.0,,23.56,28.06,220.726,MSCAS,5870,-122.36917,41.23806
147,2018-08-07 03:00:00,13.84,1.13,,21.44,26.07,,MSCAS,5870,-122.36917,41.23806
148,2018-08-07 04:00:00,13.3,5.03,,19.38,39.05,232.41,MSCAS,5870,-122.36917,41.23806
149,2018-08-07 05:00:00,13.21,5.0,,18.58,41.0,225.806,MSCAS,5870,-122.36917,41.23806
150,2018-08-07 06:00:00,13.18,4.91,,17.86,42.61,248.666,MSCAS,5870,-122.36917,41.23806
151,2018-08-07 07:00:00,13.17,5.49,,17.47,45.49,254.0,MSCAS,5870,-122.36917,41.23806
152,2018-08-07 08:00:00,13.14,4.91,,17.33,44.09,248.158,MSCAS,5870,-122.36917,41.23806
153,2018-08-07 09:00:00,13.11,4.77,,17.0,44.56,246.888,MSCAS,5870,-122.36917,41.23806
154,2018-08-07 10:00:00,13.08,5.14,,16.07,48.51,250.952,MSCAS,5870,-122.36917,41.23806
155,2018-08-07 11:00:00,13.06,4.88,,15.94,48.05,244.348,MSCAS,5870,-122.36917,41.23806
156,2018-08-07 12:00:00,13.04,4.83,,16.28,46.85,256.54,MSCAS,5870,-122.36917,41.23806
157,2018-08-07 13:00:00,13.01,3.79,,16.82,42.09,256.794,MSCAS,5870,-122.36917,41.23806
158,2018-08-07 14:00:00,13.06,4.27,,17.08,42.83,222.504,MSCAS,5870,-122.36917,41.23806
159,2018-08-07 15:00:00,13.66,3.8,,19.28,36.06,243.078,MSCAS,5870,-122.36917,41.23806
160,2018-08-07 16:00:00,14.04,7.19,,23.0,36.25,208.026,MSCAS,5870,-122.36917,41.23806
161,2018-08-07 17:00:00,13.98,5.29,,22.22,33.36,154.94,MSCAS,5870,-122.36917,41.23806
162,2018-08-07 18:00:00,13.92,7.25,,23.22,35.9,,MSCAS,5870,-122.36917,41.23806
163,2018-08-07 19:00:00,13.83,6.71,,26.17,28.94,211.328,MSCAS,5870,-122.36917,41.23806
164,2018-08-07 20:00:00,13.79,7.0,,26.17,29.53,159.004,MSCAS,5870,-122.36917,41.23806
165,2018-08-07 21:00:00,13.71,6.78,26.76,27.72,26.52,,MSCAS,5870,-122.36917,41.23806
166,2018-08-07 22:00:00,13.67,1.95,26.09,26.83,19.9,230.886,MSCAS,5870,-122.36917,41.23806
167,2018-08-07 23:00:00,13.62,1.07,28.23,30.11,15.36,175.006,MSCAS,5870,-122.36917,41.23806
168,2018-08-08 00:00:00,13.66,0.22,28.36,30.28,14.29,,MSCAS,5870,-122.36917,41.23806
169,2018-08-08 01:00:00,13.62,-0.92,27.74,29.5,13.76,199.39,MSCAS,5870,-122.36917,41.23806
170,2018-08-08 02:00:00,13.7,-0.24,26.38,27.17,16.63,,MSCAS,5870,-122.36917,41.23806
171,2018-08-08 03:00:00,13.66,-5.08,,24.0,14.03,208.026,MSCAS,5870,-122.36917,41.23806
172,2018-08-08 04:00:00,13.24,-4.95,,24.0,14.17,248.412,MSCAS,5870,-122.36917,41.23806
173,2018-08-08 05:00:00,13.2,2.16,,21.17,28.55,226.314,MSCAS,5870,-122.36917,41.23806
174,2018-08-08 06:00:00,13.19,6.05,,19.79,40.86,156.21,MSCAS,5870,-122.36917,41.23806
175,2018-08-08 07:00:00,13.16,6.47,,19.79,42.07,228.854,MSCAS,5870,-122.36917,41.23806
176,2018-08-08 08:00:00,13.14,6.48,,19.47,42.94,196.088,MSCAS,5870,-122.36917,41.23806
177,2018-08-08 09:00:00,13.11,6.07,,19.14,42.62,165.608,MSCAS,5870,-122.36917,41.23806
178,2018-08-08 10:00:00,13.09,6.22,,18.74,44.15,197.104,MSCAS,5870,-122.36917,41.23806
179,2018-08-08 11:00:00,13.06,6.69,,17.93,47.97,214.122,MSCAS,5870,-122.36917,41.23806
180,2018-08-08 12:00:00,13.0,6.46,,17.4,48.84,206.248,MSCAS,5870,-122.36917,41.23806
181,2018-08-08 13:00:00,13.02,6.52,,16.93,50.51,246.634,MSCAS,5870,-122.36917,41.23806
182,2018-08-08 14:00:00,13.07,6.6,,18.68,45.5,243.078,MSCAS,5870,-122.36917,41.23806
183,2018-08-08 15:00:00,13.69,6.41,,21.94,36.66,216.154,MSCAS,5870,-122.36917,41.23806
184,2018-08-08 16:00:00,13.96,7.03,,25.17,31.42,142.24,MSCAS,5870,-122.36917,41.23806
185,2018-08-08 17:00:00,13.85,7.18,26.56,27.06,28.34,96.774,MSCAS,5870,-122.36917,41.23806
186,2018-08-08 18:00:00,13.77,8.57,26.66,27.33,30.67,176.022,MSCAS,5870,-122.36917,41.23806
187,2018-08-08 19:00:00,13.73,8.1,28.08,29.5,26.12,137.922,MSCAS,5870,-122.36917,41.23806
188,2018-08-08 20:00:00,13.68,8.06,28.24,29.72,25.72,,MSCAS,5870,-122.36917,41.23806
189,2018-08-08 21:00:00,13.66,7.51,27.39,28.61,26.45,137.668,MSCAS,5870,-122.36917,41.23806
190,2018-08-08 22:00:00,13.65,5.16,27.47,28.94,22.04,205.232,MSCAS,5870,-122.36917,41.23806
191,2018-08-08 23:00:00,13.6,3.24,27.89,29.61,18.5,228.854,MSCAS,5870,-122.36917,41.23806
192,2018-08-09 00:00:00,13.61,4.04,27.47,29.0,20.3,161.798,MSCAS,5870,-122.36917,41.23806
193,2018-08-09 01:00:00,13.68,3.87,,26.33,23.51,,MSCAS,5870,-122.36917,41.23806
194,2018-08-09 02:00:00,13.82,5.18,,24.5,28.8,160.02,MSCAS,5870,-122.36917,41.23806
195,2018-08-09 03:00:00,13.56,3.74,,22.06,30.21,158.496,MSCAS,5870,-122.36917,41.23806
196,2018-08-09 04:00:00,13.24,3.96,,20.52,33.77,227.584,MSCAS,5870,-122.36917,41.23806
197,2018-08-09 05:00:00,13.2,4.73,,19.86,37.12,175.514,MSCAS,5870,-122.36917,41.23806
198,2018-08-09 06:00:00,13.18,4.69,,20.32,35.98,246.126,MSCAS,5870,-122.36917,41.23806
199,2018-08-09 07:00:00,13.16,5.46,,19.59,39.73,222.758,MSCAS,5870,-122.36917,41.23806
200,2018-08-09 08:00:00,13.13,7.48,,19.13,46.96,245.364,MSCAS,5870,-122.36917,41.23806
201,2018-08-09 09:00:00,13.1,7.74,,18.27,50.44,,MSCAS,5870,-122.36917,41.23806
202,2018-08-09 10:00:00,13.08,8.11,,18.34,51.51,228.6,MSCAS,5870,-122.36917,41.23806
203,2018-08-09 11:00:00,13.06,7.91,,17.93,52.12,224.79,MSCAS,5870,-122.36917,41.23806
204,2018-08-09 12:00:00,13.02,7.67,,17.2,53.72,187.198,MSCAS,5870,-122.36917,41.23806
205,2018-08-09 13:00:00,13.02,7.22,,18.07,49.31,246.126,MSCAS,5870,-122.36917,41.23806
206,2018-08-09 14:00:00,13.05,6.89,,19.07,45.29,208.28,MSCAS,5870,-122.36917,41.23806
207,2018-08-09 15:00:00,13.66,6.24,,23.61,32.71,219.964,MSCAS,5870,-122.36917,41.23806
208,2018-08-09 16:00:00,13.95,7.32,,25.5,31.42,217.17,MSCAS,5870,-122.36917,41.23806
209,2018-08-09 17:00:00,13.86,6.03,,26.22,27.54,5082.54,MSCAS,5870,-122.36917,41.23806
210,2018-08-09 18:00:00,13.77,7.87,27.61,28.89,26.66,154.178,MSCAS,5870,-122.36917,41.23806
211,2018-08-09 19:00:00,13.73,6.6,26.74,27.72,26.19,217.424,MSCAS,5870,-122.36917,41.23806
212,2018-08-09 20:00:00,13.68,7.61,28.29,29.83,24.78,146.304,MSCAS,5870,-122.36917,41.23806
213,2018-08-09 21:00:00,13.66,5.78,28.08,29.72,21.97,179.832,MSCAS,5870,-122.36917,41.23806
214,2018-08-09 22:00:00,13.64,5.26,28.27,30.0,20.84,186.944,MSCAS,5870,-122.36917,41.23806
215,2018-08-09 23:00:00,13.64,3.75,27.82,29.5,19.3,183.896,MSCAS,5870,-122.36917,41.23806
216,2018-08-10 00:00:00,13.7,3.43,26.55,27.67,21.04,203.2,MSCAS,5870,-122.36917,41.23806
217,2018-08-10 01:00:00,13.78,3.24,26.36,27.39,21.11,4627.88,MSCAS,5870,-122.36917,41.23806
218,2018-08-10 02:00:00,13.82,5.16,,25.83,26.53,149.098,MSCAS,5870,-122.36917,41.23806
219,2018-08-10 03:00:00,13.54,5.47,,22.89,32.42,167.132,MSCAS,5870,-122.36917,41.23806
220,2018-08-10 04:00:00,13.21,4.8,,22.5,31.69,234.188,MSCAS,5870,-122.36917,41.23806
221,2018-08-10 05:00:00,13.18,2.38,,20.79,29.69,245.872,MSCAS,5870,-122.36917,41.23806
222,2018-08-10 06:00:00,13.16,4.03,,19.72,35.65,226.568,MSCAS,5870,-122.36917,41.23806
223,2018-08-10 07:00:00,13.13,5.26,,19.66,38.99,238.252,MSCAS,5870,-122.36917,41.23806
224,2018-08-10 08:00:00,13.1,5.21,,19.74,38.67,242.062,MSCAS,5870,-122.36917,41.23806
225,2018-08-10 09:00:00,13.06,5.43,,18.74,41.81,253.746,MSCAS,5870,-122.36917,41.23806
226,2018-08-10 10:00:00,13.03,3.36,,17.47,39.2,242.824,MSCAS,5870,-122.36917,41.23806
227,2018-08-10 11:00:00,13.01,4.42,,17.6,41.88,238.76,MSCAS,5870,-122.36917,41.23806
228,2018-08-10 12:00:00,13.01,3.04,,17.33,38.67,239.014,MSCAS,5870,-122.36917,41.23806
229,2018-08-10 13:00:00,13.0,4.33,,17.13,42.88,233.934,MSCAS,5870,-122.36917,41.23806
230,2018-08-10 14:00:00,13.02,2.69,,16.94,38.67,249.174,MSCAS,5870,-122.36917,41.23806
231,2018-08-10 15:00:00,13.38,2.53,,19.34,32.85,237.744,MSCAS,5870,-122.36917,41.23806
232,2018-08-10 16:00:00,14.04,4.72,,23.61,29.43,217.678,MSCAS,5870,-122.36917,41.23806
233,2018-08-10 17:00:00,13.94,6.34,,24.11,31.95,213.106,MSCAS,5870,-122.36917,41.23806
234,2018-08-10 18:00:00,13.82,6.28,26.62,27.56,25.86,214.884,MSCAS,5870,-122.36917,41.23806
235,2018-08-10 19:00:00,13.79,7.06,26.64,27.5,27.39,200.66,MSCAS,5870,-122.36917,41.23806
236,2018-08-10 20:00:00,13.75,6.99,26.84,27.83,26.72,199.644,MSCAS,5870,-122.36917,41.23806
237,2018-08-10 21:00:00,13.75,5.3,26.67,27.72,23.92,168.148,MSCAS,5870,-122.36917,41.23806
238,2018-08-10 22:00:00,13.71,3.34,27.17,28.61,19.77,222.25,MSCAS,5870,-122.36917,41.23806
239,2018-08-10 23:00:00,13.68,3.16,26.75,28.0,20.24,218.948,MSCAS,5870,-122.36917,41.23806
240,2018-08-11 00:00:00,13.7,1.95,,26.61,20.17,5082.54,MSCAS,5870,-122.36917,41.23806
241,2018-08-11 01:00:00,13.76,3.02,,25.61,23.12,221.996,MSCAS,5870,-122.36917,41.23806
242,2018-08-11 02:00:00,13.84,3.98,,23.5,28.13,236.22,MSCAS,5870,-122.36917,41.23806
243,2018-08-11 03:00:00,13.64,3.54,,21.1,31.62,246.38,MSCAS,5870,-122.36917,41.23806
244,2018-08-11 04:00:00,13.22,4.07,,20.26,34.57,237.998,MSCAS,5870,-122.36917,41.23806
