,date_time,volt_set_1,precip_accum_one_hour_set_1,precip_accum_set_1,snow_depth_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,12.4,0.0,0.0,10.16,27.22,RRMC1,6700,-122.88500,41.02306
1,2018-08-01 00:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
2,2018-08-01 00:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
3,2018-08-01 00:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
4,2018-08-01 01:00:00,12.4,,0.0,,25.0,RRMC1,6700,-122.88500,41.02306
5,2018-08-01 01:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
6,2018-08-01 01:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
7,2018-08-01 01:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
8,2018-08-01 02:00:00,12.3,0.0,0.0,,25.0,RRMC1,6700,-122.88500,41.02306
9,2018-08-01 02:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
10,2018-08-01 02:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
11,2018-08-01 02:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
12,2018-08-01 03:00:00,12.3,,0.0,,20.56,RRMC1,6700,-122.88500,41.02306
13,2018-08-01 03:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
14,2018-08-01 03:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
15,2018-08-01 03:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
16,2018-08-01 04:00:00,12.3,,0.0,,16.67,RRMC1,6700,-122.88500,41.02306
17,2018-08-01 04:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
18,2018-08-01 04:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
19,2018-08-01 04:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
20,2018-08-01 05:00:00,12.3,0.0,0.0,2.54,15.0,RRMC1,6700,-122.88500,41.02306
21,2018-08-01 05:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
22,2018-08-01 05:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
23,2018-08-01 05:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
24,2018-08-01 06:00:00,12.2,0.0,0.0,,15.56,RRMC1,6700,-122.88500,41.02306
25,2018-08-01 06:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
26,2018-08-01 06:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
27,2018-08-01 06:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
28,2018-08-01 07:00:00,12.2,0.0,0.0,2.54,15.0,RRMC1,6700,-122.88500,41.02306
29,2018-08-01 07:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
30,2018-08-01 07:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
31,2018-08-01 07:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
32,2018-08-01 08:00:00,12.2,0.0,0.0,2.54,14.44,RRMC1,6700,-122.88500,41.02306
33,2018-08-01 08:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
34,2018-08-01 08:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
35,2018-08-01 08:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
36,2018-08-01 09:00:00,12.1,,0.0,,13.33,RRMC1,6700,-122.88500,41.02306
37,2018-08-01 09:15:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
38,2018-08-01 09:30:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
39,2018-08-01 09:45:00,,,0.0,,,RRMC1,6700,-122.88500,41.02306
