,road_subsurface_tmp_set_1,date_time,wind_cardinal_direction_set_1d,road_temp_set_1,road_temp_set_2,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,wind_gust_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
379,36.3,2018-08-05 03:53:00,WNW,27.9,26.1,3.74,,285.0,42.0,0.83,1.39,16.8,CTFPE,4695,-120.79,40.39
380,36.0,2018-08-05 04:09:00,WNW,27.3,25.6,3.16,,295.0,43.0,0.83,1.67,15.8,CTFPE,4695,-120.79,40.39
381,35.9,2018-08-05 04:23:00,NW,26.6,25.2,3.26,,310.0,45.0,0.56,2.22,15.2,CTFPE,4695,-120.79,40.39
382,35.5,2018-08-05 04:38:00,NW,26.0,24.8,3.3,,310.0,46.0,0.28,0.56,14.9,CTFPE,4695,-120.79,40.39
383,35.3,2018-08-05 04:53:00,,25.5,24.3,2.78,,,47.0,0.0,0.28,14.0,CTFPE,4695,-120.79,40.39
384,35.0,2018-08-05 05:08:00,NW,24.9,23.8,2.72,,305.0,49.0,0.28,0.56,13.3,CTFPE,4695,-120.79,40.39
385,34.8,2018-08-05 05:23:00,,24.4,23.2,2.64,,,50.0,0.0,0.28,12.9,CTFPE,4695,-120.79,40.39
386,34.5,2018-08-05 05:38:00,,23.9,22.8,2.55,,,51.0,0.0,0.56,12.5,CTFPE,4695,-120.79,40.39
387,34.2,2018-08-05 05:53:00,,23.4,22.5,2.55,,,52.0,0.0,0.28,12.2,CTFPE,4695,-120.79,40.39
388,34.0,2018-08-05 06:09:00,,22.8,22.0,2.35,,,53.0,0.0,0.56,11.7,CTFPE,4695,-120.79,40.39
389,33.7,2018-08-05 06:23:00,,22.5,21.8,2.15,,,54.0,0.0,0.28,11.2,CTFPE,4695,-120.79,40.39
390,33.5,2018-08-05 06:39:00,,22.0,21.3,1.94,,,55.0,0.0,0.0,10.7,CTFPE,4695,-120.79,40.39
391,33.2,2018-08-05 06:53:00,NW,21.6,20.9,1.73,,310.0,56.0,0.28,0.28,10.2,CTFPE,4695,-120.79,40.39
392,33.0,2018-08-05 07:08:00,,21.2,20.7,1.94,,,58.0,0.0,0.0,9.9,CTFPE,4695,-120.79,40.39
393,32.7,2018-08-05 07:23:00,WNW,20.9,20.3,1.99,,295.0,59.0,0.28,0.56,9.7,CTFPE,4695,-120.79,40.39
394,32.5,2018-08-05 07:38:00,NW,20.4,20.1,2.14,,310.0,60.0,0.28,0.83,9.6,CTFPE,4695,-120.79,40.39
395,32.2,2018-08-05 07:53:00,,20.1,19.9,2.09,,,61.0,0.0,0.56,9.3,CTFPE,4695,-120.79,40.39
396,32.0,2018-08-05 08:08:00,,19.8,19.5,2.03,,,62.0,0.0,0.0,9.0,CTFPE,4695,-120.79,40.39
397,31.8,2018-08-05 08:23:00,,19.4,19.3,1.98,,,63.0,0.0,0.0,8.7,CTFPE,4695,-120.79,40.39
398,31.5,2018-08-05 08:38:00,,19.1,19.0,1.69,,,63.0,0.0,0.0,8.4,CTFPE,4695,-120.79,40.39
399,31.3,2018-08-05 08:53:00,,18.9,18.8,1.82,,,64.0,0.0,0.0,8.3,CTFPE,4695,-120.79,40.39
400,31.1,2018-08-05 09:09:00,,18.5,18.6,1.72,,,64.0,0.0,0.28,8.2,CTFPE,4695,-120.79,40.39
401,30.9,2018-08-05 09:23:00,,18.4,18.5,1.94,,,65.0,0.0,0.28,8.2,CTFPE,4695,-120.79,40.39
402,30.7,2018-08-05 09:39:00,,18.0,18.2,1.56,,,65.0,0.0,0.0,7.8,CTFPE,4695,-120.79,40.39
403,30.5,2018-08-05 09:53:00,,17.8,18.0,1.68,,,66.0,0.0,0.0,7.7,CTFPE,4695,-120.79,40.39
404,30.3,2018-08-05 10:08:00,,17.6,17.8,1.59,,,66.0,0.0,0.28,7.6,CTFPE,4695,-120.79,40.39
405,30.0,2018-08-05 10:23:00,,17.2,17.5,1.94,,,65.0,0.0,0.56,8.2,CTFPE,4695,-120.79,40.39
406,29.8,2018-08-05 10:38:00,,17.1,17.4,1.27,,,65.0,0.0,0.28,7.5,CTFPE,4695,-120.79,40.39
407,29.7,2018-08-05 10:53:00,N,16.8,17.1,1.41,,0.0,67.0,0.56,0.83,7.2,CTFPE,4695,-120.79,40.39
408,29.5,2018-08-05 11:08:00,SSE,16.6,16.9,1.53,,165.0,68.0,0.56,0.83,7.1,CTFPE,4695,-120.79,40.39
409,29.2,2018-08-05 11:23:00,,16.3,16.8,1.43,,,68.0,0.0,0.83,7.0,CTFPE,4695,-120.79,40.39
410,29.1,2018-08-05 11:38:00,,16.2,16.6,1.45,,,69.0,0.0,0.56,6.8,CTFPE,4695,-120.79,40.39
411,28.9,2018-08-05 11:53:00,,15.9,16.4,1.35,,,69.0,0.0,0.56,6.7,CTFPE,4695,-120.79,40.39
412,28.7,2018-08-05 12:08:00,NW,15.7,16.2,1.36,,325.0,70.0,0.28,0.56,6.5,CTFPE,4695,-120.79,40.39
413,28.6,2018-08-05 12:23:00,,15.4,16.0,1.27,,,70.0,0.0,0.0,6.4,CTFPE,4695,-120.79,40.39
414,28.3,2018-08-05 12:39:00,,15.3,15.7,1.18,,,71.0,0.0,0.56,6.1,CTFPE,4695,-120.79,40.39
415,28.2,2018-08-05 12:53:00,,15.0,15.8,1.28,,,72.0,0.0,0.0,6.0,CTFPE,4695,-120.79,40.39
416,28.0,2018-08-05 13:08:00,NNE,14.9,15.6,1.37,,30.0,73.0,0.28,0.28,5.9,CTFPE,4695,-120.79,40.39
417,27.8,2018-08-05 13:23:00,,14.7,15.6,1.28,,,73.0,0.0,0.0,5.8,CTFPE,4695,-120.79,40.39
418,27.7,2018-08-05 13:38:00,,14.8,15.6,1.37,,,73.0,0.0,0.28,5.9,CTFPE,4695,-120.79,40.39
419,27.5,2018-08-05 13:53:00,,15.0,15.9,1.86,,,74.0,0.0,0.28,6.2,CTFPE,4695,-120.79,40.39
420,27.3,2018-08-05 14:09:00,,15.4,16.1,2.63,,,75.0,0.0,0.0,6.8,CTFPE,4695,-120.79,40.39
421,27.2,2018-08-05 14:23:00,,15.8,16.5,3.31,,,75.0,0.0,0.0,7.5,CTFPE,4695,-120.79,40.39
422,27.0,2018-08-05 14:38:00,,16.6,17.0,4.27,,,75.0,0.0,0.56,8.5,CTFPE,4695,-120.79,40.39
423,26.9,2018-08-05 14:53:00,,17.2,17.6,4.85,,,73.0,0.0,0.56,9.5,CTFPE,4695,-120.79,40.39
424,26.8,2018-08-05 15:08:00,,18.7,18.1,5.71,,,72.0,0.0,0.28,10.6,CTFPE,4695,-120.79,40.39
425,26.6,2018-08-05 15:23:00,,20.3,18.9,6.66,,,71.0,0.0,0.56,11.8,CTFPE,4695,-120.79,40.39
426,26.5,2018-08-05 15:38:00,,21.8,20.2,7.47,,,68.0,0.0,0.0,13.3,CTFPE,4695,-120.79,40.39
427,26.4,2018-08-05 15:53:00,S,23.2,22.6,8.17,,170.0,66.0,0.56,0.56,14.5,CTFPE,4695,-120.79,40.39
428,26.4,2018-08-05 16:08:00,S,25.5,24.8,8.48,,170.0,64.0,0.83,1.11,15.3,CTFPE,4695,-120.79,40.39
429,26.4,2018-08-05 16:23:00,,27.1,26.5,9.13,,,60.0,0.0,0.56,17.0,CTFPE,4695,-120.79,40.39
430,26.4,2018-08-05 16:38:00,SSE,29.3,27.1,9.06,,165.0,54.0,0.83,1.39,18.6,CTFPE,4695,-120.79,40.39
431,26.4,2018-08-05 16:53:00,ENE,31.8,26.7,8.63,,75.0,49.0,0.83,1.94,19.7,CTFPE,4695,-120.79,40.39
432,26.4,2018-08-05 17:08:00,SE,33.6,26.1,8.94,,140.0,47.0,0.83,1.94,20.7,CTFPE,4695,-120.79,40.39
433,26.5,2018-08-05 17:23:00,ESE,35.4,29.6,8.84,,105.0,47.0,1.11,2.78,20.6,CTFPE,4695,-120.79,40.39
434,26.6,2018-08-05 17:39:00,NE,38.7,29.6,9.17,,55.0,46.0,0.56,2.78,21.3,CTFPE,4695,-120.79,40.39
435,26.8,2018-08-05 17:54:00,NNE,39.2,29.0,9.78,,30.0,44.0,0.56,2.5,22.7,CTFPE,4695,-120.79,40.39
436,26.9,2018-08-05 18:08:00,ENE,40.6,34.5,9.99,,70.0,43.0,0.56,2.5,23.3,CTFPE,4695,-120.79,40.39
437,27.4,2018-08-05 18:38:00,ENE,44.9,40.4,10.09,,70.0,41.0,0.83,2.5,24.2,CTFPE,4695,-120.79,40.39
438,27.7,2018-08-05 18:53:00,ENE,46.7,42.0,9.9,,65.0,40.0,0.28,2.5,24.4,CTFPE,4695,-120.79,40.39
439,28.0,2018-08-05 19:08:00,ENE,47.8,43.6,10.17,,75.0,40.0,1.94,3.89,24.7,CTFPE,4695,-120.79,40.39
440,28.3,2018-08-05 19:23:00,NNE,49.4,46.4,10.43,,25.0,39.0,1.94,3.89,25.4,CTFPE,4695,-120.79,40.39
441,28.6,2018-08-05 19:38:00,WSW,49.0,46.8,9.8,,245.0,39.0,0.83,3.06,24.7,CTFPE,4695,-120.79,40.39
442,29.0,2018-08-05 19:53:00,NW,51.3,47.7,10.49,,320.0,38.0,1.39,3.33,25.9,CTFPE,4695,-120.79,40.39
443,29.3,2018-08-05 20:08:00,ENE,52.0,49.2,10.58,,65.0,38.0,2.5,3.89,26.0,CTFPE,4695,-120.79,40.39
444,29.7,2018-08-05 20:24:00,S,51.6,49.2,10.35,,180.0,37.0,2.5,4.44,26.2,CTFPE,4695,-120.79,40.39
445,30.0,2018-08-05 20:38:00,SSE,48.2,44.7,8.3,,165.0,34.0,2.5,5.28,25.3,CTFPE,4695,-120.79,40.39
446,30.4,2018-08-05 20:53:00,SW,51.9,49.1,8.65,,215.0,33.0,1.39,5.56,26.2,CTFPE,4695,-120.79,40.39
447,30.9,2018-08-05 21:08:00,SW,53.2,49.7,8.83,,215.0,33.0,2.22,5.0,26.4,CTFPE,4695,-120.79,40.39
448,31.2,2018-08-05 21:23:00,S,51.6,49.3,9.1,26.29,180.0,33.0,1.11,3.33,26.7,CTFPE,4695,-120.79,40.39
449,31.5,2018-08-05 21:38:00,WSW,50.9,48.2,8.83,,240.0,34.0,1.11,5.0,25.9,CTFPE,4695,-120.79,40.39
450,31.9,2018-08-05 21:53:00,WSW,52.0,49.1,9.54,26.31,255.0,34.0,1.11,5.0,26.7,CTFPE,4695,-120.79,40.39
451,32.2,2018-08-05 22:08:00,NW,50.2,46.8,9.62,,305.0,35.0,3.33,5.56,26.3,CTFPE,4695,-120.79,40.39
452,32.5,2018-08-05 22:23:00,SSW,49.6,46.3,9.44,,205.0,35.0,1.67,6.11,26.1,CTFPE,4695,-120.79,40.39
453,32.8,2018-08-05 22:38:00,SW,45.3,42.1,9.32,,215.0,36.0,1.67,4.72,25.5,CTFPE,4695,-120.79,40.39
454,33.1,2018-08-05 22:53:00,S,42.5,40.2,8.61,,180.0,36.0,0.83,3.89,24.7,CTFPE,4695,-120.79,40.39
455,33.3,2018-08-05 23:08:00,SW,41.0,38.5,8.34,,220.0,36.0,1.94,4.17,24.4,CTFPE,4695,-120.79,40.39
456,33.7,2018-08-05 23:38:00,W,39.7,37.4,7.59,,280.0,34.0,0.83,4.17,24.5,CTFPE,4695,-120.79,40.39
457,33.8,2018-08-05 23:53:00,SW,40.0,37.7,7.94,,230.0,34.0,0.83,3.33,24.9,CTFPE,4695,-120.79,40.39
458,33.9,2018-08-06 00:08:00,SSW,40.0,37.9,8.3,,210.0,34.0,1.67,3.06,25.3,CTFPE,4695,-120.79,40.39
459,34.0,2018-08-06 00:23:00,SW,38.0,35.7,8.1,,230.0,35.0,1.39,4.44,24.6,CTFPE,4695,-120.79,40.39
460,34.0,2018-08-06 00:40:00,SSE,36.1,34.0,7.48,,165.0,35.0,1.39,4.44,23.9,CTFPE,4695,-120.79,40.39
461,34.0,2018-08-06 00:53:00,WNW,34.5,32.9,7.45,,290.0,36.0,0.56,3.33,23.4,CTFPE,4695,-120.79,40.39
462,34.0,2018-08-06 01:08:00,WSW,34.1,32.3,7.36,,240.0,36.0,0.28,1.94,23.3,CTFPE,4695,-120.79,40.39
463,34.0,2018-08-06 01:23:00,WNW,34.0,31.9,7.36,,300.0,36.0,1.39,3.33,23.3,CTFPE,4695,-120.79,40.39
464,33.9,2018-08-06 01:38:00,W,32.9,31.2,7.09,,270.0,36.0,0.83,3.06,23.0,CTFPE,4695,-120.79,40.39
465,33.8,2018-08-06 01:53:00,SSW,31.9,30.1,6.82,,205.0,36.0,0.83,2.5,22.7,CTFPE,4695,-120.79,40.39
466,33.7,2018-08-06 02:08:00,SW,30.7,29.0,6.47,,225.0,36.0,0.56,2.22,22.3,CTFPE,4695,-120.79,40.39
467,33.6,2018-08-06 02:23:00,WNW,29.4,27.9,6.06,,290.0,37.0,0.56,1.39,21.4,CTFPE,4695,-120.79,40.39
468,33.6,2018-08-06 02:38:00,WNW,28.3,26.9,5.37,,285.0,38.0,0.28,1.39,20.2,CTFPE,4695,-120.79,40.39
469,33.5,2018-08-06 02:53:00,,27.3,26.1,4.67,,,40.0,0.0,0.56,18.6,CTFPE,4695,-120.79,40.39
470,33.3,2018-08-06 03:08:00,NW,26.3,25.1,3.85,,325.0,41.0,0.28,0.56,17.3,CTFPE,4695,-120.79,40.39
471,33.1,2018-08-06 03:23:00,,25.5,24.5,3.01,,,42.0,0.0,0.56,16.0,CTFPE,4695,-120.79,40.39
472,33.0,2018-08-06 03:39:00,NE,24.6,23.7,2.43,,50.0,43.0,0.28,0.83,15.0,CTFPE,4695,-120.79,40.39
473,32.8,2018-08-06 03:53:00,NNW,24.0,23.1,2.12,,345.0,44.0,0.28,0.56,14.3,CTFPE,4695,-120.79,40.39
474,32.6,2018-08-06 04:09:00,NNW,23.3,22.6,1.8,,330.0,45.0,0.28,0.83,13.6,CTFPE,4695,-120.79,40.39
475,32.4,2018-08-06 04:23:00,NNW,22.8,22.1,1.65,,345.0,46.0,0.28,0.83,13.1,CTFPE,4695,-120.79,40.39
476,32.2,2018-08-06 04:38:00,N,22.3,21.8,1.58,,355.0,47.0,0.56,0.56,12.7,CTFPE,4695,-120.79,40.39
477,32.0,2018-08-06 04:53:00,,21.9,21.4,1.12,,,47.0,0.0,0.28,12.2,CTFPE,4695,-120.79,40.39
478,31.8,2018-08-06 05:08:00,WNW,21.5,21.1,1.05,,290.0,48.0,0.28,0.56,11.8,CTFPE,4695,-120.79,40.39
479,31.6,2018-08-06 05:23:00,N,21.1,20.8,1.44,,5.0,50.0,0.28,0.83,11.6,CTFPE,4695,-120.79,40.39
480,31.4,2018-08-06 05:38:00,,20.7,20.5,1.53,,,51.0,0.0,0.56,11.4,CTFPE,4695,-120.79,40.39
481,31.2,2018-08-06 05:53:00,,20.4,20.1,1.98,,,53.0,0.0,1.11,11.3,CTFPE,4695,-120.79,40.39
482,30.9,2018-08-06 06:08:00,SW,20.0,19.9,2.34,,225.0,54.0,0.28,1.11,11.4,CTFPE,4695,-120.79,40.39
483,30.8,2018-08-06 06:23:00,NW,19.7,19.5,2.67,,305.0,56.0,0.83,1.11,11.2,CTFPE,4695,-120.79,40.39
484,30.5,2018-08-06 06:38:00,NW,19.3,19.4,2.88,,310.0,58.0,0.28,0.56,10.9,CTFPE,4695,-120.79,40.39
485,30.3,2018-08-06 06:53:00,NW,19.1,19.0,2.99,,310.0,60.0,0.28,0.83,10.5,CTFPE,4695,-120.79,40.39
486,30.1,2018-08-06 07:09:00,WNW,18.7,18.8,3.13,,295.0,61.0,0.56,0.83,10.4,CTFPE,4695,-120.79,40.39
487,30.0,2018-08-06 07:23:00,,18.5,18.6,3.59,,,63.0,0.0,0.83,10.4,CTFPE,4695,-120.79,40.39
488,29.8,2018-08-06 07:38:00,,18.2,18.4,3.85,,,65.0,0.0,0.28,10.2,CTFPE,4695,-120.79,40.39
489,29.5,2018-08-06 07:53:00,WNW,18.0,18.2,3.81,,290.0,67.0,0.28,0.83,9.7,CTFPE,4695,-120.79,40.39
490,29.3,2018-08-06 08:08:00,,17.8,18.1,4.34,,,70.0,0.0,0.56,9.6,CTFPE,4695,-120.79,40.39
491,29.2,2018-08-06 08:23:00,W,17.5,17.9,4.35,,275.0,71.0,0.28,0.83,9.4,CTFPE,4695,-120.79,40.39
492,29.0,2018-08-06 08:38:00,,17.2,17.7,4.46,,,72.0,0.0,0.56,9.3,CTFPE,4695,-120.79,40.39
493,28.7,2018-08-06 08:54:00,,17.1,17.5,4.17,,,72.0,0.0,0.56,9.0,CTFPE,4695,-120.79,40.39
494,28.6,2018-08-06 09:08:00,,16.8,17.2,4.17,,,73.0,0.0,0.0,8.8,CTFPE,4695,-120.79,40.39
495,28.5,2018-08-06 09:23:00,,16.6,17.1,4.27,,,75.0,0.0,0.56,8.5,CTFPE,4695,-120.79,40.39
496,28.2,2018-08-06 09:38:00,,16.3,16.9,4.18,,,75.0,0.0,0.56,8.4,CTFPE,4695,-120.79,40.39
497,28.1,2018-08-06 09:53:00,,16.1,16.8,4.47,,,76.0,0.0,0.56,8.5,CTFPE,4695,-120.79,40.39
498,27.9,2018-08-06 10:08:00,,15.9,16.7,4.27,,,76.0,0.0,0.28,8.3,CTFPE,4695,-120.79,40.39
499,27.7,2018-08-06 10:23:00,,15.7,16.4,4.07,,,77.0,0.0,0.0,7.9,CTFPE,4695,-120.79,40.39
500,27.5,2018-08-06 10:38:00,,15.4,16.2,3.97,,,78.0,0.0,0.0,7.6,CTFPE,4695,-120.79,40.39
501,27.5,2018-08-06 10:53:00,,15.3,16.1,4.05,,,79.0,0.0,0.56,7.5,CTFPE,4695,-120.79,40.39
502,27.3,2018-08-06 11:08:00,NW,15.1,15.9,4.14,,320.0,80.0,0.28,0.56,7.4,CTFPE,4695,-120.79,40.39
503,26.9,2018-08-06 11:38:00,,14.8,15.6,4.05,,,79.0,0.0,0.28,7.5,CTFPE,4695,-120.79,40.39
504,26.8,2018-08-06 11:53:00,,14.6,15.4,3.84,,,80.0,0.0,0.0,7.1,CTFPE,4695,-120.79,40.39
505,26.6,2018-08-06 12:08:00,,14.3,15.2,3.55,,,80.0,0.0,0.56,6.8,CTFPE,4695,-120.79,40.39
506,26.5,2018-08-06 12:23:00,,14.2,15.0,3.63,,,81.0,0.0,0.0,6.7,CTFPE,4695,-120.79,40.39
507,26.4,2018-08-06 12:38:00,NNW,14.0,14.9,3.73,,340.0,81.0,0.28,0.56,6.8,CTFPE,4695,-120.79,40.39
508,26.2,2018-08-06 12:53:00,,13.9,14.9,3.91,,,82.0,0.0,0.0,6.8,CTFPE,4695,-120.79,40.39
509,26.1,2018-08-06 13:08:00,N,13.8,14.7,3.98,,0.0,83.0,0.28,0.56,6.7,CTFPE,4695,-120.79,40.39
510,25.9,2018-08-06 13:23:00,,13.7,14.7,3.88,,,83.0,0.0,0.0,6.6,CTFPE,4695,-120.79,40.39
511,25.8,2018-08-06 13:38:00,,13.7,14.9,4.16,,,84.0,0.0,0.0,6.7,CTFPE,4695,-120.79,40.39
512,25.6,2018-08-06 13:53:00,,14.0,15.0,4.35,,,84.0,0.0,0.28,6.9,CTFPE,4695,-120.79,40.39
513,25.5,2018-08-06 14:09:00,,14.4,15.4,5.01,,,85.0,0.0,0.0,7.4,CTFPE,4695,-120.79,40.39
514,25.3,2018-08-06 14:23:00,,14.7,15.7,5.63,,,84.0,0.0,0.56,8.2,CTFPE,4695,-120.79,40.39
515,25.2,2018-08-06 14:38:00,,15.3,16.1,6.33,,,83.0,0.0,0.0,9.1,CTFPE,4695,-120.79,40.39
516,25.1,2018-08-06 14:53:00,,16.0,16.8,7.15,,,81.0,0.0,0.0,10.3,CTFPE,4695,-120.79,40.39
517,24.9,2018-08-06 15:23:00,SSE,22.2,18.8,9.45,,160.0,71.0,0.28,0.56,14.7,CTFPE,4695,-120.79,40.39
518,24.9,2018-08-06 15:38:00,SSE,24.3,21.1,9.73,,165.0,67.0,0.83,1.39,15.9,CTFPE,4695,-120.79,40.39
519,24.8,2018-08-06 15:53:00,S,26.5,24.7,10.09,,170.0,64.0,0.83,1.39,17.0,CTFPE,4695,-120.79,40.39
520,24.8,2018-08-06 16:08:00,S,28.4,27.1,10.41,,180.0,61.0,0.56,0.83,18.1,CTFPE,4695,-120.79,40.39
521,24.8,2018-08-06 16:23:00,,30.8,29.0,10.71,,,57.0,0.0,1.67,19.5,CTFPE,4695,-120.79,40.39
522,24.9,2018-08-06 16:38:00,SSE,33.3,28.4,10.73,,165.0,52.0,1.11,1.67,21.0,CTFPE,4695,-120.79,40.39
523,25.0,2018-08-06 16:53:00,ENE,35.1,27.7,10.63,,75.0,48.0,0.56,1.94,22.2,CTFPE,4695,-120.79,40.39
524,25.2,2018-08-06 17:08:00,ESE,36.8,26.7,10.54,,120.0,46.0,0.83,2.5,22.8,CTFPE,4695,-120.79,40.39
525,25.3,2018-08-06 17:23:00,E,39.0,30.5,10.7,,95.0,44.0,0.83,2.5,23.7,CTFPE,4695,-120.79,40.39
526,25.5,2018-08-06 17:38:00,ENE,41.7,29.4,10.63,,60.0,42.0,0.83,2.5,24.4,CTFPE,4695,-120.79,40.39
527,25.8,2018-08-06 17:53:00,SE,43.2,29.0,10.72,,135.0,41.0,1.11,4.17,24.9,CTFPE,4695,-120.79,40.39
528,26.0,2018-08-06 18:08:00,N,44.5,36.1,11.26,,10.0,40.0,0.56,3.06,25.9,CTFPE,4695,-120.79,40.39
529,26.3,2018-08-06 18:23:00,E,47.0,40.2,11.42,,95.0,39.0,1.39,3.33,26.5,CTFPE,4695,-120.79,40.39
530,26.6,2018-08-06 18:38:00,SSE,47.9,43.1,11.69,26.55,155.0,39.0,1.67,3.89,26.8,CTFPE,4695,-120.79,40.39
531,26.9,2018-08-06 18:53:00,WSW,50.0,45.6,11.83,27.06,250.0,38.0,0.56,3.89,27.4,CTFPE,4695,-120.79,40.39
532,27.3,2018-08-06 19:08:00,E,51.2,47.3,11.52,27.08,95.0,37.0,1.67,3.06,27.5,CTFPE,4695,-120.79,40.39
533,27.7,2018-08-06 19:23:00,SE,52.4,49.6,11.19,27.1,145.0,36.0,1.67,4.44,27.6,CTFPE,4695,-120.79,40.39
534,28.1,2018-08-06 19:38:00,N,54.6,51.0,11.57,27.76,5.0,35.0,0.83,3.89,28.5,CTFPE,4695,-120.79,40.39
535,28.5,2018-08-06 19:53:00,N,55.0,52.4,12.02,28.59,5.0,34.0,1.39,4.44,29.5,CTFPE,4695,-120.79,40.39
536,29.0,2018-08-06 20:09:00,SE,56.1,52.9,11.92,28.89,135.0,33.0,0.83,4.17,29.9,CTFPE,4695,-120.79,40.39
537,29.4,2018-08-06 20:23:00,E,56.9,54.3,11.92,28.89,90.0,33.0,0.56,4.17,29.9,CTFPE,4695,-120.79,40.39
538,29.8,2018-08-06 20:38:00,NNE,56.9,54.6,11.46,28.81,25.0,32.0,1.67,3.06,29.9,CTFPE,4695,-120.79,40.39
539,30.3,2018-08-06 20:53:00,SSE,57.2,54.5,11.64,29.0,160.0,32.0,1.11,4.17,30.1,CTFPE,4695,-120.79,40.39
540,30.7,2018-08-06 21:08:00,SSE,57.7,55.3,12.52,30.04,150.0,32.0,1.39,2.5,31.1,CTFPE,4695,-120.79,40.39
541,31.6,2018-08-06 21:39:00,ENE,57.4,55.4,12.21,30.15,70.0,31.0,2.22,4.72,31.3,CTFPE,4695,-120.79,40.39
542,32.0,2018-08-06 21:53:00,SSW,56.2,55.5,11.6,29.41,200.0,31.0,0.83,4.44,30.6,CTFPE,4695,-120.79,40.39
543,32.5,2018-08-06 22:08:00,ENE,57.4,54.5,12.07,30.48,70.0,30.0,0.83,2.78,31.7,CTFPE,4695,-120.79,40.39
544,32.9,2018-08-06 22:23:00,SSE,56.6,54.5,11.8,30.15,160.0,30.0,1.94,3.89,31.4,CTFPE,4695,-120.79,40.39
545,33.2,2018-08-06 22:38:00,,56.0,53.6,11.8,30.15,,30.0,0.0,3.61,31.4,CTFPE,4695,-120.79,40.39
546,33.6,2018-08-06 22:53:00,ENE,54.8,52.4,11.64,30.48,75.0,29.0,0.83,2.78,31.8,CTFPE,4695,-120.79,40.39
547,34.0,2018-08-06 23:08:00,S,55.0,52.1,11.64,30.48,180.0,29.0,1.11,3.33,31.8,CTFPE,4695,-120.79,40.39
548,34.3,2018-08-06 23:23:00,W,53.8,50.9,11.99,30.93,275.0,29.0,0.56,3.06,32.2,CTFPE,4695,-120.79,40.39
549,34.7,2018-08-06 23:38:00,WSW,52.5,50.0,11.99,30.93,255.0,29.0,0.83,2.22,32.2,CTFPE,4695,-120.79,40.39
550,34.9,2018-08-06 23:54:00,SE,51.2,48.4,11.82,30.7,130.0,29.0,0.28,3.33,32.0,CTFPE,4695,-120.79,40.39
551,35.2,2018-08-07 00:09:00,SW,50.2,47.4,11.38,30.16,225.0,29.0,0.28,3.06,31.5,CTFPE,4695,-120.79,40.39
552,35.4,2018-08-07 00:23:00,SSE,48.8,44.2,11.9,30.82,165.0,29.0,0.83,2.5,32.1,CTFPE,4695,-120.79,40.39
553,35.6,2018-08-07 00:38:00,WSW,47.5,41.4,10.68,29.86,240.0,28.0,0.28,3.06,31.3,CTFPE,4695,-120.79,40.39
554,35.8,2018-08-07 00:53:00,WNW,46.2,39.6,10.59,29.76,295.0,28.0,0.83,3.06,31.2,CTFPE,4695,-120.79,40.39
555,35.9,2018-08-07 01:08:00,S,44.5,38.0,10.6,29.25,185.0,29.0,1.11,2.78,30.6,CTFPE,4695,-120.79,40.39
556,36.0,2018-08-07 01:23:00,SW,42.8,36.7,9.99,28.59,230.0,29.0,1.67,2.78,29.9,CTFPE,4695,-120.79,40.39
557,36.1,2018-08-07 01:38:00,SW,40.0,35.5,9.2,27.82,225.0,29.0,0.83,3.33,29.0,CTFPE,4695,-120.79,40.39
558,36.2,2018-08-07 01:53:00,WNW,38.3,34.3,9.09,27.32,285.0,30.0,1.11,2.22,28.3,CTFPE,4695,-120.79,40.39
559,36.2,2018-08-07 02:08:00,WNW,36.6,33.4,8.0,,285.0,31.0,0.83,2.5,26.5,CTFPE,4695,-120.79,40.39
560,36.2,2018-08-07 02:23:00,WSW,35.3,32.3,7.67,,250.0,32.0,0.83,2.5,25.6,CTFPE,4695,-120.79,40.39
561,36.1,2018-08-07 02:38:00,W,34.1,31.4,7.51,,260.0,33.0,1.11,2.5,24.9,CTFPE,4695,-120.79,40.39
562,36.0,2018-08-07 02:53:00,NW,32.9,30.5,6.7,,325.0,34.0,1.11,2.78,23.5,CTFPE,4695,-120.79,40.39
563,35.9,2018-08-07 03:08:00,WNW,31.8,29.7,6.29,,290.0,36.0,0.83,1.94,22.1,CTFPE,4695,-120.79,40.39
564,35.8,2018-08-07 03:23:00,W,30.8,29.0,6.09,,270.0,38.0,0.28,1.39,21.0,CTFPE,4695,-120.79,40.39
565,35.6,2018-08-07 03:38:00,,30.0,28.4,5.66,,,39.0,0.0,0.83,20.1,CTFPE,4695,-120.79,40.39
566,35.4,2018-08-07 03:53:00,WNW,29.2,27.9,5.93,,290.0,41.0,0.28,1.94,19.6,CTFPE,4695,-120.79,40.39
567,35.2,2018-08-07 04:08:00,,28.6,27.2,6.26,,,43.0,0.0,0.83,19.2,CTFPE,4695,-120.79,40.39
568,35.0,2018-08-07 04:23:00,NW,28.0,26.7,6.86,,305.0,44.0,0.83,3.33,19.5,CTFPE,4695,-120.79,40.39
569,34.8,2018-08-07 04:38:00,W,27.4,26.1,7.47,,270.0,45.0,0.56,3.06,19.8,CTFPE,4695,-120.79,40.39
570,34.3,2018-08-07 05:08:00,S,26.4,25.4,7.56,,180.0,45.0,0.56,1.67,19.9,CTFPE,4695,-120.79,40.39
