,date_time,altimeter_set_1,wind_cardinal_direction_set_1d,weather_condition_set_1d,wind_gust_set_1,metar_set_1,ceiling_set_1,dew_point_temperature_set_1,cloud_layer_2_code_set_1,cloud_layer_3_code_set_1,dew_point_temperature_set_1d,visibility_set_1,cloud_layer_1_code_set_1,heat_index_set_1d,wind_direction_set_1,metar_origin_set_1,pressure_set_1d,relative_humidity_set_1,wind_speed_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
642,2018-08-11 20:55:00,101659.34,W,Clear,,KO54 112055Z AUTO 26006KT 240V320 10SM CLR 33/M02 A3002 RMK AO1,,-2.0,,,-1.76,10.0,1.0,30.3,260.0,1.0,93678.34,10.52,3.09,101052.08,33.0,KO54,2244,-122.92230,40.74600
643,2018-08-11 21:15:00,101659.34,WSW,Clear,7.2,KO54 112115Z AUTO 24010G14KT 10SM CLR 33/M03 A3002 RMK AO1,,-3.0,,,-2.75,10.0,1.0,30.2,240.0,1.0,93678.34,9.77,5.14,101052.09,33.0,KO54,2244,-122.92230,40.74600
644,2018-08-11 21:35:00,101625.47,WSW,Clear,,KO54 112135Z AUTO 24004KT 10SM CLR 33/M04 A3001 RMK AO1,,-4.0,,,-3.74,10.0,1.0,30.12,240.0,1.0,93647.13,9.06,2.06,101018.44,33.0,KO54,2244,-122.92230,40.74600
645,2018-08-11 21:55:00,101591.61,WSW,Clear,,KO54 112155Z AUTO 24009KT 10SM CLR 33/M04 A3000 RMK AO1,,-4.0,,,-3.74,10.0,1.0,30.12,240.0,1.0,93615.92,9.06,4.63,100984.78,33.0,KO54,2244,-122.92230,40.74600
646,2018-08-11 22:15:00,101591.61,WNW,Clear,,KO54 112215Z AUTO 29008KT 10SM CLR 34/M04 A3000 RMK AO1,,-4.0,,,-3.71,10.0,1.0,30.87,290.0,1.0,93615.92,8.57,4.12,100960.05,34.0,KO54,2244,-122.92230,40.74600
647,2018-08-11 22:35:00,101557.75,W,Clear,7.2,KO54 112235Z AUTO 27007G14KT 10SM CLR 33/M03 A2999 RMK AO1,,-3.0,,,-2.75,10.0,1.0,30.2,270.0,1.0,93584.72,9.77,3.6,100951.1,33.0,KO54,2244,-122.92230,40.74600
648,2018-08-11 22:55:00,101523.88,W,Clear,,KO54 112255Z AUTO 27009KT 10SM CLR 34/M04 A2998 RMK AO1,,-4.0,,,-3.71,10.0,1.0,30.87,270.0,1.0,93553.51,8.57,4.63,100892.74,34.0,KO54,2244,-122.92230,40.74600
649,2018-08-11 23:15:00,101490.02,W,Clear,,KO54 112315Z AUTO 27007KT 10SM CLR 34/M03 A2997 RMK AO1,,-3.0,,,-2.72,10.0,1.0,30.96,270.0,1.0,93522.31,9.24,3.6,100859.08,34.0,KO54,2244,-122.92230,40.74600
650,2018-08-11 23:35:00,101456.15,W,Clear,,KO54 112335Z AUTO 27006KT 230V290 10SM CLR 34/M03 A2996 RMK AO1,,-3.0,,,-2.72,10.0,1.0,30.96,270.0,1.0,93491.1,9.24,3.09,100825.42,34.0,KO54,2244,-122.92230,40.74600
651,2018-08-11 23:55:00,101456.15,WSW,Clear,,KO54 112355Z AUTO 25005KT 10SM CLR 34/M03 A2996 RMK AO1,,-3.0,,,-2.72,10.0,1.0,30.96,250.0,1.0,93491.1,9.24,2.57,100825.42,34.0,KO54,2244,-122.92230,40.74600
652,2018-08-12 00:15:00,101456.15,W,Clear,,KO54 120015Z AUTO 26006KT 10SM CLR 34/M02 A2996 RMK AO1,,-2.0,,,-1.73,10.0,1.0,31.06,260.0,1.0,93491.1,9.95,3.09,100825.4,34.0,KO54,2244,-122.92230,40.74600
653,2018-08-12 00:35:00,101422.29,SW,Clear,,KO54 120035Z AUTO 22007KT 10SM CLR 33/M01 A2995 RMK AO1,,-1.0,,,-0.78,10.0,1.0,30.4,220.0,1.0,93459.9,11.32,3.6,100816.43,33.0,KO54,2244,-122.92230,40.74600
654,2018-08-12 00:55:00,101422.29,SSW,Clear,,KO54 120055Z AUTO 21005KT 10SM CLR 33/00 A2995 RMK AO1,,0.0,,,0.21,10.0,1.0,30.51,210.0,1.0,93459.9,12.18,2.57,100816.41,33.0,KO54,2244,-122.92230,40.74600
655,2018-08-12 01:15:00,101422.29,SW,Clear,,KO54 120115Z AUTO 22006KT 10SM CLR 33/02 A2995 RMK AO1,,2.0,,,2.19,10.0,1.0,30.65,220.0,1.0,93459.9,14.07,3.09,100816.37,33.0,KO54,2244,-122.92230,40.74600
656,2018-08-12 01:35:00,101422.29,W,Clear,,KO54 120135Z AUTO 26007KT 230V300 10SM CLR 32/02 A2995 RMK AO1,,2.0,,,2.16,10.0,1.0,29.79,260.0,1.0,93459.9,14.88,3.6,100841.22,32.0,KO54,2244,-122.92230,40.74600
657,2018-08-12 01:55:00,101422.29,W,Clear,,KO54 120155Z AUTO 27006KT 10SM CLR 32/04 A2995 RMK AO1,,4.0,,,4.15,10.0,1.0,29.85,270.0,1.0,93459.9,17.15,3.09,100841.18,32.0,KO54,2244,-122.92230,40.74600
658,2018-08-12 02:15:00,101422.29,WSW,Clear,,KO54 120215Z AUTO 25007KT 230V300 10SM CLR 30/06 A2995 RMK AO1,,6.0,,,6.09,10.0,1.0,28.31,250.0,1.0,93459.9,22.09,3.6,100891.34,30.0,KO54,2244,-122.92230,40.74600
659,2018-08-12 02:35:00,101456.15,SW,Clear,,KO54 120235Z AUTO 22007KT 10SM CLR 29/07 A2996 RMK AO1,,7.0,,,7.06,10.0,1.0,27.63,220.0,1.0,93491.1,25.06,3.6,100950.37,29.0,KO54,2244,-122.92230,40.74600
660,2018-08-12 02:55:00,101456.15,SSW,Clear,,KO54 120255Z AUTO 21007KT 9SM CLR 28/07 A2996 RMK AO1,,7.0,,,7.05,9.0,1.0,26.95,210.0,1.0,93491.1,26.56,3.6,100975.91,28.0,KO54,2244,-122.92230,40.74600
661,2018-08-12 03:15:00,101490.02,SSW,Clear,,KO54 120315Z AUTO 21009KT 10SM CLR 27/07 A2997 RMK AO1,,7.0,,,7.03,10.0,1.0,26.49,210.0,1.0,93522.31,28.15,4.63,101035.35,27.0,KO54,2244,-122.92230,40.74600
662,2018-08-12 03:35:00,101523.88,SW,Clear,7.72,KO54 120335Z AUTO 22009G15KT 10SM CLR 27/07 A2998 RMK AO1,,7.0,,,7.03,10.0,1.0,26.49,220.0,1.0,93553.51,28.15,4.63,101069.06,27.0,KO54,2244,-122.92230,40.74600
663,2018-08-12 03:55:00,101557.75,SW,Clear,8.23,KO54 120355Z AUTO 23009G16KT 10SM CLR 26/07 A2999 RMK AO1,,7.0,,,7.01,10.0,1.0,,230.0,1.0,93584.72,29.86,4.63,101128.7,26.0,KO54,2244,-122.92230,40.74600
664,2018-08-12 04:15:00,101591.61,SSW,Clear,,KO54 120415Z AUTO 21009KT 10SM CLR 25/07 A3000 RMK AO1,,7.0,,,7.0,10.0,1.0,,210.0,1.0,93615.92,31.68,4.63,101188.53,25.0,KO54,2244,-122.92230,40.74600
665,2018-08-12 04:35:00,101625.47,SSW,Clear,7.2,KO54 120435Z AUTO 21007G14KT 180V240 10SM CLR 25/07 A3001 RMK AO1,,7.0,,,7.0,10.0,1.0,,210.0,1.0,93647.13,31.68,3.6,101222.26,25.0,KO54,2244,-122.92230,40.74600
666,2018-08-12 04:55:00,101625.47,SW,Clear,,KO54 120455Z AUTO 22009KT 10SM CLR 24/07 A3001 RMK AO1,,7.0,,,6.99,10.0,1.0,,220.0,1.0,93647.13,33.63,4.63,101248.57,24.0,KO54,2244,-122.92230,40.74600
667,2018-08-12 05:15:00,101659.34,SW,Clear,7.72,KO54 120515Z AUTO 23006G15KT 170V270 10SM CLR 24/07 A3002 RMK AO1,,7.0,,,6.99,10.0,1.0,,230.0,1.0,93678.34,33.63,3.09,101282.31,24.0,KO54,2244,-122.92230,40.74600
668,2018-08-12 05:35:00,101659.34,SSW,Clear,7.2,KO54 120535Z AUTO 21010G14KT 10SM CLR 23/07 A3002 RMK AO1,,7.0,,,6.98,10.0,1.0,,210.0,1.0,93678.34,35.72,5.14,101308.8,23.0,KO54,2244,-122.92230,40.74600
669,2018-08-12 05:55:00,101693.2,SSW,Clear,7.72,KO54 120555Z AUTO 21008G15KT 10SM CLR 23/07 A3003 RMK AO1,,7.0,,,6.98,10.0,1.0,,210.0,1.0,93709.54,35.72,4.12,101342.55,23.0,KO54,2244,-122.92230,40.74600
670,2018-08-12 06:15:00,101693.2,N,Clear,,KO54 120615Z AUTO 36004KT 10SM CLR 22/06 A3003 RMK AO1,,6.0,,,5.96,10.0,1.0,,360.0,1.0,93709.54,35.42,2.06,101369.26,22.0,KO54,2244,-122.92230,40.74600
671,2018-08-12 06:35:00,101693.2,NNE,Clear,,KO54 120635Z AUTO 02003KT 10SM CLR 18/05 A3003 RMK AO1,,5.0,,,4.93,10.0,1.0,,20.0,1.0,93709.54,42.32,1.54,101477.94,18.0,KO54,2244,-122.92230,40.74600
672,2018-08-12 06:55:00,101693.2,N,Clear,,KO54 120655Z AUTO 00000KT 10SM CLR 17/05 A3003 RMK AO1,,5.0,,,4.93,10.0,1.0,,0.0,1.0,93709.54,45.07,0.0,101505.58,17.0,KO54,2244,-122.92230,40.74600
673,2018-08-12 07:15:00,101693.2,N,Clear,,KO54 120715Z AUTO 01003KT 10SM CLR 17/05 A3003 RMK AO1,,5.0,,,4.93,10.0,1.0,,10.0,1.0,93709.54,45.07,1.54,101505.58,17.0,KO54,2244,-122.92230,40.74600
674,2018-08-12 07:35:00,101727.07,N,Clear,,KO54 120735Z AUTO 01003KT 10SM CLR 16/05 A3004 RMK AO1,,5.0,,,4.93,10.0,1.0,,10.0,1.0,93740.75,48.03,1.54,101567.24,16.0,KO54,2244,-122.92230,40.74600
675,2018-08-12 07:55:00,101727.07,N,Clear,,KO54 120755Z AUTO 00000KT 10SM CLR 16/05 A3004 RMK AO1,,5.0,,,4.93,10.0,1.0,,0.0,1.0,93740.75,48.03,0.0,101567.24,16.0,KO54,2244,-122.92230,40.74600
676,2018-08-12 08:15:00,101727.07,N,Clear,,KO54 120815Z AUTO 01003KT 10SM CLR 15/05 A3004 RMK AO1,,5.0,,,4.93,10.0,1.0,,10.0,1.0,93740.75,51.21,1.54,101595.29,15.0,KO54,2244,-122.92230,40.74600
677,2018-08-12 08:35:00,101727.07,N,Mostly Clear,,KO54 120835Z AUTO 00000KT 10SM FEW060 15/05 A3004 RMK AO1,,5.0,,,4.93,10.0,606.0,,0.0,1.0,93740.75,51.21,0.0,101595.29,15.0,KO54,2244,-122.92230,40.74600
678,2018-08-12 08:55:00,101727.07,ENE,Mostly Clear,,KO54 120855Z AUTO 06003KT 10SM FEW050 14/06 A3004 RMK AO1,,6.0,,,5.94,10.0,506.0,,60.0,1.0,93740.75,58.55,1.54,101623.52,14.0,KO54,2244,-122.92230,40.74600
679,2018-08-12 09:15:00,101727.07,ENE,Mostly Clear,,KO54 120915Z AUTO 07003KT 10SM FEW050 14/06 A3004 RMK AO1,,6.0,,,5.94,10.0,506.0,,70.0,1.0,93740.75,58.55,1.54,101623.52,14.0,KO54,2244,-122.92230,40.74600
680,2018-08-12 09:35:00,101727.07,N,Clear,,KO54 120935Z AUTO 00000KT 10SM CLR 14/06 A3004 RMK AO1,,6.0,,,5.94,10.0,1.0,,0.0,1.0,93740.75,58.55,0.0,101623.52,14.0,KO54,2244,-122.92230,40.74600
681,2018-08-12 09:55:00,101727.07,N,Clear,,KO54 120955Z AUTO 00000KT 10SM CLR 14/06 A3004 RMK AO1,,6.0,,,5.94,10.0,1.0,,0.0,1.0,93740.75,58.55,0.0,101623.52,14.0,KO54,2244,-122.92230,40.74600
682,2018-08-12 10:15:00,101760.93,N,Clear,,KO54 121015Z AUTO 00000KT 10SM CLR 13/06 A3005 RMK AO1,,6.0,,,5.94,10.0,1.0,,0.0,1.0,93771.95,62.48,0.0,101685.81,13.0,KO54,2244,-122.92230,40.74600
683,2018-08-12 10:35:00,101727.07,N,Mostly Cloudy,,KO54 121035Z AUTO 00000KT 10SM BKN031 13/06 A3004 RMK AO1,944.88,6.0,,,5.94,10.0,313.0,,0.0,1.0,93740.75,62.48,0.0,101651.98,13.0,KO54,2244,-122.92230,40.74600
684,2018-08-12 10:55:00,101760.93,N,Overcast,,KO54 121055Z AUTO 00000KT 10SM OVC033 13/06 A3005 RMK AO1,1005.84,6.0,,,5.94,10.0,334.0,,0.0,1.0,93771.95,62.48,0.0,101685.81,13.0,KO54,2244,-122.92230,40.74600
685,2018-08-12 11:15:00,101727.07,N,Overcast,,KO54 121115Z AUTO 00000KT 10SM OVC035 12/06 A3004 RMK AO1,1066.8,6.0,,,5.94,10.0,354.0,,0.0,1.0,93740.75,66.71,0.0,101680.64,12.0,KO54,2244,-122.92230,40.74600
686,2018-08-12 11:35:00,101727.07,N,Overcast,,KO54 121135Z AUTO 00000KT 10SM OVC035 12/06 A3004 RMK AO1,1066.8,6.0,,,5.94,10.0,354.0,,0.0,1.0,93740.75,66.71,0.0,101680.64,12.0,KO54,2244,-122.92230,40.74600
687,2018-08-12 11:55:00,101760.93,N,Overcast,,KO54 121155Z AUTO 00000KT 10SM OVC035 12/05 A3005 RMK AO1,1066.8,5.0,,,4.93,10.0,354.0,,0.0,1.0,93771.95,62.24,0.0,101714.51,12.0,KO54,2244,-122.92230,40.74600
688,2018-08-12 12:15:00,101760.93,N,Overcast,,KO54 121215Z AUTO 00000KT 10SM OVC033 12/06 A3005 RMK AO1,1005.84,6.0,,,5.94,10.0,334.0,,0.0,1.0,93771.95,66.71,0.0,101714.48,12.0,KO54,2244,-122.92230,40.74600
689,2018-08-12 12:35:00,101760.93,N,Overcast,,KO54 121235Z AUTO 00000KT 10SM OVC031 12/06 A3005 RMK AO1,944.88,6.0,,,5.94,10.0,314.0,,0.0,1.0,93771.95,66.71,0.0,101714.48,12.0,KO54,2244,-122.92230,40.74600
690,2018-08-12 12:55:00,101760.93,N,Overcast,,KO54 121255Z AUTO 00000KT 10SM OVC031 11/06 A3005 RMK AO1,944.88,6.0,,,5.95,10.0,314.0,,0.0,1.0,93771.95,71.27,0.0,101743.36,11.0,KO54,2244,-122.92230,40.74600
691,2018-08-12 13:15:00,101794.79,N,Overcast,,KO54 121315Z AUTO 00000KT 10SM OVC031 11/06 A3006 RMK AO1,944.88,6.0,,,5.95,10.0,314.0,,0.0,1.0,93803.15,71.27,0.0,101777.21,11.0,KO54,2244,-122.92230,40.74600
692,2018-08-12 13:35:00,101794.79,N,Overcast,,KO54 121335Z AUTO 00000KT 10SM OVC031 11/06 A3006 RMK AO1,944.88,6.0,,,5.95,10.0,314.0,,0.0,1.0,93803.15,71.27,0.0,101777.21,11.0,KO54,2244,-122.92230,40.74600
693,2018-08-12 13:55:00,101794.79,N,Mostly Cloudy,,KO54 121355Z AUTO 00000KT 10SM BKN031 11/06 A3006 RMK AO1,944.88,6.0,,,5.95,10.0,313.0,,0.0,1.0,93803.15,71.27,0.0,101777.21,11.0,KO54,2244,-122.92230,40.74600
694,2018-08-12 14:15:00,101828.66,N,Mostly Cloudy,,KO54 121415Z AUTO 00000KT 10SM SCT031 BKN041 11/06 A3007 RMK AO1,1249.68,6.0,413.0,,5.95,10.0,312.0,,0.0,1.0,93834.36,71.27,0.0,101811.08,11.0,KO54,2244,-122.92230,40.74600
695,2018-08-12 14:35:00,101828.66,N,Mostly Cloudy,,KO54 121435Z AUTO 00000KT 10SM BKN029 12/07 A3007 RMK AO1,883.92,7.0,,,6.95,10.0,293.0,,0.0,1.0,93834.36,71.47,0.0,101782.15,12.0,KO54,2244,-122.92230,40.74600
696,2018-08-12 14:55:00,101828.66,N,Mostly Cloudy,,KO54 121455Z AUTO 00000KT 10SM BKN029 13/07 A3007 RMK AO1,883.92,7.0,,,6.94,10.0,293.0,,0.0,1.0,93834.36,66.93,0.0,101753.46,13.0,KO54,2244,-122.92230,40.74600
697,2018-08-12 15:15:00,101828.66,N,Mostly Clear,,KO54 121515Z AUTO 00000KT 10SM FEW029 14/07 A3007 RMK AO1,,7.0,,,6.94,10.0,296.0,,0.0,1.0,93834.36,62.72,0.0,101724.97,14.0,KO54,2244,-122.92230,40.74600
698,2018-08-12 15:35:00,101828.66,N,Partly Cloudy,,KO54 121535Z AUTO 00000KT 10SM SCT027 15/07 A3007 RMK AO1,,7.0,,,6.94,10.0,272.0,,0.0,1.0,93834.36,58.8,0.0,101696.69,15.0,KO54,2244,-122.92230,40.74600
699,2018-08-12 15:55:00,101828.66,N,Mostly Cloudy,,KO54 121555Z AUTO 00000KT 10SM BKN027 16/07 A3007 RMK AO1,822.96,7.0,,,6.94,10.0,273.0,,0.0,1.0,93834.36,55.15,0.0,101668.61,16.0,KO54,2244,-122.92230,40.74600
700,2018-08-12 16:15:00,101794.79,N,Mostly Cloudy,,KO54 121615Z AUTO 00000KT 10SM BKN027 17/07 A3006 RMK AO1,822.96,7.0,,,6.94,10.0,273.0,,0.0,1.0,93803.15,51.76,0.0,101606.92,17.0,KO54,2244,-122.92230,40.74600
701,2018-08-12 16:35:00,101794.79,N,Mostly Cloudy,,KO54 121635Z AUTO 00000KT 10SM BKN027 18/07 A3006 RMK AO1,822.96,7.0,,,6.94,10.0,273.0,,0.0,1.0,93803.15,48.59,0.0,101579.25,18.0,KO54,2244,-122.92230,40.74600
702,2018-08-12 16:55:00,101760.93,SSW,Mostly Clear,,KO54 121655Z AUTO 20003KT 10SM FEW025 19/07 A3005 RMK AO1,,7.0,,,6.95,10.0,256.0,,200.0,1.0,93771.95,45.65,1.54,101518.0,19.0,KO54,2244,-122.92230,40.74600
703,2018-08-12 17:15:00,101727.07,SSW,Mostly Clear,,KO54 121715Z AUTO 21004KT 10SM FEW023 20/07 A3004 RMK AO1,,7.0,,,6.95,10.0,236.0,,210.0,1.0,93740.75,42.9,2.06,101456.96,20.0,KO54,2244,-122.92230,40.74600
704,2018-08-12 17:35:00,101727.07,SW,Mostly Cloudy,,KO54 121735Z AUTO 23003KT 10SM BKN021 22/07 A3004 RMK AO1,640.08,7.0,,,6.97,10.0,213.0,,230.0,1.0,93740.75,37.95,1.54,101403.0,22.0,KO54,2244,-122.92230,40.74600
705,2018-08-12 17:55:00,101727.07,S,Partly Cloudy,,KO54 121755Z AUTO 19004KT 10SM SCT021 23/08 A3004 RMK AO1,,8.0,,,7.98,10.0,212.0,,190.0,1.0,93740.75,38.24,2.06,101376.27,23.0,KO54,2244,-122.92230,40.74600
706,2018-08-12 18:15:00,101693.2,S,Partly Cloudy,,KO54 121815Z AUTO 19003KT 10SM SCT019 23/08 A3003 RMK AO1,,8.0,,,7.98,10.0,192.0,,190.0,1.0,93709.54,38.24,1.54,101342.52,23.0,KO54,2244,-122.92230,40.74600
707,2018-08-12 18:35:00,101693.2,N,Mostly Clear,,KO54 121835Z AUTO 00000KT 10SM FEW017 24/08 A3003 RMK AO1,,8.0,,,7.99,10.0,176.0,,0.0,1.0,93709.54,36.01,0.0,101316.01,24.0,KO54,2244,-122.92230,40.74600
708,2018-08-12 18:55:00,101659.34,SSW,Clear,,KO54 121855Z AUTO 21003KT 10SM CLR 25/08 A3002 RMK AO1,,8.0,,,8.0,10.0,1.0,,210.0,1.0,93678.34,33.92,1.54,101255.97,25.0,KO54,2244,-122.92230,40.74600
709,2018-08-12 19:15:00,101625.47,N,Clear,,KO54 121915Z AUTO 00000KT 10SM CLR 27/08 A3001 RMK AO1,,8.0,,,8.02,10.0,1.0,26.54,0.0,1.0,93647.13,30.14,0.0,101170.17,27.0,KO54,2244,-122.92230,40.74600
710,2018-08-12 19:35:00,101591.61,N,Clear,,KO54 121935Z AUTO 00000KT 10SM CLR 27/08 A3000 RMK AO1,,8.0,,,8.02,10.0,1.0,26.54,0.0,1.0,93615.92,30.14,0.0,101136.45,27.0,KO54,2244,-122.92230,40.74600
711,2018-08-12 19:55:00,101557.75,N,Clear,,KO54 121955Z AUTO 00000KT 7SM CLR 29/07 A2999 RMK AO1,,7.0,,,7.06,7.0,1.0,27.63,0.0,1.0,93584.72,25.06,0.0,101051.46,29.0,KO54,2244,-122.92230,40.74600
712,2018-08-12 20:15:00,101523.88,N,Clear,,KO54 122015Z AUTO 00000KT 5SM CLR 30/07 A2998 RMK AO1,,7.0,,,7.08,5.0,1.0,28.38,0.0,1.0,93553.51,23.66,0.0,100992.37,30.0,KO54,2244,-122.92230,40.74600
713,2018-08-12 20:35:00,101490.02,NE,Clear,,KO54 122035Z AUTO 05003KT 5SM CLR 31/04 A2997 RMK AO1,,4.0,,,4.13,5.0,1.0,29.01,50.0,1.0,93522.31,18.15,1.54,100933.56,31.0,KO54,2244,-122.92230,40.74600
714,2018-08-12 20:55:00,101490.02,SW,Clear,,KO54 122055Z AUTO 22006KT 8SM CLR 32/02 A2997 RMK AO1,,2.0,,,2.16,8.0,1.0,29.79,220.0,1.0,93522.31,14.88,3.09,100908.56,32.0,KO54,2244,-122.92230,40.74600
715,2018-08-12 21:15:00,101456.15,SSW,Clear,,KO54 122115Z AUTO 20004KT 6SM CLR 33/00 A2996 RMK AO1,,0.0,,,0.21,6.0,1.0,30.51,200.0,1.0,93491.1,12.18,2.06,100850.07,33.0,KO54,2244,-122.92230,40.74600
716,2018-08-12 21:35:00,101422.29,S,Clear,,KO54 122135Z AUTO 17003KT 8SM CLR 33/00 A2995 RMK AO1,,0.0,,,0.21,8.0,1.0,30.51,170.0,1.0,93459.9,12.18,1.54,100816.41,33.0,KO54,2244,-122.92230,40.74600
717,2018-08-12 21:55:00,101388.43,S,Clear,,KO54 122155Z AUTO 17003KT 7SM CLR 33/02 A2994 RMK AO1,,2.0,,,2.19,7.0,1.0,30.65,170.0,1.0,93428.7,14.07,1.54,100782.71,33.0,KO54,2244,-122.92230,40.74600
718,2018-08-12 22:15:00,101388.43,ESE,Clear,,KO54 122215Z AUTO 12003KT 7SM CLR 34/03 A2994 RMK AO1,,3.0,,,3.21,7.0,1.0,31.57,120.0,1.0,93428.7,14.29,1.54,100758.01,34.0,KO54,2244,-122.92230,40.74600
719,2018-08-12 22:35:00,101354.56,WNW,Clear,,KO54 122235Z AUTO 30003KT 8SM CLR 34/02 A2993 RMK AO1,,2.0,,,2.23,8.0,1.0,31.53,300.0,1.0,93397.49,13.31,1.54,100724.38,34.0,KO54,2244,-122.92230,40.74600
720,2018-08-12 22:55:00,101320.7,W,Clear,,KO54 122255Z AUTO 28004KT 8SM CLR 34/02 A2992 RMK AO1,,2.0,,,2.23,8.0,1.0,31.53,280.0,1.0,93366.28,13.31,2.06,100690.72,34.0,KO54,2244,-122.92230,40.74600
721,2018-08-12 23:15:00,101320.7,N,Clear,,KO54 122315Z AUTO 00000KT 5SM CLR 34/02 A2992 RMK AO1,,2.0,,,2.23,5.0,1.0,31.53,0.0,1.0,93366.28,13.31,0.0,100690.72,34.0,KO54,2244,-122.92230,40.74600
722,2018-08-12 23:35:00,101286.84,SW,Clear,,KO54 122335Z AUTO 22007KT 9SM CLR 34/02 A2991 RMK AO1,,2.0,,,2.23,9.0,1.0,31.53,220.0,1.0,93335.08,13.31,3.6,100657.07,34.0,KO54,2244,-122.92230,40.74600
723,2018-08-12 23:55:00,101286.84,SSW,Clear,,KO54 122355Z AUTO 21007KT 10SM CLR 34/02 A2991 RMK AO1,,2.0,,,2.23,10.0,1.0,31.53,210.0,1.0,93335.08,13.31,3.6,100657.07,34.0,KO54,2244,-122.92230,40.74600
724,2018-08-13 00:15:00,101252.97,SW,Clear,,KO54 130015Z AUTO 22004KT 9SM CLR 34/02 A2990 RMK AO1,,2.0,,,2.23,9.0,1.0,31.53,220.0,1.0,93303.87,13.31,2.06,100623.41,34.0,KO54,2244,-122.92230,40.74600
725,2018-08-13 00:35:00,101252.97,N,Clear,,KO54 130035Z AUTO 00000KT 9SM CLR 34/04 A2990 RMK AO1,,4.0,,,4.2,9.0,1.0,31.62,0.0,1.0,93303.87,15.33,0.0,100623.37,34.0,KO54,2244,-122.92230,40.74600
726,2018-08-13 00:55:00,101252.97,SE,Clear,,KO54 130055Z AUTO 14003KT 8SM CLR 34/05 A2990 RMK AO1,,5.0,,,5.19,8.0,1.0,31.69,140.0,1.0,93303.87,16.44,1.54,100623.34,34.0,KO54,2244,-122.92230,40.74600
727,2018-08-13 01:15:00,101252.97,N,Clear,,KO54 130115Z AUTO 00000KT 9SM CLR 34/05 A2990 RMK AO1,,5.0,,,5.19,9.0,1.0,31.69,0.0,1.0,93303.87,16.44,0.0,100623.34,34.0,KO54,2244,-122.92230,40.74600
728,2018-08-13 01:35:00,101252.97,ESE,Clear,,KO54 130135Z AUTO 12003KT 10SM CLR 33/04 A2990 RMK AO1,,4.0,,,4.17,10.0,1.0,30.73,120.0,1.0,93303.87,16.21,1.54,100648.01,33.0,KO54,2244,-122.92230,40.74600
729,2018-08-13 01:55:00,101286.84,N,Clear,,KO54 130155Z AUTO 00000KT 9SM CLR 33/05 A2991 RMK AO1,,5.0,,,5.17,9.0,1.0,30.78,0.0,1.0,93335.08,17.39,0.0,100681.66,33.0,KO54,2244,-122.92230,40.74600
730,2018-08-13 02:15:00,101286.84,W,Clear,,KO54 130215Z AUTO 26003KT 9SM CLR 32/06 A2991 RMK AO1,,6.0,,,6.13,9.0,1.0,29.96,260.0,1.0,93335.08,19.71,1.54,100706.45,32.0,KO54,2244,-122.92230,40.74600
731,2018-08-13 02:35:00,101320.7,SW,Clear,,KO54 130235Z AUTO 23003KT 10SM CLR 31/07 A2992 RMK AO1,,7.0,,,7.11,10.0,1.0,29.18,230.0,1.0,93366.28,22.35,1.54,100765.08,31.0,KO54,2244,-122.92230,40.74600
732,2018-08-13 02:55:00,101320.7,N,Clear,,KO54 130255Z AUTO 36003KT 10SM CLR 30/08 A2992 RMK AO1,,8.0,,,8.08,10.0,1.0,28.46,360.0,1.0,93366.28,25.33,1.54,100790.22,30.0,KO54,2244,-122.92230,40.74600
733,2018-08-13 03:15:00,101354.56,N,Clear,,KO54 130315Z AUTO 00000KT 10SM CLR 26/09 A2993 RMK AO1,,9.0,,,9.01,10.0,1.0,,0.0,1.0,93397.49,34.21,0.0,100926.32,26.0,KO54,2244,-122.92230,40.74600
734,2018-08-13 03:35:00,101388.43,NNE,Clear,,KO54 130335Z AUTO 02003KT 10SM CLR 25/08 A2994 RMK AO1,,8.0,,,8.0,10.0,1.0,,20.0,1.0,93428.7,33.92,1.54,100986.13,25.0,KO54,2244,-122.92230,40.74600
735,2018-08-13 03:55:00,101388.43,NNE,Clear,,KO54 130355Z AUTO 03003KT 9SM CLR 24/08 A2994 RMK AO1,,8.0,,,7.99,9.0,1.0,,30.0,1.0,93428.7,36.01,1.54,101012.37,24.0,KO54,2244,-122.92230,40.74600
736,2018-08-13 04:15:00,101422.29,N,Clear,,KO54 130415Z AUTO 00000KT 10SM CLR 22/08 A2995 RMK AO1,,8.0,,,7.97,10.0,1.0,,0.0,1.0,93459.9,40.63,0.0,101099.16,22.0,KO54,2244,-122.92230,40.74600
737,2018-08-13 04:35:00,101456.15,NE,Clear,,KO54 130435Z AUTO 05005KT 10SM CLR 22/08 A2996 RMK AO1,,8.0,,,7.97,10.0,1.0,,50.0,1.0,93491.1,40.63,2.57,101132.91,22.0,KO54,2244,-122.92230,40.74600
738,2018-08-13 04:55:00,101490.02,N,Clear,,KO54 130455Z AUTO 00000KT 10SM CLR 21/08 A2997 RMK AO1,,8.0,,,7.96,10.0,1.0,,0.0,1.0,93522.31,43.19,0.0,101193.49,21.0,KO54,2244,-122.92230,40.74600
739,2018-08-13 05:15:00,101490.02,NNE,Clear,,KO54 130515Z AUTO 02003KT 10SM CLR 20/08 A2997 RMK AO1,,8.0,,,7.95,10.0,1.0,,20.0,1.0,93522.31,45.93,1.54,101220.5,20.0,KO54,2244,-122.92230,40.74600
