,date_time,wind_speed_set_1,soil_temp_set_1,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,heat_index_set_1d,wind_direction_set_1,wind_cardinal_direction_set_1d,relative_humidity_set_1,solar_radiation_set_1,evapotranspiration_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,4.27,22.11,12.02,0.0,27.22,317.0,NW,38.0,256.1,0.254,27.61,CI091,4035,-121.471,41.959
1,2018-08-01 01:00:00,2.11,22.17,12.07,0.0,,328.0,NNW,45.0,80.14,0.0,24.83,CI091,4035,-121.471,41.959
2,2018-08-01 02:00:00,2.11,22.22,12.55,0.0,,318.0,NW,50.0,53.85,0.0,23.61,CI091,4035,-121.471,41.959
3,2018-08-01 03:00:00,3.6,22.22,12.39,0.0,,301.0,WNW,51.0,4.24,0.0,23.11,CI091,4035,-121.471,41.959
4,2018-08-01 04:00:00,3.6,22.17,11.53,0.0,,295.0,WNW,53.0,0.0,0.0,21.56,CI091,4035,-121.471,41.959
5,2018-08-01 05:00:00,2.62,22.11,11.13,0.0,,300.0,WNW,58.0,0.0,0.0,19.67,CI091,4035,-121.471,41.959
6,2018-08-01 06:00:00,1.59,22.06,10.72,0.0,,318.0,NW,62.0,0.0,0.0,18.17,CI091,4035,-121.471,41.959
7,2018-08-01 07:00:00,1.39,21.94,10.37,0.0,,0.0,N,68.0,0.0,0.0,16.33,CI091,4035,-121.471,41.959
8,2018-08-01 08:00:00,0.72,21.83,10.32,0.0,,3.0,N,83.0,0.0,0.0,13.17,CI091,4035,-121.471,41.959
9,2018-08-01 09:00:00,0.57,21.78,10.5,0.0,,61.0,ENE,91.0,0.0,0.0,11.94,CI091,4035,-121.471,41.959
10,2018-08-01 10:00:00,0.77,21.61,10.5,0.0,,358.0,N,95.0,0.0,0.0,11.28,CI091,4035,-121.471,41.959
11,2018-08-01 11:00:00,0.87,21.5,9.5,0.0,,344.0,NNW,94.0,0.0,0.0,10.44,CI091,4035,-121.471,41.959
12,2018-08-01 12:00:00,0.87,21.33,9.4,0.0,,165.0,SSE,95.0,0.42,0.0,10.17,CI091,4035,-121.471,41.959
13,2018-08-01 13:00:00,0.87,21.22,8.69,0.0,,359.0,N,93.0,25.02,0.0,9.78,CI091,4035,-121.471,41.959
14,2018-08-01 14:00:00,0.82,21.06,10.06,0.0,,352.0,N,92.0,121.26,0.0,11.33,CI091,4035,-121.471,41.959
15,2018-08-01 15:00:00,1.08,20.94,11.76,0.0,,100.0,E,82.0,258.22,0.254,14.83,CI091,4035,-121.471,41.959
16,2018-08-01 16:00:00,1.08,20.78,11.62,0.0,,257.0,WSW,64.0,422.3,0.254,18.61,CI091,4035,-121.471,41.959
17,2018-08-01 17:00:00,1.34,20.72,11.84,0.0,,266.0,W,55.0,556.71,0.508,21.28,CI091,4035,-121.471,41.959
18,2018-08-01 18:00:00,1.44,20.72,12.86,0.0,,110.0,ESE,50.0,660.17,0.508,23.94,CI091,4035,-121.471,41.959
19,2018-08-01 19:00:00,1.39,20.72,12.54,0.0,,86.0,E,43.0,730.13,0.762,26.11,CI091,4035,-121.471,41.959
20,2018-08-01 20:00:00,1.75,20.83,14.21,0.0,27.82,70.0,ENE,43.0,741.58,0.762,27.94,CI091,4035,-121.471,41.959
21,2018-08-01 21:00:00,2.68,21.06,12.31,0.0,28.51,351.0,N,35.0,689.0,0.762,29.33,CI091,4035,-121.471,41.959
22,2018-08-01 22:00:00,3.5,21.22,10.97,0.0,28.72,321.0,NW,31.0,570.7,0.508,29.89,CI091,4035,-121.471,41.959
23,2018-08-01 23:00:00,3.76,21.44,9.46,0.0,28.52,320.0,NW,28.0,451.98,0.508,29.89,CI091,4035,-121.471,41.959
24,2018-08-02 00:00:00,3.5,21.56,7.74,0.0,27.8,318.0,NW,26.0,313.76,0.254,29.17,CI091,4035,-121.471,41.959
25,2018-08-02 01:00:00,2.52,21.67,9.61,0.0,26.73,310.0,NW,33.0,159.85,0.254,27.28,CI091,4035,-121.471,41.959
26,2018-08-02 02:00:00,3.14,21.72,10.87,0.0,,305.0,NW,44.0,50.88,0.0,23.89,CI091,4035,-121.471,41.959
27,2018-08-02 03:00:00,1.95,21.78,10.6,0.0,,323.0,NW,56.0,3.39,0.0,19.67,CI091,4035,-121.471,41.959
28,2018-08-02 04:00:00,1.44,21.78,9.72,0.0,,329.0,NNW,64.0,0.0,0.0,16.61,CI091,4035,-121.471,41.959
29,2018-08-02 05:00:00,1.8,21.78,8.32,0.0,,296.0,WNW,53.0,0.0,0.0,18.11,CI091,4035,-121.471,41.959
30,2018-08-02 06:00:00,2.21,21.67,7.63,0.0,,309.0,NW,56.0,0.0,0.0,16.5,CI091,4035,-121.471,41.959
31,2018-08-02 07:00:00,2.11,21.61,7.69,0.0,,317.0,NW,61.0,0.0,0.0,15.22,CI091,4035,-121.471,41.959
32,2018-08-02 08:00:00,1.44,21.5,8.02,0.0,,339.0,NNW,73.0,0.0,0.0,12.78,CI091,4035,-121.471,41.959
33,2018-08-02 09:00:00,0.87,21.39,8.9,0.0,,160.0,SSE,88.0,0.0,0.0,10.83,CI091,4035,-121.471,41.959
34,2018-08-02 10:00:00,0.72,21.28,9.07,0.0,,150.0,SSE,89.0,0.0,0.0,10.83,CI091,4035,-121.471,41.959
35,2018-08-02 11:00:00,0.87,21.17,8.25,0.0,,140.0,SE,88.0,0.0,0.0,10.17,CI091,4035,-121.471,41.959
36,2018-08-02 12:00:00,0.87,21.0,8.14,0.0,,144.0,SE,90.0,0.85,0.0,9.72,CI091,4035,-121.471,41.959
37,2018-08-02 13:00:00,0.72,20.89,8.02,0.0,,2.0,N,94.0,31.8,0.0,8.94,CI091,4035,-121.471,41.959
38,2018-08-02 14:00:00,0.62,20.72,9.68,0.0,,42.0,NE,90.0,116.18,0.0,11.28,CI091,4035,-121.471,41.959
39,2018-08-02 15:00:00,0.87,20.61,10.05,0.0,,65.0,ENE,73.0,270.51,0.254,14.89,CI091,4035,-121.471,41.959
40,2018-08-02 16:00:00,1.13,20.5,9.98,0.0,,315.0,NW,59.0,431.21,0.254,18.17,CI091,4035,-121.471,41.959
41,2018-08-02 17:00:00,2.31,20.44,11.19,0.0,,325.0,NW,54.0,557.98,0.508,20.89,CI091,4035,-121.471,41.959
42,2018-08-02 18:00:00,2.57,20.39,10.07,0.0,,311.0,NW,43.0,715.29,0.762,23.39,CI091,4035,-121.471,41.959
43,2018-08-02 19:00:00,2.31,20.44,10.36,0.0,,333.0,NNW,39.0,789.06,0.762,25.33,CI091,4035,-121.471,41.959
44,2018-08-02 20:00:00,3.4,20.5,9.07,0.0,26.25,320.0,NW,33.0,794.15,0.762,26.67,CI091,4035,-121.471,41.959
45,2018-08-02 21:00:00,4.17,20.61,6.59,0.0,26.81,312.0,NW,26.0,757.26,0.762,27.83,CI091,4035,-121.471,41.959
46,2018-08-02 22:00:00,4.58,20.78,4.86,0.0,27.23,323.0,NW,22.0,677.55,0.762,28.61,CI091,4035,-121.471,41.959
47,2018-08-02 23:00:00,5.3,20.89,5.25,0.0,27.06,323.0,NW,23.0,544.84,0.508,28.33,CI091,4035,-121.471,41.959
48,2018-08-03 00:00:00,4.89,21.0,5.55,0.0,26.41,328.0,NNW,25.0,390.08,0.508,27.28,CI091,4035,-121.471,41.959
49,2018-08-03 01:00:00,4.12,21.06,6.01,0.0,,318.0,NW,29.0,220.9,0.254,25.33,CI091,4035,-121.471,41.959
50,2018-08-03 02:00:00,2.21,21.11,7.19,0.0,,331.0,NNW,40.0,66.14,0.0,21.39,CI091,4035,-121.471,41.959
