,date_time,precip_accum_one_hour_set_1,precip_accum_six_hour_set_1,precip_accum_12_hour_set_1,precip_accum_24_hour_set_1,precip_accum_three_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
1,2018-08-01 01:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
2,2018-08-01 02:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
3,2018-08-01 03:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
4,2018-08-01 04:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
5,2018-08-01 05:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
6,2018-08-01 06:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
7,2018-08-01 07:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
8,2018-08-01 08:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
9,2018-08-01 09:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
10,2018-08-01 10:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
11,2018-08-01 11:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
12,2018-08-01 12:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
13,2018-08-01 13:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
14,2018-08-01 14:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
15,2018-08-01 15:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
16,2018-08-01 16:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
17,2018-08-01 17:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
18,2018-08-01 18:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
19,2018-08-01 19:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
20,2018-08-01 20:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
21,2018-08-01 21:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
22,2018-08-01 22:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
23,2018-08-01 23:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
24,2018-08-02 00:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
25,2018-08-02 01:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
26,2018-08-02 02:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
27,2018-08-02 03:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
28,2018-08-02 04:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
29,2018-08-02 05:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
30,2018-08-02 06:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
31,2018-08-02 07:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
32,2018-08-02 08:00:00,0.0,0.0,0.0,0.0,0.0,COOPFTSC1,217,-123.63,40.22
