,date_time,air_temp_low_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,air_temp_high_24_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-02 13:30:00,8.33,0.0,8.33,32.22,COOPJESC1,5400,-120.29,41.27
1,2018-08-03 13:30:00,7.22,0.0,7.22,31.11,COOPJESC1,5400,-120.29,41.27
2,2018-08-04 13:30:00,6.67,0.0,6.67,28.33,COOPJESC1,5400,-120.29,41.27
3,2018-08-05 13:30:00,6.67,0.0,7.22,28.33,COOPJESC1,5400,-120.29,41.27
4,2018-08-06 13:30:00,6.11,0.0,6.11,27.22,COOPJESC1,5400,-120.29,41.27
5,2018-08-07 13:30:00,5.56,0.0,8.89,31.67,COOPJESC1,5400,-120.29,41.27
6,2018-08-08 13:30:00,8.89,0.0,11.11,34.44,COOPJESC1,5400,-120.29,41.27
7,2018-08-09 13:30:00,11.11,0.0,12.22,35.56,COOPJESC1,5400,-120.29,41.27
8,2018-08-10 13:30:00,12.22,0.0,12.22,36.67,COOPJESC1,5400,-120.29,41.27
9,2018-08-11 13:30:00,12.22,0.0,12.22,32.78,COOPJESC1,5400,-120.29,41.27
10,2018-08-13 13:30:00,8.33,0.0,8.89,32.22,COOPJESC1,5400,-120.29,41.27
11,2018-08-14 13:30:00,8.89,0.0,9.44,32.22,COOPJESC1,5400,-120.29,41.27
