,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,cloud_layer_3_code_set_1,heat_index_set_1d,wind_direction_set_1,sea_level_pressure_set_1d,cloud_layer_1_code_set_1,weather_condition_set_1d,visibility_set_1,pressure_set_1d,metar_set_1,cloud_layer_2_code_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,date_time,ceiling_set_1,dew_point_temperature_set_1,dew_point_temperature_set_1d,metar_origin_set_1,weather_cond_code_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
91,100982.06,SE,,,27.22,140.0,100943.83,494.0,Overcast,10.0,100124.17,KCIC 030415Z AUTO 14003KT 10SM OVC049 28/10 A2982 RMK AO1,,32.54,1.54,28.0,2018-08-03 04:15:00,1493.52,10.0,10.04,1.0,,KCIC,236,-121.85795,39.79879
92,100982.06,ESE,,,27.22,110.0,100943.83,554.0,Overcast,10.0,100124.17,KCIC 030435Z AUTO 11003KT 10SM OVC055 28/10 A2982 RMK AO1,,32.54,1.54,28.0,2018-08-03 04:35:00,1676.4,10.0,10.04,1.0,,KCIC,236,-121.85795,39.79879
93,101015.92,ENE,,,27.12,70.0,100977.68,554.0,Overcast,10.0,100157.74,KCIC 030455Z AUTO 07004KT 10SM OVC055 28/09 A2983 RMK AO1,,30.43,2.06,28.0,2018-08-03 04:55:00,1676.4,9.0,9.04,1.0,,KCIC,236,-121.85795,39.79879
94,101015.92,N,,,27.12,0.0,100977.68,554.0,Overcast,10.0,100157.74,KCIC 030515Z AUTO 00000KT 10SM OVC055 28/09 A2983 RMK AO1,,30.43,0.0,28.0,2018-08-03 05:15:00,1676.4,9.0,9.04,1.0,,KCIC,236,-121.85795,39.79879
95,101049.79,N,,,26.66,0.0,101014.27,554.0,Overcast,10.0,100191.32,KCIC 030535Z AUTO 00000KT 10SM OVC055 27/10 A2984 RMK AO1,,34.5,0.0,27.0,2018-08-03 05:35:00,1676.4,10.0,10.02,1.0,,KCIC,236,-121.85795,39.79879
96,101049.79,WNW,,,,300.0,101019.8,554.0,Overcast,10.0,100191.32,KCIC 030555Z AUTO 30004KT 10SM OVC055 25/11 A2984 RMK AO1,,41.49,2.06,25.0,2018-08-03 05:55:00,1676.4,11.0,10.99,1.0,,KCIC,236,-121.85795,39.79879
97,101083.65,NNW,,,,330.0,101059.26,654.0,Overcast,10.0,100224.89,KCIC 030615Z AUTO 33006KT 10SM OVC065 23/12 A2985 RMK AO1,,49.97,3.09,23.0,2018-08-03 06:15:00,1981.2,12.0,11.98,1.0,,KCIC,236,-121.85795,39.79879
98,101083.65,N,,,,10.0,101053.64,654.0,Overcast,10.0,100224.89,KCIC 030635Z AUTO 01005KT 10SM OVC065 25/13 A2985 RMK AO1,,47.33,2.57,25.0,2018-08-03 06:35:00,1981.2,13.0,12.99,1.0,,KCIC,236,-121.85795,39.79879
99,101083.65,NNE,,,,20.0,101050.87,654.0,Overcast,10.0,100224.89,KCIC 030655Z AUTO 02004KT 10SM OVC065 26/12 A2985 RMK AO1,,41.78,2.06,26.0,2018-08-03 06:55:00,1981.2,12.0,12.01,1.0,,KCIC,236,-121.85795,39.79879
100,101117.52,E,,,,100.0,101087.52,654.0,Overcast,10.0,100258.48,KCIC 030715Z AUTO 10004KT 10SM OVC065 25/10 A2986 RMK AO1,,38.82,2.06,25.0,2018-08-03 07:15:00,1981.2,10.0,10.0,1.0,,KCIC,236,-121.85795,39.79879
101,101117.52,N,,,,0.0,101090.31,654.0,Overcast,10.0,100258.48,KCIC 030735Z AUTO 00000KT 10SM OVC065 24/13 A2986 RMK AO1,,50.25,0.0,24.0,2018-08-03 07:35:00,1981.2,13.0,12.99,1.0,,KCIC,236,-121.85795,39.79879
102,101117.52,WNW,,,,290.0,101090.31,654.0,Overcast,10.0,100258.48,KCIC 030755Z AUTO 29003KT 10SM OVC065 24/12 A2986 RMK AO1,,47.06,1.54,24.0,2018-08-03 07:55:00,1981.2,12.0,11.99,1.0,,KCIC,236,-121.85795,39.79879
103,101151.38,N,,,,0.0,101124.16,654.0,Overcast,10.0,100292.05,KCIC 030815Z AUTO 00000KT 10SM OVC065 24/12 A2987 RMK AO1,,47.06,0.0,24.0,2018-08-03 08:15:00,1981.2,12.0,11.99,1.0,,KCIC,236,-121.85795,39.79879
104,101151.38,N,,,,0.0,101124.16,754.0,Overcast,10.0,100292.05,KCIC 030835Z AUTO 00000KT 10SM OVC075 24/12 A2987 RMK AO1,,47.06,0.0,24.0,2018-08-03 08:35:00,2286.0,12.0,11.99,1.0,,KCIC,236,-121.85795,39.79879
105,101151.38,SW,,,,220.0,101124.16,754.0,Overcast,10.0,100292.05,KCIC 030855Z AUTO 22003KT 10SM OVC075 24/12 A2987 RMK AO1,,47.06,1.54,24.0,2018-08-03 08:55:00,2286.0,12.0,11.99,1.0,,KCIC,236,-121.85795,39.79879
106,101185.24,SE,,,,140.0,101158.01,754.0,Overcast,10.0,100325.62,KCIC 030915Z AUTO 14003KT 10SM OVC075 24/11 A2988 RMK AO1,,44.05,1.54,24.0,2018-08-03 09:15:00,2286.0,11.0,10.99,1.0,,KCIC,236,-121.85795,39.79879
107,101185.24,E,,,,80.0,101158.02,754.0,Overcast,10.0,100325.62,KCIC 030935Z AUTO 08005KT 10SM OVC075 24/10 A2988 RMK AO1,,41.21,2.57,24.0,2018-08-03 09:35:00,2286.0,10.0,9.99,1.0,,KCIC,236,-121.85795,39.79879
108,101185.24,E,,,,80.0,101160.84,754.0,Overcast,10.0,100325.62,KCIC 030955Z AUTO 08005KT 10SM OVC075 23/10 A2988 RMK AO1,,43.76,2.57,23.0,2018-08-03 09:55:00,2286.0,10.0,9.98,1.0,,KCIC,236,-121.85795,39.79879
109,101185.24,E,,,,90.0,101160.84,754.0,Overcast,10.0,100325.62,KCIC 031015Z AUTO 09004KT 10SM OVC075 23/10 A2988 RMK AO1,,43.76,2.06,23.0,2018-08-03 10:15:00,2286.0,10.0,9.98,1.0,,KCIC,236,-121.85795,39.79879
110,101185.24,E,,,,90.0,101160.84,754.0,Overcast,10.0,100325.62,KCIC 031035Z AUTO 09004KT 10SM OVC075 23/09 A2988 RMK AO1,,40.92,2.06,23.0,2018-08-03 10:35:00,2286.0,9.0,8.98,1.0,,KCIC,236,-121.85795,39.79879
111,101185.24,ESE,,,,110.0,101160.84,854.0,Overcast,10.0,100325.62,KCIC 031055Z AUTO 11006KT 10SM OVC085 23/09 A2988 RMK AO1,,40.92,3.09,23.0,2018-08-03 10:55:00,2590.8,9.0,8.98,1.0,,KCIC,236,-121.85795,39.79879
112,101185.24,ESE,,,,110.0,101160.85,854.0,Overcast,10.0,100325.62,KCIC 031115Z AUTO 11005KT 10SM OVC085 23/08 A2988 RMK AO1,,38.24,2.57,23.0,2018-08-03 11:15:00,2590.8,8.0,7.98,1.0,,KCIC,236,-121.85795,39.79879
113,101185.24,E,,,,100.0,101160.85,203.0,Overcast,10.0,100325.62,KCIC 031135Z AUTO 10004KT 10SM BKN020 OVC085 23/08 A2988 RMK AO1,854.0,38.24,2.06,23.0,2018-08-03 11:35:00,609.6,8.0,7.98,1.0,,KCIC,236,-121.85795,39.79879
114,101185.24,E,,,,80.0,101163.68,244.0,Overcast,10.0,100325.62,KCIC 031155Z AUTO 08003KT 10SM OVC024 22/08 A2988 RMK AO1,,40.63,1.54,22.0,2018-08-03 11:55:00,731.52,8.0,7.97,1.0,,KCIC,236,-121.85795,39.79879
115,101185.24,N,,854.0,,0.0,101163.68,196.0,Overcast,10.0,100325.62,KCIC 031215Z AUTO 00000KT 10SM FEW019 BKN026 OVC085 22/09 A2988 RMK AO1,263.0,43.48,0.0,22.0,2018-08-03 12:15:00,792.48,9.0,8.97,1.0,,KCIC,236,-121.85795,39.79879
116,101185.24,ESE,,854.0,,120.0,101169.42,192.0,Overcast,10.0,100325.62,KCIC 031235Z AUTO 12003KT 10SM SCT019 SCT026 OVC085 20/09 A2988 RMK AO1,262.0,49.15,1.54,20.0,2018-08-03 12:35:00,2590.8,9.0,8.96,1.0,,KCIC,236,-121.85795,39.79879
117,101219.11,ESE,,,,110.0,101203.28,196.0,Overcast,10.0,100359.2,KCIC 031255Z AUTO 11003KT 10SM FEW019 OVC075 20/08 A2989 RMK AO1,754.0,45.93,1.54,20.0,2018-08-03 12:55:00,2286.0,8.0,7.95,1.0,,KCIC,236,-121.85795,39.79879
118,101219.11,ESE,,754.0,,110.0,101203.29,212.0,Overcast,10.0,100359.2,KCIC 031315Z AUTO 11003KT 10SM SCT021 SCT032 OVC075 20/07 A2989 RMK AO1,322.0,42.9,1.54,20.0,2018-08-03 13:15:00,2286.0,7.0,6.95,1.0,,KCIC,236,-121.85795,39.79879
119,101286.84,N,,,,0.0,101271.01,753.0,Mostly Cloudy,10.0,100426.36,KCIC 031350Z 00000KT 10SM BKN075 20/08 A2991 RMK FU ALL QUAD FU  BKN075,,45.93,0.0,20.0,2018-08-03 13:50:00,2286.0,8.0,7.95,1.0,,KCIC,236,-121.85795,39.79879
120,101320.7,N,,,26.49,0.0,101285.09,1.0,Smoke,4.0,100459.93,KCIC 031458Z 00000KT 4SM FU SKC 27/07 A2992 RMK FU TOPS 060,,28.15,0.0,27.0,2018-08-03 14:58:00,,7.0,7.03,1.0,7.0,KCIC,236,-121.85795,39.79879
121,101388.43,SSW,,,,200.0,101363.98,1.0,Clear,9.0,100527.08,KCIC 031550Z 20004KT 9SM SKC 23/08 A2994 RMK FV 4SM FU TOPS  060,,38.24,2.06,23.0,2018-08-03 15:50:00,,8.0,7.98,1.0,,KCIC,236,-121.85795,39.79879
122,101388.43,SSW,,,,200.0,101361.16,1.0,Clear,9.0,100527.08,KCIC 031647Z 20004KT 9SM SKC 24/08 A2994 RMK FU ALQDS,,36.01,2.06,24.0,2018-08-03 16:47:00,,8.0,7.99,1.0,,KCIC,236,-121.85795,39.79879
123,101388.43,S,,,,170.0,101355.56,1.0,Clear,9.0,100527.08,KCIC 031747Z 17005KT 9SM SKC 26/09 A2994 RMK FU ALQDS,,34.21,2.57,26.0,2018-08-03 17:47:00,,9.0,9.01,1.0,,KCIC,236,-121.85795,39.79879
124,101354.56,SSE,,,27.22,160.0,101316.18,1.0,Clear,8.0,100493.5,KCIC 031853Z 16004KT 8SM SKC 28/10 A2993 RMK FU ALL QUAD,,32.54,2.06,28.0,2018-08-03 18:53:00,,10.0,10.04,1.0,,KCIC,236,-121.85795,39.79879
125,101320.7,S,,,28.68,190.0,101276.89,1.0,Clear,8.0,100459.93,KCIC 031951Z 19007KT 8SM SKC 30/10 A2992 RMK FU ALQDS,,28.99,3.6,30.0,2018-08-03 19:51:00,,10.0,10.07,1.0,,KCIC,236,-121.85795,39.79879
126,101252.97,SSW,,,30.56,200.0,101203.82,1.0,Clear,8.0,100392.78,KCIC 032050Z 20009KT 8SM SKC 32/11 A2990 RMK FU ALL QUAD,,27.66,4.63,32.0,2018-08-03 20:50:00,,11.0,11.1,1.0,,KCIC,236,-121.85795,39.79879
127,101219.11,SSE,,,31.17,150.0,101167.32,1.0,Clear,8.0,100359.2,KCIC 032147Z 15010KT 8SM SKC 33/09 A2989 RMK FU ALQDS,,22.87,5.14,33.0,2018-08-03 21:47:00,,9.0,9.14,1.0,,KCIC,236,-121.85795,39.79879
128,101151.38,SE,,,32.29,140.0,101096.99,1.0,Clear,9.0,100292.05,KCIC 032250Z 14007KT 9SM SKC 34/10 A2987 RMK FU ALQDS,,23.13,3.6,34.0,2018-08-03 22:50:00,,10.0,10.15,1.0,,KCIC,236,-121.85795,39.79879
129,101083.65,SSE,,,32.12,160.0,101029.3,1.0,Clear,9.0,100224.89,KCIC 032347Z 16007KT 9SM SKC 34/09 A2985 RMK FU ALQDS,,21.63,3.6,34.0,2018-08-03 23:47:00,,9.0,9.16,1.0,,KCIC,236,-121.85795,39.79879
130,101049.79,SSE,,,32.29,160.0,100995.45,1.0,Clear,8.0,100191.32,KCIC 040050Z 16007KT 8SM SKC 34/10 A2984 RMK FU ALQDS,,23.13,3.6,34.0,2018-08-04 00:50:00,,10.0,10.15,1.0,,KCIC,236,-121.85795,39.79879
131,101049.79,SSE,,,32.29,150.0,100995.45,1502.0,Partly Cloudy,4.0,100191.32,KCIC 040115Z 15008KT 4SM SCT150 34/10 A2984 FU HZ,,23.13,4.12,34.0,2018-08-04 01:15:00,,10.0,10.15,1.0,,KCIC,236,-121.85795,39.79879
132,101049.79,SSE,,,31.51,160.0,100998.08,1502.0,Partly Cloudy,4.0,100191.32,KCIC 040147Z 16009KT 4SM SCT150 33/11 A2984 FU HZ RMK LAST,,26.15,4.63,33.0,2018-08-04 01:47:00,,11.0,11.13,1.0,,KCIC,236,-121.85795,39.79879
133,101083.65,SSE,,,28.6,150.0,101042.63,466.0,Mostly Clear,10.0,100224.89,KCIC 040315Z AUTO 15006KT 10SM FEW046 29/14 A2985 RMK AO1,,39.96,3.09,29.0,2018-08-04 03:15:00,,14.0,14.04,1.0,,KCIC,236,-121.85795,39.79879
134,101083.65,SE,,,28.6,140.0,101042.63,443.0,Mostly Cloudy,10.0,100224.89,KCIC 040335Z AUTO 14005KT 10SM BKN044 29/14 A2985 RMK AO1,,39.96,2.57,29.0,2018-08-04 03:35:00,1341.12,14.0,14.04,1.0,,KCIC,236,-121.85795,39.79879
135,101083.65,SSE,,,27.83,150.0,101045.36,444.0,Overcast,10.0,100224.89,KCIC 040355Z AUTO 15005KT 10SM OVC044 28/14 A2985 RMK AO1,,42.34,2.57,28.0,2018-08-04 03:55:00,1341.12,14.0,14.02,1.0,,KCIC,236,-121.85795,39.79879
136,101083.65,SE,,554.0,27.83,140.0,101045.36,402.0,Overcast,10.0,100224.89,KCIC 040415Z AUTO 14004KT 10SM SCT040 BKN046 OVC055 28/14 A2985 RMK AO1,463.0,42.34,2.06,28.0,2018-08-04 04:15:00,1402.08,14.0,14.02,1.0,,KCIC,236,-121.85795,39.79879
137,101117.52,SE,,,27.12,140.0,101081.96,383.0,Overcast,10.0,100258.48,KCIC 040435Z AUTO 14004KT 10SM BKN038 OVC065 27/14 A2986 RMK AO1,654.0,44.89,2.06,27.0,2018-08-04 04:35:00,1158.24,14.0,14.01,1.0,,KCIC,236,-121.85795,39.79879
138,101117.52,E,,,26.97,90.0,101081.97,362.0,Overcast,10.0,100258.48,KCIC 040455Z AUTO 09003KT 10SM SCT036 OVC065 27/13 A2986 RMK AO1,654.0,42.06,1.54,27.0,2018-08-04 04:55:00,1981.2,13.0,13.01,1.0,,KCIC,236,-121.85795,39.79879
139,101151.38,N,,,26.71,0.0,101115.82,383.0,Overcast,10.0,100292.05,KCIC 040515Z AUTO 00000KT 10SM BKN038 OVC065 27/11 A2987 RMK AO1,654.0,36.87,0.0,27.0,2018-08-04 05:15:00,1158.24,11.0,11.02,1.0,,KCIC,236,-121.85795,39.79879
140,101117.52,NE,,,26.6,40.0,101081.98,384.0,Overcast,10.0,100258.48,KCIC 040535Z AUTO 04003KT 10SM OVC038 27/09 A2986 RMK AO1,,32.25,1.54,27.0,2018-08-04 05:35:00,1158.24,9.0,9.02,1.0,,KCIC,236,-121.85795,39.79879
141,101117.52,N,,,26.6,0.0,101081.98,403.0,Mostly Cloudy,10.0,100258.48,KCIC 040555Z AUTO 00000KT 10SM BKN040 BKN048 27/09 A2986 RMK AO1,483.0,32.25,0.0,27.0,2018-08-04 05:55:00,1219.2,9.0,9.02,1.0,,KCIC,236,-121.85795,39.79879
142,101117.52,N,,,,0.0,101084.75,404.0,Overcast,10.0,100258.48,KCIC 040615Z AUTO 00000KT 10SM OVC040 26/09 A2986 RMK AO1,,34.21,0.0,26.0,2018-08-04 06:15:00,1219.2,9.0,9.01,1.0,,KCIC,236,-121.85795,39.79879
143,101151.38,N,,,,350.0,101126.99,443.0,Mostly Cloudy,10.0,100292.05,KCIC 040635Z AUTO 35006KT 10SM BKN044 BKN050 23/10 A2987 RMK AO1,503.0,43.76,3.09,23.0,2018-08-04 06:35:00,1341.12,10.0,9.98,1.0,,KCIC,236,-121.85795,39.79879
144,101151.38,N,,,,10.0,101121.38,483.0,Mostly Cloudy,10.0,100292.05,KCIC 040655Z AUTO 01005KT 10SM BKN048 25/08 A2987 RMK AO1,,33.92,2.57,25.0,2018-08-04 06:55:00,1463.04,8.0,8.0,1.0,,KCIC,236,-121.85795,39.79879
145,101151.38,NE,,,,40.0,101121.38,483.0,Mostly Cloudy,10.0,100292.05,KCIC 040715Z AUTO 04005KT 10SM BKN048 25/08 A2987 RMK AO1,,33.92,2.57,25.0,2018-08-04 07:15:00,1463.04,8.0,8.0,1.0,,KCIC,236,-121.85795,39.79879
146,101151.38,NE,,,,50.0,101121.38,483.0,Mostly Cloudy,10.0,100292.05,KCIC 040735Z AUTO 05006KT 10SM BKN048 BKN050 25/07 A2987 RMK AO1,503.0,31.68,3.09,25.0,2018-08-04 07:35:00,1463.04,7.0,7.0,1.0,,KCIC,236,-121.85795,39.79879
147,101117.52,NE,,,,40.0,101084.75,503.0,Mostly Cloudy,10.0,100258.48,KCIC 040755Z AUTO 04008KT 10SM BKN050 26/06 A2986 RMK AO1,,27.87,4.12,26.0,2018-08-04 07:55:00,1524.0,6.0,6.01,1.0,,KCIC,236,-121.85795,39.79879
148,101117.52,NE,,,,50.0,101087.53,456.0,Partly Cloudy,10.0,100258.48,KCIC 040815Z AUTO 05006KT 10SM FEW045 SCT050 25/06 A2986 RMK AO1,502.0,29.57,3.09,25.0,2018-08-04 08:15:00,,6.0,6.0,1.0,,KCIC,236,-121.85795,39.79879
149,101117.52,N,,,,0.0,101087.53,506.0,Mostly Clear,10.0,100258.48,KCIC 040835Z AUTO 00000KT 10SM FEW050 25/06 A2986 RMK AO1,,29.57,0.0,25.0,2018-08-04 08:35:00,,6.0,6.0,1.0,,KCIC,236,-121.85795,39.79879
150,101117.52,NE,,,,50.0,101087.53,1.0,Clear,10.0,100258.48,KCIC 040855Z AUTO 05006KT 10SM CLR 25/06 A2986 RMK AO1,,29.57,3.09,25.0,2018-08-04 08:55:00,,6.0,6.0,1.0,,KCIC,236,-121.85795,39.79879
151,101117.52,NE,,,,50.0,101087.54,1.0,Clear,10.0,100258.48,KCIC 040915Z AUTO 05005KT 10SM CLR 25/05 A2986 RMK AO1,,27.59,2.57,25.0,2018-08-04 09:15:00,,5.0,5.0,1.0,,KCIC,236,-121.85795,39.79879
152,101117.52,N,,,,0.0,101087.54,1.0,Clear,10.0,100258.48,KCIC 040935Z AUTO 00000KT 10SM CLR 25/05 A2986 RMK AO1,,27.59,0.0,25.0,2018-08-04 09:35:00,,5.0,5.0,1.0,,KCIC,236,-121.85795,39.79879
153,101151.38,NE,,,,40.0,101124.19,503.0,Mostly Cloudy,10.0,100292.05,KCIC 040955Z AUTO 04004KT 10SM BKN050 24/05 A2987 RMK AO1,,29.29,2.06,24.0,2018-08-04 09:55:00,1524.0,5.0,4.99,1.0,,KCIC,236,-121.85795,39.79879
154,101117.52,NE,,,,50.0,101087.54,483.0,Overcast,10.0,100258.48,KCIC 041015Z AUTO 05006KT 10SM BKN048 OVC050 25/05 A2986 RMK AO1,504.0,27.59,3.09,25.0,2018-08-04 10:15:00,1463.04,5.0,5.0,1.0,,KCIC,236,-121.85795,39.79879
155,101151.38,W,,,,280.0,101129.83,504.0,Overcast,10.0,100292.05,KCIC 041035Z AUTO 28003KT 10SM OVC050 22/08 A2987 RMK AO1,,40.63,1.54,22.0,2018-08-04 10:35:00,1524.0,8.0,7.97,1.0,,KCIC,236,-121.85795,39.79879
156,101151.38,NNW,,,,330.0,101135.57,504.0,Overcast,10.0,100292.05,KCIC 041055Z AUTO 33003KT 10SM OVC050 20/08 A2987 RMK AO1,,45.93,1.54,20.0,2018-08-04 10:55:00,1524.0,8.0,7.95,1.0,,KCIC,236,-121.85795,39.79879
157,101151.38,N,,,,0.0,101129.84,504.0,Overcast,10.0,100292.05,KCIC 041115Z AUTO 00000KT 10SM OVC050 22/05 A2987 RMK AO1,,33.05,0.0,22.0,2018-08-04 11:15:00,1524.0,5.0,4.97,1.0,,KCIC,236,-121.85795,39.79879
158,101117.52,NE,,,,40.0,101095.99,182.0,Overcast,10.0,100258.48,KCIC 041135Z AUTO 04003KT 10SM SCT018 OVC050 22/05 A2986 RMK AO1,504.0,33.05,1.54,22.0,2018-08-04 11:35:00,1524.0,5.0,4.97,1.0,,KCIC,236,-121.85795,39.79879
159,101117.52,N,,504.0,,0.0,101101.72,183.0,Overcast,10.0,100258.48,KCIC 041155Z AUTO 00000KT 10SM BKN018 BKN044 OVC050 20/07 A2986 RMK AO1,443.0,42.9,0.0,20.0,2018-08-04 11:55:00,548.64,7.0,6.95,1.0,,KCIC,236,-121.85795,39.79879
160,101117.52,N,,464.0,,0.0,101101.72,166.0,Overcast,10.0,100258.48,KCIC 041215Z AUTO 00000KT 10SM FEW016 FEW021 OVC046 20/08 A2986 RMK AO1,216.0,45.93,0.0,20.0,2018-08-04 12:15:00,1402.08,8.0,7.95,1.0,,KCIC,236,-121.85795,39.79879
161,101151.38,N,,483.0,,0.0,101138.47,182.0,Mostly Cloudy,10.0,100292.05,KCIC 041235Z AUTO 00000KT 10SM SCT018 SCT028 BKN048 19/08 A2987 RMK AO1,282.0,48.87,0.0,19.0,2018-08-04 12:35:00,1463.04,8.0,7.95,1.0,,KCIC,236,-121.85795,39.79879
162,101151.38,N,,,,0.0,101135.57,186.0,Overcast,10.0,100292.05,KCIC 041255Z AUTO 00000KT 10SM FEW018 OVC030 20/07 A2987 RMK AO1,304.0,42.9,0.0,20.0,2018-08-04 12:55:00,914.4,7.0,6.95,1.0,,KCIC,236,-121.85795,39.79879
163,101151.38,N,,,,0.0,101135.58,304.0,Overcast,10.0,100292.05,KCIC 041315Z AUTO 00000KT 10SM OVC030 20/06 A2987 RMK AO1,,40.05,0.0,20.0,2018-08-04 13:15:00,914.4,6.0,5.95,1.0,,KCIC,236,-121.85795,39.79879
164,101219.11,N,,,,0.0,101209.1,346.0,Mostly Clear,8.0,100359.2,KCIC 041358Z 00000KT 8SM FEW034 18/08 A2989 FU,,52.03,0.0,18.0,2018-08-04 13:58:00,,8.0,7.95,1.0,,KCIC,236,-121.85795,39.79879
165,101219.11,N,,,,0.0,101203.29,1802.0,Partly Cloudy,9.0,100359.2,KCIC 041454Z 00000KT 9SM SCT180 20/05 A2989 RMK FU ALQDS,,37.36,0.0,20.0,2018-08-04 14:54:00,,5.0,4.95,1.0,,KCIC,236,-121.85795,39.79879
166,101252.97,N,,,,0.0,101228.58,1.0,Clear,9.0,100392.78,KCIC 041558Z 00000KT 9SM SKC 23/04 A2990 RMK FU ALQDS. LAYER  REPORTED BETWEEN 1000-4000MSL WITH REDUCED VISIBILITY,,29.0,0.0,23.0,2018-08-04 15:58:00,,4.0,3.98,1.0,,KCIC,236,-121.85795,39.79879
167,101219.11,N,,,26.31,0.0,101183.55,1.0,Clear,9.0,100359.2,KCIC 041650Z 00000KT 9SM SKC 27/03 A2989 RMK FU ALQDS,,21.3,0.0,27.0,2018-08-04 16:50:00,,3.0,3.04,1.0,,KCIC,236,-121.85795,39.79879
168,101185.24,N,,,27.47,0.0,101144.22,1.0,"Smoke,Haze",8.0,100325.62,KCIC 041749Z 00000KT 8SM FUHZ SKC 29/04 A2988 RMK FU ALQDS.  REPORTED TOPS OF SMOKE LAYER 9500MSL. VIS WITHIN LAYER  REPORTED 5 TO 7SM.,,20.35,0.0,29.0,2018-08-04 17:49:00,,4.0,4.08,1.0,487.0,KCIC,236,-121.85795,39.79879
169,101151.38,N,,,28.98,0.0,101104.98,1.0,"Smoke,Haze",4.0,100292.05,KCIC 041848Z 00000KT 4SM FUHZ SKC 31/03 A2987 RMK FU ALQDS.  REPORTED TOPS OF SMOKE LAYER 9500MSL. VIS WITHIN LAYER  REPORTED 4 1/2SM.,,16.91,0.0,31.0,2018-08-04 18:48:00,,3.0,3.13,1.0,487.0,KCIC,236,-121.85795,39.79879
170,101083.65,S,,,31.53,190.0,101029.31,1.0,"Smoke,Haze",3.5,100224.89,KCIC 041954Z 19006KT 3 1/2SM FUHZ SKC 34/02 A2985 RMK FU  ALQDS.,,13.31,3.09,34.0,2018-08-04 19:54:00,,2.0,2.23,1.0,487.0,KCIC,236,-121.85795,39.79879
171,101049.79,S,,,31.57,180.0,100995.47,1.0,"Smoke,Haze",4.0,100191.32,KCIC 042050Z 18008KT 4SM FUHZ SKC 34/03 A2984 RMK FU ALQDS,,14.29,4.12,34.0,2018-08-04 20:50:00,,3.0,3.21,1.0,487.0,KCIC,236,-121.85795,39.79879
172,101015.92,SSE,,,31.29,150.0,100961.63,1502.0,"Smoke,Haze",3.0,100157.74,KCIC 042158Z 15012KT 3SM FUHZ SCT150 34/00 A2983 RMK FU ALQDS,,11.52,6.17,34.0,2018-08-04 21:58:00,,0.0,0.24,1.0,487.0,KCIC,236,-121.85795,39.79879
173,100948.2,SE,8.23,,31.42,140.0,100893.94,1502.0,"Smoke,Haze",4.0,100090.59,KCIC 042247Z 14009G16KT 4SM FUHZ SCT150 34/01 A2981 RMK FU  ALQDS,,12.38,4.63,34.0,2018-08-04 22:47:00,,1.0,1.23,1.0,487.0,KCIC,236,-121.85795,39.79879
174,100914.33,SSE,,,32.07,150.0,100857.48,1502.0,"Smoke,Haze",4.0,100057.01,KCIC 042347Z 15016KT 4SM FUHZ SCT150 35/00 A2980 RMK FU ALQDS,,10.9,8.23,35.0,2018-08-04 23:47:00,,0.0,0.28,1.0,487.0,KCIC,236,-121.85795,39.79879
175,100880.47,SSE,,,30.78,150.0,100828.87,1502.0,"Smoke,Haze",3.0,100023.44,KCIC 050047Z 15013KT 3SM FUHZ SCT150 33/05 A2979 RMK FU ALQDS,,17.39,6.69,33.0,2018-08-05 00:47:00,,5.0,5.17,1.0,487.0,KCIC,236,-121.85795,39.79879
176,100846.6,SE,,,30.94,130.0,100795.02,1502.0,"Smoke,Haze",3.0,99989.86,KCIC 050147Z 13009KT 3SM FUHZ SCT150 33/07 A2978 RMK LAST,,19.96,4.63,33.0,2018-08-05 01:47:00,,7.0,7.15,1.0,487.0,KCIC,236,-121.85795,39.79879
177,100880.47,E,,,29.85,90.0,100831.52,1.0,Clear,10.0,100023.44,KCIC 050315Z AUTO 09003KT 10SM CLR 32/04 A2979 RMK AO1,,17.15,1.54,32.0,2018-08-05 03:15:00,,4.0,4.15,1.0,,KCIC,236,-121.85795,39.79879
178,100880.47,N,,,28.98,0.0,100834.19,372.0,Partly Cloudy,10.0,100023.44,KCIC 050335Z AUTO 00000KT 10SM SCT037 31/03 A2979 RMK AO1,,16.91,0.0,31.0,2018-08-05 03:35:00,,3.0,3.13,1.0,,KCIC,236,-121.85795,39.79879
179,100880.47,N,,,28.18,0.0,100836.87,303.0,Mostly Cloudy,10.0,100023.44,KCIC 050355Z AUTO 00000KT 10SM BKN030 BKN037 30/03 A2979 RMK AO1,373.0,17.91,0.0,30.0,2018-08-05 03:55:00,914.4,3.0,3.11,1.0,,KCIC,236,-121.85795,39.79879
180,100914.33,NE,,,28.18,50.0,100870.72,283.0,Overcast,10.0,100057.01,KCIC 050415Z AUTO 05003KT 10SM BKN028 OVC046 30/03 A2980 RMK AO1,464.0,17.91,1.54,30.0,2018-08-05 04:15:00,853.44,3.0,3.11,1.0,,KCIC,236,-121.85795,39.79879
181,100948.2,NE,,,27.44,50.0,100907.27,302.0,Overcast,10.0,100090.59,KCIC 050435Z AUTO 05005KT 10SM SCT030 OVC046 29/03 A2981 RMK AO1,464.0,18.97,2.57,29.0,2018-08-05 04:35:00,1402.08,3.0,3.09,1.0,,KCIC,236,-121.85795,39.79879
