,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,cloud_layer_3_code_set_1,sea_level_pressure_set_1,ceiling_set_1,sea_level_pressure_set_1d,cloud_layer_1_code_set_1,weather_condition_set_1d,air_temp_low_6_hour_set_1,air_temp_high_24_hour_set_1,precip_accum_one_hour_set_1,pressure_set_1d,pressure_tendency_set_1,metar_set_1,cloud_layer_2_code_set_1,relative_humidity_set_1,wind_speed_set_1,precip_accum_24_hour_set_1,precip_accum_three_hour_set_1,air_temp_set_1,air_temp_high_6_hour_set_1,date_time,dew_point_temperature_set_1d,visibility_set_1,dew_point_temperature_set_1,air_temp_low_24_hour_set_1,precip_accum_six_hour_set_1,metar_origin_set_1,weather_cond_code_set_1,wind_direction_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
1483,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060745Z AUTO 00000KT 6SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 07:45:00,12.0,6.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1484,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060750Z AUTO 00000KT 4SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 07:50:00,12.0,4.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1485,101896.38,N,,,,60.96,101902.54,24.0,Mist,,,,100217.45,,METAR KBOK 060755Z AUTO 00000KT 4SM BR OVC002 13/12 A3009,,93.65,0.0,,,13.0,,2018-08-06 07:55:00,11.99,4.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1486,101896.38,N,,,102030.0,60.96,101903.73,24.0,Mist,,17.8,0.025,100217.45,,KBOK 060756Z AUTO 00000KT 4SM BR OVC002 13/12 A3009 RMK AO2 RAE21  SLP203 P0000 T01280122 401780122,,96.14,0.0,,,12.8,,2018-08-06 07:56:00,12.19,4.0,12.2,12.2,,1.0,31.0,0.0,KBOK,459,-124.29000,42.07444
1487,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060800Z AUTO 00000KT 3SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:00:00,12.0,3.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1488,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060805Z AUTO 00000KT 3 1/2SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:05:00,12.0,3.5,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1489,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060810Z AUTO 00000KT 3 1/2SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:10:00,12.0,3.5,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1490,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060815Z AUTO 00000KT 3SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:15:00,12.0,3.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1491,101930.25,N,,,,60.96,101942.36,24.0,Mist,,,,100250.76,,METAR KBOK 060820Z AUTO 00000KT 3SM BR OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 08:20:00,12.0,3.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1492,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060825Z AUTO 00000KT 2 1/2SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:25:00,12.0,2.5,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1493,101896.38,NE,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,KBOK 060829Z AUTO 05003KT 1 3/4SM BR OVC002 12/12 A3009 RMK AO2  VIS 1V4,,100.0,1.54,,,12.0,,2018-08-06 08:29:00,12.0,1.75,12.0,,,1.0,31.0,50.0,KBOK,459,-124.29000,42.07444
1494,101896.38,NE,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060830Z AUTO 05003KT 1 1/2SM BR OVC002 12/12 A3009,,100.0,1.54,,,12.0,,2018-08-06 08:30:00,12.0,1.5,,,,,31.0,50.0,KBOK,459,-124.29000,42.07444
1495,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060835Z AUTO 00000KT 1 1/4SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:35:00,12.0,1.25,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1496,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060840Z AUTO 00000KT 1 1/4SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:40:00,12.0,1.25,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1497,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060845Z AUTO 00000KT 1 1/4SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:45:00,12.0,1.25,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1498,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060850Z AUTO 00000KT 1 3/4SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 08:50:00,12.0,1.75,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1499,101896.38,N,,,102050.0,60.96,101907.3,24.0,Mist,,,,100217.45,3005.0,KBOK 060856Z AUTO 00000KT 1 3/4SM BR OVC002 12/12 A3009 RMK AO2  SLP205 60000 T01220117 53005,,96.76,0.0,,0.025,12.2,,2018-08-06 08:56:00,11.69,1.75,11.7,,,1.0,31.0,0.0,KBOK,459,-124.29000,42.07444
1500,101930.25,N,,,,60.96,101942.36,24.0,Mist,,,,100250.76,,METAR KBOK 060900Z AUTO 00000KT 1 1/2SM BR OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 09:00:00,12.0,1.5,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1501,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,KBOK 060906Z AUTO 00000KT 3SM BR OVC002 12/12 A3009 RMK AO2,,100.0,0.0,,,12.0,,2018-08-06 09:06:00,12.0,3.0,12.0,,,1.0,31.0,0.0,KBOK,459,-124.29000,42.07444
1502,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060910Z AUTO 00000KT 5SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 09:10:00,12.0,5.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1503,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060915Z AUTO 00000KT 4SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 09:15:00,12.0,4.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1504,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060920Z AUTO 00000KT 3SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 09:20:00,12.0,3.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1505,101896.38,ESE,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,KBOK 060923Z AUTO 12003KT 1 3/4SM BR OVC002 12/12 A3009 RMK AO2  VIS 3/4V5,,100.0,1.54,,,12.0,,2018-08-06 09:23:00,12.0,1.75,12.0,,,1.0,31.0,120.0,KBOK,459,-124.29000,42.07444
1506,101896.38,ESE,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 060930Z AUTO 12005KT 3/4SM BR OVC002 12/12 A3009 RMK AO2,,100.0,2.57,,,12.0,,2018-08-06 09:30:00,12.0,0.75,12.0,,,1.0,31.0,120.0,KBOK,459,-124.29000,42.07444
1507,101896.38,SSE,,,,60.96,101908.49,24.0,"Light Rain,Mist",,,,100217.45,,METAR KBOK 060935Z AUTO 16003KT 3/4SM -RA BR OVC002 12/12 A3009,,100.0,1.54,,,12.0,,2018-08-06 09:35:00,12.0,0.75,,,,,2493.0,160.0,KBOK,459,-124.29000,42.07444
1508,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Mist",,,,100217.45,,METAR KBOK 060945Z AUTO 00000KT 1SM -RA BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 09:45:00,12.0,1.0,,,,,2493.0,0.0,KBOK,459,-124.29000,42.07444
1509,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Mist",,,0.025,100217.45,,KBOK 060947Z AUTO 00000KT 1 1/4SM -RA BR OVC002 12/12 A3009 RMK AO2 RAB31 P0000,,100.0,0.0,,,12.0,,2018-08-06 09:47:00,12.0,1.25,12.0,,,1.0,2493.0,0.0,KBOK,459,-124.29000,42.07444
1510,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Mist",,,,100217.45,,METAR KBOK 060950Z AUTO 00000KT 1 1/4SM -RA BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 09:50:00,12.0,1.25,,,,,2493.0,0.0,KBOK,459,-124.29000,42.07444
1511,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Mist",,,,100217.45,,METAR KBOK 060955Z AUTO 00000KT 1SM -RA BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 09:55:00,12.0,1.0,,,,,2493.0,0.0,KBOK,459,-124.29000,42.07444
1512,101896.38,N,,,102030.0,60.96,101907.3,24.0,"Light Rain,Mist",,,0.025,100217.45,,KBOK 060956Z AUTO 00000KT 1SM -RA BR OVC002 12/12 A3009 RMK AO2  VIS 3/4V2 RAB31 SLP203 P0000 T01220117,,96.76,0.0,,,12.2,,2018-08-06 09:56:00,11.69,1.0,11.7,,,1.0,2493.0,0.0,KBOK,459,-124.29000,42.07444
1513,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Mist",,,,100217.45,,METAR KBOK 061005Z AUTO 00000KT 3/4SM -RA BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 10:05:00,12.0,0.75,,,,,2493.0,0.0,KBOK,459,-124.29000,42.07444
1514,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Fog",,,0.025,100217.45,,KBOK 061008Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3009 RMK AO2  P0000,,100.0,0.0,,,12.0,,2018-08-06 10:08:00,12.0,0.5,12.0,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
1515,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Fog",,,,100217.45,,METAR KBOK 061015Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 10:15:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1516,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Fog",,,,100217.45,,METAR KBOK 061020Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 10:20:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1517,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Mist",,,0.025,100217.45,,KBOK 061027Z AUTO 00000KT 1SM -RA BR OVC002 12/12 A3009 RMK AO2  P0000,,100.0,0.0,,,12.0,,2018-08-06 10:27:00,12.0,1.0,12.0,,,1.0,2493.0,0.0,KBOK,459,-124.29000,42.07444
1518,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Mist",,,,100217.45,,METAR KBOK 061030Z AUTO 00000KT 1 1/2SM -RA BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 10:30:00,12.0,1.5,,,,,2493.0,0.0,KBOK,459,-124.29000,42.07444
1519,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 061040Z AUTO 00000KT 1SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 10:40:00,12.0,1.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1520,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 061045Z AUTO 00000KT 1 1/4SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 10:45:00,12.0,1.25,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1521,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 061050Z AUTO 00000KT 1 1/2SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 10:50:00,12.0,1.5,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1522,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,0.025,100217.45,,KBOK 061052Z AUTO 00000KT 1 1/4SM BR OVC002 12/12 A3009 RMK AO2  RAE34 P0000,,100.0,0.0,,,12.0,,2018-08-06 10:52:00,12.0,1.25,12.0,,,1.0,31.0,0.0,KBOK,459,-124.29000,42.07444
1523,101896.38,N,,,,60.96,101908.49,24.0,Mist,,,,100217.45,,METAR KBOK 061055Z AUTO 00000KT 1SM BR OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 10:55:00,12.0,1.0,,,,,31.0,0.0,KBOK,459,-124.29000,42.07444
1524,101896.38,N,,,102040.0,60.96,101907.3,24.0,Mist,,,0.025,100217.45,,KBOK 061056Z AUTO 00000KT 1SM BR OVC002 12/12 A3009 RMK AO2 VIS  1/2V2 1/2 RAE34 SLP204 P0000 T01220117,,96.76,0.0,,,12.2,,2018-08-06 10:56:00,11.69,1.0,11.7,,,1.0,31.0,0.0,KBOK,459,-124.29000,42.07444
1525,101896.38,N,,,,60.96,101908.49,24.0,Fog,,,,100217.45,,KBOK 061100Z AUTO 00000KT 1/2SM FG OVC002 12/12 A3009 RMK AO2,,100.0,0.0,,,12.0,,2018-08-06 11:00:00,12.0,0.5,12.0,,,1.0,9.0,0.0,KBOK,459,-124.29000,42.07444
1526,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Fog",,,,100217.45,,METAR KBOK 061105Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 11:05:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1527,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Fog",,,,100217.45,,METAR KBOK 061110Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 11:10:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1528,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Fog",,,,100217.45,,METAR KBOK 061115Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 11:15:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1529,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Fog",,,,100217.45,,METAR KBOK 061120Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 11:20:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1530,101896.38,N,,,,60.96,101908.49,24.0,"Light Rain,Fog",,,,100217.45,,METAR KBOK 061125Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3009,,100.0,0.0,,,12.0,,2018-08-06 11:25:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1531,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061130Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 11:30:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1532,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061135Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 11:35:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1533,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061140Z AUTO 00000KT -RA FG OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 11:40:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1534,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,0.025,100250.76,,KBOK 061142Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3010 RMK AO2  RAB02 P0000,,100.0,0.0,,,12.0,,2018-08-06 11:42:00,12.0,0.25,12.0,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
1535,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061145Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 11:45:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1536,101930.25,W,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061150Z AUTO 28003KT -RA FG OVC002 12/12 A3010,,100.0,1.54,,,12.0,,2018-08-06 11:50:00,12.0,0.24,,,,,733.0,280.0,KBOK,459,-124.29000,42.07444
1537,101930.25,W,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061155Z AUTO 28004KT -RA FG OVC002 12/12 A3010,,100.0,2.06,,,12.0,,2018-08-06 11:55:00,12.0,0.24,,,,,733.0,280.0,KBOK,459,-124.29000,42.07444
1538,101930.25,W,,,102070.0,60.96,101941.17,24.0,"Light Rain,Fog",12.2,,0.025,100250.76,3004.0,KBOK 061156Z AUTO 28004KT 1/4SM -RA FG OVC002 12/12 A3010 RMK AO2  RAB02 SLP207 P0000 60000 T01220117 10128 20122 53004,,96.76,2.06,,,12.2,12.8,2018-08-06 11:56:00,11.69,0.25,11.7,,0.025,1.0,733.0,280.0,KBOK,459,-124.29000,42.07444
1539,101930.25,W,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061200Z AUTO 27003KT -RA FG OVC002 12/12 A3010,,100.0,1.54,,,12.0,,2018-08-06 12:00:00,12.0,0.24,,,,,733.0,270.0,KBOK,459,-124.29000,42.07444
1540,101930.25,NNW,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061205Z AUTO 33004KT 1/4SM -RA FG OVC002 12/12 A3010,,100.0,2.06,,,12.0,,2018-08-06 12:05:00,12.0,0.25,,,,,733.0,330.0,KBOK,459,-124.29000,42.07444
1541,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061210Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 12:10:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1542,101930.25,NNW,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061215Z AUTO 34003KT 1/4SM -RA FG OVC002 12/12 A3010,,100.0,1.54,,,12.0,,2018-08-06 12:15:00,12.0,0.25,,,,,733.0,340.0,KBOK,459,-124.29000,42.07444
1543,101930.25,W,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061220Z AUTO 28003KT 1/2SM -RA FG OVC002 12/12 A3010,,100.0,1.54,,,12.0,,2018-08-06 12:20:00,12.0,0.5,,,,,733.0,280.0,KBOK,459,-124.29000,42.07444
1544,101930.25,NW,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061225Z AUTO 32003KT 1/2SM -RA FG OVC002 12/12 A3010,,100.0,1.54,,,12.0,,2018-08-06 12:25:00,12.0,0.5,,,,,733.0,320.0,KBOK,459,-124.29000,42.07444
1545,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,0.025,100250.76,,METAR KBOK 061230Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3010 RMK AO2  P0000,,100.0,0.0,,,12.0,,2018-08-06 12:30:00,12.0,0.5,12.0,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
1546,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061235Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 12:35:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1547,101930.25,N,,,,60.96,101942.37,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061245Z AUTO 00000KT 1/2SM -RA FG OVC002 12/11 A3010,,93.6,0.0,,,12.0,,2018-08-06 12:45:00,10.99,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1548,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061250Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 12:50:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1549,101930.25,N,,,,60.96,101942.36,24.0,"Light Rain,Fog",,,,100250.76,,METAR KBOK 061255Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3010,,100.0,0.0,,,12.0,,2018-08-06 12:55:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1550,101930.25,N,,,102080.0,60.96,101944.16,24.0,"Light Rain,Fog",,,0.025,100250.76,,KBOK 061256Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3010 RMK AO2  SLP208 P0000 T01170117,,100.0,0.0,,,11.7,,2018-08-06 12:56:00,11.7,0.5,11.7,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
1551,101964.11,N,,,,60.96,101976.23,24.0,"Light Rain,Fog",,,,100284.07,,METAR KBOK 061300Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3011,,100.0,0.0,,,12.0,,2018-08-06 13:00:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1552,101964.11,N,,,,60.96,101976.24,24.0,"Light Rain,Mist",,,,100284.07,,METAR KBOK 061305Z AUTO 00000KT 3/4SM -RA BR OVC002 12/11 A3011,,93.6,0.0,,,12.0,,2018-08-06 13:05:00,10.99,0.75,,,,,2493.0,0.0,KBOK,459,-124.29000,42.07444
1553,101964.11,W,,,,60.96,101976.24,24.0,"Light Rain,Fog",,,,100284.07,,METAR KBOK 061310Z AUTO 28003KT 1/2SM -RA FG OVC002 12/11 A3011,,93.6,1.54,,,12.0,,2018-08-06 13:10:00,10.99,0.5,,,,,733.0,280.0,KBOK,459,-124.29000,42.07444
1554,101964.11,N,,,,60.96,101976.24,24.0,"Light Rain,Fog",,,,100284.07,,METAR KBOK 061315Z AUTO 00000KT 1/2SM -RA FG OVC002 12/11 A3011,,93.6,0.0,,,12.0,,2018-08-06 13:15:00,10.99,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1555,101964.11,NNW,,,,60.96,101982.24,24.0,"Light Rain,Fog",,,,100284.07,,METAR KBOK 061320Z AUTO 33003KT 1/2SM -RA FG OVC002 11/11 A3011,,100.0,1.54,,,11.0,,2018-08-06 13:20:00,11.0,0.5,,,,,733.0,330.0,KBOK,459,-124.29000,42.07444
1556,101964.11,NW,,,,60.96,101982.24,24.0,"Light Rain,Fog",,,,100284.07,,METAR KBOK 061325Z AUTO 31003KT 1/2SM -RA FG OVC002 11/11 A3011,,100.0,1.54,,,11.0,,2018-08-06 13:25:00,11.0,0.5,,,,,733.0,310.0,KBOK,459,-124.29000,42.07444
1557,101997.98,WNW,,,,60.96,102016.11,24.0,"Light Rain,Fog",,,,100317.38,,METAR KBOK 061335Z AUTO 30003KT 1/4SM -RA FG OVC002 11/11 A3012,,100.0,1.54,,,11.0,,2018-08-06 13:35:00,11.0,0.25,,,,,733.0,300.0,KBOK,459,-124.29000,42.07444
1558,101997.98,NW,,,,60.96,102016.11,24.0,"Light Rain,Fog",,,0.025,100317.38,,METAR KBOK 061340Z AUTO 31003KT 1/4SM -RA FG OVC002 11/11 A3012 RMK AO2  P0000,,100.0,1.54,,,11.0,,2018-08-06 13:40:00,11.0,0.25,11.0,,,1.0,733.0,310.0,KBOK,459,-124.29000,42.07444
1559,101997.98,WNW,,,,60.96,102016.11,24.0,"Light Rain,Fog",,,,100317.38,,METAR KBOK 061355Z AUTO 30003KT 1/4SM -RA FG OVC002 11/11 A3012,,100.0,1.54,,,11.0,,2018-08-06 13:55:00,11.0,0.25,,,,,733.0,300.0,KBOK,459,-124.29000,42.07444
1560,101997.98,N,,,102130.0,60.96,102015.51,24.0,"Light Rain,Fog",,,0.025,100317.38,,KBOK 061356Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A3012 RMK AO2  SLP213 P0000 T01110111,,100.0,0.0,,,11.1,,2018-08-06 13:56:00,11.1,0.25,11.1,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
1561,101997.98,N,,,,60.96,102016.11,24.0,"Light Rain,Fog",,,,100317.38,,METAR KBOK 061400Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A3012,,100.0,0.0,,,11.0,,2018-08-06 14:00:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1562,101997.98,N,,,,60.96,102016.11,24.0,"Light Rain,Fog",,,,100317.38,,METAR KBOK 061405Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A3012,,100.0,0.0,,,11.0,,2018-08-06 14:05:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1563,101997.98,E,,,,60.96,102010.11,24.0,"Light Rain,Fog",,,,100317.38,,METAR KBOK 061410Z AUTO 10003KT 1/4SM -RA FG OVC002 12/11 A3012,,93.6,1.54,,,12.0,,2018-08-06 14:10:00,10.99,0.25,,,,,733.0,100.0,KBOK,459,-124.29000,42.07444
1564,101997.98,N,,,,60.96,102016.11,24.0,"Light Rain,Fog",,,,100317.38,,METAR KBOK 061415Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A3012,,100.0,0.0,,,11.0,,2018-08-06 14:15:00,11.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
1565,101997.98,ESE,,,,60.96,102010.11,24.0,"Light Rain,Fog",,,,100317.38,,METAR KBOK 061420Z AUTO 12003KT 1/4SM -RA FG OVC002 12/11 A3012,,93.6,1.54,,,12.0,,2018-08-06 14:20:00,10.99,0.25,,,,,733.0,120.0,KBOK,459,-124.29000,42.07444
1566,102031.84,N,,,,60.96,102049.98,24.0,"Light Rain,Fog",,,,100350.68,,METAR KBOK 061430Z AUTO 00000KT -RA FG OVC002 11/11 A3013,,100.0,0.0,,,11.0,,2018-08-06 14:30:00,11.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
