,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,cloud_layer_3_code_set_1,sea_level_pressure_set_1,ceiling_set_1,sea_level_pressure_set_1d,cloud_layer_1_code_set_1,weather_condition_set_1d,air_temp_low_6_hour_set_1,air_temp_high_24_hour_set_1,precip_accum_one_hour_set_1,pressure_set_1d,pressure_tendency_set_1,metar_set_1,cloud_layer_2_code_set_1,relative_humidity_set_1,wind_speed_set_1,precip_accum_24_hour_set_1,precip_accum_three_hour_set_1,air_temp_set_1,air_temp_high_6_hour_set_1,date_time,dew_point_temperature_set_1d,visibility_set_1,dew_point_temperature_set_1,air_temp_low_24_hour_set_1,precip_accum_six_hour_set_1,metar_origin_set_1,weather_cond_code_set_1,wind_direction_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
2337,101659.34,N,,,,60.96,101665.49,24.0,"Light Rain,Fog",,,,99984.32,,METAR KBOK 090650Z AUTO 00000KT 1/2SM -RA FG OVC002 13/12 A3002,,93.65,0.0,,,13.0,,2018-08-09 06:50:00,11.99,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2338,101625.47,N,,,,60.96,101631.61,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090655Z AUTO 00000KT 1/2SM -RA FG OVC002 13/12 A3001,,93.65,0.0,,,13.0,,2018-08-09 06:55:00,11.99,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2339,101625.47,N,,,101790.0,60.96,101632.79,24.0,"Light Rain,Fog",,,0.025,99951.0,,KBOK 090656Z AUTO 00000KT 1/2SM -RA FG OVC002 13/12 A3001 RMK AO2  RAB33 SLP179 P0000 T01280122,,96.14,0.0,,,12.8,,2018-08-09 06:56:00,12.19,0.5,12.2,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2340,101659.34,N,,,,60.96,101665.49,24.0,"Light Rain,Fog",,,,99984.32,,METAR KBOK 090700Z AUTO 00000KT 1/2SM -RA FG OVC002 13/12 A3002,,93.65,0.0,,,13.0,,2018-08-09 07:00:00,11.99,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2341,101625.47,N,,,,60.96,101631.61,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090705Z AUTO 00000KT 1/4SM -RA FG OVC002 13/12 A3001,,93.65,0.0,,,13.0,,2018-08-09 07:05:00,11.99,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2342,101625.47,N,,,,60.96,101631.61,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090710Z AUTO 00000KT -RA FG OVC002 13/12 A3001,,93.65,0.0,,,13.0,,2018-08-09 07:10:00,11.99,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2343,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,0.025,99951.0,,METAR KBOK 090715Z AUTO 00000KT -RA FG OVC002 12/12 A3001 RMK AO2  P0000,,100.0,0.0,,,12.0,,2018-08-09 07:15:00,12.0,0.24,12.0,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2344,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090720Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 07:20:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2345,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090725Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 07:25:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2346,101659.34,N,,,,60.96,101671.43,24.0,"Light Rain,Fog",,,,99984.32,,METAR KBOK 090730Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3002,,100.0,0.0,,,12.0,,2018-08-09 07:30:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2347,101659.34,N,,,,60.96,101671.43,24.0,"Light Rain,Fog",,,,99984.32,,METAR KBOK 090735Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3002,,100.0,0.0,,,12.0,,2018-08-09 07:35:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2348,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Mist",,,0.025,99951.0,,KBOK 090742Z AUTO 00000KT 3/4SM -RA BR OVC002 12/12 A3001 RMK AO2  P0000,,100.0,0.0,,,12.0,,2018-08-09 07:42:00,12.0,0.75,12.0,,,1.0,2493.0,0.0,KBOK,459,-124.29000,42.07444
2349,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090745Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 07:45:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2350,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090750Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 07:50:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2351,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090755Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 07:55:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2352,101659.34,N,,,101780.0,60.96,101670.23,24.0,"Light Rain,Fog",,18.3,0.025,99984.32,,KBOK 090756Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3002 RMK AO2  VIS 1/4V1 SLP178 P0000 T01220122 401830111,,100.0,0.0,,,12.2,,2018-08-09 07:56:00,12.2,0.5,12.2,11.1,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2353,101659.34,N,,,,60.96,101671.43,24.0,"Light Rain,Fog",,,,99984.32,,METAR KBOK 090800Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3002,,100.0,0.0,,,12.0,,2018-08-09 08:00:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2354,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090810Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 08:10:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2355,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090815Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 08:15:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2356,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090820Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 08:20:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2357,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090825Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 08:25:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2358,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090830Z AUTO 00000KT -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 08:30:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2359,101625.47,N,,,,60.96,101637.54,23.0,"Light Rain,Fog",,,0.025,99951.0,,KBOK 090833Z AUTO 00000KT 1/4SM -RA FG BKN002 OVC008 12/12 A3001 RMK AO2 P0000,84.0,100.0,0.0,,,12.0,,2018-08-09 08:33:00,12.0,0.25,12.0,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2360,101625.47,N,,,,60.96,101637.54,23.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090835Z AUTO 00000KT -RA FG BKN002 OVC008 12/12 A3001,84.0,100.0,0.0,,,12.0,,2018-08-09 08:35:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2361,101625.47,N,,,,60.96,101631.61,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090840Z AUTO 00000KT 1/4SM -RA FG OVC002 13/12 A3001,,93.65,0.0,,,13.0,,2018-08-09 08:40:00,11.99,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2362,101625.47,SE,,,,60.96,101631.61,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090850Z AUTO 14003KT -RA FG OVC002 13/12 A3001,,93.65,1.54,,,13.0,,2018-08-09 08:50:00,11.99,0.24,,,,,733.0,140.0,KBOK,459,-124.29000,42.07444
2363,101625.47,SSE,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090855Z AUTO 15003KT -RA FG OVC002 12/12 A3001,,100.0,1.54,,,12.0,,2018-08-09 08:55:00,12.0,0.24,,,,,733.0,150.0,KBOK,459,-124.29000,42.07444
2364,101625.47,SSE,,,101770.0,60.96,101636.35,24.0,"Light Rain,Fog",,,0.025,99951.0,8001.0,KBOK 090856Z AUTO 16004KT 1/4SM -RA FG OVC002 12/12 A3001 RMK AO2  SLP177 P0000 60000 T01220122 58001,,100.0,2.06,,0.025,12.2,,2018-08-09 08:56:00,12.2,0.25,12.2,,,1.0,733.0,160.0,KBOK,459,-124.29000,42.07444
2365,101625.47,SE,,,,60.96,101631.61,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090900Z AUTO 14004KT -RA FG OVC002 13/12 A3001,,93.65,2.06,,,13.0,,2018-08-09 09:00:00,11.99,0.24,,,,,733.0,140.0,KBOK,459,-124.29000,42.07444
2366,101625.47,SSE,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090905Z AUTO 15004KT -RA FG OVC002 12/12 A3001,,100.0,2.06,,,12.0,,2018-08-09 09:05:00,12.0,0.24,,,,,733.0,150.0,KBOK,459,-124.29000,42.07444
2367,101625.47,SSE,,,,60.96,101637.54,23.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090910Z AUTO 16003KT -RA FG BKN002 OVC008 12/12 A3001,84.0,100.0,1.54,,,12.0,,2018-08-09 09:10:00,12.0,0.24,,,,,733.0,160.0,KBOK,459,-124.29000,42.07444
2368,101625.47,N,,,,60.96,101637.54,23.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090915Z AUTO 00000KT -RA FG BKN002 OVC008 12/12 A3001,84.0,100.0,0.0,,,12.0,,2018-08-09 09:15:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2369,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090925Z AUTO 00000KT -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 09:25:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2370,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090930Z AUTO 00000KT -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 09:30:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2371,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090935Z AUTO 00000KT -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 09:35:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2372,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090940Z AUTO 00000KT -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 09:40:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2373,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090945Z AUTO 00000KT -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 09:45:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2374,101625.47,N,,,,60.96,101637.54,24.0,"Light Rain,Fog",,,,99951.0,,METAR KBOK 090950Z AUTO 00000KT -RA FG OVC002 12/12 A3001,,100.0,0.0,,,12.0,,2018-08-09 09:50:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2375,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 090955Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3000,,100.0,0.0,,,12.0,,2018-08-09 09:55:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2376,101591.61,N,,,101740.0,60.96,101602.49,24.0,"Light Rain,Fog",,,0.025,99917.7,,KBOK 090956Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3000 RMK AO2  SLP174 P0000 T01220122,,100.0,0.0,,,12.2,,2018-08-09 09:56:00,12.2,0.25,12.2,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2377,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091000Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3000,,100.0,0.0,,,12.0,,2018-08-09 10:00:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2378,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091005Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3000,,100.0,0.0,,,12.0,,2018-08-09 10:05:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2379,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091010Z AUTO 00000KT 1/4SM -RA FG OVC002 12/12 A3000,,100.0,0.0,,,12.0,,2018-08-09 10:10:00,12.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2380,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091015Z AUTO 00000KT -RA FG OVC002 12/12 A3000,,100.0,0.0,,,12.0,,2018-08-09 10:15:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2381,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091020Z AUTO 00000KT -RA FG OVC002 12/12 A3000,,100.0,0.0,,,12.0,,2018-08-09 10:20:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2382,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091025Z AUTO 00000KT -RA FG OVC002 12/12 A3000,,100.0,0.0,,,12.0,,2018-08-09 10:25:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2383,101557.75,N,,,,60.96,101569.82,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091030Z AUTO 00000KT -RA FG OVC002 12/12 A2999,,100.0,0.0,,,12.0,,2018-08-09 10:30:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2384,101557.75,N,,,,60.96,101569.82,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091035Z AUTO 00000KT -RA FG OVC002 12/12 A2999,,100.0,0.0,,,12.0,,2018-08-09 10:35:00,12.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2385,101557.75,N,,,,60.96,101569.83,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091040Z AUTO 00000KT -RA FG OVC002 12/11 A2999,,93.6,0.0,,,12.0,,2018-08-09 10:40:00,10.99,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2386,101557.75,N,,,,60.96,101569.83,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091045Z AUTO 00000KT -RA FG OVC002 12/11 A2999,,93.6,0.0,,,12.0,,2018-08-09 10:45:00,10.99,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2387,101557.75,N,,,,60.96,101569.83,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091050Z AUTO 00000KT 1/4SM -RA FG OVC002 12/11 A2999,,93.6,0.0,,,12.0,,2018-08-09 10:50:00,10.99,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2388,101557.75,N,,,,60.96,101575.8,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091055Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A2999,,100.0,0.0,,,11.0,,2018-08-09 10:55:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2389,101557.75,N,,,101700.0,60.96,101575.2,24.0,"Light Rain,Fog",,,0.025,99884.4,,KBOK 091056Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A2999 RMK AO2  SLP170 P0000 T01110111,,100.0,0.0,,,11.1,,2018-08-09 10:56:00,11.1,0.25,11.1,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2390,101557.75,N,,,,60.96,101575.8,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091100Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A2999,,100.0,0.0,,,11.0,,2018-08-09 11:00:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2391,101557.75,N,,,,60.96,101575.8,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091105Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A2999,,100.0,0.0,,,11.0,,2018-08-09 11:05:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2392,101557.75,N,,,,60.96,101575.8,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091110Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A2999,,100.0,0.0,,,11.0,,2018-08-09 11:10:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2393,101557.75,N,,,,60.96,101575.8,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091120Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A2999,,100.0,0.0,,,11.0,,2018-08-09 11:20:00,11.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2394,101557.75,N,,,,60.96,101575.8,24.0,"Light Rain,Fog",,,0.025,99884.4,,KBOK 091122Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A2999 RMK AO2  P0000,,100.0,0.0,,,11.0,,2018-08-09 11:22:00,11.0,0.5,11.0,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2395,101557.75,N,,,,60.96,101575.8,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091125Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A2999,,100.0,0.0,,,11.0,,2018-08-09 11:25:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2396,101557.75,N,,,,60.96,101575.8,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091130Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A2999,,100.0,0.0,,,11.0,,2018-08-09 11:30:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2397,101591.61,SE,,,,60.96,101603.69,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091135Z AUTO 14004KT 1/2SM -RA FG OVC002 12/11 A3000,,93.6,2.06,,,12.0,,2018-08-09 11:35:00,10.99,0.5,,,,,733.0,140.0,KBOK,459,-124.29000,42.07444
2398,101591.61,SE,,,,60.96,101603.69,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091140Z AUTO 13003KT 1/4SM -RA FG OVC002 12/11 A3000,,93.6,1.54,,,12.0,,2018-08-09 11:40:00,10.99,0.25,,,,,733.0,130.0,KBOK,459,-124.29000,42.07444
2399,101591.61,SE,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091150Z AUTO 14004KT 1/4SM -RA FG OVC002 12/12 A3000,,100.0,2.06,,,12.0,,2018-08-09 11:50:00,12.0,0.25,,,,,733.0,140.0,KBOK,459,-124.29000,42.07444
2400,101591.61,SE,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,0.025,99917.7,,KBOK 091151Z AUTO 13003KT 1/4SM -RA FG OVC002 12/12 A3000 RMK AO2  P0000,,100.0,1.54,,,12.0,,2018-08-09 11:51:00,12.0,0.25,12.0,,,1.0,733.0,130.0,KBOK,459,-124.29000,42.07444
2401,101591.61,ESE,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091155Z AUTO 12004KT 1/4SM -RA FG OVC002 12/12 A3000,,100.0,2.06,,,12.0,,2018-08-09 11:55:00,12.0,0.25,,,,,733.0,120.0,KBOK,459,-124.29000,42.07444
2402,101591.61,SE,,,101710.0,60.96,101605.48,24.0,"Light Rain,Fog",11.1,,0.025,99917.7,6002.0,KBOK 091156Z AUTO 13004KT 1/4SM -RA FG OVC002 12/11 A3000 RMK AO2  SLP171 P0000 60000 7//// T01170111 10133 20111 56002,,96.11,2.06,,,11.7,13.3,2018-08-09 11:56:00,11.09,0.25,11.1,,0.025,1.0,733.0,130.0,KBOK,459,-124.29000,42.07444
2403,101591.61,SE,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091200Z AUTO 14004KT -RA FG OVC002 12/12 A3000,,100.0,2.06,,,12.0,,2018-08-09 12:00:00,12.0,0.24,,,,,733.0,140.0,KBOK,459,-124.29000,42.07444
2404,101591.61,SE,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091205Z AUTO 13003KT 1/4SM -RA FG OVC002 12/12 A3000,,100.0,1.54,,,12.0,,2018-08-09 12:05:00,12.0,0.25,,,,,733.0,130.0,KBOK,459,-124.29000,42.07444
2405,101557.75,ESE,,,,60.96,101569.82,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091210Z AUTO 12003KT 1/4SM -RA FG OVC002 12/12 A2999,,100.0,1.54,,,12.0,,2018-08-09 12:10:00,12.0,0.25,,,,,733.0,120.0,KBOK,459,-124.29000,42.07444
2406,101557.75,SE,,,,60.96,101569.82,24.0,"Light Rain,Fog",,,,99884.4,,METAR KBOK 091215Z AUTO 13003KT 1/4SM -RA FG OVC002 12/12 A2999,,100.0,1.54,,,12.0,,2018-08-09 12:15:00,12.0,0.25,,,,,733.0,130.0,KBOK,459,-124.29000,42.07444
2407,101591.61,N,,,,60.96,101603.69,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091220Z AUTO 00000KT 1/2SM -RA FG OVC002 12/11 A3000,,93.6,0.0,,,12.0,,2018-08-09 12:20:00,10.99,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2408,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091225Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3000,,100.0,0.0,,,12.0,,2018-08-09 12:25:00,12.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2409,101591.61,N,,,,60.96,101603.68,24.0,"Light Rain,Fog",,,0.025,99917.7,,KBOK 091228Z AUTO 00000KT 1/2SM -RA FG OVC002 12/12 A3000 RMK AO2  P0000,,100.0,0.0,,,12.0,,2018-08-09 12:28:00,12.0,0.5,12.0,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2410,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091230Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 12:30:00,11.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2411,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091235Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 12:35:00,11.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2412,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091240Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 12:40:00,11.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2413,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091245Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 12:45:00,11.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2414,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091250Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 12:50:00,11.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2415,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091255Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 12:55:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2416,101591.61,N,,,101720.0,60.96,101609.06,24.0,"Light Rain,Fog",,,0.025,99917.7,,KBOK 091256Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A3000 RMK AO2  SLP172 P0000 T01110111,,100.0,0.0,,,11.1,,2018-08-09 12:56:00,11.1,0.25,11.1,,,1.0,733.0,0.0,KBOK,459,-124.29000,42.07444
2417,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091300Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 13:00:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2418,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091305Z AUTO 00000KT 1/2SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 13:05:00,11.0,0.5,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2419,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091310Z AUTO 00000KT 1/4SM -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 13:10:00,11.0,0.25,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
2420,101591.61,N,,,,60.96,101609.66,24.0,"Light Rain,Fog",,,,99917.7,,METAR KBOK 091315Z AUTO 00000KT -RA FG OVC002 11/11 A3000,,100.0,0.0,,,11.0,,2018-08-09 13:15:00,11.0,0.24,,,,,733.0,0.0,KBOK,459,-124.29000,42.07444
