,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,precip_accum_one_hour_set_1,precip_accum_six_hour_set_1,precip_accum_12_hour_set_1,precip_accum_24_hour_set_1,precip_accum_three_hour_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
1,2018-08-01 01:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
2,2018-08-01 02:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
3,2018-08-01 03:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
4,2018-08-01 04:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
5,2018-08-01 05:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
6,2018-08-01 06:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
7,2018-08-01 07:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
8,2018-08-01 08:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
9,2018-08-01 09:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
10,2018-08-01 10:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
11,2018-08-01 11:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
12,2018-08-01 12:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
13,2018-08-01 13:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
14,2018-08-01 14:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
15,2018-08-01 15:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
16,2018-08-01 16:00:00,,,0.0,0.0,0.0,0.0,0.0,,COOPSHDC1,1075,-122.42,40.71
