,date_time,wind_speed_set_1,soil_temp_set_1,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,heat_index_set_1d,wind_direction_set_1,wind_cardinal_direction_set_1d,relative_humidity_set_1,solar_radiation_set_1,evapotranspiration_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,4.99,22.67,13.68,0.0,29.68,236.0,SW,36.0,321.82,0.508,30.39,CI043,3310,-121.454,41.065
1,2018-08-01 01:00:00,4.63,22.94,10.39,0.0,28.12,241.0,WSW,31.0,161.97,0.254,29.22,CI043,3310,-121.454,41.065
2,2018-08-01 02:00:00,3.34,23.17,11.52,0.0,,220.0,SW,41.0,46.22,0.0,25.78,CI043,3310,-121.454,41.065
3,2018-08-01 03:00:00,1.03,23.22,11.61,0.0,,103.0,ESE,45.0,4.66,0.0,24.33,CI043,3310,-121.454,41.065
4,2018-08-01 04:00:00,1.18,23.22,12.23,0.0,,53.0,NE,54.0,0.0,0.0,22.0,CI043,3310,-121.454,41.065
5,2018-08-01 05:00:00,1.49,23.11,12.87,0.0,,222.0,SW,68.0,0.0,0.0,18.94,CI043,3310,-121.454,41.065
6,2018-08-01 06:00:00,1.44,23.0,13.05,0.0,,236.0,SW,75.0,0.0,0.0,17.56,CI043,3310,-121.454,41.065
7,2018-08-01 07:00:00,1.08,22.89,12.04,0.0,,230.0,SW,71.0,0.0,0.0,17.39,CI043,3310,-121.454,41.065
8,2018-08-01 08:00:00,1.18,22.72,11.7,0.0,,285.0,WNW,75.0,0.0,0.0,16.17,CI043,3310,-121.454,41.065
9,2018-08-01 09:00:00,1.13,22.56,12.19,0.0,,244.0,WSW,88.0,0.0,0.0,14.17,CI043,3310,-121.454,41.065
10,2018-08-01 10:00:00,1.44,22.39,10.89,0.0,,265.0,W,80.0,0.0,0.0,14.33,CI043,3310,-121.454,41.065
11,2018-08-01 11:00:00,1.39,22.22,10.58,0.0,,266.0,W,83.0,0.0,0.0,13.44,CI043,3310,-121.454,41.065
12,2018-08-01 12:00:00,1.23,22.06,10.35,0.0,,262.0,W,85.0,0.0,0.0,12.83,CI043,3310,-121.454,41.065
13,2018-08-01 13:00:00,1.23,21.83,10.48,0.0,,272.0,W,87.0,25.44,0.0,12.61,CI043,3310,-121.454,41.065
14,2018-08-01 14:00:00,0.93,21.67,11.54,0.0,,252.0,WSW,82.0,134.41,0.0,14.61,CI043,3310,-121.454,41.065
15,2018-08-01 15:00:00,1.18,21.5,11.32,0.0,,312.0,NW,67.0,301.46,0.254,17.56,CI043,3310,-121.454,41.065
16,2018-08-01 16:00:00,1.08,21.39,12.18,0.0,,286.0,WNW,58.0,474.46,0.254,20.78,CI043,3310,-121.454,41.065
17,2018-08-01 17:00:00,1.54,21.28,13.37,0.0,,303.0,WNW,54.0,632.18,0.508,23.22,CI043,3310,-121.454,41.065
18,2018-08-01 18:00:00,1.49,21.28,12.12,0.0,,286.0,WNW,41.0,732.67,0.762,26.44,CI043,3310,-121.454,41.065
