,date_time,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,pressure_set_1d,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,wind_speed_set_1,relative_humidity_set_1,solar_radiation_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
10,2018-08-01 10:00:00,101862.52,NNW,0.58,83215.72,0.84,,0.0,,328.0,0.11,57.0,0.0,101500.78,8.99,TVYC1,5486,-120.47889,39.97889
11,2018-08-01 11:00:00,101896.38,,0.05,83243.38,0.18,,0.0,,,0.0,62.0,0.0,101672.33,7.04,TVYC1,5486,-120.47889,39.97889
12,2018-08-01 12:00:00,101896.38,NNW,0.51,83243.38,-0.07,,0.0,,346.0,0.05,66.0,0.0,101756.01,5.87,TVYC1,5486,-120.47889,39.97889
13,2018-08-01 13:00:00,101896.38,,0.02,83243.38,-0.44,0.0,0.0,,,0.0,69.0,0.0,101831.04,4.83,TVYC1,5486,-120.47889,39.97889
14,2018-08-01 14:00:00,101930.25,,0.0,83271.05,-0.2,,0.0,,,0.0,73.0,19.0,101905.53,4.27,TVYC1,5486,-120.47889,39.97889
15,2018-08-01 15:00:00,101896.38,E,0.23,83243.38,1.92,,0.0,,85.0,0.02,62.0,189.0,101542.17,8.88,TVYC1,5486,-120.47889,39.97889
16,2018-08-01 16:00:00,101896.38,E,0.61,83243.38,2.16,0.0,0.0,,88.0,0.14,40.0,367.0,101067.66,15.82,TVYC1,5486,-120.47889,39.97889
17,2018-08-01 17:00:00,101828.66,E,1.81,83188.05,1.4,0.0,0.0,,101.0,0.66,23.0,544.0,100485.34,23.79,TVYC1,5486,-120.47889,39.97889
18,2018-08-01 18:00:00,101862.52,SSE,3.47,83215.72,-3.55,,0.0,26.91,168.0,1.39,12.0,694.0,100228.18,28.5,TVYC1,5486,-120.47889,39.97889
19,2018-08-01 19:00:00,101828.66,SW,3.97,83188.05,-5.07,,0.0,27.57,228.0,2.0,10.0,809.0,100127.81,29.61,TVYC1,5486,-120.47889,39.97889
20,2018-08-01 20:00:00,101794.79,SSW,4.71,83160.38,-3.04,,0.0,28.42,195.0,2.24,11.0,863.0,100034.45,30.61,TVYC1,5486,-120.47889,39.97889
21,2018-08-01 21:00:00,101760.93,SSW,4.95,83132.72,-2.56,,0.0,28.9,208.0,2.32,11.0,875.0,99964.79,31.22,TVYC1,5486,-120.47889,39.97889
22,2018-08-01 22:00:00,101727.07,SSW,4.61,83105.06,-2.39,,0.0,29.08,196.0,2.78,11.0,832.0,99918.45,31.44,TVYC1,5486,-120.47889,39.97889
23,2018-08-01 23:00:00,101693.2,SW,4.47,83077.39,-2.29,,0.0,29.17,222.0,2.51,11.0,735.0,99878.05,31.56,TVYC1,5486,-120.47889,39.97889
24,2018-08-02 00:00:00,101693.2,SW,4.33,83077.39,-1.35,,0.0,29.05,234.0,2.05,12.0,598.0,99894.64,31.28,TVYC1,5486,-120.47889,39.97889
25,2018-08-02 01:00:00,101659.34,SW,4.57,83049.73,-1.03,0.0,0.0,28.39,223.0,2.03,13.0,430.0,99917.99,30.33,TVYC1,5486,-120.47889,39.97889
26,2018-08-02 02:00:00,101693.2,SW,3.84,83077.39,-1.86,0.0,0.0,27.57,229.0,1.54,13.0,255.0,100014.35,29.28,TVYC1,5486,-120.47889,39.97889
27,2018-08-02 03:00:00,101727.07,SW,2.8,83105.06,-1.55,,0.0,,229.0,0.92,16.0,57.0,100234.79,26.21,TVYC1,5486,-120.47889,39.97889
28,2018-08-02 04:00:00,101760.93,SW,1.43,83132.72,-2.35,0.0,0.0,,236.0,0.76,19.0,2.0,100504.43,22.43,TVYC1,5486,-120.47889,39.97889
29,2018-08-02 05:00:00,101794.79,NW,1.28,83160.38,-2.0,0.0,0.0,,322.0,0.59,29.0,0.0,100945.83,16.14,TVYC1,5486,-120.47889,39.97889
30,2018-08-02 06:00:00,101794.79,NW,0.75,83160.38,-2.63,0.0,0.0,,312.0,0.25,35.0,0.0,101188.75,12.53,TVYC1,5486,-120.47889,39.97889
31,2018-08-02 07:00:00,101828.66,NW,0.29,83188.05,-2.73,,0.0,,316.0,0.04,40.0,0.0,101368.92,10.4,TVYC1,5486,-120.47889,39.97889
32,2018-08-02 08:00:00,101828.66,NW,0.44,83188.05,-2.95,,0.0,,312.0,0.09,45.0,0.0,101507.95,8.41,TVYC1,5486,-120.47889,39.97889
33,2018-08-02 09:00:00,101828.66,NNW,0.31,83188.05,-3.12,,0.0,,331.0,0.08,50.0,0.0,101631.27,6.67,TVYC1,5486,-120.47889,39.97889
34,2018-08-02 10:00:00,101828.66,,0.02,83188.05,-3.73,,0.0,,,0.0,55.0,0.0,101777.99,4.63,TVYC1,5486,-120.47889,39.97889
35,2018-08-02 11:00:00,101794.79,NNW,0.18,83160.38,-4.36,0.0,0.0,,338.0,0.02,59.0,0.0,101865.95,2.96,TVYC1,5486,-120.47889,39.97889
36,2018-08-02 12:00:00,101794.79,,0.02,83160.38,-3.99,0.0,0.0,,,0.0,64.0,0.0,101922.63,2.19,TVYC1,5486,-120.47889,39.97889
37,2018-08-02 13:00:00,101794.79,,0.02,83160.38,-4.35,,0.0,,,0.0,68.0,0.0,102013.92,0.96,TVYC1,5486,-120.47889,39.97889
38,2018-08-02 14:00:00,101794.79,,0.0,83160.38,-3.64,0.0,0.0,,,0.0,73.0,24.0,102032.55,0.71,TVYC1,5486,-120.47889,39.97889
39,2018-08-02 15:00:00,101828.66,,0.0,83188.05,-1.94,0.0,0.0,,,0.0,69.0,89.0,101877.0,3.27,TVYC1,5486,-120.47889,39.97889
40,2018-08-02 16:00:00,101794.79,ENE,0.52,83160.38,-0.47,,0.0,,77.0,0.11,47.0,352.0,101330.94,10.46,TVYC1,5486,-120.47889,39.97889
41,2018-08-02 17:00:00,101760.93,ENE,1.34,83132.72,-2.38,,0.0,,59.0,0.28,21.0,540.0,100609.6,20.78,TVYC1,5486,-120.47889,39.97889
42,2018-08-02 18:00:00,101727.07,SE,2.95,83105.06,-4.35,0.0,0.0,,140.0,1.3,13.0,628.0,100237.99,26.16,TVYC1,5486,-120.47889,39.97889
43,2018-08-02 19:00:00,101727.07,SSW,4.29,83105.06,-5.3,0.0,0.0,26.27,206.0,2.64,11.0,705.0,100142.38,27.72,TVYC1,5486,-120.47889,39.97889
44,2018-08-02 20:00:00,101760.93,SSW,6.14,83132.72,-4.64,0.0,0.0,26.87,194.0,3.26,11.0,798.0,100124.61,28.56,TVYC1,5486,-120.47889,39.97889
45,2018-08-02 21:00:00,101693.2,SSW,6.38,83077.39,-5.28,,0.0,27.36,197.0,3.14,10.0,888.0,100011.47,29.33,TVYC1,5486,-120.47889,39.97889
46,2018-08-02 22:00:00,101659.34,SSW,5.67,83049.73,-6.08,,0.0,27.83,209.0,2.99,9.0,813.0,99934.35,30.06,TVYC1,5486,-120.47889,39.97889
47,2018-08-02 23:00:00,101625.47,SW,6.22,83022.06,-6.0,,0.0,27.91,227.0,2.64,9.0,736.0,99894.46,30.17,TVYC1,5486,-120.47889,39.97889
48,2018-08-03 00:00:00,101625.47,WSW,5.42,83022.06,-5.02,,0.0,27.61,242.0,2.72,10.0,608.0,99924.41,29.67,TVYC1,5486,-120.47889,39.97889
49,2018-08-03 01:00:00,101591.61,SW,5.13,82994.4,-3.46,0.0,0.0,26.99,220.0,2.81,12.0,444.0,99954.95,28.61,TVYC1,5486,-120.47889,39.97889
50,2018-08-03 02:00:00,101591.61,SW,4.53,82994.4,-2.7,0.0,0.0,26.12,232.0,2.16,14.0,225.0,100052.89,27.0,TVYC1,5486,-120.47889,39.97889
51,2018-08-03 03:00:00,101625.47,WSW,3.06,83022.06,-3.03,,0.0,,237.0,0.86,16.0,48.0,100247.53,24.39,TVYC1,5486,-120.47889,39.97889
52,2018-08-03 04:00:00,101659.34,WSW,1.91,83049.73,-2.64,0.0,0.0,,244.0,0.33,22.0,2.0,100576.05,19.74,TVYC1,5486,-120.47889,39.97889
53,2018-08-03 05:00:00,101727.07,NNW,1.05,83105.06,-2.83,0.0,0.0,,331.0,0.55,32.0,0.0,101044.09,13.67,TVYC1,5486,-120.47889,39.97889
54,2018-08-03 06:00:00,101727.07,NW,1.17,83105.06,-3.25,,0.0,,320.0,0.34,36.0,0.0,101198.13,11.41,TVYC1,5486,-120.47889,39.97889
55,2018-08-03 07:00:00,101760.93,NW,0.7,83132.72,-3.2,,0.0,,325.0,0.15,41.0,0.0,101362.69,9.52,TVYC1,5486,-120.47889,39.97889
56,2018-08-03 08:00:00,101760.93,NNW,0.25,83132.72,-3.4,,0.0,,331.0,0.02,46.0,0.0,101498.33,7.59,TVYC1,5486,-120.47889,39.97889
57,2018-08-03 09:00:00,101760.93,NNW,0.12,83132.72,-3.88,0.0,0.0,,343.0,0.02,51.0,0.0,101643.18,5.56,TVYC1,5486,-120.47889,39.97889
58,2018-08-03 10:00:00,101760.93,,0.0,83132.72,-4.03,,0.0,,,0.0,55.0,0.0,101733.51,4.31,TVYC1,5486,-120.47889,39.97889
59,2018-08-03 11:00:00,101727.07,,0.0,83105.06,-3.94,0.0,0.0,,,0.0,60.0,0.0,101783.51,3.16,TVYC1,5486,-120.47889,39.97889
60,2018-08-03 12:00:00,101727.07,NNW,0.13,83105.06,-3.95,0.0,0.0,,341.0,0.01,63.0,0.0,101834.92,2.46,TVYC1,5486,-120.47889,39.97889
61,2018-08-03 13:00:00,101760.93,,0.0,83132.72,-4.45,0.0,0.0,,,0.0,66.0,0.0,101956.17,1.28,TVYC1,5486,-120.47889,39.97889
62,2018-08-03 14:00:00,101794.79,,0.0,83160.38,-4.03,0.0,0.0,,,0.0,70.0,20.0,102019.13,0.89,TVYC1,5486,-120.47889,39.97889
63,2018-08-03 15:00:00,101828.66,,0.02,83188.05,-1.29,0.0,0.0,,,0.0,63.0,175.0,101732.33,5.26,TVYC1,5486,-120.47889,39.97889
64,2018-08-03 16:00:00,101794.79,E,0.49,83160.38,0.4,,0.0,,94.0,0.1,46.0,311.0,101242.65,11.74,TVYC1,5486,-120.47889,39.97889
65,2018-08-03 17:00:00,101794.79,E,0.39,83160.38,1.5,,0.0,,86.0,0.11,35.0,444.0,100877.54,17.17,TVYC1,5486,-120.47889,39.97889
66,2018-08-03 18:00:00,101760.93,SSE,1.56,83132.72,-0.8,,0.0,,154.0,0.58,21.0,458.0,100489.8,22.66,TVYC1,5486,-120.47889,39.97889
67,2018-08-03 19:00:00,101760.93,SW,3.75,83132.72,-5.76,0.0,0.0,,215.0,1.41,13.0,529.0,100380.63,24.4,TVYC1,5486,-120.47889,39.97889
68,2018-08-03 20:00:00,101794.79,WSW,4.21,83160.38,-6.98,0.0,0.0,,242.0,1.99,11.0,650.0,100340.66,25.58,TVYC1,5486,-120.47889,39.97889
69,2018-08-03 21:00:00,101760.93,SW,4.82,83132.72,-6.0,0.0,0.0,25.86,230.0,2.0,11.0,752.0,100230.19,26.83,TVYC1,5486,-120.47889,39.97889
70,2018-08-03 22:00:00,101727.07,SW,5.56,83105.06,-8.38,,0.0,26.06,219.0,2.97,9.0,798.0,100182.81,27.06,TVYC1,5486,-120.47889,39.97889
71,2018-08-03 23:00:00,101693.2,SSW,5.64,83077.39,-9.1,0.0,0.0,26.29,209.0,2.92,8.0,737.0,100088.45,28.06,TVYC1,5486,-120.47889,39.97889
72,2018-08-04 00:00:00,101659.34,SSW,4.61,83049.73,-7.41,,0.0,26.56,208.0,2.35,9.0,595.0,100038.69,28.33,TVYC1,5486,-120.47889,39.97889
73,2018-08-04 01:00:00,101659.34,WSW,4.58,83049.73,-6.87,0.0,0.0,26.32,237.0,2.44,10.0,436.0,100102.61,27.28,TVYC1,5486,-120.47889,39.97889
74,2018-08-04 02:00:00,101659.34,SW,5.47,83049.73,-4.19,,0.0,,230.0,1.8,13.0,260.0,100158.93,26.36,TVYC1,5486,-120.47889,39.97889
75,2018-08-04 03:00:00,101693.2,WSW,2.79,83077.39,-3.58,,0.0,,250.0,0.77,16.0,73.0,100356.29,23.72,TVYC1,5486,-120.47889,39.97889
76,2018-08-04 04:00:00,101727.07,W,2.34,83105.06,-2.2,,0.0,,260.0,0.45,25.0,3.0,100741.11,18.23,TVYC1,5486,-120.47889,39.97889
77,2018-08-04 05:00:00,101760.93,SW,3.76,83132.72,-0.65,0.0,0.0,,235.0,1.2,25.0,0.0,100657.1,20.04,TVYC1,5486,-120.47889,39.97889
78,2018-08-04 06:00:00,101760.93,NNW,1.48,83132.72,-1.58,,0.0,,339.0,0.47,36.0,0.0,101104.06,13.28,TVYC1,5486,-120.47889,39.97889
79,2018-08-04 07:00:00,101760.93,NNW,1.06,83132.72,-2.42,,0.0,,331.0,0.33,43.0,0.0,101352.2,9.67,TVYC1,5486,-120.47889,39.97889
80,2018-08-04 08:00:00,101760.93,NW,0.55,83132.72,-2.94,,0.0,,321.0,0.07,49.0,0.0,101528.09,7.17,TVYC1,5486,-120.47889,39.97889
81,2018-08-04 09:00:00,101727.07,NW,0.32,83105.06,-3.52,,0.0,,320.0,0.05,53.0,0.0,101621.58,5.39,TVYC1,5486,-120.47889,39.97889
82,2018-08-04 10:00:00,101727.07,NNW,0.29,83105.06,-3.52,0.0,0.0,,338.0,0.04,57.0,0.0,101697.47,4.34,TVYC1,5486,-120.47889,39.97889
83,2018-08-04 11:00:00,101727.07,NNW,0.19,83105.06,-3.65,0.0,0.0,,332.0,0.01,59.0,0.0,101743.3,3.71,TVYC1,5486,-120.47889,39.97889
84,2018-08-04 12:00:00,101727.07,,0.0,83105.06,-3.92,,0.0,,,0.0,64.0,0.0,101848.92,2.27,TVYC1,5486,-120.47889,39.97889
85,2018-08-04 13:00:00,101693.2,,0.02,83077.39,-4.51,,0.0,,,0.0,66.0,0.0,101893.51,1.21,TVYC1,5486,-120.47889,39.97889
86,2018-08-04 14:00:00,101727.07,,0.02,83105.06,-4.01,,0.0,,,0.0,71.0,17.0,101964.69,0.71,TVYC1,5486,-120.47889,39.97889
87,2018-08-04 15:00:00,101693.2,E,0.18,83077.39,-1.32,,0.0,,95.0,0.02,63.0,168.0,101599.16,5.23,TVYC1,5486,-120.47889,39.97889
88,2018-08-04 16:00:00,101659.34,E,0.43,83049.73,0.12,0.0,0.0,,91.0,0.09,44.0,359.0,101082.64,12.11,TVYC1,5486,-120.47889,39.97889
89,2018-08-04 17:00:00,101625.47,ESE,2.66,83022.06,0.18,0.0,0.0,,122.0,0.82,27.0,537.0,100539.83,19.78,TVYC1,5486,-120.47889,39.97889
90,2018-08-04 18:00:00,101591.61,S,5.94,82994.4,-1.8,,0.0,,181.0,2.51,18.0,688.0,100240.31,23.97,TVYC1,5486,-120.47889,39.97889
91,2018-08-04 19:00:00,101557.75,SW,5.35,82966.74,-1.89,,0.0,,220.0,2.95,17.0,802.0,100155.79,24.79,TVYC1,5486,-120.47889,39.97889
92,2018-08-04 20:00:00,101490.02,SW,5.18,82911.4,-2.79,,0.0,,214.0,3.32,15.0,865.0,100029.59,25.75,TVYC1,5486,-120.47889,39.97889
93,2018-08-04 21:00:00,101523.88,SW,7.17,82939.07,-2.82,,0.0,,219.0,4.38,15.0,903.0,100065.45,25.71,TVYC1,5486,-120.47889,39.97889
94,2018-08-04 22:00:00,101490.02,SW,6.02,82911.4,-3.72,,0.0,,221.0,3.15,14.0,743.0,100030.87,25.73,TVYC1,5486,-120.47889,39.97889
95,2018-08-04 23:00:00,101523.88,SW,6.27,82939.07,-1.09,,0.0,,228.0,2.63,19.0,469.0,100174.7,23.95,TVYC1,5486,-120.47889,39.97889
96,2018-08-05 00:00:00,101523.88,SW,4.4,82939.07,0.67,,0.0,,222.0,2.35,23.0,361.0,100238.62,22.93,TVYC1,5486,-120.47889,39.97889
97,2018-08-05 01:00:00,101490.02,SW,3.84,82911.4,-1.97,0.0,0.0,,220.0,1.94,21.0,159.0,100310.45,21.27,TVYC1,5486,-120.47889,39.97889
98,2018-08-05 02:00:00,101523.88,SW,3.09,82939.07,-2.96,0.0,0.0,,216.0,0.73,21.0,82.0,100418.87,20.1,TVYC1,5486,-120.47889,39.97889
99,2018-08-05 03:00:00,101557.75,SW,2.39,82966.74,-0.36,0.0,0.0,,236.0,0.74,28.0,20.0,100550.56,18.58,TVYC1,5486,-120.47889,39.97889
100,2018-08-05 04:00:00,101591.61,SW,2.26,82994.4,0.2,0.0,0.0,,225.0,0.82,34.0,2.0,100742.26,16.17,TVYC1,5486,-120.47889,39.97889
101,2018-08-05 05:00:00,101625.47,SW,3.1,83022.06,0.78,0.0,0.0,,215.0,0.87,35.0,0.0,100762.56,16.37,TVYC1,5486,-120.47889,39.97889
102,2018-08-05 06:00:00,101625.47,NW,1.13,83022.06,-0.11,0.0,0.0,,324.0,0.43,49.0,0.0,101178.3,10.23,TVYC1,5486,-120.47889,39.97889
103,2018-08-05 07:00:00,101625.47,NW,0.86,83022.06,-0.55,0.0,0.0,,326.0,0.26,58.0,0.0,101387.15,7.25,TVYC1,5486,-120.47889,39.97889
104,2018-08-05 08:00:00,101693.2,NW,0.84,83077.39,-0.9,,0.0,,318.0,0.19,63.0,0.0,101567.5,5.67,TVYC1,5486,-120.47889,39.97889
105,2018-08-05 09:00:00,101659.34,NW,0.57,83049.73,-1.45,0.0,0.0,,316.0,0.09,68.0,0.0,101655.08,3.99,TVYC1,5486,-120.47889,39.97889
106,2018-08-05 10:00:00,101693.2,NNW,0.1,83077.39,-1.94,0.0,0.0,,340.0,0.01,71.0,0.0,101771.52,2.86,TVYC1,5486,-120.47889,39.97889
107,2018-08-05 11:00:00,101693.2,NNW,0.22,83077.39,-1.97,0.0,0.0,,327.0,0.02,76.0,0.0,101845.2,1.86,TVYC1,5486,-120.47889,39.97889
108,2018-08-05 12:00:00,101693.2,,0.0,83077.39,-2.24,0.0,0.0,,,0.0,80.0,0.0,101919.47,0.86,TVYC1,5486,-120.47889,39.97889
109,2018-08-05 13:00:00,101693.2,,0.03,83077.39,-2.68,0.0,0.0,,,0.0,82.0,0.0,101978.57,0.07,TVYC1,5486,-120.47889,39.97889
110,2018-08-05 14:00:00,101727.07,,0.0,83105.06,-2.79,,0.0,,,0.0,86.0,19.0,102071.26,-0.71,TVYC1,5486,-120.47889,39.97889
111,2018-08-05 15:00:00,101760.93,,0.03,83132.72,-0.78,,0.0,,,0.0,78.0,143.0,101849.53,2.72,TVYC1,5486,-120.47889,39.97889
112,2018-08-05 16:00:00,101760.93,E,0.41,83132.72,1.41,0.0,0.0,,84.0,0.07,59.0,337.0,101393.21,9.08,TVYC1,5486,-120.47889,39.97889
113,2018-08-05 17:00:00,101727.07,E,0.9,83105.06,1.48,,0.0,,101.0,0.25,37.0,520.0,100869.22,16.28,TVYC1,5486,-120.47889,39.97889
114,2018-08-05 18:00:00,101693.2,SE,2.95,83077.39,-0.99,0.0,0.0,,137.0,0.98,22.0,680.0,100484.45,21.69,TVYC1,5486,-120.47889,39.97889
115,2018-08-05 19:00:00,101693.2,S,4.36,83077.39,-4.44,0.0,0.0,,172.0,1.73,15.0,803.0,100356.95,23.71,TVYC1,5486,-120.47889,39.97889
116,2018-08-05 20:00:00,101659.34,S,5.37,83049.73,-4.27,,0.0,,172.0,1.97,14.0,875.0,100239.91,25.05,TVYC1,5486,-120.47889,39.97889
117,2018-08-05 21:00:00,101659.34,SSW,5.01,83049.73,-7.69,,0.0,,210.0,2.65,10.0,899.0,100167.66,26.22,TVYC1,5486,-120.47889,39.97889
118,2018-08-05 22:00:00,101625.47,SSW,4.75,83022.06,-8.38,,0.0,26.06,206.0,2.53,9.0,860.0,100082.75,27.06,TVYC1,5486,-120.47889,39.97889
119,2018-08-05 23:00:00,101625.47,SW,4.37,83022.06,-5.91,0.0,0.0,25.98,221.0,1.96,11.0,646.0,100090.02,26.94,TVYC1,5486,-120.47889,39.97889
120,2018-08-06 00:00:00,101693.2,WSW,3.44,83077.39,-4.13,0.0,0.0,,248.0,1.7,14.0,300.0,100262.73,25.22,TVYC1,5486,-120.47889,39.97889
121,2018-08-06 01:00:00,101693.2,WSW,4.0,83077.39,-2.31,0.0,0.0,,248.0,1.79,17.0,341.0,100321.18,24.28,TVYC1,5486,-120.47889,39.97889
122,2018-08-06 02:00:00,101693.2,SW,3.19,83077.39,-2.42,0.0,0.0,,235.0,1.69,17.0,255.0,100329.31,24.15,TVYC1,5486,-120.47889,39.97889
123,2018-08-06 03:00:00,101727.07,W,2.03,83105.06,-2.19,0.0,0.0,,265.0,0.73,21.0,58.0,100561.38,21.01,TVYC1,5486,-120.47889,39.97889
124,2018-08-06 04:00:00,101794.79,NW,1.13,83160.38,-2.85,,0.0,,315.0,0.43,33.0,2.0,101144.54,13.18,TVYC1,5486,-120.47889,39.97889
125,2018-08-06 05:00:00,101862.52,NW,0.86,83215.72,-3.7,,0.0,,324.0,0.32,39.0,0.0,101450.66,9.71,TVYC1,5486,-120.47889,39.97889
126,2018-08-06 06:00:00,101896.38,NW,0.72,83243.38,-4.05,0.0,0.0,,318.0,0.18,45.0,0.0,101660.44,7.21,TVYC1,5486,-120.47889,39.97889
127,2018-08-06 07:00:00,101930.25,NNW,0.5,83271.05,-4.3,,0.0,,327.0,0.08,51.0,0.0,101844.8,5.11,TVYC1,5486,-120.47889,39.97889
128,2018-08-06 08:00:00,101930.25,NNW,0.15,83271.05,-4.51,,0.0,,342.0,0.01,55.0,0.0,101939.98,3.8,TVYC1,5486,-120.47889,39.97889
129,2018-08-06 09:00:00,101896.38,NNW,0.21,83243.38,-4.7,,0.0,,329.0,0.03,61.0,0.0,102028.82,2.13,TVYC1,5486,-120.47889,39.97889
130,2018-08-06 10:00:00,101896.38,NNW,0.17,83243.38,-4.92,,0.0,,345.0,0.01,65.0,0.0,102112.77,1.0,TVYC1,5486,-120.47889,39.97889
131,2018-08-06 11:00:00,101930.25,NNW,0.17,83271.05,-4.73,,0.0,,333.0,0.01,71.0,0.0,102224.65,-0.04,TVYC1,5486,-120.47889,39.97889
132,2018-08-06 12:00:00,101930.25,,0.0,83271.05,-5.06,0.0,0.0,,,0.0,73.0,0.0,102279.77,-0.77,TVYC1,5486,-120.47889,39.97889
133,2018-08-06 13:00:00,101930.25,,0.0,83271.05,-4.97,0.0,0.0,,,0.0,76.0,0.0,102314.65,-1.23,TVYC1,5486,-120.47889,39.97889
134,2018-08-06 14:00:00,101964.11,,0.0,83298.71,-4.73,0.0,0.0,,,0.0,77.0,20.0,102343.3,-1.16,TVYC1,5486,-120.47889,39.97889
135,2018-08-06 15:00:00,101997.98,ESE,0.09,83326.38,-2.94,0.0,0.0,,104.0,0.01,70.0,142.0,102138.62,2.02,TVYC1,5486,-120.47889,39.97889
136,2018-08-06 16:00:00,101997.98,ENE,0.49,83326.38,-1.31,,0.0,,73.0,0.07,52.0,310.0,101702.09,8.05,TVYC1,5486,-120.47889,39.97889
137,2018-08-06 17:00:00,101997.98,E,0.63,83326.38,0.1,0.0,0.0,,96.0,0.17,35.0,480.0,101183.22,15.6,TVYC1,5486,-120.47889,39.97889
138,2018-08-06 18:00:00,101964.11,ENE,1.21,83298.71,-0.6,,0.0,,72.0,0.29,22.0,638.0,100722.82,22.15,TVYC1,5486,-120.47889,39.97889
139,2018-08-06 19:00:00,101930.25,SE,3.64,83271.05,-1.78,,0.0,,134.0,1.53,16.0,763.0,100452.31,25.93,TVYC1,5486,-120.47889,39.97889
140,2018-08-06 20:00:00,101862.52,SE,5.0,83215.72,-3.94,,0.0,26.55,141.0,2.43,12.0,831.0,100258.6,28.0,TVYC1,5486,-120.47889,39.97889
141,2018-08-06 21:00:00,101828.66,SE,4.64,83188.05,-4.43,,0.0,27.07,143.0,2.27,11.0,831.0,100174.88,28.83,TVYC1,5486,-120.47889,39.97889
142,2018-08-06 22:00:00,101794.79,SE,4.5,83160.38,-3.95,,0.0,27.52,140.0,1.89,11.0,786.0,100104.7,29.44,TVYC1,5486,-120.47889,39.97889
143,2018-08-06 23:00:00,101760.93,ESE,4.26,83132.72,-4.63,,0.0,27.99,114.0,1.77,10.0,698.0,100027.56,30.17,TVYC1,5486,-120.47889,39.97889
144,2018-08-07 00:00:00,101760.93,SSE,3.03,83132.72,-4.46,,0.0,28.16,160.0,1.65,10.0,567.0,100014.38,30.39,TVYC1,5486,-120.47889,39.97889
145,2018-08-07 01:00:00,101727.07,WNW,4.19,83105.06,-2.54,,0.0,27.87,290.0,2.02,12.0,371.0,100017.6,29.78,TVYC1,5486,-120.47889,39.97889
146,2018-08-07 02:00:00,101727.07,N,3.65,83105.06,-1.85,0.0,0.0,26.68,6.0,2.01,14.0,192.0,100121.54,28.06,TVYC1,5486,-120.47889,39.97889
147,2018-08-07 03:00:00,101794.79,NW,2.09,83160.38,-2.73,,0.0,,318.0,1.01,16.0,48.0,100391.45,24.76,TVYC1,5486,-120.47889,39.97889
148,2018-08-07 04:00:00,101794.79,WNW,1.04,83160.38,-2.27,,0.0,,298.0,0.39,24.0,2.0,100771.65,18.79,TVYC1,5486,-120.47889,39.97889
149,2018-08-07 05:00:00,101862.52,NW,1.11,83215.72,-2.55,0.0,0.0,,323.0,0.33,31.0,0.0,101123.98,14.48,TVYC1,5486,-120.47889,39.97889
150,2018-08-07 06:00:00,101862.52,NNW,0.91,83215.72,-2.33,0.0,0.0,,332.0,0.19,38.0,0.0,101318.4,11.62,TVYC1,5486,-120.47889,39.97889
151,2018-08-07 07:00:00,101862.52,NNW,0.55,83215.72,-1.69,,0.0,,338.0,0.14,45.0,0.0,101445.0,9.79,TVYC1,5486,-120.47889,39.97889
