,road_subsurface_tmp_set_1,date_time,wind_cardinal_direction_set_1d,road_temp_set_1,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
23,33.2,2018-08-01 06:26:00,WNW,26.6,3.06,5.39,,287.0,28.0,1.94,25.2,CTHRN,2280,-122.5678,41.9103
24,33.3,2018-08-01 06:41:00,WNW,26.1,2.5,5.46,,299.0,29.0,2.22,24.7,CTHRN,2280,-122.5678,41.9103
25,33.3,2018-08-01 06:56:00,NW,26.4,3.06,5.39,,319.0,28.0,2.78,25.2,CTHRN,2280,-122.5678,41.9103
26,33.3,2018-08-01 07:11:00,WNW,25.2,2.78,5.11,,303.0,29.0,2.22,24.3,CTHRN,2280,-122.5678,41.9103
27,33.3,2018-08-01 07:26:00,NNW,25.3,3.89,5.25,,337.0,30.0,3.33,23.9,CTHRN,2280,-122.5678,41.9103
28,33.3,2018-08-01 07:42:00,NW,25.4,2.5,5.19,,309.0,31.0,1.11,23.3,CTHRN,2280,-122.5678,41.9103
29,33.3,2018-08-01 07:57:00,NW,25.2,3.89,5.39,,311.0,33.0,1.11,22.5,CTHRN,2280,-122.5678,41.9103
30,33.3,2018-08-01 08:11:00,NNW,24.7,2.5,5.21,,327.0,33.0,1.67,22.3,CTHRN,2280,-122.5678,41.9103
31,33.3,2018-08-01 08:56:00,W,23.8,2.5,5.44,,271.0,35.0,1.67,21.6,CTHRN,2280,-122.5678,41.9103
32,33.3,2018-08-01 09:11:00,W,22.7,1.94,5.34,,269.0,37.0,1.94,20.6,CTHRN,2280,-122.5678,41.9103
33,33.2,2018-08-01 09:26:00,WNW,22.8,1.39,5.34,,303.0,37.0,0.56,20.6,CTHRN,2280,-122.5678,41.9103
34,33.2,2018-08-01 09:41:00,,22.8,0.83,5.57,,,39.0,0.0,20.0,CTHRN,2280,-122.5678,41.9103
35,33.2,2018-08-01 09:56:00,,21.9,0.56,5.57,,,39.0,0.0,20.0,CTHRN,2280,-122.5678,41.9103
36,33.2,2018-08-01 10:11:00,SW,21.9,0.56,5.39,,225.0,40.0,0.28,19.4,CTHRN,2280,-122.5678,41.9103
37,33.2,2018-08-01 10:26:00,,21.1,0.28,5.46,,,42.0,0.0,18.7,CTHRN,2280,-122.5678,41.9103
38,33.1,2018-08-01 10:41:00,,21.1,0.28,5.59,,,44.0,0.0,18.1,CTHRN,2280,-122.5678,41.9103
39,33.1,2018-08-01 10:56:00,WNW,21.0,0.56,5.35,,302.0,43.0,0.28,18.2,CTHRN,2280,-122.5678,41.9103
40,33.1,2018-08-01 11:11:00,SE,20.5,0.28,5.18,,130.0,45.0,0.28,17.3,CTHRN,2280,-122.5678,41.9103
41,33.0,2018-08-01 11:26:00,,20.4,0.28,5.18,,,45.0,0.0,17.3,CTHRN,2280,-122.5678,41.9103
42,33.0,2018-08-01 11:41:00,,20.4,0.83,5.55,,,45.0,0.0,17.7,CTHRN,2280,-122.5678,41.9103
43,33.0,2018-08-01 11:56:00,,19.8,0.0,5.47,,,48.0,0.0,16.6,CTHRN,2280,-122.5678,41.9103
44,33.0,2018-08-01 12:11:00,SSW,20.0,0.56,5.59,,193.0,49.0,0.28,16.4,CTHRN,2280,-122.5678,41.9103
45,32.9,2018-08-01 12:26:00,,19.6,0.0,5.2,,,48.0,0.0,16.3,CTHRN,2280,-122.5678,41.9103
46,32.9,2018-08-01 12:41:00,,19.0,0.0,5.59,,,49.0,0.0,16.4,CTHRN,2280,-122.5678,41.9103
47,32.8,2018-08-01 12:56:00,,19.9,0.0,5.12,,,49.0,0.0,15.9,CTHRN,2280,-122.5678,41.9103
48,32.8,2018-08-01 13:12:00,,18.8,0.28,5.23,,,50.0,0.0,15.7,CTHRN,2280,-122.5678,41.9103
49,32.7,2018-08-01 13:26:00,,19.1,0.56,5.33,,,53.0,0.0,14.9,CTHRN,2280,-122.5678,41.9103
50,32.7,2018-08-01 13:42:00,S,19.0,0.56,5.32,,177.0,54.0,0.28,14.6,CTHRN,2280,-122.5678,41.9103
51,32.7,2018-08-01 13:56:00,,19.6,0.28,5.61,,,53.0,0.0,15.2,CTHRN,2280,-122.5678,41.9103
52,32.6,2018-08-01 14:11:00,,19.8,0.28,5.52,,,51.0,0.0,15.7,CTHRN,2280,-122.5678,41.9103
53,32.5,2018-08-01 14:26:00,ESE,18.9,0.28,5.34,,115.0,52.0,0.28,15.2,CTHRN,2280,-122.5678,41.9103
54,32.5,2018-08-01 14:41:00,,20.3,0.28,5.49,,,49.0,0.0,16.3,CTHRN,2280,-122.5678,41.9103
55,32.4,2018-08-01 14:56:00,E,21.7,0.28,5.81,,87.0,47.0,0.28,17.3,CTHRN,2280,-122.5678,41.9103
56,32.4,2018-08-01 15:11:00,,22.4,0.83,5.72,,,47.0,0.0,17.2,CTHRN,2280,-122.5678,41.9103
57,32.3,2018-08-01 15:26:00,E,23.6,0.28,6.1,,88.0,45.0,0.28,18.3,CTHRN,2280,-122.5678,41.9103
58,32.3,2018-08-01 15:41:00,E,24.9,0.83,5.66,,92.0,41.0,0.28,19.3,CTHRN,2280,-122.5678,41.9103
59,32.2,2018-08-01 15:56:00,ESE,25.9,0.83,6.02,,121.0,41.0,0.56,19.7,CTHRN,2280,-122.5678,41.9103
60,32.1,2018-08-01 16:11:00,ESE,27.1,0.83,6.09,,108.0,38.0,0.28,21.0,CTHRN,2280,-122.5678,41.9103
61,32.1,2018-08-01 16:26:00,E,28.7,1.67,6.33,,93.0,37.0,0.83,21.7,CTHRN,2280,-122.5678,41.9103
62,32.0,2018-08-01 16:41:00,ESE,30.2,1.39,5.65,,104.0,33.0,0.83,22.8,CTHRN,2280,-122.5678,41.9103
63,31.9,2018-08-01 16:56:00,ESE,32.4,1.67,5.45,,120.0,31.0,1.11,23.6,CTHRN,2280,-122.5678,41.9103
64,31.9,2018-08-01 17:11:00,SE,32.9,1.67,5.46,,142.0,29.0,1.11,24.7,CTHRN,2280,-122.5678,41.9103
65,31.8,2018-08-01 17:26:00,ESE,34.9,1.67,5.04,,122.0,27.0,1.39,25.4,CTHRN,2280,-122.5678,41.9103
66,31.7,2018-08-01 17:41:00,E,35.8,2.5,5.82,,97.0,28.0,1.94,25.7,CTHRN,2280,-122.5678,41.9103
67,31.7,2018-08-01 17:56:00,SSE,37.4,2.5,5.23,26.3,159.0,25.0,0.56,26.9,CTHRN,2280,-122.5678,41.9103
68,31.6,2018-08-01 18:11:00,ENE,40.1,1.94,4.6,27.01,62.0,22.0,0.83,28.3,CTHRN,2280,-122.5678,41.9103
69,31.5,2018-08-01 18:26:00,SE,40.8,2.22,4.76,27.15,136.0,22.0,0.83,28.5,CTHRN,2280,-122.5678,41.9103
70,31.5,2018-08-01 18:41:00,ESE,41.8,2.5,4.86,27.79,121.0,21.0,0.83,29.4,CTHRN,2280,-122.5678,41.9103
71,31.4,2018-08-01 19:11:00,E,44.5,2.22,4.36,28.62,85.0,19.0,1.39,30.5,CTHRN,2280,-122.5678,41.9103
72,31.4,2018-08-01 19:26:00,SE,45.7,2.5,4.61,28.87,128.0,19.0,2.5,30.8,CTHRN,2280,-122.5678,41.9103
73,31.3,2018-08-01 19:41:00,ESE,46.3,2.78,4.77,29.04,117.0,19.0,0.83,31.0,CTHRN,2280,-122.5678,41.9103
74,31.3,2018-08-01 19:56:00,SSE,48.8,2.78,4.27,30.12,155.0,17.0,1.39,32.3,CTHRN,2280,-122.5678,41.9103
75,31.3,2018-08-01 20:11:00,ESE,49.7,2.78,4.4,31.18,108.0,16.0,2.5,33.5,CTHRN,2280,-122.5678,41.9103
76,31.2,2018-08-01 20:26:00,NNE,48.3,3.06,4.56,31.37,24.0,16.0,1.39,33.7,CTHRN,2280,-122.5678,41.9103
77,31.2,2018-08-01 20:41:00,WNW,49.3,3.33,4.14,31.89,301.0,15.0,0.56,34.3,CTHRN,2280,-122.5678,41.9103
78,31.2,2018-08-01 20:56:00,ESE,49.9,3.33,3.01,31.65,120.0,14.0,2.22,34.1,CTHRN,2280,-122.5678,41.9103
79,31.2,2018-08-01 21:11:00,ENE,47.5,3.61,3.41,32.13,74.0,14.0,0.56,34.6,CTHRN,2280,-122.5678,41.9103
80,31.2,2018-08-01 21:26:00,ESE,46.0,3.33,1.99,32.73,121.0,12.0,1.67,35.5,CTHRN,2280,-122.5678,41.9103
81,31.2,2018-08-01 21:41:00,NNE,43.9,2.78,1.75,32.45,23.0,12.0,2.22,35.2,CTHRN,2280,-122.5678,41.9103
82,31.2,2018-08-01 21:56:00,NNE,41.8,2.5,2.62,32.36,18.0,13.0,1.11,34.9,CTHRN,2280,-122.5678,41.9103
83,31.2,2018-08-01 22:11:00,WNW,42.3,3.33,2.14,32.92,283.0,12.0,1.67,35.7,CTHRN,2280,-122.5678,41.9103
84,31.3,2018-08-01 22:26:00,NW,42.5,2.78,-1.53,32.66,318.0,9.0,3.89,36.0,CTHRN,2280,-122.5678,41.9103
85,31.3,2018-08-01 22:41:00,N,42.5,4.44,0.43,33.49,349.0,10.0,3.33,36.7,CTHRN,2280,-122.5678,41.9103
86,31.3,2018-08-01 22:56:00,NW,43.0,5.0,2.3,33.11,320.0,12.0,4.44,35.9,CTHRN,2280,-122.5678,41.9103
87,31.4,2018-08-01 23:11:00,NNW,43.3,6.39,3.65,32.41,327.0,14.0,5.28,34.9,CTHRN,2280,-122.5678,41.9103
88,31.4,2018-08-01 23:26:00,NW,43.4,6.39,4.38,32.18,320.0,15.0,5.56,34.6,CTHRN,2280,-122.5678,41.9103
89,31.5,2018-08-01 23:41:00,NNW,43.7,6.94,4.95,32.87,334.0,15.0,4.44,35.3,CTHRN,2280,-122.5678,41.9103
90,31.5,2018-08-01 23:56:00,NW,42.6,6.11,4.97,31.86,311.0,16.0,5.56,34.2,CTHRN,2280,-122.5678,41.9103
91,31.6,2018-08-02 00:11:00,NW,42.1,6.67,4.97,31.86,321.0,16.0,5.56,34.2,CTHRN,2280,-122.5678,41.9103
92,31.7,2018-08-02 00:26:00,NW,41.1,7.22,5.59,31.63,311.0,17.0,5.0,33.9,CTHRN,2280,-122.5678,41.9103
93,31.7,2018-08-02 00:41:00,NW,40.5,5.56,6.07,31.3,313.0,18.0,5.0,33.5,CTHRN,2280,-122.5678,41.9103
94,31.8,2018-08-02 00:56:00,NW,39.5,6.11,5.42,31.43,320.0,17.0,3.89,33.7,CTHRN,2280,-122.5678,41.9103
95,31.9,2018-08-02 01:11:00,NNW,38.7,5.83,3.99,30.72,331.0,16.0,4.44,33.0,CTHRN,2280,-122.5678,41.9103
96,32.0,2018-08-02 01:26:00,NW,37.9,5.83,4.52,30.39,320.0,17.0,5.56,32.6,CTHRN,2280,-122.5678,41.9103
97,32.1,2018-08-02 01:56:00,NW,36.0,6.11,4.03,29.85,310.0,17.0,3.89,32.0,CTHRN,2280,-122.5678,41.9103
98,32.2,2018-08-02 02:11:00,NW,35.4,5.83,3.78,29.58,324.0,17.0,4.17,31.7,CTHRN,2280,-122.5678,41.9103
99,32.2,2018-08-02 02:26:00,WNW,34.5,5.56,4.26,29.27,302.0,18.0,5.28,31.3,CTHRN,2280,-122.5678,41.9103
100,32.3,2018-08-02 02:41:00,NW,33.7,4.44,3.76,28.76,317.0,18.0,3.89,30.7,CTHRN,2280,-122.5678,41.9103
101,32.4,2018-08-02 02:56:00,NW,32.8,5.28,3.51,28.51,310.0,18.0,3.89,30.4,CTHRN,2280,-122.5678,41.9103
102,32.5,2018-08-02 03:11:00,NW,32.2,5.0,3.94,28.21,315.0,19.0,4.44,30.0,CTHRN,2280,-122.5678,41.9103
103,32.5,2018-08-02 03:26:00,NW,31.5,4.72,3.61,27.89,313.0,19.0,3.33,29.6,CTHRN,2280,-122.5678,41.9103
104,32.6,2018-08-02 03:41:00,NW,31.0,4.17,4.0,27.61,326.0,20.0,3.06,29.2,CTHRN,2280,-122.5678,41.9103
105,32.7,2018-08-02 03:56:00,NW,30.3,4.17,3.67,27.31,312.0,20.0,3.33,28.8,CTHRN,2280,-122.5678,41.9103
106,32.8,2018-08-02 04:26:00,NW,29.1,3.89,3.35,26.5,320.0,21.0,3.06,27.6,CTHRN,2280,-122.5678,41.9103
107,32.8,2018-08-02 04:41:00,NW,29.1,3.89,3.18,26.37,320.0,21.0,2.78,27.4,CTHRN,2280,-122.5678,41.9103
108,32.9,2018-08-02 04:56:00,NW,28.8,3.89,3.18,26.37,318.0,21.0,3.33,27.4,CTHRN,2280,-122.5678,41.9103
109,32.9,2018-08-02 05:11:00,NW,28.1,3.33,3.33,26.11,310.0,22.0,2.5,26.8,CTHRN,2280,-122.5678,41.9103
110,33.0,2018-08-02 05:26:00,WNW,27.8,2.78,3.16,,293.0,22.0,2.5,26.6,CTHRN,2280,-122.5678,41.9103
111,33.0,2018-08-02 05:41:00,WNW,27.6,3.89,3.62,,302.0,23.0,2.5,26.4,CTHRN,2280,-122.5678,41.9103
112,33.0,2018-08-02 05:56:00,WNW,27.0,3.89,4.46,,302.0,25.0,3.61,26.0,CTHRN,2280,-122.5678,41.9103
113,33.0,2018-08-02 06:12:00,NW,26.6,3.89,4.76,,306.0,26.0,2.78,25.7,CTHRN,2280,-122.5678,41.9103
114,33.1,2018-08-02 06:26:00,WNW,26.7,4.17,5.3,,302.0,27.0,3.06,25.7,CTHRN,2280,-122.5678,41.9103
115,33.1,2018-08-02 06:41:00,W,26.0,2.5,5.13,,277.0,28.0,0.83,24.9,CTHRN,2280,-122.5678,41.9103
116,33.1,2018-08-02 06:56:00,WNW,25.9,1.39,5.37,,288.0,29.0,0.28,24.6,CTHRN,2280,-122.5678,41.9103
117,33.1,2018-08-02 07:11:00,NNE,25.3,2.5,5.07,,23.0,30.0,1.67,23.7,CTHRN,2280,-122.5678,41.9103
118,33.1,2018-08-02 07:26:00,NW,24.2,1.67,5.38,,326.0,32.0,0.83,23.0,CTHRN,2280,-122.5678,41.9103
119,33.1,2018-08-02 07:41:00,NW,24.5,1.39,5.3,,306.0,33.0,0.83,22.4,CTHRN,2280,-122.5678,41.9103
120,33.1,2018-08-02 07:56:00,WNW,24.0,1.39,5.28,,290.0,34.0,0.83,21.9,CTHRN,2280,-122.5678,41.9103
121,33.2,2018-08-02 08:11:00,WNW,24.2,1.67,5.75,,288.0,36.0,1.39,21.5,CTHRN,2280,-122.5678,41.9103
122,33.2,2018-08-02 08:26:00,WNW,23.8,1.67,5.97,,291.0,37.0,0.83,21.3,CTHRN,2280,-122.5678,41.9103
123,33.1,2018-08-02 08:41:00,NW,23.4,1.94,5.7,,306.0,37.0,1.39,21.0,CTHRN,2280,-122.5678,41.9103
124,33.1,2018-08-02 08:56:00,WNW,22.8,1.67,6.09,,292.0,38.0,1.39,21.0,CTHRN,2280,-122.5678,41.9103
125,33.1,2018-08-02 09:11:00,WNW,23.0,2.22,5.82,,291.0,38.0,1.67,20.7,CTHRN,2280,-122.5678,41.9103
126,33.1,2018-08-02 09:26:00,WNW,22.7,1.94,5.93,,298.0,39.0,1.39,20.4,CTHRN,2280,-122.5678,41.9103
127,33.1,2018-08-02 09:41:00,W,22.2,1.94,6.29,,278.0,41.0,1.67,20.0,CTHRN,2280,-122.5678,41.9103
128,33.1,2018-08-02 09:56:00,WNW,22.1,2.22,6.11,,289.0,41.0,1.67,19.8,CTHRN,2280,-122.5678,41.9103
129,33.0,2018-08-02 10:11:00,,20.8,1.39,5.91,,,45.0,0.0,18.1,CTHRN,2280,-122.5678,41.9103
130,33.0,2018-08-02 10:26:00,,20.6,0.83,5.64,,,45.0,0.0,17.8,CTHRN,2280,-122.5678,41.9103
131,33.0,2018-08-02 10:41:00,W,20.9,0.83,6.1,,266.0,45.0,0.28,18.3,CTHRN,2280,-122.5678,41.9103
132,33.0,2018-08-02 10:56:00,,21.0,0.0,5.81,,,47.0,0.0,17.3,CTHRN,2280,-122.5678,41.9103
133,32.9,2018-08-02 11:11:00,,21.0,0.28,5.77,,,46.0,0.0,17.6,CTHRN,2280,-122.5678,41.9103
134,32.9,2018-08-02 11:26:00,,20.1,0.28,5.75,,,48.0,0.0,16.9,CTHRN,2280,-122.5678,41.9103
135,32.9,2018-08-02 11:41:00,,19.8,0.28,5.96,,,49.0,0.0,16.8,CTHRN,2280,-122.5678,41.9103
136,32.9,2018-08-02 11:56:00,,20.0,0.56,6.16,,,50.0,0.0,16.7,CTHRN,2280,-122.5678,41.9103
137,32.8,2018-08-02 12:11:00,SW,19.9,0.83,6.16,,223.0,50.0,0.28,16.7,CTHRN,2280,-122.5678,41.9103
138,32.8,2018-08-02 12:26:00,,19.8,0.28,5.68,,,49.0,0.0,16.5,CTHRN,2280,-122.5678,41.9103
139,32.7,2018-08-02 12:56:00,W,19.5,0.56,5.97,,265.0,50.0,0.28,16.5,CTHRN,2280,-122.5678,41.9103
140,32.6,2018-08-02 13:11:00,,18.7,0.28,6.07,,,54.0,0.0,15.4,CTHRN,2280,-122.5678,41.9103
141,32.6,2018-08-02 13:26:00,,19.0,0.0,6.06,,,55.0,0.0,15.1,CTHRN,2280,-122.5678,41.9103
142,32.5,2018-08-02 13:41:00,,19.3,0.0,5.7,,,53.0,0.0,15.3,CTHRN,2280,-122.5678,41.9103
143,32.5,2018-08-02 13:56:00,,18.3,0.56,5.87,,,55.0,0.0,14.9,CTHRN,2280,-122.5678,41.9103
144,32.4,2018-08-02 14:26:00,,20.0,0.56,6.35,,,51.0,0.0,16.6,CTHRN,2280,-122.5678,41.9103
145,32.4,2018-08-02 14:41:00,,21.3,0.0,6.09,,,47.0,0.0,17.6,CTHRN,2280,-122.5678,41.9103
146,32.3,2018-08-02 14:56:00,ENE,21.8,0.56,6.36,,74.0,47.0,0.56,17.9,CTHRN,2280,-122.5678,41.9103
147,32.1,2018-08-02 15:41:00,ESE,25.7,1.11,6.56,,112.0,41.0,0.83,20.3,CTHRN,2280,-122.5678,41.9103
148,32.0,2018-08-02 15:56:00,E,26.5,1.39,6.56,,91.0,39.0,0.83,21.1,CTHRN,2280,-122.5678,41.9103
149,31.9,2018-08-02 16:11:00,ESE,28.9,1.39,6.6,,121.0,37.0,1.11,22.0,CTHRN,2280,-122.5678,41.9103
150,31.9,2018-08-02 16:26:00,ESE,30.1,1.39,7.12,,120.0,35.0,1.11,23.5,CTHRN,2280,-122.5678,41.9103
151,31.8,2018-08-02 16:41:00,SSE,31.1,1.94,7.63,,149.0,36.0,1.11,23.6,CTHRN,2280,-122.5678,41.9103
152,31.8,2018-08-02 16:56:00,ENE,32.4,2.22,7.93,,73.0,35.0,2.5,24.4,CTHRN,2280,-122.5678,41.9103
153,31.7,2018-08-02 17:11:00,ENE,33.9,2.22,8.04,,71.0,33.0,1.67,25.5,CTHRN,2280,-122.5678,41.9103
154,31.6,2018-08-02 17:26:00,SSE,35.4,2.22,7.74,,165.0,31.0,0.83,26.2,CTHRN,2280,-122.5678,41.9103
155,31.6,2018-08-02 17:41:00,NE,36.8,1.67,7.55,26.62,44.0,29.0,0.56,27.1,CTHRN,2280,-122.5678,41.9103
156,31.5,2018-08-02 17:56:00,SE,38.2,2.5,7.56,26.8,127.0,28.0,3.06,27.7,CTHRN,2280,-122.5678,41.9103
157,31.5,2018-08-02 18:11:00,SE,40.4,2.22,7.2,26.9,135.0,27.0,1.39,27.9,CTHRN,2280,-122.5678,41.9103
158,31.4,2018-08-02 18:26:00,SE,42.7,2.5,6.82,27.0,136.0,26.0,1.94,28.1,CTHRN,2280,-122.5678,41.9103
159,31.4,2018-08-02 18:41:00,SSW,42.3,2.78,6.6,27.25,192.0,25.0,1.39,28.5,CTHRN,2280,-122.5678,41.9103
160,31.3,2018-08-02 18:56:00,NNW,43.3,2.5,6.78,27.9,334.0,24.0,0.56,29.4,CTHRN,2280,-122.5678,41.9103
161,31.3,2018-08-02 19:11:00,,44.3,3.06,6.67,28.35,,23.0,0.0,30.0,CTHRN,2280,-122.5678,41.9103
162,31.2,2018-08-02 19:26:00,ESE,45.4,3.06,6.67,28.35,115.0,23.0,1.39,30.0,CTHRN,2280,-122.5678,41.9103
163,31.2,2018-08-02 19:41:00,NE,46.1,3.06,5.69,27.98,54.0,22.0,1.67,29.6,CTHRN,2280,-122.5678,41.9103
164,31.2,2018-08-02 19:56:00,NNW,47.4,3.06,5.87,28.77,341.0,21.0,0.83,30.6,CTHRN,2280,-122.5678,41.9103
165,31.1,2018-08-02 20:11:00,N,47.3,3.33,6.04,28.94,9.0,21.0,2.78,30.8,CTHRN,2280,-122.5678,41.9103
166,31.1,2018-08-02 20:26:00,NNW,48.3,4.17,5.34,28.91,345.0,20.0,3.33,30.8,CTHRN,2280,-122.5678,41.9103
167,31.1,2018-08-02 20:41:00,N,48.1,4.72,5.51,29.08,355.0,20.0,2.5,31.0,CTHRN,2280,-122.5678,41.9103
168,31.1,2018-08-02 20:56:00,E,48.8,3.89,4.27,30.12,80.0,17.0,0.56,32.3,CTHRN,2280,-122.5678,41.9103
169,31.1,2018-08-02 21:11:00,N,47.9,5.83,5.36,29.66,358.0,19.0,3.61,31.7,CTHRN,2280,-122.5678,41.9103
170,31.1,2018-08-02 21:26:00,WNW,44.4,5.83,6.17,29.79,288.0,20.0,1.39,31.8,CTHRN,2280,-122.5678,41.9103
171,31.1,2018-08-02 21:41:00,N,41.8,4.44,5.85,30.21,356.0,19.0,2.78,32.3,CTHRN,2280,-122.5678,41.9103
172,31.2,2018-08-02 21:56:00,NW,39.7,5.56,5.69,30.02,313.0,19.0,3.06,32.1,CTHRN,2280,-122.5678,41.9103
173,31.2,2018-08-02 22:11:00,N,39.3,5.83,6.19,30.58,352.0,19.0,4.72,32.7,CTHRN,2280,-122.5678,41.9103
174,31.2,2018-08-02 22:26:00,NNW,39.2,5.83,6.1,30.49,348.0,19.0,4.72,32.6,CTHRN,2280,-122.5678,41.9103
175,31.3,2018-08-02 22:41:00,NW,39.5,6.39,6.44,30.87,312.0,19.0,2.5,33.0,CTHRN,2280,-122.5678,41.9103
176,31.3,2018-08-02 22:56:00,NW,41.5,6.11,6.34,29.98,312.0,20.0,5.0,32.0,CTHRN,2280,-122.5678,41.9103
177,31.4,2018-08-02 23:11:00,NW,42.1,5.28,5.17,30.25,314.0,18.0,4.44,32.4,CTHRN,2280,-122.5678,41.9103
178,31.4,2018-08-02 23:26:00,NNW,43.1,6.39,3.83,30.53,337.0,16.0,5.28,32.8,CTHRN,2280,-122.5678,41.9103
179,31.4,2018-08-02 23:41:00,NNW,43.4,6.11,3.66,30.35,331.0,16.0,4.72,32.6,CTHRN,2280,-122.5678,41.9103
180,31.5,2018-08-02 23:57:00,N,42.7,8.33,3.42,30.08,351.0,16.0,6.39,32.3,CTHRN,2280,-122.5678,41.9103
181,31.6,2018-08-03 00:11:00,N,43.4,6.94,3.26,29.91,2.0,16.0,5.28,32.1,CTHRN,2280,-122.5678,41.9103
182,31.7,2018-08-03 00:26:00,NNE,42.2,6.94,3.01,29.64,14.0,16.0,5.0,31.8,CTHRN,2280,-122.5678,41.9103
183,31.7,2018-08-03 00:41:00,N,41.7,6.39,2.68,29.3,4.0,16.0,5.0,31.4,CTHRN,2280,-122.5678,41.9103
184,31.8,2018-08-03 00:56:00,N,40.0,8.06,2.44,29.05,2.0,16.0,5.0,31.1,CTHRN,2280,-122.5678,41.9103
185,31.8,2018-08-03 01:11:00,NNE,39.5,8.06,1.22,28.7,19.0,15.0,6.39,30.7,CTHRN,2280,-122.5678,41.9103
186,31.9,2018-08-03 01:26:00,N,38.3,7.5,1.22,28.7,6.0,15.0,5.0,30.7,CTHRN,2280,-122.5678,41.9103
187,32.0,2018-08-03 01:42:00,N,36.4,8.06,-0.29,28.13,6.0,14.0,5.56,30.0,CTHRN,2280,-122.5678,41.9103
188,32.1,2018-08-03 01:56:00,N,34.9,8.06,-0.53,27.9,11.0,14.0,6.67,29.7,CTHRN,2280,-122.5678,41.9103
189,32.1,2018-08-03 02:11:00,N,33.8,8.89,-0.07,27.45,358.0,15.0,7.22,29.1,CTHRN,2280,-122.5678,41.9103
