,date_time,soil_temp_set_1,dew_point_temperature_set_1d,heat_index_set_1d,relative_humidity_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,31.16,9.13,29.85,24.87,31.54,WLTC1,1949,-123.32000,39.35000
1,2018-08-01 01:00:00,31.96,11.82,29.39,31.6,30.52,WLTC1,1949,-123.32000,39.35000
2,2018-08-01 02:00:00,32.46,13.87,28.3,40.32,28.66,WLTC1,1949,-123.32000,39.35000
3,2018-08-01 03:00:00,32.66,13.8,,48.99,25.3,WLTC1,1949,-123.32000,39.35000
4,2018-08-01 04:00:00,32.66,13.23,,56.89,22.22,WLTC1,1949,-123.32000,39.35000
5,2018-08-01 05:00:00,32.36,12.65,,60.63,20.56,WLTC1,1949,-123.32000,39.35000
6,2018-08-01 06:00:00,31.86,11.78,,61.68,19.37,WLTC1,1949,-123.32000,39.35000
7,2018-08-01 07:00:00,31.26,11.4,,63.86,18.41,WLTC1,1949,-123.32000,39.35000
8,2018-08-01 08:00:00,30.66,11.07,,67.08,17.28,WLTC1,1949,-123.32000,39.35000
9,2018-08-01 09:00:00,30.06,10.82,,69.59,16.44,WLTC1,1949,-123.32000,39.35000
10,2018-08-01 10:00:00,29.48,11.1,,76.31,15.28,WLTC1,1949,-123.32000,39.35000
11,2018-08-01 10:04:00,29.44,11.14,,76.49,15.28,WLTC1,1949,-123.32000,39.35000
12,2018-08-01 10:08:00,29.41,11.09,,76.26,15.28,WLTC1,1949,-123.32000,39.35000
13,2018-08-01 10:12:00,29.38,11.12,,77.01,15.16,WLTC1,1949,-123.32000,39.35000
14,2018-08-01 10:16:00,29.33,11.09,,77.21,15.08,WLTC1,1949,-123.32000,39.35000
15,2018-08-01 10:20:00,29.31,11.17,,77.8,15.05,WLTC1,1949,-123.32000,39.35000
16,2018-08-01 10:24:00,29.27,11.04,,77.07,15.06,WLTC1,1949,-123.32000,39.35000
17,2018-08-01 10:28:00,29.23,11.03,,76.46,15.18,WLTC1,1949,-123.32000,39.35000
18,2018-08-01 10:33:00,29.2,11.06,,75.87,15.33,WLTC1,1949,-123.32000,39.35000
19,2018-08-01 10:37:00,29.16,10.98,,75.51,15.32,WLTC1,1949,-123.32000,39.35000
20,2018-08-01 10:41:00,29.13,11.03,,76.27,15.22,WLTC1,1949,-123.32000,39.35000
21,2018-08-01 10:45:00,29.09,11.15,,76.23,15.35,WLTC1,1949,-123.32000,39.35000
22,2018-08-01 10:49:00,29.06,11.19,,75.87,15.46,WLTC1,1949,-123.32000,39.35000
23,2018-08-01 10:53:00,29.03,11.02,,75.71,15.32,WLTC1,1949,-123.32000,39.35000
24,2018-08-01 10:57:00,28.99,11.05,,76.53,15.18,WLTC1,1949,-123.32000,39.35000
25,2018-08-01 11:00:00,28.96,11.05,,77.27,15.03,WLTC1,1949,-123.32000,39.35000
26,2018-08-01 11:04:00,28.92,10.85,,77.71,14.74,WLTC1,1949,-123.32000,39.35000
27,2018-08-01 11:08:00,28.89,10.91,,78.97,14.55,WLTC1,1949,-123.32000,39.35000
28,2018-08-01 11:12:00,28.86,10.85,,78.86,14.51,WLTC1,1949,-123.32000,39.35000
29,2018-08-01 11:16:00,28.83,10.94,,77.22,14.93,WLTC1,1949,-123.32000,39.35000
30,2018-08-01 11:20:00,28.79,10.83,,77.28,14.8,WLTC1,1949,-123.32000,39.35000
31,2018-08-01 11:24:00,28.76,11.1,,77.6,15.02,WLTC1,1949,-123.32000,39.35000
32,2018-08-01 11:28:00,28.73,11.13,,76.79,15.21,WLTC1,1949,-123.32000,39.35000
33,2018-08-01 11:33:00,28.69,11.01,,76.34,15.18,WLTC1,1949,-123.32000,39.35000
34,2018-08-01 11:37:00,28.66,10.89,,76.81,14.96,WLTC1,1949,-123.32000,39.35000
35,2018-08-01 11:41:00,28.62,10.75,,77.95,14.59,WLTC1,1949,-123.32000,39.35000
36,2018-08-01 11:45:00,28.59,10.88,,78.37,14.64,WLTC1,1949,-123.32000,39.35000
37,2018-08-01 11:49:00,28.57,10.82,,77.42,14.76,WLTC1,1949,-123.32000,39.35000
38,2018-08-01 11:53:00,28.53,10.96,,77.54,14.88,WLTC1,1949,-123.32000,39.35000
39,2018-08-01 11:57:00,28.5,10.87,,77.78,14.74,WLTC1,1949,-123.32000,39.35000
40,2018-08-01 12:00:00,28.47,10.81,,77.76,14.69,WLTC1,1949,-123.32000,39.35000
41,2018-08-01 12:04:00,28.44,10.78,,77.9,14.63,WLTC1,1949,-123.32000,39.35000
42,2018-08-01 12:08:00,28.4,10.74,,78.1,14.55,WLTC1,1949,-123.32000,39.35000
43,2018-08-01 12:12:00,28.37,10.61,,78.09,14.41,WLTC1,1949,-123.32000,39.35000
44,2018-08-01 12:16:00,28.34,10.56,,77.93,14.39,WLTC1,1949,-123.32000,39.35000
45,2018-08-01 12:20:00,28.31,10.49,,77.64,14.38,WLTC1,1949,-123.32000,39.35000
46,2018-08-01 12:24:00,28.28,10.55,,78.07,14.36,WLTC1,1949,-123.32000,39.35000
47,2018-08-01 12:28:00,28.25,10.59,,78.34,14.34,WLTC1,1949,-123.32000,39.35000
48,2018-08-01 12:33:00,28.22,10.6,,78.31,14.36,WLTC1,1949,-123.32000,39.35000
49,2018-08-01 12:37:00,28.19,10.38,,77.69,14.26,WLTC1,1949,-123.32000,39.35000
50,2018-08-01 12:41:00,28.16,9.9,,77.89,13.72,WLTC1,1949,-123.32000,39.35000
51,2018-08-01 12:45:00,28.13,9.89,,79.34,13.43,WLTC1,1949,-123.32000,39.35000
52,2018-08-01 12:49:00,28.1,9.97,,80.3,13.32,WLTC1,1949,-123.32000,39.35000
53,2018-08-01 12:53:00,28.07,9.99,,80.75,13.26,WLTC1,1949,-123.32000,39.35000
54,2018-08-01 12:57:00,28.04,9.89,,80.6,13.18,WLTC1,1949,-123.32000,39.35000
55,2018-08-01 13:00:00,28.01,10.05,,81.04,13.26,WLTC1,1949,-123.32000,39.35000
56,2018-08-01 13:04:00,27.98,10.11,,80.79,13.37,WLTC1,1949,-123.32000,39.35000
57,2018-08-01 13:08:00,27.94,10.33,,80.66,13.62,WLTC1,1949,-123.32000,39.35000
58,2018-08-01 13:12:00,27.92,10.29,,79.98,13.71,WLTC1,1949,-123.32000,39.35000
59,2018-08-01 13:16:00,27.88,10.25,,80.06,13.66,WLTC1,1949,-123.32000,39.35000
60,2018-08-01 13:20:00,27.86,10.12,,80.69,13.4,WLTC1,1949,-123.32000,39.35000
61,2018-08-01 13:24:00,27.83,10.18,,81.79,13.26,WLTC1,1949,-123.32000,39.35000
62,2018-08-01 13:28:00,27.81,10.39,,83.15,13.21,WLTC1,1949,-123.32000,39.35000
63,2018-08-01 13:33:00,27.77,10.42,,83.06,13.26,WLTC1,1949,-123.32000,39.35000
64,2018-08-01 13:37:00,27.75,10.34,,82.46,13.29,WLTC1,1949,-123.32000,39.35000
65,2018-08-01 13:41:00,27.72,10.36,,82.15,13.37,WLTC1,1949,-123.32000,39.35000
66,2018-08-01 13:45:00,27.69,10.22,,81.02,13.44,WLTC1,1949,-123.32000,39.35000
67,2018-08-01 13:49:00,27.67,10.2,,80.52,13.52,WLTC1,1949,-123.32000,39.35000
68,2018-08-01 13:53:00,27.64,10.26,,80.74,13.54,WLTC1,1949,-123.32000,39.35000
