,date_time,precip_accum_set_1,snow_depth_set_1,air_temp_set_1,precip_accum_one_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,5493.512,0.0,28.52,,HYSC1,6798,-120.52694,39.28194
1,2018-08-01 00:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
2,2018-08-01 00:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
3,2018-08-01 00:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
4,2018-08-01 01:00:00,5493.512,0.0,25.69,0.0,HYSC1,6798,-120.52694,39.28194
5,2018-08-01 01:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
6,2018-08-01 01:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
7,2018-08-01 01:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
8,2018-08-01 02:00:00,5493.512,0.0,24.3,,HYSC1,6798,-120.52694,39.28194
9,2018-08-01 02:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
10,2018-08-01 02:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
11,2018-08-01 02:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
12,2018-08-01 03:00:00,5493.512,0.0,21.81,,HYSC1,6798,-120.52694,39.28194
13,2018-08-01 03:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
14,2018-08-01 03:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
15,2018-08-01 03:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
16,2018-08-01 04:00:00,5493.512,0.0,19.06,,HYSC1,6798,-120.52694,39.28194
17,2018-08-01 04:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
18,2018-08-01 04:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
19,2018-08-01 04:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
20,2018-08-01 05:00:00,5493.512,0.0,17.66,,HYSC1,6798,-120.52694,39.28194
21,2018-08-01 05:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
22,2018-08-01 05:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
23,2018-08-01 05:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
24,2018-08-01 06:00:00,5493.512,0.0,16.89,,HYSC1,6798,-120.52694,39.28194
25,2018-08-01 06:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
26,2018-08-01 06:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
27,2018-08-01 06:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
28,2018-08-01 07:00:00,5493.512,0.0,16.33,,HYSC1,6798,-120.52694,39.28194
29,2018-08-01 07:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
30,2018-08-01 07:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
31,2018-08-01 07:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
32,2018-08-01 08:00:00,5493.512,0.0,15.82,,HYSC1,6798,-120.52694,39.28194
33,2018-08-01 08:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
34,2018-08-01 08:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
35,2018-08-01 08:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
36,2018-08-01 09:00:00,5493.512,0.0,15.23,0.0,HYSC1,6798,-120.52694,39.28194
37,2018-08-01 09:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
38,2018-08-01 09:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
39,2018-08-01 09:45:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
40,2018-08-01 10:00:00,5493.512,0.0,14.68,0.0,HYSC1,6798,-120.52694,39.28194
41,2018-08-01 10:15:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
42,2018-08-01 10:30:00,5493.512,,,,HYSC1,6798,-120.52694,39.28194
