,date_time,volt_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,13.1,33.89,STG,800,-122.5330,39.5830
1,2018-08-01 01:00:00,13.1,33.89,STG,800,-122.5330,39.5830
2,2018-08-01 02:00:00,13.1,34.44,STG,800,-122.5330,39.5830
3,2018-08-01 03:00:00,13.1,33.89,STG,800,-122.5330,39.5830
4,2018-08-01 04:00:00,13.1,31.67,STG,800,-122.5330,39.5830
5,2018-08-01 05:00:00,13.1,30.0,STG,800,-122.5330,39.5830
6,2018-08-01 06:00:00,13.2,27.22,STG,800,-122.5330,39.5830
7,2018-08-01 07:00:00,13.2,26.67,STG,800,-122.5330,39.5830
8,2018-08-01 08:00:00,13.2,25.56,STG,800,-122.5330,39.5830
9,2018-08-01 09:00:00,13.3,24.44,STG,800,-122.5330,39.5830
10,2018-08-01 10:00:00,13.3,23.33,STG,800,-122.5330,39.5830
11,2018-08-01 11:00:00,13.0,22.78,STG,800,-122.5330,39.5830
12,2018-08-01 12:00:00,13.0,22.22,STG,800,-122.5330,39.5830
13,2018-08-01 13:00:00,12.9,21.67,STG,800,-122.5330,39.5830
14,2018-08-01 14:00:00,12.9,21.67,STG,800,-122.5330,39.5830
15,2018-08-01 15:00:00,12.9,23.33,STG,800,-122.5330,39.5830
16,2018-08-01 16:00:00,12.9,25.56,STG,800,-122.5330,39.5830
17,2018-08-01 17:00:00,12.9,28.89,STG,800,-122.5330,39.5830
18,2018-08-01 18:00:00,12.9,31.67,STG,800,-122.5330,39.5830
19,2018-08-01 19:00:00,12.9,33.33,STG,800,-122.5330,39.5830
20,2018-08-01 20:00:00,12.8,32.78,STG,800,-122.5330,39.5830
21,2018-08-01 21:00:00,12.8,33.89,STG,800,-122.5330,39.5830
22,2018-08-01 22:00:00,12.8,34.44,STG,800,-122.5330,39.5830
23,2018-08-01 23:00:00,12.8,34.44,STG,800,-122.5330,39.5830
24,2018-08-02 00:00:00,12.8,33.89,STG,800,-122.5330,39.5830
25,2018-08-02 01:00:00,12.8,33.33,STG,800,-122.5330,39.5830
26,2018-08-02 02:00:00,12.8,32.78,STG,800,-122.5330,39.5830
27,2018-08-02 03:00:00,12.8,31.67,STG,800,-122.5330,39.5830
28,2018-08-02 04:00:00,12.8,29.44,STG,800,-122.5330,39.5830
29,2018-08-02 05:00:00,12.8,27.22,STG,800,-122.5330,39.5830
30,2018-08-02 06:00:00,12.8,26.11,STG,800,-122.5330,39.5830
31,2018-08-02 07:00:00,12.8,23.33,STG,800,-122.5330,39.5830
32,2018-08-02 08:00:00,12.8,21.67,STG,800,-122.5330,39.5830
33,2018-08-02 09:00:00,12.8,20.56,STG,800,-122.5330,39.5830
34,2018-08-02 10:00:00,12.8,20.0,STG,800,-122.5330,39.5830
35,2018-08-02 11:00:00,12.8,20.0,STG,800,-122.5330,39.5830
36,2018-08-02 12:00:00,12.8,20.0,STG,800,-122.5330,39.5830
37,2018-08-02 13:00:00,12.8,18.89,STG,800,-122.5330,39.5830
38,2018-08-02 14:00:00,13.0,18.89,STG,800,-122.5330,39.5830
39,2018-08-02 15:00:00,13.0,21.67,STG,800,-122.5330,39.5830
40,2018-08-02 16:00:00,13.0,25.0,STG,800,-122.5330,39.5830
41,2018-08-02 17:00:00,13.0,28.89,STG,800,-122.5330,39.5830
42,2018-08-02 18:00:00,13.1,31.11,STG,800,-122.5330,39.5830
43,2018-08-02 19:00:00,13.1,31.11,STG,800,-122.5330,39.5830
44,2018-08-02 20:00:00,13.1,32.22,STG,800,-122.5330,39.5830
45,2018-08-02 21:00:00,13.1,32.78,STG,800,-122.5330,39.5830
46,2018-08-02 22:00:00,13.1,33.33,STG,800,-122.5330,39.5830
47,2018-08-02 23:00:00,13.1,33.89,STG,800,-122.5330,39.5830
48,2018-08-03 00:00:00,13.1,33.89,STG,800,-122.5330,39.5830
49,2018-08-03 01:00:00,13.1,33.33,STG,800,-122.5330,39.5830
50,2018-08-03 02:00:00,13.1,32.22,STG,800,-122.5330,39.5830
51,2018-08-03 03:00:00,13.1,30.56,STG,800,-122.5330,39.5830
52,2018-08-03 04:00:00,13.1,28.89,STG,800,-122.5330,39.5830
53,2018-08-03 05:00:00,13.1,26.67,STG,800,-122.5330,39.5830
54,2018-08-03 06:00:00,13.1,24.44,STG,800,-122.5330,39.5830
55,2018-08-03 07:00:00,13.1,22.78,STG,800,-122.5330,39.5830
56,2018-08-03 08:00:00,13.1,21.11,STG,800,-122.5330,39.5830
57,2018-08-03 09:00:00,13.1,20.56,STG,800,-122.5330,39.5830
58,2018-08-03 10:00:00,13.1,20.56,STG,800,-122.5330,39.5830
59,2018-08-03 11:00:00,13.1,20.56,STG,800,-122.5330,39.5830
60,2018-08-03 12:00:00,13.1,20.0,STG,800,-122.5330,39.5830
61,2018-08-03 13:00:00,13.1,18.89,STG,800,-122.5330,39.5830
62,2018-08-03 14:00:00,13.1,19.44,STG,800,-122.5330,39.5830
63,2018-08-03 15:00:00,13.2,22.22,STG,800,-122.5330,39.5830
64,2018-08-03 16:00:00,13.2,25.0,STG,800,-122.5330,39.5830
65,2018-08-03 17:00:00,13.2,30.0,STG,800,-122.5330,39.5830
66,2018-08-03 18:00:00,13.2,30.56,STG,800,-122.5330,39.5830
67,2018-08-03 19:00:00,13.2,31.67,STG,800,-122.5330,39.5830
68,2018-08-03 20:00:00,13.2,32.22,STG,800,-122.5330,39.5830
69,2018-08-03 21:00:00,13.3,32.78,STG,800,-122.5330,39.5830
70,2018-08-03 22:00:00,13.0,33.33,STG,800,-122.5330,39.5830
71,2018-08-03 23:00:00,13.0,33.33,STG,800,-122.5330,39.5830
72,2018-08-04 00:00:00,12.9,33.89,STG,800,-122.5330,39.5830
73,2018-08-04 01:00:00,12.9,33.33,STG,800,-122.5330,39.5830
74,2018-08-04 02:00:00,12.9,32.78,STG,800,-122.5330,39.5830
75,2018-08-04 03:00:00,12.9,31.11,STG,800,-122.5330,39.5830
76,2018-08-04 04:00:00,12.9,28.33,STG,800,-122.5330,39.5830
77,2018-08-04 05:00:00,12.9,30.56,STG,800,-122.5330,39.5830
78,2018-08-04 06:00:00,12.9,29.44,STG,800,-122.5330,39.5830
79,2018-08-04 07:00:00,12.9,28.33,STG,800,-122.5330,39.5830
80,2018-08-04 08:00:00,12.8,24.44,STG,800,-122.5330,39.5830
81,2018-08-04 09:00:00,12.8,21.11,STG,800,-122.5330,39.5830
82,2018-08-04 10:00:00,12.8,20.56,STG,800,-122.5330,39.5830
83,2018-08-04 11:00:00,12.8,19.44,STG,800,-122.5330,39.5830
84,2018-08-04 12:00:00,12.8,18.89,STG,800,-122.5330,39.5830
85,2018-08-04 13:00:00,12.8,18.33,STG,800,-122.5330,39.5830
86,2018-08-04 14:00:00,12.8,18.89,STG,800,-122.5330,39.5830
87,2018-08-04 15:00:00,12.8,21.67,STG,800,-122.5330,39.5830
88,2018-08-04 16:00:00,13.0,25.0,STG,800,-122.5330,39.5830
89,2018-08-04 17:00:00,13.0,28.89,STG,800,-122.5330,39.5830
90,2018-08-04 18:00:00,13.1,31.11,STG,800,-122.5330,39.5830
91,2018-08-04 19:00:00,13.1,31.11,STG,800,-122.5330,39.5830
92,2018-08-04 20:00:00,13.1,31.67,STG,800,-122.5330,39.5830
93,2018-08-04 21:00:00,13.1,32.22,STG,800,-122.5330,39.5830
94,2018-08-04 22:00:00,13.1,32.22,STG,800,-122.5330,39.5830
95,2018-08-04 23:00:00,13.1,32.78,STG,800,-122.5330,39.5830
96,2018-08-05 00:00:00,13.1,32.78,STG,800,-122.5330,39.5830
97,2018-08-05 01:00:00,13.1,33.89,STG,800,-122.5330,39.5830
98,2018-08-05 02:00:00,13.1,32.78,STG,800,-122.5330,39.5830
99,2018-08-05 03:00:00,13.1,30.56,STG,800,-122.5330,39.5830
100,2018-08-05 04:00:00,13.1,28.89,STG,800,-122.5330,39.5830
101,2018-08-05 05:00:00,13.1,27.22,STG,800,-122.5330,39.5830
102,2018-08-05 06:00:00,13.1,26.67,STG,800,-122.5330,39.5830
103,2018-08-05 07:00:00,13.1,26.67,STG,800,-122.5330,39.5830
104,2018-08-05 08:00:00,13.1,25.0,STG,800,-122.5330,39.5830
105,2018-08-05 09:00:00,13.1,22.22,STG,800,-122.5330,39.5830
106,2018-08-05 10:00:00,13.1,21.11,STG,800,-122.5330,39.5830
107,2018-08-05 11:00:00,13.2,20.0,STG,800,-122.5330,39.5830
108,2018-08-05 12:00:00,13.2,19.44,STG,800,-122.5330,39.5830
109,2018-08-05 13:00:00,13.2,18.33,STG,800,-122.5330,39.5830
110,2018-08-05 14:00:00,13.0,17.78,STG,800,-122.5330,39.5830
111,2018-08-05 15:00:00,12.9,19.44,STG,800,-122.5330,39.5830
112,2018-08-05 16:00:00,12.9,21.67,STG,800,-122.5330,39.5830
113,2018-08-05 17:00:00,12.9,24.44,STG,800,-122.5330,39.5830
114,2018-08-05 18:00:00,12.9,26.67,STG,800,-122.5330,39.5830
115,2018-08-05 19:00:00,12.8,28.89,STG,800,-122.5330,39.5830
116,2018-08-05 20:00:00,12.8,29.44,STG,800,-122.5330,39.5830
117,2018-08-05 21:00:00,12.8,28.89,STG,800,-122.5330,39.5830
