,date_time,precip_accum_set_1,air_temp_set_1,snow_depth_set_1,snow_water_equiv_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
25,2018-08-02 01:00:00,749.3,24.2,3581.4,,CDRC1,7030,-120.30250,41.58233
26,2018-08-02 02:00:00,751.84,22.8,3606.8,,CDRC1,7030,-120.30250,41.58233
27,2018-08-02 03:00:00,751.84,20.1,3606.8,,CDRC1,7030,-120.30250,41.58233
28,2018-08-02 04:00:00,751.84,18.1,3606.8,,CDRC1,7030,-120.30250,41.58233
29,2018-08-02 05:00:00,754.38,17.1,3556.0,,CDRC1,7030,-120.30250,41.58233
30,2018-08-02 06:00:00,754.38,16.4,,,CDRC1,7030,-120.30250,41.58233
31,2018-08-02 07:00:00,754.38,16.0,,,CDRC1,7030,-120.30250,41.58233
32,2018-08-02 08:00:00,754.38,14.7,0.0,0.0,CDRC1,7030,-120.30250,41.58233
33,2018-08-02 09:00:00,754.38,14.4,3556.0,,CDRC1,7030,-120.30250,41.58233
34,2018-08-02 10:00:00,754.38,14.1,3581.4,,CDRC1,7030,-120.30250,41.58233
35,2018-08-02 11:00:00,754.38,13.8,3556.0,,CDRC1,7030,-120.30250,41.58233
36,2018-08-02 12:00:00,754.38,13.4,3581.4,,CDRC1,7030,-120.30250,41.58233
37,2018-08-02 13:00:00,754.38,13.2,3581.4,,CDRC1,7030,-120.30250,41.58233
38,2018-08-02 14:00:00,754.38,13.2,3556.0,,CDRC1,7030,-120.30250,41.58233
39,2018-08-02 15:00:00,754.38,15.6,3581.4,,CDRC1,7030,-120.30250,41.58233
40,2018-08-02 16:00:00,754.38,17.3,3556.0,,CDRC1,7030,-120.30250,41.58233
41,2018-08-02 17:00:00,754.38,19.5,3581.4,,CDRC1,7030,-120.30250,41.58233
42,2018-08-02 18:00:00,751.84,20.6,,,CDRC1,7030,-120.30250,41.58233
43,2018-08-02 19:00:00,749.3,21.3,3556.0,,CDRC1,7030,-120.30250,41.58233
44,2018-08-02 20:00:00,749.3,22.5,3556.0,,CDRC1,7030,-120.30250,41.58233
45,2018-08-02 21:00:00,746.76,24.7,,,CDRC1,7030,-120.30250,41.58233
46,2018-08-02 22:00:00,746.76,24.6,3581.4,,CDRC1,7030,-120.30250,41.58233
47,2018-08-02 23:00:00,746.76,24.8,3581.4,,CDRC1,7030,-120.30250,41.58233
48,2018-08-03 00:00:00,746.76,23.6,3581.4,,CDRC1,7030,-120.30250,41.58233
49,2018-08-03 01:00:00,749.3,22.5,3606.8,,CDRC1,7030,-120.30250,41.58233
50,2018-08-03 02:00:00,751.84,20.9,3606.8,,CDRC1,7030,-120.30250,41.58233
51,2018-08-03 03:00:00,754.38,18.6,3606.8,,CDRC1,7030,-120.30250,41.58233
52,2018-08-03 04:00:00,754.38,17.2,3606.8,,CDRC1,7030,-120.30250,41.58233
53,2018-08-03 05:00:00,754.38,16.5,3606.8,,CDRC1,7030,-120.30250,41.58233
54,2018-08-03 06:00:00,754.38,14.7,3606.8,,CDRC1,7030,-120.30250,41.58233
55,2018-08-03 07:00:00,754.38,13.3,3606.8,,CDRC1,7030,-120.30250,41.58233
56,2018-08-03 08:00:00,754.38,11.6,3606.8,,CDRC1,7030,-120.30250,41.58233
57,2018-08-03 09:00:00,754.38,11.2,3606.8,,CDRC1,7030,-120.30250,41.58233
58,2018-08-03 10:00:00,754.38,11.2,3606.8,,CDRC1,7030,-120.30250,41.58233
59,2018-08-03 11:00:00,754.38,10.3,3606.8,,CDRC1,7030,-120.30250,41.58233
60,2018-08-03 12:00:00,756.92,10.1,3606.8,,CDRC1,7030,-120.30250,41.58233
61,2018-08-03 13:00:00,756.92,9.5,3606.8,,CDRC1,7030,-120.30250,41.58233
62,2018-08-03 14:00:00,756.92,10.1,3606.8,,CDRC1,7030,-120.30250,41.58233
63,2018-08-03 15:00:00,756.92,12.7,3606.8,,CDRC1,7030,-120.30250,41.58233
64,2018-08-03 16:00:00,756.92,13.7,3606.8,,CDRC1,7030,-120.30250,41.58233
65,2018-08-03 17:00:00,754.38,15.0,3581.4,,CDRC1,7030,-120.30250,41.58233
66,2018-08-03 18:00:00,754.38,16.8,3556.0,,CDRC1,7030,-120.30250,41.58233
67,2018-08-03 19:00:00,751.84,18.5,3581.4,,CDRC1,7030,-120.30250,41.58233
68,2018-08-03 20:00:00,749.3,19.4,3581.4,,CDRC1,7030,-120.30250,41.58233
69,2018-08-03 21:00:00,749.3,20.3,3556.0,,CDRC1,7030,-120.30250,41.58233
70,2018-08-03 22:00:00,749.3,21.6,3581.4,,CDRC1,7030,-120.30250,41.58233
71,2018-08-03 23:00:00,749.3,21.2,3606.8,,CDRC1,7030,-120.30250,41.58233
72,2018-08-04 00:00:00,749.3,20.8,3606.8,,CDRC1,7030,-120.30250,41.58233
73,2018-08-04 01:00:00,749.3,19.6,3606.8,,CDRC1,7030,-120.30250,41.58233
74,2018-08-04 02:00:00,751.84,18.7,3606.8,,CDRC1,7030,-120.30250,41.58233
75,2018-08-04 03:00:00,754.38,16.8,3606.8,,CDRC1,7030,-120.30250,41.58233
76,2018-08-04 04:00:00,754.38,15.4,3606.8,,CDRC1,7030,-120.30250,41.58233
77,2018-08-04 05:00:00,754.38,14.3,3606.8,,CDRC1,7030,-120.30250,41.58233
78,2018-08-04 06:00:00,754.38,13.1,3606.8,,CDRC1,7030,-120.30250,41.58233
79,2018-08-04 07:00:00,754.38,12.5,3606.8,,CDRC1,7030,-120.30250,41.58233
80,2018-08-04 08:00:00,754.38,11.8,3606.8,,CDRC1,7030,-120.30250,41.58233
81,2018-08-04 09:00:00,754.38,10.9,3606.8,,CDRC1,7030,-120.30250,41.58233
82,2018-08-04 10:00:00,756.92,10.7,3606.8,,CDRC1,7030,-120.30250,41.58233
83,2018-08-04 11:00:00,756.92,10.4,3606.8,,CDRC1,7030,-120.30250,41.58233
84,2018-08-04 12:00:00,756.92,10.2,3581.4,,CDRC1,7030,-120.30250,41.58233
85,2018-08-04 13:00:00,756.92,9.8,3556.0,,CDRC1,7030,-120.30250,41.58233
86,2018-08-04 14:00:00,756.92,10.3,3581.4,,CDRC1,7030,-120.30250,41.58233
87,2018-08-04 15:00:00,756.92,13.7,3581.4,,CDRC1,7030,-120.30250,41.58233
88,2018-08-04 16:00:00,756.92,14.7,3606.8,,CDRC1,7030,-120.30250,41.58233
89,2018-08-04 17:00:00,754.38,16.5,3581.4,,CDRC1,7030,-120.30250,41.58233
90,2018-08-04 18:00:00,754.38,17.9,3581.4,,CDRC1,7030,-120.30250,41.58233
91,2018-08-04 19:00:00,751.84,17.7,3581.4,,CDRC1,7030,-120.30250,41.58233
92,2018-08-04 20:00:00,749.3,18.9,3581.4,,CDRC1,7030,-120.30250,41.58233
93,2018-08-04 21:00:00,749.3,19.7,3581.4,,CDRC1,7030,-120.30250,41.58233
94,2018-08-04 22:00:00,749.3,20.6,3606.8,,CDRC1,7030,-120.30250,41.58233
95,2018-08-04 23:00:00,749.3,20.4,3606.8,,CDRC1,7030,-120.30250,41.58233
96,2018-08-05 00:00:00,749.3,18.4,3581.4,,CDRC1,7030,-120.30250,41.58233
97,2018-08-05 01:00:00,751.84,16.8,3581.4,,CDRC1,7030,-120.30250,41.58233
98,2018-08-05 02:00:00,751.84,15.9,3581.4,,CDRC1,7030,-120.30250,41.58233
99,2018-08-05 03:00:00,754.38,14.5,3581.4,,CDRC1,7030,-120.30250,41.58233
100,2018-08-05 04:00:00,754.38,13.0,3581.4,,CDRC1,7030,-120.30250,41.58233
101,2018-08-05 05:00:00,754.38,12.2,3581.4,,CDRC1,7030,-120.30250,41.58233
102,2018-08-05 06:00:00,754.38,12.1,3581.4,,CDRC1,7030,-120.30250,41.58233
103,2018-08-05 07:00:00,754.38,12.3,3581.4,,CDRC1,7030,-120.30250,41.58233
104,2018-08-05 08:00:00,754.38,11.3,3556.0,,CDRC1,7030,-120.30250,41.58233
105,2018-08-05 17:00:00,754.38,16.0,3556.0,,CDRC1,7030,-120.30250,41.58233
106,2018-08-05 18:00:00,754.38,16.8,3581.4,,CDRC1,7030,-120.30250,41.58233
107,2018-08-05 20:00:00,749.3,19.8,3556.0,,CDRC1,7030,-120.30250,41.58233
108,2018-08-05 21:00:00,749.3,20.2,3606.8,,CDRC1,7030,-120.30250,41.58233
109,2018-08-05 22:00:00,749.3,20.9,3606.8,,CDRC1,7030,-120.30250,41.58233
110,2018-08-05 23:00:00,746.76,20.7,3606.8,,CDRC1,7030,-120.30250,41.58233
111,2018-08-06 00:00:00,749.3,20.4,3606.8,,CDRC1,7030,-120.30250,41.58233
112,2018-08-06 01:00:00,751.84,20.3,3606.8,,CDRC1,7030,-120.30250,41.58233
113,2018-08-06 02:00:00,751.84,18.9,3606.8,,CDRC1,7030,-120.30250,41.58233
114,2018-08-06 03:00:00,754.38,16.8,3606.8,,CDRC1,7030,-120.30250,41.58233
115,2018-08-06 04:00:00,754.38,15.5,3606.8,,CDRC1,7030,-120.30250,41.58233
116,2018-08-06 05:00:00,754.38,14.0,3581.4,,CDRC1,7030,-120.30250,41.58233
117,2018-08-06 06:00:00,754.38,13.5,3581.4,,CDRC1,7030,-120.30250,41.58233
118,2018-08-06 07:00:00,754.38,12.5,3556.0,,CDRC1,7030,-120.30250,41.58233
119,2018-08-06 08:00:00,756.92,12.6,,,CDRC1,7030,-120.30250,41.58233
120,2018-08-06 09:00:00,754.38,12.2,,,CDRC1,7030,-120.30250,41.58233
121,2018-08-06 10:00:00,756.92,12.4,,,CDRC1,7030,-120.30250,41.58233
122,2018-08-06 11:00:00,754.38,12.5,3556.0,,CDRC1,7030,-120.30250,41.58233
123,2018-08-06 12:00:00,756.92,12.4,,,CDRC1,7030,-120.30250,41.58233
124,2018-08-06 13:00:00,756.92,12.4,3556.0,,CDRC1,7030,-120.30250,41.58233
125,2018-08-06 14:00:00,756.92,13.3,3556.0,,CDRC1,7030,-120.30250,41.58233
126,2018-08-06 15:00:00,754.38,16.9,3581.4,,CDRC1,7030,-120.30250,41.58233
127,2018-08-06 16:00:00,754.38,18.0,3581.4,,CDRC1,7030,-120.30250,41.58233
128,2018-08-06 17:00:00,754.38,19.9,3581.4,,CDRC1,7030,-120.30250,41.58233
129,2018-08-06 18:00:00,751.84,21.4,3556.0,,CDRC1,7030,-120.30250,41.58233
130,2018-08-06 19:00:00,749.3,22.0,3581.4,,CDRC1,7030,-120.30250,41.58233
131,2018-08-06 20:00:00,749.3,23.0,3581.4,,CDRC1,7030,-120.30250,41.58233
132,2018-08-06 21:00:00,749.3,24.4,3581.4,,CDRC1,7030,-120.30250,41.58233
133,2018-08-06 22:00:00,746.76,23.5,3581.4,,CDRC1,7030,-120.30250,41.58233
134,2018-08-06 23:00:00,746.76,24.1,3581.4,,CDRC1,7030,-120.30250,41.58233
135,2018-08-07 00:00:00,746.76,23.3,3556.0,,CDRC1,7030,-120.30250,41.58233
136,2018-08-07 01:00:00,749.3,23.0,3530.6,,CDRC1,7030,-120.30250,41.58233
137,2018-08-07 02:00:00,751.84,22.1,,,CDRC1,7030,-120.30250,41.58233
138,2018-08-07 03:00:00,751.84,19.3,,,CDRC1,7030,-120.30250,41.58233
139,2018-08-07 04:00:00,754.38,18.9,,,CDRC1,7030,-120.30250,41.58233
140,2018-08-07 05:00:00,754.38,17.3,,,CDRC1,7030,-120.30250,41.58233
141,2018-08-07 06:00:00,754.38,18.1,,,CDRC1,7030,-120.30250,41.58233
142,2018-08-07 07:00:00,754.38,17.3,,,CDRC1,7030,-120.30250,41.58233
143,2018-08-07 08:00:00,754.38,17.2,,,CDRC1,7030,-120.30250,41.58233
144,2018-08-07 09:00:00,754.38,16.2,3530.6,,CDRC1,7030,-120.30250,41.58233
145,2018-08-07 10:00:00,754.38,16.4,3556.0,,CDRC1,7030,-120.30250,41.58233
146,2018-08-07 11:00:00,756.92,16.1,3556.0,,CDRC1,7030,-120.30250,41.58233
147,2018-08-07 12:00:00,754.38,16.2,3556.0,,CDRC1,7030,-120.30250,41.58233
148,2018-08-07 13:00:00,756.92,16.6,3556.0,,CDRC1,7030,-120.30250,41.58233
149,2018-08-07 14:00:00,756.92,18.9,,,CDRC1,7030,-120.30250,41.58233
150,2018-08-07 15:00:00,754.38,19.7,3581.4,,CDRC1,7030,-120.30250,41.58233
151,2018-08-07 16:00:00,754.38,20.3,3581.4,,CDRC1,7030,-120.30250,41.58233
152,2018-08-07 17:00:00,754.38,22.0,3581.4,,CDRC1,7030,-120.30250,41.58233
153,2018-08-07 18:00:00,751.84,23.1,3581.4,,CDRC1,7030,-120.30250,41.58233
154,2018-08-07 19:00:00,749.3,23.7,3606.8,,CDRC1,7030,-120.30250,41.58233
155,2018-08-07 20:00:00,749.3,25.8,3581.4,,CDRC1,7030,-120.30250,41.58233
156,2018-08-07 21:00:00,746.76,26.3,3581.4,,CDRC1,7030,-120.30250,41.58233
157,2018-08-07 22:00:00,746.76,27.2,3581.4,,CDRC1,7030,-120.30250,41.58233
158,2018-08-07 23:00:00,746.76,26.7,3581.4,,CDRC1,7030,-120.30250,41.58233
159,2018-08-08 00:00:00,746.76,26.2,3581.4,,CDRC1,7030,-120.30250,41.58233
160,2018-08-08 01:00:00,749.3,25.4,3581.4,,CDRC1,7030,-120.30250,41.58233
161,2018-08-08 02:00:00,751.84,24.5,3556.0,,CDRC1,7030,-120.30250,41.58233
162,2018-08-08 03:00:00,751.84,21.4,,,CDRC1,7030,-120.30250,41.58233
163,2018-08-08 04:00:00,754.38,21.0,,,CDRC1,7030,-120.30250,41.58233
164,2018-08-08 05:00:00,754.38,20.9,3556.0,,CDRC1,7030,-120.30250,41.58233
165,2018-08-08 06:00:00,754.38,21.3,3556.0,,CDRC1,7030,-120.30250,41.58233
166,2018-08-08 07:00:00,754.38,21.3,3556.0,,CDRC1,7030,-120.30250,41.58233
167,2018-08-08 08:00:00,754.38,19.0,0.0,0.0,CDRC1,7030,-120.30250,41.58233
168,2018-08-08 09:00:00,756.92,18.6,3556.0,,CDRC1,7030,-120.30250,41.58233
169,2018-08-08 10:00:00,754.38,17.5,3556.0,,CDRC1,7030,-120.30250,41.58233
170,2018-08-08 11:00:00,754.38,17.4,,,CDRC1,7030,-120.30250,41.58233
171,2018-08-08 12:00:00,754.38,18.0,3581.4,,CDRC1,7030,-120.30250,41.58233
172,2018-08-08 13:00:00,754.38,18.9,3581.4,,CDRC1,7030,-120.30250,41.58233
173,2018-08-08 14:00:00,756.92,19.4,3581.4,,CDRC1,7030,-120.30250,41.58233
174,2018-08-08 15:00:00,754.38,21.7,3581.4,,CDRC1,7030,-120.30250,41.58233
175,2018-08-08 16:00:00,754.38,22.6,3581.4,,CDRC1,7030,-120.30250,41.58233
176,2018-08-08 17:00:00,754.38,24.9,3556.0,,CDRC1,7030,-120.30250,41.58233
177,2018-08-08 18:00:00,751.84,26.0,,,CDRC1,7030,-120.30250,41.58233
178,2018-08-08 19:00:00,749.3,27.1,,,CDRC1,7030,-120.30250,41.58233
179,2018-08-08 20:00:00,749.3,28.0,3556.0,,CDRC1,7030,-120.30250,41.58233
180,2018-08-08 21:00:00,746.76,29.6,3581.4,,CDRC1,7030,-120.30250,41.58233
181,2018-08-08 22:00:00,746.76,29.7,3581.4,,CDRC1,7030,-120.30250,41.58233
182,2018-08-08 23:00:00,746.76,28.5,3581.4,,CDRC1,7030,-120.30250,41.58233
183,2018-08-09 00:00:00,746.76,27.8,3581.4,,CDRC1,7030,-120.30250,41.58233
184,2018-08-09 01:00:00,749.3,27.5,3581.4,,CDRC1,7030,-120.30250,41.58233
185,2018-08-09 02:00:00,749.3,25.1,3581.4,,CDRC1,7030,-120.30250,41.58233
186,2018-08-09 03:00:00,751.84,21.8,3556.0,,CDRC1,7030,-120.30250,41.58233
187,2018-08-09 04:00:00,751.84,19.5,3556.0,,CDRC1,7030,-120.30250,41.58233
188,2018-08-09 05:00:00,754.38,18.4,,,CDRC1,7030,-120.30250,41.58233
189,2018-08-09 06:00:00,754.38,17.7,,,CDRC1,7030,-120.30250,41.58233
190,2018-08-09 07:00:00,754.38,17.7,,,CDRC1,7030,-120.30250,41.58233
191,2018-08-09 08:00:00,754.38,16.7,,,CDRC1,7030,-120.30250,41.58233
192,2018-08-09 09:00:00,754.38,16.9,,,CDRC1,7030,-120.30250,41.58233
193,2018-08-09 10:00:00,754.38,16.4,,,CDRC1,7030,-120.30250,41.58233
194,2018-08-09 11:00:00,756.92,16.3,,,CDRC1,7030,-120.30250,41.58233
195,2018-08-09 12:00:00,754.38,17.0,,,CDRC1,7030,-120.30250,41.58233
196,2018-08-09 13:00:00,754.38,17.2,,,CDRC1,7030,-120.30250,41.58233
197,2018-08-09 14:00:00,756.92,17.8,,,CDRC1,7030,-120.30250,41.58233
198,2018-08-09 15:00:00,754.38,21.6,3581.4,,CDRC1,7030,-120.30250,41.58233
199,2018-08-09 16:00:00,754.38,23.0,,,CDRC1,7030,-120.30250,41.58233
200,2018-08-09 17:00:00,754.38,25.2,,,CDRC1,7030,-120.30250,41.58233
201,2018-08-09 18:00:00,751.84,26.3,,,CDRC1,7030,-120.30250,41.58233
202,2018-08-09 19:00:00,749.3,28.0,3581.4,,CDRC1,7030,-120.30250,41.58233
203,2018-08-09 20:00:00,746.76,29.0,3581.4,,CDRC1,7030,-120.30250,41.58233
204,2018-08-09 21:00:00,746.76,29.8,3581.4,,CDRC1,7030,-120.30250,41.58233
205,2018-08-09 22:00:00,746.76,30.1,3556.0,,CDRC1,7030,-120.30250,41.58233
206,2018-08-09 23:00:00,746.76,29.7,,,CDRC1,7030,-120.30250,41.58233
207,2018-08-10 00:00:00,746.76,28.7,3581.4,,CDRC1,7030,-120.30250,41.58233
208,2018-08-10 01:00:00,749.3,27.4,,,CDRC1,7030,-120.30250,41.58233
209,2018-08-10 02:00:00,749.3,26.5,,,CDRC1,7030,-120.30250,41.58233
210,2018-08-10 03:00:00,751.84,23.6,,,CDRC1,7030,-120.30250,41.58233
211,2018-08-10 04:00:00,751.84,21.3,,,CDRC1,7030,-120.30250,41.58233
212,2018-08-10 05:00:00,751.84,19.7,3556.0,,CDRC1,7030,-120.30250,41.58233
213,2018-08-10 06:00:00,754.38,19.4,3581.4,,CDRC1,7030,-120.30250,41.58233
214,2018-08-10 07:00:00,754.38,19.0,3581.4,,CDRC1,7030,-120.30250,41.58233
215,2018-08-10 08:00:00,754.38,17.7,,,CDRC1,7030,-120.30250,41.58233
216,2018-08-10 09:00:00,754.38,17.5,,,CDRC1,7030,-120.30250,41.58233
217,2018-08-10 10:00:00,754.38,16.3,3530.6,,CDRC1,7030,-120.30250,41.58233
218,2018-08-10 11:00:00,754.38,15.6,,,CDRC1,7030,-120.30250,41.58233
219,2018-08-10 12:00:00,756.92,15.8,,,CDRC1,7030,-120.30250,41.58233
220,2018-08-10 13:00:00,754.38,15.1,,,CDRC1,7030,-120.30250,41.58233
221,2018-08-10 14:00:00,754.38,14.4,,,CDRC1,7030,-120.30250,41.58233
222,2018-08-10 15:00:00,754.38,16.0,,,CDRC1,7030,-120.30250,41.58233
223,2018-08-10 16:00:00,754.38,18.2,,,CDRC1,7030,-120.30250,41.58233
224,2018-08-10 17:00:00,754.38,20.3,3556.0,,CDRC1,7030,-120.30250,41.58233
225,2018-08-10 18:00:00,751.84,22.0,3556.0,,CDRC1,7030,-120.30250,41.58233
226,2018-08-10 19:00:00,749.3,22.7,,,CDRC1,7030,-120.30250,41.58233
227,2018-08-10 20:00:00,749.3,24.4,,,CDRC1,7030,-120.30250,41.58233
228,2018-08-10 21:00:00,746.76,26.4,3581.4,,CDRC1,7030,-120.30250,41.58233
229,2018-08-10 22:00:00,746.76,27.3,3581.4,,CDRC1,7030,-120.30250,41.58233
230,2018-08-10 23:00:00,746.76,26.3,3556.0,,CDRC1,7030,-120.30250,41.58233
231,2018-08-11 00:00:00,746.76,26.1,3581.4,,CDRC1,7030,-120.30250,41.58233
232,2018-08-11 01:00:00,749.3,24.9,3556.0,,CDRC1,7030,-120.30250,41.58233
233,2018-08-11 02:00:00,749.3,23.5,3581.4,,CDRC1,7030,-120.30250,41.58233
234,2018-08-11 03:00:00,751.84,21.2,3581.4,,CDRC1,7030,-120.30250,41.58233
235,2018-08-11 04:00:00,754.38,19.6,3581.4,,CDRC1,7030,-120.30250,41.58233
236,2018-08-11 05:00:00,754.38,19.2,,,CDRC1,7030,-120.30250,41.58233
237,2018-08-11 06:00:00,754.38,18.2,,,CDRC1,7030,-120.30250,41.58233
238,2018-08-11 07:00:00,754.38,17.6,,,CDRC1,7030,-120.30250,41.58233
239,2018-08-11 08:00:00,754.38,17.4,,,CDRC1,7030,-120.30250,41.58233
240,2018-08-11 09:00:00,754.38,17.2,,,CDRC1,7030,-120.30250,41.58233
241,2018-08-11 10:00:00,754.38,16.6,3530.6,,CDRC1,7030,-120.30250,41.58233
242,2018-08-11 11:00:00,754.38,16.4,3581.4,,CDRC1,7030,-120.30250,41.58233
243,2018-08-11 12:00:00,754.38,16.7,3581.4,,CDRC1,7030,-120.30250,41.58233
244,2018-08-11 13:00:00,754.38,16.3,3581.4,,CDRC1,7030,-120.30250,41.58233
245,2018-08-11 14:00:00,754.38,15.8,3581.4,,CDRC1,7030,-120.30250,41.58233
246,2018-08-11 15:00:00,754.38,17.1,3581.4,,CDRC1,7030,-120.30250,41.58233
247,2018-08-11 16:00:00,754.38,18.9,3581.4,,CDRC1,7030,-120.30250,41.58233
248,2018-08-11 17:00:00,754.38,21.1,3581.4,,CDRC1,7030,-120.30250,41.58233
249,2018-08-11 18:00:00,751.84,23.2,,,CDRC1,7030,-120.30250,41.58233
250,2018-08-11 19:00:00,749.3,22.8,3530.6,,CDRC1,7030,-120.30250,41.58233
251,2018-08-11 20:00:00,749.3,24.8,,,CDRC1,7030,-120.30250,41.58233
252,2018-08-11 21:00:00,746.76,25.9,3581.4,,CDRC1,7030,-120.30250,41.58233
253,2018-08-11 22:00:00,746.76,26.0,3581.4,,CDRC1,7030,-120.30250,41.58233
254,2018-08-11 23:00:00,746.76,25.4,3581.4,,CDRC1,7030,-120.30250,41.58233
255,2018-08-12 00:00:00,746.76,25.1,3581.4,,CDRC1,7030,-120.30250,41.58233
256,2018-08-12 01:00:00,749.3,23.2,3581.4,,CDRC1,7030,-120.30250,41.58233
257,2018-08-12 02:00:00,751.84,21.4,3581.4,,CDRC1,7030,-120.30250,41.58233
258,2018-08-12 03:00:00,751.84,18.7,3581.4,,CDRC1,7030,-120.30250,41.58233
259,2018-08-12 04:00:00,754.38,16.6,3581.4,,CDRC1,7030,-120.30250,41.58233
260,2018-08-12 05:00:00,754.38,15.3,3581.4,,CDRC1,7030,-120.30250,41.58233
261,2018-08-12 06:00:00,754.38,14.5,,,CDRC1,7030,-120.30250,41.58233
262,2018-08-12 07:00:00,754.38,13.1,3556.0,,CDRC1,7030,-120.30250,41.58233
263,2018-08-12 08:00:00,754.38,12.7,3556.0,,CDRC1,7030,-120.30250,41.58233
264,2018-08-12 09:00:00,754.38,13.2,3556.0,,CDRC1,7030,-120.30250,41.58233
265,2018-08-12 10:00:00,754.38,13.4,3581.4,,CDRC1,7030,-120.30250,41.58233
266,2018-08-12 11:00:00,754.38,13.0,3581.4,,CDRC1,7030,-120.30250,41.58233
267,2018-08-12 12:00:00,756.92,13.5,3556.0,,CDRC1,7030,-120.30250,41.58233
268,2018-08-12 13:00:00,756.92,13.5,3556.0,,CDRC1,7030,-120.30250,41.58233
269,2018-08-12 14:00:00,754.38,12.7,3556.0,,CDRC1,7030,-120.30250,41.58233
270,2018-08-12 15:00:00,754.38,15.9,0.0,,CDRC1,7030,-120.30250,41.58233
271,2018-08-12 16:00:00,756.92,17.6,,,CDRC1,7030,-120.30250,41.58233
272,2018-08-12 17:00:00,754.38,19.3,3530.6,,CDRC1,7030,-120.30250,41.58233
273,2018-08-12 18:00:00,751.84,20.4,,,CDRC1,7030,-120.30250,41.58233
274,2018-08-12 19:00:00,749.3,23.2,,,CDRC1,7030,-120.30250,41.58233
275,2018-08-12 20:00:00,749.3,23.1,3606.8,,CDRC1,7030,-120.30250,41.58233
276,2018-08-12 21:00:00,746.76,24.2,3581.4,,CDRC1,7030,-120.30250,41.58233
277,2018-08-12 22:00:00,746.76,24.9,3581.4,,CDRC1,7030,-120.30250,41.58233
278,2018-08-12 23:00:00,746.76,25.1,3581.4,,CDRC1,7030,-120.30250,41.58233
279,2018-08-13 00:00:00,746.76,25.1,3581.4,,CDRC1,7030,-120.30250,41.58233
280,2018-08-13 01:00:00,749.3,23.2,3556.0,,CDRC1,7030,-120.30250,41.58233
281,2018-08-13 02:00:00,749.3,21.7,3530.6,,CDRC1,7030,-120.30250,41.58233
282,2018-08-13 03:00:00,751.84,19.0,,,CDRC1,7030,-120.30250,41.58233
283,2018-08-13 04:00:00,751.84,17.7,,,CDRC1,7030,-120.30250,41.58233
284,2018-08-13 05:00:00,754.38,16.4,3581.4,,CDRC1,7030,-120.30250,41.58233
285,2018-08-13 06:00:00,754.38,15.3,3581.4,,CDRC1,7030,-120.30250,41.58233
286,2018-08-13 07:00:00,754.38,15.5,3581.4,,CDRC1,7030,-120.30250,41.58233
287,2018-08-13 08:00:00,754.38,14.7,3581.4,0.0,CDRC1,7030,-120.30250,41.58233
