,date_time,T_water_temp_set_1,volt_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
1,2018-08-01 00:15:00,23.33,,ONSC1,430,-123.53333,41.30361
2,2018-08-01 00:30:00,23.33,,ONSC1,430,-123.53333,41.30361
3,2018-08-01 00:45:00,23.33,,ONSC1,430,-123.53333,41.30361
4,2018-08-01 01:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
5,2018-08-01 01:15:00,23.33,,ONSC1,430,-123.53333,41.30361
6,2018-08-01 01:30:00,23.33,,ONSC1,430,-123.53333,41.30361
7,2018-08-01 01:45:00,23.33,,ONSC1,430,-123.53333,41.30361
8,2018-08-01 02:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
9,2018-08-01 02:15:00,23.33,,ONSC1,430,-123.53333,41.30361
10,2018-08-01 02:30:00,23.33,,ONSC1,430,-123.53333,41.30361
11,2018-08-01 02:45:00,23.33,,ONSC1,430,-123.53333,41.30361
12,2018-08-01 03:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
13,2018-08-01 03:15:00,23.28,,ONSC1,430,-123.53333,41.30361
14,2018-08-01 03:30:00,23.33,,ONSC1,430,-123.53333,41.30361
15,2018-08-01 03:45:00,23.28,,ONSC1,430,-123.53333,41.30361
16,2018-08-01 04:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
17,2018-08-01 04:15:00,23.33,,ONSC1,430,-123.53333,41.30361
18,2018-08-01 04:30:00,23.28,,ONSC1,430,-123.53333,41.30361
19,2018-08-01 04:45:00,23.33,,ONSC1,430,-123.53333,41.30361
20,2018-08-01 05:00:00,23.28,13.74,ONSC1,430,-123.53333,41.30361
21,2018-08-01 05:15:00,23.28,,ONSC1,430,-123.53333,41.30361
22,2018-08-01 05:30:00,23.22,,ONSC1,430,-123.53333,41.30361
23,2018-08-01 05:45:00,23.28,,ONSC1,430,-123.53333,41.30361
24,2018-08-01 06:00:00,23.22,13.74,ONSC1,430,-123.53333,41.30361
25,2018-08-01 06:15:00,23.22,,ONSC1,430,-123.53333,41.30361
26,2018-08-01 06:30:00,23.22,,ONSC1,430,-123.53333,41.30361
27,2018-08-01 06:45:00,23.22,,ONSC1,430,-123.53333,41.30361
28,2018-08-01 07:00:00,23.22,13.74,ONSC1,430,-123.53333,41.30361
29,2018-08-01 07:15:00,23.22,,ONSC1,430,-123.53333,41.30361
30,2018-08-01 07:30:00,23.22,,ONSC1,430,-123.53333,41.30361
31,2018-08-01 07:45:00,23.22,,ONSC1,430,-123.53333,41.30361
32,2018-08-01 08:00:00,23.22,13.74,ONSC1,430,-123.53333,41.30361
33,2018-08-01 08:15:00,23.17,,ONSC1,430,-123.53333,41.30361
34,2018-08-01 08:30:00,23.17,,ONSC1,430,-123.53333,41.30361
35,2018-08-01 08:45:00,23.17,,ONSC1,430,-123.53333,41.30361
36,2018-08-01 09:00:00,23.17,13.74,ONSC1,430,-123.53333,41.30361
37,2018-08-01 09:15:00,23.17,,ONSC1,430,-123.53333,41.30361
38,2018-08-01 09:30:00,23.11,,ONSC1,430,-123.53333,41.30361
39,2018-08-01 09:45:00,23.17,,ONSC1,430,-123.53333,41.30361
40,2018-08-01 10:00:00,23.11,13.74,ONSC1,430,-123.53333,41.30361
41,2018-08-01 10:15:00,23.06,,ONSC1,430,-123.53333,41.30361
42,2018-08-01 10:30:00,23.0,,ONSC1,430,-123.53333,41.30361
43,2018-08-01 10:45:00,23.06,,ONSC1,430,-123.53333,41.30361
44,2018-08-01 11:00:00,23.0,13.74,ONSC1,430,-123.53333,41.30361
45,2018-08-01 11:15:00,23.0,,ONSC1,430,-123.53333,41.30361
46,2018-08-01 11:30:00,22.89,,ONSC1,430,-123.53333,41.30361
47,2018-08-01 11:45:00,23.0,,ONSC1,430,-123.53333,41.30361
48,2018-08-01 12:00:00,22.89,13.74,ONSC1,430,-123.53333,41.30361
49,2018-08-01 12:15:00,22.89,,ONSC1,430,-123.53333,41.30361
50,2018-08-01 12:30:00,22.83,,ONSC1,430,-123.53333,41.30361
51,2018-08-01 12:45:00,22.89,,ONSC1,430,-123.53333,41.30361
52,2018-08-01 13:00:00,22.83,13.74,ONSC1,430,-123.53333,41.30361
53,2018-08-01 13:15:00,22.83,,ONSC1,430,-123.53333,41.30361
54,2018-08-01 13:30:00,22.72,,ONSC1,430,-123.53333,41.30361
55,2018-08-01 13:45:00,22.83,,ONSC1,430,-123.53333,41.30361
56,2018-08-01 14:00:00,22.72,13.74,ONSC1,430,-123.53333,41.30361
57,2018-08-01 14:15:00,22.72,,ONSC1,430,-123.53333,41.30361
58,2018-08-01 14:30:00,22.67,,ONSC1,430,-123.53333,41.30361
59,2018-08-01 14:45:00,22.72,,ONSC1,430,-123.53333,41.30361
60,2018-08-01 15:00:00,22.67,13.74,ONSC1,430,-123.53333,41.30361
61,2018-08-01 15:15:00,22.61,,ONSC1,430,-123.53333,41.30361
62,2018-08-01 15:30:00,22.61,,ONSC1,430,-123.53333,41.30361
63,2018-08-01 15:45:00,22.61,,ONSC1,430,-123.53333,41.30361
64,2018-08-01 16:00:00,22.61,13.74,ONSC1,430,-123.53333,41.30361
65,2018-08-01 16:15:00,22.56,,ONSC1,430,-123.53333,41.30361
66,2018-08-01 16:30:00,22.61,,ONSC1,430,-123.53333,41.30361
67,2018-08-01 16:45:00,22.56,,ONSC1,430,-123.53333,41.30361
68,2018-08-01 17:00:00,22.61,13.74,ONSC1,430,-123.53333,41.30361
69,2018-08-01 17:15:00,22.67,,ONSC1,430,-123.53333,41.30361
70,2018-08-01 17:30:00,22.72,,ONSC1,430,-123.53333,41.30361
71,2018-08-01 17:45:00,22.67,,ONSC1,430,-123.53333,41.30361
72,2018-08-01 18:00:00,22.72,13.74,ONSC1,430,-123.53333,41.30361
73,2018-08-01 18:15:00,22.72,,ONSC1,430,-123.53333,41.30361
74,2018-08-01 18:30:00,22.83,,ONSC1,430,-123.53333,41.30361
75,2018-08-01 18:45:00,22.72,,ONSC1,430,-123.53333,41.30361
76,2018-08-01 19:00:00,22.83,13.74,ONSC1,430,-123.53333,41.30361
77,2018-08-01 19:15:00,22.89,,ONSC1,430,-123.53333,41.30361
78,2018-08-01 19:30:00,22.94,,ONSC1,430,-123.53333,41.30361
79,2018-08-01 19:45:00,22.89,,ONSC1,430,-123.53333,41.30361
80,2018-08-01 20:00:00,22.94,13.74,ONSC1,430,-123.53333,41.30361
81,2018-08-01 20:15:00,23.06,,ONSC1,430,-123.53333,41.30361
82,2018-08-01 20:30:00,23.11,,ONSC1,430,-123.53333,41.30361
83,2018-08-01 20:45:00,23.06,,ONSC1,430,-123.53333,41.30361
84,2018-08-01 21:00:00,23.11,13.74,ONSC1,430,-123.53333,41.30361
85,2018-08-01 21:15:00,23.17,,ONSC1,430,-123.53333,41.30361
86,2018-08-01 21:30:00,23.22,,ONSC1,430,-123.53333,41.30361
87,2018-08-01 21:45:00,23.17,,ONSC1,430,-123.53333,41.30361
88,2018-08-01 22:00:00,23.22,13.74,ONSC1,430,-123.53333,41.30361
89,2018-08-01 22:15:00,23.28,,ONSC1,430,-123.53333,41.30361
90,2018-08-01 22:30:00,23.33,,ONSC1,430,-123.53333,41.30361
91,2018-08-01 22:45:00,23.28,,ONSC1,430,-123.53333,41.30361
92,2018-08-01 23:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
93,2018-08-01 23:15:00,23.33,,ONSC1,430,-123.53333,41.30361
94,2018-08-01 23:30:00,23.33,,ONSC1,430,-123.53333,41.30361
95,2018-08-01 23:45:00,23.33,,ONSC1,430,-123.53333,41.30361
96,2018-08-02 00:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
97,2018-08-02 00:15:00,23.33,,ONSC1,430,-123.53333,41.30361
98,2018-08-02 00:30:00,23.33,,ONSC1,430,-123.53333,41.30361
99,2018-08-02 00:45:00,23.33,,ONSC1,430,-123.53333,41.30361
100,2018-08-02 01:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
101,2018-08-02 01:15:00,23.33,,ONSC1,430,-123.53333,41.30361
102,2018-08-02 01:30:00,23.33,,ONSC1,430,-123.53333,41.30361
103,2018-08-02 01:45:00,23.33,,ONSC1,430,-123.53333,41.30361
104,2018-08-02 02:00:00,23.33,13.74,ONSC1,430,-123.53333,41.30361
105,2018-08-02 02:15:00,23.28,,ONSC1,430,-123.53333,41.30361
106,2018-08-02 02:30:00,23.22,,ONSC1,430,-123.53333,41.30361
107,2018-08-02 02:45:00,23.28,,ONSC1,430,-123.53333,41.30361
108,2018-08-02 03:00:00,23.22,13.74,ONSC1,430,-123.53333,41.30361
109,2018-08-02 03:15:00,23.22,,ONSC1,430,-123.53333,41.30361
110,2018-08-02 03:30:00,23.17,,ONSC1,430,-123.53333,41.30361
111,2018-08-02 03:45:00,23.22,,ONSC1,430,-123.53333,41.30361
112,2018-08-02 04:00:00,23.17,13.74,ONSC1,430,-123.53333,41.30361
113,2018-08-02 04:15:00,23.17,,ONSC1,430,-123.53333,41.30361
114,2018-08-02 04:30:00,23.17,,ONSC1,430,-123.53333,41.30361
115,2018-08-02 04:45:00,23.17,,ONSC1,430,-123.53333,41.30361
116,2018-08-02 05:00:00,23.17,13.74,ONSC1,430,-123.53333,41.30361
117,2018-08-02 05:15:00,23.17,,ONSC1,430,-123.53333,41.30361
118,2018-08-02 05:30:00,23.17,,ONSC1,430,-123.53333,41.30361
119,2018-08-02 05:45:00,23.17,,ONSC1,430,-123.53333,41.30361
120,2018-08-02 06:00:00,23.17,13.74,ONSC1,430,-123.53333,41.30361
121,2018-08-02 06:15:00,23.17,,ONSC1,430,-123.53333,41.30361
122,2018-08-02 06:30:00,23.22,,ONSC1,430,-123.53333,41.30361
123,2018-08-02 06:45:00,23.17,,ONSC1,430,-123.53333,41.30361
124,2018-08-02 07:00:00,23.22,13.74,ONSC1,430,-123.53333,41.30361
125,2018-08-02 07:15:00,23.17,,ONSC1,430,-123.53333,41.30361
126,2018-08-02 07:30:00,23.17,,ONSC1,430,-123.53333,41.30361
127,2018-08-02 07:45:00,23.17,,ONSC1,430,-123.53333,41.30361
128,2018-08-02 08:00:00,23.17,13.74,ONSC1,430,-123.53333,41.30361
129,2018-08-02 08:15:00,23.22,,ONSC1,430,-123.53333,41.30361
130,2018-08-02 08:30:00,23.17,,ONSC1,430,-123.53333,41.30361
131,2018-08-02 08:45:00,23.22,,ONSC1,430,-123.53333,41.30361
132,2018-08-02 09:00:00,23.17,13.74,ONSC1,430,-123.53333,41.30361
133,2018-08-02 09:15:00,23.11,,ONSC1,430,-123.53333,41.30361
134,2018-08-02 09:30:00,23.11,,ONSC1,430,-123.53333,41.30361
135,2018-08-02 09:45:00,23.11,,ONSC1,430,-123.53333,41.30361
136,2018-08-02 10:00:00,23.11,13.74,ONSC1,430,-123.53333,41.30361
137,2018-08-02 10:15:00,23.06,,ONSC1,430,-123.53333,41.30361
138,2018-08-02 10:30:00,23.0,,ONSC1,430,-123.53333,41.30361
139,2018-08-02 10:45:00,23.06,,ONSC1,430,-123.53333,41.30361
140,2018-08-02 11:00:00,23.0,13.74,ONSC1,430,-123.53333,41.30361
141,2018-08-02 11:15:00,22.94,,ONSC1,430,-123.53333,41.30361
142,2018-08-02 11:30:00,22.94,,ONSC1,430,-123.53333,41.30361
143,2018-08-02 11:45:00,22.94,,ONSC1,430,-123.53333,41.30361
144,2018-08-02 12:00:00,22.94,13.74,ONSC1,430,-123.53333,41.30361
145,2018-08-02 12:15:00,22.83,,ONSC1,430,-123.53333,41.30361
146,2018-08-02 12:30:00,22.83,,ONSC1,430,-123.53333,41.30361
147,2018-08-02 12:45:00,22.83,,ONSC1,430,-123.53333,41.30361
148,2018-08-02 13:00:00,22.83,13.74,ONSC1,430,-123.53333,41.30361
149,2018-08-02 13:15:00,22.78,,ONSC1,430,-123.53333,41.30361
150,2018-08-02 13:30:00,22.72,,ONSC1,430,-123.53333,41.30361
151,2018-08-02 13:45:00,22.78,,ONSC1,430,-123.53333,41.30361
152,2018-08-02 14:00:00,22.72,13.74,ONSC1,430,-123.53333,41.30361
153,2018-08-02 14:15:00,22.67,,ONSC1,430,-123.53333,41.30361
154,2018-08-02 14:30:00,22.61,,ONSC1,430,-123.53333,41.30361
155,2018-08-02 14:45:00,22.67,,ONSC1,430,-123.53333,41.30361
156,2018-08-02 15:00:00,22.61,13.74,ONSC1,430,-123.53333,41.30361
157,2018-08-02 15:15:00,22.56,,ONSC1,430,-123.53333,41.30361
158,2018-08-02 15:30:00,22.56,,ONSC1,430,-123.53333,41.30361
159,2018-08-02 15:45:00,22.56,,ONSC1,430,-123.53333,41.30361
160,2018-08-02 16:00:00,22.56,13.74,ONSC1,430,-123.53333,41.30361
161,2018-08-02 16:15:00,22.61,,ONSC1,430,-123.53333,41.30361
162,2018-08-02 16:30:00,22.56,,ONSC1,430,-123.53333,41.30361
163,2018-08-02 16:45:00,22.61,,ONSC1,430,-123.53333,41.30361
164,2018-08-02 17:00:00,22.56,13.74,ONSC1,430,-123.53333,41.30361
165,2018-08-02 17:15:00,22.61,,ONSC1,430,-123.53333,41.30361
166,2018-08-02 17:30:00,22.61,,ONSC1,430,-123.53333,41.30361
167,2018-08-02 17:45:00,22.61,,ONSC1,430,-123.53333,41.30361
168,2018-08-02 18:00:00,22.61,13.74,ONSC1,430,-123.53333,41.30361
169,2018-08-02 18:15:00,22.67,,ONSC1,430,-123.53333,41.30361
170,2018-08-02 18:30:00,22.67,,ONSC1,430,-123.53333,41.30361
171,2018-08-02 18:45:00,22.67,,ONSC1,430,-123.53333,41.30361
172,2018-08-02 19:00:00,22.67,13.74,ONSC1,430,-123.53333,41.30361
173,2018-08-02 19:15:00,22.72,,ONSC1,430,-123.53333,41.30361
174,2018-08-02 19:30:00,22.78,,ONSC1,430,-123.53333,41.30361
175,2018-08-02 19:45:00,22.72,,ONSC1,430,-123.53333,41.30361
176,2018-08-02 20:00:00,22.78,13.74,ONSC1,430,-123.53333,41.30361
177,2018-08-02 20:15:00,22.89,,ONSC1,430,-123.53333,41.30361
178,2018-08-02 20:30:00,22.89,,ONSC1,430,-123.53333,41.30361
179,2018-08-02 20:45:00,22.89,,ONSC1,430,-123.53333,41.30361
180,2018-08-02 21:00:00,22.89,13.74,ONSC1,430,-123.53333,41.30361
181,2018-08-02 21:15:00,22.94,,ONSC1,430,-123.53333,41.30361
182,2018-08-02 21:30:00,22.94,,ONSC1,430,-123.53333,41.30361
183,2018-08-02 21:45:00,22.94,,ONSC1,430,-123.53333,41.30361
184,2018-08-02 22:00:00,22.94,13.74,ONSC1,430,-123.53333,41.30361
185,2018-08-02 22:15:00,23.0,,ONSC1,430,-123.53333,41.30361
186,2018-08-02 22:30:00,23.06,,ONSC1,430,-123.53333,41.30361
187,2018-08-02 22:45:00,23.0,,ONSC1,430,-123.53333,41.30361
188,2018-08-02 23:00:00,23.06,13.74,ONSC1,430,-123.53333,41.30361
189,2018-08-02 23:15:00,23.06,,ONSC1,430,-123.53333,41.30361
190,2018-08-02 23:30:00,23.11,,ONSC1,430,-123.53333,41.30361
191,2018-08-02 23:45:00,23.06,,ONSC1,430,-123.53333,41.30361
192,2018-08-03 00:00:00,23.11,13.74,ONSC1,430,-123.53333,41.30361
193,2018-08-03 00:15:00,23.11,,ONSC1,430,-123.53333,41.30361
194,2018-08-03 00:30:00,23.06,,ONSC1,430,-123.53333,41.30361
195,2018-08-03 00:45:00,23.11,,ONSC1,430,-123.53333,41.30361
196,2018-08-03 01:00:00,23.06,13.74,ONSC1,430,-123.53333,41.30361
197,2018-08-03 01:15:00,23.06,,ONSC1,430,-123.53333,41.30361
198,2018-08-03 01:30:00,23.0,,ONSC1,430,-123.53333,41.30361
199,2018-08-03 01:45:00,23.06,,ONSC1,430,-123.53333,41.30361
200,2018-08-03 02:00:00,23.0,13.74,ONSC1,430,-123.53333,41.30361
201,2018-08-03 02:15:00,23.0,,ONSC1,430,-123.53333,41.30361
202,2018-08-03 02:30:00,22.94,,ONSC1,430,-123.53333,41.30361
203,2018-08-03 02:45:00,23.0,,ONSC1,430,-123.53333,41.30361
204,2018-08-03 03:00:00,22.94,13.74,ONSC1,430,-123.53333,41.30361
205,2018-08-03 03:15:00,22.94,,ONSC1,430,-123.53333,41.30361
206,2018-08-03 03:30:00,22.94,,ONSC1,430,-123.53333,41.30361
207,2018-08-03 03:45:00,22.94,,ONSC1,430,-123.53333,41.30361
208,2018-08-03 04:00:00,22.94,13.74,ONSC1,430,-123.53333,41.30361
209,2018-08-03 04:15:00,22.94,,ONSC1,430,-123.53333,41.30361
210,2018-08-03 04:30:00,22.89,,ONSC1,430,-123.53333,41.30361
211,2018-08-03 04:45:00,22.94,,ONSC1,430,-123.53333,41.30361
212,2018-08-03 05:00:00,22.89,13.74,ONSC1,430,-123.53333,41.30361
213,2018-08-03 05:15:00,22.89,,ONSC1,430,-123.53333,41.30361
214,2018-08-03 05:30:00,22.94,,ONSC1,430,-123.53333,41.30361
215,2018-08-03 05:45:00,22.89,,ONSC1,430,-123.53333,41.30361
216,2018-08-03 06:00:00,22.94,13.74,ONSC1,430,-123.53333,41.30361
217,2018-08-03 06:15:00,22.94,,ONSC1,430,-123.53333,41.30361
218,2018-08-03 06:30:00,22.94,,ONSC1,430,-123.53333,41.30361
219,2018-08-03 06:45:00,22.94,,ONSC1,430,-123.53333,41.30361
