,date_time,altimeter_set_1,pressure_set_1d,precip_accum_one_hour_set_1,air_temp_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
98,2018-08-05 02:00:00,101964.11,76891.35,0.0,14.71,,MSSKI,7600,-122.2057,41.3589
99,2018-08-05 03:00:00,101997.98,76916.9,0.0,13.18,,MSSKI,7600,-122.2057,41.3589
100,2018-08-05 04:00:00,102031.84,76942.43,0.0,12.38,,MSSKI,7600,-122.2057,41.3589
101,2018-08-05 05:00:00,102031.84,76942.43,0.0,11.58,,MSSKI,7600,-122.2057,41.3589
102,2018-08-05 06:00:00,102065.7,76967.96,0.0,10.81,0.762,MSSKI,7600,-122.2057,41.3589
103,2018-08-05 07:00:00,102065.7,76967.96,0.0,10.85,0.762,MSSKI,7600,-122.2057,41.3589
104,2018-08-05 08:00:00,102065.7,76967.96,0.0,10.41,,MSSKI,7600,-122.2057,41.3589
105,2018-08-05 09:00:00,102031.84,76942.43,0.0,10.66,,MSSKI,7600,-122.2057,41.3589
106,2018-08-05 10:00:00,102031.84,76942.43,0.0,9.53,,MSSKI,7600,-122.2057,41.3589
107,2018-08-05 11:00:00,102031.84,76942.43,0.0,9.28,,MSSKI,7600,-122.2057,41.3589
108,2018-08-05 12:00:00,102031.84,76942.43,0.0,9.61,,MSSKI,7600,-122.2057,41.3589
109,2018-08-05 13:00:00,102031.84,76942.43,0.0,9.74,,MSSKI,7600,-122.2057,41.3589
110,2018-08-05 14:00:00,102065.7,76967.96,0.0,10.45,,MSSKI,7600,-122.2057,41.3589
111,2018-08-05 15:00:00,102099.57,76993.5,0.0,11.94,,MSSKI,7600,-122.2057,41.3589
112,2018-08-05 16:00:00,102133.43,77019.04,0.0,13.85,,MSSKI,7600,-122.2057,41.3589
113,2018-08-05 17:00:00,102167.3,77044.58,0.0,16.21,,MSSKI,7600,-122.2057,41.3589
114,2018-08-05 18:00:00,102201.16,77070.11,0.0,16.53,,MSSKI,7600,-122.2057,41.3589
115,2018-08-05 19:00:00,102235.02,77095.65,0.0,17.43,,MSSKI,7600,-122.2057,41.3589
116,2018-08-05 20:00:00,102235.02,77095.65,0.0,17.13,,MSSKI,7600,-122.2057,41.3589
117,2018-08-05 21:00:00,102201.16,77070.11,0.0,18.07,,MSSKI,7600,-122.2057,41.3589
118,2018-08-05 22:00:00,102235.02,77095.65,0.0,18.38,,MSSKI,7600,-122.2057,41.3589
119,2018-08-05 23:00:00,102235.02,77095.65,0.0,16.77,,MSSKI,7600,-122.2057,41.3589
120,2018-08-06 00:00:00,102235.02,77095.65,0.0,16.57,,MSSKI,7600,-122.2057,41.3589
121,2018-08-06 01:00:00,102235.02,77095.65,0.0,16.22,,MSSKI,7600,-122.2057,41.3589
122,2018-08-06 02:00:00,102235.02,77095.65,0.0,15.41,,MSSKI,7600,-122.2057,41.3589
123,2018-08-06 03:00:00,102268.89,77121.19,0.0,14.02,,MSSKI,7600,-122.2057,41.3589
124,2018-08-06 04:00:00,102302.75,77146.72,0.0,12.59,16.51,MSSKI,7600,-122.2057,41.3589
125,2018-08-06 05:00:00,102336.62,77172.26,0.0,12.64,16.51,MSSKI,7600,-122.2057,41.3589
126,2018-08-06 06:00:00,102336.62,77172.26,0.0,11.67,2.794,MSSKI,7600,-122.2057,41.3589
127,2018-08-06 07:00:00,102336.62,77172.26,0.0,11.63,4.826,MSSKI,7600,-122.2057,41.3589
128,2018-08-06 08:00:00,102302.75,77146.72,0.0,12.42,4.826,MSSKI,7600,-122.2057,41.3589
129,2018-08-06 09:00:00,102302.75,77146.72,0.0,13.16,,MSSKI,7600,-122.2057,41.3589
130,2018-08-06 10:00:00,102302.75,77146.72,0.0,12.12,,MSSKI,7600,-122.2057,41.3589
131,2018-08-06 11:00:00,102336.62,77172.26,0.0,12.44,,MSSKI,7600,-122.2057,41.3589
132,2018-08-06 12:00:00,102336.62,77172.26,0.0,12.09,,MSSKI,7600,-122.2057,41.3589
133,2018-08-06 13:00:00,102336.62,77172.26,0.0,11.73,,MSSKI,7600,-122.2057,41.3589
134,2018-08-06 14:00:00,102404.34,77223.33,0.0,11.71,,MSSKI,7600,-122.2057,41.3589
135,2018-08-06 15:00:00,102404.34,77223.33,0.0,14.34,1.778,MSSKI,7600,-122.2057,41.3589
136,2018-08-06 16:00:00,102438.21,77248.87,0.0,17.71,1.778,MSSKI,7600,-122.2057,41.3589
137,2018-08-06 17:00:00,102438.21,77248.87,0.0,18.08,,MSSKI,7600,-122.2057,41.3589
138,2018-08-06 18:00:00,102472.07,77274.41,0.0,19.04,,MSSKI,7600,-122.2057,41.3589
139,2018-08-06 19:00:00,102472.07,77274.41,0.0,19.17,,MSSKI,7600,-122.2057,41.3589
140,2018-08-06 20:00:00,102505.93,77299.94,0.0,20.41,6024.88,MSSKI,7600,-122.2057,41.3589
141,2018-08-06 21:00:00,102472.07,77274.41,0.0,21.33,6024.88,MSSKI,7600,-122.2057,41.3589
142,2018-08-06 22:00:00,102472.07,77274.41,0.0,20.77,,MSSKI,7600,-122.2057,41.3589
143,2018-08-06 23:00:00,102472.07,77274.41,0.0,22.11,,MSSKI,7600,-122.2057,41.3589
144,2018-08-07 00:00:00,102472.07,77274.41,0.0,21.17,,MSSKI,7600,-122.2057,41.3589
145,2018-08-07 01:00:00,102438.21,77248.87,0.0,20.56,,MSSKI,7600,-122.2057,41.3589
146,2018-08-07 02:00:00,102438.21,77248.87,0.0,19.91,,MSSKI,7600,-122.2057,41.3589
147,2018-08-07 03:00:00,102438.21,77248.87,0.0,17.84,,MSSKI,7600,-122.2057,41.3589
148,2018-08-07 04:00:00,102438.21,77248.87,0.0,17.5,,MSSKI,7600,-122.2057,41.3589
149,2018-08-07 05:00:00,102472.07,77274.41,0.0,16.27,,MSSKI,7600,-122.2057,41.3589
150,2018-08-07 06:00:00,102438.21,77248.87,0.0,15.96,18.542,MSSKI,7600,-122.2057,41.3589
151,2018-08-07 07:00:00,102438.21,77248.87,0.0,15.9,18.542,MSSKI,7600,-122.2057,41.3589
152,2018-08-07 08:00:00,102404.34,77223.33,0.0,15.98,10.668,MSSKI,7600,-122.2057,41.3589
153,2018-08-07 09:00:00,102370.48,77197.8,0.0,16.87,5.842,MSSKI,7600,-122.2057,41.3589
154,2018-08-07 10:00:00,102336.62,77172.26,0.0,17.14,,MSSKI,7600,-122.2057,41.3589
155,2018-08-07 11:00:00,102336.62,77172.26,0.0,17.01,,MSSKI,7600,-122.2057,41.3589
156,2018-08-07 12:00:00,102302.75,77146.72,0.0,17.41,,MSSKI,7600,-122.2057,41.3589
157,2018-08-07 13:00:00,102302.75,77146.72,0.0,17.07,,MSSKI,7600,-122.2057,41.3589
158,2018-08-07 14:00:00,102336.62,77172.26,0.0,16.76,,MSSKI,7600,-122.2057,41.3589
159,2018-08-07 15:00:00,102336.62,77172.26,0.0,19.17,,MSSKI,7600,-122.2057,41.3589
160,2018-08-07 16:00:00,102370.48,77197.8,0.0,20.07,,MSSKI,7600,-122.2057,41.3589
161,2018-08-07 17:00:00,102336.62,77172.26,0.0,20.8,,MSSKI,7600,-122.2057,41.3589
162,2018-08-07 18:00:00,102370.48,77197.8,0.0,21.94,,MSSKI,7600,-122.2057,41.3589
163,2018-08-07 19:00:00,102370.48,77197.8,0.0,23.33,,MSSKI,7600,-122.2057,41.3589
164,2018-08-07 20:00:00,102336.62,77172.26,0.0,23.94,,MSSKI,7600,-122.2057,41.3589
165,2018-08-07 21:00:00,102336.62,77172.26,0.0,24.06,,MSSKI,7600,-122.2057,41.3589
166,2018-08-07 22:00:00,102336.62,77172.26,0.0,24.83,,MSSKI,7600,-122.2057,41.3589
167,2018-08-07 23:00:00,102302.75,77146.72,0.0,24.89,14.478,MSSKI,7600,-122.2057,41.3589
168,2018-08-08 00:00:00,102268.89,77121.19,0.0,24.11,14.478,MSSKI,7600,-122.2057,41.3589
169,2018-08-08 01:00:00,102268.89,77121.19,0.0,23.72,,MSSKI,7600,-122.2057,41.3589
170,2018-08-08 02:00:00,102235.02,77095.65,0.0,22.5,,MSSKI,7600,-122.2057,41.3589
171,2018-08-08 03:00:00,102235.02,77095.65,0.0,20.62,,MSSKI,7600,-122.2057,41.3589
172,2018-08-08 04:00:00,102268.89,77121.19,0.0,20.07,,MSSKI,7600,-122.2057,41.3589
173,2018-08-08 05:00:00,102268.89,77121.19,0.0,18.54,,MSSKI,7600,-122.2057,41.3589
174,2018-08-08 06:00:00,102268.89,77121.19,0.0,18.58,,MSSKI,7600,-122.2057,41.3589
175,2018-08-08 07:00:00,102268.89,77121.19,0.0,18.59,,MSSKI,7600,-122.2057,41.3589
176,2018-08-08 08:00:00,102268.89,77121.19,0.0,18.76,,MSSKI,7600,-122.2057,41.3589
177,2018-08-08 09:00:00,102235.02,77095.65,0.0,20.45,,MSSKI,7600,-122.2057,41.3589
178,2018-08-08 10:00:00,102235.02,77095.65,0.0,19.06,,MSSKI,7600,-122.2057,41.3589
179,2018-08-08 11:00:00,102235.02,77095.65,0.0,18.97,,MSSKI,7600,-122.2057,41.3589
180,2018-08-08 12:00:00,102235.02,77095.65,0.0,18.98,,MSSKI,7600,-122.2057,41.3589
181,2018-08-08 13:00:00,102268.89,77121.19,0.0,18.34,,MSSKI,7600,-122.2057,41.3589
182,2018-08-08 14:00:00,102302.75,77146.72,0.0,17.62,,MSSKI,7600,-122.2057,41.3589
183,2018-08-08 15:00:00,102336.62,77172.26,0.0,21.28,,MSSKI,7600,-122.2057,41.3589
184,2018-08-08 16:00:00,102370.48,77197.8,0.0,22.78,,MSSKI,7600,-122.2057,41.3589
185,2018-08-08 17:00:00,102404.34,77223.33,0.0,23.67,,MSSKI,7600,-122.2057,41.3589
186,2018-08-08 18:00:00,102404.34,77223.33,0.0,24.28,,MSSKI,7600,-122.2057,41.3589
187,2018-08-08 19:00:00,102404.34,77223.33,0.0,24.83,,MSSKI,7600,-122.2057,41.3589
188,2018-08-08 20:00:00,102404.34,77223.33,0.0,25.78,,MSSKI,7600,-122.2057,41.3589
189,2018-08-08 21:00:00,102438.21,77248.87,0.0,25.67,,MSSKI,7600,-122.2057,41.3589
190,2018-08-08 22:00:00,102472.07,77274.41,0.0,24.56,,MSSKI,7600,-122.2057,41.3589
191,2018-08-08 23:00:00,102438.21,77248.87,0.0,24.17,,MSSKI,7600,-122.2057,41.3589
192,2018-08-09 00:00:00,102438.21,77248.87,0.0,23.17,,MSSKI,7600,-122.2057,41.3589
193,2018-08-09 01:00:00,102404.34,77223.33,0.0,23.78,15.24,MSSKI,7600,-122.2057,41.3589
194,2018-08-09 02:00:00,102404.34,77223.33,0.0,21.89,15.24,MSSKI,7600,-122.2057,41.3589
195,2018-08-09 03:00:00,102404.34,77223.33,0.0,19.64,2.54,MSSKI,7600,-122.2057,41.3589
196,2018-08-09 04:00:00,102438.21,77248.87,0.0,18.29,,MSSKI,7600,-122.2057,41.3589
197,2018-08-09 05:00:00,102472.07,77274.41,0.0,17.51,,MSSKI,7600,-122.2057,41.3589
198,2018-08-09 06:00:00,102472.07,77274.41,0.0,17.51,,MSSKI,7600,-122.2057,41.3589
199,2018-08-09 07:00:00,102472.07,77274.41,0.0,17.13,,MSSKI,7600,-122.2057,41.3589
200,2018-08-09 08:00:00,102472.07,77274.41,0.0,16.57,,MSSKI,7600,-122.2057,41.3589
201,2018-08-09 09:00:00,102438.21,77248.87,0.0,16.18,,MSSKI,7600,-122.2057,41.3589
202,2018-08-09 10:00:00,102404.34,77223.33,0.0,16.49,,MSSKI,7600,-122.2057,41.3589
203,2018-08-09 11:00:00,102404.34,77223.33,0.0,15.97,,MSSKI,7600,-122.2057,41.3589
204,2018-08-09 12:00:00,102404.34,77223.33,0.0,18.93,,MSSKI,7600,-122.2057,41.3589
205,2018-08-09 13:00:00,102438.21,77248.87,0.0,18.48,,MSSKI,7600,-122.2057,41.3589
206,2018-08-09 14:00:00,102438.21,77248.87,0.0,18.6,,MSSKI,7600,-122.2057,41.3589
207,2018-08-09 15:00:00,102472.07,77274.41,0.0,20.11,,MSSKI,7600,-122.2057,41.3589
208,2018-08-09 16:00:00,102505.93,77299.94,0.0,21.28,,MSSKI,7600,-122.2057,41.3589
209,2018-08-09 17:00:00,102472.07,77274.41,0.0,22.61,,MSSKI,7600,-122.2057,41.3589
210,2018-08-09 18:00:00,102505.93,77299.94,0.0,23.22,,MSSKI,7600,-122.2057,41.3589
211,2018-08-09 19:00:00,102505.93,77299.94,0.0,26.11,,MSSKI,7600,-122.2057,41.3589
212,2018-08-09 20:00:00,102505.93,77299.94,0.0,26.94,,MSSKI,7600,-122.2057,41.3589
213,2018-08-09 21:00:00,102505.93,77299.94,0.0,26.44,,MSSKI,7600,-122.2057,41.3589
214,2018-08-09 22:00:00,102505.93,77299.94,0.0,26.5,13.462,MSSKI,7600,-122.2057,41.3589
215,2018-08-09 23:00:00,102505.93,77299.94,0.0,26.22,13.462,MSSKI,7600,-122.2057,41.3589
216,2018-08-10 00:00:00,102472.07,77274.41,0.0,25.94,7.874,MSSKI,7600,-122.2057,41.3589
217,2018-08-10 01:00:00,102472.07,77274.41,0.0,25.11,23.622,MSSKI,7600,-122.2057,41.3589
218,2018-08-10 03:00:00,102438.21,77248.87,0.0,19.79,21.082,MSSKI,7600,-122.2057,41.3589
219,2018-08-10 04:00:00,102505.93,77299.94,0.0,17.59,9.652,MSSKI,7600,-122.2057,41.3589
220,2018-08-10 05:00:00,102539.8,77325.48,0.0,17.43,,MSSKI,7600,-122.2057,41.3589
221,2018-08-10 06:00:00,102505.93,77299.94,0.0,16.89,,MSSKI,7600,-122.2057,41.3589
222,2018-08-10 07:00:00,102505.93,77299.94,0.0,15.18,,MSSKI,7600,-122.2057,41.3589
223,2018-08-10 08:00:00,102505.93,77299.94,0.0,16.18,,MSSKI,7600,-122.2057,41.3589
224,2018-08-10 09:00:00,102472.07,77274.41,0.0,15.97,,MSSKI,7600,-122.2057,41.3589
225,2018-08-10 10:00:00,102472.07,77274.41,0.0,15.68,,MSSKI,7600,-122.2057,41.3589
226,2018-08-10 11:00:00,102472.07,77274.41,0.0,15.07,,MSSKI,7600,-122.2057,41.3589
227,2018-08-10 12:00:00,102472.07,77274.41,0.0,16.29,,MSSKI,7600,-122.2057,41.3589
228,2018-08-10 13:00:00,102472.07,77274.41,0.0,14.69,,MSSKI,7600,-122.2057,41.3589
229,2018-08-10 14:00:00,102472.07,77274.41,0.0,15.37,,MSSKI,7600,-122.2057,41.3589
230,2018-08-10 15:00:00,102505.93,77299.94,0.0,18.23,,MSSKI,7600,-122.2057,41.3589
231,2018-08-10 16:00:00,102505.93,77299.94,0.0,19.8,,MSSKI,7600,-122.2057,41.3589
232,2018-08-10 17:00:00,102539.8,77325.48,0.0,21.05,,MSSKI,7600,-122.2057,41.3589
233,2018-08-10 18:00:00,102573.66,77351.02,0.0,21.89,,MSSKI,7600,-122.2057,41.3589
234,2018-08-10 19:00:00,102573.66,77351.02,0.0,23.72,,MSSKI,7600,-122.2057,41.3589
235,2018-08-10 20:00:00,102539.8,77325.48,0.0,22.89,1.778,MSSKI,7600,-122.2057,41.3589
236,2018-08-10 21:00:00,102539.8,77325.48,0.0,23.33,1.778,MSSKI,7600,-122.2057,41.3589
237,2018-08-10 22:00:00,102539.8,77325.48,0.0,23.94,,MSSKI,7600,-122.2057,41.3589
238,2018-08-10 23:00:00,102505.93,77299.94,0.0,22.33,,MSSKI,7600,-122.2057,41.3589
239,2018-08-11 00:00:00,102505.93,77299.94,0.0,22.22,,MSSKI,7600,-122.2057,41.3589
240,2018-08-11 01:00:00,102472.07,77274.41,0.0,21.5,6024.88,MSSKI,7600,-122.2057,41.3589
241,2018-08-11 02:00:00,102472.07,77274.41,0.0,19.92,6024.88,MSSKI,7600,-122.2057,41.3589
242,2018-08-11 03:00:00,102438.21,77248.87,0.0,18.48,6024.88,MSSKI,7600,-122.2057,41.3589
243,2018-08-11 04:00:00,102472.07,77274.41,0.0,16.94,6024.88,MSSKI,7600,-122.2057,41.3589
244,2018-08-11 07:00:00,102438.21,77248.87,0.0,16.77,,MSSKI,7600,-122.2057,41.3589
245,2018-08-11 08:00:00,102404.34,77223.33,0.0,16.46,,MSSKI,7600,-122.2057,41.3589
246,2018-08-11 09:00:00,102370.48,77197.8,0.0,15.28,,MSSKI,7600,-122.2057,41.3589
247,2018-08-11 10:00:00,102336.62,77172.26,0.0,15.28,,MSSKI,7600,-122.2057,41.3589
248,2018-08-11 11:00:00,102336.62,77172.26,0.0,14.36,,MSSKI,7600,-122.2057,41.3589
249,2018-08-11 13:00:00,102302.75,77146.72,0.0,14.33,,MSSKI,7600,-122.2057,41.3589
250,2018-08-11 14:00:00,102336.62,77172.26,0.0,14.53,,MSSKI,7600,-122.2057,41.3589
251,2018-08-11 15:00:00,102336.62,77172.26,0.0,16.57,14.478,MSSKI,7600,-122.2057,41.3589
252,2018-08-11 16:00:00,102336.62,77172.26,0.0,17.32,14.478,MSSKI,7600,-122.2057,41.3589
