,date_time,solar_radiation_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,volt_set_1,dew_point_temperature_set_1d,peak_wind_direction_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,peak_wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:08:00,547.0,NNW,8.49,13.3,6.97,2.0,1959.61,,346.0,35.0,5.37,8.49,23.33,PTEC1,2945,-124.266028,40.256833
1,2018-08-01 01:08:00,538.0,NNW,11.62,13.3,5.22,1.0,1959.61,,344.0,31.0,6.7,11.62,23.33,PTEC1,2945,-124.266028,40.256833
2,2018-08-01 02:08:00,351.0,N,13.41,13.4,4.24,0.0,1959.61,,351.0,31.0,8.94,13.41,22.22,PTEC1,2945,-124.266028,40.256833
3,2018-08-01 03:08:00,77.0,N,12.07,13.2,3.6,0.0,1959.61,,9.0,34.0,6.7,12.07,20.0,PTEC1,2945,-124.266028,40.256833
4,2018-08-01 04:08:00,5.0,N,10.28,13.1,4.42,9.0,1959.61,,11.0,40.0,7.15,10.28,18.33,PTEC1,2945,-124.266028,40.256833
5,2018-08-01 05:08:00,0.0,N,11.62,13.0,2.25,13.0,1959.61,,5.0,32.0,7.6,11.62,19.44,PTEC1,2945,-124.266028,40.256833
6,2018-08-01 06:08:00,0.0,N,11.62,12.9,2.62,5.0,1959.61,,7.0,34.0,7.6,11.62,18.89,PTEC1,2945,-124.266028,40.256833
7,2018-08-01 07:08:00,0.0,N,11.17,12.8,3.57,13.0,1959.61,,4.0,39.0,8.05,11.17,17.78,PTEC1,2945,-124.266028,40.256833
8,2018-08-01 08:08:00,0.0,N,10.73,12.8,3.42,8.0,1959.61,,7.0,40.0,7.15,10.73,17.22,PTEC1,2945,-124.266028,40.256833
9,2018-08-01 09:08:00,0.0,N,11.17,12.8,1.7,0.0,1959.61,,1.0,33.0,7.6,11.17,18.33,PTEC1,2945,-124.266028,40.256833
10,2018-08-01 10:08:00,0.0,N,9.84,12.8,3.06,2.0,1959.61,,358.0,39.0,7.6,9.84,17.22,PTEC1,2945,-124.266028,40.256833
11,2018-08-01 11:08:00,0.0,N,10.28,12.7,2.82,8.0,1959.61,,356.0,37.0,7.15,10.28,17.78,PTEC1,2945,-124.266028,40.256833
12,2018-08-01 12:08:00,0.0,N,11.62,12.7,3.42,350.0,1959.61,,358.0,40.0,7.6,11.62,17.22,PTEC1,2945,-124.266028,40.256833
13,2018-08-01 13:08:00,0.0,N,10.73,12.7,3.06,355.0,1959.61,,0.0,39.0,8.05,10.73,17.22,PTEC1,2945,-124.266028,40.256833
14,2018-08-01 14:08:00,15.0,N,11.62,12.7,3.06,350.0,1959.61,,6.0,39.0,6.7,11.62,17.22,PTEC1,2945,-124.266028,40.256833
15,2018-08-01 15:08:00,107.0,N,9.84,12.9,3.03,13.0,1959.61,,8.0,35.0,6.7,9.84,18.89,PTEC1,2945,-124.266028,40.256833
16,2018-08-01 16:08:00,399.0,N,10.28,13.5,3.18,13.0,1959.61,,4.0,33.0,6.26,10.28,20.0,PTEC1,2945,-124.266028,40.256833
17,2018-08-01 17:08:00,610.0,N,9.39,13.5,4.65,13.0,1959.61,,6.0,33.0,5.37,9.39,21.67,PTEC1,2945,-124.266028,40.256833
18,2018-08-01 18:08:00,762.0,N,7.6,13.4,5.63,7.0,1959.61,,359.0,33.0,4.47,7.6,22.78,PTEC1,2945,-124.266028,40.256833
19,2018-08-01 19:08:00,875.0,N,8.05,13.4,6.55,4.0,1959.61,,357.0,34.0,3.58,8.05,23.33,PTEC1,2945,-124.266028,40.256833
20,2018-08-01 20:08:00,955.0,NNW,7.15,13.4,8.88,346.0,1959.61,,339.0,36.0,2.68,7.15,25.0,PTEC1,2945,-124.266028,40.256833
21,2018-08-01 21:08:00,972.0,NNW,5.81,13.5,7.54,328.0,1959.61,,343.0,34.0,4.02,5.81,24.44,PTEC1,2945,-124.266028,40.256833
22,2018-08-01 22:08:00,934.0,N,7.6,13.3,6.61,1.0,1959.61,,356.0,33.0,4.47,7.6,23.89,PTEC1,2945,-124.266028,40.256833
23,2018-08-01 23:08:00,846.0,N,8.94,13.4,7.05,4.0,1959.61,,359.0,34.0,4.47,8.94,23.89,PTEC1,2945,-124.266028,40.256833
24,2018-08-02 00:08:00,714.0,NNW,9.39,13.4,5.19,348.0,1959.61,,348.0,32.0,5.81,9.39,22.78,PTEC1,2945,-124.266028,40.256833
25,2018-08-02 01:08:00,537.0,NNW,10.28,13.6,4.21,354.0,1959.61,,340.0,32.0,7.15,10.28,21.67,PTEC1,2945,-124.266028,40.256833
26,2018-08-02 02:08:00,336.0,NNW,10.73,13.4,3.6,0.0,1959.61,,342.0,34.0,7.15,10.73,20.0,PTEC1,2945,-124.266028,40.256833
27,2018-08-02 03:08:00,70.0,NNW,11.62,13.2,3.31,351.0,1959.61,,348.0,37.0,7.6,11.62,18.33,PTEC1,2945,-124.266028,40.256833
28,2018-08-02 04:08:00,6.0,N,11.17,13.1,2.7,5.0,1959.61,,7.0,38.0,7.15,11.17,17.22,PTEC1,2945,-124.266028,40.256833
29,2018-08-02 05:08:00,0.0,N,9.84,13.0,1.93,1.0,1959.61,,4.0,36.0,7.6,9.84,17.22,PTEC1,2945,-124.266028,40.256833
30,2018-08-02 06:08:00,0.0,N,10.28,12.9,3.11,3.0,1959.61,,9.0,42.0,6.7,10.28,16.11,PTEC1,2945,-124.266028,40.256833
31,2018-08-02 07:08:00,0.0,N,9.39,12.8,3.77,12.0,1959.61,,7.0,44.0,7.15,9.39,16.11,PTEC1,2945,-124.266028,40.256833
32,2018-08-02 08:08:00,0.0,N,10.73,12.8,3.62,6.0,1959.61,,359.0,42.0,7.6,10.73,16.67,PTEC1,2945,-124.266028,40.256833
33,2018-08-02 09:08:00,0.0,N,12.07,12.8,4.61,4.0,1959.61,,357.0,45.0,8.49,12.07,16.67,PTEC1,2945,-124.266028,40.256833
34,2018-08-02 10:08:00,0.0,N,12.07,12.8,4.09,2.0,1959.61,,6.0,45.0,8.05,12.07,16.11,PTEC1,2945,-124.266028,40.256833
35,2018-08-02 11:08:00,0.0,N,12.07,12.7,4.21,4.0,1959.61,,7.0,47.0,7.6,12.07,15.56,PTEC1,2945,-124.266028,40.256833
36,2018-08-02 12:08:00,0.0,N,13.41,12.7,4.0,16.0,1959.61,,9.0,48.0,8.05,13.41,15.0,PTEC1,2945,-124.266028,40.256833
37,2018-08-02 13:08:00,0.0,N,12.52,12.7,4.07,10.0,1959.61,,8.0,50.0,8.05,12.52,14.44,PTEC1,2945,-124.266028,40.256833
