,date_time,fuel_moisture_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,volt_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,dew_point_temperature_set_1d,fuel_temp_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,wind_speed_set_1,peak_wind_speed_set_1,solar_radiation_set_1,relative_humidity_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:20:00,3.8,SW,8.05,13.1,,,229.0,2.12,43.33,566.166,35.6,230.0,4.47,8.05,564.0,10.0,38.89,WEFC1,2602,-122.932136, 40.753647
1,2018-08-01 01:20:00,3.8,WSW,10.28,13.6,,,233.0,5.16,36.11,566.166,33.13,244.0,3.58,10.28,473.0,15.0,35.56,WEFC1,2602,-122.932136, 40.753647
2,2018-08-01 02:20:00,3.8,WSW,8.05,13.3,,,225.0,0.48,30.56,566.166,29.95,241.0,3.13,8.05,207.0,13.0,32.22,WEFC1,2602,-122.932136, 40.753647
3,2018-08-01 03:20:00,3.7,S,6.7,13.1,,,257.0,-0.24,25.56,566.166,27.29,180.0,0.9,6.7,54.0,15.0,28.89,WEFC1,2602,-122.932136, 40.753647
4,2018-08-01 04:20:00,3.8,SW,4.92,13.1,,,220.0,-0.81,22.78,566.166,,214.0,2.23,4.92,2.0,17.0,26.11,WEFC1,2602,-122.932136, 40.753647
5,2018-08-01 05:20:00,3.8,SSW,3.58,13.1,,,194.0,1.16,21.67,566.166,,207.0,1.34,3.58,0.0,21.0,25.0,WEFC1,2602,-122.932136, 40.753647
6,2018-08-01 06:20:00,3.8,ENE,3.58,13.0,,,221.0,1.6,20.56,566.166,,72.0,0.9,3.58,0.0,24.0,23.33,WEFC1,2602,-122.932136, 40.753647
7,2018-08-01 07:20:00,3.9,NE,1.79,13.0,,,49.0,1.76,18.33,566.166,,44.0,1.34,1.79,0.0,26.0,22.22,WEFC1,2602,-122.932136, 40.753647
8,2018-08-01 08:20:00,3.9,ENE,2.23,13.0,,,33.0,2.81,17.78,566.166,,57.0,0.9,2.23,0.0,30.0,21.11,WEFC1,2602,-122.932136, 40.753647
9,2018-08-01 09:20:00,4.0,E,1.34,13.0,,,61.0,3.18,16.67,566.166,,80.0,0.45,1.34,0.0,33.0,20.0,WEFC1,2602,-122.932136, 40.753647
10,2018-08-01 10:20:00,4.1,ENE,1.79,12.9,,,101.0,3.42,15.56,566.166,,78.0,0.9,1.79,0.0,36.0,18.89,WEFC1,2602,-122.932136, 40.753647
