,date_time,wind_speed_set_1,soil_temp_set_1,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,heat_index_set_1d,wind_direction_set_1,wind_cardinal_direction_set_1d,relative_humidity_set_1,solar_radiation_set_1,evapotranspiration_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,4.63,21.67,8.52,0.0,27.21,314.0,NW,29.0,256.94,0.254,28.22,CI236,4265,-121.99616,41.80248
1,2018-08-01 01:00:00,5.4,21.78,7.14,0.0,26.48,319.0,NW,28.0,212.85,0.254,27.22,CI236,4265,-121.99616,41.80248
2,2018-08-01 02:00:00,4.53,21.78,2.97,0.0,,329.0,NNW,24.0,66.57,0.254,24.94,CI236,4265,-121.99616,41.80248
3,2018-08-01 03:00:00,1.95,21.78,5.31,0.0,,359.0,N,37.0,3.82,0.0,20.56,CI236,4265,-121.99616,41.80248
4,2018-08-01 04:00:00,1.13,21.67,5.32,0.0,,57.0,ENE,43.0,0.0,0.0,18.17,CI236,4265,-121.99616,41.80248
5,2018-08-01 05:00:00,1.08,21.56,6.02,0.0,,174.0,S,56.0,0.0,0.0,14.78,CI236,4265,-121.99616,41.80248
6,2018-08-01 06:00:00,0.93,21.33,6.4,0.0,,152.0,SSE,60.0,0.0,0.0,14.11,CI236,4265,-121.99616,41.80248
7,2018-08-01 07:00:00,1.03,21.11,5.62,0.0,,142.0,SE,65.0,0.0,0.0,12.06,CI236,4265,-121.99616,41.80248
8,2018-08-01 08:00:00,0.77,20.83,5.71,0.0,,192.0,SSW,73.0,0.0,0.0,10.39,CI236,4265,-121.99616,41.80248
9,2018-08-01 09:00:00,0.93,20.56,5.3,0.0,,107.0,ESE,72.0,0.0,0.0,10.17,CI236,4265,-121.99616,41.80248
10,2018-08-01 10:00:00,0.87,20.33,4.86,0.0,,106.0,ESE,75.0,0.0,0.0,9.11,CI236,4265,-121.99616,41.80248
11,2018-08-01 11:00:00,0.82,20.06,4.41,0.0,,128.0,SE,78.0,0.0,0.0,8.06,CI236,4265,-121.99616,41.80248
12,2018-08-01 12:00:00,0.72,19.78,4.1,0.0,,142.0,SE,82.0,0.0,0.0,7.0,CI236,4265,-121.99616,41.80248
13,2018-08-01 13:00:00,0.77,19.5,4.73,0.0,,54.0,NE,85.0,24.17,0.0,7.11,CI236,4265,-121.99616,41.80248
14,2018-08-01 14:00:00,0.62,19.28,7.57,0.0,,196.0,SSW,79.0,118.3,0.0,11.11,CI236,4265,-121.99616,41.80248
15,2018-08-01 15:00:00,0.72,19.06,8.3,0.0,,304.0,NW,62.0,247.19,0.254,15.61,CI236,4265,-121.99616,41.80248
16,2018-08-01 16:00:00,0.98,18.94,7.81,0.0,,313.0,NW,45.0,404.07,0.254,20.17,CI236,4265,-121.99616,41.80248
17,2018-08-01 17:00:00,0.98,18.94,8.98,0.0,,323.0,NW,38.0,560.95,0.508,24.22,CI236,4265,-121.99616,41.80248
18,2018-08-01 18:00:00,1.54,19.11,9.36,0.0,26.62,338.0,NNW,33.0,690.7,0.762,27.0,CI236,4265,-121.99616,41.80248
19,2018-08-01 19:00:00,1.8,19.39,10.0,0.0,27.75,321.0,NW,31.0,758.11,0.762,28.78,CI236,4265,-121.99616,41.80248
20,2018-08-01 20:00:00,2.06,19.83,9.93,0.0,28.53,340.0,NNW,29.0,750.48,0.762,29.83,CI236,4265,-121.99616,41.80248
21,2018-08-01 21:00:00,2.52,20.33,8.7,0.0,28.74,315.0,NW,26.0,684.76,0.762,30.28,CI236,4265,-121.99616,41.80248
22,2018-08-01 22:00:00,2.57,20.89,7.57,0.0,28.68,277.0,W,24.0,586.82,0.508,30.33,CI236,4265,-121.99616,41.80248
23,2018-08-01 23:00:00,4.58,21.33,9.39,0.0,28.0,268.0,W,29.0,482.51,0.508,29.22,CI236,4265,-121.99616,41.80248
24,2018-08-02 00:00:00,4.84,21.72,7.29,0.0,26.97,267.0,W,27.0,283.23,0.254,28.0,CI236,4265,-121.99616,41.80248
25,2018-08-02 01:00:00,4.48,21.94,5.73,0.0,26.25,307.0,NW,26.0,165.36,0.254,26.83,CI236,4265,-121.99616,41.80248
26,2018-08-02 02:00:00,4.32,22.06,7.17,0.0,,345.0,NNW,39.0,59.78,0.0,21.78,CI236,4265,-121.99616,41.80248
27,2018-08-02 03:00:00,2.16,22.0,6.43,0.0,,355.0,N,43.0,5.51,0.0,19.39,CI236,4265,-121.99616,41.80248
28,2018-08-02 04:00:00,0.87,21.89,6.14,0.0,,350.0,N,49.0,0.0,0.0,17.0,CI236,4265,-121.99616,41.80248
29,2018-08-02 05:00:00,0.82,21.72,6.88,0.0,,8.0,N,62.0,0.0,0.0,14.11,CI236,4265,-121.99616,41.80248
30,2018-08-02 06:00:00,1.08,21.44,5.53,0.0,,159.0,SSE,61.0,0.0,0.0,12.94,CI236,4265,-121.99616,41.80248
31,2018-08-02 07:00:00,0.87,21.17,5.47,0.0,,134.0,SE,67.0,0.0,0.0,11.44,CI236,4265,-121.99616,41.80248
32,2018-08-02 08:00:00,0.82,20.89,4.69,0.0,,153.0,SSE,73.0,0.0,0.0,9.33,CI236,4265,-121.99616,41.80248
33,2018-08-02 09:00:00,0.62,20.61,4.4,0.0,,136.0,SE,74.0,0.0,0.0,8.83,CI236,4265,-121.99616,41.80248
