,date_time,relative_humidity_set_1,dew_point_temperature_set_1d,heat_index_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,50.92,18.62,30.99,29.86,HCPCA,1201,-123.39000,41.79000
1,2018-08-01 10:04:00,91.51,14.08,,15.47,HCPCA,1201,-123.39000,41.79000
2,2018-08-01 10:08:00,90.58,13.93,,15.48,HCPCA,1201,-123.39000,41.79000
3,2018-08-01 10:12:00,90.58,13.88,,15.43,HCPCA,1201,-123.39000,41.79000
4,2018-08-01 10:16:00,90.76,13.78,,15.29,HCPCA,1201,-123.39000,41.79000
5,2018-08-01 10:20:00,91.08,13.73,,15.19,HCPCA,1201,-123.39000,41.79000
6,2018-08-01 10:24:00,91.32,13.72,,15.14,HCPCA,1201,-123.39000,41.79000
7,2018-08-01 10:28:00,90.99,13.61,,15.08,HCPCA,1201,-123.39000,41.79000
8,2018-08-01 10:33:00,90.64,13.46,,14.99,HCPCA,1201,-123.39000,41.79000
9,2018-08-01 10:37:00,91.01,13.45,,14.92,HCPCA,1201,-123.39000,41.79000
10,2018-08-01 10:41:00,91.02,13.38,,14.85,HCPCA,1201,-123.39000,41.79000
11,2018-08-01 10:45:00,91.66,13.34,,14.7,HCPCA,1201,-123.39000,41.79000
12,2018-08-01 10:49:00,92.22,13.43,,14.69,HCPCA,1201,-123.39000,41.79000
13,2018-08-01 10:53:00,92.03,13.4,,14.69,HCPCA,1201,-123.39000,41.79000
14,2018-08-01 10:57:00,92.04,13.33,,14.62,HCPCA,1201,-123.39000,41.79000
15,2018-08-01 11:04:00,92.56,13.27,,14.47,HCPCA,1201,-123.39000,41.79000
16,2018-08-01 11:08:00,92.59,13.24,,14.44,HCPCA,1201,-123.39000,41.79000
17,2018-08-01 11:12:00,93.04,13.32,,14.44,HCPCA,1201,-123.39000,41.79000
18,2018-08-01 11:16:00,93.18,13.41,,14.51,HCPCA,1201,-123.39000,41.79000
19,2018-08-01 11:20:00,91.3,13.37,,14.79,HCPCA,1201,-123.39000,41.79000
20,2018-08-01 11:24:00,90.28,13.3,,14.89,HCPCA,1201,-123.39000,41.79000
21,2018-08-01 11:28:00,90.68,13.21,,14.73,HCPCA,1201,-123.39000,41.79000
22,2018-08-01 11:33:00,91.24,13.16,,14.59,HCPCA,1201,-123.39000,41.79000
23,2018-08-01 11:37:00,91.77,13.08,,14.41,HCPCA,1201,-123.39000,41.79000
24,2018-08-01 11:41:00,92.28,13.02,,14.27,HCPCA,1201,-123.39000,41.79000
25,2018-08-01 11:45:00,92.68,12.98,,14.16,HCPCA,1201,-123.39000,41.79000
26,2018-08-01 11:49:00,92.78,12.96,,14.12,HCPCA,1201,-123.39000,41.79000
27,2018-08-01 11:53:00,93.1,12.92,,14.03,HCPCA,1201,-123.39000,41.79000
28,2018-08-01 11:57:00,93.34,12.94,,14.01,HCPCA,1201,-123.39000,41.79000
29,2018-08-01 12:00:00,93.02,12.9,,14.02,HCPCA,1201,-123.39000,41.79000
30,2018-08-01 12:04:00,92.82,12.86,,14.02,HCPCA,1201,-123.39000,41.79000
31,2018-08-01 12:08:00,92.83,12.77,,13.92,HCPCA,1201,-123.39000,41.79000
32,2018-08-01 12:12:00,92.96,12.7,,13.83,HCPCA,1201,-123.39000,41.79000
33,2018-08-01 12:16:00,93.17,12.65,,13.74,HCPCA,1201,-123.39000,41.79000
34,2018-08-01 12:20:00,93.59,12.69,,13.72,HCPCA,1201,-123.39000,41.79000
35,2018-08-01 12:24:00,93.53,12.62,,13.65,HCPCA,1201,-123.39000,41.79000
36,2018-08-01 12:28:00,93.65,12.57,,13.58,HCPCA,1201,-123.39000,41.79000
37,2018-08-01 12:33:00,93.48,12.57,,13.61,HCPCA,1201,-123.39000,41.79000
38,2018-08-01 12:37:00,94.08,12.65,,13.59,HCPCA,1201,-123.39000,41.79000
39,2018-08-01 12:41:00,94.22,12.71,,13.63,HCPCA,1201,-123.39000,41.79000
40,2018-08-01 12:45:00,94.25,12.62,,13.54,HCPCA,1201,-123.39000,41.79000
41,2018-08-01 12:49:00,94.72,12.7,,13.54,HCPCA,1201,-123.39000,41.79000
42,2018-08-01 12:53:00,94.6,12.68,,13.54,HCPCA,1201,-123.39000,41.79000
43,2018-08-01 12:57:00,94.58,12.59,,13.45,HCPCA,1201,-123.39000,41.79000
44,2018-08-01 13:00:00,94.96,12.58,,13.38,HCPCA,1201,-123.39000,41.79000
45,2018-08-01 13:04:00,95.2,12.6,,13.36,HCPCA,1201,-123.39000,41.79000
46,2018-08-01 13:08:00,95.08,12.51,,13.29,HCPCA,1201,-123.39000,41.79000
47,2018-08-01 13:12:00,95.16,12.53,,13.3,HCPCA,1201,-123.39000,41.79000
48,2018-08-01 13:16:00,95.17,12.48,,13.24,HCPCA,1201,-123.39000,41.79000
49,2018-08-01 13:20:00,95.26,12.45,,13.2,HCPCA,1201,-123.39000,41.79000
50,2018-08-01 13:24:00,95.42,12.41,,13.13,HCPCA,1201,-123.39000,41.79000
51,2018-08-01 13:28:00,95.75,12.42,,13.09,HCPCA,1201,-123.39000,41.79000
52,2018-08-01 13:33:00,95.64,12.34,,13.03,HCPCA,1201,-123.39000,41.79000
53,2018-08-01 13:37:00,95.54,12.29,,12.99,HCPCA,1201,-123.39000,41.79000
54,2018-08-01 13:41:00,95.58,12.26,,12.96,HCPCA,1201,-123.39000,41.79000
