,date_time,T_water_temp_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
33,2018-08-02 09:00:00,13.72,20.17,RDBC1,229,-122.20167,40.15333
34,2018-08-02 10:00:00,13.83,19.22,RDBC1,229,-122.20167,40.15333
35,2018-08-02 11:00:00,13.94,18.72,RDBC1,229,-122.20167,40.15333
36,2018-08-02 12:00:00,13.89,18.44,RDBC1,229,-122.20167,40.15333
37,2018-08-02 13:00:00,13.83,18.0,RDBC1,229,-122.20167,40.15333
38,2018-08-02 14:00:00,13.78,17.89,RDBC1,229,-122.20167,40.15333
39,2018-08-02 15:00:00,13.72,21.72,RDBC1,229,-122.20167,40.15333
40,2018-08-02 16:00:00,13.72,24.61,RDBC1,229,-122.20167,40.15333
41,2018-08-02 17:00:00,13.67,26.22,RDBC1,229,-122.20167,40.15333
42,2018-08-02 18:00:00,13.78,27.72,RDBC1,229,-122.20167,40.15333
43,2018-08-02 19:00:00,13.89,30.28,RDBC1,229,-122.20167,40.15333
44,2018-08-02 20:00:00,14.06,31.44,RDBC1,229,-122.20167,40.15333
45,2018-08-02 21:00:00,14.17,32.67,RDBC1,229,-122.20167,40.15333
46,2018-08-02 22:00:00,14.33,33.17,RDBC1,229,-122.20167,40.15333
47,2018-08-02 23:00:00,14.39,33.22,RDBC1,229,-122.20167,40.15333
48,2018-08-03 00:00:00,14.44,32.56,RDBC1,229,-122.20167,40.15333
49,2018-08-03 01:00:00,14.44,31.22,RDBC1,229,-122.20167,40.15333
50,2018-08-03 02:00:00,14.39,30.0,RDBC1,229,-122.20167,40.15333
51,2018-08-03 03:00:00,14.33,27.5,RDBC1,229,-122.20167,40.15333
52,2018-08-03 04:00:00,14.28,23.44,RDBC1,229,-122.20167,40.15333
53,2018-08-03 05:00:00,14.33,22.44,RDBC1,229,-122.20167,40.15333
54,2018-08-03 06:00:00,14.39,21.5,RDBC1,229,-122.20167,40.15333
55,2018-08-03 07:00:00,14.44,20.5,RDBC1,229,-122.20167,40.15333
56,2018-08-03 08:00:00,14.56,20.11,RDBC1,229,-122.20167,40.15333
57,2018-08-03 09:00:00,14.56,19.44,RDBC1,229,-122.20167,40.15333
58,2018-08-03 10:00:00,14.56,18.39,RDBC1,229,-122.20167,40.15333
59,2018-08-03 11:00:00,14.5,17.17,RDBC1,229,-122.20167,40.15333
60,2018-08-03 12:00:00,14.39,16.22,RDBC1,229,-122.20167,40.15333
61,2018-08-03 13:00:00,14.28,15.72,RDBC1,229,-122.20167,40.15333
62,2018-08-03 14:00:00,14.11,15.83,RDBC1,229,-122.20167,40.15333
63,2018-08-03 15:00:00,14.0,20.44,RDBC1,229,-122.20167,40.15333
64,2018-08-03 16:00:00,13.89,23.5,RDBC1,229,-122.20167,40.15333
65,2018-08-03 17:00:00,13.83,26.06,RDBC1,229,-122.20167,40.15333
66,2018-08-03 18:00:00,13.83,27.61,RDBC1,229,-122.20167,40.15333
67,2018-08-03 19:00:00,13.83,29.78,RDBC1,229,-122.20167,40.15333
68,2018-08-03 20:00:00,13.94,30.67,RDBC1,229,-122.20167,40.15333
69,2018-08-03 21:00:00,14.0,32.39,RDBC1,229,-122.20167,40.15333
70,2018-08-03 22:00:00,14.17,32.39,RDBC1,229,-122.20167,40.15333
71,2018-08-03 23:00:00,14.22,32.67,RDBC1,229,-122.20167,40.15333
72,2018-08-04 00:00:00,14.28,32.44,RDBC1,229,-122.20167,40.15333
73,2018-08-04 01:00:00,14.22,32.0,RDBC1,229,-122.20167,40.15333
74,2018-08-04 02:00:00,14.17,30.39,RDBC1,229,-122.20167,40.15333
75,2018-08-04 03:00:00,14.06,28.06,RDBC1,229,-122.20167,40.15333
76,2018-08-04 04:00:00,14.06,26.0,RDBC1,229,-122.20167,40.15333
77,2018-08-04 05:00:00,14.0,23.28,RDBC1,229,-122.20167,40.15333
78,2018-08-04 06:00:00,14.06,20.94,RDBC1,229,-122.20167,40.15333
79,2018-08-04 07:00:00,14.06,20.33,RDBC1,229,-122.20167,40.15333
80,2018-08-04 08:00:00,14.11,18.11,RDBC1,229,-122.20167,40.15333
81,2018-08-04 09:00:00,14.17,16.83,RDBC1,229,-122.20167,40.15333
82,2018-08-04 10:00:00,14.17,16.44,RDBC1,229,-122.20167,40.15333
83,2018-08-04 11:00:00,14.17,15.94,RDBC1,229,-122.20167,40.15333
84,2018-08-04 12:00:00,14.11,15.44,RDBC1,229,-122.20167,40.15333
85,2018-08-04 13:00:00,14.06,15.61,RDBC1,229,-122.20167,40.15333
86,2018-08-04 14:00:00,13.89,16.0,RDBC1,229,-122.20167,40.15333
87,2018-08-04 15:00:00,13.78,19.28,RDBC1,229,-122.20167,40.15333
88,2018-08-04 16:00:00,13.78,24.0,RDBC1,229,-122.20167,40.15333
89,2018-08-04 17:00:00,13.83,29.0,RDBC1,229,-122.20167,40.15333
90,2018-08-04 18:00:00,13.83,31.61,RDBC1,229,-122.20167,40.15333
91,2018-08-04 19:00:00,14.0,32.33,RDBC1,229,-122.20167,40.15333
92,2018-08-04 20:00:00,14.0,33.0,RDBC1,229,-122.20167,40.15333
93,2018-08-04 21:00:00,14.17,34.83,RDBC1,229,-122.20167,40.15333
94,2018-08-04 22:00:00,14.17,33.72,RDBC1,229,-122.20167,40.15333
95,2018-08-04 23:00:00,14.17,33.39,RDBC1,229,-122.20167,40.15333
96,2018-08-05 00:00:00,14.11,31.94,RDBC1,229,-122.20167,40.15333
97,2018-08-05 01:00:00,14.11,30.61,RDBC1,229,-122.20167,40.15333
98,2018-08-05 02:00:00,14.0,29.33,RDBC1,229,-122.20167,40.15333
99,2018-08-05 03:00:00,13.89,27.0,RDBC1,229,-122.20167,40.15333
100,2018-08-05 04:00:00,13.89,24.78,RDBC1,229,-122.20167,40.15333
101,2018-08-05 05:00:00,13.89,26.5,RDBC1,229,-122.20167,40.15333
102,2018-08-05 06:00:00,13.94,26.22,RDBC1,229,-122.20167,40.15333
103,2018-08-05 07:00:00,13.94,23.83,RDBC1,229,-122.20167,40.15333
104,2018-08-05 08:00:00,14.0,20.67,RDBC1,229,-122.20167,40.15333
105,2018-08-05 09:00:00,14.0,18.94,RDBC1,229,-122.20167,40.15333
106,2018-08-05 10:00:00,14.06,17.17,RDBC1,229,-122.20167,40.15333
107,2018-08-05 11:00:00,14.06,16.44,RDBC1,229,-122.20167,40.15333
108,2018-08-05 12:00:00,14.0,14.94,RDBC1,229,-122.20167,40.15333
109,2018-08-05 13:00:00,13.89,15.17,RDBC1,229,-122.20167,40.15333
110,2018-08-05 14:00:00,13.78,14.44,RDBC1,229,-122.20167,40.15333
111,2018-08-05 15:00:00,13.72,17.06,RDBC1,229,-122.20167,40.15333
112,2018-08-05 16:00:00,13.72,23.78,RDBC1,229,-122.20167,40.15333
113,2018-08-05 17:00:00,13.78,26.83,RDBC1,229,-122.20167,40.15333
114,2018-08-05 18:00:00,13.78,27.61,RDBC1,229,-122.20167,40.15333
115,2018-08-05 19:00:00,13.89,28.44,RDBC1,229,-122.20167,40.15333
116,2018-08-05 20:00:00,13.83,28.28,RDBC1,229,-122.20167,40.15333
117,2018-08-05 21:00:00,13.72,29.0,RDBC1,229,-122.20167,40.15333
118,2018-08-05 22:00:00,13.72,29.83,RDBC1,229,-122.20167,40.15333
119,2018-08-05 23:00:00,13.61,29.78,RDBC1,229,-122.20167,40.15333
120,2018-08-06 00:00:00,13.72,29.72,RDBC1,229,-122.20167,40.15333
121,2018-08-06 01:00:00,13.78,28.56,RDBC1,229,-122.20167,40.15333
122,2018-08-06 02:00:00,13.67,27.78,RDBC1,229,-122.20167,40.15333
123,2018-08-06 03:00:00,13.61,24.0,RDBC1,229,-122.20167,40.15333
124,2018-08-06 04:00:00,13.56,22.67,RDBC1,229,-122.20167,40.15333
125,2018-08-06 05:00:00,13.56,19.94,RDBC1,229,-122.20167,40.15333
126,2018-08-06 06:00:00,13.56,18.61,RDBC1,229,-122.20167,40.15333
127,2018-08-06 07:00:00,13.61,18.0,RDBC1,229,-122.20167,40.15333
128,2018-08-06 08:00:00,13.61,16.94,RDBC1,229,-122.20167,40.15333
129,2018-08-06 09:00:00,13.67,16.39,RDBC1,229,-122.20167,40.15333
130,2018-08-06 10:00:00,13.67,16.89,RDBC1,229,-122.20167,40.15333
131,2018-08-06 11:00:00,13.72,16.17,RDBC1,229,-122.20167,40.15333
132,2018-08-06 12:00:00,13.72,16.39,RDBC1,229,-122.20167,40.15333
133,2018-08-06 13:00:00,13.67,15.11,RDBC1,229,-122.20167,40.15333
134,2018-08-06 14:00:00,13.61,16.83,RDBC1,229,-122.20167,40.15333
135,2018-08-06 15:00:00,13.61,19.61,RDBC1,229,-122.20167,40.15333
136,2018-08-06 16:00:00,13.61,22.89,RDBC1,229,-122.20167,40.15333
137,2018-08-06 17:00:00,13.67,26.61,RDBC1,229,-122.20167,40.15333
138,2018-08-06 18:00:00,13.72,29.56,RDBC1,229,-122.20167,40.15333
139,2018-08-06 19:00:00,13.83,32.89,RDBC1,229,-122.20167,40.15333
140,2018-08-06 20:00:00,14.0,34.5,RDBC1,229,-122.20167,40.15333
141,2018-08-06 21:00:00,14.06,35.22,RDBC1,229,-122.20167,40.15333
142,2018-08-06 22:00:00,14.06,36.0,RDBC1,229,-122.20167,40.15333
143,2018-08-06 23:00:00,14.06,34.17,RDBC1,229,-122.20167,40.15333
144,2018-08-07 00:00:00,14.11,32.78,RDBC1,229,-122.20167,40.15333
145,2018-08-07 01:00:00,13.94,31.56,RDBC1,229,-122.20167,40.15333
146,2018-08-07 02:00:00,13.89,29.78,RDBC1,229,-122.20167,40.15333
147,2018-08-07 03:00:00,13.72,28.33,RDBC1,229,-122.20167,40.15333
148,2018-08-07 04:00:00,13.67,26.0,RDBC1,229,-122.20167,40.15333
149,2018-08-07 05:00:00,13.67,22.11,RDBC1,229,-122.20167,40.15333
150,2018-08-07 06:00:00,13.78,20.56,RDBC1,229,-122.20167,40.15333
151,2018-08-07 07:00:00,13.83,19.67,RDBC1,229,-122.20167,40.15333
152,2018-08-07 08:00:00,13.94,19.33,RDBC1,229,-122.20167,40.15333
153,2018-08-07 09:00:00,14.06,19.11,RDBC1,229,-122.20167,40.15333
154,2018-08-07 10:00:00,14.11,18.0,RDBC1,229,-122.20167,40.15333
155,2018-08-07 11:00:00,14.17,17.94,RDBC1,229,-122.20167,40.15333
156,2018-08-07 12:00:00,14.17,17.56,RDBC1,229,-122.20167,40.15333
157,2018-08-07 13:00:00,14.17,16.83,RDBC1,229,-122.20167,40.15333
158,2018-08-07 14:00:00,14.11,17.83,RDBC1,229,-122.20167,40.15333
159,2018-08-07 15:00:00,14.06,18.89,RDBC1,229,-122.20167,40.15333
160,2018-08-07 16:00:00,14.0,21.89,RDBC1,229,-122.20167,40.15333
161,2018-08-07 17:00:00,14.0,24.56,RDBC1,229,-122.20167,40.15333
162,2018-08-07 18:00:00,14.11,26.17,RDBC1,229,-122.20167,40.15333
163,2018-08-07 19:00:00,14.17,28.5,RDBC1,229,-122.20167,40.15333
164,2018-08-07 20:00:00,14.22,30.11,RDBC1,229,-122.20167,40.15333
165,2018-08-07 21:00:00,14.33,31.11,RDBC1,229,-122.20167,40.15333
166,2018-08-07 22:00:00,14.39,31.56,RDBC1,229,-122.20167,40.15333
167,2018-08-07 23:00:00,14.44,31.56,RDBC1,229,-122.20167,40.15333
168,2018-08-08 00:00:00,14.44,31.11,RDBC1,229,-122.20167,40.15333
169,2018-08-08 01:00:00,14.33,30.83,RDBC1,229,-122.20167,40.15333
170,2018-08-08 02:00:00,14.17,29.39,RDBC1,229,-122.20167,40.15333
171,2018-08-08 03:00:00,14.0,27.67,RDBC1,229,-122.20167,40.15333
172,2018-08-08 04:00:00,13.89,23.67,RDBC1,229,-122.20167,40.15333
173,2018-08-08 05:00:00,13.89,21.83,RDBC1,229,-122.20167,40.15333
174,2018-08-08 06:00:00,13.89,20.67,RDBC1,229,-122.20167,40.15333
175,2018-08-08 07:00:00,13.94,19.83,RDBC1,229,-122.20167,40.15333
176,2018-08-08 08:00:00,14.0,20.11,RDBC1,229,-122.20167,40.15333
177,2018-08-08 09:00:00,14.11,18.94,RDBC1,229,-122.20167,40.15333
178,2018-08-08 10:00:00,14.17,18.33,RDBC1,229,-122.20167,40.15333
179,2018-08-08 11:00:00,14.22,19.33,RDBC1,229,-122.20167,40.15333
180,2018-08-08 12:00:00,14.28,17.56,RDBC1,229,-122.20167,40.15333
181,2018-08-08 13:00:00,14.28,17.17,RDBC1,229,-122.20167,40.15333
182,2018-08-08 14:00:00,14.22,17.22,RDBC1,229,-122.20167,40.15333
183,2018-08-08 15:00:00,14.22,20.56,RDBC1,229,-122.20167,40.15333
184,2018-08-08 16:00:00,14.28,25.22,RDBC1,229,-122.20167,40.15333
185,2018-08-08 17:00:00,14.39,26.72,RDBC1,229,-122.20167,40.15333
186,2018-08-08 18:00:00,14.5,28.11,RDBC1,229,-122.20167,40.15333
187,2018-08-08 19:00:00,14.67,29.83,RDBC1,229,-122.20167,40.15333
188,2018-08-08 20:00:00,14.72,31.33,RDBC1,229,-122.20167,40.15333
189,2018-08-08 21:00:00,14.83,32.67,RDBC1,229,-122.20167,40.15333
190,2018-08-08 22:00:00,14.94,32.94,RDBC1,229,-122.20167,40.15333
191,2018-08-08 23:00:00,14.94,32.89,RDBC1,229,-122.20167,40.15333
192,2018-08-09 00:00:00,14.78,32.44,RDBC1,229,-122.20167,40.15333
193,2018-08-09 01:00:00,14.61,31.28,RDBC1,229,-122.20167,40.15333
194,2018-08-09 02:00:00,14.39,29.67,RDBC1,229,-122.20167,40.15333
195,2018-08-09 03:00:00,14.22,26.39,RDBC1,229,-122.20167,40.15333
196,2018-08-09 04:00:00,14.17,23.0,RDBC1,229,-122.20167,40.15333
197,2018-08-09 05:00:00,14.11,22.06,RDBC1,229,-122.20167,40.15333
198,2018-08-09 06:00:00,14.17,20.89,RDBC1,229,-122.20167,40.15333
199,2018-08-09 07:00:00,14.22,20.17,RDBC1,229,-122.20167,40.15333
200,2018-08-09 08:00:00,14.28,19.56,RDBC1,229,-122.20167,40.15333
201,2018-08-09 09:00:00,14.39,18.94,RDBC1,229,-122.20167,40.15333
202,2018-08-09 10:00:00,14.44,18.11,RDBC1,229,-122.20167,40.15333
203,2018-08-09 11:00:00,14.5,17.56,RDBC1,229,-122.20167,40.15333
204,2018-08-09 12:00:00,14.56,17.33,RDBC1,229,-122.20167,40.15333
205,2018-08-09 13:00:00,14.5,17.22,RDBC1,229,-122.20167,40.15333
206,2018-08-09 14:00:00,14.5,17.72,RDBC1,229,-122.20167,40.15333
207,2018-08-09 15:00:00,14.44,20.06,RDBC1,229,-122.20167,40.15333
208,2018-08-09 16:00:00,14.44,24.39,RDBC1,229,-122.20167,40.15333
209,2018-08-09 17:00:00,14.39,28.83,RDBC1,229,-122.20167,40.15333
210,2018-08-09 18:00:00,14.44,27.0,RDBC1,229,-122.20167,40.15333
211,2018-08-09 19:00:00,14.44,29.61,RDBC1,229,-122.20167,40.15333
212,2018-08-09 20:00:00,14.44,31.67,RDBC1,229,-122.20167,40.15333
213,2018-08-09 21:00:00,14.33,32.61,RDBC1,229,-122.20167,40.15333
214,2018-08-09 22:00:00,14.39,34.22,RDBC1,229,-122.20167,40.15333
215,2018-08-09 23:00:00,14.33,33.67,RDBC1,229,-122.20167,40.15333
216,2018-08-10 00:00:00,14.28,33.5,RDBC1,229,-122.20167,40.15333
217,2018-08-10 01:00:00,14.11,32.61,RDBC1,229,-122.20167,40.15333
218,2018-08-10 02:00:00,13.94,30.94,RDBC1,229,-122.20167,40.15333
219,2018-08-10 03:00:00,13.83,26.72,RDBC1,229,-122.20167,40.15333
220,2018-08-10 04:00:00,13.67,23.44,RDBC1,229,-122.20167,40.15333
221,2018-08-10 05:00:00,13.61,22.28,RDBC1,229,-122.20167,40.15333
222,2018-08-10 06:00:00,13.61,21.33,RDBC1,229,-122.20167,40.15333
223,2018-08-10 07:00:00,13.61,21.22,RDBC1,229,-122.20167,40.15333
224,2018-08-10 08:00:00,13.61,20.78,RDBC1,229,-122.20167,40.15333
225,2018-08-10 09:00:00,13.67,20.28,RDBC1,229,-122.20167,40.15333
226,2018-08-10 10:00:00,13.67,19.67,RDBC1,229,-122.20167,40.15333
227,2018-08-10 11:00:00,13.72,19.22,RDBC1,229,-122.20167,40.15333
228,2018-08-10 12:00:00,13.72,18.56,RDBC1,229,-122.20167,40.15333
229,2018-08-10 13:00:00,13.67,19.22,RDBC1,229,-122.20167,40.15333
230,2018-08-10 14:00:00,13.61,18.83,RDBC1,229,-122.20167,40.15333
231,2018-08-10 15:00:00,13.61,21.56,RDBC1,229,-122.20167,40.15333
232,2018-08-10 16:00:00,13.67,26.44,RDBC1,229,-122.20167,40.15333
233,2018-08-10 17:00:00,13.83,30.89,RDBC1,229,-122.20167,40.15333
234,2018-08-10 18:00:00,13.94,31.39,RDBC1,229,-122.20167,40.15333
235,2018-08-10 19:00:00,14.17,33.61,RDBC1,229,-122.20167,40.15333
236,2018-08-10 20:00:00,14.28,35.39,RDBC1,229,-122.20167,40.15333
237,2018-08-10 21:00:00,14.39,36.39,RDBC1,229,-122.20167,40.15333
238,2018-08-10 22:00:00,14.56,36.28,RDBC1,229,-122.20167,40.15333
239,2018-08-10 23:00:00,14.67,36.78,RDBC1,229,-122.20167,40.15333
240,2018-08-11 00:00:00,14.61,36.61,RDBC1,229,-122.20167,40.15333
241,2018-08-11 01:00:00,14.5,35.17,RDBC1,229,-122.20167,40.15333
242,2018-08-11 02:00:00,14.33,32.83,RDBC1,229,-122.20167,40.15333
243,2018-08-11 03:00:00,14.17,31.17,RDBC1,229,-122.20167,40.15333
244,2018-08-11 04:00:00,13.94,27.11,RDBC1,229,-122.20167,40.15333
245,2018-08-11 05:00:00,13.89,25.06,RDBC1,229,-122.20167,40.15333
246,2018-08-11 06:00:00,13.83,24.22,RDBC1,229,-122.20167,40.15333
247,2018-08-11 07:00:00,13.89,22.78,RDBC1,229,-122.20167,40.15333
248,2018-08-11 08:00:00,13.89,21.78,RDBC1,229,-122.20167,40.15333
249,2018-08-11 09:00:00,13.94,20.78,RDBC1,229,-122.20167,40.15333
250,2018-08-11 10:00:00,14.0,19.83,RDBC1,229,-122.20167,40.15333
251,2018-08-11 11:00:00,14.06,19.11,RDBC1,229,-122.20167,40.15333
252,2018-08-11 12:00:00,14.06,18.39,RDBC1,229,-122.20167,40.15333
253,2018-08-11 13:00:00,14.06,17.39,RDBC1,229,-122.20167,40.15333
254,2018-08-11 14:00:00,14.0,17.56,RDBC1,229,-122.20167,40.15333
255,2018-08-11 15:00:00,14.06,20.39,RDBC1,229,-122.20167,40.15333
256,2018-08-11 16:00:00,14.17,24.72,RDBC1,229,-122.20167,40.15333
257,2018-08-11 17:00:00,14.39,28.17,RDBC1,229,-122.20167,40.15333
258,2018-08-11 18:00:00,14.56,30.5,RDBC1,229,-122.20167,40.15333
259,2018-08-11 19:00:00,14.78,31.56,RDBC1,229,-122.20167,40.15333
260,2018-08-11 20:00:00,14.89,34.72,RDBC1,229,-122.20167,40.15333
261,2018-08-11 21:00:00,15.0,34.17,RDBC1,229,-122.20167,40.15333
262,2018-08-11 22:00:00,15.11,32.94,RDBC1,229,-122.20167,40.15333
263,2018-08-11 23:00:00,15.11,33.67,RDBC1,229,-122.20167,40.15333
264,2018-08-12 00:00:00,15.11,33.17,RDBC1,229,-122.20167,40.15333
265,2018-08-12 01:00:00,15.0,32.06,RDBC1,229,-122.20167,40.15333
266,2018-08-12 02:00:00,14.78,31.11,RDBC1,229,-122.20167,40.15333
267,2018-08-12 03:00:00,14.56,27.44,RDBC1,229,-122.20167,40.15333
268,2018-08-12 04:00:00,14.39,25.17,RDBC1,229,-122.20167,40.15333
269,2018-08-12 05:00:00,14.28,23.78,RDBC1,229,-122.20167,40.15333
270,2018-08-12 06:00:00,14.22,22.22,RDBC1,229,-122.20167,40.15333
271,2018-08-12 07:00:00,14.28,21.72,RDBC1,229,-122.20167,40.15333
272,2018-08-12 08:00:00,14.28,20.17,RDBC1,229,-122.20167,40.15333
273,2018-08-12 09:00:00,14.33,18.72,RDBC1,229,-122.20167,40.15333
274,2018-08-12 10:00:00,14.33,18.0,RDBC1,229,-122.20167,40.15333
275,2018-08-12 11:00:00,14.39,17.28,RDBC1,229,-122.20167,40.15333
276,2018-08-12 12:00:00,14.39,16.5,RDBC1,229,-122.20167,40.15333
277,2018-08-12 13:00:00,14.39,15.78,RDBC1,229,-122.20167,40.15333
278,2018-08-12 14:00:00,14.33,15.61,RDBC1,229,-122.20167,40.15333
279,2018-08-12 15:00:00,14.33,19.33,RDBC1,229,-122.20167,40.15333
280,2018-08-12 16:00:00,14.44,26.39,RDBC1,229,-122.20167,40.15333
281,2018-08-12 17:00:00,14.56,27.56,RDBC1,229,-122.20167,40.15333
282,2018-08-12 18:00:00,14.72,28.94,RDBC1,229,-122.20167,40.15333
283,2018-08-12 19:00:00,14.89,29.89,RDBC1,229,-122.20167,40.15333
284,2018-08-12 20:00:00,15.0,31.67,RDBC1,229,-122.20167,40.15333
285,2018-08-12 21:00:00,15.11,33.11,RDBC1,229,-122.20167,40.15333
286,2018-08-12 22:00:00,15.11,33.17,RDBC1,229,-122.20167,40.15333
287,2018-08-12 23:00:00,15.17,32.5,RDBC1,229,-122.20167,40.15333
288,2018-08-13 00:00:00,15.06,32.61,RDBC1,229,-122.20167,40.15333
289,2018-08-13 01:00:00,14.89,31.56,RDBC1,229,-122.20167,40.15333
290,2018-08-13 02:00:00,14.72,29.17,RDBC1,229,-122.20167,40.15333
291,2018-08-13 03:00:00,14.5,26.44,RDBC1,229,-122.20167,40.15333
292,2018-08-13 04:00:00,14.33,24.22,RDBC1,229,-122.20167,40.15333
293,2018-08-13 05:00:00,14.22,23.28,RDBC1,229,-122.20167,40.15333
294,2018-08-13 06:00:00,14.22,21.28,RDBC1,229,-122.20167,40.15333
295,2018-08-13 07:00:00,14.22,20.56,RDBC1,229,-122.20167,40.15333
296,2018-08-13 08:00:00,14.28,19.72,RDBC1,229,-122.20167,40.15333
297,2018-08-13 09:00:00,14.33,18.5,RDBC1,229,-122.20167,40.15333
298,2018-08-13 10:00:00,14.33,17.39,RDBC1,229,-122.20167,40.15333
299,2018-08-13 11:00:00,14.39,16.17,RDBC1,229,-122.20167,40.15333
300,2018-08-13 12:00:00,14.39,15.61,RDBC1,229,-122.20167,40.15333
301,2018-08-13 13:00:00,14.39,14.67,RDBC1,229,-122.20167,40.15333
302,2018-08-13 14:00:00,14.33,14.5,RDBC1,229,-122.20167,40.15333
303,2018-08-13 15:00:00,14.39,18.5,RDBC1,229,-122.20167,40.15333
304,2018-08-13 16:00:00,14.5,23.78,RDBC1,229,-122.20167,40.15333
305,2018-08-13 17:00:00,14.61,28.22,RDBC1,229,-122.20167,40.15333
306,2018-08-13 18:00:00,14.83,29.0,RDBC1,229,-122.20167,40.15333
307,2018-08-13 19:00:00,15.06,30.0,RDBC1,229,-122.20167,40.15333
308,2018-08-13 20:00:00,15.28,31.22,RDBC1,229,-122.20167,40.15333
309,2018-08-13 21:00:00,15.33,31.39,RDBC1,229,-122.20167,40.15333
310,2018-08-13 22:00:00,15.39,32.0,RDBC1,229,-122.20167,40.15333
311,2018-08-13 23:00:00,15.44,32.78,RDBC1,229,-122.20167,40.15333
312,2018-08-14 00:00:00,15.39,32.44,RDBC1,229,-122.20167,40.15333
313,2018-08-14 01:00:00,15.22,31.89,RDBC1,229,-122.20167,40.15333
314,2018-08-14 02:00:00,15.0,29.78,RDBC1,229,-122.20167,40.15333
315,2018-08-14 03:00:00,14.72,26.17,RDBC1,229,-122.20167,40.15333
316,2018-08-14 04:00:00,14.5,23.78,RDBC1,229,-122.20167,40.15333
317,2018-08-14 05:00:00,14.39,21.67,RDBC1,229,-122.20167,40.15333
318,2018-08-14 06:00:00,14.33,20.44,RDBC1,229,-122.20167,40.15333
319,2018-08-14 07:00:00,14.33,19.56,RDBC1,229,-122.20167,40.15333
320,2018-08-14 08:00:00,14.33,19.06,RDBC1,229,-122.20167,40.15333
321,2018-08-14 09:00:00,14.33,17.83,RDBC1,229,-122.20167,40.15333
322,2018-08-14 10:00:00,14.39,17.06,RDBC1,229,-122.20167,40.15333
323,2018-08-14 11:00:00,14.39,15.72,RDBC1,229,-122.20167,40.15333
324,2018-08-14 12:00:00,14.39,15.06,RDBC1,229,-122.20167,40.15333
325,2018-08-14 13:00:00,14.33,14.39,RDBC1,229,-122.20167,40.15333
326,2018-08-14 14:00:00,14.28,14.17,RDBC1,229,-122.20167,40.15333
327,2018-08-14 15:00:00,14.28,17.11,RDBC1,229,-122.20167,40.15333
328,2018-08-14 16:00:00,14.39,22.39,RDBC1,229,-122.20167,40.15333
329,2018-08-14 17:00:00,14.56,25.56,RDBC1,229,-122.20167,40.15333
