,date_time,T_water_temp_set_1,wave_height_set_1,primary_swell_wave_period_set_1,wave_period_set_1,primary_swell_wave_height_set_1,primary_swell_true_direction_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
60,2018-08-03 14:00:00,10.81,2.1,12.0,7.0,1.0,310.0,46263,,-123.90000,39.40000
61,2018-08-03 14:30:00,10.81,2.3,13.0,7.0,1.0,310.0,46263,,-123.90000,39.40000
62,2018-08-03 18:00:00,10.91,2.0,12.0,7.0,1.0,300.0,46263,,-123.90000,39.40000
63,2018-08-03 18:30:00,10.91,2.1,11.0,7.0,1.0,310.0,46263,,-123.90000,39.40000
64,2018-08-03 21:00:00,11.31,1.9,11.0,7.0,0.5,300.0,46263,,-123.90000,39.40000
65,2018-08-03 21:30:00,11.21,2.0,11.0,7.0,0.5,300.0,46263,,-123.90000,39.40000
66,2018-08-03 22:00:00,11.21,1.9,11.0,6.0,0.5,300.0,46263,,-123.90000,39.40000
67,2018-08-03 22:30:00,11.11,1.9,11.0,6.0,0.5,300.0,46263,,-123.90000,39.40000
68,2018-08-04 01:00:00,11.11,2.2,11.0,7.0,0.5,310.0,46263,,-123.90000,39.40000
69,2018-08-04 01:30:00,11.21,2.1,11.0,7.0,0.5,300.0,46263,,-123.90000,39.40000
70,2018-08-04 02:00:00,11.21,2.3,11.0,7.0,0.5,300.0,46263,,-123.90000,39.40000
71,2018-08-04 02:30:00,11.11,2.1,11.0,7.0,0.5,300.0,46263,,-123.90000,39.40000
72,2018-08-04 05:00:00,11.01,1.9,11.0,7.0,0.5,310.0,46263,,-123.90000,39.40000
73,2018-08-04 05:30:00,11.01,2.0,11.0,7.0,0.5,310.0,46263,,-123.90000,39.40000
74,2018-08-04 06:00:00,11.01,2.0,11.0,7.0,0.5,300.0,46263,,-123.90000,39.40000
75,2018-08-04 06:30:00,11.01,1.9,11.0,7.0,0.5,310.0,46263,,-123.90000,39.40000
76,2018-08-04 09:00:00,10.81,1.8,11.0,11.0,0.5,310.0,46263,,-123.90000,39.40000
77,2018-08-04 09:30:00,10.81,1.8,11.0,7.0,0.5,310.0,46263,,-123.90000,39.40000
78,2018-08-04 10:00:00,10.81,1.9,11.0,6.0,0.5,310.0,46263,,-123.90000,39.40000
79,2018-08-04 10:30:00,10.71,1.8,11.0,7.0,0.5,310.0,46263,,-123.90000,39.40000
80,2018-08-04 13:00:00,10.61,1.9,11.0,6.0,0.5,300.0,46263,,-123.90000,39.40000
81,2018-08-04 13:30:00,10.51,1.8,11.0,7.0,0.5,310.0,46263,,-123.90000,39.40000
82,2018-08-04 14:00:00,10.51,1.7,11.0,6.0,0.5,310.0,46263,,-123.90000,39.40000
83,2018-08-04 14:30:00,10.51,1.7,11.0,6.0,0.5,300.0,46263,,-123.90000,39.40000
84,2018-08-04 17:00:00,10.61,1.8,11.0,6.0,0.5,310.0,46263,,-123.90000,39.40000
85,2018-08-04 17:30:00,10.71,1.8,11.0,6.0,0.5,310.0,46263,,-123.90000,39.40000
86,2018-08-04 18:00:00,10.71,1.6,11.0,6.0,0.5,300.0,46263,,-123.90000,39.40000
87,2018-08-04 18:30:00,10.71,1.8,14.0,7.0,0.5,240.0,46263,,-123.90000,39.40000
88,2018-08-04 21:00:00,11.11,1.5,11.0,11.0,0.5,300.0,46263,,-123.90000,39.40000
89,2018-08-04 21:30:00,11.21,1.6,14.0,6.0,0.5,260.0,46263,,-123.90000,39.40000
90,2018-08-04 22:00:00,11.41,1.5,11.0,10.0,0.5,300.0,46263,,-123.90000,39.40000
91,2018-08-04 22:30:00,11.61,1.4,11.0,6.0,0.5,290.0,46263,,-123.90000,39.40000
92,2018-08-05 01:00:00,11.71,1.5,11.0,10.0,0.5,300.0,46263,,-123.90000,39.40000
93,2018-08-05 01:30:00,11.61,1.6,11.0,10.0,0.5,300.0,46263,,-123.90000,39.40000
94,2018-08-05 02:00:00,11.51,1.6,14.0,6.0,0.5,270.0,46263,,-123.90000,39.40000
95,2018-08-05 02:30:00,11.61,1.4,11.0,10.0,0.5,310.0,46263,,-123.90000,39.40000
96,2018-08-05 05:00:00,11.31,1.6,11.0,6.0,0.5,300.0,46263,,-123.90000,39.40000
97,2018-08-05 05:30:00,11.11,1.6,14.0,6.0,0.5,250.0,46263,,-123.90000,39.40000
98,2018-08-05 06:00:00,11.11,1.6,11.0,6.0,0.5,300.0,46263,,-123.90000,39.40000
99,2018-08-05 06:30:00,11.11,1.7,11.0,6.0,0.5,300.0,46263,,-123.90000,39.40000
100,2018-08-05 09:00:00,11.01,1.4,13.0,6.0,0.5,250.0,46263,,-123.90000,39.40000
101,2018-08-05 09:30:00,11.01,1.4,13.0,6.0,0.5,250.0,46263,,-123.90000,39.40000
102,2018-08-05 10:00:00,11.01,1.4,13.0,6.0,0.5,210.0,46263,,-123.90000,39.40000
103,2018-08-05 10:30:00,11.01,1.3,13.0,6.0,0.5,260.0,46263,,-123.90000,39.40000
104,2018-08-05 13:00:00,10.71,1.3,13.0,6.0,0.5,280.0,46263,,-123.90000,39.40000
105,2018-08-05 13:30:00,10.81,1.3,13.0,5.0,0.5,260.0,46263,,-123.90000,39.40000
106,2018-08-05 14:00:00,10.81,1.2,13.0,6.0,0.5,250.0,46263,,-123.90000,39.40000
107,2018-08-05 14:30:00,10.81,1.3,13.0,5.0,0.5,280.0,46263,,-123.90000,39.40000
108,2018-08-05 17:00:00,11.11,1.3,13.0,6.0,0.5,260.0,46263,,-123.90000,39.40000
109,2018-08-05 17:30:00,11.01,1.3,13.0,6.0,0.5,270.0,46263,,-123.90000,39.40000
110,2018-08-05 18:00:00,11.11,1.3,13.0,6.0,0.5,250.0,46263,,-123.90000,39.40000
111,2018-08-05 18:30:00,11.11,1.3,17.0,5.0,0.5,230.0,46263,,-123.90000,39.40000
112,2018-08-05 21:00:00,11.21,1.0,13.0,13.0,0.5,300.0,46263,,-123.90000,39.40000
113,2018-08-05 21:30:00,11.41,1.0,13.0,5.0,0.5,220.0,46263,,-123.90000,39.40000
114,2018-08-05 22:00:00,11.11,1.0,13.0,13.0,0.5,210.0,46263,,-123.90000,39.40000
115,2018-08-05 22:30:00,11.51,0.9,13.0,13.0,0.5,250.0,46263,,-123.90000,39.40000
116,2018-08-06 01:00:00,12.01,0.9,13.0,13.0,0.5,240.0,46263,,-123.90000,39.40000
117,2018-08-06 01:30:00,12.01,1.0,13.0,5.0,0.5,240.0,46263,,-123.90000,39.40000
118,2018-08-06 02:00:00,12.01,0.9,13.0,4.0,0.5,230.0,46263,,-123.90000,39.40000
119,2018-08-06 02:30:00,12.01,0.9,13.0,13.0,0.5,240.0,46263,,-123.90000,39.40000
120,2018-08-06 05:00:00,11.71,0.9,15.0,9.0,0.5,210.0,46263,,-123.90000,39.40000
121,2018-08-06 05:30:00,11.71,0.9,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
122,2018-08-06 06:00:00,11.51,0.9,13.0,9.0,0.5,250.0,46263,,-123.90000,39.40000
123,2018-08-06 06:30:00,11.51,0.9,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
124,2018-08-06 09:00:00,11.31,1.3,11.0,8.0,0.5,300.0,46263,,-123.90000,39.40000
125,2018-08-06 09:30:00,11.31,1.3,11.0,8.0,0.5,300.0,46263,,-123.90000,39.40000
126,2018-08-06 10:00:00,11.31,1.3,11.0,10.0,0.5,310.0,46263,,-123.90000,39.40000
127,2018-08-06 10:30:00,11.21,1.5,11.0,11.0,1.0,300.0,46263,,-123.90000,39.40000
128,2018-08-06 13:00:00,11.21,1.3,11.0,10.0,0.5,310.0,46263,,-123.90000,39.40000
129,2018-08-06 13:30:00,11.51,1.3,11.0,11.0,0.5,300.0,46263,,-123.90000,39.40000
130,2018-08-06 14:00:00,11.41,1.3,11.0,11.0,0.5,310.0,46263,,-123.90000,39.40000
131,2018-08-06 14:30:00,11.31,1.7,11.0,10.0,1.0,310.0,46263,,-123.90000,39.40000
132,2018-08-06 17:00:00,11.51,1.6,12.0,10.0,1.0,300.0,46263,,-123.90000,39.40000
133,2018-08-06 17:30:00,11.41,1.7,11.0,9.0,1.0,300.0,46263,,-123.90000,39.40000
134,2018-08-06 18:00:00,11.41,1.8,11.0,10.0,1.0,300.0,46263,,-123.90000,39.40000
135,2018-08-06 18:30:00,11.51,1.8,13.0,13.0,1.0,300.0,46263,,-123.90000,39.40000
136,2018-08-06 21:00:00,11.71,2.1,12.0,12.0,1.5,310.0,46263,,-123.90000,39.40000
137,2018-08-06 21:30:00,11.71,2.1,13.0,13.0,1.0,300.0,46263,,-123.90000,39.40000
138,2018-08-06 22:00:00,11.61,2.4,12.0,12.0,1.5,300.0,46263,,-123.90000,39.40000
139,2018-08-06 22:30:00,11.61,2.1,12.0,12.0,1.5,300.0,46263,,-123.90000,39.40000
140,2018-08-07 01:00:00,11.51,2.2,13.0,13.0,1.5,310.0,46263,,-123.90000,39.40000
141,2018-08-07 01:30:00,11.41,2.4,13.0,10.0,1.5,300.0,46263,,-123.90000,39.40000
142,2018-08-07 02:00:00,11.31,2.2,13.0,13.0,1.5,300.0,46263,,-123.90000,39.40000
143,2018-08-07 02:30:00,11.31,2.1,12.0,12.0,1.5,310.0,46263,,-123.90000,39.40000
144,2018-08-07 05:00:00,11.01,2.1,12.0,12.0,1.5,300.0,46263,,-123.90000,39.40000
145,2018-08-07 05:30:00,10.91,1.9,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
146,2018-08-07 06:00:00,10.91,1.8,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
147,2018-08-07 06:30:00,11.11,2.0,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
148,2018-08-07 09:00:00,11.11,1.9,12.0,12.0,1.0,290.0,46263,,-123.90000,39.40000
149,2018-08-07 09:30:00,10.91,1.9,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
150,2018-08-07 10:00:00,10.91,1.8,11.0,11.0,1.0,300.0,46263,,-123.90000,39.40000
151,2018-08-07 10:30:00,11.01,2.0,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
152,2018-08-07 13:00:00,11.01,2.1,11.0,11.0,1.0,300.0,46263,,-123.90000,39.40000
153,2018-08-07 13:30:00,10.91,2.0,11.0,11.0,1.0,300.0,46263,,-123.90000,39.40000
154,2018-08-07 14:00:00,10.81,2.0,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
155,2018-08-07 14:30:00,10.81,2.1,12.0,12.0,1.0,310.0,46263,,-123.90000,39.40000
156,2018-08-07 17:00:00,11.01,2.1,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
157,2018-08-07 17:30:00,11.11,1.9,11.0,11.0,1.0,300.0,46263,,-123.90000,39.40000
158,2018-08-07 18:00:00,11.01,1.9,11.0,11.0,1.0,310.0,46263,,-123.90000,39.40000
159,2018-08-07 18:30:00,11.01,1.9,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
160,2018-08-07 21:00:00,11.41,1.7,11.0,10.0,1.0,290.0,46263,,-123.90000,39.40000
161,2018-08-07 21:30:00,11.21,1.7,12.0,12.0,1.0,300.0,46263,,-123.90000,39.40000
162,2018-08-07 22:00:00,10.81,1.7,11.0,11.0,0.5,300.0,46263,,-123.90000,39.40000
163,2018-08-07 22:30:00,11.31,1.6,12.0,12.0,0.5,300.0,46263,,-123.90000,39.40000
164,2018-08-08 01:00:00,11.61,1.6,11.0,11.0,0.5,300.0,46263,,-123.90000,39.40000
165,2018-08-08 01:30:00,11.51,1.7,11.0,11.0,1.0,300.0,46263,,-123.90000,39.40000
166,2018-08-08 02:00:00,11.21,1.7,11.0,11.0,0.5,310.0,46263,,-123.90000,39.40000
167,2018-08-08 02:30:00,11.11,1.8,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
168,2018-08-08 05:00:00,11.21,1.8,11.0,6.0,0.5,290.0,46263,,-123.90000,39.40000
169,2018-08-08 05:30:00,11.21,1.7,11.0,11.0,0.5,290.0,46263,,-123.90000,39.40000
170,2018-08-08 06:00:00,11.21,1.8,11.0,11.0,1.0,290.0,46263,,-123.90000,39.40000
171,2018-08-08 06:30:00,11.21,1.7,11.0,11.0,0.5,290.0,46263,,-123.90000,39.40000
172,2018-08-08 09:00:00,11.01,1.6,11.0,10.0,0.5,300.0,46263,,-123.90000,39.40000
173,2018-08-08 09:30:00,10.91,1.6,11.0,10.0,0.5,300.0,46263,,-123.90000,39.40000
174,2018-08-08 10:00:00,11.01,1.6,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
175,2018-08-08 10:30:00,10.91,1.7,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
176,2018-08-08 13:00:00,10.91,1.6,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
177,2018-08-08 13:30:00,10.91,1.6,11.0,11.0,0.5,300.0,46263,,-123.90000,39.40000
178,2018-08-08 14:00:00,10.91,1.7,11.0,10.0,1.0,290.0,46263,,-123.90000,39.40000
179,2018-08-08 14:30:00,10.91,1.6,11.0,10.0,1.0,290.0,46263,,-123.90000,39.40000
180,2018-08-08 17:00:00,11.01,1.5,11.0,11.0,0.5,290.0,46263,,-123.90000,39.40000
181,2018-08-08 17:30:00,11.01,1.5,11.0,11.0,1.0,290.0,46263,,-123.90000,39.40000
182,2018-08-08 18:00:00,11.01,1.4,11.0,10.0,0.5,280.0,46263,,-123.90000,39.40000
183,2018-08-08 18:30:00,11.01,1.3,11.0,11.0,0.5,290.0,46263,,-123.90000,39.40000
184,2018-08-08 21:00:00,11.41,1.1,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
185,2018-08-08 21:30:00,11.41,1.2,11.0,10.0,0.5,280.0,46263,,-123.90000,39.40000
186,2018-08-08 22:00:00,11.51,1.1,11.0,8.0,0.5,290.0,46263,,-123.90000,39.40000
187,2018-08-08 22:30:00,11.51,1.3,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
188,2018-08-09 01:00:00,11.41,1.2,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
189,2018-08-09 01:30:00,11.31,1.1,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
190,2018-08-09 02:00:00,11.31,1.1,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
191,2018-08-09 02:30:00,11.21,1.1,11.0,10.0,0.5,280.0,46263,,-123.90000,39.40000
192,2018-08-09 05:00:00,11.11,1.0,11.0,9.0,0.5,300.0,46263,,-123.90000,39.40000
193,2018-08-09 05:30:00,11.11,1.0,11.0,9.0,0.5,280.0,46263,,-123.90000,39.40000
194,2018-08-09 06:00:00,11.11,1.0,11.0,9.0,0.5,290.0,46263,,-123.90000,39.40000
195,2018-08-09 06:30:00,11.21,1.0,11.0,10.0,0.5,290.0,46263,,-123.90000,39.40000
196,2018-08-09 09:00:00,11.21,1.2,11.0,10.0,0.5,260.0,46263,,-123.90000,39.40000
197,2018-08-09 09:30:00,11.21,1.1,11.0,9.0,0.5,280.0,46263,,-123.90000,39.40000
198,2018-08-09 10:00:00,11.31,1.2,11.0,10.0,0.5,280.0,46263,,-123.90000,39.40000
199,2018-08-09 10:30:00,11.31,1.2,11.0,10.0,0.5,280.0,46263,,-123.90000,39.40000
200,2018-08-09 13:00:00,11.41,1.1,11.0,9.0,0.5,280.0,46263,,-123.90000,39.40000
201,2018-08-09 13:30:00,11.41,1.1,13.0,9.0,0.5,200.0,46263,,-123.90000,39.40000
202,2018-08-09 14:00:00,11.41,1.0,11.0,10.0,0.5,270.0,46263,,-123.90000,39.40000
203,2018-08-09 14:30:00,11.41,1.0,11.0,9.0,0.5,240.0,46263,,-123.90000,39.40000
204,2018-08-09 17:00:00,11.51,1.1,17.0,10.0,0.5,200.0,46263,,-123.90000,39.40000
205,2018-08-09 17:30:00,11.51,1.0,17.0,9.0,0.5,200.0,46263,,-123.90000,39.40000
206,2018-08-09 18:00:00,11.71,1.1,11.0,10.0,0.5,260.0,46263,,-123.90000,39.40000
207,2018-08-09 18:30:00,11.71,1.0,12.0,9.0,0.5,230.0,46263,,-123.90000,39.40000
208,2018-08-09 21:00:00,11.91,0.9,17.0,17.0,0.5,210.0,46263,,-123.90000,39.40000
209,2018-08-09 21:30:00,11.81,0.9,17.0,9.0,0.5,210.0,46263,,-123.90000,39.40000
210,2018-08-09 22:00:00,11.91,1.0,17.0,5.0,0.5,210.0,46263,,-123.90000,39.40000
211,2018-08-09 22:30:00,11.91,1.0,17.0,17.0,0.5,220.0,46263,,-123.90000,39.40000
212,2018-08-10 02:00:00,11.61,0.9,11.0,11.0,0.5,220.0,46263,,-123.90000,39.40000
213,2018-08-10 02:30:00,11.61,0.9,15.0,15.0,0.5,220.0,46263,,-123.90000,39.40000
214,2018-08-10 05:00:00,11.41,1.0,15.0,5.0,0.5,210.0,46263,,-123.90000,39.40000
215,2018-08-10 05:30:00,11.41,1.0,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
216,2018-08-10 06:00:00,11.31,1.0,15.0,5.0,0.5,200.0,46263,,-123.90000,39.40000
217,2018-08-10 06:30:00,11.41,1.0,17.0,17.0,0.5,220.0,46263,,-123.90000,39.40000
218,2018-08-10 09:00:00,11.31,1.1,15.0,15.0,0.5,220.0,46263,,-123.90000,39.40000
219,2018-08-10 09:30:00,11.41,1.0,15.0,15.0,0.5,230.0,46263,,-123.90000,39.40000
220,2018-08-10 10:00:00,11.51,1.0,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
221,2018-08-10 10:30:00,11.61,0.9,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
222,2018-08-10 13:00:00,11.91,1.0,15.0,15.0,0.5,200.0,46263,,-123.90000,39.40000
223,2018-08-10 13:30:00,11.91,1.0,15.0,10.0,0.5,220.0,46263,,-123.90000,39.40000
224,2018-08-10 14:00:00,11.91,1.0,14.0,14.0,0.5,210.0,46263,,-123.90000,39.40000
225,2018-08-10 14:30:00,11.71,1.0,14.0,14.0,0.5,210.0,46263,,-123.90000,39.40000
226,2018-08-10 17:00:00,12.11,0.9,13.0,13.0,0.5,200.0,46263,,-123.90000,39.40000
227,2018-08-10 17:30:00,12.11,1.0,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
228,2018-08-10 18:00:00,12.11,1.0,15.0,15.0,0.5,220.0,46263,,-123.90000,39.40000
229,2018-08-10 18:30:00,12.21,1.0,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
230,2018-08-10 21:00:00,12.51,1.0,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
231,2018-08-10 21:30:00,12.61,1.0,11.0,11.0,0.5,240.0,46263,,-123.90000,39.40000
232,2018-08-10 22:00:00,12.81,1.1,14.0,14.0,0.5,200.0,46263,,-123.90000,39.40000
233,2018-08-10 22:30:00,12.91,1.1,14.0,14.0,0.5,200.0,46263,,-123.90000,39.40000
234,2018-08-11 01:00:00,13.11,1.1,11.0,11.0,0.5,230.0,46263,,-123.90000,39.40000
235,2018-08-11 01:30:00,13.11,1.1,11.0,10.0,0.5,230.0,46263,,-123.90000,39.40000
236,2018-08-11 02:00:00,13.01,1.0,11.0,11.0,0.5,220.0,46263,,-123.90000,39.40000
237,2018-08-11 02:30:00,12.91,1.0,14.0,14.0,0.5,210.0,46263,,-123.90000,39.40000
238,2018-08-11 05:00:00,12.71,1.0,11.0,11.0,0.5,220.0,46263,,-123.90000,39.40000
239,2018-08-11 05:30:00,12.61,1.0,11.0,10.0,0.5,230.0,46263,,-123.90000,39.40000
240,2018-08-11 06:00:00,12.61,1.1,15.0,15.0,0.5,210.0,46263,,-123.90000,39.40000
241,2018-08-11 06:30:00,12.51,1.3,14.0,14.0,0.5,210.0,46263,,-123.90000,39.40000
242,2018-08-11 09:00:00,12.31,1.3,11.0,11.0,0.5,220.0,46263,,-123.90000,39.40000
243,2018-08-11 09:30:00,12.21,1.4,14.0,14.0,0.5,210.0,46263,,-123.90000,39.40000
244,2018-08-11 10:00:00,12.21,1.2,14.0,14.0,0.5,200.0,46263,,-123.90000,39.40000
245,2018-08-11 10:30:00,12.21,1.2,11.0,11.0,0.5,240.0,46263,,-123.90000,39.40000
246,2018-08-11 13:00:00,12.11,1.0,11.0,11.0,0.5,200.0,46263,,-123.90000,39.40000
247,2018-08-11 13:30:00,12.11,0.9,13.0,13.0,0.5,210.0,46263,,-123.90000,39.40000
248,2018-08-11 14:00:00,12.11,1.0,13.0,13.0,0.5,200.0,46263,,-123.90000,39.40000
249,2018-08-11 14:30:00,12.11,1.0,11.0,11.0,0.5,230.0,46263,,-123.90000,39.40000
250,2018-08-11 17:00:00,12.41,1.0,11.0,11.0,0.5,250.0,46263,,-123.90000,39.40000
251,2018-08-11 17:30:00,12.51,1.1,11.0,11.0,0.5,230.0,46263,,-123.90000,39.40000
252,2018-08-11 18:00:00,12.61,1.1,14.0,10.0,0.5,220.0,46263,,-123.90000,39.40000
253,2018-08-11 18:30:00,12.61,1.1,13.0,5.0,0.5,190.0,46263,,-123.90000,39.40000
254,2018-08-11 21:00:00,12.81,1.1,11.0,11.0,0.5,210.0,46263,,-123.90000,39.40000
255,2018-08-11 21:30:00,12.91,1.1,11.0,5.0,0.5,230.0,46263,,-123.90000,39.40000
256,2018-08-11 22:00:00,12.91,1.2,11.0,11.0,0.5,220.0,46263,,-123.90000,39.40000
257,2018-08-11 22:30:00,12.91,1.1,11.0,11.0,0.5,200.0,46263,,-123.90000,39.40000
