,date_time,precip_accum_set_1,volt_set_1,precip_accum_one_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
1,2018-08-01 00:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
2,2018-08-01 00:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
3,2018-08-01 00:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
4,2018-08-01 01:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
5,2018-08-01 01:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
6,2018-08-01 01:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
7,2018-08-01 01:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
8,2018-08-01 02:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
9,2018-08-01 02:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
10,2018-08-01 02:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
11,2018-08-01 02:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
12,2018-08-01 03:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
13,2018-08-01 03:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
14,2018-08-01 03:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
15,2018-08-01 03:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
16,2018-08-01 04:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
17,2018-08-01 04:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
18,2018-08-01 04:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
19,2018-08-01 04:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
20,2018-08-01 05:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
21,2018-08-01 05:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
22,2018-08-01 05:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
23,2018-08-01 05:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
24,2018-08-01 06:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
25,2018-08-01 06:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
26,2018-08-01 06:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
27,2018-08-01 06:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
28,2018-08-01 07:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
29,2018-08-01 07:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
30,2018-08-01 07:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
31,2018-08-01 07:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
32,2018-08-01 08:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
33,2018-08-01 08:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
34,2018-08-01 08:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
35,2018-08-01 08:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
36,2018-08-01 09:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
37,2018-08-01 09:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
38,2018-08-01 09:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
39,2018-08-01 09:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
40,2018-08-01 10:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
41,2018-08-01 10:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
42,2018-08-01 10:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
43,2018-08-01 10:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
44,2018-08-01 11:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
45,2018-08-01 11:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
46,2018-08-01 11:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
47,2018-08-01 11:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
48,2018-08-01 12:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
49,2018-08-01 12:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
50,2018-08-01 12:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
51,2018-08-01 12:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
52,2018-08-01 13:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
53,2018-08-01 13:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
54,2018-08-01 13:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
55,2018-08-01 13:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
56,2018-08-01 14:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
57,2018-08-01 14:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
58,2018-08-01 14:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
59,2018-08-01 14:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
60,2018-08-01 15:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
61,2018-08-01 15:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
62,2018-08-01 15:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
63,2018-08-01 15:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
64,2018-08-01 16:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
65,2018-08-01 16:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
66,2018-08-01 16:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
67,2018-08-01 16:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
68,2018-08-01 17:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
69,2018-08-01 17:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
70,2018-08-01 17:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
71,2018-08-01 17:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
72,2018-08-01 18:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
73,2018-08-01 18:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
74,2018-08-01 18:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
75,2018-08-01 18:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
76,2018-08-01 19:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
77,2018-08-01 19:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
78,2018-08-01 19:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
79,2018-08-01 19:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
80,2018-08-01 20:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
81,2018-08-01 20:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
82,2018-08-01 20:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
83,2018-08-01 20:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
84,2018-08-01 21:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
85,2018-08-01 21:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
86,2018-08-01 21:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
87,2018-08-01 21:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
88,2018-08-01 22:00:00,1635.76,13.43,0.0,FTDC1,104,-124.13528,41.88083
89,2018-08-01 22:15:00,1635.76,,,FTDC1,104,-124.13528,41.88083
90,2018-08-01 22:30:00,1635.76,,,FTDC1,104,-124.13528,41.88083
91,2018-08-01 22:45:00,1635.76,,,FTDC1,104,-124.13528,41.88083
