,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,snow_depth_set_1,snow_accume_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 15:00:00,21.67,35.56,0.0,0.0,0.0,25.0,COOPPRDC1,1750,-121.62,39.75
1,2018-08-02 15:00:00,21.67,35.56,0.0,0.0,0.0,22.78,COOPPRDC1,1750,-121.62,39.75
2,2018-08-03 15:00:00,19.44,32.22,0.0,0.0,0.0,22.78,COOPPRDC1,1750,-121.62,39.75
3,2018-08-05 15:00:00,17.78,32.22,,,0.0,21.67,COOPPRDC1,1750,-121.62,39.75
4,2018-08-06 15:00:00,17.78,32.22,0.0,0.0,0.0,21.67,COOPPRDC1,1750,-121.62,39.75
5,2018-08-07 15:00:00,17.78,33.33,0.0,0.0,0.0,21.67,COOPPRDC1,1750,-121.62,39.75
6,2018-08-08 15:00:00,20.0,32.78,0.0,0.0,0.0,23.33,COOPPRDC1,1750,-121.62,39.75
7,2018-08-10 15:00:00,22.78,36.67,0.0,0.0,0.0,26.67,COOPPRDC1,1750,-121.62,39.75
8,2018-08-11 15:00:00,22.22,36.67,0.0,0.0,0.0,26.11,COOPPRDC1,1750,-121.62,39.75
9,2018-08-12 15:00:00,20.0,35.0,0.0,0.0,0.0,24.44,COOPPRDC1,1750,-121.62,39.75
10,2018-08-13 15:00:00,20.0,33.89,0.0,0.0,0.0,25.56,COOPPRDC1,1750,-121.62,39.75
11,2018-08-14 15:00:00,19.44,33.33,0.0,0.0,0.0,22.78,COOPPRDC1,1750,-121.62,39.75
12,2018-08-15 15:00:00,17.78,32.22,0.0,0.0,0.0,21.67,COOPPRDC1,1750,-121.62,39.75
13,2018-08-17 15:00:00,21.67,33.89,0.0,0.0,0.0,25.0,COOPPRDC1,1750,-121.62,39.75
14,2018-08-19 15:00:00,21.67,35.56,,,0.0,26.11,COOPPRDC1,1750,-121.62,39.75
