,date_time,wind_cardinal_direction_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,SSW,18.72,36.61,195.05,38.3,2.11,34.94,CQ005,56,-121.99806,39.18889
1,2018-08-01 01:00:00,S,18.0,35.71,187.67,37.39,1.62,34.56,CQ005,56,-121.99806,39.18889
2,2018-08-01 02:00:00,SSE,19.54,36.17,153.27,42.37,0.76,34.06,CQ005,56,-121.99806,39.18889
3,2018-08-01 03:00:00,SE,21.08,34.63,145.06,53.28,0.96,31.72,CQ005,56,-121.99806,39.18889
4,2018-08-01 04:00:00,SE,20.5,31.39,135.61,59.16,0.78,29.29,CQ005,56,-121.99806,39.18889
5,2018-08-01 05:00:00,SSE,20.12,29.86,154.39,61.82,0.66,28.13,CQ005,56,-121.99806,39.18889
6,2018-08-01 06:00:00,SSE,17.99,,151.07,61.35,0.66,26.01,CQ005,56,-121.99806,39.18889
7,2018-08-01 07:00:00,SSE,15.34,,156.67,56.07,1.1,24.71,CQ005,56,-121.99806,39.18889
8,2018-08-01 08:00:00,S,15.26,,183.31,60.2,1.12,23.44,CQ005,56,-121.99806,39.18889
9,2018-08-01 09:00:00,SW,15.32,,215.21,63.67,1.24,22.58,CQ005,56,-121.99806,39.18889
10,2018-08-01 10:00:00,W,15.28,,269.99,74.91,1.4,19.89,CQ005,56,-121.99806,39.18889
11,2018-08-01 11:00:00,W,15.2,,274.9,76.9,1.3,19.38,CQ005,56,-121.99806,39.18889
12,2018-08-01 12:00:00,NE,14.98,,46.09,77.97,0.09,18.93,CQ005,56,-121.99806,39.18889
13,2018-08-01 13:00:00,ESE,15.0,,117.12,78.89,0.27,18.76,CQ005,56,-121.99806,39.18889
14,2018-08-01 14:00:00,SW,14.4,,227.82,81.17,0.58,17.69,CQ005,56,-121.99806,39.18889
15,2018-08-01 15:00:00,SSW,13.42,,211.71,71.48,1.25,18.72,CQ005,56,-121.99806,39.18889
16,2018-08-01 16:00:00,SSW,12.58,,196.72,58.98,1.52,20.94,CQ005,56,-121.99806,39.18889
17,2018-08-01 17:00:00,S,13.01,,187.14,52.37,1.4,23.34,CQ005,56,-121.99806,39.18889
18,2018-08-01 18:00:00,S,14.16,,188.67,49.42,1.5,25.54,CQ005,56,-121.99806,39.18889
19,2018-08-01 19:00:00,S,15.56,28.01,187.78,47.31,1.39,27.8,CQ005,56,-121.99806,39.18889
20,2018-08-01 20:00:00,S,15.75,29.94,189.8,42.09,1.75,30.0,CQ005,56,-121.99806,39.18889
21,2018-08-01 21:00:00,SSE,15.62,31.15,160.85,38.63,1.34,31.34,CQ005,56,-121.99806,39.18889
