,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,snow_depth_set_1,snow_accume_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 15:00:00,10.56,37.22,0.0,0.0,0.0,15.0,COOPFOJC1,2725,-122.85,41.60
1,2018-08-02 15:00:00,8.33,36.67,0.0,0.0,0.0,14.44,COOPFOJC1,2725,-122.85,41.60
2,2018-08-03 15:00:00,7.22,34.44,0.0,0.0,0.0,12.78,COOPFOJC1,2725,-122.85,41.60
3,2018-08-06 15:00:00,,,0.0,0.0,0.0,12.78,COOPFOJC1,2725,-122.85,41.60
4,2018-08-07 15:00:00,7.78,35.0,0.0,0.0,0.0,12.78,COOPFOJC1,2725,-122.85,41.60
5,2018-08-08 15:00:00,10.56,37.78,0.0,0.0,0.0,15.56,COOPFOJC1,2725,-122.85,41.60
6,2018-08-10 15:00:00,11.11,38.89,0.0,0.0,0.0,14.44,COOPFOJC1,2725,-122.85,41.60
7,2018-08-13 15:00:00,,,0.0,0.0,0.0,12.22,COOPFOJC1,2725,-122.85,41.60
8,2018-08-14 15:00:00,8.89,35.0,0.0,0.0,0.0,13.33,COOPFOJC1,2725,-122.85,41.60
9,2018-08-15 15:00:00,10.0,37.78,0.0,0.0,0.0,13.33,COOPFOJC1,2725,-122.85,41.60
10,2018-08-16 15:00:00,8.33,36.11,0.0,0.0,0.0,13.33,COOPFOJC1,2725,-122.85,41.60
11,2018-08-17 15:00:00,5.56,35.56,0.0,0.0,0.0,9.44,COOPFOJC1,2725,-122.85,41.60
