,date_time,T_water_temp_set_1,precip_accum_set_1,precip_accum_one_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,36.17,163.576,0.0,HCTC1,693,-121.37167,39.36833
1,2018-08-01 00:15:00,36.11,163.576,,HCTC1,693,-121.37167,39.36833
2,2018-08-01 00:30:00,35.83,163.576,,HCTC1,693,-121.37167,39.36833
3,2018-08-01 00:45:00,35.94,163.576,,HCTC1,693,-121.37167,39.36833
4,2018-08-01 01:00:00,35.78,163.576,0.0,HCTC1,693,-121.37167,39.36833
5,2018-08-01 01:15:00,35.56,163.576,,HCTC1,693,-121.37167,39.36833
6,2018-08-01 01:30:00,35.22,163.576,,HCTC1,693,-121.37167,39.36833
7,2018-08-01 01:45:00,34.56,163.576,,HCTC1,693,-121.37167,39.36833
8,2018-08-01 02:00:00,33.78,163.576,0.0,HCTC1,693,-121.37167,39.36833
9,2018-08-01 02:15:00,33.0,163.576,,HCTC1,693,-121.37167,39.36833
10,2018-08-01 02:30:00,31.72,163.576,,HCTC1,693,-121.37167,39.36833
11,2018-08-01 02:45:00,30.44,163.576,,HCTC1,693,-121.37167,39.36833
12,2018-08-01 03:00:00,29.28,163.576,0.0,HCTC1,693,-121.37167,39.36833
13,2018-08-01 03:15:00,28.22,163.576,,HCTC1,693,-121.37167,39.36833
14,2018-08-01 03:30:00,27.22,163.576,,HCTC1,693,-121.37167,39.36833
15,2018-08-01 03:45:00,26.33,163.576,,HCTC1,693,-121.37167,39.36833
16,2018-08-01 04:00:00,25.61,163.576,0.0,HCTC1,693,-121.37167,39.36833
17,2018-08-01 04:15:00,25.17,163.576,,HCTC1,693,-121.37167,39.36833
18,2018-08-01 04:30:00,24.72,163.576,,HCTC1,693,-121.37167,39.36833
19,2018-08-01 04:45:00,24.5,163.576,,HCTC1,693,-121.37167,39.36833
20,2018-08-01 05:00:00,24.22,163.576,0.0,HCTC1,693,-121.37167,39.36833
21,2018-08-01 05:15:00,23.89,163.576,,HCTC1,693,-121.37167,39.36833
22,2018-08-01 05:30:00,23.72,163.576,,HCTC1,693,-121.37167,39.36833
23,2018-08-01 05:45:00,23.5,163.576,,HCTC1,693,-121.37167,39.36833
24,2018-08-01 06:00:00,23.39,163.576,0.0,HCTC1,693,-121.37167,39.36833
25,2018-08-01 06:15:00,23.72,163.576,,HCTC1,693,-121.37167,39.36833
26,2018-08-01 06:30:00,24.22,163.576,,HCTC1,693,-121.37167,39.36833
27,2018-08-01 06:45:00,23.61,163.576,,HCTC1,693,-121.37167,39.36833
28,2018-08-01 07:00:00,23.0,163.576,0.0,HCTC1,693,-121.37167,39.36833
29,2018-08-01 07:15:00,22.56,163.576,,HCTC1,693,-121.37167,39.36833
30,2018-08-01 07:30:00,22.28,163.576,,HCTC1,693,-121.37167,39.36833
31,2018-08-01 07:45:00,21.94,163.576,,HCTC1,693,-121.37167,39.36833
32,2018-08-01 08:00:00,21.67,163.576,0.0,HCTC1,693,-121.37167,39.36833
33,2018-08-01 08:15:00,21.5,163.576,,HCTC1,693,-121.37167,39.36833
34,2018-08-01 08:30:00,21.33,163.576,,HCTC1,693,-121.37167,39.36833
35,2018-08-01 08:45:00,21.22,163.576,,HCTC1,693,-121.37167,39.36833
36,2018-08-01 09:00:00,21.11,163.576,0.0,HCTC1,693,-121.37167,39.36833
37,2018-08-01 09:15:00,21.06,163.576,,HCTC1,693,-121.37167,39.36833
38,2018-08-01 09:30:00,21.17,163.576,,HCTC1,693,-121.37167,39.36833
39,2018-08-01 09:45:00,21.39,163.576,,HCTC1,693,-121.37167,39.36833
40,2018-08-01 10:00:00,20.89,163.576,0.0,HCTC1,693,-121.37167,39.36833
41,2018-08-01 10:15:00,20.72,163.576,,HCTC1,693,-121.37167,39.36833
42,2018-08-01 10:30:00,20.89,163.576,,HCTC1,693,-121.37167,39.36833
43,2018-08-01 10:45:00,20.39,163.576,,HCTC1,693,-121.37167,39.36833
44,2018-08-01 11:00:00,19.83,163.576,0.0,HCTC1,693,-121.37167,39.36833
45,2018-08-01 11:15:00,19.56,163.576,,HCTC1,693,-121.37167,39.36833
46,2018-08-01 11:30:00,19.06,163.576,,HCTC1,693,-121.37167,39.36833
47,2018-08-01 11:45:00,18.78,163.576,,HCTC1,693,-121.37167,39.36833
48,2018-08-01 12:00:00,18.44,163.576,0.0,HCTC1,693,-121.37167,39.36833
