,date_time,precip_accum_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,1382.776,33.89,GDLC1,6920,-120.61667,39.66667
1,2018-08-01 01:00:00,1382.776,30.56,GDLC1,6920,-120.61667,39.66667
2,2018-08-01 02:00:00,1382.776,25.0,GDLC1,6920,-120.61667,39.66667
3,2018-08-01 03:00:00,1382.776,21.11,GDLC1,6920,-120.61667,39.66667
4,2018-08-01 04:00:00,1382.776,16.67,GDLC1,6920,-120.61667,39.66667
5,2018-08-01 05:00:00,1382.776,15.56,GDLC1,6920,-120.61667,39.66667
6,2018-08-01 06:00:00,1382.776,14.44,GDLC1,6920,-120.61667,39.66667
7,2018-08-01 07:00:00,1382.776,13.33,GDLC1,6920,-120.61667,39.66667
8,2018-08-01 08:00:00,1382.776,12.22,GDLC1,6920,-120.61667,39.66667
9,2018-08-01 09:00:00,1382.776,10.56,GDLC1,6920,-120.61667,39.66667
10,2018-08-01 10:00:00,1382.776,10.0,GDLC1,6920,-120.61667,39.66667
11,2018-08-01 11:00:00,1382.776,9.44,GDLC1,6920,-120.61667,39.66667
12,2018-08-01 12:00:00,1382.776,8.33,GDLC1,6920,-120.61667,39.66667
13,2018-08-01 13:00:00,1382.776,8.33,GDLC1,6920,-120.61667,39.66667
14,2018-08-01 14:00:00,1382.776,8.89,GDLC1,6920,-120.61667,39.66667
15,2018-08-01 15:00:00,1382.776,13.33,GDLC1,6920,-120.61667,39.66667
16,2018-08-01 16:00:00,1382.776,19.44,GDLC1,6920,-120.61667,39.66667
17,2018-08-01 17:00:00,1382.776,22.78,GDLC1,6920,-120.61667,39.66667
18,2018-08-01 18:00:00,1382.776,27.78,GDLC1,6920,-120.61667,39.66667
19,2018-08-01 19:00:00,1382.776,28.89,GDLC1,6920,-120.61667,39.66667
20,2018-08-01 20:00:00,1382.776,30.56,GDLC1,6920,-120.61667,39.66667
21,2018-08-01 21:00:00,1382.776,32.78,GDLC1,6920,-120.61667,39.66667
22,2018-08-01 22:00:00,1382.776,33.89,GDLC1,6920,-120.61667,39.66667
23,2018-08-01 23:00:00,1382.776,33.89,GDLC1,6920,-120.61667,39.66667
24,2018-08-02 00:00:00,1382.776,33.33,GDLC1,6920,-120.61667,39.66667
25,2018-08-02 01:00:00,1382.776,29.44,GDLC1,6920,-120.61667,39.66667
26,2018-08-02 02:00:00,1382.776,23.33,GDLC1,6920,-120.61667,39.66667
27,2018-08-02 03:00:00,1382.776,20.0,GDLC1,6920,-120.61667,39.66667
28,2018-08-02 04:00:00,1382.776,16.67,GDLC1,6920,-120.61667,39.66667
29,2018-08-02 05:00:00,1382.776,13.33,GDLC1,6920,-120.61667,39.66667
30,2018-08-02 06:00:00,1382.776,12.22,GDLC1,6920,-120.61667,39.66667
31,2018-08-02 07:00:00,1382.776,10.56,GDLC1,6920,-120.61667,39.66667
32,2018-08-02 08:00:00,1382.776,8.89,GDLC1,6920,-120.61667,39.66667
33,2018-08-02 09:00:00,1382.776,8.89,GDLC1,6920,-120.61667,39.66667
34,2018-08-02 10:00:00,1382.776,8.89,GDLC1,6920,-120.61667,39.66667
35,2018-08-02 11:00:00,1382.776,7.78,GDLC1,6920,-120.61667,39.66667
36,2018-08-02 12:00:00,1382.776,7.22,GDLC1,6920,-120.61667,39.66667
37,2018-08-02 13:00:00,1382.776,6.67,GDLC1,6920,-120.61667,39.66667
38,2018-08-02 14:00:00,1382.776,7.78,GDLC1,6920,-120.61667,39.66667
39,2018-08-02 15:00:00,1382.776,13.33,GDLC1,6920,-120.61667,39.66667
40,2018-08-02 16:00:00,1382.776,18.89,GDLC1,6920,-120.61667,39.66667
41,2018-08-02 17:00:00,1382.776,21.67,GDLC1,6920,-120.61667,39.66667
42,2018-08-02 18:00:00,1382.776,26.11,GDLC1,6920,-120.61667,39.66667
43,2018-08-02 19:00:00,1382.776,28.33,GDLC1,6920,-120.61667,39.66667
44,2018-08-02 20:00:00,1382.776,29.44,GDLC1,6920,-120.61667,39.66667
45,2018-08-02 21:00:00,1382.776,30.56,GDLC1,6920,-120.61667,39.66667
46,2018-08-02 22:00:00,1382.776,31.67,GDLC1,6920,-120.61667,39.66667
47,2018-08-02 23:00:00,1382.776,32.78,GDLC1,6920,-120.61667,39.66667
48,2018-08-03 00:00:00,1382.776,32.22,GDLC1,6920,-120.61667,39.66667
49,2018-08-03 01:00:00,1382.776,27.22,GDLC1,6920,-120.61667,39.66667
50,2018-08-03 02:00:00,1382.776,22.22,GDLC1,6920,-120.61667,39.66667
51,2018-08-03 03:00:00,1382.776,18.33,GDLC1,6920,-120.61667,39.66667
52,2018-08-03 04:00:00,1382.776,14.44,GDLC1,6920,-120.61667,39.66667
53,2018-08-03 05:00:00,1382.776,11.67,GDLC1,6920,-120.61667,39.66667
54,2018-08-03 06:00:00,1382.776,10.56,GDLC1,6920,-120.61667,39.66667
55,2018-08-03 07:00:00,1382.776,8.89,GDLC1,6920,-120.61667,39.66667
56,2018-08-03 08:00:00,1382.776,8.33,GDLC1,6920,-120.61667,39.66667
57,2018-08-03 09:00:00,1382.776,7.22,GDLC1,6920,-120.61667,39.66667
58,2018-08-03 10:00:00,1382.776,6.67,GDLC1,6920,-120.61667,39.66667
59,2018-08-03 11:00:00,1382.776,6.11,GDLC1,6920,-120.61667,39.66667
60,2018-08-03 12:00:00,1382.776,5.56,GDLC1,6920,-120.61667,39.66667
61,2018-08-03 13:00:00,1382.776,5.56,GDLC1,6920,-120.61667,39.66667
62,2018-08-03 14:00:00,1382.776,6.11,GDLC1,6920,-120.61667,39.66667
63,2018-08-03 15:00:00,1382.776,,GDLC1,6920,-120.61667,39.66667
64,2018-08-03 16:00:00,1382.776,16.67,GDLC1,6920,-120.61667,39.66667
65,2018-08-03 17:00:00,1382.776,19.44,GDLC1,6920,-120.61667,39.66667
