,date_time,wind_speed_set_1,wind_cardinal_direction_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,solar_radiation_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
29,2018-08-02 05:00:00,3.15,SE,14.13,27.67,127.71,43.25,0.0,27.75,OVECA,184,-121.63000,39.51000
30,2018-08-02 06:00:00,1.22,S,14.08,27.28,172.88,44.51,0.0,27.22,OVECA,184,-121.63000,39.51000
31,2018-08-02 07:00:00,1.16,SSE,14.56,,151.59,49.62,0.0,25.91,OVECA,184,-121.63000,39.51000
32,2018-08-02 08:00:00,1.64,SE,14.01,,144.26,50.69,0.0,24.96,OVECA,184,-121.63000,39.51000
33,2018-08-02 09:00:00,0.88,SSE,12.55,,158.25,49.47,0.0,23.79,OVECA,184,-121.63000,39.51000
34,2018-08-02 10:00:00,1.25,SE,10.42,,124.92,46.15,0.0,22.61,OVECA,184,-121.63000,39.51000
35,2018-08-02 11:00:00,2.46,ESE,9.75,,115.26,48.08,0.0,21.22,OVECA,184,-121.63000,39.51000
36,2018-08-02 12:00:00,1.36,ESE,9.38,,116.14,48.5,0.0,20.67,OVECA,184,-121.63000,39.51000
37,2018-08-02 13:00:00,0.82,ESE,9.63,,116.76,50.43,0.0,20.31,OVECA,184,-121.63000,39.51000
38,2018-08-02 14:00:00,2.09,ESE,9.85,,108.55,53.11,5.2,19.72,OVECA,184,-121.63000,39.51000
39,2018-08-02 15:00:00,1.03,SE,10.12,,135.85,53.39,44.7,19.92,OVECA,184,-121.63000,39.51000
40,2018-08-02 16:00:00,2.39,SSE,9.82,,164.38,49.44,166.0,20.84,OVECA,184,-121.63000,39.51000
41,2018-08-02 17:00:00,1.31,SSW,9.96,,193.03,43.67,341.5,23.02,OVECA,184,-121.63000,39.51000
42,2018-08-02 18:00:00,1.54,WSW,9.63,,241.9,34.42,461.8,26.6,OVECA,184,-121.63000,39.51000
43,2018-08-02 19:00:00,1.89,WSW,9.56,27.39,236.25,30.9,538.0,28.33,OVECA,184,-121.63000,39.51000
44,2018-08-02 20:00:00,2.5,SW,9.87,28.7,232.06,28.5,539.6,30.06,OVECA,184,-121.63000,39.51000
45,2018-08-02 21:00:00,2.53,WSW,10.13,29.71,256.81,27.11,562.1,31.22,OVECA,184,-121.63000,39.51000
46,2018-08-02 22:00:00,2.43,WSW,11.65,31.43,250.12,27.37,540.9,32.81,OVECA,184,-121.63000,39.51000
47,2018-08-02 23:00:00,3.26,SSE,9.71,31.85,166.46,22.93,481.0,33.63,OVECA,184,-121.63000,39.51000
48,2018-08-03 00:00:00,3.1,S,11.7,32.59,182.21,25.68,350.2,33.98,OVECA,184,-121.63000,39.51000
49,2018-08-03 01:00:00,3.02,S,12.66,31.58,188.23,29.42,193.2,32.72,OVECA,184,-121.63000,39.51000
50,2018-08-03 02:00:00,1.45,S,13.95,30.44,186.49,35.06,71.0,31.15,OVECA,184,-121.63000,39.51000
51,2018-08-03 03:00:00,1.33,ESE,14.82,29.26,111.46,40.71,13.9,29.55,OVECA,184,-121.63000,39.51000
52,2018-08-03 04:00:00,2.47,ENE,14.44,27.7,61.29,44.25,0.6,27.71,OVECA,184,-121.63000,39.51000
53,2018-08-03 05:00:00,1.81,ESE,14.16,,102.18,47.59,0.0,26.18,OVECA,184,-121.63000,39.51000
54,2018-08-03 06:00:00,3.41,SSE,13.23,,159.04,43.85,0.0,26.54,OVECA,184,-121.63000,39.51000
55,2018-08-03 07:00:00,2.38,SE,13.62,,124.93,50.39,0.0,24.64,OVECA,184,-121.63000,39.51000
56,2018-08-03 08:00:00,2.37,SSE,11.71,,152.06,46.83,0.0,23.78,OVECA,184,-121.63000,39.51000
57,2018-08-03 09:00:00,0.99,SW,11.54,,231.72,49.75,0.0,22.6,OVECA,184,-121.63000,39.51000
58,2018-08-03 10:00:00,1.31,NW,11.72,,324.13,54.87,0.0,21.19,OVECA,184,-121.63000,39.51000
59,2018-08-03 11:00:00,0.87,NE,10.48,,52.29,50.09,0.0,21.34,OVECA,184,-121.63000,39.51000
60,2018-08-03 12:00:00,0.0,,10.42,,,54.0,0.0,20.06,OVECA,184,-121.63000,39.51000
61,2018-08-03 13:00:00,1.0,ENE,10.73,,68.29,57.58,0.0,19.36,OVECA,184,-121.63000,39.51000
62,2018-08-03 15:00:00,0.77,SW,10.51,,226.45,59.39,33.3,18.63,OVECA,184,-121.63000,39.51000
63,2018-08-03 16:00:00,0.12,N,11.29,,349.97,53.01,129.0,21.29,OVECA,184,-121.63000,39.51000
64,2018-08-03 17:00:00,2.13,SSW,10.52,,202.61,44.33,260.8,23.38,OVECA,184,-121.63000,39.51000
65,2018-08-03 18:00:00,2.02,SW,10.81,,216.76,39.24,440.9,25.73,OVECA,184,-121.63000,39.51000
66,2018-08-03 19:00:00,1.15,SSW,10.72,27.61,211.9,33.18,539.1,28.45,OVECA,184,-121.63000,39.51000
67,2018-08-03 20:00:00,2.71,S,11.17,28.83,186.21,31.25,606.5,29.98,OVECA,184,-121.63000,39.51000
68,2018-08-03 21:00:00,2.98,SSW,11.07,30.02,196.45,28.57,630.7,31.4,OVECA,184,-121.63000,39.51000
69,2018-08-03 22:00:00,3.25,SSW,11.46,31.51,208.35,26.84,582.0,32.93,OVECA,184,-121.63000,39.51000
70,2018-08-03 23:00:00,1.39,SSW,10.31,32.21,206.76,23.53,509.6,33.89,OVECA,184,-121.63000,39.51000
71,2018-08-04 00:00:00,2.78,SW,8.65,32.58,215.99,20.24,416.9,34.55,OVECA,184,-121.63000,39.51000
72,2018-08-04 01:00:00,4.12,S,12.61,32.17,178.95,28.31,264.9,33.33,OVECA,184,-121.63000,39.51000
73,2018-08-04 02:00:00,3.02,SE,13.17,30.44,145.9,32.87,145.1,31.38,OVECA,184,-121.63000,39.51000
74,2018-08-04 03:00:00,2.06,SSE,9.69,27.86,149.91,29.99,34.6,28.99,OVECA,184,-121.63000,39.51000
75,2018-08-04 04:00:00,3.12,ESE,9.31,27.47,115.31,30.11,0.4,28.49,OVECA,184,-121.63000,39.51000
76,2018-08-04 05:00:00,3.12,ENE,9.77,,70.6,34.83,0.0,26.56,OVECA,184,-121.63000,39.51000
77,2018-08-04 06:00:00,3.11,ENE,10.83,,58.32,39.01,0.0,25.84,OVECA,184,-121.63000,39.51000
78,2018-08-04 07:00:00,1.85,ENE,11.23,,72.53,40.59,0.0,25.63,OVECA,184,-121.63000,39.51000
79,2018-08-04 08:00:00,2.6,ENE,11.31,,58.46,41.82,0.0,25.22,OVECA,184,-121.63000,39.51000
80,2018-08-04 09:00:00,2.95,NE,10.98,,53.5,42.06,0.0,24.76,OVECA,184,-121.63000,39.51000
81,2018-08-04 10:00:00,0.66,SW,12.03,,232.98,50.25,0.0,22.97,OVECA,184,-121.63000,39.51000
82,2018-08-04 11:00:00,1.17,WNW,10.99,,297.03,49.65,0.0,22.04,OVECA,184,-121.63000,39.51000
83,2018-08-04 12:00:00,0.48,S,10.78,,178.58,51.1,0.0,21.34,OVECA,184,-121.63000,39.51000
84,2018-08-04 13:00:00,0.11,WSW,11.01,,242.3,58.03,0.0,19.53,OVECA,184,-121.63000,39.51000
85,2018-08-04 15:00:00,0.34,W,11.92,,278.92,49.52,105.7,23.09,OVECA,184,-121.63000,39.51000
86,2018-08-04 16:00:00,0.28,W,10.62,,278.86,39.32,211.1,25.48,OVECA,184,-121.63000,39.51000
87,2018-08-04 17:00:00,1.65,S,9.34,27.53,185.6,30.03,347.2,28.57,OVECA,184,-121.63000,39.51000
88,2018-08-04 18:00:00,1.74,S,7.91,29.15,191.23,23.79,445.4,30.88,OVECA,184,-121.63000,39.51000
89,2018-08-04 19:00:00,2.88,SW,10.8,30.1,218.8,27.81,548.4,31.55,OVECA,184,-121.63000,39.51000
90,2018-08-04 20:00:00,2.97,SW,10.19,31.32,221.09,24.58,597.0,32.99,OVECA,184,-121.63000,39.51000
91,2018-08-04 21:00:00,4.2,SW,9.26,30.94,230.65,23.43,434.5,32.73,OVECA,184,-121.63000,39.51000
92,2018-08-04 22:00:00,2.92,SSW,5.71,30.94,202.47,17.91,342.3,33.14,OVECA,184,-121.63000,39.51000
93,2018-08-04 23:00:00,2.52,S,8.52,30.48,187.62,22.79,131.2,32.33,OVECA,184,-121.63000,39.51000
94,2018-08-05 00:00:00,1.51,S,10.72,30.47,169.74,27.01,124.2,31.97,OVECA,184,-121.63000,39.51000
95,2018-08-05 01:00:00,2.23,ESE,11.04,29.3,120.48,29.9,39.9,30.58,OVECA,184,-121.63000,39.51000
96,2018-08-05 03:00:00,2.88,ENE,9.36,27.77,58.23,29.47,47.2,28.91,OVECA,184,-121.63000,39.51000
97,2018-08-05 05:00:00,4.49,ESE,8.74,26.99,120.68,30.11,0.0,27.84,OVECA,184,-121.63000,39.51000
98,2018-08-05 06:00:00,2.99,SE,7.53,,125.32,30.08,0.0,26.47,OVECA,184,-121.63000,39.51000
99,2018-08-05 07:00:00,0.35,WSW,8.84,,245.24,36.07,0.0,24.93,OVECA,184,-121.63000,39.51000
100,2018-08-05 09:00:00,1.05,W,9.71,,262.54,45.6,0.0,22.04,OVECA,184,-121.63000,39.51000
101,2018-08-05 10:00:00,0.0,,9.37,,,44.97,0.0,21.89,OVECA,184,-121.63000,39.51000
102,2018-08-05 11:00:00,1.55,ESE,8.91,,104.12,45.02,0.0,21.37,OVECA,184,-121.63000,39.51000
103,2018-08-05 12:00:00,0.94,WSW,9.28,,253.0,50.01,0.0,20.07,OVECA,184,-121.63000,39.51000
104,2018-08-05 13:00:00,0.67,NNW,9.16,,333.15,49.84,0.0,20.0,OVECA,184,-121.63000,39.51000
105,2018-08-05 14:00:00,0.85,ENE,8.64,,59.73,47.65,5.5,20.16,OVECA,184,-121.63000,39.51000
106,2018-08-05 15:00:00,0.39,WNW,9.22,,288.64,52.34,48.8,19.27,OVECA,184,-121.63000,39.51000
107,2018-08-05 16:00:00,1.98,SW,8.64,,225.59,41.35,182.7,22.46,OVECA,184,-121.63000,39.51000
108,2018-08-05 17:00:00,1.11,W,8.69,,266.53,38.23,362.2,23.8,OVECA,184,-121.63000,39.51000
109,2018-08-05 18:00:00,1.74,W,8.56,,269.91,33.34,474.9,25.92,OVECA,184,-121.63000,39.51000
110,2018-08-05 19:00:00,2.51,NW,10.18,,325.69,35.57,453.2,26.66,OVECA,184,-121.63000,39.51000
111,2018-08-05 20:00:00,2.61,W,10.72,27.56,270.91,33.31,483.0,28.38,OVECA,184,-121.63000,39.51000
112,2018-08-05 21:00:00,1.47,WNW,10.55,29.13,283.38,29.13,506.7,30.47,OVECA,184,-121.63000,39.51000
113,2018-08-05 22:00:00,3.57,WSW,12.02,28.63,245.44,33.87,328.9,29.56,OVECA,184,-121.63000,39.51000
114,2018-08-05 23:00:00,1.18,W,7.47,29.78,278.63,22.04,443.4,31.67,OVECA,184,-121.63000,39.51000
115,2018-08-06 00:00:00,1.72,WSW,8.61,29.91,250.37,23.82,328.2,31.68,OVECA,184,-121.63000,39.51000
116,2018-08-06 01:00:00,1.57,WNW,11.7,29.21,299.51,31.71,168.3,30.33,OVECA,184,-121.63000,39.51000
117,2018-08-06 02:00:00,1.23,NNW,12.05,28.03,327.93,35.55,57.7,28.77,OVECA,184,-121.63000,39.51000
118,2018-08-06 03:00:00,0.57,NNW,12.31,26.89,340.61,40.08,13.4,27.03,OVECA,184,-121.63000,39.51000
119,2018-08-06 04:00:00,0.29,SE,12.99,,126.63,45.17,0.1,25.77,OVECA,184,-121.63000,39.51000
120,2018-08-06 05:00:00,1.49,NE,11.68,,52.82,45.52,0.0,24.22,OVECA,184,-121.63000,39.51000
121,2018-08-06 06:00:00,0.0,,11.5,,,45.03,0.0,24.2,OVECA,184,-121.63000,39.51000
122,2018-08-06 07:00:00,2.86,ENE,10.85,,59.47,43.24,0.0,24.16,OVECA,184,-121.63000,39.51000
123,2018-08-06 08:00:00,3.06,NE,10.68,,51.95,42.33,0.0,24.32,OVECA,184,-121.63000,39.51000
124,2018-08-06 09:00:00,0.68,E,10.58,,79.79,52.13,0.0,20.8,OVECA,184,-121.63000,39.51000
125,2018-08-06 10:00:00,0.14,ENE,10.6,,59.54,52.68,0.0,20.65,OVECA,184,-121.63000,39.51000
126,2018-08-06 11:00:00,1.04,NNE,10.32,,32.17,51.15,0.1,20.83,OVECA,184,-121.63000,39.51000
127,2018-08-06 12:00:00,0.17,NW,10.46,,316.06,57.41,0.0,19.12,OVECA,184,-121.63000,39.51000
128,2018-08-06 13:00:00,1.0,W,11.1,,270.5,62.98,0.1,18.31,OVECA,184,-121.63000,39.51000
129,2018-08-06 14:00:00,0.0,,11.07,,,66.54,9.9,17.41,OVECA,184,-121.63000,39.51000
130,2018-08-06 15:00:00,0.87,ESE,11.04,,112.84,58.55,71.3,19.42,OVECA,184,-121.63000,39.51000
131,2018-08-06 16:00:00,1.16,SE,8.58,,132.75,37.65,179.1,23.93,OVECA,184,-121.63000,39.51000
132,2018-08-06 17:00:00,2.11,SSE,9.09,,163.09,34.22,290.2,26.08,OVECA,184,-121.63000,39.51000
133,2018-08-06 18:00:00,2.71,SSW,10.85,26.47,191.44,36.97,387.4,26.77,OVECA,184,-121.63000,39.51000
134,2018-08-06 19:00:00,2.12,SSW,10.58,27.64,208.78,32.71,445.0,28.53,OVECA,184,-121.63000,39.51000
135,2018-08-06 20:00:00,3.16,SW,9.11,28.51,235.63,27.29,488.7,29.93,OVECA,184,-121.63000,39.51000
136,2018-08-06 21:00:00,3.35,WSW,10.2,29.87,248.18,26.95,499.5,31.4,OVECA,184,-121.63000,39.51000
137,2018-08-06 22:00:00,3.07,WSW,9.6,30.99,245.55,23.95,502.1,32.74,OVECA,184,-121.63000,39.51000
138,2018-08-06 23:00:00,2.55,SSW,10.88,31.83,195.89,25.16,464.4,33.39,OVECA,184,-121.63000,39.51000
139,2018-08-07 00:00:00,3.05,WSW,10.99,32.33,244.28,24.64,350.7,33.88,OVECA,184,-121.63000,39.51000
140,2018-08-07 01:00:00,1.92,WSW,10.35,32.45,244.27,23.27,237.9,34.13,OVECA,184,-121.63000,39.51000
141,2018-08-07 02:00:00,2.02,S,13.48,32.06,183.82,30.59,126.7,32.98,OVECA,184,-121.63000,39.51000
142,2018-08-07 03:00:00,1.61,SSE,14.03,29.59,148.16,37.27,28.9,30.18,OVECA,184,-121.63000,39.51000
143,2018-08-07 04:00:00,2.67,E,14.53,27.5,84.22,45.31,0.3,27.41,OVECA,184,-121.63000,39.51000
144,2018-08-07 05:00:00,2.42,ENE,13.61,,73.09,47.52,0.0,25.6,OVECA,184,-121.63000,39.51000
145,2018-08-07 06:00:00,3.61,ENE,13.41,,61.5,45.85,0.0,25.98,OVECA,184,-121.63000,39.51000
146,2018-08-07 07:00:00,2.31,ENE,12.7,,58.64,43.5,0.0,26.09,OVECA,184,-121.63000,39.51000
147,2018-08-07 08:00:00,2.95,ENE,12.47,,60.65,45.58,0.0,25.06,OVECA,184,-121.63000,39.51000
148,2018-08-07 09:00:00,2.24,NE,12.04,,55.75,45.01,0.0,24.8,OVECA,184,-121.63000,39.51000
149,2018-08-07 10:00:00,1.25,W,12.95,,263.42,63.13,0.0,20.23,OVECA,184,-121.63000,39.51000
150,2018-08-07 11:00:00,1.72,NNW,12.33,,338.95,56.96,0.0,21.24,OVECA,184,-121.63000,39.51000
151,2018-08-07 12:00:00,2.72,ENE,12.86,,63.78,63.74,0.0,19.98,OVECA,184,-121.63000,39.51000
152,2018-08-07 13:00:00,3.02,E,12.46,,91.17,63.06,0.0,19.73,OVECA,184,-121.63000,39.51000
153,2018-08-07 14:00:00,2.52,ESE,10.95,,119.79,51.78,10.6,21.31,OVECA,184,-121.63000,39.51000
154,2018-08-07 15:00:00,2.15,SE,10.31,,144.75,43.72,78.2,23.38,OVECA,184,-121.63000,39.51000
155,2018-08-07 16:00:00,2.21,S,9.5,,188.17,39.55,188.2,24.14,OVECA,184,-121.63000,39.51000
156,2018-08-07 17:00:00,1.89,WSW,10.83,,250.21,39.99,308.3,25.43,OVECA,184,-121.63000,39.51000
157,2018-08-07 18:00:00,1.83,SW,10.57,27.13,232.95,34.21,423.7,27.76,OVECA,184,-121.63000,39.51000
158,2018-08-07 19:00:00,1.79,WSW,11.03,28.45,251.29,31.78,507.4,29.53,OVECA,184,-121.63000,39.51000
159,2018-08-07 20:00:00,2.39,SW,11.2,29.55,226.25,29.77,557.0,30.84,OVECA,184,-121.63000,39.51000
160,2018-08-07 21:00:00,3.05,W,10.87,30.61,263.88,27.08,565.1,32.1,OVECA,184,-121.63000,39.51000
161,2018-08-07 22:00:00,1.76,WSW,12.48,32.05,237.52,28.22,532.9,33.24,OVECA,184,-121.63000,39.51000
162,2018-08-07 23:00:00,3.84,S,11.21,32.04,186.74,25.51,454.2,33.53,OVECA,184,-121.63000,39.51000
163,2018-08-08 00:00:00,3.76,SSW,11.43,32.57,194.31,25.17,345.7,34.02,OVECA,184,-121.63000,39.51000
164,2018-08-08 01:00:00,4.19,S,10.53,32.33,188.42,23.76,238.6,33.97,OVECA,184,-121.63000,39.51000
165,2018-08-08 02:00:00,3.31,SSE,10.66,31.3,156.58,25.52,126.3,32.88,OVECA,184,-121.63000,39.51000
166,2018-08-08 03:00:00,1.24,SE,10.76,28.86,139.61,30.19,31.2,30.1,OVECA,184,-121.63000,39.51000
167,2018-08-08 04:00:00,2.56,ESE,10.64,27.36,120.55,33.67,0.2,28.11,OVECA,184,-121.63000,39.51000
168,2018-08-08 05:00:00,2.45,E,10.16,26.33,84.67,35.49,0.0,26.68,OVECA,184,-121.63000,39.51000
169,2018-08-08 06:00:00,1.99,ENE,10.23,,59.46,37.12,0.0,26.01,OVECA,184,-121.63000,39.51000
170,2018-08-08 07:00:00,0.16,ESE,10.92,,119.03,42.08,0.0,24.68,OVECA,184,-121.63000,39.51000
171,2018-08-08 08:00:00,0.62,WNW,11.49,,290.06,48.35,0.0,23.01,OVECA,184,-121.63000,39.51000
172,2018-08-08 09:00:00,0.69,NW,12.25,,323.3,49.4,0.0,23.48,OVECA,184,-121.63000,39.51000
173,2018-08-08 10:00:00,2.22,E,12.47,,79.96,57.0,0.0,21.38,OVECA,184,-121.63000,39.51000
174,2018-08-08 11:00:00,1.65,ENE,12.46,,70.61,57.34,0.0,21.27,OVECA,184,-121.63000,39.51000
175,2018-08-08 12:00:00,1.94,E,12.44,,82.04,59.71,0.0,20.59,OVECA,184,-121.63000,39.51000
176,2018-08-08 13:00:00,1.77,ESE,12.35,,106.99,64.82,0.0,19.17,OVECA,184,-121.63000,39.51000
177,2018-08-08 14:00:00,1.57,SSE,12.86,,160.27,63.23,9.9,20.1,OVECA,184,-121.63000,39.51000
178,2018-08-08 15:00:00,1.37,SE,12.78,,134.68,60.36,71.9,20.77,OVECA,184,-121.63000,39.51000
179,2018-08-08 16:00:00,0.74,SSE,12.3,,160.54,51.58,172.3,22.83,OVECA,184,-121.63000,39.51000
180,2018-08-08 18:00:00,2.08,S,12.6,26.92,180.4,40.91,393.2,27.01,OVECA,184,-121.63000,39.51000
181,2018-08-08 19:00:00,1.29,S,13.46,28.87,170.35,37.39,485.4,29.49,OVECA,184,-121.63000,39.51000
182,2018-08-08 20:00:00,1.15,W,13.62,29.6,261.51,36.01,535.0,30.31,OVECA,184,-121.63000,39.51000
183,2018-08-08 21:00:00,2.47,WSW,13.07,30.7,244.1,32.07,545.1,31.69,OVECA,184,-121.63000,39.51000
184,2018-08-08 22:00:00,2.93,W,14.51,31.94,259.77,33.55,499.9,32.54,OVECA,184,-121.63000,39.51000
185,2018-08-08 23:00:00,1.62,W,14.14,33.19,260.86,30.31,438.2,33.89,OVECA,184,-121.63000,39.51000
186,2018-08-09 00:00:00,1.17,W,13.48,34.21,278.53,27.15,347.7,35.07,OVECA,184,-121.63000,39.51000
187,2018-08-09 01:00:00,2.74,S,14.35,33.92,187.49,29.67,229.0,34.51,OVECA,184,-121.63000,39.51000
188,2018-08-09 02:00:00,1.84,SSW,14.77,32.29,200.82,33.61,113.5,32.8,OVECA,184,-121.63000,39.51000
189,2018-08-09 03:00:00,1.58,ENE,16.08,30.09,73.3,42.88,26.6,30.04,OVECA,184,-121.63000,39.51000
190,2018-08-09 04:00:00,1.81,NE,15.06,28.73,53.01,43.09,0.1,28.84,OVECA,184,-121.63000,39.51000
191,2018-08-09 05:00:00,1.44,ENE,13.67,,73.03,46.63,0.0,25.98,OVECA,184,-121.63000,39.51000
192,2018-08-09 06:00:00,0.27,E,13.35,,94.49,46.96,0.0,25.52,OVECA,184,-121.63000,39.51000
193,2018-08-09 07:00:00,1.97,E,14.35,,90.27,48.89,0.0,25.93,OVECA,184,-121.63000,39.51000
194,2018-08-09 08:00:00,3.12,ENE,13.44,,56.79,51.06,0.0,24.22,OVECA,184,-121.63000,39.51000
195,2018-08-09 09:00:00,0.35,ENE,13.02,,72.03,52.67,0.0,23.26,OVECA,184,-121.63000,39.51000
196,2018-08-09 10:00:00,0.14,WSW,12.92,,245.63,57.14,0.0,21.81,OVECA,184,-121.63000,39.51000
197,2018-08-09 11:00:00,1.1,ENE,11.35,,66.72,47.97,0.2,22.99,OVECA,184,-121.63000,39.51000
198,2018-08-09 13:00:00,1.71,NNW,9.32,,331.87,45.99,0.0,21.47,OVECA,184,-121.63000,39.51000
199,2018-08-09 14:00:00,0.0,,11.02,,,56.68,8.4,19.92,OVECA,184,-121.63000,39.51000
200,2018-08-09 16:00:00,1.14,ESE,8.97,,114.86,36.55,186.1,24.85,OVECA,184,-121.63000,39.51000
201,2018-08-09 17:00:00,1.79,S,10.27,27.02,181.03,33.77,304.2,27.64,OVECA,184,-121.63000,39.51000
202,2018-08-09 18:00:00,2.26,W,10.98,28.64,271.04,31.21,416.1,29.78,OVECA,184,-121.63000,39.51000
203,2018-08-09 19:00:00,1.67,NNW,10.2,29.33,330.32,27.96,504.7,30.77,OVECA,184,-121.63000,39.51000
204,2018-08-09 20:00:00,2.35,W,11.82,30.66,265.48,29.1,554.2,31.95,OVECA,184,-121.63000,39.51000
205,2018-08-09 21:00:00,3.43,W,13.25,33.03,259.52,28.41,580.6,34.01,OVECA,184,-121.63000,39.51000
206,2018-08-09 22:00:00,0.86,SSW,10.76,33.45,205.78,22.7,554.9,35.05,OVECA,184,-121.63000,39.51000
207,2018-08-09 23:00:00,2.61,WSW,12.52,35.06,246.16,23.96,501.0,36.16,OVECA,184,-121.63000,39.51000
208,2018-08-10 00:00:00,1.87,SW,8.51,35.51,214.52,16.92,398.0,37.54,OVECA,184,-121.63000,39.51000
209,2018-08-10 01:00:00,2.41,S,4.94,35.25,169.86,12.98,269.8,37.84,OVECA,184,-121.63000,39.51000
210,2018-08-10 02:00:00,2.56,S,10.25,34.68,184.02,20.35,144.5,36.37,OVECA,184,-121.63000,39.51000
211,2018-08-10 03:00:00,1.43,SE,12.06,31.75,126.83,27.76,31.2,33.04,OVECA,184,-121.63000,39.51000
212,2018-08-10 04:00:00,2.26,ESE,11.0,30.06,115.24,28.34,0.2,31.46,OVECA,184,-121.63000,39.51000
213,2018-08-10 05:00:00,3.54,ENE,8.65,27.44,64.4,28.71,0.0,28.54,OVECA,184,-121.63000,39.51000
214,2018-08-10 06:00:00,3.53,ENE,9.59,26.84,66.48,32.56,0.0,27.48,OVECA,184,-121.63000,39.51000
215,2018-08-10 07:00:00,3.66,ENE,10.28,27.51,76.54,32.32,0.1,28.39,OVECA,184,-121.63000,39.51000
216,2018-08-10 08:00:00,3.78,E,10.25,27.63,86.29,31.92,0.0,28.57,OVECA,184,-121.63000,39.51000
217,2018-08-10 09:00:00,3.06,ENE,10.72,26.78,78.23,35.79,0.0,27.17,OVECA,184,-121.63000,39.51000
218,2018-08-10 10:00:00,1.0,SW,13.0,,222.59,55.37,0.0,22.41,OVECA,184,-121.63000,39.51000
