,date_time,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,precip_accum_since_local_midnight_set_1,pressure_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,precip_accum_24_hour_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-05 20:17:00,101252.97,SSE,0.9,0.0,97738.44,11.32,31.87,158.0,26.0,0.9,0.0,101016.12,33.33,AU138,974,-122.48983,40.60983
1,2018-08-05 20:37:00,101219.11,NNE,2.23,0.0,97705.76,10.61,32.27,17.0,24.0,0.9,0.0,100976.3,33.89,AU138,974,-122.48983,40.60983
2,2018-08-05 20:57:00,101219.11,NW,1.34,0.0,97705.76,10.13,31.64,306.0,24.0,0.45,0.0,100982.36,33.33,AU138,974,-122.48983,40.60983
3,2018-08-05 21:17:00,101185.24,SSW,1.79,0.0,97673.06,9.1,32.54,192.0,21.0,0.9,0.0,100936.6,34.44,AU138,974,-122.48983,40.60983
4,2018-08-05 21:37:00,101185.24,N,1.34,0.0,97673.06,9.57,33.17,10.0,21.0,1.34,0.0,100930.59,35.0,AU138,974,-122.48983,40.60983
5,2018-08-05 21:57:00,101151.38,NW,1.34,0.0,97640.38,10.26,33.3,314.0,22.0,0.45,0.0,100896.81,35.0,AU138,974,-122.48983,40.60983
6,2018-08-05 22:17:00,101151.38,SE,2.23,0.0,97640.38,8.38,32.43,129.0,20.0,1.79,0.0,100902.84,34.44,AU138,974,-122.48983,40.60983
7,2018-08-05 22:37:00,101151.38,NNE,1.34,0.0,97640.38,9.1,32.54,14.0,21.0,0.9,0.0,100902.83,34.44,AU138,974,-122.48983,40.60983
8,2018-08-05 22:57:00,101151.38,S,2.68,0.0,97640.38,9.1,32.54,180.0,21.0,0.45,0.0,100902.83,34.44,AU138,974,-122.48983,40.60983
9,2018-08-05 23:17:00,101151.38,SSE,0.9,0.0,97640.38,10.44,32.78,158.0,23.0,0.9,0.0,100902.81,34.44,AU138,974,-122.48983,40.60983
10,2018-08-05 23:37:00,101151.38,WSW,2.23,0.0,97640.38,9.98,32.15,248.0,23.0,1.34,0.0,100908.74,33.89,AU138,974,-122.48983,40.60983
11,2018-08-05 23:57:00,101151.38,WSW,2.23,0.0,97640.38,8.63,31.94,248.0,21.0,1.79,0.0,100908.76,33.89,AU138,974,-122.48983,40.60983
12,2018-08-06 00:17:00,101117.52,S,2.23,0.0,97607.69,8.63,31.94,179.0,21.0,1.34,0.0,100874.97,33.89,AU138,974,-122.48983,40.60983
13,2018-08-06 00:37:00,101151.38,SW,1.79,0.0,97640.38,8.63,31.94,225.0,21.0,0.9,0.0,100908.76,33.89,AU138,974,-122.48983,40.60983
14,2018-08-06 00:57:00,101151.38,SSW,2.23,0.0,97640.38,8.16,31.35,208.0,21.0,1.34,0.0,100914.82,33.33,AU138,974,-122.48983,40.60983
15,2018-08-06 01:17:00,101151.38,S,1.79,0.0,97640.38,8.38,30.87,191.0,22.0,1.34,0.0,100920.78,32.78,AU138,974,-122.48983,40.60983
16,2018-08-06 01:37:00,101151.38,SE,1.34,0.0,97640.38,8.56,30.38,143.0,23.0,1.34,0.0,100926.87,32.22,AU138,974,-122.48983,40.60983
17,2018-08-06 01:57:00,101151.38,S,1.34,0.0,97640.38,8.71,29.91,188.0,24.0,0.45,0.0,100932.88,31.67,AU138,974,-122.48983,40.60983
18,2018-08-06 02:18:00,101151.38,,0.9,0.0,97640.38,9.41,29.51,,26.0,0.0,0.0,100939.01,31.11,AU138,974,-122.48983,40.60983
19,2018-08-06 02:38:00,101185.24,,0.45,0.0,97673.06,9.55,28.62,,28.0,0.0,0.0,100985.04,30.0,AU138,974,-122.48983,40.60983
20,2018-08-06 02:58:00,101219.11,,0.0,0.0,97705.76,9.59,28.19,,29.0,0.0,0.0,101025.06,29.44,AU138,974,-122.48983,40.60983
21,2018-08-06 03:18:00,101219.11,,0.45,0.0,97705.76,9.12,27.34,,30.0,0.0,0.0,101037.45,28.33,AU138,974,-122.48983,40.60983
22,2018-08-06 03:38:00,101252.97,,0.45,0.0,97738.44,8.15,26.56,,30.0,0.0,0.0,101083.75,27.22,AU138,974,-122.48983,40.60983
23,2018-08-06 03:58:00,101286.84,,0.0,0.0,97771.14,7.17,,,31.0,0.0,0.0,101136.43,25.56,AU138,974,-122.48983,40.60983
24,2018-08-06 04:18:00,101286.84,W,0.45,0.0,97771.14,7.1,,263.0,33.0,0.45,0.0,101149.27,24.44,AU138,974,-122.48983,40.60983
25,2018-08-06 04:38:00,101320.7,,0.45,0.0,97803.82,6.55,,,34.0,0.0,0.0,101195.91,23.33,AU138,974,-122.48983,40.60983
26,2018-08-06 04:58:00,101320.7,,0.0,0.0,97803.82,7.29,,,37.0,0.0,0.0,101202.29,22.78,AU138,974,-122.48983,40.60983
27,2018-08-06 05:18:00,101354.56,,0.0,0.0,97836.51,6.69,,,38.0,0.0,0.0,101249.1,21.67,AU138,974,-122.48983,40.60983
28,2018-08-06 05:38:00,101354.56,,0.0,0.0,97836.51,6.93,,,40.0,0.0,0.0,101255.69,21.11,AU138,974,-122.48983,40.60983
29,2018-08-06 05:58:00,101354.56,,0.45,0.0,97836.51,6.8,,,41.0,0.0,0.0,101262.18,20.56,AU138,974,-122.48983,40.60983
30,2018-08-06 06:18:00,101388.43,N,0.45,0.0,97869.2,6.64,,0.0,42.0,0.45,0.0,101302.65,20.0,AU138,974,-122.48983,40.60983
31,2018-08-06 06:38:00,101354.56,,0.0,0.0,97836.51,6.81,,,44.0,0.0,0.0,101275.48,19.44,AU138,974,-122.48983,40.60983
32,2018-08-06 06:58:00,101354.56,,0.0,0.0,97836.51,6.64,,,45.0,0.0,0.0,101282.05,18.89,AU138,974,-122.48983,40.60983
33,2018-08-06 07:18:00,101354.56,,0.0,0.0,97836.51,6.44,,,46.0,0.0,0.0,101288.76,18.33,AU138,974,-122.48983,40.60983
34,2018-08-06 07:38:00,101354.56,,0.45,0.0,97836.51,6.76,,,47.0,0.0,0.0,101288.76,18.33,AU138,974,-122.48983,40.60983
35,2018-08-06 07:58:00,101354.56,,0.45,0.0,97836.51,6.25,,,47.0,0.0,0.0,101295.38,17.78,AU138,974,-122.48983,40.60983
36,2018-08-06 08:18:00,101388.43,N,1.34,0.0,97869.2,6.56,,0.0,48.0,0.45,0.0,101329.22,17.78,AU138,974,-122.48983,40.60983
37,2018-08-06 08:38:00,101354.56,W,1.34,0.0,97836.51,7.16,,270.0,50.0,0.9,0.0,101295.37,17.78,AU138,974,-122.48983,40.60983
38,2018-08-06 08:58:00,101354.56,,0.9,0.0,97836.51,6.56,,,48.0,0.0,0.0,101295.38,17.78,AU138,974,-122.48983,40.60983
39,2018-08-06 09:18:00,101354.56,WSW,1.34,0.0,97836.51,7.27,,249.0,47.0,0.9,0.0,101282.04,18.89,AU138,974,-122.48983,40.60983
40,2018-08-06 09:38:00,101354.56,WSW,2.23,0.0,97836.51,7.65,,246.0,42.0,0.45,0.0,101255.68,21.11,AU138,974,-122.48983,40.60983
41,2018-08-06 09:58:00,101354.56,SW,0.9,0.0,97836.51,7.49,,218.0,43.0,0.45,0.0,101262.17,20.56,AU138,974,-122.48983,40.60983
42,2018-08-06 10:18:00,101354.56,E,0.9,0.0,97836.51,6.47,,100.0,43.0,0.45,0.0,101275.48,19.44,AU138,974,-122.48983,40.60983
43,2018-08-06 10:38:00,101354.56,SE,0.9,0.0,97836.51,6.81,,126.0,44.0,0.9,0.0,101275.48,19.44,AU138,974,-122.48983,40.60983
44,2018-08-06 10:58:00,101354.56,SW,1.34,0.0,97836.51,6.81,,226.0,44.0,0.9,0.0,101275.48,19.44,AU138,974,-122.48983,40.60983
45,2018-08-06 11:18:00,101354.56,SSW,2.23,0.0,97836.51,7.14,,206.0,45.0,1.34,0.0,101275.47,19.44,AU138,974,-122.48983,40.60983
46,2018-08-06 11:38:00,101354.56,SW,3.13,0.0,97836.51,7.65,,226.0,42.0,0.9,0.0,101255.68,21.11,AU138,974,-122.48983,40.60983
47,2018-08-06 11:58:00,101354.56,WSW,2.23,0.0,97836.51,7.8,,238.0,41.0,1.34,0.0,101249.09,21.67,AU138,974,-122.48983,40.60983
48,2018-08-06 12:18:00,101354.56,S,2.23,0.0,97836.51,7.94,,180.0,40.0,0.45,0.0,101242.65,22.22,AU138,974,-122.48983,40.60983
49,2018-08-06 12:38:00,101354.56,WSW,0.9,0.0,97836.51,7.65,,240.0,42.0,0.45,0.0,101255.68,21.11,AU138,974,-122.48983,40.60983
50,2018-08-06 12:58:00,101388.43,WSW,3.13,0.0,97869.2,5.99,,255.0,35.0,1.79,0.0,101276.5,22.22,AU138,974,-122.48983,40.60983
51,2018-08-06 13:18:00,101388.43,NW,3.13,0.0,97869.2,6.61,,323.0,33.0,1.34,0.0,101257.07,23.89,AU138,974,-122.48983,40.60983
52,2018-08-06 13:38:00,101422.29,NE,2.68,0.0,97901.89,6.61,,55.0,33.0,0.45,0.0,101290.89,23.89,AU138,974,-122.48983,40.60983
53,2018-08-06 13:58:00,101456.15,SW,2.23,0.0,97934.57,7.05,,225.0,34.0,1.34,0.0,101324.7,23.89,AU138,974,-122.48983,40.60983
54,2018-08-06 14:18:00,101456.15,SW,2.23,0.0,97934.57,6.65,,221.0,32.0,1.34,0.0,101318.35,24.44,AU138,974,-122.48983,40.60983
55,2018-08-06 14:38:00,101456.15,SW,3.13,0.0,97934.57,6.68,,225.0,31.0,1.34,0.0,101311.91,25.0,AU138,974,-122.48983,40.60983
56,2018-08-06 14:58:00,101490.02,SW,2.68,0.0,97967.27,6.7,,229.0,30.0,1.79,0.0,101339.32,25.56,AU138,974,-122.48983,40.60983
57,2018-08-06 15:18:00,101490.02,W,4.92,0.0,97967.27,6.69,,275.0,29.0,2.23,0.0,101333.03,26.11,AU138,974,-122.48983,40.60983
58,2018-08-06 15:38:00,101490.02,W,4.02,0.0,97967.27,6.66,26.12,267.0,28.0,3.13,0.0,101326.66,26.67,AU138,974,-122.48983,40.60983
59,2018-08-06 15:58:00,101490.02,WNW,3.13,0.0,97967.27,7.14,26.48,286.0,28.0,0.45,0.0,101320.42,27.22,AU138,974,-122.48983,40.60983
60,2018-08-06 16:18:00,101490.02,NNW,3.13,0.0,97967.27,7.63,26.85,331.0,28.0,0.9,0.0,101314.09,27.78,AU138,974,-122.48983,40.60983
61,2018-08-06 16:38:00,101490.02,E,3.13,0.0,97967.27,8.1,27.25,82.0,28.0,0.9,0.0,101307.9,28.33,AU138,974,-122.48983,40.60983
62,2018-08-06 16:58:00,101456.15,W,2.23,0.0,97934.57,6.93,27.54,267.0,25.0,2.23,0.0,101267.82,28.89,AU138,974,-122.48983,40.60983
63,2018-08-06 17:18:00,101456.15,WSW,4.02,0.0,97934.57,7.88,28.44,237.0,25.0,2.68,0.0,101255.44,30.0,AU138,974,-122.48983,40.60983
64,2018-08-06 17:38:00,101456.15,SW,1.79,0.0,97934.57,8.24,29.38,225.0,24.0,1.34,0.0,101243.16,31.11,AU138,974,-122.48983,40.60983
65,2018-08-06 17:58:00,101456.15,NW,1.79,0.0,97934.57,8.71,29.91,315.0,24.0,0.9,0.0,101236.99,31.67,AU138,974,-122.48983,40.60983
66,2018-08-06 18:18:00,101456.15,NE,1.34,0.0,97934.57,10.93,30.73,54.0,27.0,1.34,0.0,101230.93,32.22,AU138,974,-122.48983,40.60983
67,2018-08-06 18:38:00,101422.29,N,1.79,0.0,97901.89,10.27,31.14,9.0,25.0,0.45,0.0,101191.05,32.78,AU138,974,-122.48983,40.60983
68,2018-08-06 18:58:00,101388.43,NE,1.34,0.0,97869.2,11.32,31.87,55.0,26.0,0.45,0.0,101151.26,33.33,AU138,974,-122.48983,40.60983
69,2018-08-06 19:18:00,101388.43,ENE,2.23,0.0,97869.2,11.22,32.39,68.0,25.0,1.34,0.0,101145.2,33.89,AU138,974,-122.48983,40.60983
70,2018-08-06 19:38:00,101354.56,NNE,3.13,0.0,97836.51,11.08,32.91,20.0,24.0,0.9,0.0,101105.48,34.44,AU138,974,-122.48983,40.60983
71,2018-08-06 19:58:00,101320.7,NE,1.79,0.0,97803.82,12.03,34.29,45.0,24.0,0.9,0.0,101059.67,35.56,AU138,974,-122.48983,40.60983
72,2018-08-06 20:18:00,101320.7,NNE,1.34,0.0,97803.82,11.19,34.64,12.0,22.0,0.9,0.0,101053.82,36.11,AU138,974,-122.48983,40.60983
73,2018-08-06 20:38:00,101286.84,N,1.79,0.0,97771.14,11.67,35.35,10.0,22.0,1.34,0.0,101014.1,36.67,AU138,974,-122.48983,40.60983
74,2018-08-06 20:58:00,101252.97,WSW,1.34,0.0,97738.44,9.49,34.83,248.0,19.0,0.45,0.0,100980.34,36.67,AU138,974,-122.48983,40.60983
75,2018-08-06 21:18:00,101219.11,WSW,2.68,0.0,97705.76,4.03,34.07,241.0,13.0,0.45,0.0,100946.65,36.67,AU138,974,-122.48983,40.60983
76,2018-08-06 21:38:00,101219.11,SW,3.13,0.0,97705.76,2.91,33.86,217.0,12.0,1.79,0.0,100946.66,36.67,AU138,974,-122.48983,40.60983
77,2018-08-06 21:58:00,101219.11,WSW,2.23,0.0,97705.76,4.03,34.07,248.0,13.0,0.9,0.0,100946.65,36.67,AU138,974,-122.48983,40.60983
78,2018-08-06 22:18:00,101185.24,W,3.13,0.0,97673.06,1.71,33.65,268.0,11.0,1.79,0.0,100912.88,36.67,AU138,974,-122.48983,40.60983
79,2018-08-06 22:38:00,101185.24,,1.34,0.0,97673.06,6.06,34.28,,15.0,0.0,0.0,100912.84,36.67,AU138,974,-122.48983,40.60983
80,2018-08-06 22:58:00,101151.38,W,2.23,0.0,97640.38,2.91,33.86,274.0,12.0,1.34,0.0,100879.11,36.67,AU138,974,-122.48983,40.60983
81,2018-08-06 23:18:00,101151.38,WNW,2.68,0.0,97640.38,4.03,34.07,295.0,13.0,0.45,0.0,100879.1,36.67,AU138,974,-122.48983,40.60983
82,2018-08-06 23:38:00,101117.52,SSE,1.34,0.0,97607.69,6.53,33.8,147.0,16.0,0.45,0.0,100851.24,36.11,AU138,974,-122.48983,40.60983
83,2018-08-06 23:58:00,101083.65,NW,1.34,0.0,97575.0,6.53,33.8,326.0,16.0,0.45,0.0,100817.46,36.11,AU138,974,-122.48983,40.60983
84,2018-08-07 00:18:00,101083.65,E,1.34,0.0,97575.0,6.98,34.4,96.0,16.0,0.45,0.0,100811.52,36.67,AU138,974,-122.48983,40.60983
85,2018-08-07 00:38:00,101083.65,NE,1.34,0.0,97575.0,6.06,34.28,45.0,15.0,0.9,0.0,100811.53,36.67,AU138,974,-122.48983,40.60983
86,2018-08-07 00:59:00,101049.79,N,1.79,0.0,97542.32,6.53,33.8,0.0,16.0,0.45,0.0,100783.69,36.11,AU138,974,-122.48983,40.60983
87,2018-08-07 01:19:00,101049.79,ENE,1.34,0.0,97542.32,7.4,33.91,57.0,17.0,0.45,0.0,100783.68,36.11,AU138,974,-122.48983,40.60983
88,2018-08-07 01:39:00,101049.79,,1.34,0.0,97542.32,11.55,33.59,,24.0,0.0,0.0,100795.46,35.0,AU138,974,-122.48983,40.60983
89,2018-08-07 01:59:00,101049.79,,1.34,0.0,97542.32,10.13,31.64,,24.0,0.0,0.0,100813.44,33.33,AU138,974,-122.48983,40.60983
90,2018-08-07 02:19:00,101049.79,,0.9,0.0,97542.32,11.42,31.35,,27.0,0.0,0.0,100819.38,32.78,AU138,974,-122.48983,40.60983
91,2018-08-07 02:39:00,101083.65,,0.0,0.0,97575.0,11.55,29.85,,30.0,0.0,0.0,100871.39,31.11,AU138,974,-122.48983,40.60983
92,2018-08-07 02:59:00,101083.65,,0.45,0.0,97575.0,10.58,28.75,,30.0,0.0,0.0,100883.64,30.0,AU138,974,-122.48983,40.60983
93,2018-08-07 03:19:00,101117.52,,0.45,0.0,97607.69,9.61,27.78,,30.0,0.0,0.0,100929.78,28.89,AU138,974,-122.48983,40.60983
94,2018-08-07 03:39:00,101117.52,NW,0.45,0.0,97607.69,8.64,26.94,315.0,30.0,0.45,0.0,100942.21,27.78,AU138,974,-122.48983,40.60983
95,2018-08-07 03:59:00,101151.38,SSE,0.9,0.0,97640.38,8.15,26.56,158.0,30.0,0.9,0.0,100982.33,27.22,AU138,974,-122.48983,40.60983
96,2018-08-07 04:19:00,101151.38,,0.45,0.0,97640.38,7.66,,,31.0,0.0,0.0,100994.9,26.11,AU138,974,-122.48983,40.60983
97,2018-08-07 04:39:00,101151.38,,0.9,0.0,97640.38,6.21,,,30.0,0.0,0.0,101007.58,25.0,AU138,974,-122.48983,40.60983
98,2018-08-07 04:59:00,101151.38,SSE,0.9,0.0,97640.38,6.19,,165.0,31.0,0.45,0.0,101014.0,24.44,AU138,974,-122.48983,40.60983
99,2018-08-07 05:19:00,101219.11,SE,0.9,0.0,97705.76,6.17,,135.0,32.0,0.45,0.0,101087.98,23.89,AU138,974,-122.48983,40.60983
100,2018-08-07 05:39:00,101219.11,SSE,0.9,0.0,97705.76,6.12,,158.0,33.0,0.45,0.0,101094.46,23.33,AU138,974,-122.48983,40.60983
101,2018-08-07 05:59:00,101219.11,W,1.34,0.0,97705.76,6.06,,276.0,34.0,0.45,0.0,101100.84,22.78,AU138,974,-122.48983,40.60983
102,2018-08-07 06:19:00,101219.11,SW,0.9,0.0,97705.76,6.89,,230.0,36.0,0.45,0.0,101100.83,22.78,AU138,974,-122.48983,40.60983
103,2018-08-07 06:39:00,101219.11,SW,0.9,0.0,97705.76,6.79,,234.0,37.0,0.9,0.0,101107.36,22.22,AU138,974,-122.48983,40.60983
104,2018-08-07 06:59:00,101252.97,,0.9,0.0,97738.44,6.3,,,37.0,0.0,0.0,101147.62,21.67,AU138,974,-122.48983,40.60983
105,2018-08-07 07:19:00,101252.97,W,0.45,0.0,97738.44,6.56,,270.0,39.0,0.45,0.0,101154.19,21.11,AU138,974,-122.48983,40.60983
106,2018-08-07 07:39:00,101252.97,,0.0,0.0,97738.44,6.44,,,40.0,0.0,0.0,101160.68,20.56,AU138,974,-122.48983,40.60983
107,2018-08-07 07:59:00,101219.11,,0.45,0.0,97705.76,6.64,,,42.0,0.0,0.0,101133.48,20.0,AU138,974,-122.48983,40.60983
108,2018-08-07 08:19:00,101219.11,,0.45,0.0,97705.76,6.47,,,43.0,0.0,0.0,101140.13,19.44,AU138,974,-122.48983,40.60983
109,2018-08-07 08:39:00,101219.11,,0.45,0.0,97705.76,6.31,,,44.0,0.0,0.0,101146.69,18.89,AU138,974,-122.48983,40.60983
110,2018-08-07 08:59:00,101185.24,,0.9,0.0,97673.06,6.96,,,46.0,0.0,0.0,101112.84,18.89,AU138,974,-122.48983,40.60983
111,2018-08-07 09:19:00,101151.38,SSW,0.9,0.0,97640.38,6.76,,203.0,47.0,0.45,0.0,101085.71,18.33,AU138,974,-122.48983,40.60983
112,2018-08-07 09:39:00,101151.38,SSW,0.9,0.0,97640.38,7.07,,203.0,48.0,0.45,0.0,101085.7,18.33,AU138,974,-122.48983,40.60983
113,2018-08-07 09:59:00,101151.38,,0.9,0.0,97640.38,7.07,,,48.0,0.0,0.0,101085.7,18.33,AU138,974,-122.48983,40.60983
114,2018-08-07 10:19:00,101151.38,,0.45,0.0,97640.38,6.86,,,49.0,0.0,0.0,101092.31,17.78,AU138,974,-122.48983,40.60983
115,2018-08-07 10:39:00,101117.52,SE,0.9,0.0,97607.69,7.73,,135.0,52.0,0.45,0.0,101058.45,17.78,AU138,974,-122.48983,40.60983
116,2018-08-07 10:59:00,101083.65,,1.34,0.0,97575.0,7.32,,,44.0,0.0,0.0,100998.12,20.0,AU138,974,-122.48983,40.60983
117,2018-08-07 11:19:00,101083.65,WSW,3.13,0.0,97575.0,5.67,,247.0,32.0,1.34,0.0,100959.17,23.33,AU138,974,-122.48983,40.60983
118,2018-08-07 11:39:00,101049.79,WNW,2.68,0.0,97542.32,6.21,,288.0,30.0,1.34,0.0,100906.14,25.0,AU138,974,-122.48983,40.60983
119,2018-08-07 11:59:00,101083.65,WNW,3.58,0.0,97575.0,6.18,,288.0,28.0,2.23,0.0,100927.29,26.11,AU138,974,-122.48983,40.60983
120,2018-08-07 12:19:00,101049.79,W,3.13,0.0,97542.32,6.18,,279.0,28.0,1.79,0.0,100893.49,26.11,AU138,974,-122.48983,40.60983
