,date_time,altimeter_set_1,wind_gust_set_1,pressure_set_1d,wind_chill_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,relative_humidity_set_1,wind_speed_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
60,2018-08-03 12:00:00,102167.3,0.41,79389.16,,-4.24,,26.0,0.07,100955.96,15.24,JDPC1,6812,-120.28889,40.03611
61,2018-08-03 13:00:00,102167.3,0.49,79389.16,,-3.84,,27.0,0.11,100964.99,15.13,JDPC1,6812,-120.28889,40.03611
62,2018-08-03 14:00:00,102201.16,0.14,79415.48,,-3.76,,28.0,0.01,101037.2,14.66,JDPC1,6812,-120.28889,40.03611
63,2018-08-03 15:00:00,102235.02,1.01,79441.79,,-2.73,,28.0,0.12,100973.57,15.84,JDPC1,6812,-120.28889,40.03611
64,2018-08-03 16:00:00,102268.89,1.48,79468.11,,-2.24,,25.0,0.53,100817.01,18.18,JDPC1,6812,-120.28889,40.03611
65,2018-08-03 17:00:00,102268.89,1.93,79468.11,,-3.35,,21.0,0.88,100701.01,19.63,JDPC1,6812,-120.28889,40.03611
66,2018-08-03 18:00:00,102302.75,2.65,79494.42,,-5.06,,17.0,1.35,100631.41,20.93,JDPC1,6812,-120.28889,40.03611
67,2018-08-03 19:00:00,102268.89,2.34,79468.11,,-4.65,,17.0,1.27,100557.95,21.44,JDPC1,6812,-120.28889,40.03611
68,2018-08-03 20:00:00,102268.89,3.56,79468.11,,-4.49,,16.0,1.49,100466.44,22.61,JDPC1,6812,-120.28889,40.03611
69,2018-08-03 21:00:00,102268.89,4.17,79468.11,,-5.91,,14.0,2.45,100436.18,23.0,JDPC1,6812,-120.28889,40.03611
70,2018-08-03 22:00:00,102235.02,5.01,79441.79,,-4.88,,15.0,2.8,100389.68,23.17,JDPC1,6812,-120.28889,40.03611
71,2018-08-03 23:00:00,102201.16,5.1,79415.48,,-6.88,,12.0,2.73,100270.85,24.28,JDPC1,6812,-120.28889,40.03611
72,2018-08-04 00:00:00,102201.16,4.67,79415.48,,-7.91,,11.0,2.82,100262.44,24.39,JDPC1,6812,-120.28889,40.03611
73,2018-08-04 01:00:00,102201.16,3.99,79415.48,,-7.33,,12.0,2.33,100314.0,23.72,JDPC1,6812,-120.28889,40.03611
74,2018-08-04 02:00:00,102167.3,4.49,79389.16,,-5.24,,15.0,2.34,100358.11,22.72,JDPC1,6812,-120.28889,40.03611
75,2018-08-04 03:00:00,102201.16,3.73,79415.48,,-4.48,,18.0,2.07,100547.22,20.73,JDPC1,6812,-120.28889,40.03611
76,2018-08-04 04:00:00,102235.02,2.56,79441.79,,-3.97,,22.0,1.92,100785.32,18.16,JDPC1,6812,-120.28889,40.03611
77,2018-08-04 05:00:00,102268.89,1.9,79468.11,,-1.65,,29.0,0.73,100949.77,16.54,JDPC1,6812,-120.28889,40.03611
78,2018-08-04 06:00:00,102268.89,0.97,79468.11,,-1.51,,32.0,0.32,101061.97,15.17,JDPC1,6812,-120.28889,40.03611
79,2018-08-04 07:00:00,102235.02,1.25,79441.79,,-2.64,,30.0,0.32,101052.46,14.88,JDPC1,6812,-120.28889,40.03611
80,2018-08-04 08:00:00,102201.16,0.57,79415.48,,-3.52,,29.0,0.08,101059.52,14.39,JDPC1,6812,-120.28889,40.03611
81,2018-08-04 09:00:00,102235.02,34.28,79441.79,-8.21,13.43,,,9.5,102448.15,-1.02,JDPC1,6812,-120.28889,40.03611
82,2018-08-04 10:00:00,102167.3,1.08,79389.16,,-4.84,,25.0,0.29,100963.39,15.15,JDPC1,6812,-120.28889,40.03611
83,2018-08-04 11:00:00,102133.43,1.31,79362.85,,-6.7,,22.0,0.43,100948.12,14.93,JDPC1,6812,-120.28889,40.03611
84,2018-08-04 12:00:00,102133.43,1.62,79362.85,,-7.72,,20.0,0.92,100927.59,15.18,JDPC1,6812,-120.28889,40.03611
85,2018-08-04 13:00:00,102133.43,1.28,79362.85,,-7.05,,22.0,0.64,100981.96,14.52,JDPC1,6812,-120.28889,40.03611
86,2018-08-04 14:00:00,102133.43,1.45,79362.85,,-5.96,,24.0,0.77,100986.04,14.47,JDPC1,6812,-120.28889,40.03611
87,2018-08-04 15:00:00,102133.43,2.3,79362.85,,-3.41,,27.0,1.15,100891.28,15.62,JDPC1,6812,-120.28889,40.03611
88,2018-08-04 16:00:00,102099.57,2.41,79336.54,,-2.73,,25.0,1.19,100696.01,17.61,JDPC1,6812,-120.28889,40.03611
89,2018-08-04 17:00:00,102099.57,2.88,79336.54,,-2.61,,23.0,1.84,100579.64,19.06,JDPC1,6812,-120.28889,40.03611
90,2018-08-04 18:00:00,102099.57,3.16,79336.54,,-1.7,,23.0,1.94,100493.74,20.14,JDPC1,6812,-120.28889,40.03611
91,2018-08-04 19:00:00,102065.7,5.21,79310.22,,-3.4,,19.0,2.91,100379.28,21.17,JDPC1,6812,-120.28889,40.03611
92,2018-08-04 20:00:00,102031.84,5.74,79283.91,,-3.03,,19.0,3.29,100311.47,21.61,JDPC1,6812,-120.28889,40.03611
93,2018-08-04 21:00:00,102031.84,6.12,79283.91,,-2.76,,19.0,3.61,100285.66,21.94,JDPC1,6812,-120.28889,40.03611
94,2018-08-04 22:00:00,101997.98,6.97,79257.59,,-3.38,,18.0,3.61,100243.04,22.06,JDPC1,6812,-120.28889,40.03611
95,2018-08-04 23:00:00,101997.98,5.15,79257.59,,-3.71,,19.0,3.26,100342.55,20.79,JDPC1,6812,-120.28889,40.03611
96,2018-08-05 00:00:00,101964.11,5.01,79231.28,,-1.79,,24.0,2.87,100422.26,19.36,JDPC1,6812,-120.28889,40.03611
97,2018-08-05 01:00:00,101930.25,5.29,79204.97,,-1.1,,28.0,3.04,100520.07,17.72,JDPC1,6812,-120.28889,40.03611
98,2018-08-05 02:00:00,101964.11,5.08,79231.28,,-2.72,,27.0,3.63,100658.74,16.42,JDPC1,6812,-120.28889,40.03611
99,2018-08-05 03:00:00,101997.98,4.61,79257.59,,-1.37,,32.0,2.34,100781.11,15.33,JDPC1,6812,-120.28889,40.03611
100,2018-08-05 04:00:00,102065.7,2.2,79310.22,,-1.34,,35.0,0.55,100959.39,13.98,JDPC1,6812,-120.28889,40.03611
101,2018-08-05 05:00:00,102065.7,2.4,79310.22,,-0.58,,39.0,0.98,101026.7,13.17,JDPC1,6812,-120.28889,40.03611
102,2018-08-05 06:00:00,102065.7,1.62,79310.22,,0.51,,44.0,0.7,101080.16,12.53,JDPC1,6812,-120.28889,40.03611
103,2018-08-05 07:00:00,102099.57,1.62,79336.54,,1.15,,49.0,0.37,101192.77,11.59,JDPC1,6812,-120.28889,40.03611
104,2018-08-05 08:00:00,102099.57,0.91,79336.54,,0.83,,49.0,0.34,101221.55,11.25,JDPC1,6812,-120.28889,40.03611
105,2018-08-05 09:00:00,102065.7,32.68,79310.22,-9.12,13.09,,,12.24,102282.21,-1.06,JDPC1,6812,-120.28889,40.03611
106,2018-08-05 10:00:00,102099.57,0.18,79336.54,,-0.38,,43.0,0.02,101165.88,11.91,JDPC1,6812,-120.28889,40.03611
107,2018-08-05 11:00:00,102099.57,0.0,79336.54,,-0.36,,43.0,0.0,101164.19,11.93,JDPC1,6812,-120.28889,40.03611
108,2018-08-05 12:00:00,102099.57,0.0,79336.54,,-0.42,,43.0,0.0,101170.1,11.86,JDPC1,6812,-120.28889,40.03611
109,2018-08-05 13:00:00,102099.57,0.0,79336.54,,0.32,,48.0,0.0,101241.93,11.01,JDPC1,6812,-120.28889,40.03611
110,2018-08-05 14:00:00,102099.57,0.0,79336.54,,0.68,,51.0,0.0,101286.97,10.48,JDPC1,6812,-120.28889,40.03611
111,2018-08-05 15:00:00,102167.3,0.32,79389.16,,1.73,,50.0,0.05,101231.99,11.92,JDPC1,6812,-120.28889,40.03611
112,2018-08-05 16:00:00,102167.3,0.73,79389.16,,2.86,,44.0,0.19,100966.2,15.11,JDPC1,6812,-120.28889,40.03611
113,2018-08-05 17:00:00,102167.3,1.38,79389.16,,2.39,,35.0,0.48,100716.55,18.18,JDPC1,6812,-120.28889,40.03611
114,2018-08-05 18:00:00,102201.16,2.24,79415.48,,-0.53,,25.0,0.95,100590.49,20.18,JDPC1,6812,-120.28889,40.03611
115,2018-08-05 19:00:00,102201.16,2.81,79415.48,,-3.61,,19.0,1.4,100532.98,20.91,JDPC1,6812,-120.28889,40.03611
116,2018-08-05 20:00:00,102201.16,2.65,79415.48,,-6.67,,14.0,1.4,100442.88,22.06,JDPC1,6812,-120.28889,40.03611
117,2018-08-05 21:00:00,102201.16,3.87,79415.48,,-4.84,,15.0,1.57,100352.56,23.22,JDPC1,6812,-120.28889,40.03611
118,2018-08-05 22:00:00,102167.3,3.47,79389.16,,-6.21,,13.0,1.72,100272.23,23.83,JDPC1,6812,-120.28889,40.03611
119,2018-08-05 23:00:00,102167.3,4.03,79389.16,,-6.3,,13.0,1.91,100280.72,23.72,JDPC1,6812,-120.28889,40.03611
120,2018-08-06 00:00:00,102201.16,2.65,79415.48,,-5.28,,15.0,1.24,100395.27,22.67,JDPC1,6812,-120.28889,40.03611
121,2018-08-06 01:00:00,102201.16,2.65,79415.48,,-3.13,,20.0,1.83,100551.89,20.67,JDPC1,6812,-120.28889,40.03611
122,2018-08-06 02:00:00,102201.16,3.01,79415.48,,-1.79,,22.0,1.7,100546.29,20.74,JDPC1,6812,-120.28889,40.03611
123,2018-08-06 03:00:00,102235.02,2.07,79441.79,,-1.87,,24.0,0.79,100697.06,19.26,JDPC1,6812,-120.28889,40.03611
124,2018-08-06 04:00:00,102302.75,1.75,79494.42,,-1.99,,30.0,0.77,101058.46,15.62,JDPC1,6812,-120.28889,40.03611
125,2018-08-06 05:00:00,102336.62,2.48,79520.74,,-2.91,,29.0,1.63,101135.58,15.09,JDPC1,6812,-120.28889,40.03611
126,2018-08-06 06:00:00,102336.62,1.95,79520.74,,-2.96,,32.0,1.1,101265.77,13.52,JDPC1,6812,-120.28889,40.03611
127,2018-08-06 07:00:00,102336.62,1.08,79520.74,,-2.91,,35.0,0.66,101374.76,12.22,JDPC1,6812,-120.28889,40.03611
128,2018-08-06 08:00:00,102336.62,0.91,79520.74,,-3.6,,32.0,0.41,101326.04,12.8,JDPC1,6812,-120.28889,40.03611
129,2018-08-06 09:00:00,102201.16,34.15,79415.48,-9.5,14.28,,,13.81,102415.16,-1.03,JDPC1,6812,-120.28889,40.03611
130,2018-08-06 10:00:00,102302.75,0.09,79494.42,,-5.25,,27.0,0.01,101234.87,13.49,JDPC1,6812,-120.28889,40.03611
131,2018-08-06 11:00:00,102302.75,0.0,79494.42,,-5.74,,25.0,0.0,101184.13,14.1,JDPC1,6812,-120.28889,40.03611
132,2018-08-06 12:00:00,102302.75,0.0,79494.42,,-6.14,,25.0,0.0,101223.24,13.63,JDPC1,6812,-120.28889,40.03611
133,2018-08-06 13:00:00,102336.62,0.0,79520.74,,-6.52,,24.0,0.0,101241.78,13.81,JDPC1,6812,-120.28889,40.03611
134,2018-08-06 14:00:00,102370.48,0.01,79547.05,,-4.81,,28.0,0.0,101305.22,13.45,JDPC1,6812,-120.28889,40.03611
135,2018-08-06 15:00:00,102438.21,0.3,79599.68,,-0.36,,37.0,0.02,101307.02,14.23,JDPC1,6812,-120.28889,40.03611
136,2018-08-06 16:00:00,102438.21,0.61,79599.68,,2.34,,37.0,0.12,101059.67,17.24,JDPC1,6812,-120.28889,40.03611
137,2018-08-06 17:00:00,102472.07,0.69,79625.99,,2.34,,30.0,0.21,100825.21,20.58,JDPC1,6812,-120.28889,40.03611
138,2018-08-06 18:00:00,102472.07,1.62,79625.99,,1.13,,24.0,0.5,100652.46,22.78,JDPC1,6812,-120.28889,40.03611
139,2018-08-06 19:00:00,102472.07,2.09,79625.99,,1.44,,22.0,0.61,100514.65,24.56,JDPC1,6812,-120.28889,40.03611
140,2018-08-06 20:00:00,102438.21,1.5,79599.68,,1.68,,21.0,0.57,100401.0,25.61,JDPC1,6812,-120.28889,40.03611
141,2018-08-06 21:00:00,102404.34,1.79,79573.36,,0.47,25.92,18.0,0.66,100283.57,26.72,JDPC1,6812,-120.28889,40.03611
142,2018-08-06 22:00:00,102404.34,1.67,79573.36,,1.07,26.32,18.0,0.7,100229.2,27.44,JDPC1,6812,-120.28889,40.03611
143,2018-08-06 23:00:00,102370.48,1.72,79547.05,,-0.23,26.54,16.0,0.55,100166.84,27.83,JDPC1,6812,-120.28889,40.03611
144,2018-08-07 00:00:00,102370.48,1.54,79547.05,,-1.28,26.37,15.0,0.49,100183.42,27.61,JDPC1,6812,-120.28889,40.03611
145,2018-08-07 01:00:00,102336.62,1.49,79520.74,,-1.17,25.81,16.0,0.53,100221.13,26.67,JDPC1,6812,-120.28889,40.03611
146,2018-08-07 02:00:00,102336.62,0.9,79520.74,,-2.31,,16.0,0.26,100326.86,25.28,JDPC1,6812,-120.28889,40.03611
147,2018-08-07 03:00:00,102370.48,0.36,79547.05,,-2.06,,19.0,0.03,100552.87,22.78,JDPC1,6812,-120.28889,40.03611
148,2018-08-07 04:00:00,102370.48,0.09,79547.05,,-6.67,,16.0,0.01,100777.31,19.93,JDPC1,6812,-120.28889,40.03611
149,2018-08-07 05:00:00,102404.34,0.44,79573.36,,-7.3,,15.0,0.02,100790.81,20.18,JDPC1,6812,-120.28889,40.03611
150,2018-08-07 06:00:00,102370.48,1.23,79547.05,,-5.15,,20.0,0.6,100911.67,18.25,JDPC1,6812,-120.28889,40.03611
151,2018-08-07 07:00:00,102370.48,1.36,79547.05,,-1.86,,29.0,0.92,101069.66,16.3,JDPC1,6812,-120.28889,40.03611
152,2018-08-07 08:00:00,102370.48,1.25,79547.05,,-0.95,,32.0,0.83,101109.71,15.81,JDPC1,6812,-120.28889,40.03611
153,2018-08-07 09:00:00,102370.48,37.1,79547.05,-8.48,14.38,,,10.41,102581.09,-0.99,JDPC1,6812,-120.28889,40.03611
154,2018-08-07 10:00:00,102302.75,1.06,79494.42,,-1.76,,31.0,0.72,101078.16,15.38,JDPC1,6812,-120.28889,40.03611
155,2018-08-07 11:00:00,102268.89,1.2,79468.11,,-1.91,,30.0,0.73,101017.63,15.71,JDPC1,6812,-120.28889,40.03611
156,2018-08-07 12:00:00,102268.89,0.79,79468.11,,-2.59,,27.0,0.15,100947.38,16.57,JDPC1,6812,-120.28889,40.03611
157,2018-08-07 13:00:00,102302.75,0.03,79494.42,,-2.94,,26.0,0.0,100966.17,16.75,JDPC1,6812,-120.28889,40.03611
158,2018-08-07 14:00:00,102302.75,0.0,79494.42,,-1.93,,29.0,0.0,101009.33,16.22,JDPC1,6812,-120.28889,40.03611
159,2018-08-07 15:00:00,102302.75,0.23,79494.42,,-0.38,,31.0,0.03,100949.75,16.95,JDPC1,6812,-120.28889,40.03611
160,2018-08-07 16:00:00,102336.62,0.6,79520.74,,2.33,,31.0,0.09,100734.73,20.04,JDPC1,6812,-120.28889,40.03611
161,2018-08-07 17:00:00,102302.75,1.18,79494.42,,2.58,,26.0,0.27,100455.75,23.17,JDPC1,6812,-120.28889,40.03611
162,2018-08-07 18:00:00,102302.75,1.38,79494.42,,0.39,,19.0,0.39,100259.94,25.72,JDPC1,6812,-120.28889,40.03611
163,2018-08-07 19:00:00,102268.89,1.54,79468.11,,0.06,26.39,17.0,0.5,100117.01,27.17,JDPC1,6812,-120.28889,40.03611
164,2018-08-07 20:00:00,102235.02,1.52,79441.79,,-0.29,27.25,15.0,0.59,99959.65,28.83,JDPC1,6812,-120.28889,40.03611
165,2018-08-07 21:00:00,102201.16,1.86,79415.48,,-0.55,27.88,14.0,0.63,99864.29,29.67,JDPC1,6812,-120.28889,40.03611
166,2018-08-07 22:00:00,102201.16,1.95,79415.48,,-1.24,28.18,13.0,0.87,99835.55,30.06,JDPC1,6812,-120.28889,40.03611
167,2018-08-07 23:00:00,102167.3,1.36,79389.16,,-1.57,28.83,12.0,0.57,99733.45,31.0,JDPC1,6812,-120.28889,40.03611
168,2018-08-08 00:00:00,102133.43,1.41,79362.85,,-1.83,28.56,12.0,0.49,99724.59,30.67,JDPC1,6812,-120.28889,40.03611
169,2018-08-08 01:00:00,102133.43,1.23,79362.85,,-2.45,27.95,12.0,0.45,99781.98,29.89,JDPC1,6812,-120.28889,40.03611
170,2018-08-08 02:00:00,102133.43,1.24,79362.85,,-2.71,26.78,13.0,0.44,99905.89,28.22,JDPC1,6812,-120.28889,40.03611
171,2018-08-08 03:00:00,102133.43,0.56,79362.85,,-4.65,,13.0,0.12,100089.72,25.78,JDPC1,6812,-120.28889,40.03611
172,2018-08-08 04:00:00,102201.16,1.13,79415.48,,-5.33,,15.0,0.33,100399.94,22.61,JDPC1,6812,-120.28889,40.03611
173,2018-08-08 05:00:00,102201.16,1.52,79415.48,,1.03,,27.0,1.11,100544.53,20.76,JDPC1,6812,-120.28889,40.03611
174,2018-08-08 06:00:00,102235.02,1.72,79441.79,,2.01,,30.0,1.18,100622.06,20.2,JDPC1,6812,-120.28889,40.03611
175,2018-08-08 07:00:00,102235.02,1.85,79441.79,,3.13,,34.0,1.49,100679.98,19.47,JDPC1,6812,-120.28889,40.03611
176,2018-08-08 08:00:00,102201.16,1.85,79415.48,,3.53,,37.0,1.51,100718.53,18.57,JDPC1,6812,-120.28889,40.03611
177,2018-08-08 09:00:00,102235.02,39.6,79441.79,-8.43,14.85,,,10.14,102448.15,-1.02,JDPC1,6812,-120.28889,40.03611
178,2018-08-08 10:00:00,102167.3,1.7,79389.16,,3.25,,38.0,1.35,100743.85,17.84,JDPC1,6812,-120.28889,40.03611
179,2018-08-08 11:00:00,102201.16,1.44,79415.48,,1.43,,34.0,0.99,100800.79,17.55,JDPC1,6812,-120.28889,40.03611
180,2018-08-08 12:00:00,102201.16,1.45,79415.48,,-4.99,,20.0,1.01,100729.49,18.44,JDPC1,6812,-120.28889,40.03611
181,2018-08-08 13:00:00,102201.16,1.49,79415.48,,-8.76,,14.0,1.01,100648.08,19.46,JDPC1,6812,-120.28889,40.03611
182,2018-08-08 14:00:00,102235.02,1.29,79441.79,,-5.63,,18.0,0.97,100690.87,19.34,JDPC1,6812,-120.28889,40.03611
183,2018-08-08 15:00:00,102268.89,1.34,79468.11,,-3.26,,21.0,0.91,100692.25,19.74,JDPC1,6812,-120.28889,40.03611
184,2018-08-08 16:00:00,102336.62,1.79,79520.74,,-1.2,,22.0,1.02,100624.36,21.44,JDPC1,6812,-120.28889,40.03611
185,2018-08-08 17:00:00,102336.62,1.3,79520.74,,-0.25,,20.0,0.59,100416.52,24.11,JDPC1,6812,-120.28889,40.03611
186,2018-08-08 18:00:00,102370.48,1.01,79547.05,,2.7,,22.0,0.49,100300.29,26.06,JDPC1,6812,-120.28889,40.03611
