,road_subsurface_tmp_set_1,date_time,road_freezing_temp_set_1,wind_cardinal_direction_set_1d,road_temp_set_1,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
20,30.33,2018-08-01 03:28:00,-0.17,NW,36.33,3.22,4.62,27.03,316.0,22.0,2.19,28.33,CLDNV,5043,-119.97707,39.64957
21,30.44,2018-08-01 03:38:00,-0.17,NW,35.83,2.01,3.47,27.14,315.0,20.0,1.12,28.56,CLDNV,5043,-119.97707,39.64957
22,30.56,2018-08-01 03:48:00,-0.17,NW,35.22,3.89,5.63,26.9,313.0,24.0,2.51,28.06,CLDNV,5043,-119.97707,39.64957
23,30.56,2018-08-01 03:58:00,-0.17,S,34.67,0.72,4.69,26.6,172.0,23.0,0.09,27.67,CLDNV,5043,-119.97707,39.64957
24,30.56,2018-08-01 04:08:00,-0.17,ESE,34.28,2.68,4.74,,114.0,25.0,2.01,26.33,CLDNV,5043,-119.97707,39.64957
25,30.67,2018-08-01 04:18:00,-0.17,ENE,33.78,1.38,6.93,,61.0,30.0,0.8,25.83,CLDNV,5043,-119.97707,39.64957
26,30.67,2018-08-01 04:28:00,-0.17,S,33.17,1.52,4.01,,174.0,26.0,1.12,24.83,CLDNV,5043,-119.97707,39.64957
27,30.72,2018-08-01 04:38:00,-0.17,SSW,32.56,1.79,3.54,,193.0,26.0,1.38,24.28,CLDNV,5043,-119.97707,39.64957
28,30.72,2018-08-01 04:48:00,-0.17,SW,31.94,3.71,3.87,,216.0,26.0,0.98,24.67,CLDNV,5043,-119.97707,39.64957
29,30.83,2018-08-01 04:58:00,-0.17,SW,31.33,1.52,3.68,,223.0,27.0,0.9,23.83,CLDNV,5043,-119.97707,39.64957
30,30.72,2018-08-01 05:08:00,-0.17,SSW,31.06,2.19,3.77,,205.0,28.0,1.79,23.33,CLDNV,5043,-119.97707,39.64957
31,30.83,2018-08-01 05:19:00,-0.28,SW,30.83,2.1,3.86,,219.0,28.0,1.38,23.44,CLDNV,5043,-119.97707,39.64957
32,30.83,2018-08-01 05:29:00,-0.28,SSW,30.67,0.9,4.26,,206.0,29.0,0.49,23.33,CLDNV,5043,-119.97707,39.64957
33,30.83,2018-08-01 05:39:00,-0.28,WSW,30.22,4.6,5.22,,240.0,31.0,3.09,23.33,CLDNV,5043,-119.97707,39.64957
34,30.83,2018-08-01 05:49:00,-0.28,SW,29.83,2.91,4.31,,223.0,30.0,2.1,22.83,CLDNV,5043,-119.97707,39.64957
35,30.94,2018-08-01 05:59:00,-0.33,SSW,29.44,1.7,4.56,,200.0,32.0,1.12,22.06,CLDNV,5043,-119.97707,39.64957
36,30.94,2018-08-01 06:09:00,-0.44,SW,28.83,2.41,4.12,,226.0,32.0,1.7,21.56,CLDNV,5043,-119.97707,39.64957
37,30.94,2018-08-01 06:19:00,-0.44,SSW,28.56,3.09,4.1,,209.0,31.0,2.1,22.06,CLDNV,5043,-119.97707,39.64957
38,30.94,2018-08-01 06:29:00,-0.44,SW,28.33,7.78,3.83,,232.0,29.0,5.9,22.83,CLDNV,5043,-119.97707,39.64957
39,30.94,2018-08-01 06:39:00,-0.44,SW,28.06,2.59,4.17,,227.0,29.0,1.52,23.22,CLDNV,5043,-119.97707,39.64957
40,30.94,2018-08-01 06:49:00,-0.44,NE,27.72,1.38,3.73,,52.0,29.0,0.58,22.72,CLDNV,5043,-119.97707,39.64957
41,31.06,2018-08-01 06:59:00,-0.44,ENE,27.33,1.38,3.91,,72.0,32.0,0.49,21.33,CLDNV,5043,-119.97707,39.64957
42,31.06,2018-08-01 07:09:00,-0.44,WSW,27.17,4.78,3.97,,250.0,30.0,1.79,22.44,CLDNV,5043,-119.97707,39.64957
43,31.06,2018-08-01 07:20:00,-0.44,WSW,27.17,6.39,2.81,,244.0,26.0,4.6,23.44,CLDNV,5043,-119.97707,39.64957
44,31.06,2018-08-01 07:30:00,-0.44,WSW,27.33,5.59,3.02,,240.0,27.0,3.31,23.06,CLDNV,5043,-119.97707,39.64957
45,31.06,2018-08-01 07:40:00,-0.44,SSW,27.28,3.09,3.35,,206.0,29.0,2.51,22.28,CLDNV,5043,-119.97707,39.64957
46,31.06,2018-08-01 07:50:00,-0.44,SSW,26.94,2.51,4.21,,199.0,33.0,2.01,21.17,CLDNV,5043,-119.97707,39.64957
47,31.06,2018-08-01 08:01:00,-0.44,S,26.78,1.52,4.81,,169.0,36.0,0.49,20.44,CLDNV,5043,-119.97707,39.64957
48,31.06,2018-08-01 08:11:00,-0.44,SSW,26.44,2.41,4.85,,198.0,35.0,0.98,20.94,CLDNV,5043,-119.97707,39.64957
49,31.06,2018-08-01 08:21:00,-0.44,W,26.17,2.68,6.31,,272.0,39.0,0.4,20.83,CLDNV,5043,-119.97707,39.64957
50,30.94,2018-08-01 08:31:00,-0.44,WSW,25.72,1.7,7.48,,256.0,44.0,0.58,20.17,CLDNV,5043,-119.97707,39.64957
51,30.94,2018-08-01 08:41:00,-0.44,W,25.33,3.71,5.33,,278.0,40.0,2.19,19.33,CLDNV,5043,-119.97707,39.64957
52,30.94,2018-08-01 08:51:00,-0.44,N,25.17,2.19,5.78,,8.0,41.0,1.7,19.44,CLDNV,5043,-119.97707,39.64957
53,30.94,2018-08-01 09:01:00,-0.44,NNW,24.94,2.1,7.35,,339.0,45.0,1.7,19.67,CLDNV,5043,-119.97707,39.64957
54,30.94,2018-08-01 09:11:00,-0.44,S,24.56,1.7,5.65,,186.0,44.0,1.12,18.17,CLDNV,5043,-119.97707,39.64957
55,30.94,2018-08-01 09:21:00,-0.44,S,24.06,1.7,4.92,,186.0,47.0,1.3,16.33,CLDNV,5043,-119.97707,39.64957
56,30.94,2018-08-01 09:31:00,-0.44,SSW,23.83,2.19,4.78,,203.0,44.0,1.61,17.22,CLDNV,5043,-119.97707,39.64957
57,30.83,2018-08-01 09:41:00,-0.44,SSW,23.56,2.68,4.25,,206.0,46.0,2.01,15.94,CLDNV,5043,-119.97707,39.64957
58,30.83,2018-08-01 09:51:00,-0.44,SSW,23.33,1.79,4.29,,199.0,45.0,1.21,16.33,CLDNV,5043,-119.97707,39.64957
59,30.83,2018-08-01 10:01:00,-0.44,SSE,23.22,1.7,4.25,,152.0,46.0,1.21,15.94,CLDNV,5043,-119.97707,39.64957
60,30.83,2018-08-01 10:11:00,-0.44,SSW,23.06,1.12,4.28,,209.0,44.0,0.72,16.67,CLDNV,5043,-119.97707,39.64957
61,30.83,2018-08-01 10:21:00,-0.44,SSE,22.83,0.72,3.93,,154.0,44.0,0.31,16.28,CLDNV,5043,-119.97707,39.64957
62,30.72,2018-08-01 10:31:00,-0.44,SE,22.67,1.12,4.21,,138.0,47.0,0.72,15.56,CLDNV,5043,-119.97707,39.64957
63,30.72,2018-08-01 10:41:00,-0.44,SSW,22.28,1.7,3.94,,192.0,48.0,1.3,14.94,CLDNV,5043,-119.97707,39.64957
64,30.72,2018-08-01 10:51:00,-0.44,SW,22.06,2.1,4.15,,232.0,45.0,1.12,16.17,CLDNV,5043,-119.97707,39.64957
65,30.72,2018-08-01 11:01:00,-0.44,NNW,21.83,1.3,5.28,,340.0,51.0,0.58,15.44,CLDNV,5043,-119.97707,39.64957
66,30.67,2018-08-01 11:11:00,-0.44,SE,21.67,0.98,5.03,,127.0,51.0,0.8,15.17,CLDNV,5043,-119.97707,39.64957
67,30.67,2018-08-01 11:22:00,-0.44,SSW,21.17,1.52,4.0,,200.0,51.0,1.12,14.06,CLDNV,5043,-119.97707,39.64957
68,30.67,2018-08-01 11:32:00,-0.44,SSW,20.83,1.7,4.04,,193.0,49.0,1.3,14.72,CLDNV,5043,-119.97707,39.64957
69,30.67,2018-08-01 11:42:00,-0.44,SSW,20.56,1.52,4.65,,203.0,53.0,1.21,14.17,CLDNV,5043,-119.97707,39.64957
70,30.56,2018-08-01 11:52:00,-0.44,SW,20.33,1.38,4.91,,216.0,58.0,0.8,13.06,CLDNV,5043,-119.97707,39.64957
71,30.56,2018-08-01 12:02:00,-0.44,SSE,20.22,1.92,5.52,,152.0,59.0,0.49,13.44,CLDNV,5043,-119.97707,39.64957
72,30.56,2018-08-01 12:12:00,-0.44,S,19.83,1.61,5.88,,185.0,60.0,1.12,13.56,CLDNV,5043,-119.97707,39.64957
73,30.44,2018-08-01 12:22:00,-0.44,S,19.56,1.52,5.96,,186.0,57.0,0.98,14.44,CLDNV,5043,-119.97707,39.64957
74,30.44,2018-08-01 12:32:00,-0.44,SSW,19.33,1.21,5.38,,198.0,58.0,0.72,13.56,CLDNV,5043,-119.97707,39.64957
75,30.44,2018-08-01 12:42:00,-0.44,SSW,19.06,0.9,4.85,,209.0,61.0,0.4,12.22,CLDNV,5043,-119.97707,39.64957
76,30.44,2018-08-01 12:52:00,-0.44,S,18.78,1.3,4.82,,182.0,60.0,0.9,12.44,CLDNV,5043,-119.97707,39.64957
77,30.33,2018-08-01 13:02:00,-0.44,SSW,18.56,0.9,5.04,,200.0,62.0,0.58,12.17,CLDNV,5043,-119.97707,39.64957
78,30.33,2018-08-01 13:12:00,-0.44,S,18.33,1.12,4.69,,178.0,63.0,0.4,11.56,CLDNV,5043,-119.97707,39.64957
79,30.33,2018-08-01 13:22:00,-0.44,SSE,18.33,1.3,5.87,,152.0,64.0,0.9,12.56,CLDNV,5043,-119.97707,39.64957
80,30.22,2018-08-01 13:32:00,-0.44,SSW,18.44,1.52,5.85,,196.0,63.0,1.12,12.78,CLDNV,5043,-119.97707,39.64957
81,30.22,2018-08-01 13:42:00,-0.44,,19.33,0.18,6.58,,,59.0,0.0,14.56,CLDNV,5043,-119.97707,39.64957
82,30.17,2018-08-01 13:52:00,-0.44,WNW,20.17,1.61,7.05,,287.0,58.0,0.58,15.33,CLDNV,5043,-119.97707,39.64957
83,30.17,2018-08-01 14:02:00,-0.44,SSW,20.67,0.9,7.55,,193.0,60.0,0.49,15.33,CLDNV,5043,-119.97707,39.64957
84,30.06,2018-08-01 14:12:00,-0.44,SSE,21.33,1.3,7.69,,162.0,57.0,0.72,16.28,CLDNV,5043,-119.97707,39.64957
85,30.06,2018-08-01 14:22:00,-0.44,WNW,22.33,0.58,7.72,,291.0,54.0,0.09,17.17,CLDNV,5043,-119.97707,39.64957
86,30.06,2018-08-01 14:32:00,-0.44,NE,23.56,0.9,8.65,,48.0,54.0,0.31,18.17,CLDNV,5043,-119.97707,39.64957
87,29.94,2018-08-01 14:42:00,-0.33,N,24.67,1.3,8.81,,350.0,52.0,0.49,18.94,CLDNV,5043,-119.97707,39.64957
88,29.94,2018-08-01 14:52:00,-0.33,SE,25.83,1.12,8.55,,145.0,48.0,0.49,19.94,CLDNV,5043,-119.97707,39.64957
89,29.83,2018-08-01 15:03:00,-0.33,N,26.83,1.12,8.26,,8.0,45.0,0.4,20.67,CLDNV,5043,-119.97707,39.64957
90,29.83,2018-08-01 15:13:00,-0.33,NNE,27.94,1.3,9.47,,25.0,47.0,0.8,21.28,CLDNV,5043,-119.97707,39.64957
91,29.83,2018-08-01 15:23:00,-0.33,NNE,28.83,2.01,8.53,,14.0,44.0,0.9,21.33,CLDNV,5043,-119.97707,39.64957
92,29.78,2018-08-01 15:33:00,-0.33,NNW,29.94,2.28,8.34,,340.0,40.0,1.52,22.67,CLDNV,5043,-119.97707,39.64957
93,29.78,2018-08-01 15:43:00,-0.33,NNW,31.28,4.52,7.28,,346.0,35.0,2.41,23.67,CLDNV,5043,-119.97707,39.64957
94,29.67,2018-08-01 15:53:00,-0.33,NNE,32.72,3.4,7.86,,28.0,35.0,2.19,24.33,CLDNV,5043,-119.97707,39.64957
95,29.67,2018-08-01 16:03:00,-0.33,NNE,34.17,3.4,4.01,,32.0,26.0,2.59,24.83,CLDNV,5043,-119.97707,39.64957
96,29.56,2018-08-01 16:14:00,-0.33,NNE,35.56,2.51,5.07,,30.0,26.0,1.12,26.06,CLDNV,5043,-119.97707,39.64957
97,29.56,2018-08-01 16:24:00,-0.33,SSW,37.28,8.71,0.6,26.56,202.0,17.0,6.7,27.83,CLDNV,5043,-119.97707,39.64957
98,29.44,2018-08-01 16:34:00,-0.33,SSW,38.78,9.12,1.8,26.93,193.0,18.0,7.02,28.33,CLDNV,5043,-119.97707,39.64957
99,29.44,2018-08-01 16:44:00,-0.28,SSW,39.94,10.01,-0.61,26.96,199.0,15.0,7.6,28.44,CLDNV,5043,-119.97707,39.64957
100,29.44,2018-08-01 16:55:00,-0.28,SSW,41.33,9.39,-0.2,27.33,196.0,15.0,7.51,28.94,CLDNV,5043,-119.97707,39.64957
101,29.33,2018-08-01 17:05:00,-0.28,S,42.56,9.12,-0.02,27.5,185.0,15.0,6.62,29.17,CLDNV,5043,-119.97707,39.64957
102,29.28,2018-08-01 17:15:00,-0.28,SSW,44.06,9.3,0.3,27.8,199.0,15.0,7.11,29.56,CLDNV,5043,-119.97707,39.64957
103,29.28,2018-08-01 17:25:00,-0.28,S,45.22,9.52,0.2,27.71,184.0,15.0,7.02,29.44,CLDNV,5043,-119.97707,39.64957
104,29.33,2018-08-01 17:35:00,-0.28,SSW,46.56,8.98,0.79,28.27,206.0,15.0,6.48,30.17,CLDNV,5043,-119.97707,39.64957
105,29.17,2018-08-01 17:45:00,-0.28,SSW,47.83,8.98,1.01,28.49,193.0,15.0,6.39,30.44,CLDNV,5043,-119.97707,39.64957
106,29.28,2018-08-01 17:56:00,-0.17,S,48.56,8.98,0.83,28.31,185.0,15.0,6.3,30.22,CLDNV,5043,-119.97707,39.64957
107,29.06,2018-08-01 18:06:00,-0.17,SSW,49.67,9.21,0.92,28.4,200.0,15.0,6.39,30.33,CLDNV,5043,-119.97707,39.64957
108,29.06,2018-08-01 18:16:00,-0.06,S,51.33,7.6,1.2,28.68,174.0,15.0,6.48,30.67,CLDNV,5043,-119.97707,39.64957
109,29.06,2018-08-01 18:26:00,-0.06,S,51.83,6.8,1.51,29.0,182.0,15.0,4.6,31.06,CLDNV,5043,-119.97707,39.64957
110,29.06,2018-08-01 18:37:00,-0.06,SSW,52.83,6.08,1.42,28.9,198.0,15.0,4.52,30.94,CLDNV,5043,-119.97707,39.64957
111,29.06,2018-08-01 18:47:00,-0.06,WNW,53.78,5.41,0.97,29.4,285.0,14.0,2.91,31.56,CLDNV,5043,-119.97707,39.64957
112,29.06,2018-08-01 18:57:00,-0.06,S,54.44,6.08,1.82,29.31,172.0,15.0,4.6,31.44,CLDNV,5043,-119.97707,39.64957
113,29.06,2018-08-01 19:08:00,-0.06,S,55.44,7.6,1.18,29.63,182.0,14.0,5.41,31.83,CLDNV,5043,-119.97707,39.64957
114,29.06,2018-08-01 19:18:00,-0.06,WSW,56.28,2.68,0.84,30.34,243.0,13.0,1.3,32.67,CLDNV,5043,-119.97707,39.64957
115,29.06,2018-08-01 19:28:00,-0.06,NW,56.44,6.21,1.67,30.16,308.0,14.0,3.49,32.44,CLDNV,5043,-119.97707,39.64957
116,28.83,2018-08-01 19:38:00,-0.06,SSE,57.33,8.18,-1.21,30.31,161.0,11.0,3.71,32.94,CLDNV,5043,-119.97707,39.64957
117,28.94,2018-08-01 19:49:00,-0.06,SSW,58.67,6.21,-2.57,30.09,212.0,10.0,4.11,32.83,CLDNV,5043,-119.97707,39.64957
118,28.94,2018-08-01 19:59:00,-0.06,S,59.22,8.81,-2.31,30.37,186.0,10.0,6.3,33.17,CLDNV,5043,-119.97707,39.64957
119,28.94,2018-08-01 20:10:00,-0.06,SW,59.83,9.88,-3.78,30.16,229.0,9.0,4.29,33.06,CLDNV,5043,-119.97707,39.64957
120,29.06,2018-08-01 20:20:00,-0.06,NW,59.56,6.48,-1.92,30.79,315.0,10.0,2.91,33.67,CLDNV,5043,-119.97707,39.64957
121,29.06,2018-08-01 20:31:00,-0.06,SW,,7.69,-2.57,30.09,215.0,10.0,4.38,32.83,CLDNV,5043,-119.97707,39.64957
122,29.06,2018-08-01 20:41:00,-0.06,W,59.94,10.19,-2.81,31.2,272.0,9.0,2.91,34.33,CLDNV,5043,-119.97707,39.64957
123,29.06,2018-08-01 20:51:00,-0.06,W,,6.48,-2.85,31.16,271.0,9.0,2.59,34.28,CLDNV,5043,-119.97707,39.64957
124,28.94,2018-08-01 21:01:00,-0.06,WSW,59.56,10.01,-1.84,30.88,258.0,10.0,2.99,33.78,CLDNV,5043,-119.97707,39.64957
125,29.17,2018-08-01 21:12:00,-0.06,WNW,60.06,7.91,-1.62,31.11,289.0,10.0,4.2,34.06,CLDNV,5043,-119.97707,39.64957
126,29.17,2018-08-01 21:22:00,-0.06,W,59.56,7.78,-3.11,30.88,270.0,9.0,2.91,33.94,CLDNV,5043,-119.97707,39.64957
127,29.17,2018-08-01 21:32:00,-0.06,WSW,59.83,8.89,-3.23,30.75,257.0,9.0,3.71,33.78,CLDNV,5043,-119.97707,39.64957
128,29.28,2018-08-01 21:42:00,-0.06,W,59.78,9.39,-3.11,30.88,263.0,9.0,2.99,33.94,CLDNV,5043,-119.97707,39.64957
129,29.17,2018-08-01 21:53:00,-0.06,W,59.67,6.62,-1.45,31.3,280.0,10.0,3.22,34.28,CLDNV,5043,-119.97707,39.64957
130,29.28,2018-08-01 22:04:00,-0.06,WSW,,15.38,-1.71,31.01,258.0,10.0,3.62,33.94,CLDNV,5043,-119.97707,39.64957
131,29.28,2018-08-01 22:14:00,-0.06,W,59.22,12.6,-1.8,30.92,270.0,10.0,3.09,33.83,CLDNV,5043,-119.97707,39.64957
132,29.33,2018-08-01 22:24:00,-0.06,WSW,58.83,14.8,-3.19,30.79,258.0,9.0,3.62,33.83,CLDNV,5043,-119.97707,39.64957
133,29.33,2018-08-01 22:34:00,-0.06,W,58.78,9.21,-1.41,31.34,264.0,10.0,3.71,34.33,CLDNV,5043,-119.97707,39.64957
134,29.44,2018-08-01 22:44:00,-0.06,W,57.56,7.78,-0.91,30.64,281.0,11.0,4.38,33.33,CLDNV,5043,-119.97707,39.64957
135,29.33,2018-08-01 22:55:00,-0.06,WNW,57.06,9.61,-1.12,30.41,292.0,11.0,5.01,33.06,CLDNV,5043,-119.97707,39.64957
136,29.44,2018-08-01 23:05:00,-0.06,W,56.83,7.42,-0.99,30.54,278.0,11.0,3.22,33.22,CLDNV,5043,-119.97707,39.64957
137,29.56,2018-08-01 23:16:00,-0.06,W,56.17,7.78,-0.91,30.64,270.0,11.0,1.92,33.33,CLDNV,5043,-119.97707,39.64957
138,29.67,2018-08-01 23:27:00,-0.06,W,56.06,11.89,0.14,30.64,261.0,12.0,4.2,33.17,CLDNV,5043,-119.97707,39.64957
139,29.67,2018-08-01 23:38:00,-0.06,WSW,55.67,12.52,-1.3,30.21,258.0,11.0,4.92,32.83,CLDNV,5043,-119.97707,39.64957
140,29.78,2018-08-01 23:49:00,-0.06,W,54.83,4.38,-0.25,30.21,278.0,12.0,1.52,32.67,CLDNV,5043,-119.97707,39.64957
141,29.78,2018-08-02 00:00:00,-0.06,W,54.33,11.89,0.18,30.68,264.0,12.0,3.09,33.22,CLDNV,5043,-119.97707,39.64957
142,29.83,2018-08-02 00:11:00,-0.06,WNW,53.22,6.8,-0.34,30.11,284.0,12.0,3.98,32.56,CLDNV,5043,-119.97707,39.64957
143,29.94,2018-08-02 00:21:00,-0.06,WSW,52.56,8.31,-1.21,30.31,251.0,11.0,3.71,32.94,CLDNV,5043,-119.97707,39.64957
144,29.94,2018-08-02 00:32:00,-0.06,WSW,51.94,9.79,0.14,30.64,237.0,12.0,6.88,33.17,CLDNV,5043,-119.97707,39.64957
145,30.06,2018-08-02 00:43:00,-0.06,W,50.33,11.31,0.57,30.05,277.0,13.0,3.89,32.33,CLDNV,5043,-119.97707,39.64957
146,30.17,2018-08-02 00:54:00,-0.06,W,49.28,15.11,0.53,30.0,264.0,13.0,5.01,32.28,CLDNV,5043,-119.97707,39.64957
147,30.33,2018-08-02 01:05:00,-0.06,WNW,48.06,6.62,0.04,29.49,282.0,13.0,3.71,31.67,CLDNV,5043,-119.97707,39.64957
148,30.22,2018-08-02 01:16:00,-0.06,WNW,47.06,8.58,0.97,29.4,289.0,14.0,5.19,31.56,CLDNV,5043,-119.97707,39.64957
149,30.33,2018-08-02 01:26:00,-0.06,W,46.06,8.58,0.74,29.17,264.0,14.0,2.1,31.28,CLDNV,5043,-119.97707,39.64957
150,30.56,2018-08-02 01:37:00,-0.06,W,45.06,9.21,1.33,28.81,271.0,15.0,2.1,30.83,CLDNV,5043,-119.97707,39.64957
151,30.56,2018-08-02 01:48:00,-0.06,W,43.94,7.02,1.2,28.68,270.0,15.0,2.41,30.67,CLDNV,5043,-119.97707,39.64957
152,30.56,2018-08-02 01:59:00,-0.06,W,42.83,5.81,1.11,28.59,261.0,15.0,2.01,30.56,CLDNV,5043,-119.97707,39.64957
153,30.67,2018-08-02 02:10:00,-0.17,WSW,41.83,8.41,0.83,28.31,246.0,15.0,4.78,30.22,CLDNV,5043,-119.97707,39.64957
154,30.72,2018-08-02 02:21:00,-0.17,WSW,40.72,13.5,0.52,28.01,247.0,15.0,6.88,29.83,CLDNV,5043,-119.97707,39.64957
155,30.83,2018-08-02 02:31:00,-0.17,W,39.44,5.72,1.79,27.61,265.0,17.0,1.7,29.28,CLDNV,5043,-119.97707,39.64957
156,30.83,2018-08-02 02:42:00,-0.17,W,38.22,3.09,2.42,26.84,278.0,19.0,1.21,28.17,CLDNV,5043,-119.97707,39.64957
157,30.94,2018-08-02 02:53:00,-0.17,W,36.78,3.31,2.89,26.37,277.0,21.0,1.12,27.06,CLDNV,5043,-119.97707,39.64957
158,30.94,2018-08-02 03:04:00,-0.17,W,35.44,4.2,2.28,,263.0,21.0,1.38,26.33,CLDNV,5043,-119.97707,39.64957
159,31.06,2018-08-02 03:15:00,-0.17,WSW,34.56,7.51,1.98,26.04,254.0,20.0,3.22,26.78,CLDNV,5043,-119.97707,39.64957
160,31.17,2018-08-02 03:26:00,-0.17,WSW,33.78,6.8,2.05,,248.0,21.0,4.29,26.06,CLDNV,5043,-119.97707,39.64957
161,31.28,2018-08-02 03:36:00,-0.17,WSW,32.94,4.78,1.95,,244.0,23.0,3.31,24.44,CLDNV,5043,-119.97707,39.64957
162,31.28,2018-08-02 03:47:00,-0.17,NNE,32.17,1.7,4.49,,27.0,28.0,0.98,24.17,CLDNV,5043,-119.97707,39.64957
163,31.28,2018-08-02 03:58:00,-0.17,WNW,31.83,2.91,1.44,,282.0,22.0,1.38,24.56,CLDNV,5043,-119.97707,39.64957
164,31.33,2018-08-02 04:09:00,-0.17,SW,31.33,5.59,0.96,,223.0,20.0,3.4,25.56,CLDNV,5043,-119.97707,39.64957
165,31.33,2018-08-02 04:19:00,-0.17,SW,30.94,5.32,0.77,,217.0,20.0,3.09,25.33,CLDNV,5043,-119.97707,39.64957
166,31.33,2018-08-02 04:30:00,-0.17,SW,30.44,5.9,0.6,,229.0,21.0,3.98,24.33,CLDNV,5043,-119.97707,39.64957
167,31.44,2018-08-02 04:41:00,-0.28,WSW,29.94,7.6,0.26,,240.0,22.0,5.72,23.17,CLDNV,5043,-119.97707,39.64957
168,31.44,2018-08-02 04:51:00,-0.28,W,29.67,6.39,0.27,,260.0,21.0,2.41,23.94,CLDNV,5043,-119.97707,39.64957
169,31.56,2018-08-02 05:01:00,-0.28,W,29.56,4.52,0.44,,268.0,20.0,1.38,24.94,CLDNV,5043,-119.97707,39.64957
170,31.56,2018-08-02 05:11:00,-0.28,W,29.28,3.09,0.14,,268.0,21.0,0.72,23.78,CLDNV,5043,-119.97707,39.64957
171,31.56,2018-08-02 05:22:00,-0.28,WSW,28.78,7.28,-0.24,,254.0,21.0,3.22,23.33,CLDNV,5043,-119.97707,39.64957
172,31.67,2018-08-02 05:32:00,-0.44,WSW,28.44,5.99,-0.33,,253.0,21.0,2.99,23.22,CLDNV,5043,-119.97707,39.64957
173,31.67,2018-08-02 05:42:00,-0.44,WNW,28.22,3.4,0.04,,284.0,21.0,1.92,23.67,CLDNV,5043,-119.97707,39.64957
174,31.67,2018-08-02 05:53:00,-0.44,WSW,28.06,10.19,-0.62,,251.0,20.0,3.62,23.67,CLDNV,5043,-119.97707,39.64957
