,date_time,T_water_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,20.67,GRIC1,90,-121.64611,39.36694
1,2018-08-01 00:15:00,20.72,GRIC1,90,-121.64611,39.36694
2,2018-08-01 00:30:00,20.72,GRIC1,90,-121.64611,39.36694
3,2018-08-01 00:45:00,20.72,GRIC1,90,-121.64611,39.36694
4,2018-08-01 01:00:00,20.72,GRIC1,90,-121.64611,39.36694
5,2018-08-01 01:15:00,20.72,GRIC1,90,-121.64611,39.36694
6,2018-08-01 01:30:00,20.72,GRIC1,90,-121.64611,39.36694
7,2018-08-01 01:45:00,20.72,GRIC1,90,-121.64611,39.36694
8,2018-08-01 02:00:00,20.72,GRIC1,90,-121.64611,39.36694
9,2018-08-01 02:15:00,20.67,GRIC1,90,-121.64611,39.36694
10,2018-08-01 02:30:00,20.67,GRIC1,90,-121.64611,39.36694
11,2018-08-01 02:45:00,20.61,GRIC1,90,-121.64611,39.36694
12,2018-08-01 03:00:00,20.56,GRIC1,90,-121.64611,39.36694
13,2018-08-01 03:15:00,20.56,GRIC1,90,-121.64611,39.36694
14,2018-08-01 03:30:00,20.5,GRIC1,90,-121.64611,39.36694
15,2018-08-01 03:45:00,20.44,GRIC1,90,-121.64611,39.36694
16,2018-08-01 04:00:00,20.39,GRIC1,90,-121.64611,39.36694
17,2018-08-01 04:15:00,20.33,GRIC1,90,-121.64611,39.36694
18,2018-08-01 04:30:00,20.28,GRIC1,90,-121.64611,39.36694
19,2018-08-01 04:45:00,20.17,GRIC1,90,-121.64611,39.36694
20,2018-08-01 05:00:00,20.17,GRIC1,90,-121.64611,39.36694
21,2018-08-01 05:15:00,20.11,GRIC1,90,-121.64611,39.36694
22,2018-08-01 05:30:00,20.06,GRIC1,90,-121.64611,39.36694
23,2018-08-01 05:45:00,20.0,GRIC1,90,-121.64611,39.36694
24,2018-08-01 06:00:00,19.94,GRIC1,90,-121.64611,39.36694
25,2018-08-01 06:15:00,19.89,GRIC1,90,-121.64611,39.36694
26,2018-08-01 06:30:00,19.83,GRIC1,90,-121.64611,39.36694
27,2018-08-01 06:45:00,19.78,GRIC1,90,-121.64611,39.36694
28,2018-08-01 07:00:00,19.72,GRIC1,90,-121.64611,39.36694
29,2018-08-01 07:15:00,19.72,GRIC1,90,-121.64611,39.36694
30,2018-08-01 07:30:00,19.67,GRIC1,90,-121.64611,39.36694
31,2018-08-01 07:45:00,19.67,GRIC1,90,-121.64611,39.36694
32,2018-08-01 08:00:00,19.61,GRIC1,90,-121.64611,39.36694
33,2018-08-01 08:15:00,19.61,GRIC1,90,-121.64611,39.36694
34,2018-08-01 08:30:00,19.56,GRIC1,90,-121.64611,39.36694
35,2018-08-01 08:45:00,19.56,GRIC1,90,-121.64611,39.36694
36,2018-08-01 09:00:00,19.5,GRIC1,90,-121.64611,39.36694
37,2018-08-01 09:15:00,19.5,GRIC1,90,-121.64611,39.36694
38,2018-08-01 09:30:00,19.44,GRIC1,90,-121.64611,39.36694
39,2018-08-01 09:45:00,19.39,GRIC1,90,-121.64611,39.36694
40,2018-08-01 10:00:00,19.33,GRIC1,90,-121.64611,39.36694
41,2018-08-01 10:15:00,19.28,GRIC1,90,-121.64611,39.36694
42,2018-08-01 10:30:00,19.22,GRIC1,90,-121.64611,39.36694
43,2018-08-01 10:45:00,19.22,GRIC1,90,-121.64611,39.36694
44,2018-08-01 11:00:00,19.17,GRIC1,90,-121.64611,39.36694
45,2018-08-01 11:15:00,19.11,GRIC1,90,-121.64611,39.36694
46,2018-08-01 11:30:00,19.06,GRIC1,90,-121.64611,39.36694
47,2018-08-01 11:45:00,19.0,GRIC1,90,-121.64611,39.36694
48,2018-08-01 12:00:00,18.94,GRIC1,90,-121.64611,39.36694
49,2018-08-01 12:15:00,18.94,GRIC1,90,-121.64611,39.36694
50,2018-08-01 12:30:00,18.89,GRIC1,90,-121.64611,39.36694
51,2018-08-01 12:45:00,18.83,GRIC1,90,-121.64611,39.36694
52,2018-08-01 13:00:00,18.78,GRIC1,90,-121.64611,39.36694
53,2018-08-01 13:15:00,18.72,GRIC1,90,-121.64611,39.36694
54,2018-08-01 13:30:00,18.67,GRIC1,90,-121.64611,39.36694
55,2018-08-01 13:45:00,18.67,GRIC1,90,-121.64611,39.36694
56,2018-08-01 14:00:00,18.56,GRIC1,90,-121.64611,39.36694
57,2018-08-01 14:15:00,18.56,GRIC1,90,-121.64611,39.36694
58,2018-08-01 14:30:00,18.56,GRIC1,90,-121.64611,39.36694
59,2018-08-01 14:45:00,18.5,GRIC1,90,-121.64611,39.36694
60,2018-08-01 15:00:00,18.5,GRIC1,90,-121.64611,39.36694
61,2018-08-01 15:15:00,18.5,GRIC1,90,-121.64611,39.36694
62,2018-08-01 15:30:00,18.5,GRIC1,90,-121.64611,39.36694
63,2018-08-01 15:45:00,18.5,GRIC1,90,-121.64611,39.36694
64,2018-08-01 16:00:00,18.5,GRIC1,90,-121.64611,39.36694
65,2018-08-01 16:15:00,18.5,GRIC1,90,-121.64611,39.36694
66,2018-08-01 16:30:00,18.5,GRIC1,90,-121.64611,39.36694
67,2018-08-01 16:45:00,18.5,GRIC1,90,-121.64611,39.36694
68,2018-08-01 17:00:00,18.5,GRIC1,90,-121.64611,39.36694
69,2018-08-01 17:15:00,18.56,GRIC1,90,-121.64611,39.36694
70,2018-08-01 17:30:00,18.56,GRIC1,90,-121.64611,39.36694
71,2018-08-01 17:45:00,18.61,GRIC1,90,-121.64611,39.36694
72,2018-08-01 18:00:00,18.67,GRIC1,90,-121.64611,39.36694
73,2018-08-01 18:15:00,18.72,GRIC1,90,-121.64611,39.36694
74,2018-08-01 18:30:00,18.72,GRIC1,90,-121.64611,39.36694
75,2018-08-01 18:45:00,18.78,GRIC1,90,-121.64611,39.36694
76,2018-08-01 19:00:00,18.83,GRIC1,90,-121.64611,39.36694
77,2018-08-01 19:15:00,18.94,GRIC1,90,-121.64611,39.36694
78,2018-08-01 19:30:00,19.0,GRIC1,90,-121.64611,39.36694
79,2018-08-01 19:45:00,19.11,GRIC1,90,-121.64611,39.36694
80,2018-08-01 20:00:00,19.17,GRIC1,90,-121.64611,39.36694
81,2018-08-01 20:15:00,19.22,GRIC1,90,-121.64611,39.36694
82,2018-08-01 20:30:00,19.33,GRIC1,90,-121.64611,39.36694
83,2018-08-01 20:45:00,19.39,GRIC1,90,-121.64611,39.36694
84,2018-08-01 21:00:00,19.44,GRIC1,90,-121.64611,39.36694
85,2018-08-01 21:15:00,19.56,GRIC1,90,-121.64611,39.36694
86,2018-08-01 21:30:00,19.61,GRIC1,90,-121.64611,39.36694
87,2018-08-01 21:45:00,19.67,GRIC1,90,-121.64611,39.36694
88,2018-08-01 22:00:00,19.72,GRIC1,90,-121.64611,39.36694
89,2018-08-01 22:15:00,19.78,GRIC1,90,-121.64611,39.36694
90,2018-08-01 22:30:00,19.83,GRIC1,90,-121.64611,39.36694
91,2018-08-01 22:45:00,19.89,GRIC1,90,-121.64611,39.36694
92,2018-08-01 23:00:00,19.94,GRIC1,90,-121.64611,39.36694
93,2018-08-01 23:15:00,20.0,GRIC1,90,-121.64611,39.36694
94,2018-08-01 23:30:00,20.06,GRIC1,90,-121.64611,39.36694
95,2018-08-01 23:45:00,20.06,GRIC1,90,-121.64611,39.36694
96,2018-08-02 00:00:00,20.11,GRIC1,90,-121.64611,39.36694
97,2018-08-02 00:15:00,20.17,GRIC1,90,-121.64611,39.36694
98,2018-08-02 00:30:00,20.17,GRIC1,90,-121.64611,39.36694
99,2018-08-02 00:45:00,20.22,GRIC1,90,-121.64611,39.36694
100,2018-08-02 01:00:00,20.22,GRIC1,90,-121.64611,39.36694
101,2018-08-02 01:15:00,20.28,GRIC1,90,-121.64611,39.36694
102,2018-08-02 01:30:00,20.28,GRIC1,90,-121.64611,39.36694
103,2018-08-02 01:45:00,20.28,GRIC1,90,-121.64611,39.36694
104,2018-08-02 02:00:00,20.28,GRIC1,90,-121.64611,39.36694
105,2018-08-02 02:15:00,20.22,GRIC1,90,-121.64611,39.36694
106,2018-08-02 02:30:00,20.22,GRIC1,90,-121.64611,39.36694
107,2018-08-02 02:45:00,20.17,GRIC1,90,-121.64611,39.36694
108,2018-08-02 03:00:00,20.06,GRIC1,90,-121.64611,39.36694
109,2018-08-02 03:15:00,20.0,GRIC1,90,-121.64611,39.36694
