,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,dew_point_temperature_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,SSE,0.03,4.03,166.35,30.44,0.01,22.27,SIBSV,8700,-120.271909,39.182151
1,2018-08-01 00:15:00,SSE,0.04,4.47,164.92,31.7,0.01,22.12,SIBSV,8700,-120.271909,39.182151
2,2018-08-01 00:30:00,SSE,0.03,4.98,165.06,32.51,0.01,22.28,SIBSV,8700,-120.271909,39.182151
3,2018-08-01 00:45:00,SSE,0.03,4.73,163.43,33.76,0.01,21.39,SIBSV,8700,-120.271909,39.182151
4,2018-08-01 01:00:00,SSE,0.04,5.1,165.0,34.46,0.01,21.48,SIBSV,8700,-120.271909,39.182151
5,2018-08-01 01:15:00,SSE,0.04,5.12,166.59,34.81,0.01,21.33,SIBSV,8700,-120.271909,39.182151
6,2018-08-01 01:30:00,SSE,0.04,5.66,167.39,37.29,0.01,20.83,SIBSV,8700,-120.271909,39.182151
7,2018-08-01 01:45:00,SSE,0.04,5.95,165.55,38.98,0.01,20.44,SIBSV,8700,-120.271909,39.182151
8,2018-08-01 02:00:00,SSE,0.04,6.07,165.76,40.92,0.01,19.79,SIBSV,8700,-120.271909,39.182151
9,2018-08-01 02:15:00,SSE,0.04,6.36,165.53,40.65,0.01,20.21,SIBSV,8700,-120.271909,39.182151
10,2018-08-01 02:30:00,SSE,0.03,6.37,165.38,42.69,0.01,19.44,SIBSV,8700,-120.271909,39.182151
11,2018-08-01 02:45:00,SSE,0.04,6.35,166.61,43.63,0.01,19.07,SIBSV,8700,-120.271909,39.182151
12,2018-08-01 03:00:00,SSE,0.03,6.45,165.59,44.62,0.01,18.82,SIBSV,8700,-120.271909,39.182151
13,2018-08-01 03:15:00,SSE,0.03,6.47,166.14,47.21,0.01,17.95,SIBSV,8700,-120.271909,39.182151
14,2018-08-01 03:30:00,SSE,0.03,6.42,162.61,48.44,0.01,17.48,SIBSV,8700,-120.271909,39.182151
15,2018-08-01 03:45:00,SSE,0.04,6.68,164.41,50.83,0.01,17.01,SIBSV,8700,-120.271909,39.182151
16,2018-08-01 04:00:00,SSE,0.03,6.89,162.35,52.85,0.01,16.62,SIBSV,8700,-120.271909,39.182151
17,2018-08-01 04:15:00,SSE,0.03,6.61,165.17,50.62,0.01,16.99,SIBSV,8700,-120.271909,39.182151
18,2018-08-01 04:30:00,SSE,0.04,5.94,163.34,47.44,0.01,17.29,SIBSV,8700,-120.271909,39.182151
19,2018-08-01 04:45:00,SSE,0.04,6.13,164.28,48.06,0.01,17.29,SIBSV,8700,-120.271909,39.182151
20,2018-08-01 05:00:00,SSE,0.04,5.59,165.12,46.34,0.01,17.28,SIBSV,8700,-120.271909,39.182151
21,2018-08-01 05:15:00,SSE,0.03,-0.29,164.72,28.99,0.01,18.11,SIBSV,8700,-120.271909,39.182151
22,2018-08-01 05:30:00,SSE,0.04,-1.85,164.5,25.4,0.01,18.39,SIBSV,8700,-120.271909,39.182151
23,2018-08-01 05:45:00,SSE,0.04,2.7,165.28,35.54,0.01,18.28,SIBSV,8700,-120.271909,39.182151
24,2018-08-01 06:00:00,SSE,0.04,3.71,164.86,38.33,0.01,18.21,SIBSV,8700,-120.271909,39.182151
25,2018-08-01 06:15:00,SSE,0.03,2.7,165.37,36.1,0.01,18.03,SIBSV,8700,-120.271909,39.182151
26,2018-08-01 06:30:00,SSE,0.03,3.59,164.8,38.94,0.01,17.83,SIBSV,8700,-120.271909,39.182151
27,2018-08-01 06:45:00,SSE,0.03,3.38,164.23,38.97,0.01,17.58,SIBSV,8700,-120.271909,39.182151
28,2018-08-01 07:00:00,SSE,0.03,1.77,164.53,34.75,0.01,17.59,SIBSV,8700,-120.271909,39.182151
29,2018-08-01 07:15:00,SSE,0.04,1.14,161.29,33.05,0.01,17.67,SIBSV,8700,-120.271909,39.182151
30,2018-08-01 07:30:00,SSE,0.03,-0.32,167.11,29.75,0.01,17.67,SIBSV,8700,-120.271909,39.182151
31,2018-08-01 07:45:00,SSE,0.03,-0.72,163.74,28.89,0.01,17.67,SIBSV,8700,-120.271909,39.182151
32,2018-08-01 08:00:00,SSE,0.04,2.21,166.73,36.17,0.01,17.46,SIBSV,8700,-120.271909,39.182151
33,2018-08-01 08:15:00,SSE,0.04,1.31,166.25,33.95,0.01,17.44,SIBSV,8700,-120.271909,39.182151
34,2018-08-01 08:30:00,SSE,0.04,1.61,163.48,34.92,0.01,17.34,SIBSV,8700,-120.271909,39.182151
35,2018-08-01 08:45:00,SSE,0.04,1.24,165.68,34.04,0.01,17.32,SIBSV,8700,-120.271909,39.182151
36,2018-08-01 09:00:00,SSE,0.03,0.07,165.62,31.06,0.01,17.43,SIBSV,8700,-120.271909,39.182151
37,2018-08-01 09:15:00,SSE,0.04,1.68,164.44,35.9,0.01,16.98,SIBSV,8700,-120.271909,39.182151
38,2018-08-01 09:30:00,SSE,0.04,3.67,164.73,42.27,0.01,16.63,SIBSV,8700,-120.271909,39.182151
39,2018-08-01 09:45:00,SSE,0.05,4.2,164.47,44.4,0.01,16.44,SIBSV,8700,-120.271909,39.182151
40,2018-08-01 10:00:00,SSE,0.03,3.97,164.04,43.7,0.01,16.43,SIBSV,8700,-120.271909,39.182151
41,2018-08-01 10:15:00,SSE,0.03,3.86,163.54,44.54,0.01,16.01,SIBSV,8700,-120.271909,39.182151
42,2018-08-01 10:30:00,SSE,0.05,3.9,164.47,45.3,0.01,15.8,SIBSV,8700,-120.271909,39.182151
43,2018-08-01 10:45:00,SSE,0.06,3.93,165.27,45.58,0.01,15.73,SIBSV,8700,-120.271909,39.182151
44,2018-08-01 11:00:00,SSE,0.04,4.61,164.98,48.01,0.01,15.66,SIBSV,8700,-120.271909,39.182151
45,2018-08-01 11:15:00,SSE,0.05,5.18,165.2,50.06,0.01,15.63,SIBSV,8700,-120.271909,39.182151
46,2018-08-01 11:30:00,SSE,0.05,5.1,165.23,50.4,0.01,15.43,SIBSV,8700,-120.271909,39.182151
