,date_time,wind_speed_set_1,soil_temp_set_1,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,heat_index_set_1d,wind_direction_set_1,wind_cardinal_direction_set_1d,relative_humidity_set_1,solar_radiation_set_1,evapotranspiration_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,0.62,27.17,25.91,0.0,41.3,90.0,E,68.0,275.18,0.254,32.56,CI012,130,-121.823,39.609
1,2018-08-01 01:00:00,0.51,27.39,24.58,0.0,36.73,105.0,ESE,70.0,139.07,0.0,30.67,CI012,130,-121.823,39.609
2,2018-08-01 02:00:00,0.51,27.56,24.71,0.0,33.38,152.0,SSE,80.0,32.22,0.0,28.5,CI012,130,-121.823,39.609
3,2018-08-01 03:00:00,0.57,27.61,23.93,0.0,,46.0,NE,89.0,2.12,0.0,25.89,CI012,130,-121.823,39.609
4,2018-08-01 04:00:00,0.51,27.61,23.46,0.0,,95.0,E,93.0,0.0,0.0,24.67,CI012,130,-121.823,39.609
5,2018-08-01 05:00:00,0.51,27.5,22.64,0.0,,86.0,E,94.0,0.0,0.0,23.67,CI012,130,-121.823,39.609
6,2018-08-01 06:00:00,0.57,27.39,21.25,0.0,,70.0,ENE,93.0,0.0,0.0,22.44,CI012,130,-121.823,39.609
7,2018-08-01 07:00:00,0.57,27.28,20.02,0.0,,89.0,E,91.0,0.0,0.0,21.56,CI012,130,-121.823,39.609
8,2018-08-01 08:00:00,0.51,27.11,19.47,0.0,,64.0,ENE,91.0,0.0,0.0,21.0,CI012,130,-121.823,39.609
9,2018-08-01 09:00:00,0.51,26.94,19.15,0.0,,75.0,ENE,93.0,0.0,0.0,20.33,CI012,130,-121.823,39.609
10,2018-08-01 10:00:00,0.51,26.78,18.39,0.0,,70.0,ENE,93.0,0.0,0.0,19.56,CI012,130,-121.823,39.609
11,2018-08-01 11:00:00,0.51,26.56,18.17,0.0,,47.0,NE,94.0,0.0,0.0,19.17,CI012,130,-121.823,39.609
12,2018-08-01 12:00:00,0.51,26.39,17.85,0.0,,112.0,ESE,95.0,0.0,0.0,18.67,CI012,130,-121.823,39.609
13,2018-08-01 13:00:00,0.51,26.22,17.51,0.0,,109.0,ESE,95.0,16.54,0.0,18.33,CI012,130,-121.823,39.609
14,2018-08-01 14:00:00,0.51,26.06,18.89,0.0,,90.0,E,95.0,112.36,0.0,19.72,CI012,130,-121.823,39.609
15,2018-08-01 15:00:00,0.93,25.89,16.94,0.0,,133.0,SE,67.0,275.18,0.254,23.44,CI012,130,-121.823,39.609
16,2018-08-01 16:00:00,1.29,25.78,15.82,0.0,,168.0,SSE,57.0,438.42,0.254,24.94,CI012,130,-121.823,39.609
17,2018-08-01 17:00:00,1.39,25.78,17.28,0.0,,174.0,S,57.0,571.55,0.508,26.5,CI012,130,-121.823,39.609
18,2018-08-01 18:00:00,1.65,25.83,17.93,0.0,28.96,204.0,SSW,54.0,679.25,0.508,28.11,CI012,130,-121.823,39.609
19,2018-08-01 19:00:00,1.7,26.0,18.36,0.0,30.89,183.0,S,50.0,752.18,0.762,29.89,CI012,130,-121.823,39.609
20,2018-08-01 20:00:00,1.95,26.28,17.66,0.0,32.01,181.0,S,44.0,782.7,0.762,31.33,CI012,130,-121.823,39.609
21,2018-08-01 21:00:00,1.75,26.56,19.03,0.0,33.55,172.0,S,46.0,678.82,0.762,32.06,CI012,130,-121.823,39.609
22,2018-08-01 22:00:00,1.75,26.89,19.62,0.0,34.24,178.0,S,47.0,558.83,0.508,32.33,CI012,130,-121.823,39.609
23,2018-08-01 23:00:00,1.49,27.22,20.15,0.0,34.43,189.0,S,49.0,425.27,0.508,32.17,CI012,130,-121.823,39.609
24,2018-08-02 00:00:00,1.18,27.44,20.49,0.0,33.54,189.0,S,53.0,257.37,0.254,31.17,CI012,130,-121.823,39.609
25,2018-08-02 01:00:00,0.62,27.61,22.92,0.0,32.6,130.0,SE,70.0,99.22,0.0,28.94,CI012,130,-121.823,39.609
26,2018-08-02 02:00:00,0.51,27.72,22.62,0.0,,82.0,E,82.0,25.02,0.0,25.94,CI012,130,-121.823,39.609
27,2018-08-02 03:00:00,0.57,27.72,21.56,0.0,,67.0,ENE,86.0,2.97,0.0,24.06,CI012,130,-121.823,39.609
28,2018-08-02 04:00:00,0.57,27.67,20.52,0.0,,74.0,ENE,86.0,0.0,0.0,23.0,CI012,130,-121.823,39.609
29,2018-08-02 05:00:00,0.51,27.56,19.62,0.0,,78.0,ENE,87.0,0.0,0.0,21.89,CI012,130,-121.823,39.609
30,2018-08-02 06:00:00,0.87,27.39,17.98,0.0,,170.0,S,77.0,0.0,0.0,22.22,CI012,130,-121.823,39.609
31,2018-08-02 07:00:00,0.67,27.22,17.36,0.0,,62.0,ENE,79.0,0.0,0.0,21.17,CI012,130,-121.823,39.609
32,2018-08-02 08:00:00,0.57,27.06,16.58,0.0,,79.0,E,83.0,0.0,0.0,19.56,CI012,130,-121.823,39.609
33,2018-08-02 09:00:00,0.51,26.83,16.39,0.0,,55.0,NE,87.0,0.0,0.0,18.61,CI012,130,-121.823,39.609
34,2018-08-02 10:00:00,0.62,26.61,16.11,0.0,,85.0,E,87.0,0.0,0.0,18.33,CI012,130,-121.823,39.609
35,2018-08-02 11:00:00,0.57,26.44,15.44,0.0,,65.0,ENE,86.0,0.0,0.0,17.83,CI012,130,-121.823,39.609
36,2018-08-02 12:00:00,0.51,26.28,15.04,0.0,,62.0,ENE,88.0,0.0,0.0,17.06,CI012,130,-121.823,39.609
37,2018-08-02 13:00:00,0.57,26.06,14.09,0.0,,51.0,NE,87.0,11.02,0.0,16.28,CI012,130,-121.823,39.609
38,2018-08-02 14:00:00,0.57,25.89,14.68,0.0,,113.0,ESE,86.0,67.42,0.0,17.06,CI012,130,-121.823,39.609
39,2018-08-02 15:00:00,1.29,25.67,14.34,0.0,,150.0,SSE,71.0,235.74,0.254,19.78,CI012,130,-121.823,39.609
40,2018-08-02 16:00:00,1.44,25.56,14.79,0.0,,163.0,SSE,64.0,379.9,0.254,21.94,CI012,130,-121.823,39.609
41,2018-08-02 17:00:00,1.34,25.5,15.83,0.0,,173.0,S,61.0,529.15,0.508,23.83,CI012,130,-121.823,39.609
42,2018-08-02 18:00:00,1.54,25.5,16.42,0.0,,199.0,SSW,59.0,527.03,0.508,25.0,CI012,130,-121.823,39.609
43,2018-08-02 19:00:00,1.59,25.61,16.37,0.0,,181.0,S,54.0,640.66,0.508,26.44,CI012,130,-121.823,39.609
44,2018-08-02 20:00:00,1.49,25.78,18.64,0.0,29.67,194.0,SSW,55.0,709.35,0.508,28.56,CI012,130,-121.823,39.609
45,2018-08-02 21:00:00,1.65,26.06,18.17,0.0,31.3,183.0,S,48.0,707.66,0.762,30.39,CI012,130,-121.823,39.609
46,2018-08-02 22:00:00,1.59,26.33,17.51,0.0,31.38,180.0,S,45.0,564.77,0.508,30.78,CI012,130,-121.823,39.609
47,2018-08-02 23:00:00,1.44,26.61,17.2,0.0,31.29,192.0,SSW,44.0,413.82,0.508,30.83,CI012,130,-121.823,39.609
48,2018-08-03 00:00:00,0.87,26.83,20.36,0.0,32.56,175.0,S,55.0,250.58,0.254,30.39,CI012,130,-121.823,39.609
49,2018-08-03 01:00:00,0.51,27.06,22.06,0.0,29.73,132.0,SE,73.0,78.02,0.0,27.33,CI012,130,-121.823,39.609
50,2018-08-03 02:00:00,0.51,27.11,20.85,0.0,,131.0,SE,81.0,25.02,0.0,24.33,CI012,130,-121.823,39.609
51,2018-08-03 03:00:00,0.57,27.11,20.35,0.0,,99.0,E,86.0,3.39,0.0,22.83,CI012,130,-121.823,39.609
52,2018-08-03 04:00:00,0.57,27.06,19.48,0.0,,86.0,E,88.0,0.0,0.0,21.56,CI012,130,-121.823,39.609
53,2018-08-03 05:00:00,0.62,26.94,17.98,0.0,,111.0,ESE,85.0,0.0,0.0,20.61,CI012,130,-121.823,39.609
