,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,volt_set_1,dew_point_temperature_set_1d,wind_direction_set_1,snow_depth_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
196,2018-08-09 04:00:00,WSW,1.76,12.87,1.94,242.8,,31.25,1.36,19.47,MSMED,6509,-122.43333,41.33556
197,2018-08-09 05:00:00,SSW,2.55,12.85,3.7,213.1,15.24,35.23,0.7,19.54,MSMED,6509,-122.43333,41.33556
198,2018-08-09 06:00:00,WSW,3.43,12.84,3.89,237.7,,38.19,0.58,18.47,MSMED,6509,-122.43333,41.33556
199,2018-08-09 07:00:00,WSW,1.96,12.83,5.68,244.2,,42.85,0.74,18.62,MSMED,6509,-122.43333,41.33556
200,2018-08-09 08:00:00,SW,2.84,12.81,4.99,220.2,,43.93,0.7,17.47,MSMED,6509,-122.43333,41.33556
201,2018-08-09 09:00:00,WSW,1.57,12.79,5.76,258.3,,49.18,0.63,16.53,MSMED,6509,-122.43333,41.33556
202,2018-08-09 10:00:00,WSW,2.16,12.77,5.39,245.6,,48.98,1.23,16.19,MSMED,6509,-122.43333,41.33556
203,2018-08-09 11:00:00,WSW,2.25,12.75,5.96,249.7,,54.37,1.33,15.18,MSMED,6509,-122.43333,41.33556
204,2018-08-09 12:00:00,WSW,2.35,12.75,6.03,245.0,,57.27,1.63,14.44,MSMED,6509,-122.43333,41.33556
205,2018-08-09 13:00:00,WSW,2.16,12.73,1.71,247.4,,42.12,1.63,14.52,MSMED,6509,-122.43333,41.33556
206,2018-08-09 14:00:00,WSW,2.16,12.62,2.4,242.7,,40.71,1.52,15.81,MSMED,6509,-122.43333,41.33556
207,2018-08-09 15:00:00,WSW,1.76,13.43,4.19,237.4,,31.19,0.83,22.06,MSMED,6509,-122.43333,41.33556
208,2018-08-09 16:00:00,SSW,1.57,13.9,5.36,211.8,,29.55,0.32,24.28,MSMED,6509,-122.43333,41.33556
209,2018-08-09 17:00:00,ESE,2.64,13.83,4.77,119.5,12.446,30.55,0.77,23.06,MSMED,6509,-122.43333,41.33556
210,2018-08-09 18:00:00,SSE,3.63,13.81,5.4,159.2,,30.55,0.9,23.78,MSMED,6509,-122.43333,41.33556
211,2018-08-09 19:00:00,E,4.21,13.79,2.44,89.8,,23.89,1.66,24.39,MSMED,6509,-122.43333,41.33556
212,2018-08-09 20:00:00,E,3.82,13.78,5.43,87.2,,28.53,1.62,24.94,MSMED,6509,-122.43333,41.33556
213,2018-08-09 21:00:00,E,3.43,13.79,6.02,82.5,,28.26,1.52,25.78,MSMED,6509,-122.43333,41.33556
214,2018-08-09 22:00:00,E,3.63,13.77,5.69,100.1,,26.71,1.08,26.33,MSMED,6509,-122.43333,41.33556
215,2018-08-09 23:00:00,ESE,2.25,13.74,3.77,110.2,14.986,23.82,0.75,26.0,MSMED,6509,-122.43333,41.33556
216,2018-08-10 00:00:00,E,2.74,13.56,4.58,91.0,,25.9,0.76,25.56,MSMED,6509,-122.43333,41.33556
217,2018-08-10 01:00:00,SE,1.28,13.28,4.02,128.1,,27.46,0.3,23.94,MSMED,6509,-122.43333,41.33556
218,2018-08-10 04:00:00,WSW,2.06,12.88,1.11,246.9,,29.43,1.52,19.47,MSMED,6509,-122.43333,41.33556
219,2018-08-10 05:00:00,WSW,2.06,12.86,0.73,245.4,8.636,30.91,1.51,18.26,MSMED,6509,-122.43333,41.33556
220,2018-08-10 06:00:00,WSW,1.96,12.85,4.58,245.9,,43.45,1.45,17.19,MSMED,6509,-122.43333,41.33556
221,2018-08-10 07:00:00,WSW,1.86,12.82,5.78,244.3,,49.25,1.45,16.53,MSMED,6509,-122.43333,41.33556
222,2018-08-10 08:00:00,WSW,1.86,12.82,5.49,256.2,,45.88,0.87,17.33,MSMED,6509,-122.43333,41.33556
223,2018-08-10 09:00:00,WSW,1.67,12.79,4.12,254.5,54.864,43.52,0.66,16.66,MSMED,6509,-122.43333,41.33556
224,2018-08-10 10:00:00,WSW,1.96,12.79,4.85,248.8,44.45,50.33,1.28,15.18,MSMED,6509,-122.43333,41.33556
225,2018-08-10 11:00:00,WSW,2.06,12.77,5.45,244.4,21.336,52.48,1.29,15.18,MSMED,6509,-122.43333,41.33556
226,2018-08-10 12:00:00,SW,1.67,12.75,4.36,228.2,91.694,44.41,0.64,16.61,MSMED,6509,-122.43333,41.33556
227,2018-08-10 13:00:00,WSW,1.28,12.74,2.97,249.1,47.752,41.71,0.5,16.06,MSMED,6509,-122.43333,41.33556
228,2018-08-10 14:00:00,W,1.47,12.61,3.08,275.7,81.788,40.43,0.54,16.67,MSMED,6509,-122.43333,41.33556
229,2018-08-10 15:00:00,S,1.57,13.58,3.13,173.2,1.016,29.44,0.31,21.78,MSMED,6509,-122.43333,41.33556
230,2018-08-10 16:00:00,ESE,1.86,13.97,1.3,123.3,,23.09,0.51,23.61,MSMED,6509,-122.43333,41.33556
231,2018-08-10 17:00:00,SE,2.55,13.86,2.08,124.1,,26.85,0.82,22.06,MSMED,6509,-122.43333,41.33556
232,2018-08-10 18:00:00,SE,2.74,13.88,5.85,134.4,,35.27,0.78,21.94,MSMED,6509,-122.43333,41.33556
233,2018-08-10 19:00:00,ESE,3.13,13.82,4.12,123.6,23.876,29.41,0.86,22.94,MSMED,6509,-122.43333,41.33556
234,2018-08-10 20:00:00,E,3.43,13.84,6.04,97.2,11.43,33.71,1.23,22.89,MSMED,6509,-122.43333,41.33556
235,2018-08-10 21:00:00,E,3.82,13.85,5.98,99.6,6286.5,32.24,1.36,23.56,MSMED,6509,-122.43333,41.33556
236,2018-08-10 22:00:00,E,5.2,13.93,3.64,79.0,,27.66,1.85,23.39,MSMED,6509,-122.43333,41.33556
237,2018-08-10 23:00:00,E,4.21,13.64,-2.97,90.5,58.928,15.28,1.44,25.22,MSMED,6509,-122.43333,41.33556
238,2018-08-11 00:00:00,ESE,3.63,13.34,0.84,118.1,5694.68,20.66,1.08,24.89,MSMED,6509,-122.43333,41.33556
239,2018-08-11 01:00:00,SE,3.43,13.05,2.33,146.0,22.606,27.26,0.77,22.11,MSMED,6509,-122.43333,41.33556
240,2018-08-11 02:00:00,SSE,2.55,12.79,3.31,161.1,,31.17,0.3,21.07,MSMED,6509,-122.43333,41.33556
241,2018-08-11 03:00:00,SW,1.18,12.86,3.48,214.2,7.874,34.69,0.18,19.54,MSMED,6509,-122.43333,41.33556
242,2018-08-11 04:00:00,SSW,2.55,12.87,-1.92,199.2,6.35,24.72,0.29,18.73,MSMED,6509,-122.43333,41.33556
243,2018-08-11 07:00:00,S,3.13,12.82,-4.42,174.0,4635.5,20.75,0.59,18.55,MSMED,6509,-122.43333,41.33556
244,2018-08-11 08:00:00,SSW,6.67,12.8,0.46,207.7,,28.77,0.84,19.09,MSMED,6509,-122.43333,41.33556
245,2018-08-11 09:00:00,S,3.33,12.76,-8.93,175.4,69.088,14.89,0.74,18.28,MSMED,6509,-122.43333,41.33556
246,2018-08-11 10:00:00,SSW,2.74,12.74,-4.91,203.3,21.082,23.24,0.36,16.19,MSMED,6509,-122.43333,41.33556
247,2018-08-11 11:00:00,SW,3.33,12.72,-6.39,214.9,20.066,20.41,0.48,16.46,MSMED,6509,-122.43333,41.33556
248,2018-08-11 13:00:00,WSW,1.57,12.69,-6.29,246.8,4630.42,22.91,0.68,14.79,MSMED,6509,-122.43333,41.33556
249,2018-08-11 14:00:00,SW,2.45,12.58,-7.14,223.6,84.836,19.41,0.44,16.34,MSMED,6509,-122.43333,41.33556
250,2018-08-11 15:00:00,S,2.45,14.14,-7.84,179.1,64.008,15.09,0.39,19.42,MSMED,6509,-122.43333,41.33556
251,2018-08-11 16:00:00,ESE,3.53,13.97,-4.17,105.6,47.244,19.46,1.01,19.86,MSMED,6509,-122.43333,41.33556
252,2018-08-11 17:00:00,E,3.82,13.97,-0.68,87.5,94.996,26.92,1.47,18.83,MSMED,6509,-122.43333,41.33556
253,2018-08-11 18:00:00,ENE,4.02,13.99,0.15,75.2,27.94,28.81,1.78,18.71,MSMED,6509,-122.43333,41.33556
254,2018-08-11 19:00:00,E,3.82,13.95,4.54,91.2,,38.77,1.45,18.96,MSMED,6509,-122.43333,41.33556
255,2018-08-11 20:00:00,ESE,3.53,13.93,2.98,104.1,,33.85,1.26,19.37,MSMED,6509,-122.43333,41.33556
256,2018-08-11 21:00:00,E,4.02,13.93,2.17,96.9,,30.02,1.35,20.37,MSMED,6509,-122.43333,41.33556
257,2018-08-11 22:00:00,ESE,3.72,13.91,0.26,116.5,8.636,23.89,0.92,21.83,MSMED,6509,-122.43333,41.33556
258,2018-08-11 23:00:00,E,5.1,13.79,0.15,80.4,19.558,23.36,1.41,22.06,MSMED,6509,-122.43333,41.33556
259,2018-08-12 00:00:00,E,4.12,13.52,0.6,97.0,,25.17,1.23,21.39,MSMED,6509,-122.43333,41.33556
260,2018-08-12 01:00:00,E,2.45,13.17,0.35,87.2,0.254,26.52,0.68,20.26,MSMED,6509,-122.43333,41.33556
261,2018-08-12 02:00:00,SSE,2.45,12.81,0.49,151.7,17.78,31.05,0.64,17.92,MSMED,6509,-122.43333,41.33556
262,2018-08-12 03:00:00,SSE,2.74,12.87,3.19,165.3,23.114,43.92,0.61,15.5,MSMED,6509,-122.43333,41.33556
263,2018-08-12 04:00:00,SSE,3.33,12.88,2.78,161.0,7.874,47.09,0.55,13.97,MSMED,6509,-122.43333,41.33556
264,2018-08-12 05:00:00,SSE,1.57,12.87,2.82,167.5,88.646,50.82,0.27,12.84,MSMED,6509,-122.43333,41.33556
265,2018-08-12 06:00:00,WSW,1.47,12.85,1.51,247.3,6286.5,49.74,0.72,11.76,MSMED,6509,-122.43333,41.33556
266,2018-08-12 07:00:00,WSW,1.28,12.82,1.86,240.8,,51.9,0.57,11.49,MSMED,6509,-122.43333,41.33556
267,2018-08-12 08:00:00,WSW,1.28,12.81,2.07,242.9,,53.8,0.68,11.17,MSMED,6509,-122.43333,41.33556
268,2018-08-12 09:00:00,WSW,1.57,12.78,2.54,244.1,5781.04,55.62,0.76,11.17,MSMED,6509,-122.43333,41.33556
269,2018-08-12 10:00:00,WSW,1.28,12.77,2.49,243.4,37.846,56.43,0.82,10.9,MSMED,6509,-122.43333,41.33556
270,2018-08-12 11:00:00,WSW,1.67,12.75,2.02,242.9,,52.92,1.12,11.37,MSMED,6509,-122.43333,41.33556
271,2018-08-12 12:00:00,WSW,1.67,12.74,3.27,239.1,,57.57,1.03,11.43,MSMED,6509,-122.43333,41.33556
272,2018-08-12 13:00:00,WSW,1.76,12.7,3.74,240.0,,59.73,1.2,11.37,MSMED,6509,-122.43333,41.33556
273,2018-08-12 14:00:00,SW,1.67,12.61,4.36,234.9,,59.93,0.9,11.97,MSMED,6509,-122.43333,41.33556
274,2018-08-12 15:00:00,S,2.16,14.22,3.58,181.0,,38.61,0.4,17.95,MSMED,6509,-122.43333,41.33556
275,2018-08-12 16:00:00,ESE,2.84,14.03,2.74,107.0,11.684,36.02,0.77,18.11,MSMED,6509,-122.43333,41.33556
276,2018-08-12 17:00:00,E,3.33,13.98,2.91,93.9,6286.5,35.41,1.12,18.57,MSMED,6509,-122.43333,41.33556
277,2018-08-12 18:00:00,E,4.8,13.99,2.99,81.8,6286.5,34.87,1.44,18.91,MSMED,6509,-122.43333,41.33556
278,2018-08-12 19:00:00,E,4.31,13.93,2.99,79.2,16.002,31.03,1.7,20.78,MSMED,6509,-122.43333,41.33556
279,2018-08-12 20:00:00,ESE,4.12,13.91,2.79,104.9,5765.8,32.44,1.55,19.83,MSMED,6509,-122.43333,41.33556
280,2018-08-12 21:00:00,ESE,4.7,13.91,3.53,105.1,,32.64,1.35,20.58,MSMED,6509,-122.43333,41.33556
281,2018-08-12 22:00:00,E,4.7,13.9,2.28,86.2,,27.06,1.56,22.17,MSMED,6509,-122.43333,41.33556
282,2018-08-12 23:00:00,ESE,4.12,13.83,0.61,102.6,,24.5,1.31,21.83,MSMED,6509,-122.43333,41.33556
283,2018-08-13 00:00:00,E,3.53,13.58,1.4,92.0,6.096,27.6,1.0,20.84,MSMED,6509,-122.43333,41.33556
284,2018-08-13 01:00:00,ESE,3.33,13.33,1.23,117.4,24.892,28.61,0.72,20.06,MSMED,6509,-122.43333,41.33556
285,2018-08-13 02:00:00,S,0.68,12.96,1.88,175.6,,32.46,0.12,18.79,MSMED,6509,-122.43333,41.33556
286,2018-08-13 03:00:00,W,0.78,12.89,0.35,265.2,,32.06,0.2,17.25,MSMED,6509,-122.43333,41.33556
287,2018-08-13 04:00:00,WSW,1.08,12.91,-0.9,240.6,,31.73,0.58,15.99,MSMED,6509,-122.43333,41.33556
288,2018-08-13 05:00:00,WSW,1.67,12.87,0.16,248.6,6.35,36.11,0.85,15.18,MSMED,6509,-122.43333,41.33556
289,2018-08-13 06:00:00,WSW,1.76,12.87,1.06,247.2,,41.11,1.22,14.18,MSMED,6509,-122.43333,41.33556
290,2018-08-13 07:00:00,WSW,1.67,12.85,0.82,245.4,,43.34,1.37,13.11,MSMED,6509,-122.43333,41.33556
291,2018-08-13 08:00:00,WSW,1.86,12.83,1.31,244.6,,45.09,1.31,13.04,MSMED,6509,-122.43333,41.33556
292,2018-08-13 09:00:00,WSW,1.67,12.81,1.02,241.2,3.81,45.96,1.18,12.43,MSMED,6509,-122.43333,41.33556
293,2018-08-13 10:00:00,SW,1.57,12.8,0.88,234.8,,45.29,0.97,12.5,MSMED,6509,-122.43333,41.33556
294,2018-08-13 11:00:00,WSW,1.76,12.79,-0.65,242.2,,38.96,0.99,13.11,MSMED,6509,-122.43333,41.33556
295,2018-08-13 12:00:00,WSW,1.76,12.75,-0.06,239.9,49.53,41.04,0.81,12.97,MSMED,6509,-122.43333,41.33556
296,2018-08-13 13:00:00,SW,1.47,12.74,0.34,218.5,,40.78,0.58,13.51,MSMED,6509,-122.43333,41.33556
297,2018-08-13 14:00:00,SW,1.28,12.6,1.45,220.5,,43.2,0.39,13.85,MSMED,6509,-122.43333,41.33556
298,2018-08-13 15:00:00,S,2.35,13.5,3.46,171.8,,35.45,0.39,19.17,MSMED,6509,-122.43333,41.33556
299,2018-08-13 16:00:00,SE,3.82,14.01,4.19,127.2,,36.97,0.66,19.32,MSMED,6509,-122.43333,41.33556
300,2018-08-13 17:00:00,ESE,4.31,13.94,1.81,112.4,6286.5,30.89,0.93,19.5,MSMED,6509,-122.43333,41.33556
301,2018-08-13 18:00:00,E,4.31,13.99,0.75,84.9,6286.5,29.22,1.7,19.18,MSMED,6509,-122.43333,41.33556
302,2018-08-13 19:00:00,E,4.8,13.91,0.08,95.9,6286.5,26.72,1.36,19.83,MSMED,6509,-122.43333,41.33556
303,2018-08-13 20:00:00,SE,3.92,13.88,-0.47,130.7,,23.69,1.25,21.11,MSMED,6509,-122.43333,41.33556
304,2018-08-13 21:00:00,ESE,4.9,13.96,-0.51,114.4,20.066,22.82,1.47,21.67,MSMED,6509,-122.43333,41.33556
305,2018-08-13 22:00:00,ESE,4.6,13.9,-2.03,105.7,10.16,20.33,1.38,21.72,MSMED,6509,-122.43333,41.33556
306,2018-08-13 23:00:00,SE,4.21,13.87,-2.69,125.6,45.72,18.44,1.01,22.5,MSMED,6509,-122.43333,41.33556
307,2018-08-14 00:00:00,SSE,2.94,13.54,-1.78,159.6,78.232,20.86,0.72,21.61,MSMED,6509,-122.43333,41.33556
308,2018-08-14 01:00:00,SSE,2.16,13.27,-1.23,165.0,,23.63,0.42,20.26,MSMED,6509,-122.43333,41.33556
309,2018-08-14 02:00:00,SSW,1.28,12.91,0.18,198.3,17.526,29.23,0.21,18.52,MSMED,6509,-122.43333,41.33556
310,2018-08-14 03:00:00,WSW,1.47,12.89,0.22,246.0,30.226,31.92,0.7,17.18,MSMED,6509,-122.43333,41.33556
311,2018-08-14 04:00:00,WSW,2.06,12.89,-1.09,250.9,35.052,32.27,1.2,15.52,MSMED,6509,-122.43333,41.33556
312,2018-08-14 05:00:00,WSW,2.06,12.89,-0.95,246.6,42.164,33.01,1.46,15.32,MSMED,6509,-122.43333,41.33556
313,2018-08-14 06:00:00,WSW,1.96,12.85,-0.18,245.4,25.654,36.79,1.5,14.51,MSMED,6509,-122.43333,41.33556
314,2018-08-14 07:00:00,WSW,1.96,12.84,0.3,246.8,57.658,40.84,1.51,13.44,MSMED,6509,-122.43333,41.33556
315,2018-08-14 08:00:00,WSW,1.96,12.83,0.38,247.5,33.274,41.79,1.53,13.18,MSMED,6509,-122.43333,41.33556
316,2018-08-14 09:00:00,WSW,1.86,12.81,0.04,247.4,68.834,39.9,1.23,13.51,MSMED,6509,-122.43333,41.33556
317,2018-08-14 10:00:00,WSW,1.96,12.79,-0.02,245.0,33.782,42.26,1.54,12.57,MSMED,6509,-122.43333,41.33556
318,2018-08-14 11:00:00,WSW,1.96,12.77,-0.31,247.3,46.736,41.92,1.63,12.37,MSMED,6509,-122.43333,41.33556
319,2018-08-14 12:00:00,WSW,1.96,12.75,-1.66,247.2,98.552,39.02,1.61,11.96,MSMED,6509,-122.43333,41.33556
320,2018-08-14 13:00:00,WSW,2.16,12.73,-2.28,245.7,89.916,38.28,1.71,11.56,MSMED,6509,-122.43333,41.33556
321,2018-08-14 14:00:00,WSW,2.06,12.58,-2.7,239.9,69.342,33.97,1.34,12.91,MSMED,6509,-122.43333,41.33556
322,2018-08-14 15:00:00,SSW,1.76,13.08,-0.13,206.0,58.928,28.51,0.67,18.56,MSMED,6509,-122.43333,41.33556
323,2018-08-14 16:00:00,SE,2.45,14.0,-1.25,144.7,3.048,22.29,0.58,21.17,MSMED,6509,-122.43333,41.33556
324,2018-08-14 17:00:00,ESE,2.64,13.92,-0.15,120.8,23.114,25.71,0.92,20.17,MSMED,6509,-122.43333,41.33556
325,2018-08-14 18:00:00,SE,3.92,13.93,-0.27,133.6,,24.84,0.89,20.58,MSMED,6509,-122.43333,41.33556
326,2018-08-14 19:00:00,ESE,3.72,13.87,-1.71,101.9,8.89,20.33,1.23,22.11,MSMED,6509,-122.43333,41.33556
327,2018-08-14 20:00:00,SE,3.33,13.83,-4.34,129.5,6286.5,16.01,1.08,22.78,MSMED,6509,-122.43333,41.33556
328,2018-08-14 21:00:00,ESE,4.02,13.85,-6.82,121.8,97.028,12.92,1.29,23.17,MSMED,6509,-122.43333,41.33556
329,2018-08-14 22:00:00,ESE,4.41,13.87,-7.33,104.7,5791.2,12.72,1.4,22.78,MSMED,6509,-122.43333,41.33556
330,2018-08-14 23:00:00,ESE,3.53,13.76,-7.2,111.2,57.404,12.59,1.25,23.11,MSMED,6509,-122.43333,41.33556
331,2018-08-15 00:00:00,SE,3.33,13.43,-8.3,125.4,,11.91,0.87,22.61,MSMED,6509,-122.43333,41.33556
332,2018-08-15 01:00:00,SSE,2.16,13.12,-7.12,163.9,,14.2,0.4,21.28,MSMED,6509,-122.43333,41.33556
333,2018-08-15 02:00:00,SW,1.67,12.79,-4.35,222.9,,19.53,0.31,19.59,MSMED,6509,-122.43333,41.33556
334,2018-08-15 03:00:00,SW,0.98,12.88,-2.97,227.7,30.734,23.77,0.44,18.12,MSMED,6509,-122.43333,41.33556
335,2018-08-15 04:00:00,WSW,1.37,12.89,-3.3,244.3,13.462,23.65,0.63,17.81,MSMED,6509,-122.43333,41.33556
336,2018-08-15 05:00:00,WSW,1.76,12.86,-3.15,248.1,12.192,25.53,1.14,16.79,MSMED,6509,-122.43333,41.33556
337,2018-08-15 06:00:00,WSW,1.86,12.84,-3.24,247.4,21.59,27.42,1.36,15.58,MSMED,6509,-122.43333,41.33556
338,2018-08-15 07:00:00,WSW,1.76,12.83,-2.11,250.5,58.674,25.2,1.01,18.21,MSMED,6509,-122.43333,41.33556
339,2018-08-15 08:00:00,WSW,1.76,12.8,-1.85,247.9,6286.5,30.92,1.08,15.32,MSMED,6509,-122.43333,41.33556
340,2018-08-15 09:00:00,WSW,1.86,12.77,-0.62,247.8,42.418,34.43,1.36,15.04,MSMED,6509,-122.43333,41.33556
341,2018-08-15 10:00:00,WSW,1.86,12.76,-0.77,246.8,32.004,34.36,1.45,14.91,MSMED,6509,-122.43333,41.33556
342,2018-08-15 11:00:00,WSW,1.67,12.73,-0.68,246.2,27.94,33.96,1.18,15.19,MSMED,6509,-122.43333,41.33556
343,2018-08-15 12:00:00,WSW,1.86,12.7,-0.44,242.0,,35.31,1.22,14.86,MSMED,6509,-122.43333,41.33556
344,2018-08-15 13:00:00,WSW,1.86,12.68,-0.96,244.6,40.894,33.7,1.17,14.99,MSMED,6509,-122.43333,41.33556
345,2018-08-15 14:00:00,WSW,1.67,12.55,-0.89,242.2,40.386,34.17,1.16,14.86,MSMED,6509,-122.43333,41.33556
346,2018-08-15 15:00:00,SW,1.47,12.98,1.29,225.2,25.4,29.78,0.76,19.49,MSMED,6509,-122.43333,41.33556
347,2018-08-15 16:00:00,SE,1.57,13.96,0.5,139.3,,23.57,0.38,22.33,MSMED,6509,-122.43333,41.33556
348,2018-08-15 17:00:00,ESE,2.64,13.85,0.09,120.8,6286.5,21.81,0.71,23.11,MSMED,6509,-122.43333,41.33556
349,2018-08-15 18:00:00,SE,2.35,13.87,1.68,129.4,6286.5,24.97,0.87,22.78,MSMED,6509,-122.43333,41.33556
350,2018-08-15 19:00:00,ESE,2.84,13.84,1.48,106.3,20.066,26.17,0.96,21.78,MSMED,6509,-122.43333,41.33556
351,2018-08-15 20:00:00,ESE,3.43,13.87,2.39,117.6,14.224,27.93,1.08,21.78,MSMED,6509,-122.43333,41.33556
352,2018-08-15 21:00:00,ESE,3.43,13.93,2.92,116.2,5.842,28.13,1.19,22.28,MSMED,6509,-122.43333,41.33556
353,2018-08-15 22:00:00,SE,4.7,13.88,0.93,124.0,,23.49,1.04,22.89,MSMED,6509,-122.43333,41.33556
354,2018-08-15 23:00:00,SE,4.51,13.81,-3.25,136.7,35.814,17.57,1.14,22.61,MSMED,6509,-122.43333,41.33556
355,2018-08-16 00:00:00,ESE,3.53,13.48,-2.02,102.3,29.21,19.79,0.91,22.17,MSMED,6509,-122.43333,41.33556
356,2018-08-16 01:00:00,S,1.86,13.14,-2.31,183.9,5786.12,21.54,0.33,20.46,MSMED,6509,-122.43333,41.33556
357,2018-08-16 02:00:00,SSW,0.88,12.79,-2.23,213.0,107.95,24.38,0.22,18.59,MSMED,6509,-122.43333,41.33556
358,2018-08-16 03:00:00,SW,1.08,12.87,-1.89,214.6,8.89,27.01,0.33,17.38,MSMED,6509,-122.43333,41.33556
359,2018-08-16 04:00:00,WSW,1.67,12.87,-2.06,244.2,14.478,28.77,1.03,16.19,MSMED,6509,-122.43333,41.33556
360,2018-08-16 05:00:00,WSW,1.86,12.85,-1.26,250.5,5.334,31.6,1.06,15.65,MSMED,6509,-122.43333,41.33556
361,2018-08-16 06:00:00,WSW,1.86,12.83,-1.26,246.3,36.576,34.16,1.48,14.44,MSMED,6509,-122.43333,41.33556
362,2018-08-16 07:00:00,WSW,1.86,12.82,-1.09,244.4,47.498,35.04,1.43,14.25,MSMED,6509,-122.43333,41.33556
363,2018-08-16 08:00:00,WSW,1.76,12.81,-1.84,240.2,24.892,32.28,1.08,14.66,MSMED,6509,-122.43333,41.33556
364,2018-08-16 09:00:00,WSW,1.47,12.78,-3.97,243.4,24.384,28.17,0.94,14.32,MSMED,6509,-122.43333,41.33556
365,2018-08-16 10:00:00,WSW,1.86,12.77,-2.93,241.4,4617.72,31.54,1.07,13.78,MSMED,6509,-122.43333,41.33556
366,2018-08-16 11:00:00,SSW,1.28,12.74,4.28,213.3,,49.81,0.65,14.73,MSMED,6509,-122.43333,41.33556
367,2018-08-16 12:00:00,S,1.76,12.74,4.6,185.3,,51.15,0.4,14.66,MSMED,6509,-122.43333,41.33556
368,2018-08-16 13:00:00,S,1.28,12.71,2.01,180.2,8.382,42.66,0.34,14.66,MSMED,6509,-122.43333,41.33556
369,2018-08-16 14:00:00,SW,1.96,12.64,1.69,234.8,,38.21,0.57,16.01,MSMED,6509,-122.43333,41.33556
370,2018-08-16 15:00:00,S,1.67,14.1,-2.84,175.1,6286.5,19.67,0.33,21.28,MSMED,6509,-122.43333,41.33556
371,2018-08-16 16:00:00,SE,2.35,13.95,-1.8,139.3,,23.36,0.63,19.77,MSMED,6509,-122.43333,41.33556
372,2018-08-16 17:00:00,SE,3.53,13.93,-1.6,127.0,92.456,24.43,0.75,19.29,MSMED,6509,-122.43333,41.33556
373,2018-08-16 18:00:00,SSE,3.13,14.05,-2.15,154.9,5811.52,22.01,0.86,20.31,MSMED,6509,-122.43333,41.33556
374,2018-08-16 19:00:00,ESE,5.2,13.91,-1.98,110.0,73.914,21.47,1.5,20.91,MSMED,6509,-122.43333,41.33556
375,2018-08-16 20:00:00,ESE,5.88,13.89,-4.34,119.2,102.362,17.7,1.48,21.17,MSMED,6509,-122.43333,41.33556
376,2018-08-16 21:00:00,ESE,5.0,13.91,-3.65,112.0,4650.74,19.18,1.5,20.71,MSMED,6509,-122.43333,41.33556
377,2018-08-16 22:00:00,E,4.41,13.93,-3.55,99.4,55.88,19.18,1.52,20.84,MSMED,6509,-122.43333,41.33556
378,2018-08-16 23:00:00,ESE,4.12,13.95,-2.09,119.5,4643.12,21.2,1.1,20.98,MSMED,6509,-122.43333,41.33556
379,2018-08-17 00:00:00,ESE,2.94,13.61,-1.46,104.0,2.032,23.56,0.81,20.04,MSMED,6509,-122.43333,41.33556
380,2018-08-17 01:00:00,SSE,1.47,13.3,0.8,149.3,,27.87,0.3,19.99,MSMED,6509,-122.43333,41.33556
381,2018-08-17 02:00:00,SSE,1.57,13.04,0.83,159.9,59.436,30.37,0.3,18.66,MSMED,6509,-122.43333,41.33556
382,2018-08-17 03:00:00,SW,0.88,12.87,0.78,218.8,88.138,32.4,0.29,17.58,MSMED,6509,-122.43333,41.33556
383,2018-08-17 04:00:00,WSW,1.18,12.9,0.68,255.0,6286.5,33.82,0.61,16.79,MSMED,6509,-122.43333,41.33556
384,2018-08-17 05:00:00,WSW,1.57,12.89,0.38,253.4,65.532,37.33,0.79,14.91,MSMED,6509,-122.43333,41.33556
385,2018-08-17 06:00:00,WSW,1.67,12.86,-1.52,256.8,,32.68,0.86,14.84,MSMED,6509,-122.43333,41.33556
386,2018-08-17 07:00:00,WSW,1.67,12.85,2.0,250.0,71.374,49.06,1.2,12.5,MSMED,6509,-122.43333,41.33556
387,2018-08-17 08:00:00,WSW,1.86,12.83,0.57,247.7,100.584,46.71,1.46,11.69,MSMED,6509,-122.43333,41.33556
388,2018-08-17 09:00:00,WSW,1.96,12.82,0.58,246.5,,47.58,1.47,11.42,MSMED,6509,-122.43333,41.33556
389,2018-08-17 10:00:00,WSW,1.86,12.79,-2.26,244.7,95.25,39.23,1.44,11.22,MSMED,6509,-122.43333,41.33556
390,2018-08-17 11:00:00,WSW,1.86,12.79,-7.31,246.8,114.046,25.28,1.32,12.1,MSMED,6509,-122.43333,41.33556
391,2018-08-17 12:00:00,WSW,1.76,12.77,-6.17,237.0,89.408,25.82,0.88,13.11,MSMED,6509,-122.43333,41.33556
392,2018-08-17 13:00:00,SW,1.47,12.76,-1.06,221.1,91.186,37.14,0.58,13.38,MSMED,6509,-122.43333,41.33556
393,2018-08-17 14:00:00,SW,1.57,12.61,-0.16,233.3,,38.28,0.79,13.92,MSMED,6509,-122.43333,41.33556
394,2018-08-17 15:00:00,SSW,1.28,13.66,0.4,212.1,,27.56,0.61,19.7,MSMED,6509,-122.43333,41.33556
395,2018-08-17 16:00:00,SE,2.55,14.0,2.9,126.1,0.762,33.19,0.5,19.59,MSMED,6509,-122.43333,41.33556
396,2018-08-17 17:00:00,ENE,3.82,13.99,1.28,73.5,69.342,31.03,1.57,18.83,MSMED,6509,-122.43333,41.33556
