,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,heat_index_set_1d,sea_level_pressure_set_1,sea_level_pressure_set_1d,ceiling_set_1,weather_condition_set_1d,air_temp_low_6_hour_set_1,air_temp_high_24_hour_set_1,cloud_layer_1_code_set_1,pressure_set_1d,pressure_tendency_set_1,metar_set_1,cloud_layer_2_code_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,air_temp_high_6_hour_set_1,date_time,dew_point_temperature_set_1d,visibility_set_1,dew_point_temperature_set_1,air_temp_low_24_hour_set_1,metar_origin_set_1,weather_cond_code_set_1,wind_direction_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
1206,101049.79,E,,31.77,,100968.39,,Haze,,,1.0,99785.6,,METAR KRBL 041950Z AUTO 09004KT 3 1/2SM HZ CLR 34/06 A2984,,17.62,2.06,34.0,,2018-08-04 19:50:00,6.18,3.5,,,,6.0,90.0,KRBL,348,-122.25222,40.15056
1207,101049.79,NNE,,32.06,101000.0,100966.85,,Haze,,,1.0,99785.6,,KRBL 041954Z AUTO 02004KT 4SM HZ CLR 34/05 A2984 RMK AO2 SLP100  T03440050,,16.08,2.06,34.4,,2018-08-04 19:54:00,5.2,4.0,5.0,,1.0,6.0,20.0,KRBL,348,-122.25222,40.15056
1208,101049.79,N,,31.69,,100968.39,,Haze,,,1.0,99785.6,,METAR KRBL 041955Z AUTO 01005KT 4SM HZ CLR 34/05 A2984,,16.44,2.57,34.0,,2018-08-04 19:55:00,5.19,4.0,,,,6.0,10.0,KRBL,348,-122.25222,40.15056
1209,101049.79,N,,32.62,,100964.54,,Haze,,,1.0,99785.6,,METAR KRBL 042000Z AUTO 00000KT 4SM HZ CLR 35/05 A2984,,15.56,0.0,35.0,,2018-08-04 20:00:00,5.22,4.0,,,,6.0,0.0,KRBL,348,-122.25222,40.15056
1210,101049.79,E,,32.62,,100964.54,,Haze,,,1.0,99785.6,,METAR KRBL 042005Z AUTO 10004KT 4SM HZ CLR 35/05 A2984,,15.56,2.06,35.0,,2018-08-04 20:05:00,5.22,4.0,,,,6.0,100.0,KRBL,348,-122.25222,40.15056
1211,101049.79,S,,31.53,,100968.4,,Haze,,,1.0,99785.6,,METAR KRBL 042010Z AUTO 18004KT 5SM HZ CLR 34/02 A2984,,13.31,2.06,34.0,,2018-08-04 20:10:00,2.23,5.0,,,,6.0,180.0,KRBL,348,-122.25222,40.15056
1212,101015.92,E,,32.54,,100930.69,,Haze,,,1.0,99752.15,,METAR KRBL 042015Z AUTO 09004KT 5SM HZ CLR 35/04 A2983,,14.51,2.06,35.0,,2018-08-04 20:15:00,4.24,5.0,,,,6.0,90.0,KRBL,348,-122.25222,40.15056
1213,101015.92,SE,,32.54,,100930.69,,Haze,,,1.0,99752.15,,METAR KRBL 042020Z AUTO 13005KT 5SM HZ CLR 35/04 A2983,,14.51,2.57,35.0,,2018-08-04 20:20:00,4.24,5.0,,,,6.0,130.0,KRBL,348,-122.25222,40.15056
1214,101015.92,E,,32.48,,100930.7,,Haze,,,1.0,99752.15,,METAR KRBL 042025Z AUTO 09005KT 5SM HZ CLR 35/03 A2983,,13.52,2.57,35.0,,2018-08-04 20:25:00,3.24,5.0,,,,6.0,90.0,KRBL,348,-122.25222,40.15056
1215,101015.92,ESE,,33.19,,100926.87,,Haze,,,1.0,99752.15,,METAR KRBL 042030Z AUTO 12006KT 6SM HZ CLR 36/02 A2983,,11.92,3.09,36.0,,2018-08-04 20:30:00,2.29,6.0,,,,6.0,120.0,KRBL,348,-122.25222,40.15056
1216,101015.92,SE,,33.19,,100926.87,,Haze,,,1.0,99752.15,,METAR KRBL 042035Z AUTO 13008KT 6SM HZ CLR 36/02 A2983,,11.92,4.12,36.0,,2018-08-04 20:35:00,2.29,6.0,,,,6.0,130.0,KRBL,348,-122.25222,40.15056
1217,101015.92,SE,,33.19,,100926.87,,Haze,,,1.0,99752.15,,METAR KRBL 042040Z AUTO 13006KT 6SM HZ CLR 36/02 A2983,,11.92,3.09,36.0,,2018-08-04 20:40:00,2.29,6.0,,,,6.0,130.0,KRBL,348,-122.25222,40.15056
1218,101015.92,SSE,,33.03,,100926.87,,Clear,,,1.0,99752.15,,METAR KRBL 042045Z AUTO 15007KT 7SM CLR 36/01 A2983,,11.09,3.6,36.0,,2018-08-04 20:45:00,1.29,7.0,,,,,150.0,KRBL,348,-122.25222,40.15056
1219,101015.92,SE,,32.21,,100930.7,,Clear,,,1.0,99752.15,,METAR KRBL 042050Z AUTO 14006KT 7SM CLR 35/01 A2983,,11.72,3.09,35.0,,2018-08-04 20:50:00,1.27,7.0,,,,,140.0,KRBL,348,-122.25222,40.15056
1220,101015.92,,,32.81,100960.0,100928.4,,Clear,,,1.0,99752.15,6017.0,KRBL 042054Z AUTO VRB04KT 7SM CLR 36/02 A2983 RMK AO2 SLP096  T03560017 56017,,11.92,2.06,35.6,,2018-08-04 20:54:00,1.97,7.0,1.7,,1.0,,,KRBL,348,-122.25222,40.15056
1221,101015.92,SE,,33.19,,100926.87,,Clear,,,1.0,99752.15,,METAR KRBL 042055Z AUTO 13009KT 7SM CLR 36/02 A2983,,11.92,4.63,36.0,,2018-08-04 20:55:00,2.29,7.0,,,,,130.0,KRBL,348,-122.25222,40.15056
1222,101015.92,SE,,33.19,,100926.87,,Haze,,,1.0,99752.15,,METAR KRBL 042100Z AUTO 14008KT 6SM HZ CLR 36/02 A2983,,11.92,4.12,36.0,,2018-08-04 21:00:00,2.29,6.0,,,,6.0,140.0,KRBL,348,-122.25222,40.15056
1223,101015.92,S,,33.19,,100926.87,,Clear,,,1.0,99752.15,,METAR KRBL 042105Z AUTO 17005KT 7SM CLR 36/02 A2983,,11.92,2.57,36.0,,2018-08-04 21:05:00,2.29,7.0,,,,,170.0,KRBL,348,-122.25222,40.15056
1224,100982.06,N,,33.19,,100893.05,,Clear,,,1.0,99718.72,,METAR KRBL 042110Z AUTO 00000KT 7SM CLR 36/02 A2982,,11.92,0.0,36.0,,2018-08-04 21:10:00,2.29,7.0,,,,,0.0,KRBL,348,-122.25222,40.15056
1225,100982.06,,,33.19,,100893.05,,Clear,,,1.0,99718.72,,METAR KRBL 042115Z AUTO 7SM CLR 36/02 A2982,,11.92,,36.0,,2018-08-04 21:15:00,2.29,7.0,,,,,,KRBL,348,-122.25222,40.15056
1226,100982.06,N,,33.19,,100893.05,,Clear,,,1.0,99718.72,,METAR KRBL 042120Z AUTO 00000KT 7SM CLR 36/02 A2982,,11.92,0.0,36.0,,2018-08-04 21:20:00,2.29,7.0,,,,,0.0,KRBL,348,-122.25222,40.15056
1227,100982.06,SSE,,33.03,,100893.05,,Clear,,,1.0,99718.72,,METAR KRBL 042125Z AUTO 16007KT 7SM CLR 36/01 A2982,,11.09,3.6,36.0,,2018-08-04 21:25:00,1.29,7.0,,,,,160.0,KRBL,348,-122.25222,40.15056
1228,100982.06,ESE,,33.03,,100893.05,,Clear,,,1.0,99718.72,,METAR KRBL 042130Z AUTO 12007KT 8SM CLR 36/01 A2982,,11.09,3.6,36.0,,2018-08-04 21:30:00,1.29,8.0,,,,,120.0,KRBL,348,-122.25222,40.15056
1229,100982.06,E,,33.03,,100893.05,,Clear,,,1.0,99718.72,,METAR KRBL 042135Z AUTO 10004KT 8SM CLR 36/01 A2982,,11.09,2.06,36.0,,2018-08-04 21:35:00,1.29,8.0,,,,,100.0,KRBL,348,-122.25222,40.15056
1230,100982.06,SE,,33.03,,100893.05,,Clear,,,1.0,99718.72,,METAR KRBL 042140Z AUTO 14008KT 8SM CLR 36/01 A2982,,11.09,4.12,36.0,,2018-08-04 21:40:00,1.29,8.0,,,,,140.0,KRBL,348,-122.25222,40.15056
1231,100982.06,SSE,,33.19,,100893.05,,Clear,,,1.0,99718.72,,METAR KRBL 042145Z AUTO 16003KT 8SM CLR 36/02 A2982,,11.92,1.54,36.0,,2018-08-04 21:45:00,2.29,8.0,,,,,160.0,KRBL,348,-122.25222,40.15056
1232,100948.2,S,,33.19,,100859.21,,Clear,,,1.0,99685.28,,METAR KRBL 042150Z AUTO 17004KT 8SM CLR 36/02 A2981,,11.92,2.06,36.0,,2018-08-04 21:50:00,2.29,8.0,,,,,170.0,KRBL,348,-122.25222,40.15056
1233,100948.2,E,,33.22,100900.0,100858.83,,Clear,,,1.0,99685.28,,KRBL 042154Z AUTO 10008KT 8SM CLR 36/02 A2981 RMK AO2 SLP090  T03610017,,11.6,4.12,36.1,,2018-08-04 21:54:00,1.99,8.0,1.7,,1.0,,100.0,KRBL,348,-122.25222,40.15056
1234,100948.2,E,,33.19,,100859.21,,Clear,,,1.0,99685.28,,METAR KRBL 042155Z AUTO 09007KT 8SM CLR 36/02 A2981,,11.92,3.6,36.0,,2018-08-04 21:55:00,2.29,8.0,,,,,90.0,KRBL,348,-122.25222,40.15056
1235,100948.2,SE,,33.19,,100859.21,,Clear,,,1.0,99685.28,,METAR KRBL 042200Z AUTO 13008KT 8SM CLR 36/02 A2981,,11.92,4.12,36.0,,2018-08-04 22:00:00,2.29,8.0,,,,,130.0,KRBL,348,-122.25222,40.15056
1236,100948.2,SE,,33.19,,100859.21,,Clear,,,1.0,99685.28,,METAR KRBL 042205Z AUTO 13006KT 8SM CLR 36/02 A2981,,11.92,3.09,36.0,,2018-08-04 22:05:00,2.29,8.0,,,,,130.0,KRBL,348,-122.25222,40.15056
1237,100948.2,E,,34.03,,100855.41,,Clear,,,1.0,99685.28,,METAR KRBL 042210Z AUTO 09007KT 8SM CLR 37/02 A2981,,11.28,3.6,37.0,,2018-08-04 22:10:00,2.31,8.0,,,,,90.0,KRBL,348,-122.25222,40.15056
1238,100948.2,SSE,,33.03,,100859.22,,Clear,,,1.0,99685.28,,METAR KRBL 042215Z AUTO 16009KT 8SM CLR 36/01 A2981,,11.09,4.63,36.0,,2018-08-04 22:15:00,1.29,8.0,,,,,160.0,KRBL,348,-122.25222,40.15056
1239,100948.2,ESE,,33.03,,100859.22,,Clear,,,1.0,99685.28,,METAR KRBL 042220Z AUTO 11005KT 8SM CLR 36/01 A2981,,11.09,2.57,36.0,,2018-08-04 22:20:00,1.29,8.0,,,,,110.0,KRBL,348,-122.25222,40.15056
1240,100914.33,SE,,34.03,,100821.57,,Clear,,,1.0,99651.83,,METAR KRBL 042225Z AUTO 13006KT 8SM CLR 37/02 A2980,,11.28,3.09,37.0,,2018-08-04 22:25:00,2.31,8.0,,,,,130.0,KRBL,348,-122.25222,40.15056
1241,100914.33,E,,33.19,,100825.37,,Clear,,,1.0,99651.83,,METAR KRBL 042230Z AUTO 10008KT 8SM CLR 36/02 A2980,,11.92,4.12,36.0,,2018-08-04 22:30:00,2.29,8.0,,,,,100.0,KRBL,348,-122.25222,40.15056
1242,100914.33,ESE,,34.03,,100821.57,,Clear,,,1.0,99651.83,,METAR KRBL 042235Z AUTO 12008KT 7SM CLR 37/02 A2980,,11.28,4.12,37.0,,2018-08-04 22:35:00,2.31,7.0,,,,,120.0,KRBL,348,-122.25222,40.15056
1243,100914.33,SSE,,33.19,,100825.37,,Haze,,,1.0,99651.83,,METAR KRBL 042240Z AUTO 16007KT 6SM HZ CLR 36/02 A2980,,11.92,3.6,36.0,,2018-08-04 22:40:00,2.29,6.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1244,100880.47,SE,,33.37,,100791.54,,Haze,,,1.0,99618.4,,METAR KRBL 042245Z AUTO 14011KT 6SM HZ CLR 36/03 A2979,,12.79,5.66,36.0,,2018-08-04 22:45:00,3.27,6.0,,,,6.0,140.0,KRBL,348,-122.25222,40.15056
1245,100880.47,SE,,34.2,,100787.74,,Haze,,,1.0,99618.4,,METAR KRBL 042250Z AUTO 14012KT 6SM HZ CLR 37/03 A2979,,12.11,6.17,37.0,,2018-08-04 22:50:00,3.3,6.0,,,,6.0,140.0,KRBL,348,-122.25222,40.15056
1246,100880.47,SE,,33.51,100830.0,100791.16,,Haze,,,1.0,99618.4,,KRBL 042254Z AUTO 14014KT 6SM HZ CLR 36/03 A2979 RMK AO2 SLP083  T03610033,,13.0,7.2,36.1,,2018-08-04 22:54:00,3.57,6.0,3.3,,1.0,6.0,140.0,KRBL,348,-122.25222,40.15056
1247,100880.47,SSE,,33.37,,100791.54,,Haze,,,1.0,99618.4,,METAR KRBL 042255Z AUTO 15015KT 6SM HZ CLR 36/03 A2979,,12.79,7.72,36.0,,2018-08-04 22:55:00,3.27,6.0,,,,6.0,150.0,KRBL,348,-122.25222,40.15056
1248,100880.47,SE,,33.47,,100791.54,,Clear,,,1.0,99618.4,,METAR KRBL 042300Z AUTO 14011KT 8SM CLR 36/04 A2979,,13.73,5.66,36.0,,2018-08-04 23:00:00,4.26,8.0,,,,,140.0,KRBL,348,-122.25222,40.15056
1249,100880.47,ESE,,34.5,,100787.73,,Clear,,,1.0,99618.4,,METAR KRBL 042305Z AUTO 12014KT 8SM CLR 37/05 A2979,,13.94,7.2,37.0,,2018-08-04 23:05:00,5.28,8.0,,,,,120.0,KRBL,348,-122.25222,40.15056
1250,100880.47,SSE,,34.62,,100787.73,,Clear,,,1.0,99618.4,,METAR KRBL 042310Z AUTO 16013KT 8SM CLR 37/06 A2979,,14.94,6.69,37.0,,2018-08-04 23:10:00,6.27,8.0,,,,,160.0,KRBL,348,-122.25222,40.15056
1251,100880.47,SSE,,33.78,,100791.53,,Clear,,,1.0,99618.4,,METAR KRBL 042315Z AUTO 16012KT 8SM CLR 36/07 A2979,,16.91,6.17,36.0,,2018-08-04 23:15:00,7.23,8.0,,,,,160.0,KRBL,348,-122.25222,40.15056
1252,100880.47,SSE,,33.93,,100791.52,,Clear,,,1.0,99618.4,,METAR KRBL 042320Z AUTO 15016KT 7SM CLR 36/08 A2979,,18.1,8.23,36.0,,2018-08-04 23:20:00,8.22,7.0,,,,,150.0,KRBL,348,-122.25222,40.15056
1253,100880.47,S,,33.78,,100791.53,,Haze,,,1.0,99618.4,,METAR KRBL 042325Z AUTO 17015KT 6SM HZ CLR 36/07 A2979,,16.91,7.72,36.0,,2018-08-04 23:25:00,7.23,6.0,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1254,100880.47,SSE,,33.78,,100791.53,,Haze,,,1.0,99618.4,,METAR KRBL 042330Z AUTO 16014KT 6SM HZ CLR 36/07 A2979,,16.91,7.2,36.0,,2018-08-04 23:30:00,7.23,6.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1255,100880.47,SSE,,33.78,,100791.53,,Haze,,,1.0,99618.4,,METAR KRBL 042335Z AUTO 15013KT 5SM HZ CLR 36/07 A2979,,16.91,6.69,36.0,,2018-08-04 23:35:00,7.23,5.0,,,,6.0,150.0,KRBL,348,-122.25222,40.15056
1256,100880.47,SSE,,33.66,,100791.53,,Haze,,,1.0,99618.4,,METAR KRBL 042340Z AUTO 16013KT 5SM HZ CLR 36/06 A2979,,15.78,6.69,36.0,,2018-08-04 23:40:00,6.24,5.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1257,100880.47,S,,33.56,,100791.54,,Haze,,,1.0,99618.4,,METAR KRBL 042345Z AUTO 17013KT 4SM HZ CLR 36/05 A2979,,14.72,6.69,36.0,,2018-08-04 23:45:00,5.25,4.0,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1258,100846.6,SSE,,33.56,,100757.69,,Haze,,,1.0,99584.95,,METAR KRBL 042350Z AUTO 16014KT 4SM HZ CLR 36/05 A2978,,14.72,7.2,36.0,,2018-08-04 23:50:00,5.25,4.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1259,100846.6,SSE,,33.59,100810.0,100757.31,,Haze,31.1,,1.0,99584.95,6015.0,KRBL 042354Z AUTO 15014KT 4SM HZ CLR 36/04 A2978 RMK AO2 SLP081  T03610044 10367 20311 56015,,14.04,7.2,36.1,36.7,2018-08-04 23:54:00,4.66,4.0,4.4,,1.0,6.0,150.0,KRBL,348,-122.25222,40.15056
1260,100846.6,SSE,,33.47,,100757.69,,Haze,,,406.0,99584.95,,METAR KRBL 042355Z AUTO 16015KT 4SM HZ FEW040 36/04 A2978,,13.73,7.72,36.0,,2018-08-04 23:55:00,4.26,4.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1261,100846.6,S,,33.66,,100757.69,,Haze,,,406.0,99584.95,,METAR KRBL 050000Z AUTO 17013KT 4SM HZ FEW040 36/06 A2978,,15.78,6.69,36.0,,2018-08-05 00:00:00,6.24,4.0,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1262,100846.6,S,,33.66,,100757.69,,Haze,,,406.0,99584.95,,METAR KRBL 050005Z AUTO 17014KT 3 1/2SM HZ FEW040 36/06 A2978,,15.78,7.2,36.0,,2018-08-05 00:05:00,6.24,3.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1263,100846.6,SSE,,33.66,,100757.69,,Haze,,,406.0,99584.95,,METAR KRBL 050010Z AUTO 15016KT 3 1/2SM HZ FEW040 36/06 A2978,,15.78,8.23,36.0,,2018-08-05 00:10:00,6.24,3.5,,,,6.0,150.0,KRBL,348,-122.25222,40.15056
1264,100846.6,SSE,,33.66,,100757.69,,Haze,,,396.0,99584.95,,METAR KRBL 050015Z AUTO 16015KT 4SM HZ FEW039 36/06 A2978,,15.78,7.72,36.0,,2018-08-05 00:15:00,6.24,4.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1265,100846.6,SSE,,33.78,,100757.68,,Haze,,,406.0,99584.95,,METAR KRBL 050020Z AUTO 15015KT 3 1/2SM HZ FEW040 36/07 A2978,,16.91,7.72,36.0,,2018-08-05 00:20:00,7.23,3.5,,,,6.0,150.0,KRBL,348,-122.25222,40.15056
1266,100846.6,S,,32.82,,100761.51,,Haze,,,386.0,99584.95,,METAR KRBL 050025Z AUTO 17016KT 3SM HZ FEW038 35/07 A2978,,17.86,8.23,35.0,,2018-08-05 00:25:00,7.2,3.0,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1267,100846.6,SSE,,32.82,,100761.51,,Haze,,,386.0,99584.95,,METAR KRBL 050030Z AUTO 16016KT 3SM HZ FEW038 35/07 A2978,,17.86,8.23,35.0,,2018-08-05 00:30:00,7.2,3.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1268,100846.6,SSE,,32.82,,100761.51,,Haze,,,386.0,99584.95,,METAR KRBL 050035Z AUTO 16015KT 3SM HZ FEW038 35/07 A2978,,17.86,7.72,35.0,,2018-08-05 00:35:00,7.2,3.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1269,100846.6,SSE,,31.86,,100765.36,,Haze,,,386.0,99584.95,,METAR KRBL 050040Z AUTO 16015KT 2 1/2SM HZ FEW038 34/07 A2978,,18.88,7.72,34.0,,2018-08-05 00:40:00,7.18,2.5,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1270,100846.6,SSE,,32.82,,100761.51,,Haze,,,386.0,99584.95,,METAR KRBL 050045Z AUTO 15015KT 2 1/2SM HZ FEW038 35/07 A2978,,17.86,7.72,35.0,,2018-08-05 00:45:00,7.2,2.5,,,,6.0,150.0,KRBL,348,-122.25222,40.15056
1271,100846.6,SSE,,32.84,,100761.51,,Haze,,,386.0,99584.95,,KRBL 050046Z AUTO 16015KT 2 1/2SM HZ FEW038 35/07 A2978 RMK AO2  T03500072,,18.11,7.72,35.0,,2018-08-05 00:46:00,7.4,2.5,7.2,,1.0,6.0,160.0,KRBL,348,-122.25222,40.15056
1272,100846.6,S,,32.82,,100761.51,,Haze,,,386.0,99584.95,,METAR KRBL 050050Z AUTO 17012KT 2 1/2SM HZ FEW038 35/07 A2978,,17.86,6.17,35.0,,2018-08-05 00:50:00,7.2,2.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1273,100846.6,S,,32.34,100790.0,100763.81,,Haze,,,386.0,99584.95,,KRBL 050054Z AUTO 17015KT 2 1/2SM HZ FEW038 34/08 A2978 RMK AO2  SLP079 T03440078,,19.5,7.72,34.4,,2018-08-05 00:54:00,7.98,2.5,7.8,,1.0,6.0,170.0,KRBL,348,-122.25222,40.15056
1274,100846.6,S,,31.98,,100765.35,,Haze,,,386.0,99584.95,,METAR KRBL 050055Z AUTO 17014KT 2 1/2SM HZ FEW038 34/08 A2978,,20.21,7.2,34.0,,2018-08-05 00:55:00,8.17,2.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1275,100846.6,SSE,,31.98,,100765.35,,Haze,,,1.0,99584.95,,METAR KRBL 050100Z AUTO 16016KT 3SM HZ CLR 34/08 A2978,,20.21,8.23,34.0,,2018-08-05 01:00:00,8.17,3.0,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1276,100812.74,S,,32.34,,100729.97,,Haze,,,1.0,99551.51,,KRBL 050104Z AUTO 17016KT 3SM HZ CLR 34/08 A2977 RMK AO2  T03440078,,19.5,8.23,34.4,,2018-08-05 01:04:00,7.98,3.0,7.8,,1.0,6.0,170.0,KRBL,348,-122.25222,40.15056
1277,100812.74,S,,31.98,,100731.51,,Haze,,,1.0,99551.51,,METAR KRBL 050105Z AUTO 17016KT 3SM HZ CLR 34/08 A2977,,20.21,8.23,34.0,,2018-08-05 01:05:00,8.17,3.0,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1278,100846.6,S,,31.98,,100765.35,,Haze,,,1.0,99584.95,,METAR KRBL 050110Z AUTO 17014KT 2 1/2SM HZ CLR 34/08 A2978,,20.21,7.2,34.0,,2018-08-05 01:10:00,8.17,2.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1279,100812.74,SSE,,31.93,,100731.9,,Haze,,,1.0,99551.51,,KRBL 050112Z AUTO 16015KT 2 1/2SM HZ CLR 34/08 A2977 RMK AO2  T03390083,,20.75,7.72,33.9,,2018-08-05 01:12:00,8.47,2.5,8.3,,1.0,6.0,160.0,KRBL,348,-122.25222,40.15056
1280,100812.74,SSE,,31.98,,100731.51,,Haze,,,1.0,99551.51,,METAR KRBL 050115Z AUTO 16014KT 2 1/2SM HZ CLR 34/08 A2977,,20.21,7.2,34.0,,2018-08-05 01:15:00,8.17,2.5,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1281,100812.74,S,,31.98,,100731.51,,Haze,,,1.0,99551.51,,METAR KRBL 050120Z AUTO 17012KT 2 1/2SM HZ CLR 34/08 A2977,,20.21,6.17,34.0,,2018-08-05 01:20:00,8.17,2.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1282,100846.6,SSE,,31.98,,100765.35,,Haze,,,1.0,99584.95,,METAR KRBL 050125Z AUTO 16011KT 2 1/2SM HZ CLR 34/08 A2978,,20.21,5.66,34.0,,2018-08-05 01:25:00,8.17,2.5,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1283,100846.6,SSE,,31.04,,100769.23,,Haze,,,1.0,99584.95,,METAR KRBL 050130Z AUTO 16011KT 2 1/2SM HZ CLR 33/08 A2978,,21.37,5.66,33.0,,2018-08-05 01:30:00,8.14,2.5,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1284,100846.6,SSE,,31.17,,100769.22,,Haze,,,1.0,99584.95,,METAR KRBL 050135Z AUTO 16011KT 2 1/2SM HZ CLR 33/09 A2978,,22.87,5.66,33.0,,2018-08-05 01:35:00,9.14,2.5,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1285,100846.6,S,,31.17,,100769.22,,Haze,,,252.0,99584.95,,METAR KRBL 050140Z AUTO 17009KT 2 1/2SM HZ SCT025 33/09 A2978,,22.87,4.63,33.0,,2018-08-05 01:40:00,9.14,2.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1286,100846.6,S,,31.17,,100769.22,,Haze,,,252.0,99584.95,,METAR KRBL 050145Z AUTO 18011KT 2 1/2SM HZ SCT025 33/09 A2978,,22.87,5.66,33.0,,2018-08-05 01:45:00,9.14,2.5,,,,6.0,180.0,KRBL,348,-122.25222,40.15056
1287,100846.6,S,,31.17,,100769.22,,Haze,,,242.0,99584.95,,METAR KRBL 050150Z AUTO 18013KT 2 1/2SM HZ SCT024 33/09 A2978,,22.87,6.69,33.0,,2018-08-05 01:50:00,9.14,2.5,,,,6.0,180.0,KRBL,348,-122.25222,40.15056
1288,100846.6,S,,30.97,100790.0,100770.0,,Haze,,,246.0,99584.95,,KRBL 050154Z AUTO 17012KT 2 1/2SM HZ FEW024 33/09 A2978 RMK AO2  SLP079 T03280089,,22.97,6.17,32.8,,2018-08-05 01:54:00,9.03,2.5,8.9,,1.0,6.0,170.0,KRBL,348,-122.25222,40.15056
1289,100846.6,S,,31.17,,100769.22,,Haze,,,246.0,99584.95,,METAR KRBL 050155Z AUTO 17012KT 2 1/2SM HZ FEW024 33/09 A2978,,22.87,6.17,33.0,,2018-08-05 01:55:00,9.14,2.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1290,100846.6,S,,31.17,,100769.22,,Haze,,,242.0,99584.95,,METAR KRBL 050200Z AUTO 17010KT 2 1/2SM HZ SCT024 33/09 A2978,,22.87,5.14,33.0,,2018-08-05 02:00:00,9.14,2.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1291,100846.6,S,,31.17,,100769.22,731.52,Haze,,,243.0,99584.95,,METAR KRBL 050205Z AUTO 17008KT 2 1/2SM HZ BKN024 33/09 A2978,,22.87,4.12,33.0,,2018-08-05 02:05:00,9.14,2.5,,,,6.0,170.0,KRBL,348,-122.25222,40.15056
1292,100846.6,SSW,,30.25,,100773.12,731.52,Haze,,,243.0,99584.95,,METAR KRBL 050210Z AUTO 20005KT 2 1/2SM HZ BKN024 32/09 A2978 RMK AO2  T03220094,,24.2,2.57,32.0,,2018-08-05 02:10:00,9.12,2.5,9.4,,1.0,6.0,200.0,KRBL,348,-122.25222,40.15056
1293,100880.47,SSE,,30.25,,100806.97,792.48,Haze,,,263.0,99618.4,,METAR KRBL 050215Z AUTO 16005KT 2 1/2SM HZ BKN026 32/09 A2979,,24.2,2.57,32.0,,2018-08-05 02:15:00,9.12,2.5,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1294,100880.47,SSE,,30.39,,100806.96,792.48,Haze,,,263.0,99618.4,,METAR KRBL 050220Z AUTO 16005KT 2 1/2SM HZ BKN026 32/10 A2979,,25.88,2.57,32.0,,2018-08-05 02:20:00,10.11,2.5,,,,6.0,160.0,KRBL,348,-122.25222,40.15056
1295,100880.47,SSW,,30.39,,100806.96,792.48,Haze,,,264.0,99618.4,,METAR KRBL 050225Z AUTO 20005KT 2 1/2SM HZ OVC026 32/10 A2979,,25.88,2.57,32.0,,2018-08-05 02:25:00,10.11,2.5,,,,6.0,200.0,KRBL,348,-122.25222,40.15056
1296,100880.47,S,,30.39,,100806.96,762.0,Haze,,,254.0,99618.4,,METAR KRBL 050230Z AUTO 19004KT 2 1/2SM HZ OVC025 32/10 A2979,,25.88,2.06,32.0,,2018-08-05 02:30:00,10.11,2.5,,,,6.0,190.0,KRBL,348,-122.25222,40.15056
1297,100880.47,N,,30.39,,100806.96,762.0,Haze,,,254.0,99618.4,,METAR KRBL 050235Z AUTO 00000KT 2 1/2SM HZ OVC025 32/10 A2979,,25.88,0.0,32.0,,2018-08-05 02:35:00,10.11,2.5,,,,6.0,0.0,KRBL,348,-122.25222,40.15056
1298,100880.47,N,,29.51,,100810.89,762.0,Haze,,,254.0,99618.4,,METAR KRBL 050240Z AUTO 00000KT 2 1/2SM HZ OVC025 31/10 A2979,,27.38,0.0,31.0,,2018-08-05 02:40:00,10.09,2.5,,,,6.0,0.0,KRBL,348,-122.25222,40.15056
