,date_time,wind_speed_set_1,soil_temp_set_1,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,heat_index_set_1d,wind_direction_set_1,wind_cardinal_direction_set_1d,relative_humidity_set_1,solar_radiation_set_1,evapotranspiration_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,4.06,22.61,8.22,0.0,28.26,342.0,NNW,26.0,180.62,0.254,29.72,CI225,2733,-122.83813,41.57778
1,2018-08-01 01:00:00,4.01,22.61,6.88,0.0,29.17,347.0,NNW,22.0,196.31,0.254,31.0,CI225,2733,-122.83813,41.57778
2,2018-08-01 02:00:00,2.83,22.56,9.6,0.0,27.39,339.0,NNW,31.0,57.24,0.0,28.33,CI225,2733,-122.83813,41.57778
3,2018-08-01 03:00:00,2.26,22.5,10.91,0.0,,349.0,N,41.0,5.09,0.0,25.11,CI225,2733,-122.83813,41.57778
4,2018-08-01 04:00:00,1.44,22.44,11.02,0.0,,74.0,ENE,44.0,0.0,0.0,24.06,CI225,2733,-122.83813,41.57778
5,2018-08-01 05:00:00,1.49,22.28,11.74,0.0,,106.0,ESE,61.0,0.0,0.0,19.5,CI225,2733,-122.83813,41.57778
6,2018-08-01 06:00:00,1.23,22.11,10.69,0.0,,100.0,E,61.0,0.0,0.0,18.39,CI225,2733,-122.83813,41.57778
7,2018-08-01 07:00:00,0.87,21.94,10.91,0.0,,83.0,E,71.0,0.0,0.0,16.22,CI225,2733,-122.83813,41.57778
8,2018-08-01 08:00:00,1.23,21.78,10.12,0.0,,18.0,NNE,71.0,0.0,0.0,15.39,CI225,2733,-122.83813,41.57778
9,2018-08-01 09:00:00,0.82,21.56,9.96,0.0,,176.0,S,76.0,0.0,0.0,14.17,CI225,2733,-122.83813,41.57778
10,2018-08-01 10:00:00,1.03,21.39,9.95,0.0,,109.0,ESE,79.0,0.0,0.0,13.56,CI225,2733,-122.83813,41.57778
11,2018-08-01 11:00:00,0.77,21.22,9.71,0.0,,343.0,NNW,86.0,0.0,0.0,12.0,CI225,2733,-122.83813,41.57778
12,2018-08-01 12:00:00,0.67,21.06,9.46,0.0,,103.0,ESE,90.0,0.0,0.0,11.06,CI225,2733,-122.83813,41.57778
13,2018-08-01 13:00:00,0.87,20.83,8.52,0.0,,89.0,E,88.0,16.54,0.0,10.44,CI225,2733,-122.83813,41.57778
14,2018-08-01 14:00:00,0.62,20.67,9.62,0.0,,257.0,WSW,88.0,89.89,0.0,11.56,CI225,2733,-122.83813,41.57778
15,2018-08-01 15:00:00,0.72,20.56,10.84,0.0,,253.0,WSW,75.0,217.94,0.254,15.28,CI225,2733,-122.83813,41.57778
16,2018-08-01 16:00:00,0.98,20.44,10.7,0.0,,240.0,WSW,59.0,393.05,0.254,18.94,CI225,2733,-122.83813,41.57778
17,2018-08-01 17:00:00,1.44,20.44,11.5,0.0,,205.0,SSW,52.0,563.92,0.508,21.83,CI225,2733,-122.83813,41.57778
18,2018-08-01 18:00:00,1.39,20.56,11.73,0.0,,190.0,S,43.0,663.14,0.508,25.22,CI225,2733,-122.83813,41.57778
19,2018-08-01 19:00:00,1.49,20.78,11.38,0.0,27.58,187.0,S,35.0,741.58,0.762,28.28,CI225,2733,-122.83813,41.57778
20,2018-08-01 20:00:00,1.7,21.06,9.7,0.0,29.84,233.0,SW,26.0,744.12,0.762,31.44,CI225,2733,-122.83813,41.57778
21,2018-08-01 21:00:00,1.9,21.44,8.57,0.0,31.09,21.0,NNE,22.0,735.64,0.762,33.0,CI225,2733,-122.83813,41.57778
22,2018-08-01 22:00:00,2.06,21.83,4.81,0.0,31.66,329.0,NNW,16.0,625.82,0.762,34.0,CI225,2733,-122.83813,41.57778
23,2018-08-01 23:00:00,3.76,22.22,6.4,0.0,31.69,326.0,NW,18.0,485.06,0.508,33.89,CI225,2733,-122.83813,41.57778
24,2018-08-02 00:00:00,4.73,22.5,6.3,0.0,30.71,316.0,NW,19.0,373.12,0.508,32.83,CI225,2733,-122.83813,41.57778
25,2018-08-02 01:00:00,4.12,22.67,8.38,0.0,29.54,327.0,NNW,24.0,233.62,0.254,31.28,CI225,2733,-122.83813,41.57778
26,2018-08-02 02:00:00,4.06,22.72,5.37,0.0,27.68,313.0,NW,22.0,93.7,0.254,29.22,CI225,2733,-122.83813,41.57778
27,2018-08-02 03:00:00,3.04,22.67,7.85,0.0,,350.0,N,31.0,6.78,0.0,26.33,CI225,2733,-122.83813,41.57778
28,2018-08-02 04:00:00,1.44,22.56,8.54,0.0,,65.0,ENE,40.0,0.0,0.0,22.89,CI225,2733,-122.83813,41.57778
29,2018-08-02 05:00:00,1.44,22.39,8.5,0.0,,90.0,E,49.0,0.0,0.0,19.56,CI225,2733,-122.83813,41.57778
30,2018-08-02 06:00:00,1.39,22.17,8.49,0.0,,130.0,SE,60.0,0.0,0.0,16.33,CI225,2733,-122.83813,41.57778
31,2018-08-02 07:00:00,1.23,22.0,8.72,0.0,,106.0,ESE,68.0,0.0,0.0,14.61,CI225,2733,-122.83813,41.57778
32,2018-08-02 08:00:00,0.82,21.78,8.09,0.0,,17.0,NNE,71.0,0.0,0.0,13.28,CI225,2733,-122.83813,41.57778
33,2018-08-02 09:00:00,0.67,21.56,7.72,0.0,,171.0,S,75.0,0.0,0.0,12.06,CI225,2733,-122.83813,41.57778
34,2018-08-02 10:00:00,0.98,21.33,7.21,0.0,,77.0,ENE,76.0,0.0,0.0,11.33,CI225,2733,-122.83813,41.57778
35,2018-08-02 11:00:00,0.87,21.11,6.93,0.0,,210.0,SSW,82.0,0.0,0.0,9.89,CI225,2733,-122.83813,41.57778
36,2018-08-02 12:00:00,1.03,20.89,7.14,0.0,,123.0,ESE,86.0,0.0,0.0,9.39,CI225,2733,-122.83813,41.57778
37,2018-08-02 13:00:00,0.77,20.72,6.94,0.0,,82.0,E,89.0,17.81,0.0,8.67,CI225,2733,-122.83813,41.57778
38,2018-08-02 14:00:00,1.03,20.5,7.4,0.0,,318.0,NW,85.0,115.33,0.0,9.83,CI225,2733,-122.83813,41.57778
39,2018-08-02 15:00:00,0.93,20.33,8.3,0.0,,234.0,SW,68.0,265.42,0.254,14.17,CI225,2733,-122.83813,41.57778
40,2018-08-02 16:00:00,1.13,20.22,7.42,0.0,,256.0,WSW,50.0,416.79,0.254,18.06,CI225,2733,-122.83813,41.57778
41,2018-08-02 17:00:00,1.34,20.22,6.25,0.0,,237.0,WSW,37.0,577.91,0.508,21.61,CI225,2733,-122.83813,41.57778
42,2018-08-02 18:00:00,1.44,20.28,7.44,0.0,,214.0,SW,33.0,713.59,0.508,24.83,CI225,2733,-122.83813,41.57778
43,2018-08-02 19:00:00,2.01,20.5,6.32,0.0,27.01,243.0,WSW,25.0,803.06,0.762,28.17,CI225,2733,-122.83813,41.57778
44,2018-08-02 20:00:00,2.98,20.78,3.27,0.0,28.27,343.0,NNW,18.0,789.06,0.762,30.11,CI225,2733,-122.83813,41.57778
45,2018-08-02 21:00:00,2.73,21.17,3.43,0.0,29.22,340.0,NNW,17.0,734.79,0.762,31.28,CI225,2733,-122.83813,41.57778
46,2018-08-02 22:00:00,4.17,21.56,4.03,0.0,29.85,320.0,NW,17.0,643.63,0.762,32.0,CI225,2733,-122.83813,41.57778
47,2018-08-02 23:00:00,4.78,21.89,3.98,0.0,29.8,321.0,NW,17.0,513.04,0.508,31.94,CI225,2733,-122.83813,41.57778
48,2018-08-03 00:00:00,5.66,22.17,3.78,0.0,28.77,315.0,NW,18.0,360.82,0.508,30.72,CI225,2733,-122.83813,41.57778
49,2018-08-03 01:00:00,5.76,22.28,4.57,0.0,27.53,322.0,NW,21.0,192.07,0.254,29.06,CI225,2733,-122.83813,41.57778
