,date_time,precip_accum_set_1,snow_depth_set_1,air_temp_set_1,snow_water_equiv_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,782.32,,24.4,,ICPC1,6979,-120.29367,39.45269
1,2018-08-01 01:00:00,782.32,,23.3,,ICPC1,6979,-120.29367,39.45269
2,2018-08-01 02:00:00,782.32,,21.9,,ICPC1,6979,-120.29367,39.45269
3,2018-08-01 03:00:00,784.86,4775.2,20.8,,ICPC1,6979,-120.29367,39.45269
4,2018-08-01 04:00:00,784.86,,18.0,,ICPC1,6979,-120.29367,39.45269
5,2018-08-01 05:00:00,784.86,0.0,17.0,,ICPC1,6979,-120.29367,39.45269
6,2018-08-01 06:00:00,787.4,,15.9,,ICPC1,6979,-120.29367,39.45269
7,2018-08-01 07:00:00,787.4,0.0,14.2,,ICPC1,6979,-120.29367,39.45269
8,2018-08-01 08:00:00,787.4,0.0,13.6,,ICPC1,6979,-120.29367,39.45269
9,2018-08-01 09:00:00,787.4,0.0,13.6,,ICPC1,6979,-120.29367,39.45269
10,2018-08-01 10:00:00,787.4,0.0,13.0,,ICPC1,6979,-120.29367,39.45269
11,2018-08-01 11:00:00,787.4,0.0,12.5,,ICPC1,6979,-120.29367,39.45269
12,2018-08-01 12:00:00,789.94,0.0,11.0,,ICPC1,6979,-120.29367,39.45269
13,2018-08-01 13:00:00,789.94,0.0,10.6,,ICPC1,6979,-120.29367,39.45269
14,2018-08-01 14:00:00,789.94,0.0,11.4,,ICPC1,6979,-120.29367,39.45269
15,2018-08-01 15:00:00,789.94,0.0,15.0,,ICPC1,6979,-120.29367,39.45269
16,2018-08-01 16:00:00,789.94,0.0,19.9,,ICPC1,6979,-120.29367,39.45269
17,2018-08-01 17:00:00,787.4,,22.2,,ICPC1,6979,-120.29367,39.45269
18,2018-08-01 18:00:00,787.4,,23.2,,ICPC1,6979,-120.29367,39.45269
19,2018-08-01 19:00:00,787.4,,24.3,,ICPC1,6979,-120.29367,39.45269
20,2018-08-01 20:00:00,784.86,0.0,25.0,,ICPC1,6979,-120.29367,39.45269
21,2018-08-01 21:00:00,782.32,,25.8,,ICPC1,6979,-120.29367,39.45269
