,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,snow_depth_set_1,snow_accume_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 15:00:00,18.33,35.0,0.0,0.0,0.0,19.44,COOPNVDC1,2781,-121.00,39.25
1,2018-08-02 17:58:00,17.22,34.44,0.0,0.0,0.0,28.33,COOPNVDC1,2781,-121.00,39.25
2,2018-08-03 14:00:00,15.56,33.33,0.0,0.0,0.0,28.33,COOPNVDC1,2781,-121.00,39.25
3,2018-08-04 19:00:00,16.67,31.11,0.0,0.0,0.0,29.44,COOPNVDC1,2781,-121.00,39.25
4,2018-08-05 18:30:00,13.89,31.11,0.0,0.0,0.0,27.78,COOPNVDC1,2781,-121.00,39.25
5,2018-08-06 21:15:00,13.33,30.56,0.0,0.0,0.0,29.44,COOPNVDC1,2781,-121.00,39.25
6,2018-08-07 20:00:00,16.11,30.56,0.0,0.0,0.0,30.0,COOPNVDC1,2781,-121.00,39.25
7,2018-08-08 15:30:00,17.78,31.11,0.0,0.0,0.0,20.0,COOPNVDC1,2781,-121.00,39.25
8,2018-08-09 20:00:00,17.78,33.89,0.0,0.0,0.0,33.33,COOPNVDC1,2781,-121.00,39.25
9,2018-08-10 17:00:00,17.78,34.44,0.0,0.0,0.0,25.56,COOPNVDC1,2781,-121.00,39.25
10,2018-08-11 22:00:00,17.78,35.56,0.0,0.0,0.0,33.33,COOPNVDC1,2781,-121.00,39.25
11,2018-08-12 19:30:00,17.22,33.33,0.0,0.0,0.0,32.22,COOPNVDC1,2781,-121.00,39.25
12,2018-08-13 17:30:00,16.67,32.78,0.0,0.0,0.0,27.78,COOPNVDC1,2781,-121.00,39.25
13,2018-08-14 14:48:00,16.11,32.22,0.0,0.0,0.0,17.78,COOPNVDC1,2781,-121.00,39.25
14,2018-08-15 14:29:00,16.11,31.11,0.0,0.0,0.0,17.22,COOPNVDC1,2781,-121.00,39.25
15,2018-08-17 14:51:00,17.78,32.22,0.0,0.0,0.0,18.89,COOPNVDC1,2781,-121.00,39.25
16,2018-08-18 16:30:00,17.78,33.33,0.0,0.0,0.0,23.33,COOPNVDC1,2781,-121.00,39.25
