,date_time,precip_accum_set_1,volt_set_1,precip_accum_one_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
1,2018-08-01 00:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
2,2018-08-01 00:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
3,2018-08-01 00:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
4,2018-08-01 01:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
5,2018-08-01 01:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
6,2018-08-01 01:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
7,2018-08-01 01:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
8,2018-08-01 02:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
9,2018-08-01 02:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
10,2018-08-01 02:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
11,2018-08-01 02:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
12,2018-08-01 03:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
13,2018-08-01 03:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
14,2018-08-01 03:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
15,2018-08-01 03:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
16,2018-08-01 04:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
17,2018-08-01 04:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
18,2018-08-01 04:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
19,2018-08-01 04:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
20,2018-08-01 05:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
21,2018-08-01 05:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
22,2018-08-01 05:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
23,2018-08-01 05:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
24,2018-08-01 06:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
25,2018-08-01 06:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
26,2018-08-01 06:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
27,2018-08-01 06:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
28,2018-08-01 07:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
29,2018-08-01 07:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
30,2018-08-01 07:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
31,2018-08-01 07:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
32,2018-08-01 08:00:00,1707.896,12.81,0.0,TERC1,50,-123.97833,41.51111
33,2018-08-01 08:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
34,2018-08-01 08:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
35,2018-08-01 08:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
36,2018-08-01 09:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
37,2018-08-01 09:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
38,2018-08-01 09:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
39,2018-08-01 09:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
40,2018-08-01 10:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
41,2018-08-01 10:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
42,2018-08-01 10:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
43,2018-08-01 10:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
44,2018-08-01 11:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
45,2018-08-01 11:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
46,2018-08-01 11:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
47,2018-08-01 11:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
48,2018-08-01 12:00:00,1707.896,12.81,0.0,TERC1,50,-123.97833,41.51111
49,2018-08-01 12:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
50,2018-08-01 12:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
51,2018-08-01 12:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
52,2018-08-01 13:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
53,2018-08-01 13:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
54,2018-08-01 13:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
55,2018-08-01 13:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
56,2018-08-01 14:00:00,1707.896,12.81,,TERC1,50,-123.97833,41.51111
57,2018-08-01 14:15:00,1707.896,,,TERC1,50,-123.97833,41.51111
58,2018-08-01 14:30:00,1707.896,,,TERC1,50,-123.97833,41.51111
59,2018-08-01 14:45:00,1707.896,,,TERC1,50,-123.97833,41.51111
