,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,snow_depth_set_1,snow_accume_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 13:00:00,10.56,33.89,0.0,0.0,0.0,11.67,COOPCHEC1,4530,-121.24,40.30
1,2018-08-02 13:00:00,9.44,33.89,0.0,0.0,0.0,9.44,COOPCHEC1,4530,-121.24,40.30
2,2018-08-03 13:00:00,8.89,31.11,0.0,0.0,0.0,9.44,COOPCHEC1,4530,-121.24,40.30
3,2018-08-04 13:00:00,8.33,30.0,0.0,0.0,0.0,8.89,COOPCHEC1,4530,-121.24,40.30
4,2018-08-05 13:00:00,7.22,27.22,0.0,0.0,0.0,7.78,COOPCHEC1,4530,-121.24,40.30
5,2018-08-06 13:00:00,6.67,26.11,0.0,0.0,0.0,6.67,COOPCHEC1,4530,-121.24,40.30
6,2018-08-07 13:00:00,6.11,30.56,0.0,0.0,0.0,10.56,COOPCHEC1,4530,-121.24,40.30
7,2018-08-08 13:00:00,8.89,35.0,0.0,0.0,0.0,11.11,COOPCHEC1,4530,-121.24,40.30
8,2018-08-09 13:00:00,10.0,33.89,0.0,0.0,0.0,10.0,COOPCHEC1,4530,-121.24,40.30
9,2018-08-10 13:00:00,8.89,34.44,0.0,0.0,0.0,10.56,COOPCHEC1,4530,-121.24,40.30
10,2018-08-11 13:00:00,10.56,33.33,0.0,0.0,0.0,11.11,COOPCHEC1,4530,-121.24,40.30
11,2018-08-13 12:50:00,7.78,32.78,0.0,0.0,0.0,,COOPCHEC1,4530,-121.24,40.30
12,2018-08-14 13:00:00,7.78,32.78,0.0,0.0,0.0,,COOPCHEC1,4530,-121.24,40.30
13,2018-08-15 13:00:00,8.89,32.22,0.0,0.0,0.0,10.0,COOPCHEC1,4530,-121.24,40.30
14,2018-08-16 13:00:00,,32.22,0.0,0.0,0.0,,COOPCHEC1,4530,-121.24,40.30
15,2018-08-17 13:00:00,10.0,31.11,,,0.0,10.56,COOPCHEC1,4530,-121.24,40.30
16,2018-08-18 13:00:00,10.0,30.56,,,0.0,,COOPCHEC1,4530,-121.24,40.30
17,2018-08-19 12:50:00,8.89,31.11,,,0.0,,COOPCHEC1,4530,-121.24,40.30
