,date_time,snow_water_equiv_set_1,precip_accum_one_hour_set_1,precip_accum_set_1,snow_depth_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,,,907.288,,26.14,PLPC1,6772,-120.87500,39.78611
1,2018-08-01 00:30:00,,,907.288,,26.64,PLPC1,6772,-120.87500,39.78611
2,2018-08-01 01:00:00,,,907.288,1.524,25.12,PLPC1,6772,-120.87500,39.78611
3,2018-08-01 01:30:00,,,907.288,,24.59,PLPC1,6772,-120.87500,39.78611
4,2018-08-01 02:00:00,,,907.288,,23.05,PLPC1,6772,-120.87500,39.78611
5,2018-08-01 02:30:00,,,907.288,1.27,21.51,PLPC1,6772,-120.87500,39.78611
6,2018-08-01 03:00:00,,,907.288,1.778,20.48,PLPC1,6772,-120.87500,39.78611
7,2018-08-01 03:30:00,,,907.288,2.286,18.97,PLPC1,6772,-120.87500,39.78611
8,2018-08-01 04:00:00,,,907.288,4.572,18.46,PLPC1,6772,-120.87500,39.78611
9,2018-08-01 04:30:00,,,907.288,2.54,18.44,PLPC1,6772,-120.87500,39.78611
10,2018-08-01 05:00:00,,0.0,907.288,7.874,17.94,PLPC1,6772,-120.87500,39.78611
11,2018-08-01 05:30:00,,,907.288,2.794,18.43,PLPC1,6772,-120.87500,39.78611
12,2018-08-01 06:00:00,,,907.288,4.826,19.96,PLPC1,6772,-120.87500,39.78611
13,2018-08-01 06:30:00,,,907.288,2.032,20.48,PLPC1,6772,-120.87500,39.78611
14,2018-08-01 07:00:00,,,907.288,6.858,19.98,PLPC1,6772,-120.87500,39.78611
15,2018-08-01 07:30:00,,,907.288,9.652,20.47,PLPC1,6772,-120.87500,39.78611
16,2018-08-01 08:00:00,,,907.288,,20.47,PLPC1,6772,-120.87500,39.78611
17,2018-08-01 08:30:00,,,907.288,0.0,17.94,PLPC1,6772,-120.87500,39.78611
18,2018-08-01 09:00:00,,,907.288,7.874,17.93,PLPC1,6772,-120.87500,39.78611
19,2018-08-01 09:30:00,,,907.288,5.588,17.93,PLPC1,6772,-120.87500,39.78611
20,2018-08-01 10:00:00,,0.0,907.288,5.588,17.42,PLPC1,6772,-120.87500,39.78611
21,2018-08-01 10:30:00,,,907.288,10.668,16.91,PLPC1,6772,-120.87500,39.78611
22,2018-08-01 11:00:00,,,907.288,5.588,17.91,PLPC1,6772,-120.87500,39.78611
23,2018-08-01 11:30:00,,,907.288,8.128,17.93,PLPC1,6772,-120.87500,39.78611
24,2018-08-01 12:00:00,,,907.288,5.334,17.43,PLPC1,6772,-120.87500,39.78611
25,2018-08-01 12:30:00,,,907.288,,18.42,PLPC1,6772,-120.87500,39.78611
26,2018-08-01 13:00:00,,,907.288,10.16,17.94,PLPC1,6772,-120.87500,39.78611
27,2018-08-01 13:30:00,,,907.288,2.794,18.44,PLPC1,6772,-120.87500,39.78611
28,2018-08-01 14:00:00,,,907.288,2.54,18.44,PLPC1,6772,-120.87500,39.78611
29,2018-08-01 14:30:00,,,907.288,0.0,18.44,PLPC1,6772,-120.87500,39.78611
30,2018-08-01 15:00:00,,,907.288,,19.96,PLPC1,6772,-120.87500,39.78611
31,2018-08-01 15:30:00,,,907.288,3.556,21.03,PLPC1,6772,-120.87500,39.78611
32,2018-08-01 16:00:00,,,907.288,5.588,21.56,PLPC1,6772,-120.87500,39.78611
33,2018-08-01 16:30:00,,,907.288,,22.57,PLPC1,6772,-120.87500,39.78611
34,2018-08-01 17:00:00,,0.0,907.288,2.54,23.08,PLPC1,6772,-120.87500,39.78611
35,2018-08-01 17:30:00,,,907.288,7.366,23.09,PLPC1,6772,-120.87500,39.78611
36,2018-08-01 18:00:00,,0.0,907.288,,26.1,PLPC1,6772,-120.87500,39.78611
37,2018-08-01 18:30:00,,,907.288,,26.1,PLPC1,6772,-120.87500,39.78611
38,2018-08-01 19:00:00,,,907.288,11.938,24.62,PLPC1,6772,-120.87500,39.78611
39,2018-08-01 19:30:00,,,907.288,,26.12,PLPC1,6772,-120.87500,39.78611
40,2018-08-01 20:00:00,,0.0,907.288,16.764,26.12,PLPC1,6772,-120.87500,39.78611
41,2018-08-01 20:30:00,,,907.288,16.51,24.63,PLPC1,6772,-120.87500,39.78611
42,2018-08-01 21:00:00,,,907.288,19.05,26.12,PLPC1,6772,-120.87500,39.78611
43,2018-08-01 21:30:00,,,907.288,6.35,26.13,PLPC1,6772,-120.87500,39.78611
44,2018-08-01 22:00:00,,0.0,907.288,,26.15,PLPC1,6772,-120.87500,39.78611
45,2018-08-01 22:30:00,,,907.288,6.604,27.15,PLPC1,6772,-120.87500,39.78611
46,2018-08-01 23:00:00,,,907.288,1.778,25.63,PLPC1,6772,-120.87500,39.78611
47,2018-08-01 23:30:00,,,907.288,,25.62,PLPC1,6772,-120.87500,39.78611
48,2018-08-02 00:00:00,,,907.288,,25.63,PLPC1,6772,-120.87500,39.78611
49,2018-08-02 00:30:00,,,907.288,,24.62,PLPC1,6772,-120.87500,39.78611
50,2018-08-02 01:00:00,,,907.288,,23.6,PLPC1,6772,-120.87500,39.78611
51,2018-08-02 01:30:00,,,907.288,,23.07,PLPC1,6772,-120.87500,39.78611
52,2018-08-02 02:00:00,,,907.288,1.016,21.04,PLPC1,6772,-120.87500,39.78611
53,2018-08-02 02:30:00,,,907.288,,20.49,PLPC1,6772,-120.87500,39.78611
54,2018-08-02 03:00:00,,,907.288,2.032,19.47,PLPC1,6772,-120.87500,39.78611
55,2018-08-02 03:30:00,,,907.288,0.0,18.45,PLPC1,6772,-120.87500,39.78611
56,2018-08-02 04:00:00,,0.0,907.288,2.794,17.44,PLPC1,6772,-120.87500,39.78611
57,2018-08-02 04:30:00,,,907.288,5.334,17.43,PLPC1,6772,-120.87500,39.78611
58,2018-08-02 05:00:00,,,907.288,5.334,17.94,PLPC1,6772,-120.87500,39.78611
59,2018-08-02 05:30:00,,,907.288,2.794,17.43,PLPC1,6772,-120.87500,39.78611
60,2018-08-02 06:00:00,,,907.288,2.794,17.43,PLPC1,6772,-120.87500,39.78611
61,2018-08-02 06:30:00,,,907.288,,16.92,PLPC1,6772,-120.87500,39.78611
62,2018-08-02 07:00:00,,,907.288,0.508,17.44,PLPC1,6772,-120.87500,39.78611
63,2018-08-02 07:30:00,,,907.288,,17.43,PLPC1,6772,-120.87500,39.78611
64,2018-08-02 08:00:00,,,907.288,5.334,16.93,PLPC1,6772,-120.87500,39.78611
