,date_time,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,38.33,UR388,2957,-121.05225,40.01588
1,2018-08-01 01:00:00,35.56,UR388,2957,-121.05225,40.01588
2,2018-08-01 02:00:00,32.78,UR388,2957,-121.05225,40.01588
3,2018-08-01 03:00:00,29.44,UR388,2957,-121.05225,40.01588
4,2018-08-01 04:00:00,26.11,UR388,2957,-121.05225,40.01588
5,2018-08-01 07:00:00,20.56,UR388,2957,-121.05225,40.01588
6,2018-08-01 08:00:00,18.89,UR388,2957,-121.05225,40.01588
7,2018-08-01 09:00:00,18.33,UR388,2957,-121.05225,40.01588
8,2018-08-01 10:00:00,16.67,UR388,2957,-121.05225,40.01588
9,2018-08-01 11:00:00,16.67,UR388,2957,-121.05225,40.01588
10,2018-08-01 12:00:00,15.0,UR388,2957,-121.05225,40.01588
11,2018-08-01 13:00:00,15.0,UR388,2957,-121.05225,40.01588
12,2018-08-01 14:00:00,14.44,UR388,2957,-121.05225,40.01588
13,2018-08-01 15:00:00,17.22,UR388,2957,-121.05225,40.01588
14,2018-08-01 16:00:00,21.67,UR388,2957,-121.05225,40.01588
15,2018-08-01 17:00:00,25.56,UR388,2957,-121.05225,40.01588
16,2018-08-01 18:00:00,30.56,UR388,2957,-121.05225,40.01588
17,2018-08-01 19:00:00,34.44,UR388,2957,-121.05225,40.01588
18,2018-08-01 20:00:00,36.67,UR388,2957,-121.05225,40.01588
19,2018-08-01 21:00:00,36.67,UR388,2957,-121.05225,40.01588
20,2018-08-01 22:00:00,36.11,UR388,2957,-121.05225,40.01588
21,2018-08-01 23:00:00,36.67,UR388,2957,-121.05225,40.01588
22,2018-08-02 00:00:00,35.56,UR388,2957,-121.05225,40.01588
23,2018-08-02 01:00:00,33.89,UR388,2957,-121.05225,40.01588
24,2018-08-02 02:00:00,32.78,UR388,2957,-121.05225,40.01588
25,2018-08-02 03:00:00,29.44,UR388,2957,-121.05225,40.01588
26,2018-08-02 04:00:00,26.11,UR388,2957,-121.05225,40.01588
27,2018-08-02 07:00:00,19.44,UR388,2957,-121.05225,40.01588
28,2018-08-02 08:00:00,17.78,UR388,2957,-121.05225,40.01588
29,2018-08-02 09:00:00,16.67,UR388,2957,-121.05225,40.01588
30,2018-08-02 10:00:00,15.56,UR388,2957,-121.05225,40.01588
31,2018-08-02 11:00:00,15.56,UR388,2957,-121.05225,40.01588
32,2018-08-02 12:00:00,14.44,UR388,2957,-121.05225,40.01588
33,2018-08-02 13:00:00,13.33,UR388,2957,-121.05225,40.01588
34,2018-08-02 14:00:00,12.78,UR388,2957,-121.05225,40.01588
35,2018-08-02 15:00:00,14.44,UR388,2957,-121.05225,40.01588
36,2018-08-02 16:00:00,18.33,UR388,2957,-121.05225,40.01588
37,2018-08-02 17:00:00,20.0,UR388,2957,-121.05225,40.01588
38,2018-08-02 18:00:00,21.67,UR388,2957,-121.05225,40.01588
39,2018-08-02 19:00:00,26.67,UR388,2957,-121.05225,40.01588
40,2018-08-02 20:00:00,31.11,UR388,2957,-121.05225,40.01588
41,2018-08-02 21:00:00,35.0,UR388,2957,-121.05225,40.01588
42,2018-08-02 22:00:00,35.56,UR388,2957,-121.05225,40.01588
43,2018-08-02 23:00:00,34.44,UR388,2957,-121.05225,40.01588
44,2018-08-03 00:00:00,33.33,UR388,2957,-121.05225,40.01588
45,2018-08-03 01:00:00,32.78,UR388,2957,-121.05225,40.01588
46,2018-08-03 02:00:00,30.56,UR388,2957,-121.05225,40.01588
47,2018-08-03 03:00:00,26.67,UR388,2957,-121.05225,40.01588
48,2018-08-03 04:00:00,23.89,UR388,2957,-121.05225,40.01588
49,2018-08-03 07:00:00,18.33,UR388,2957,-121.05225,40.01588
50,2018-08-03 08:00:00,16.67,UR388,2957,-121.05225,40.01588
51,2018-08-03 09:00:00,15.0,UR388,2957,-121.05225,40.01588
52,2018-08-03 10:00:00,14.44,UR388,2957,-121.05225,40.01588
53,2018-08-03 11:00:00,13.89,UR388,2957,-121.05225,40.01588
54,2018-08-03 12:00:00,13.33,UR388,2957,-121.05225,40.01588
55,2018-08-03 13:00:00,12.22,UR388,2957,-121.05225,40.01588
56,2018-08-03 14:00:00,12.22,UR388,2957,-121.05225,40.01588
57,2018-08-03 15:00:00,13.89,UR388,2957,-121.05225,40.01588
58,2018-08-03 16:00:00,17.22,UR388,2957,-121.05225,40.01588
59,2018-08-03 17:00:00,21.11,UR388,2957,-121.05225,40.01588
60,2018-08-03 18:00:00,24.44,UR388,2957,-121.05225,40.01588
61,2018-08-03 19:00:00,29.44,UR388,2957,-121.05225,40.01588
62,2018-08-03 20:00:00,31.67,UR388,2957,-121.05225,40.01588
63,2018-08-03 21:00:00,33.89,UR388,2957,-121.05225,40.01588
64,2018-08-03 22:00:00,34.44,UR388,2957,-121.05225,40.01588
65,2018-08-03 23:00:00,35.56,UR388,2957,-121.05225,40.01588
66,2018-08-04 00:00:00,32.78,UR388,2957,-121.05225,40.01588
67,2018-08-04 01:00:00,32.22,UR388,2957,-121.05225,40.01588
68,2018-08-04 02:00:00,31.67,UR388,2957,-121.05225,40.01588
69,2018-08-04 03:00:00,28.89,UR388,2957,-121.05225,40.01588
70,2018-08-04 04:00:00,24.44,UR388,2957,-121.05225,40.01588
71,2018-08-04 07:00:00,18.33,UR388,2957,-121.05225,40.01588
72,2018-08-04 08:00:00,16.67,UR388,2957,-121.05225,40.01588
73,2018-08-04 09:00:00,15.56,UR388,2957,-121.05225,40.01588
74,2018-08-04 10:00:00,15.0,UR388,2957,-121.05225,40.01588
75,2018-08-04 11:00:00,14.44,UR388,2957,-121.05225,40.01588
