,date_time,precip_accum_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
1,2018-08-01 01:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
2,2018-08-01 02:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
3,2018-08-01 03:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
4,2018-08-01 04:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
5,2018-08-01 05:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
6,2018-08-01 06:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
7,2018-08-01 07:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
8,2018-08-01 08:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
9,2018-08-01 09:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
10,2018-08-01 10:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
11,2018-08-01 11:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
12,2018-08-01 12:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
13,2018-08-01 13:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
14,2018-08-01 14:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
15,2018-08-01 15:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
16,2018-08-01 16:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
17,2018-08-01 17:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
18,2018-08-01 18:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
19,2018-08-01 19:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
20,2018-08-01 20:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
21,2018-08-01 21:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
22,2018-08-01 22:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
23,2018-08-01 23:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
24,2018-08-02 00:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
25,2018-08-02 01:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
26,2018-08-02 02:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
27,2018-08-02 03:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
28,2018-08-02 04:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
29,2018-08-02 05:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
30,2018-08-02 06:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
31,2018-08-02 07:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
32,2018-08-02 08:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
33,2018-08-02 09:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
34,2018-08-02 10:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
35,2018-08-02 11:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
36,2018-08-02 12:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
37,2018-08-02 13:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
38,2018-08-02 14:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
39,2018-08-02 15:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
40,2018-08-02 16:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
41,2018-08-02 17:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
42,2018-08-02 18:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
43,2018-08-02 19:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
44,2018-08-02 20:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
45,2018-08-02 21:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
46,2018-08-02 22:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
47,2018-08-02 23:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
48,2018-08-03 00:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
49,2018-08-03 01:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
50,2018-08-03 02:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
51,2018-08-03 03:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
52,2018-08-03 04:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
53,2018-08-03 05:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
54,2018-08-03 06:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
55,2018-08-03 07:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
56,2018-08-03 08:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
57,2018-08-03 09:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
58,2018-08-03 10:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
59,2018-08-03 11:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
60,2018-08-03 12:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
61,2018-08-03 13:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
62,2018-08-03 14:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
63,2018-08-03 15:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
64,2018-08-03 16:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
65,2018-08-03 17:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
66,2018-08-03 18:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
67,2018-08-03 19:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
68,2018-08-03 20:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
69,2018-08-03 21:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
70,2018-08-03 22:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
71,2018-08-03 23:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
72,2018-08-04 00:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
73,2018-08-04 01:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
74,2018-08-04 02:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
75,2018-08-04 03:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
76,2018-08-04 04:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
77,2018-08-04 05:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
78,2018-08-04 06:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
79,2018-08-04 07:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
80,2018-08-04 08:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
81,2018-08-04 09:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
82,2018-08-04 10:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
83,2018-08-04 11:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
84,2018-08-04 12:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
85,2018-08-04 13:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
86,2018-08-04 14:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
87,2018-08-04 15:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
88,2018-08-04 16:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
89,2018-08-04 17:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
90,2018-08-04 18:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
91,2018-08-04 19:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
92,2018-08-04 20:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
93,2018-08-04 21:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
94,2018-08-04 22:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
95,2018-08-04 23:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
96,2018-08-05 00:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
97,2018-08-05 01:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
98,2018-08-05 02:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
99,2018-08-05 03:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
100,2018-08-05 04:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
101,2018-08-05 05:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
102,2018-08-05 06:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
103,2018-08-05 07:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
104,2018-08-05 08:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
105,2018-08-05 09:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
106,2018-08-05 10:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
107,2018-08-05 11:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
108,2018-08-05 12:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
109,2018-08-05 13:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
110,2018-08-05 14:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
111,2018-08-05 15:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
112,2018-08-05 16:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
113,2018-08-05 17:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
114,2018-08-05 18:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
115,2018-08-05 19:00:00,1251.712,HMGC1,6500,-121.36806,40.11500
