,date_time,wind_speed_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,dew_point_temperature_set_1d,pressure_set_1,precip_accum_one_hour_set_1,altimeter_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,solar_radiation_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
14,2018-08-01 14:00:00,0.12,NE,1.01,-0.23,102486.0,0.0,126283.75,,37.0,52.0,44.0,125769.35,9.21,DLCC1,5662,-120.48306,40.11917
15,2018-08-01 15:00:00,0.32,ENE,1.26,1.36,102485.0,0.0,126282.52,,73.0,50.0,211.0,125563.31,11.52,DLCC1,5662,-120.48306,40.11917
16,2018-08-01 16:00:00,0.22,E,0.92,1.03,102486.0,0.0,126283.75,,99.0,37.0,415.0,125196.28,15.78,DLCC1,5662,-120.48306,40.11917
17,2018-08-01 17:00:00,0.67,SE,1.84,1.27,102485.0,0.0,126282.52,,138.0,24.0,595.0,124601.78,22.94,DLCC1,5662,-120.48306,40.11917
18,2018-08-01 18:00:00,1.82,SW,3.51,-2.75,102485.0,0.0,126282.52,26.06,236.0,14.0,756.0,124283.81,26.94,DLCC1,5662,-120.48306,40.11917
19,2018-08-01 19:00:00,2.2,SW,4.49,-4.52,102485.0,0.0,126282.52,26.99,222.0,11.0,876.0,124145.22,28.72,DLCC1,5662,-120.48306,40.11917
20,2018-08-01 20:00:00,2.54,SW,5.0,-3.91,102483.0,0.0,126280.06,27.57,218.0,11.0,938.0,124082.56,29.5,DLCC1,5662,-120.48306,40.11917
21,2018-08-01 21:00:00,3.49,SSW,6.46,-3.17,102482.0,0.0,126278.83,28.29,210.0,11.0,949.0,124009.2,30.44,DLCC1,5662,-120.48306,40.11917
22,2018-08-01 22:00:00,3.47,SSW,5.89,-2.82,102482.0,0.0,126278.83,28.64,209.0,11.0,903.0,123974.83,30.89,DLCC1,5662,-120.48306,40.11917
23,2018-08-01 23:00:00,3.07,SW,5.8,-2.78,102480.0,0.0,126276.36,28.68,219.0,11.0,805.0,123968.6,30.94,DLCC1,5662,-120.48306,40.11917
24,2018-08-02 00:00:00,3.01,SW,5.78,-3.04,102480.0,0.0,126276.36,28.42,216.0,11.0,646.0,123993.78,30.61,DLCC1,5662,-120.48306,40.11917
25,2018-08-02 01:00:00,2.22,SW,4.07,-2.31,102480.0,0.0,126276.36,28.08,226.0,12.0,466.0,124035.84,30.06,DLCC1,5662,-120.48306,40.11917
26,2018-08-02 02:00:00,2.56,SW,4.37,-0.33,102480.0,0.0,126276.36,27.21,218.0,15.0,268.0,124134.33,28.78,DLCC1,5662,-120.48306,40.11917
27,2018-08-02 03:00:00,1.73,SSW,3.55,-1.17,102481.0,0.0,126277.59,25.81,212.0,16.0,31.0,124300.08,26.67,DLCC1,5662,-120.48306,40.11917
28,2018-08-02 04:00:00,1.14,NW,3.59,-1.59,102482.0,0.0,126278.83,,316.0,18.0,2.0,124495.47,24.22,DLCC1,5662,-120.48306,40.11917
29,2018-08-02 05:00:00,0.65,WSW,1.75,-1.54,102483.0,0.0,126280.06,,246.0,21.0,0.0,124693.5,21.78,DLCC1,5662,-120.48306,40.11917
30,2018-08-02 06:00:00,0.51,W,1.01,-1.6,102483.0,0.0,126280.06,,271.0,23.0,0.0,124817.9,20.26,DLCC1,5662,-120.48306,40.11917
31,2018-08-02 07:00:00,0.27,WSW,1.13,-2.6,102483.0,0.0,126280.06,,246.0,23.0,0.0,124915.48,19.08,DLCC1,5662,-120.48306,40.11917
32,2018-08-02 08:00:00,0.11,SW,1.14,-3.23,102483.0,0.0,126280.06,,235.0,26.0,0.0,125138.52,16.42,DLCC1,5662,-120.48306,40.11917
33,2018-08-02 09:00:00,0.36,SSW,1.52,-3.67,102483.0,0.0,126280.06,,212.0,29.0,0.0,125326.35,14.22,DLCC1,5662,-120.48306,40.11917
34,2018-08-02 10:00:00,0.23,SW,1.7,-3.84,102483.0,0.0,126280.06,,230.0,33.0,0.0,125513.79,12.06,DLCC1,5662,-120.48306,40.11917
35,2018-08-02 11:00:00,0.01,W,0.01,-4.08,102482.0,0.0,126278.83,,262.0,39.0,0.0,125758.38,9.28,DLCC1,5662,-120.48306,40.11917
36,2018-08-02 12:00:00,0.09,N,0.76,-3.18,102482.0,0.0,126278.83,,358.0,43.0,0.0,125798.62,8.83,DLCC1,5662,-120.48306,40.11917
37,2018-08-02 13:00:00,0.19,NNE,1.36,-2.98,102482.0,0.0,126278.83,,22.0,45.0,0.0,125839.03,8.38,DLCC1,5662,-120.48306,40.11917
38,2018-08-02 14:00:00,0.19,NE,0.66,-3.88,102483.0,0.0,126280.06,,41.0,46.0,18.0,125958.77,7.07,DLCC1,5662,-120.48306,40.11917
39,2018-08-02 15:00:00,0.19,NE,0.71,-3.28,102483.0,0.0,126280.06,,48.0,48.0,92.0,125956.01,7.1,DLCC1,5662,-120.48306,40.11917
40,2018-08-02 16:00:00,0.03,ENE,0.43,-1.24,102483.0,0.0,126280.06,,78.0,49.0,205.0,125783.62,9.01,DLCC1,5662,-120.48306,40.11917
41,2018-08-02 17:00:00,0.04,SE,0.28,-0.76,102482.0,0.0,126278.83,,135.0,36.0,392.0,125326.7,14.2,DLCC1,5662,-120.48306,40.11917
42,2018-08-02 18:00:00,0.34,SE,1.72,-1.73,102481.0,0.0,126277.59,,137.0,21.0,673.0,124709.0,21.56,DLCC1,5662,-120.48306,40.11917
43,2018-08-02 19:00:00,1.88,WSW,4.31,-3.28,102481.0,0.0,126277.59,,256.0,14.0,796.0,124330.85,26.28,DLCC1,5662,-120.48306,40.11917
44,2018-08-02 20:00:00,2.18,WSW,5.24,-2.39,102482.0,0.0,126278.83,26.55,245.0,14.0,777.0,124244.94,27.39,DLCC1,5662,-120.48306,40.11917
45,2018-08-02 21:00:00,2.83,SW,4.94,-2.88,102481.0,0.0,126277.59,26.62,222.0,13.0,849.0,124196.18,28.0,DLCC1,5662,-120.48306,40.11917
46,2018-08-02 22:00:00,3.05,SSW,5.28,-4.47,102479.0,0.0,126275.13,27.03,208.0,11.0,876.0,124133.31,28.78,DLCC1,5662,-120.48306,40.11917
47,2018-08-02 23:00:00,3.19,SW,6.09,-5.32,102478.0,0.0,126273.9,27.32,219.0,10.0,780.0,124093.51,29.28,DLCC1,5662,-120.48306,40.11917
48,2018-08-03 00:00:00,2.64,SW,5.06,-4.17,102478.0,0.0,126273.9,27.32,226.0,11.0,650.0,124101.95,29.17,DLCC1,5662,-120.48306,40.11917
49,2018-08-03 01:00:00,2.16,WSW,4.03,-3.72,102477.0,0.0,126272.66,26.75,240.0,12.0,443.0,124169.61,28.28,DLCC1,5662,-120.48306,40.11917
50,2018-08-03 02:00:00,2.11,SW,3.53,-1.13,102477.0,0.0,126272.66,25.87,215.0,16.0,224.0,124291.3,26.72,DLCC1,5662,-120.48306,40.11917
51,2018-08-03 03:00:00,0.58,SW,1.73,0.31,102478.0,0.0,126273.9,,231.0,20.0,41.0,124445.83,24.78,DLCC1,5662,-120.48306,40.11917
52,2018-08-03 04:00:00,0.4,SW,1.13,0.23,102479.0,0.0,126275.13,,227.0,24.0,2.0,124693.43,21.72,DLCC1,5662,-120.48306,40.11917
53,2018-08-03 05:00:00,0.09,NW,0.56,-1.15,102481.0,0.0,126277.59,,326.0,26.0,0.0,124933.74,18.83,DLCC1,5662,-120.48306,40.11917
54,2018-08-03 06:00:00,0.44,SW,1.44,-2.12,102481.0,0.0,126277.59,,228.0,27.0,0.0,125077.75,17.11,DLCC1,5662,-120.48306,40.11917
55,2018-08-03 07:00:00,0.36,SSW,1.38,-2.72,102481.0,0.0,126277.59,,202.0,29.0,0.0,125230.42,15.31,DLCC1,5662,-120.48306,40.11917
56,2018-08-03 08:00:00,0.01,NE,0.01,-2.34,102481.0,0.0,126277.59,,35.0,37.0,0.0,125515.65,12.01,DLCC1,5662,-120.48306,40.11917
57,2018-08-03 09:00:00,0.01,W,0.01,-2.18,102481.0,0.0,126277.59,,268.0,39.0,0.0,125570.03,11.39,DLCC1,5662,-120.48306,40.11917
58,2018-08-03 10:00:00,0.02,NW,0.28,-2.67,102481.0,0.0,126277.59,,318.0,43.0,0.0,125747.26,9.39,DLCC1,5662,-120.48306,40.11917
59,2018-08-03 11:00:00,0.13,N,0.88,-2.43,102481.0,0.0,126277.59,,350.0,46.0,0.0,125813.51,8.65,DLCC1,5662,-120.48306,40.11917
60,2018-08-03 12:00:00,0.19,NNE,0.7,-2.19,102480.0,0.0,126276.36,,20.0,49.0,0.0,125872.58,7.98,DLCC1,5662,-120.48306,40.11917
61,2018-08-03 13:00:00,0.12,NNE,0.9,-2.41,102482.0,0.0,126278.83,,18.0,55.0,0.0,126050.54,6.05,DLCC1,5662,-120.48306,40.11917
62,2018-08-03 14:00:00,0.15,NNE,1.14,-2.12,102483.0,0.0,126280.06,,23.0,55.0,31.0,126023.39,6.36,DLCC1,5662,-120.48306,40.11917
63,2018-08-03 15:00:00,0.28,ENE,0.79,-0.55,102483.0,0.0,126280.06,,61.0,52.0,180.0,125796.13,8.87,DLCC1,5662,-120.48306,40.11917
64,2018-08-03 16:00:00,0.24,ENE,0.81,0.57,102483.0,0.0,126280.06,,68.0,46.0,281.0,125525.82,11.92,DLCC1,5662,-120.48306,40.11917
65,2018-08-03 17:00:00,0.09,ESE,0.63,1.07,102483.0,0.0,126280.06,,113.0,36.0,328.0,125152.69,16.25,DLCC1,5662,-120.48306,40.11917
66,2018-08-03 18:00:00,0.43,SSW,2.3,0.3,102483.0,0.0,126280.06,,204.0,26.0,519.0,124796.42,20.52,DLCC1,5662,-120.48306,40.11917
67,2018-08-03 19:00:00,1.21,W,2.56,-4.26,102483.0,0.0,126280.06,,271.0,16.0,642.0,124603.65,22.89,DLCC1,5662,-120.48306,40.11917
68,2018-08-03 20:00:00,2.71,SSW,5.08,-5.76,102482.0,0.0,126278.83,,210.0,13.0,729.0,124482.06,24.39,DLCC1,5662,-120.48306,40.11917
69,2018-08-03 21:00:00,3.38,SSW,5.96,-7.13,102482.0,0.0,126278.83,,212.0,11.0,838.0,124402.55,25.39,DLCC1,5662,-120.48306,40.11917
70,2018-08-03 22:00:00,3.05,SSW,5.54,-8.73,102481.0,0.0,126277.59,,208.0,9.0,892.0,124305.09,26.61,DLCC1,5662,-120.48306,40.11917
71,2018-08-03 23:00:00,3.05,SSW,5.54,-9.52,102480.0,0.0,126276.36,26.51,212.0,8.0,816.0,124234.18,27.5,DLCC1,5662,-120.48306,40.11917
72,2018-08-04 00:00:00,3.33,SSW,5.46,-9.36,102479.0,0.0,126275.13,26.05,212.0,8.0,667.0,124215.8,27.72,DLCC1,5662,-120.48306,40.11917
73,2018-08-04 01:00:00,3.84,SSW,5.99,-7.17,102478.0,0.0,126273.9,25.9,204.0,10.0,486.0,124279.42,26.89,DLCC1,5662,-120.48306,40.11917
74,2018-08-04 02:00:00,2.53,SSW,4.29,-3.55,102479.0,0.0,126275.13,,212.0,14.0,273.0,124355.25,25.94,DLCC1,5662,-120.48306,40.11917
75,2018-08-04 03:00:00,2.3,SSW,3.52,-1.19,102480.0,0.0,126276.36,,204.0,19.0,30.0,124524.24,23.83,DLCC1,5662,-120.48306,40.11917
76,2018-08-04 04:00:00,0.88,SW,2.59,-0.01,102481.0,0.0,126277.59,,225.0,24.0,3.0,124718.69,21.44,DLCC1,5662,-120.48306,40.11917
77,2018-08-04 05:00:00,0.36,WNW,0.77,-0.71,102482.0,0.0,126278.83,,298.0,28.0,0.0,124989.96,18.17,DLCC1,5662,-120.48306,40.11917
78,2018-08-04 06:00:00,0.03,N,0.4,-0.79,102482.0,0.0,126278.83,,349.0,32.0,0.0,125173.64,15.99,DLCC1,5662,-120.48306,40.11917
79,2018-08-04 07:00:00,0.01,N,0.01,-1.07,102482.0,0.0,126278.83,,358.0,37.0,0.0,125393.2,13.43,DLCC1,5662,-120.48306,40.11917
80,2018-08-04 08:00:00,0.27,N,0.86,-0.61,102481.0,0.0,126277.59,,6.0,42.0,0.0,125515.56,12.01,DLCC1,5662,-120.48306,40.11917
81,2018-08-04 09:00:00,0.09,NNE,1.06,-1.75,102481.0,0.0,126277.59,,25.0,44.0,0.0,125687.55,10.06,DLCC1,5662,-120.48306,40.11917
82,2018-08-04 10:00:00,0.39,NNE,0.97,-1.43,102481.0,0.0,126277.59,,18.0,49.0,0.0,125800.0,8.8,DLCC1,5662,-120.48306,40.11917
83,2018-08-04 11:00:00,0.1,NNE,0.4,-1.64,102480.0,0.0,126276.36,,18.0,51.0,0.0,125872.55,7.98,DLCC1,5662,-120.48306,40.11917
84,2018-08-04 12:00:00,0.24,NNE,0.99,-1.78,102480.0,0.0,126276.36,,17.0,55.0,0.0,125986.83,6.72,DLCC1,5662,-120.48306,40.11917
85,2018-08-04 13:00:00,0.15,NE,0.66,-2.31,102480.0,0.0,126276.36,,35.0,60.0,0.0,126154.82,4.89,DLCC1,5662,-120.48306,40.11917
86,2018-08-04 14:00:00,0.12,NE,0.75,-2.06,102480.0,0.0,126276.36,,39.0,61.0,33.0,126152.04,4.92,DLCC1,5662,-120.48306,40.11917
87,2018-08-04 15:00:00,0.15,ENE,0.49,-0.6,102479.0,0.0,126275.13,,74.0,57.0,204.0,125919.2,7.45,DLCC1,5662,-120.48306,40.11917
88,2018-08-04 16:00:00,0.22,ESE,0.69,-0.15,102479.0,0.0,126275.13,,109.0,44.0,403.0,125530.6,11.81,DLCC1,5662,-120.48306,40.11917
89,2018-08-04 17:00:00,1.04,S,2.54,0.28,102478.0,0.0,126273.9,,184.0,28.0,593.0,124890.16,19.31,DLCC1,5662,-120.48306,40.11917
90,2018-08-04 18:00:00,2.56,SW,5.03,-0.49,102477.0,0.0,126272.66,,217.0,22.0,753.0,124645.53,22.28,DLCC1,5662,-120.48306,40.11917
91,2018-08-04 19:00:00,3.91,SSW,6.6,-0.76,102475.0,0.0,126270.2,,201.0,20.0,874.0,124544.63,23.5,DLCC1,5662,-120.48306,40.11917
92,2018-08-04 20:00:00,5.37,SSW,9.52,-2.13,102473.0,0.254,126267.74,,207.0,17.0,947.0,124462.2,24.5,DLCC1,5662,-120.48306,40.11917
93,2018-08-04 21:00:00,4.62,SSW,6.76,-2.72,102474.0,0.0,126268.97,,208.0,16.0,776.0,124441.12,24.78,DLCC1,5662,-120.48306,40.11917
94,2018-08-04 22:00:00,3.42,SW,4.97,-5.46,102474.0,0.0,126268.97,,224.0,14.0,421.0,124538.81,23.56,DLCC1,5662,-120.48306,40.11917
95,2018-08-04 23:00:00,3.78,SSW,6.02,-4.44,102474.0,0.0,126268.97,,208.0,16.0,430.0,124610.49,22.67,DLCC1,5662,-120.48306,40.11917
96,2018-08-05 00:00:00,2.44,SW,5.49,-3.87,102474.0,0.0,126268.97,,217.0,17.0,383.0,124633.13,22.39,DLCC1,5662,-120.48306,40.11917
97,2018-08-05 01:00:00,3.28,SSW,5.02,-3.36,102473.0,0.0,126267.74,,211.0,19.0,189.0,124727.08,21.22,DLCC1,5662,-120.48306,40.11917
98,2018-08-05 02:00:00,3.98,SSW,7.08,-2.58,102473.0,0.0,126267.74,,205.0,21.0,206.0,124781.93,20.55,DLCC1,5662,-120.48306,40.11917
99,2018-08-05 03:00:00,3.63,SSW,5.55,-1.19,102475.0,0.0,126270.2,,206.0,25.0,50.0,124878.3,19.41,DLCC1,5662,-120.48306,40.11917
100,2018-08-05 04:00:00,1.5,SSW,4.06,0.84,102476.0,0.0,126271.43,,211.0,32.0,3.0,125010.17,17.84,DLCC1,5662,-120.48306,40.11917
101,2018-08-05 05:00:00,0.66,WSW,1.58,0.21,102479.0,0.0,126275.13,,241.0,35.0,0.0,125192.88,15.72,DLCC1,5662,-120.48306,40.11917
102,2018-08-05 06:00:00,0.23,W,1.35,-0.06,102478.0,0.0,126273.9,,266.0,41.0,0.0,125427.28,12.98,DLCC1,5662,-120.48306,40.11917
103,2018-08-05 07:00:00,0.13,N,0.74,-0.21,102478.0,0.0,126273.9,,2.0,47.0,0.0,125622.66,10.75,DLCC1,5662,-120.48306,40.11917
104,2018-08-05 08:00:00,0.47,N,1.24,0.65,102479.0,0.0,126275.13,,356.0,53.0,0.0,125701.86,9.87,DLCC1,5662,-120.48306,40.11917
105,2018-08-05 09:00:00,0.35,NNE,1.5,-0.57,102479.0,0.0,126275.13,,19.0,55.0,0.0,125868.56,8.01,DLCC1,5662,-120.48306,40.11917
106,2018-08-05 10:00:00,0.38,NNE,1.35,-0.36,102480.0,0.0,126276.36,,27.0,60.0,0.0,125964.91,6.96,DLCC1,5662,-120.48306,40.11917
107,2018-08-05 11:00:00,0.46,NNE,1.87,-0.51,102479.0,0.0,126275.13,,15.0,62.0,0.0,126022.05,6.32,DLCC1,5662,-120.48306,40.11917
108,2018-08-05 12:00:00,0.37,NNE,1.4,-0.64,102479.0,0.0,126275.13,,23.0,66.0,0.0,126118.43,5.27,DLCC1,5662,-120.48306,40.11917
109,2018-08-05 13:00:00,0.37,NNE,1.13,-0.4,102479.0,0.0,126275.13,,25.0,71.0,0.0,126193.3,4.46,DLCC1,5662,-120.48306,40.11917
110,2018-08-05 14:00:00,0.39,NE,1.52,-0.2,102480.0,0.0,126276.36,,40.0,73.0,21.0,126212.16,4.27,DLCC1,5662,-120.48306,40.11917
111,2018-08-05 15:00:00,0.19,ENE,0.87,0.26,102481.0,0.0,126277.59,,62.0,72.0,134.0,126151.29,4.94,DLCC1,5662,-120.48306,40.11917
112,2018-08-05 16:00:00,0.46,ENE,1.34,1.97,102481.0,0.0,126277.59,,68.0,61.0,351.0,125765.77,9.18,DLCC1,5662,-120.48306,40.11917
113,2018-08-05 17:00:00,0.52,E,1.99,2.25,102481.0,0.0,126277.59,,83.0,38.0,562.0,125110.41,16.72,DLCC1,5662,-120.48306,40.11917
114,2018-08-05 18:00:00,0.86,ENE,2.54,0.1,102480.0,0.0,126276.36,,74.0,25.0,724.0,124760.79,20.91,DLCC1,5662,-120.48306,40.11917
115,2018-08-05 19:00:00,1.47,S,3.77,-5.15,102480.0,0.0,126276.36,,190.0,15.0,861.0,124604.89,22.83,DLCC1,5662,-120.48306,40.11917
116,2018-08-05 20:00:00,1.48,SSW,5.09,-4.21,102479.0,0.0,126275.13,,199.0,15.0,924.0,124509.54,24.0,DLCC1,5662,-120.48306,40.11917
117,2018-08-05 21:00:00,2.1,SW,5.48,-5.14,102479.0,0.0,126275.13,,230.0,13.0,953.0,124416.29,25.17,DLCC1,5662,-120.48306,40.11917
118,2018-08-05 22:00:00,2.13,W,4.61,-4.43,102478.0,0.0,126273.9,,261.0,13.0,898.0,124344.6,26.06,DLCC1,5662,-120.48306,40.11917
119,2018-08-05 23:00:00,2.0,W,4.56,-5.61,102479.0,0.0,126275.13,,275.0,12.0,614.0,124359.28,25.89,DLCC1,5662,-120.48306,40.11917
120,2018-08-06 00:00:00,1.75,WSW,2.84,-4.62,102480.0,0.0,126276.36,,255.0,14.0,349.0,124462.04,24.61,DLCC1,5662,-120.48306,40.11917
121,2018-08-06 01:00:00,2.01,SW,3.36,-3.21,102480.0,0.0,126276.36,,226.0,16.0,432.0,124497.11,24.17,DLCC1,5662,-120.48306,40.11917
122,2018-08-06 02:00:00,1.7,SW,3.39,-2.01,102480.0,0.0,126276.36,,234.0,18.0,276.0,124533.11,23.72,DLCC1,5662,-120.48306,40.11917
123,2018-08-06 03:00:00,0.78,W,1.97,-0.31,102481.0,0.0,126277.59,,277.0,23.0,21.0,124691.01,21.78,DLCC1,5662,-120.48306,40.11917
124,2018-08-06 04:00:00,0.17,W,1.03,-1.2,102483.0,0.0,126280.06,,265.0,26.0,1.0,124940.34,18.78,DLCC1,5662,-120.48306,40.11917
125,2018-08-06 05:00:00,0.19,W,0.63,-1.85,102485.0,0.0,126282.52,,260.0,31.0,0.0,125237.83,15.28,DLCC1,5662,-120.48306,40.11917
126,2018-08-06 06:00:00,0.05,S,0.52,-1.92,102485.0,0.0,126282.52,,188.0,37.0,0.0,125479.47,12.48,DLCC1,5662,-120.48306,40.11917
127,2018-08-06 07:00:00,0.48,N,1.36,-1.14,102486.0,0.0,126283.75,,356.0,43.0,0.0,125604.28,11.07,DLCC1,5662,-120.48306,40.11917
128,2018-08-06 08:00:00,0.26,N,1.29,-2.15,102486.0,0.0,126283.75,,9.0,47.0,0.0,125820.53,8.64,DLCC1,5662,-120.48306,40.11917
129,2018-08-06 09:00:00,0.11,NE,0.96,-2.76,102486.0,0.0,126283.75,,37.0,49.0,0.0,125936.07,7.36,DLCC1,5662,-120.48306,40.11917
130,2018-08-06 10:00:00,0.36,NNE,1.56,-3.14,102486.0,0.0,126283.75,,18.0,52.0,0.0,126052.75,6.08,DLCC1,5662,-120.48306,40.11917
131,2018-08-06 11:00:00,0.16,NNE,0.77,-3.63,102486.0,0.0,126283.75,,29.0,55.0,0.0,126176.15,4.74,DLCC1,5662,-120.48306,40.11917
132,2018-08-06 12:00:00,0.13,NE,0.59,-3.74,102486.0,0.0,126283.75,,35.0,59.0,0.0,126280.26,3.62,DLCC1,5662,-120.48306,40.11917
133,2018-08-06 13:00:00,0.11,NE,0.66,-4.07,102487.0,0.0,126284.99,,38.0,62.0,0.0,126380.89,2.56,DLCC1,5662,-120.48306,40.11917
134,2018-08-06 14:00:00,0.25,NNE,1.15,-3.8,102488.0,0.0,126286.22,,29.0,61.0,23.0,126333.25,3.08,DLCC1,5662,-120.48306,40.11917
135,2018-08-06 15:00:00,0.25,ENE,0.83,-2.7,102489.0,0.0,126287.45,,58.0,58.0,157.0,126158.53,4.97,DLCC1,5662,-120.48306,40.11917
136,2018-08-06 16:00:00,0.26,E,1.4,-1.26,102489.0,0.0,126287.45,,86.0,47.0,346.0,125738.27,9.6,DLCC1,5662,-120.48306,40.11917
137,2018-08-06 17:00:00,0.27,E,0.92,0.4,102488.0,0.0,126286.22,,81.0,34.0,531.0,125146.98,16.39,DLCC1,5662,-120.48306,40.11917
138,2018-08-06 18:00:00,0.49,E,2.34,1.51,102488.0,0.0,126286.22,,90.0,25.0,678.0,124636.12,22.56,DLCC1,5662,-120.48306,40.11917
139,2018-08-06 19:00:00,1.72,ENE,3.17,1.35,102487.0,0.0,126284.99,,60.0,21.0,818.0,124421.72,25.22,DLCC1,5662,-120.48306,40.11917
140,2018-08-06 20:00:00,2.87,NE,4.93,0.11,102486.0,0.0,126283.75,,42.0,18.0,891.0,124336.75,26.28,DLCC1,5662,-120.48306,40.11917
141,2018-08-06 21:00:00,3.43,NNE,5.13,-0.99,102485.0,0.0,126282.52,26.05,15.0,16.0,898.0,124287.65,26.89,DLCC1,5662,-120.48306,40.11917
142,2018-08-06 22:00:00,2.83,NNE,4.33,-0.5,102485.0,0.0,126282.52,26.32,21.0,16.0,846.0,124239.89,27.5,DLCC1,5662,-120.48306,40.11917
143,2018-08-06 23:00:00,2.36,ENE,4.76,-0.38,102483.0,0.0,126280.06,27.17,69.0,15.0,744.0,124142.61,28.72,DLCC1,5662,-120.48306,40.11917
144,2018-08-07 00:00:00,2.59,ENE,4.8,-1.09,102483.0,0.0,126280.06,27.37,61.0,14.0,570.0,124120.99,29.0,DLCC1,5662,-120.48306,40.11917
145,2018-08-07 01:00:00,2.19,NE,3.6,-2.71,102482.0,0.0,126278.83,26.78,43.0,13.0,390.0,124180.28,28.22,DLCC1,5662,-120.48306,40.11917
146,2018-08-07 02:00:00,1.52,NNE,2.69,-4.16,102482.0,0.0,126278.83,26.35,16.0,12.0,203.0,124219.26,27.72,DLCC1,5662,-120.48306,40.11917
147,2018-08-07 03:00:00,1.23,NNW,2.31,-5.78,102483.0,0.0,126280.06,,342.0,12.0,34.0,124381.54,25.67,DLCC1,5662,-120.48306,40.11917
148,2018-08-07 04:00:00,0.08,W,0.77,-4.37,102484.0,0.0,126281.29,,273.0,17.0,1.0,124694.85,21.78,DLCC1,5662,-120.48306,40.11917
149,2018-08-07 05:00:00,0.01,NE,0.05,-2.49,102486.0,0.0,126283.75,,39.0,25.0,0.0,125018.36,17.89,DLCC1,5662,-120.48306,40.11917
150,2018-08-07 06:00:00,0.25,NNE,1.37,-1.98,102485.0,0.0,126282.52,,13.0,30.0,0.0,125207.13,15.64,DLCC1,5662,-120.48306,40.11917
151,2018-08-07 07:00:00,0.44,N,1.08,-2.2,102485.0,0.0,126282.52,,11.0,32.0,0.0,125314.1,14.39,DLCC1,5662,-120.48306,40.11917
152,2018-08-07 08:00:00,0.12,NNE,0.72,-2.61,102485.0,0.0,126282.52,,24.0,37.0,0.0,125546.85,11.71,DLCC1,5662,-120.48306,40.11917
153,2018-08-07 09:00:00,0.21,NNE,0.95,-2.26,102485.0,0.0,126282.52,,12.0,42.0,0.0,125680.94,10.19,DLCC1,5662,-120.48306,40.11917
154,2018-08-07 10:00:00,0.13,NNE,0.76,-2.49,102484.0,0.0,126281.29,,22.0,45.0,0.0,125793.87,8.91,DLCC1,5662,-120.48306,40.11917
