,date_time,air_temp_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
76,2018-08-04 04:00:00,12.78,43.18,MDCC1,6725,-121.61306,41.58694
77,2018-08-04 05:00:00,12.22,48.26,MDCC1,6725,-121.61306,41.58694
78,2018-08-04 06:00:00,10.0,53.34,MDCC1,6725,-121.61306,41.58694
79,2018-08-04 07:00:00,8.89,63.5,MDCC1,6725,-121.61306,41.58694
80,2018-08-04 08:00:00,7.78,63.5,MDCC1,6725,-121.61306,41.58694
81,2018-08-04 09:00:00,7.22,55.88,MDCC1,6725,-121.61306,41.58694
82,2018-08-04 10:00:00,4.44,63.5,MDCC1,6725,-121.61306,41.58694
83,2018-08-04 11:00:00,2.78,66.04,MDCC1,6725,-121.61306,41.58694
84,2018-08-04 12:00:00,1.67,68.58,MDCC1,6725,-121.61306,41.58694
85,2018-08-04 13:00:00,1.11,71.12,MDCC1,6725,-121.61306,41.58694
86,2018-08-04 14:00:00,1.11,63.5,MDCC1,6725,-121.61306,41.58694
87,2018-08-04 15:00:00,6.11,73.66,MDCC1,6725,-121.61306,41.58694
88,2018-08-04 16:00:00,14.44,63.5,MDCC1,6725,-121.61306,41.58694
89,2018-08-04 17:00:00,18.33,40.64,MDCC1,6725,-121.61306,41.58694
90,2018-08-04 18:00:00,18.89,30.48,MDCC1,6725,-121.61306,41.58694
91,2018-08-04 19:00:00,18.89,25.4,MDCC1,6725,-121.61306,41.58694
92,2018-08-04 20:00:00,20.0,30.48,MDCC1,6725,-121.61306,41.58694
93,2018-08-04 21:00:00,19.44,35.56,MDCC1,6725,-121.61306,41.58694
94,2018-08-04 22:00:00,17.78,27.94,MDCC1,6725,-121.61306,41.58694
95,2018-08-04 23:00:00,16.67,33.02,MDCC1,6725,-121.61306,41.58694
96,2018-08-05 00:00:00,16.11,38.1,MDCC1,6725,-121.61306,41.58694
97,2018-08-05 01:00:00,17.22,15.24,MDCC1,6725,-121.61306,41.58694
98,2018-08-05 02:00:00,16.67,33.02,MDCC1,6725,-121.61306,41.58694
99,2018-08-05 03:00:00,13.33,50.8,MDCC1,6725,-121.61306,41.58694
100,2018-08-05 04:00:00,10.56,50.8,MDCC1,6725,-121.61306,41.58694
101,2018-08-05 05:00:00,7.78,53.34,MDCC1,6725,-121.61306,41.58694
102,2018-08-05 06:00:00,7.22,63.5,MDCC1,6725,-121.61306,41.58694
103,2018-08-05 07:00:00,7.78,66.04,MDCC1,6725,-121.61306,41.58694
104,2018-08-05 08:00:00,7.22,50.8,MDCC1,6725,-121.61306,41.58694
105,2018-08-05 09:00:00,6.11,66.04,MDCC1,6725,-121.61306,41.58694
106,2018-08-05 10:00:00,4.44,63.5,MDCC1,6725,-121.61306,41.58694
107,2018-08-05 11:00:00,2.22,68.58,MDCC1,6725,-121.61306,41.58694
108,2018-08-05 12:00:00,1.67,60.96,MDCC1,6725,-121.61306,41.58694
109,2018-08-05 13:00:00,1.11,60.96,MDCC1,6725,-121.61306,41.58694
110,2018-08-05 14:00:00,1.11,68.58,MDCC1,6725,-121.61306,41.58694
111,2018-08-05 15:00:00,4.44,71.12,MDCC1,6725,-121.61306,41.58694
112,2018-08-05 16:00:00,15.56,66.04,MDCC1,6725,-121.61306,41.58694
113,2018-08-05 17:00:00,17.78,50.8,MDCC1,6725,-121.61306,41.58694
114,2018-08-05 18:00:00,18.33,38.1,MDCC1,6725,-121.61306,41.58694
115,2018-08-05 19:00:00,20.0,33.02,MDCC1,6725,-121.61306,41.58694
116,2018-08-05 20:00:00,20.56,27.94,MDCC1,6725,-121.61306,41.58694
117,2018-08-05 21:00:00,22.22,25.4,MDCC1,6725,-121.61306,41.58694
118,2018-08-05 22:00:00,22.22,22.86,MDCC1,6725,-121.61306,41.58694
119,2018-08-05 23:00:00,23.33,15.24,MDCC1,6725,-121.61306,41.58694
120,2018-08-06 00:00:00,20.56,22.86,MDCC1,6725,-121.61306,41.58694
121,2018-08-06 01:00:00,18.89,30.48,MDCC1,6725,-121.61306,41.58694
122,2018-08-06 02:00:00,17.78,25.4,MDCC1,6725,-121.61306,41.58694
123,2018-08-06 03:00:00,13.89,45.72,MDCC1,6725,-121.61306,41.58694
124,2018-08-06 04:00:00,11.11,50.8,MDCC1,6725,-121.61306,41.58694
125,2018-08-06 05:00:00,9.44,55.88,MDCC1,6725,-121.61306,41.58694
126,2018-08-06 06:00:00,7.78,60.96,MDCC1,6725,-121.61306,41.58694
127,2018-08-06 07:00:00,6.67,60.96,MDCC1,6725,-121.61306,41.58694
128,2018-08-06 08:00:00,5.56,66.04,MDCC1,6725,-121.61306,41.58694
129,2018-08-06 09:00:00,5.56,66.04,MDCC1,6725,-121.61306,41.58694
130,2018-08-06 10:00:00,3.89,71.12,MDCC1,6725,-121.61306,41.58694
131,2018-08-06 11:00:00,3.33,60.96,MDCC1,6725,-121.61306,41.58694
132,2018-08-06 12:00:00,2.78,68.58,MDCC1,6725,-121.61306,41.58694
133,2018-08-06 13:00:00,3.33,66.04,MDCC1,6725,-121.61306,41.58694
134,2018-08-06 14:00:00,2.78,66.04,MDCC1,6725,-121.61306,41.58694
135,2018-08-06 15:00:00,5.56,68.58,MDCC1,6725,-121.61306,41.58694
136,2018-08-06 16:00:00,15.0,63.5,MDCC1,6725,-121.61306,41.58694
137,2018-08-06 17:00:00,20.56,35.56,MDCC1,6725,-121.61306,41.58694
138,2018-08-06 18:00:00,22.78,45.72,MDCC1,6725,-121.61306,41.58694
139,2018-08-06 19:00:00,23.89,22.86,MDCC1,6725,-121.61306,41.58694
140,2018-08-06 20:00:00,23.89,25.4,MDCC1,6725,-121.61306,41.58694
141,2018-08-06 21:00:00,25.0,22.86,MDCC1,6725,-121.61306,41.58694
142,2018-08-06 22:00:00,25.0,35.56,MDCC1,6725,-121.61306,41.58694
143,2018-08-06 23:00:00,25.56,0.0,MDCC1,6725,-121.61306,41.58694
144,2018-08-07 00:00:00,27.22,10.16,MDCC1,6725,-121.61306,41.58694
145,2018-08-07 01:00:00,23.89,2.54,MDCC1,6725,-121.61306,41.58694
146,2018-08-07 02:00:00,21.67,15.24,MDCC1,6725,-121.61306,41.58694
147,2018-08-07 03:00:00,18.33,33.02,MDCC1,6725,-121.61306,41.58694
148,2018-08-07 04:00:00,15.56,38.1,MDCC1,6725,-121.61306,41.58694
149,2018-08-07 05:00:00,13.33,40.64,MDCC1,6725,-121.61306,41.58694
150,2018-08-07 06:00:00,11.67,43.18,MDCC1,6725,-121.61306,41.58694
151,2018-08-07 07:00:00,10.0,45.72,MDCC1,6725,-121.61306,41.58694
152,2018-08-07 08:00:00,8.89,58.42,MDCC1,6725,-121.61306,41.58694
153,2018-08-07 09:00:00,7.78,60.96,MDCC1,6725,-121.61306,41.58694
154,2018-08-07 10:00:00,6.67,60.96,MDCC1,6725,-121.61306,41.58694
155,2018-08-07 11:00:00,6.11,63.5,MDCC1,6725,-121.61306,41.58694
156,2018-08-07 12:00:00,6.11,66.04,MDCC1,6725,-121.61306,41.58694
157,2018-08-07 13:00:00,5.56,60.96,MDCC1,6725,-121.61306,41.58694
158,2018-08-07 14:00:00,5.0,63.5,MDCC1,6725,-121.61306,41.58694
159,2018-08-07 15:00:00,8.89,60.96,MDCC1,6725,-121.61306,41.58694
160,2018-08-07 16:00:00,18.33,53.34,MDCC1,6725,-121.61306,41.58694
161,2018-08-07 17:00:00,24.44,40.64,MDCC1,6725,-121.61306,41.58694
162,2018-08-07 18:00:00,25.0,43.18,MDCC1,6725,-121.61306,41.58694
163,2018-08-07 19:00:00,26.11,43.18,MDCC1,6725,-121.61306,41.58694
164,2018-08-07 20:00:00,27.22,27.94,MDCC1,6725,-121.61306,41.58694
165,2018-08-07 21:00:00,28.89,20.32,MDCC1,6725,-121.61306,41.58694
166,2018-08-07 22:00:00,28.33,7.62,MDCC1,6725,-121.61306,41.58694
167,2018-08-07 23:00:00,28.33,5.08,MDCC1,6725,-121.61306,41.58694
168,2018-08-08 00:00:00,28.89,2.54,MDCC1,6725,-121.61306,41.58694
169,2018-08-08 01:00:00,27.78,,MDCC1,6725,-121.61306,41.58694
170,2018-08-08 02:00:00,25.56,10.16,MDCC1,6725,-121.61306,41.58694
171,2018-08-08 03:00:00,20.0,30.48,MDCC1,6725,-121.61306,41.58694
172,2018-08-08 04:00:00,16.11,17.78,MDCC1,6725,-121.61306,41.58694
173,2018-08-08 05:00:00,12.78,33.02,MDCC1,6725,-121.61306,41.58694
174,2018-08-08 06:00:00,11.67,35.56,MDCC1,6725,-121.61306,41.58694
175,2018-08-08 07:00:00,10.0,43.18,MDCC1,6725,-121.61306,41.58694
176,2018-08-08 08:00:00,9.44,60.96,MDCC1,6725,-121.61306,41.58694
177,2018-08-08 09:00:00,7.78,50.8,MDCC1,6725,-121.61306,41.58694
178,2018-08-08 10:00:00,7.78,60.96,MDCC1,6725,-121.61306,41.58694
179,2018-08-08 11:00:00,6.11,55.88,MDCC1,6725,-121.61306,41.58694
180,2018-08-08 12:00:00,6.11,58.42,MDCC1,6725,-121.61306,41.58694
181,2018-08-08 13:00:00,5.56,68.58,MDCC1,6725,-121.61306,41.58694
182,2018-08-08 14:00:00,5.0,60.96,MDCC1,6725,-121.61306,41.58694
183,2018-08-08 15:00:00,8.33,58.42,MDCC1,6725,-121.61306,41.58694
184,2018-08-08 16:00:00,17.78,40.64,MDCC1,6725,-121.61306,41.58694
185,2018-08-08 17:00:00,25.56,30.48,MDCC1,6725,-121.61306,41.58694
186,2018-08-08 18:00:00,28.33,22.86,MDCC1,6725,-121.61306,41.58694
187,2018-08-08 19:00:00,27.78,30.48,MDCC1,6725,-121.61306,41.58694
188,2018-08-08 20:00:00,27.78,17.78,MDCC1,6725,-121.61306,41.58694
189,2018-08-08 21:00:00,28.89,10.16,MDCC1,6725,-121.61306,41.58694
190,2018-08-08 22:00:00,30.0,15.24,MDCC1,6725,-121.61306,41.58694
191,2018-08-08 23:00:00,27.78,0.0,MDCC1,6725,-121.61306,41.58694
192,2018-08-09 00:00:00,26.67,7.62,MDCC1,6725,-121.61306,41.58694
193,2018-08-09 01:00:00,25.56,,MDCC1,6725,-121.61306,41.58694
194,2018-08-09 02:00:00,24.44,20.32,MDCC1,6725,-121.61306,41.58694
195,2018-08-09 03:00:00,20.0,30.48,MDCC1,6725,-121.61306,41.58694
196,2018-08-09 04:00:00,16.67,30.48,MDCC1,6725,-121.61306,41.58694
197,2018-08-09 05:00:00,13.33,43.18,MDCC1,6725,-121.61306,41.58694
198,2018-08-09 06:00:00,12.78,38.1,MDCC1,6725,-121.61306,41.58694
199,2018-08-09 07:00:00,11.11,43.18,MDCC1,6725,-121.61306,41.58694
200,2018-08-09 08:00:00,10.56,50.8,MDCC1,6725,-121.61306,41.58694
201,2018-08-09 09:00:00,9.44,53.34,MDCC1,6725,-121.61306,41.58694
202,2018-08-09 10:00:00,7.78,55.88,MDCC1,6725,-121.61306,41.58694
203,2018-08-09 11:00:00,6.67,60.96,MDCC1,6725,-121.61306,41.58694
204,2018-08-09 12:00:00,7.22,66.04,MDCC1,6725,-121.61306,41.58694
205,2018-08-09 13:00:00,6.11,58.42,MDCC1,6725,-121.61306,41.58694
206,2018-08-09 14:00:00,6.11,58.42,MDCC1,6725,-121.61306,41.58694
207,2018-08-09 15:00:00,9.44,58.42,MDCC1,6725,-121.61306,41.58694
208,2018-08-09 16:00:00,18.33,30.48,MDCC1,6725,-121.61306,41.58694
209,2018-08-09 17:00:00,25.0,2.54,MDCC1,6725,-121.61306,41.58694
210,2018-08-09 18:00:00,27.22,38.1,MDCC1,6725,-121.61306,41.58694
211,2018-08-09 19:00:00,28.89,10.16,MDCC1,6725,-121.61306,41.58694
212,2018-08-09 20:00:00,28.33,25.4,MDCC1,6725,-121.61306,41.58694
213,2018-08-09 21:00:00,30.0,12.7,MDCC1,6725,-121.61306,41.58694
214,2018-08-09 22:00:00,30.0,15.24,MDCC1,6725,-121.61306,41.58694
215,2018-08-09 23:00:00,30.0,10.16,MDCC1,6725,-121.61306,41.58694
216,2018-08-10 00:00:00,30.0,,MDCC1,6725,-121.61306,41.58694
217,2018-08-10 01:00:00,27.78,2.54,MDCC1,6725,-121.61306,41.58694
218,2018-08-10 02:00:00,26.11,17.78,MDCC1,6725,-121.61306,41.58694
219,2018-08-10 03:00:00,22.78,22.86,MDCC1,6725,-121.61306,41.58694
220,2018-08-10 04:00:00,19.44,40.64,MDCC1,6725,-121.61306,41.58694
221,2018-08-10 05:00:00,16.67,12.7,MDCC1,6725,-121.61306,41.58694
222,2018-08-10 06:00:00,17.22,45.72,MDCC1,6725,-121.61306,41.58694
223,2018-08-10 07:00:00,15.0,43.18,MDCC1,6725,-121.61306,41.58694
224,2018-08-10 08:00:00,15.0,43.18,MDCC1,6725,-121.61306,41.58694
225,2018-08-10 09:00:00,13.33,27.94,MDCC1,6725,-121.61306,41.58694
226,2018-08-10 10:00:00,10.56,25.4,MDCC1,6725,-121.61306,41.58694
227,2018-08-10 11:00:00,10.0,40.64,MDCC1,6725,-121.61306,41.58694
228,2018-08-10 12:00:00,10.0,38.1,MDCC1,6725,-121.61306,41.58694
229,2018-08-10 13:00:00,8.89,53.34,MDCC1,6725,-121.61306,41.58694
230,2018-08-10 14:00:00,8.33,55.88,MDCC1,6725,-121.61306,41.58694
231,2018-08-10 15:00:00,10.0,53.34,MDCC1,6725,-121.61306,41.58694
232,2018-08-10 16:00:00,18.33,30.48,MDCC1,6725,-121.61306,41.58694
233,2018-08-10 17:00:00,21.11,33.02,MDCC1,6725,-121.61306,41.58694
234,2018-08-10 18:00:00,23.89,30.48,MDCC1,6725,-121.61306,41.58694
235,2018-08-10 19:00:00,25.56,48.26,MDCC1,6725,-121.61306,41.58694
236,2018-08-10 20:00:00,27.22,17.78,MDCC1,6725,-121.61306,41.58694
237,2018-08-10 21:00:00,27.22,22.86,MDCC1,6725,-121.61306,41.58694
238,2018-08-10 22:00:00,26.67,35.56,MDCC1,6725,-121.61306,41.58694
239,2018-08-10 23:00:00,27.22,5.08,MDCC1,6725,-121.61306,41.58694
240,2018-08-11 00:00:00,25.56,10.16,MDCC1,6725,-121.61306,41.58694
241,2018-08-11 01:00:00,23.89,20.32,MDCC1,6725,-121.61306,41.58694
242,2018-08-11 02:00:00,22.78,17.78,MDCC1,6725,-121.61306,41.58694
243,2018-08-11 03:00:00,20.56,30.48,MDCC1,6725,-121.61306,41.58694
244,2018-08-11 04:00:00,17.22,33.02,MDCC1,6725,-121.61306,41.58694
245,2018-08-11 05:00:00,16.11,50.8,MDCC1,6725,-121.61306,41.58694
246,2018-08-11 06:00:00,16.67,27.94,MDCC1,6725,-121.61306,41.58694
247,2018-08-11 07:00:00,16.67,38.1,MDCC1,6725,-121.61306,41.58694
248,2018-08-11 08:00:00,16.11,20.32,MDCC1,6725,-121.61306,41.58694
249,2018-08-11 09:00:00,12.78,43.18,MDCC1,6725,-121.61306,41.58694
250,2018-08-11 10:00:00,14.44,50.8,MDCC1,6725,-121.61306,41.58694
251,2018-08-11 11:00:00,14.44,10.16,MDCC1,6725,-121.61306,41.58694
252,2018-08-11 12:00:00,13.89,43.18,MDCC1,6725,-121.61306,41.58694
253,2018-08-11 13:00:00,12.78,50.8,MDCC1,6725,-121.61306,41.58694
254,2018-08-11 14:00:00,13.33,38.1,MDCC1,6725,-121.61306,41.58694
255,2018-08-11 15:00:00,15.56,48.26,MDCC1,6725,-121.61306,41.58694
256,2018-08-11 16:00:00,18.33,45.72,MDCC1,6725,-121.61306,41.58694
257,2018-08-11 17:00:00,20.0,45.72,MDCC1,6725,-121.61306,41.58694
258,2018-08-11 18:00:00,21.11,35.56,MDCC1,6725,-121.61306,41.58694
259,2018-08-11 19:00:00,22.78,43.18,MDCC1,6725,-121.61306,41.58694
260,2018-08-11 20:00:00,23.33,22.86,MDCC1,6725,-121.61306,41.58694
261,2018-08-11 21:00:00,24.44,17.78,MDCC1,6725,-121.61306,41.58694
262,2018-08-11 22:00:00,24.44,7.62,MDCC1,6725,-121.61306,41.58694
263,2018-08-11 23:00:00,23.89,33.02,MDCC1,6725,-121.61306,41.58694
264,2018-08-12 00:00:00,22.78,20.32,MDCC1,6725,-121.61306,41.58694
265,2018-08-12 01:00:00,21.11,27.94,MDCC1,6725,-121.61306,41.58694
266,2018-08-12 02:00:00,20.0,33.02,MDCC1,6725,-121.61306,41.58694
267,2018-08-12 03:00:00,17.22,40.64,MDCC1,6725,-121.61306,41.58694
268,2018-08-12 04:00:00,13.89,25.4,MDCC1,6725,-121.61306,41.58694
269,2018-08-12 05:00:00,10.56,45.72,MDCC1,6725,-121.61306,41.58694
270,2018-08-12 06:00:00,9.44,50.8,MDCC1,6725,-121.61306,41.58694
271,2018-08-12 07:00:00,7.22,50.8,MDCC1,6725,-121.61306,41.58694
272,2018-08-12 08:00:00,6.11,55.88,MDCC1,6725,-121.61306,41.58694
273,2018-08-12 09:00:00,5.0,63.5,MDCC1,6725,-121.61306,41.58694
274,2018-08-12 10:00:00,5.0,58.42,MDCC1,6725,-121.61306,41.58694
275,2018-08-12 11:00:00,3.33,58.42,MDCC1,6725,-121.61306,41.58694
276,2018-08-12 12:00:00,2.78,55.88,MDCC1,6725,-121.61306,41.58694
277,2018-08-12 13:00:00,2.78,53.34,MDCC1,6725,-121.61306,41.58694
278,2018-08-12 14:00:00,2.22,55.88,MDCC1,6725,-121.61306,41.58694
279,2018-08-12 15:00:00,5.56,68.58,MDCC1,6725,-121.61306,41.58694
280,2018-08-12 16:00:00,16.67,63.5,MDCC1,6725,-121.61306,41.58694
281,2018-08-12 17:00:00,21.11,30.48,MDCC1,6725,-121.61306,41.58694
282,2018-08-12 18:00:00,22.22,35.56,MDCC1,6725,-121.61306,41.58694
283,2018-08-12 19:00:00,22.22,38.1,MDCC1,6725,-121.61306,41.58694
284,2018-08-12 20:00:00,24.44,35.56,MDCC1,6725,-121.61306,41.58694
285,2018-08-12 21:00:00,25.56,30.48,MDCC1,6725,-121.61306,41.58694
286,2018-08-12 22:00:00,23.89,35.56,MDCC1,6725,-121.61306,41.58694
287,2018-08-12 23:00:00,25.56,17.78,MDCC1,6725,-121.61306,41.58694
288,2018-08-13 00:00:00,24.44,15.24,MDCC1,6725,-121.61306,41.58694
289,2018-08-13 01:00:00,23.33,,MDCC1,6725,-121.61306,41.58694
290,2018-08-13 02:00:00,21.11,20.32,MDCC1,6725,-121.61306,41.58694
291,2018-08-13 03:00:00,17.22,17.78,MDCC1,6725,-121.61306,41.58694
292,2018-08-13 04:00:00,15.0,43.18,MDCC1,6725,-121.61306,41.58694
293,2018-08-13 05:00:00,12.22,48.26,MDCC1,6725,-121.61306,41.58694
294,2018-08-13 06:00:00,10.0,45.72,MDCC1,6725,-121.61306,41.58694
295,2018-08-13 07:00:00,7.78,53.34,MDCC1,6725,-121.61306,41.58694
296,2018-08-13 08:00:00,6.11,60.96,MDCC1,6725,-121.61306,41.58694
297,2018-08-13 09:00:00,6.11,55.88,MDCC1,6725,-121.61306,41.58694
298,2018-08-13 10:00:00,5.0,58.42,MDCC1,6725,-121.61306,41.58694
299,2018-08-13 11:00:00,3.33,55.88,MDCC1,6725,-121.61306,41.58694
300,2018-08-13 12:00:00,3.33,55.88,MDCC1,6725,-121.61306,41.58694
301,2018-08-13 13:00:00,1.67,55.88,MDCC1,6725,-121.61306,41.58694
302,2018-08-13 14:00:00,1.67,53.34,MDCC1,6725,-121.61306,41.58694
303,2018-08-13 15:00:00,5.0,58.42,MDCC1,6725,-121.61306,41.58694
304,2018-08-13 16:00:00,15.0,40.64,MDCC1,6725,-121.61306,41.58694
305,2018-08-13 17:00:00,21.11,38.1,MDCC1,6725,-121.61306,41.58694
306,2018-08-13 18:00:00,22.22,33.02,MDCC1,6725,-121.61306,41.58694
307,2018-08-13 19:00:00,22.22,38.1,MDCC1,6725,-121.61306,41.58694
308,2018-08-13 20:00:00,23.89,25.4,MDCC1,6725,-121.61306,41.58694
309,2018-08-13 21:00:00,25.0,50.8,MDCC1,6725,-121.61306,41.58694
310,2018-08-13 22:00:00,24.44,17.78,MDCC1,6725,-121.61306,41.58694
311,2018-08-13 23:00:00,25.0,22.86,MDCC1,6725,-121.61306,41.58694
312,2018-08-14 00:00:00,25.0,5.08,MDCC1,6725,-121.61306,41.58694
313,2018-08-14 01:00:00,24.44,,MDCC1,6725,-121.61306,41.58694
314,2018-08-14 02:00:00,21.67,22.86,MDCC1,6725,-121.61306,41.58694
315,2018-08-14 03:00:00,17.22,25.4,MDCC1,6725,-121.61306,41.58694
316,2018-08-14 04:00:00,14.44,38.1,MDCC1,6725,-121.61306,41.58694
317,2018-08-14 05:00:00,11.11,43.18,MDCC1,6725,-121.61306,41.58694
318,2018-08-14 06:00:00,8.89,43.18,MDCC1,6725,-121.61306,41.58694
319,2018-08-14 07:00:00,7.22,50.8,MDCC1,6725,-121.61306,41.58694
320,2018-08-14 08:00:00,6.11,63.5,MDCC1,6725,-121.61306,41.58694
321,2018-08-14 09:00:00,5.0,55.88,MDCC1,6725,-121.61306,41.58694
322,2018-08-14 10:00:00,5.0,58.42,MDCC1,6725,-121.61306,41.58694
