,date_time,wind_cardinal_direction_set_1d,wind_speed_set_1,soil_temp_set_1,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,precip_accum_set_1,heat_index_set_1d,air_temp_set_1,soil_moisture_set_1,relative_humidity_set_1,solar_radiation_set_1,snow_depth_set_1,wind_direction_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
44,2018-08-02 20:00:00,SW,0.94,37.22,27.28,28.5,3.36,0.0,,26.51,27.61,0.2,21.0,22.33,25.4,221.0,EALC1,5134,-120.72472,40.61750
45,2018-08-02 21:00:00,SSW,1.12,41.11,27.72,29.78,2.79,0.0,,27.15,28.61,0.0,19.0,121.5,,198.0,EALC1,5134,-120.72472,40.61750
46,2018-08-02 22:00:00,SSW,1.3,45.56,29.72,30.28,-0.29,0.0,,28.13,30.0,0.5,14.0,0.16,25.4,198.0,EALC1,5134,-120.72472,40.61750
47,2018-08-02 23:00:00,SSW,1.25,46.11,29.72,30.5,4.76,0.0,,28.33,30.11,0.0,20.0,0.18,0.0,204.0,EALC1,5134,-120.72472,40.61750
48,2018-08-03 00:00:00,SSW,1.16,41.11,29.22,30.5,1.63,0.0,,28.24,30.11,1.6,16.0,0.21,0.0,200.0,EALC1,5134,-120.72472,40.61750
49,2018-08-03 01:00:00,SSW,1.12,37.22,27.78,29.22,2.03,0.0,,27.13,28.61,1.5,18.0,12.85,0.0,201.0,EALC1,5134,-120.72472,40.61750
50,2018-08-03 02:00:00,SSW,1.03,34.44,26.61,27.78,2.4,0.0,,26.59,27.28,1.4,20.0,46.32,177.8,199.0,EALC1,5134,-120.72472,40.61750
51,2018-08-03 03:00:00,SSW,0.63,32.22,24.28,26.61,7.83,0.0,,,25.78,1.3,32.0,17.12,,205.0,EALC1,5134,-120.72472,40.61750
52,2018-08-03 04:00:00,SSW,0.36,29.44,22.78,24.28,3.49,0.0,,,23.61,1.1,27.0,1.72,,194.0,EALC1,5134,-120.72472,40.61750
53,2018-08-03 05:00:00,SSW,0.36,27.22,21.0,22.78,2.52,0.0,,,21.89,1.1,28.0,0.07,,208.0,EALC1,5134,-120.72472,40.61750
54,2018-08-03 06:00:00,SE,0.18,25.0,17.5,21.0,2.81,0.0,,,19.11,1.3,34.0,0.06,50.8,138.0,EALC1,5134,-120.72472,40.61750
55,2018-08-03 07:00:00,ENE,0.13,23.89,16.89,17.78,4.13,0.0,,,17.61,1.1,41.0,0.06,203.2,69.0,EALC1,5134,-120.72472,40.61750
56,2018-08-03 08:00:00,ESE,0.09,22.22,14.5,16.89,4.62,0.0,360.934,,16.0,0.9,47.0,0.04,203.2,120.0,EALC1,5134,-120.72472,40.61750
57,2018-08-03 09:00:00,ENE,0.13,21.11,13.39,14.5,5.65,0.0,,,14.11,1.1,57.0,0.02,203.2,61.0,EALC1,5134,-120.72472,40.61750
58,2018-08-03 10:00:00,ENE,0.09,20.0,12.22,13.39,5.85,0.0,,,12.78,1.0,63.0,0.01,203.2,74.0,EALC1,5134,-120.72472,40.61750
59,2018-08-03 11:00:00,E,0.09,18.89,11.39,12.22,5.34,0.0,,,12.0,1.0,64.0,0.0,50.8,93.0,EALC1,5134,-120.72472,40.61750
60,2018-08-03 12:00:00,E,0.09,17.78,10.28,11.39,4.39,0.0,,,11.0,1.1,64.0,0.01,203.2,86.0,EALC1,5134,-120.72472,40.61750
61,2018-08-03 13:00:00,,0.0,17.22,9.72,10.28,4.3,0.0,,,10.22,1.0,67.0,0.26,203.2,,EALC1,5134,-120.72472,40.61750
62,2018-08-03 14:00:00,ENE,0.09,16.67,9.0,9.72,4.78,0.0,,,9.22,1.0,74.0,15.73,203.2,69.0,EALC1,5134,-120.72472,40.61750
63,2018-08-03 15:00:00,,0.0,17.22,9.61,12.28,4.68,0.0,,,10.39,1.0,68.0,61.82,228.6,,EALC1,5134,-120.72472,40.61750
64,2018-08-03 16:00:00,WSW,0.22,19.44,12.28,16.22,6.15,0.0,,,14.11,1.1,59.0,111.0,228.6,244.0,EALC1,5134,-120.72472,40.61750
65,2018-08-03 17:00:00,SW,0.49,21.67,16.22,18.11,3.57,0.0,,,17.0,1.2,41.0,150.3,0.0,236.0,EALC1,5134,-120.72472,40.61750
66,2018-08-03 18:00:00,SW,0.54,24.44,18.11,22.11,0.25,0.0,,,19.28,1.3,28.0,101.8,50.8,214.0,EALC1,5134,-120.72472,40.61750
67,2018-08-03 19:00:00,WSW,0.54,33.33,22.11,25.89,-1.69,0.0,,,24.11,1.7,18.0,32.05,0.0,249.0,EALC1,5134,-120.72472,40.61750
68,2018-08-03 20:00:00,SW,0.9,41.11,25.89,28.11,-3.99,0.0,,,26.61,0.0,13.0,18.17,50.8,227.0,EALC1,5134,-120.72472,40.61750
69,2018-08-03 21:00:00,SSW,1.12,46.67,28.11,29.39,-2.26,0.0,,27.2,28.78,0.8,13.0,0.13,0.0,207.0,EALC1,5134,-120.72472,40.61750
70,2018-08-03 22:00:00,SW,1.08,49.44,29.0,30.0,4.25,0.0,,27.84,29.5,0.5,20.0,0.16,228.6,227.0,EALC1,5134,-120.72472,40.61750
71,2018-08-03 23:00:00,SSW,1.25,49.44,29.28,29.72,4.34,0.0,,27.93,29.61,0.3,20.0,5.07,,205.0,EALC1,5134,-120.72472,40.61750
72,2018-08-04 00:00:00,SW,0.67,43.33,29.22,29.5,-2.93,0.0,,27.49,29.28,1.7,12.0,3.08,203.2,235.0,EALC1,5134,-120.72472,40.61750
73,2018-08-04 01:00:00,WSW,0.67,38.89,27.61,29.28,-3.63,0.0,,26.83,28.39,1.4,12.0,11.62,0.0,240.0,EALC1,5134,-120.72472,40.61750
74,2018-08-04 02:00:00,W,0.63,35.56,25.11,27.61,-4.08,0.0,,,26.5,1.3,13.0,16.83,203.2,274.0,EALC1,5134,-120.72472,40.61750
75,2018-08-04 03:00:00,WNW,0.45,32.22,22.61,25.11,-1.59,0.0,,,24.22,1.3,18.0,18.3,228.6,282.0,EALC1,5134,-120.72472,40.61750
76,2018-08-04 04:00:00,WSW,0.13,29.44,20.61,22.61,0.23,0.0,,,21.72,1.1,24.0,1.12,228.6,257.0,EALC1,5134,-120.72472,40.61750
77,2018-08-04 05:00:00,NW,0.13,27.22,19.78,20.61,-0.05,0.0,,,20.11,0.9,26.0,0.08,228.6,310.0,EALC1,5134,-120.72472,40.61750
78,2018-08-04 06:00:00,ENE,0.22,25.56,17.5,19.78,1.15,0.0,,,19.22,0.9,30.0,0.08,0.0,78.0,EALC1,5134,-120.72472,40.61750
79,2018-08-04 07:00:00,E,0.18,23.89,15.5,17.5,2.67,0.0,,,16.39,1.0,40.0,0.06,203.2,99.0,EALC1,5134,-120.72472,40.61750
80,2018-08-04 08:00:00,SE,0.09,22.22,14.22,15.61,1.06,0.0,360.934,,15.0,1.1,39.0,0.04,50.8,132.0,EALC1,5134,-120.72472,40.61750
81,2018-08-04 09:00:00,SE,0.09,21.11,12.61,14.22,3.11,0.0,,,13.72,0.9,49.0,0.02,,128.0,EALC1,5134,-120.72472,40.61750
82,2018-08-04 10:00:00,E,0.09,20.0,11.89,12.61,3.42,0.0,,,12.28,0.9,55.0,0.02,,94.0,EALC1,5134,-120.72472,40.61750
83,2018-08-04 11:00:00,E,0.18,18.89,10.28,12.11,3.59,0.0,,,11.39,1.0,59.0,0.01,0.0,95.0,EALC1,5134,-120.72472,40.61750
84,2018-08-04 12:00:00,ESE,0.09,17.78,9.78,10.28,4.62,0.0,,,10.11,1.0,69.0,0.02,,103.0,EALC1,5134,-120.72472,40.61750
85,2018-08-04 13:00:00,ENE,0.05,17.22,8.5,9.89,4.94,0.0,,,9.39,0.9,74.0,0.29,,71.0,EALC1,5134,-120.72472,40.61750
86,2018-08-04 14:00:00,E,0.05,16.67,8.39,8.5,3.69,0.0,,,8.5,0.8,72.0,14.97,,92.0,EALC1,5134,-120.72472,40.61750
87,2018-08-04 15:00:00,SE,0.05,16.67,8.39,12.39,3.17,0.0,,,9.72,1.0,64.0,52.77,,141.0,EALC1,5134,-120.72472,40.61750
88,2018-08-04 16:00:00,SW,0.27,18.89,12.39,15.22,4.4,0.0,,,13.61,1.1,54.0,88.7,,216.0,EALC1,5134,-120.72472,40.61750
89,2018-08-04 17:00:00,SW,0.45,21.11,15.22,19.61,1.19,0.0,,,16.39,1.2,36.0,95.0,,217.0,EALC1,5134,-120.72472,40.61750
90,2018-08-04 18:00:00,SSW,0.8,23.33,19.61,24.61,-2.94,0.0,,,21.72,1.3,19.0,31.08,,212.0,EALC1,5134,-120.72472,40.61750
91,2018-08-04 19:00:00,SSW,1.03,33.33,24.61,26.78,-3.9,0.0,,,25.5,0.0,14.0,81.6,228.6,212.0,EALC1,5134,-120.72472,40.61750
92,2018-08-04 20:00:00,SW,1.16,41.67,26.39,26.78,-3.99,0.0,,,26.61,0.0,13.0,43.36,76.2,215.0,EALC1,5134,-120.72472,40.61750
93,2018-08-04 21:00:00,SW,1.12,46.67,26.61,27.72,-2.52,0.0,,26.36,27.22,0.3,14.0,1.59,228.6,219.0,EALC1,5134,-120.72472,40.61750
94,2018-08-04 22:00:00,SW,1.21,50.0,27.11,27.78,-4.34,0.0,,26.62,27.5,0.5,12.0,26.47,203.2,214.0,EALC1,5134,-120.72472,40.61750
95,2018-08-04 23:00:00,SSW,1.25,51.11,26.22,27.28,-4.73,0.0,,26.07,27.0,0.3,12.0,7.25,203.2,206.0,EALC1,5134,-120.72472,40.61750
96,2018-08-05 00:00:00,SW,1.08,43.33,26.0,26.39,-0.72,0.0,,,26.22,1.7,17.0,3.91,127.0,218.0,EALC1,5134,-120.72472,40.61750
97,2018-08-05 01:00:00,SW,0.8,38.33,24.39,26.11,-1.4,0.0,,,25.39,1.3,17.0,10.31,50.8,224.0,EALC1,5134,-120.72472,40.61750
98,2018-08-05 02:00:00,W,0.63,34.44,22.5,24.39,-1.23,0.0,,,23.78,1.3,19.0,22.09,,278.0,EALC1,5134,-120.72472,40.61750
99,2018-08-05 03:00:00,WNW,0.45,31.67,20.22,22.5,0.7,0.0,,,21.61,1.1,25.0,10.59,0.0,284.0,EALC1,5134,-120.72472,40.61750
100,2018-08-05 04:00:00,WSW,0.09,28.33,18.0,20.22,1.66,0.0,,,19.28,1.1,31.0,0.99,,243.0,EALC1,5134,-120.72472,40.61750
101,2018-08-05 05:00:00,ESE,0.09,26.11,15.0,18.0,0.69,0.0,,,16.72,0.9,34.0,0.06,0.0,112.0,EALC1,5134,-120.72472,40.61750
102,2018-08-05 06:00:00,ESE,0.18,24.44,13.72,15.0,-0.88,0.0,,,14.5,0.9,35.0,0.05,25.4,109.0,EALC1,5134,-120.72472,40.61750
103,2018-08-05 07:00:00,ESE,0.22,22.78,12.39,13.72,-1.11,0.0,,,13.39,1.0,37.0,0.01,50.8,108.0,EALC1,5134,-120.72472,40.61750
104,2018-08-05 08:00:00,ENE,0.09,21.11,11.78,12.39,2.9,,360.934,,12.0,0.9,54.0,0.01,50.8,68.0,EALC1,5134,-120.72472,40.61750
105,2018-08-05 16:00:00,,,,,,,0.0,,,,,,,,,EALC1,5134,-120.72472,40.61750
106,2018-08-05 17:00:00,SW,0.27,21.11,14.89,17.0,3.43,0.0,,,15.39,1.2,45.0,173.2,228.6,214.0,EALC1,5134,-120.72472,40.61750
107,2018-08-05 18:00:00,SW,0.49,23.33,17.0,20.0,2.58,0.0,,,18.39,1.3,35.0,254.0,101.6,221.0,EALC1,5134,-120.72472,40.61750
108,2018-08-05 19:00:00,SSE,0.76,,20.0,22.61,-1.15,0.0,,,21.5,1.7,22.0,63.35,,168.0,EALC1,5134,-120.72472,40.61750
109,2018-08-05 20:00:00,SW,0.85,35.56,22.5,24.89,-3.13,0.0,,,23.28,0.2,17.0,49.3,228.6,225.0,EALC1,5134,-120.72472,40.61750
110,2018-08-05 21:00:00,WNW,0.63,40.0,24.5,25.22,-0.95,0.0,,,25.0,0.1,18.0,0.92,25.4,289.0,EALC1,5134,-120.72472,40.61750
111,2018-08-05 22:00:00,SW,0.63,40.0,24.39,25.28,-1.9,0.0,,,24.78,0.1,17.0,7.06,177.8,234.0,EALC1,5134,-120.72472,40.61750
112,2018-08-05 23:00:00,SW,0.63,38.89,24.22,25.61,-0.21,0.0,,,25.0,1.6,19.0,12.83,203.2,218.0,EALC1,5134,-120.72472,40.61750
113,2018-08-06 00:00:00,SSW,0.63,36.11,23.78,24.28,0.41,0.0,,,24.11,1.6,21.0,13.55,25.4,210.0,EALC1,5134,-120.72472,40.61750
114,2018-08-06 01:00:00,SW,0.76,34.44,23.72,25.22,3.17,0.0,,,24.5,1.5,25.0,9.39,203.2,214.0,EALC1,5134,-120.72472,40.61750
115,2018-08-06 02:00:00,SW,0.58,32.22,22.72,23.72,-0.28,0.0,,,23.28,1.3,21.0,29.25,25.4,218.0,EALC1,5134,-120.72472,40.61750
116,2018-08-06 03:00:00,SW,0.45,29.44,20.72,22.72,1.03,0.0,,,22.0,1.1,25.0,30.61,50.8,219.0,EALC1,5134,-120.72472,40.61750
117,2018-08-06 04:00:00,SW,0.31,26.67,19.11,20.72,0.47,0.0,,,20.11,1.1,27.0,0.98,203.2,222.0,EALC1,5134,-120.72472,40.61750
118,2018-08-06 05:00:00,E,0.13,24.44,16.39,19.11,1.31,0.0,,,17.89,1.1,33.0,0.06,76.2,88.0,EALC1,5134,-120.72472,40.61750
119,2018-08-06 06:00:00,ENE,0.09,22.78,14.89,16.39,3.32,0.0,,,15.61,1.1,44.0,0.04,50.8,61.0,EALC1,5134,-120.72472,40.61750
120,2018-08-06 07:00:00,SE,0.05,21.67,13.39,14.89,4.2,0.0,,,14.28,0.9,51.0,0.03,50.8,130.0,EALC1,5134,-120.72472,40.61750
121,2018-08-06 08:00:00,ENE,0.05,20.0,12.28,13.39,5.14,0.0,360.934,,12.78,1.1,60.0,0.01,50.8,76.0,EALC1,5134,-120.72472,40.61750
122,2018-08-06 09:00:00,SE,0.05,18.89,11.5,12.28,6.01,0.0,,,11.78,1.0,68.0,0.01,50.8,137.0,EALC1,5134,-120.72472,40.61750
123,2018-08-06 10:00:00,NE,0.05,17.78,10.22,11.5,5.88,0.0,,,10.78,1.0,72.0,0.0,0.0,56.0,EALC1,5134,-120.72472,40.61750
124,2018-08-06 11:00:00,NE,0.05,17.22,9.0,10.22,4.96,0.0,,,9.61,1.1,73.0,0.0,50.8,51.0,EALC1,5134,-120.72472,40.61750
125,2018-08-06 12:00:00,NE,0.09,16.11,8.28,9.0,5.48,0.0,,,8.78,1.0,80.0,0.01,0.0,42.0,EALC1,5134,-120.72472,40.61750
126,2018-08-06 13:00:00,ENE,0.09,15.56,7.28,8.28,4.79,0.0,,,7.89,0.9,81.0,0.2,50.8,73.0,EALC1,5134,-120.72472,40.61750
127,2018-08-06 14:00:00,NE,0.13,15.0,7.28,7.89,3.68,0.0,,,7.5,0.9,77.0,14.31,50.8,47.0,EALC1,5134,-120.72472,40.61750
128,2018-08-06 15:00:00,NE,0.13,15.56,7.89,11.78,3.56,0.0,,,9.22,0.9,68.0,51.45,228.6,53.0,EALC1,5134,-120.72472,40.61750
129,2018-08-06 16:00:00,WSW,0.22,17.78,11.78,14.89,6.72,0.0,,,13.22,1.0,65.0,99.5,228.6,250.0,EALC1,5134,-120.72472,40.61750
130,2018-08-06 17:00:00,SSW,0.4,20.0,14.89,17.72,4.36,0.0,,,15.72,1.1,47.0,153.8,,208.0,EALC1,5134,-120.72472,40.61750
131,2018-08-06 18:00:00,SW,0.58,22.78,17.72,21.39,3.03,0.0,,,18.89,1.3,35.0,108.1,,219.0,EALC1,5134,-120.72472,40.61750
132,2018-08-06 19:00:00,SSW,0.67,31.67,21.39,24.72,2.53,0.0,,,22.5,1.7,27.0,57.86,177.8,197.0,EALC1,5134,-120.72472,40.61750
133,2018-08-06 20:00:00,SW,0.85,38.89,24.72,28.22,-3.77,0.0,,25.97,26.89,0.5,13.0,2.44,101.6,230.0,EALC1,5134,-120.72472,40.61750
134,2018-08-06 21:00:00,S,1.08,43.89,28.11,29.22,-3.55,0.0,,26.91,28.5,0.5,12.0,0.14,203.2,178.0,EALC1,5134,-120.72472,40.61750
135,2018-08-06 22:00:00,SSW,0.76,47.22,28.78,29.72,-4.13,0.0,,27.36,29.22,0.0,11.0,0.2,228.6,211.0,EALC1,5134,-120.72472,40.61750
136,2018-08-06 23:00:00,WSW,0.58,48.33,29.0,30.0,-4.98,0.0,,27.65,29.72,0.0,10.0,0.13,203.2,242.0,EALC1,5134,-120.72472,40.61750
137,2018-08-07 00:00:00,SW,0.76,42.78,29.5,29.89,-4.98,0.0,,27.65,29.72,1.5,10.0,0.22,228.6,214.0,EALC1,5134,-120.72472,40.61750
138,2018-08-07 01:00:00,NNW,0.58,38.33,28.78,29.89,-5.15,0.0,,27.49,29.5,1.4,10.0,0.28,203.2,329.0,EALC1,5134,-120.72472,40.61750
139,2018-08-07 02:00:00,NNE,0.49,35.56,27.89,28.89,-2.4,0.0,,27.07,28.61,1.3,13.0,7.37,203.2,29.0,EALC1,5134,-120.72472,40.61750
140,2018-08-07 03:00:00,W,0.18,32.22,24.72,27.89,2.42,0.0,,,26.5,1.3,21.0,1.2,127.0,259.0,EALC1,5134,-120.72472,40.61750
141,2018-08-07 04:00:00,SE,0.13,29.44,21.22,24.72,3.16,0.0,,,23.22,1.1,27.0,0.64,,140.0,EALC1,5134,-120.72472,40.61750
142,2018-08-07 05:00:00,,0.0,26.67,19.28,21.22,1.7,0.0,,,20.39,1.1,29.0,0.11,25.4,,EALC1,5134,-120.72472,40.61750
143,2018-08-07 06:00:00,,0.0,25.0,17.39,19.28,1.17,0.0,,,18.72,0.9,31.0,0.09,,,EALC1,5134,-120.72472,40.61750
144,2018-08-07 07:00:00,SE,0.05,23.33,16.22,17.39,4.48,0.0,,,16.89,1.0,44.0,0.05,,132.0,EALC1,5134,-120.72472,40.61750
145,2018-08-07 08:00:00,SE,0.05,22.22,15.11,16.22,6.69,0.0,360.934,,15.78,0.9,55.0,0.04,,129.0,EALC1,5134,-120.72472,40.61750
146,2018-08-07 09:00:00,S,0.05,21.11,14.72,15.39,7.96,0.0,,,15.0,0.9,63.0,0.03,,187.0,EALC1,5134,-120.72472,40.61750
147,2018-08-07 10:00:00,SSE,0.05,20.0,13.5,14.78,8.02,0.0,,,14.11,0.9,67.0,0.02,,147.0,EALC1,5134,-120.72472,40.61750
148,2018-08-07 11:00:00,SE,0.05,18.89,12.11,13.5,8.7,0.0,,,13.28,0.8,74.0,0.02,0.0,127.0,EALC1,5134,-120.72472,40.61750
149,2018-08-07 12:00:00,ENE,0.05,18.33,11.0,12.11,7.84,0.0,,,11.78,1.0,77.0,0.02,25.4,72.0,EALC1,5134,-120.72472,40.61750
150,2018-08-07 13:00:00,,0.0,17.22,10.78,11.0,6.39,0.0,,,10.89,1.0,74.0,0.15,,,EALC1,5134,-120.72472,40.61750
151,2018-08-07 14:00:00,E,0.05,17.22,10.78,11.28,6.4,0.0,,,11.11,1.1,73.0,15.33,0.0,84.0,EALC1,5134,-120.72472,40.61750
152,2018-08-07 15:00:00,,0.0,17.22,10.78,13.5,6.16,0.0,,,11.5,1.1,70.0,64.15,25.4,,EALC1,5134,-120.72472,40.61750
153,2018-08-07 16:00:00,SE,0.22,19.44,13.5,17.0,7.69,0.0,,,15.22,1.1,61.0,117.3,,143.0,EALC1,5134,-120.72472,40.61750
154,2018-08-07 17:00:00,NNW,0.36,21.67,17.0,20.22,3.59,0.0,,,18.22,1.2,38.0,159.8,127.0,347.0,EALC1,5134,-120.72472,40.61750
