,date_time,wind_speed_set_1,wind_cardinal_direction_set_1d,wind_direction_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
65,2018-08-03 17:00:00,0.27,,,21.13,CQ240,1391,-123.35264,39.41174
66,2018-08-03 18:00:00,0.4,SE,126.6,24.04,CQ240,1391,-123.35264,39.41174
67,2018-08-03 19:00:00,0.72,W,265.8,30.01,CQ240,1391,-123.35264,39.41174
68,2018-08-03 20:00:00,2.41,W,266.44,29.32,CQ240,1391,-123.35264,39.41174
69,2018-08-03 21:00:00,2.59,W,280.04,29.43,CQ240,1391,-123.35264,39.41174
70,2018-08-03 22:00:00,2.55,W,275.86,28.81,CQ240,1391,-123.35264,39.41174
71,2018-08-03 23:00:00,1.92,W,260.34,28.75,CQ240,1391,-123.35264,39.41174
72,2018-08-04 00:00:00,1.74,WNW,297.33,29.44,CQ240,1391,-123.35264,39.41174
73,2018-08-04 01:00:00,1.7,WNW,295.43,29.17,CQ240,1391,-123.35264,39.41174
74,2018-08-04 02:00:00,1.7,W,271.49,27.78,CQ240,1391,-123.35264,39.41174
75,2018-08-04 03:00:00,1.61,W,267.53,25.66,CQ240,1391,-123.35264,39.41174
76,2018-08-04 04:00:00,0.72,W,279.23,22.84,CQ240,1391,-123.35264,39.41174
77,2018-08-04 05:00:00,0.31,,,19.69,CQ240,1391,-123.35264,39.41174
78,2018-08-04 06:00:00,0.36,,,17.43,CQ240,1391,-123.35264,39.41174
79,2018-08-04 07:00:00,0.18,NE,45.77,15.42,CQ240,1391,-123.35264,39.41174
80,2018-08-04 08:00:00,0.27,NW,321.9,14.09,CQ240,1391,-123.35264,39.41174
81,2018-08-04 09:00:00,0.05,E,98.9,12.54,CQ240,1391,-123.35264,39.41174
82,2018-08-04 10:00:00,0.94,E,79.53,11.58,CQ240,1391,-123.35264,39.41174
83,2018-08-04 11:00:00,0.0,,,11.09,CQ240,1391,-123.35264,39.41174
84,2018-08-04 12:00:00,0.98,,,10.29,CQ240,1391,-123.35264,39.41174
85,2018-08-04 13:00:00,0.85,,,9.33,CQ240,1391,-123.35264,39.41174
86,2018-08-04 14:00:00,0.0,,,8.66,CQ240,1391,-123.35264,39.41174
87,2018-08-04 15:00:00,0.45,,,12.31,CQ240,1391,-123.35264,39.41174
88,2018-08-04 16:00:00,0.36,,,15.84,CQ240,1391,-123.35264,39.41174
89,2018-08-04 17:00:00,0.54,E,83.91,20.74,CQ240,1391,-123.35264,39.41174
90,2018-08-04 18:00:00,0.45,SW,229.29,26.24,CQ240,1391,-123.35264,39.41174
91,2018-08-04 19:00:00,1.38,WSW,254.4,27.59,CQ240,1391,-123.35264,39.41174
92,2018-08-04 20:00:00,2.51,W,264.14,26.87,CQ240,1391,-123.35264,39.41174
93,2018-08-04 21:00:00,2.73,W,274.68,26.42,CQ240,1391,-123.35264,39.41174
94,2018-08-04 22:00:00,2.68,WNW,293.01,26.03,CQ240,1391,-123.35264,39.41174
95,2018-08-04 23:00:00,2.64,WNW,300.32,26.27,CQ240,1391,-123.35264,39.41174
96,2018-08-05 00:00:00,2.33,WNW,296.93,25.61,CQ240,1391,-123.35264,39.41174
97,2018-08-05 01:00:00,1.61,WNW,294.16,25.41,CQ240,1391,-123.35264,39.41174
98,2018-08-05 02:00:00,1.61,WNW,301.69,24.06,CQ240,1391,-123.35264,39.41174
99,2018-08-05 03:00:00,0.76,W,267.29,21.94,CQ240,1391,-123.35264,39.41174
100,2018-08-05 04:00:00,0.4,W,271.77,18.9,CQ240,1391,-123.35264,39.41174
101,2018-08-05 05:00:00,0.45,W,280.89,17.18,CQ240,1391,-123.35264,39.41174
102,2018-08-05 06:00:00,0.31,NNW,332.04,15.47,CQ240,1391,-123.35264,39.41174
103,2018-08-05 07:00:00,0.36,W,270.24,13.97,CQ240,1391,-123.35264,39.41174
104,2018-08-05 08:00:00,0.4,ESE,105.73,12.87,CQ240,1391,-123.35264,39.41174
105,2018-08-05 09:00:00,0.49,,,11.3,CQ240,1391,-123.35264,39.41174
106,2018-08-05 10:00:00,0.18,NNE,19.22,10.47,CQ240,1391,-123.35264,39.41174
107,2018-08-05 11:00:00,0.94,,,9.37,CQ240,1391,-123.35264,39.41174
108,2018-08-05 12:00:00,0.0,,,8.9,CQ240,1391,-123.35264,39.41174
109,2018-08-05 13:00:00,0.76,,,7.97,CQ240,1391,-123.35264,39.41174
110,2018-08-05 14:00:00,1.88,E,86.99,7.57,CQ240,1391,-123.35264,39.41174
111,2018-08-05 15:00:00,0.76,,,9.41,CQ240,1391,-123.35264,39.41174
112,2018-08-05 16:00:00,0.45,ENE,75.37,13.89,CQ240,1391,-123.35264,39.41174
113,2018-08-05 17:00:00,0.4,E,86.15,18.78,CQ240,1391,-123.35264,39.41174
114,2018-08-05 18:00:00,0.36,,,24.44,CQ240,1391,-123.35264,39.41174
115,2018-08-05 19:00:00,1.56,W,264.34,25.88,CQ240,1391,-123.35264,39.41174
116,2018-08-05 20:00:00,1.88,W,263.04,26.73,CQ240,1391,-123.35264,39.41174
117,2018-08-05 21:00:00,1.83,W,267.49,26.95,CQ240,1391,-123.35264,39.41174
118,2018-08-05 22:00:00,1.88,WNW,292.96,28.06,CQ240,1391,-123.35264,39.41174
119,2018-08-05 23:00:00,2.01,WNW,290.05,28.35,CQ240,1391,-123.35264,39.41174
120,2018-08-06 00:00:00,1.79,W,278.62,29.24,CQ240,1391,-123.35264,39.41174
121,2018-08-06 01:00:00,2.33,W,273.42,28.07,CQ240,1391,-123.35264,39.41174
122,2018-08-06 02:00:00,1.74,W,275.27,25.92,CQ240,1391,-123.35264,39.41174
123,2018-08-06 03:00:00,0.4,,,23.88,CQ240,1391,-123.35264,39.41174
124,2018-08-06 04:00:00,0.49,W,273.77,20.93,CQ240,1391,-123.35264,39.41174
125,2018-08-06 05:00:00,0.18,W,273.24,17.85,CQ240,1391,-123.35264,39.41174
126,2018-08-06 06:00:00,0.72,N,9.24,15.67,CQ240,1391,-123.35264,39.41174
127,2018-08-06 07:00:00,0.31,S,185.32,14.21,CQ240,1391,-123.35264,39.41174
128,2018-08-06 08:00:00,0.27,WNW,303.3,12.87,CQ240,1391,-123.35264,39.41174
129,2018-08-06 09:00:00,0.4,,,11.73,CQ240,1391,-123.35264,39.41174
130,2018-08-06 10:00:00,0.4,,,10.42,CQ240,1391,-123.35264,39.41174
131,2018-08-06 11:00:00,0.85,,,9.42,CQ240,1391,-123.35264,39.41174
132,2018-08-06 12:00:00,0.45,,,8.64,CQ240,1391,-123.35264,39.41174
133,2018-08-06 13:00:00,1.16,E,80.42,7.87,CQ240,1391,-123.35264,39.41174
134,2018-08-06 14:00:00,0.4,,,7.82,CQ240,1391,-123.35264,39.41174
135,2018-08-06 15:00:00,0.67,,,11.62,CQ240,1391,-123.35264,39.41174
136,2018-08-06 16:00:00,0.63,E,80.24,15.13,CQ240,1391,-123.35264,39.41174
137,2018-08-06 17:00:00,0.31,E,85.8,20.69,CQ240,1391,-123.35264,39.41174
138,2018-08-06 18:00:00,0.45,E,81.12,25.61,CQ240,1391,-123.35264,39.41174
139,2018-08-06 19:00:00,0.94,NNE,23.46,31.07,CQ240,1391,-123.35264,39.41174
140,2018-08-06 20:00:00,1.61,W,273.64,31.96,CQ240,1391,-123.35264,39.41174
141,2018-08-06 21:00:00,2.1,W,280.15,31.64,CQ240,1391,-123.35264,39.41174
142,2018-08-06 22:00:00,2.15,WNW,297.39,31.74,CQ240,1391,-123.35264,39.41174
143,2018-08-06 23:00:00,2.28,WNW,295.27,31.17,CQ240,1391,-123.35264,39.41174
144,2018-08-07 00:00:00,2.01,WNW,291.9,30.54,CQ240,1391,-123.35264,39.41174
145,2018-08-07 01:00:00,1.56,WNW,294.69,29.61,CQ240,1391,-123.35264,39.41174
146,2018-08-07 02:00:00,1.03,WNW,294.07,28.51,CQ240,1391,-123.35264,39.41174
147,2018-08-07 03:00:00,0.49,NNW,338.48,26.09,CQ240,1391,-123.35264,39.41174
148,2018-08-07 04:00:00,0.27,SW,228.62,22.66,CQ240,1391,-123.35264,39.41174
149,2018-08-07 05:00:00,0.22,W,274.77,19.33,CQ240,1391,-123.35264,39.41174
150,2018-08-07 06:00:00,0.13,W,266.12,16.8,CQ240,1391,-123.35264,39.41174
151,2018-08-07 07:00:00,0.13,,,15.39,CQ240,1391,-123.35264,39.41174
152,2018-08-07 08:00:00,0.4,NNW,344.29,13.8,CQ240,1391,-123.35264,39.41174
153,2018-08-07 09:00:00,0.4,,,12.56,CQ240,1391,-123.35264,39.41174
154,2018-08-07 10:00:00,0.27,ENE,72.62,11.73,CQ240,1391,-123.35264,39.41174
155,2018-08-07 11:00:00,0.0,,,10.83,CQ240,1391,-123.35264,39.41174
156,2018-08-07 12:00:00,0.8,,,10.13,CQ240,1391,-123.35264,39.41174
157,2018-08-07 13:00:00,1.48,E,84.75,9.82,CQ240,1391,-123.35264,39.41174
158,2018-08-07 14:00:00,0.05,NE,53.4,9.24,CQ240,1391,-123.35264,39.41174
159,2018-08-07 15:00:00,0.45,,,10.77,CQ240,1391,-123.35264,39.41174
160,2018-08-07 16:00:00,0.49,,,12.75,CQ240,1391,-123.35264,39.41174
161,2018-08-07 17:00:00,0.13,ESE,105.86,17.21,CQ240,1391,-123.35264,39.41174
162,2018-08-07 18:00:00,0.31,E,93.12,20.98,CQ240,1391,-123.35264,39.41174
163,2018-08-07 19:00:00,0.27,S,173.19,24.69,CQ240,1391,-123.35264,39.41174
164,2018-08-07 20:00:00,1.03,W,268.97,25.47,CQ240,1391,-123.35264,39.41174
165,2018-08-07 21:00:00,1.74,W,267.34,24.87,CQ240,1391,-123.35264,39.41174
166,2018-08-07 22:00:00,1.79,W,270.43,25.81,CQ240,1391,-123.35264,39.41174
167,2018-08-07 23:00:00,1.52,W,273.67,27.81,CQ240,1391,-123.35264,39.41174
168,2018-08-08 00:00:00,2.15,W,261.88,27.38,CQ240,1391,-123.35264,39.41174
169,2018-08-08 01:00:00,1.88,W,262.42,25.51,CQ240,1391,-123.35264,39.41174
170,2018-08-08 02:00:00,0.8,W,263.33,24.56,CQ240,1391,-123.35264,39.41174
171,2018-08-08 03:00:00,1.03,W,263.31,22.27,CQ240,1391,-123.35264,39.41174
172,2018-08-08 04:00:00,0.4,,,19.85,CQ240,1391,-123.35264,39.41174
173,2018-08-08 05:00:00,0.27,WNW,297.27,17.86,CQ240,1391,-123.35264,39.41174
174,2018-08-08 06:00:00,0.09,W,262.3,16.34,CQ240,1391,-123.35264,39.41174
175,2018-08-08 07:00:00,0.18,NE,34.38,14.99,CQ240,1391,-123.35264,39.41174
176,2018-08-08 08:00:00,0.05,W,260.79,14.15,CQ240,1391,-123.35264,39.41174
177,2018-08-08 09:00:00,0.13,WNW,286.21,13.22,CQ240,1391,-123.35264,39.41174
178,2018-08-08 10:00:00,0.09,NE,52.7,12.56,CQ240,1391,-123.35264,39.41174
179,2018-08-08 11:00:00,0.0,,,11.97,CQ240,1391,-123.35264,39.41174
180,2018-08-08 12:00:00,0.09,NE,46.32,11.44,CQ240,1391,-123.35264,39.41174
181,2018-08-08 13:00:00,0.98,E,82.8,10.85,CQ240,1391,-123.35264,39.41174
182,2018-08-08 14:00:00,0.45,,,10.43,CQ240,1391,-123.35264,39.41174
183,2018-08-08 15:00:00,0.76,,,10.87,CQ240,1391,-123.35264,39.41174
184,2018-08-08 16:00:00,0.27,,,12.71,CQ240,1391,-123.35264,39.41174
185,2018-08-08 17:00:00,0.18,ENE,66.45,16.16,CQ240,1391,-123.35264,39.41174
186,2018-08-08 18:00:00,0.31,ENE,75.09,20.16,CQ240,1391,-123.35264,39.41174
187,2018-08-08 19:00:00,0.31,,,25.29,CQ240,1391,-123.35264,39.41174
188,2018-08-08 20:00:00,0.45,,,29.46,CQ240,1391,-123.35264,39.41174
189,2018-08-08 21:00:00,0.98,WNW,288.45,31.9,CQ240,1391,-123.35264,39.41174
190,2018-08-08 22:00:00,1.12,WNW,283.75,33.04,CQ240,1391,-123.35264,39.41174
191,2018-08-08 23:00:00,1.52,WNW,301.72,33.56,CQ240,1391,-123.35264,39.41174
192,2018-08-09 00:00:00,1.74,W,273.7,32.87,CQ240,1391,-123.35264,39.41174
193,2018-08-09 01:00:00,2.15,W,263.19,30.92,CQ240,1391,-123.35264,39.41174
194,2018-08-09 02:00:00,1.61,W,269.03,28.52,CQ240,1391,-123.35264,39.41174
195,2018-08-09 03:00:00,0.98,W,270.58,26.14,CQ240,1391,-123.35264,39.41174
196,2018-08-09 04:00:00,0.54,,,23.04,CQ240,1391,-123.35264,39.41174
197,2018-08-09 05:00:00,0.22,WNW,291.34,20.35,CQ240,1391,-123.35264,39.41174
198,2018-08-09 06:00:00,0.13,W,270.88,18.63,CQ240,1391,-123.35264,39.41174
199,2018-08-09 07:00:00,0.27,W,272.27,17.16,CQ240,1391,-123.35264,39.41174
200,2018-08-09 08:00:00,0.05,W,264.0,15.95,CQ240,1391,-123.35264,39.41174
201,2018-08-09 09:00:00,0.27,ENE,70.91,14.77,CQ240,1391,-123.35264,39.41174
202,2018-08-09 10:00:00,0.0,,,13.96,CQ240,1391,-123.35264,39.41174
203,2018-08-09 11:00:00,0.0,,,13.35,CQ240,1391,-123.35264,39.41174
204,2018-08-09 12:00:00,0.36,NE,45.13,12.61,CQ240,1391,-123.35264,39.41174
205,2018-08-09 13:00:00,0.05,NNE,22.57,12.14,CQ240,1391,-123.35264,39.41174
206,2018-08-09 14:00:00,0.0,,,11.86,CQ240,1391,-123.35264,39.41174
207,2018-08-09 15:00:00,0.13,ENE,67.43,12.39,CQ240,1391,-123.35264,39.41174
208,2018-08-09 16:00:00,0.13,ENE,71.26,15.16,CQ240,1391,-123.35264,39.41174
209,2018-08-09 17:00:00,0.49,ENE,60.84,17.94,CQ240,1391,-123.35264,39.41174
210,2018-08-09 18:00:00,0.31,,,22.02,CQ240,1391,-123.35264,39.41174
211,2018-08-09 19:00:00,0.36,E,79.08,26.21,CQ240,1391,-123.35264,39.41174
212,2018-08-09 20:00:00,0.4,ENE,71.07,30.57,CQ240,1391,-123.35264,39.41174
213,2018-08-09 21:00:00,0.9,W,278.41,33.89,CQ240,1391,-123.35264,39.41174
214,2018-08-09 22:00:00,1.79,W,270.0,33.69,CQ240,1391,-123.35264,39.41174
215,2018-08-09 23:00:00,1.83,W,268.99,33.73,CQ240,1391,-123.35264,39.41174
216,2018-08-10 00:00:00,1.34,W,278.28,33.78,CQ240,1391,-123.35264,39.41174
217,2018-08-10 01:00:00,1.12,WNW,282.64,33.48,CQ240,1391,-123.35264,39.41174
218,2018-08-10 02:00:00,1.03,W,272.09,31.98,CQ240,1391,-123.35264,39.41174
219,2018-08-10 03:00:00,0.67,W,263.52,28.66,CQ240,1391,-123.35264,39.41174
220,2018-08-10 04:00:00,0.67,W,279.77,23.91,CQ240,1391,-123.35264,39.41174
221,2018-08-10 05:00:00,0.13,W,260.37,20.63,CQ240,1391,-123.35264,39.41174
222,2018-08-10 06:00:00,0.27,,,17.92,CQ240,1391,-123.35264,39.41174
223,2018-08-10 07:00:00,0.18,WSW,244.13,15.91,CQ240,1391,-123.35264,39.41174
224,2018-08-10 08:00:00,0.13,NE,35.34,14.37,CQ240,1391,-123.35264,39.41174
225,2018-08-10 09:00:00,0.13,NNW,341.8,12.84,CQ240,1391,-123.35264,39.41174
226,2018-08-10 10:00:00,0.76,E,88.22,11.85,CQ240,1391,-123.35264,39.41174
227,2018-08-10 11:00:00,0.63,,,10.93,CQ240,1391,-123.35264,39.41174
228,2018-08-10 12:00:00,,,,10.37,CQ240,1391,-123.35264,39.41174
229,2018-08-10 13:00:00,0.85,,,9.72,CQ240,1391,-123.35264,39.41174
230,2018-08-10 14:00:00,1.7,E,86.09,9.5,CQ240,1391,-123.35264,39.41174
231,2018-08-10 15:00:00,0.31,,,13.01,CQ240,1391,-123.35264,39.41174
232,2018-08-10 16:00:00,0.27,ENE,66.87,16.77,CQ240,1391,-123.35264,39.41174
233,2018-08-10 17:00:00,0.45,,,21.69,CQ240,1391,-123.35264,39.41174
234,2018-08-10 18:00:00,0.49,E,80.14,26.67,CQ240,1391,-123.35264,39.41174
235,2018-08-10 19:00:00,1.12,W,264.22,31.51,CQ240,1391,-123.35264,39.41174
236,2018-08-10 20:00:00,2.68,W,263.08,31.38,CQ240,1391,-123.35264,39.41174
237,2018-08-10 21:00:00,3.04,WSW,254.26,31.52,CQ240,1391,-123.35264,39.41174
238,2018-08-10 22:00:00,2.68,W,258.8,32.12,CQ240,1391,-123.35264,39.41174
239,2018-08-10 23:00:00,2.37,W,266.02,31.63,CQ240,1391,-123.35264,39.41174
240,2018-08-11 00:00:00,2.15,W,267.72,30.34,CQ240,1391,-123.35264,39.41174
241,2018-08-11 01:00:00,1.34,W,258.9,29.58,CQ240,1391,-123.35264,39.41174
242,2018-08-11 02:00:00,1.08,WSW,258.09,28.29,CQ240,1391,-123.35264,39.41174
243,2018-08-11 03:00:00,1.43,W,264.69,24.78,CQ240,1391,-123.35264,39.41174
244,2018-08-11 04:00:00,1.03,W,274.01,21.71,CQ240,1391,-123.35264,39.41174
245,2018-08-11 05:00:00,0.31,NW,319.87,19.93,CQ240,1391,-123.35264,39.41174
246,2018-08-11 06:00:00,0.22,WNW,281.97,17.91,CQ240,1391,-123.35264,39.41174
247,2018-08-11 07:00:00,0.13,W,280.67,16.87,CQ240,1391,-123.35264,39.41174
248,2018-08-11 08:00:00,0.0,,,16.11,CQ240,1391,-123.35264,39.41174
249,2018-08-11 09:00:00,0.13,SW,221.4,15.4,CQ240,1391,-123.35264,39.41174
250,2018-08-11 10:00:00,0.09,NE,38.23,14.54,CQ240,1391,-123.35264,39.41174
251,2018-08-11 11:00:00,0.36,ENE,61.12,13.49,CQ240,1391,-123.35264,39.41174
252,2018-08-11 12:00:00,0.09,WSW,250.3,12.4,CQ240,1391,-123.35264,39.41174
253,2018-08-11 13:00:00,0.8,E,86.93,11.51,CQ240,1391,-123.35264,39.41174
254,2018-08-11 14:00:00,,,,10.75,CQ240,1391,-123.35264,39.41174
255,2018-08-11 15:00:00,0.4,,,13.36,CQ240,1391,-123.35264,39.41174
256,2018-08-11 16:00:00,0.36,,,17.48,CQ240,1391,-123.35264,39.41174
257,2018-08-11 17:00:00,0.45,SE,131.41,21.21,CQ240,1391,-123.35264,39.41174
258,2018-08-11 18:00:00,0.67,W,273.07,25.58,CQ240,1391,-123.35264,39.41174
259,2018-08-11 19:00:00,1.74,W,264.95,26.52,CQ240,1391,-123.35264,39.41174
260,2018-08-11 20:00:00,1.97,W,262.88,27.63,CQ240,1391,-123.35264,39.41174
261,2018-08-11 21:00:00,2.23,W,263.23,29.06,CQ240,1391,-123.35264,39.41174
262,2018-08-11 22:00:00,2.68,W,271.9,29.18,CQ240,1391,-123.35264,39.41174
263,2018-08-11 23:00:00,2.41,WSW,257.33,27.82,CQ240,1391,-123.35264,39.41174
264,2018-08-12 00:00:00,1.74,W,266.64,27.52,CQ240,1391,-123.35264,39.41174
265,2018-08-12 01:00:00,1.3,W,264.66,27.19,CQ240,1391,-123.35264,39.41174
266,2018-08-12 02:00:00,0.98,W,269.92,25.93,CQ240,1391,-123.35264,39.41174
267,2018-08-12 03:00:00,0.63,W,278.48,24.44,CQ240,1391,-123.35264,39.41174
268,2018-08-12 04:00:00,0.4,WNW,298.19,20.57,CQ240,1391,-123.35264,39.41174
269,2018-08-12 05:00:00,0.27,WNW,285.13,17.69,CQ240,1391,-123.35264,39.41174
270,2018-08-12 06:00:00,0.18,W,266.79,16.21,CQ240,1391,-123.35264,39.41174
271,2018-08-12 07:00:00,0.13,WNW,283.3,14.63,CQ240,1391,-123.35264,39.41174
272,2018-08-12 08:00:00,0.22,NW,314.77,13.21,CQ240,1391,-123.35264,39.41174
273,2018-08-12 09:00:00,0.45,,,12.17,CQ240,1391,-123.35264,39.41174
274,2018-08-12 10:00:00,0.31,,,11.11,CQ240,1391,-123.35264,39.41174
275,2018-08-12 11:00:00,0.05,NNE,29.2,10.31,CQ240,1391,-123.35264,39.41174
276,2018-08-12 12:00:00,1.34,E,78.96,9.57,CQ240,1391,-123.35264,39.41174
277,2018-08-12 13:00:00,0.72,,,9.01,CQ240,1391,-123.35264,39.41174
278,2018-08-12 14:00:00,0.05,ENE,58.2,8.41,CQ240,1391,-123.35264,39.41174
279,2018-08-12 15:00:00,0.63,,,11.51,CQ240,1391,-123.35264,39.41174
280,2018-08-12 16:00:00,0.27,ENE,72.91,15.58,CQ240,1391,-123.35264,39.41174
281,2018-08-12 17:00:00,0.27,ENE,57.47,20.48,CQ240,1391,-123.35264,39.41174
282,2018-08-12 18:00:00,0.31,ENE,74.6,25.32,CQ240,1391,-123.35264,39.41174
283,2018-08-12 19:00:00,0.67,ENE,70.86,29.98,CQ240,1391,-123.35264,39.41174
284,2018-08-12 20:00:00,1.48,WNW,292.31,30.61,CQ240,1391,-123.35264,39.41174
285,2018-08-12 21:00:00,1.56,WNW,292.43,31.79,CQ240,1391,-123.35264,39.41174
286,2018-08-12 22:00:00,2.1,WNW,282.76,32.18,CQ240,1391,-123.35264,39.41174
287,2018-08-12 23:00:00,1.7,WNW,285.45,32.02,CQ240,1391,-123.35264,39.41174
288,2018-08-13 00:00:00,1.83,WNW,292.33,31.58,CQ240,1391,-123.35264,39.41174
289,2018-08-13 01:00:00,1.25,WNW,295.04,30.64,CQ240,1391,-123.35264,39.41174
