,date_time,T_water_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:07:00,13.39,APPO3,1748,-123.11028,42.06389
1,2018-08-01 00:22:00,13.39,APPO3,1748,-123.11028,42.06389
2,2018-08-01 00:37:00,13.39,APPO3,1748,-123.11028,42.06389
3,2018-08-01 00:52:00,13.39,APPO3,1748,-123.11028,42.06389
4,2018-08-01 01:07:00,13.39,APPO3,1748,-123.11028,42.06389
5,2018-08-01 01:22:00,13.39,APPO3,1748,-123.11028,42.06389
6,2018-08-01 01:37:00,13.39,APPO3,1748,-123.11028,42.06389
7,2018-08-01 01:52:00,13.28,APPO3,1748,-123.11028,42.06389
8,2018-08-01 02:07:00,13.28,APPO3,1748,-123.11028,42.06389
9,2018-08-01 02:22:00,13.39,APPO3,1748,-123.11028,42.06389
10,2018-08-01 02:37:00,13.39,APPO3,1748,-123.11028,42.06389
11,2018-08-01 02:52:00,13.39,APPO3,1748,-123.11028,42.06389
12,2018-08-01 03:07:00,13.39,APPO3,1748,-123.11028,42.06389
13,2018-08-01 03:22:00,13.39,APPO3,1748,-123.11028,42.06389
14,2018-08-01 03:37:00,13.89,APPO3,1748,-123.11028,42.06389
15,2018-08-01 03:52:00,14.22,APPO3,1748,-123.11028,42.06389
16,2018-08-01 04:07:00,12.61,APPO3,1748,-123.11028,42.06389
17,2018-08-01 04:22:00,11.78,APPO3,1748,-123.11028,42.06389
18,2018-08-01 04:37:00,11.5,APPO3,1748,-123.11028,42.06389
19,2018-08-01 04:52:00,11.39,APPO3,1748,-123.11028,42.06389
20,2018-08-01 05:07:00,11.61,APPO3,1748,-123.11028,42.06389
21,2018-08-01 05:22:00,11.78,APPO3,1748,-123.11028,42.06389
22,2018-08-01 05:37:00,11.89,APPO3,1748,-123.11028,42.06389
23,2018-08-01 05:52:00,11.89,APPO3,1748,-123.11028,42.06389
24,2018-08-01 06:07:00,12.0,APPO3,1748,-123.11028,42.06389
25,2018-08-01 06:22:00,12.28,APPO3,1748,-123.11028,42.06389
26,2018-08-01 06:37:00,12.61,APPO3,1748,-123.11028,42.06389
27,2018-08-01 06:52:00,13.28,APPO3,1748,-123.11028,42.06389
28,2018-08-01 07:07:00,13.72,APPO3,1748,-123.11028,42.06389
29,2018-08-01 07:22:00,13.78,APPO3,1748,-123.11028,42.06389
30,2018-08-01 07:37:00,13.78,APPO3,1748,-123.11028,42.06389
31,2018-08-01 07:52:00,13.78,APPO3,1748,-123.11028,42.06389
32,2018-08-01 08:07:00,13.78,APPO3,1748,-123.11028,42.06389
33,2018-08-01 08:22:00,13.78,APPO3,1748,-123.11028,42.06389
34,2018-08-01 08:37:00,13.72,APPO3,1748,-123.11028,42.06389
35,2018-08-01 08:52:00,13.72,APPO3,1748,-123.11028,42.06389
36,2018-08-01 09:07:00,13.72,APPO3,1748,-123.11028,42.06389
37,2018-08-01 09:22:00,13.5,APPO3,1748,-123.11028,42.06389
38,2018-08-01 09:37:00,13.5,APPO3,1748,-123.11028,42.06389
39,2018-08-01 09:52:00,13.5,APPO3,1748,-123.11028,42.06389
40,2018-08-01 10:07:00,13.39,APPO3,1748,-123.11028,42.06389
41,2018-08-01 10:22:00,13.39,APPO3,1748,-123.11028,42.06389
42,2018-08-01 10:37:00,13.39,APPO3,1748,-123.11028,42.06389
43,2018-08-01 10:52:00,13.28,APPO3,1748,-123.11028,42.06389
44,2018-08-01 11:07:00,13.28,APPO3,1748,-123.11028,42.06389
45,2018-08-01 11:22:00,13.28,APPO3,1748,-123.11028,42.06389
46,2018-08-01 11:37:00,13.28,APPO3,1748,-123.11028,42.06389
47,2018-08-01 11:52:00,13.28,APPO3,1748,-123.11028,42.06389
48,2018-08-01 12:07:00,13.22,APPO3,1748,-123.11028,42.06389
49,2018-08-01 12:22:00,13.22,APPO3,1748,-123.11028,42.06389
50,2018-08-01 12:37:00,13.22,APPO3,1748,-123.11028,42.06389
51,2018-08-01 12:52:00,13.22,APPO3,1748,-123.11028,42.06389
52,2018-08-01 13:07:00,13.28,APPO3,1748,-123.11028,42.06389
53,2018-08-01 13:22:00,13.28,APPO3,1748,-123.11028,42.06389
54,2018-08-01 13:37:00,13.28,APPO3,1748,-123.11028,42.06389
55,2018-08-01 13:52:00,13.28,APPO3,1748,-123.11028,42.06389
56,2018-08-01 14:07:00,13.28,APPO3,1748,-123.11028,42.06389
57,2018-08-01 14:22:00,13.28,APPO3,1748,-123.11028,42.06389
58,2018-08-01 14:37:00,13.39,APPO3,1748,-123.11028,42.06389
59,2018-08-01 14:52:00,13.39,APPO3,1748,-123.11028,42.06389
60,2018-08-01 15:07:00,13.5,APPO3,1748,-123.11028,42.06389
61,2018-08-01 15:22:00,13.5,APPO3,1748,-123.11028,42.06389
62,2018-08-01 15:37:00,13.61,APPO3,1748,-123.11028,42.06389
63,2018-08-01 15:52:00,13.61,APPO3,1748,-123.11028,42.06389
64,2018-08-01 16:07:00,13.72,APPO3,1748,-123.11028,42.06389
65,2018-08-01 16:22:00,13.78,APPO3,1748,-123.11028,42.06389
66,2018-08-01 16:37:00,13.78,APPO3,1748,-123.11028,42.06389
67,2018-08-01 16:52:00,13.89,APPO3,1748,-123.11028,42.06389
68,2018-08-01 17:07:00,13.89,APPO3,1748,-123.11028,42.06389
69,2018-08-01 17:22:00,13.89,APPO3,1748,-123.11028,42.06389
70,2018-08-01 17:37:00,14.0,APPO3,1748,-123.11028,42.06389
71,2018-08-01 17:52:00,14.0,APPO3,1748,-123.11028,42.06389
72,2018-08-01 18:07:00,14.0,APPO3,1748,-123.11028,42.06389
73,2018-08-01 18:22:00,14.0,APPO3,1748,-123.11028,42.06389
74,2018-08-01 18:37:00,14.0,APPO3,1748,-123.11028,42.06389
75,2018-08-01 18:52:00,14.0,APPO3,1748,-123.11028,42.06389
76,2018-08-01 19:07:00,14.0,APPO3,1748,-123.11028,42.06389
77,2018-08-01 19:22:00,14.0,APPO3,1748,-123.11028,42.06389
78,2018-08-01 19:37:00,13.89,APPO3,1748,-123.11028,42.06389
79,2018-08-01 19:52:00,13.78,APPO3,1748,-123.11028,42.06389
80,2018-08-01 20:07:00,13.78,APPO3,1748,-123.11028,42.06389
81,2018-08-01 20:22:00,13.78,APPO3,1748,-123.11028,42.06389
82,2018-08-01 20:37:00,13.72,APPO3,1748,-123.11028,42.06389
83,2018-08-01 20:52:00,13.72,APPO3,1748,-123.11028,42.06389
84,2018-08-01 21:07:00,13.72,APPO3,1748,-123.11028,42.06389
85,2018-08-01 21:22:00,13.61,APPO3,1748,-123.11028,42.06389
86,2018-08-01 21:37:00,13.61,APPO3,1748,-123.11028,42.06389
87,2018-08-01 21:52:00,13.61,APPO3,1748,-123.11028,42.06389
