,date_time,fuel_moisture_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,volt_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,dew_point_temperature_set_1d,fuel_temp_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,wind_speed_set_1,peak_wind_speed_set_1,solar_radiation_set_1,relative_humidity_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:36:00,3.8,SW,9.84,13.2,,,209.0,5.14,29.44,0.0,28.7,218.0,4.92,9.84,218.0,20.0,30.56,HGLC1,4807,-122.809989,39.208897
1,2018-08-01 01:36:00,4.3,SW,9.84,13.0,,,264.0,6.42,56.11,0.0,41.51,236.0,5.81,9.84,98.0,10.0,44.44,HGLC1,4807,-122.809989,39.208897
2,2018-08-01 02:36:00,3.5,W,8.94,13.0,,,234.0,2.43,26.11,0.0,,265.0,4.02,8.94,109.0,23.0,25.0,HGLC1,4807,-122.809989,39.208897
3,2018-08-01 03:36:00,3.6,NW,6.7,13.0,,,348.0,6.07,26.11,0.0,26.41,325.0,3.58,6.7,16.0,26.0,27.22,HGLC1,4807,-122.809989,39.208897
4,2018-08-01 04:36:00,3.8,NW,5.37,12.9,,,292.0,6.18,23.89,0.0,,305.0,2.68,5.37,1.0,28.0,26.11,HGLC1,4807,-122.809989,39.208897
5,2018-08-01 05:36:00,4.0,W,4.47,12.9,,,318.0,4.73,22.78,0.0,,274.0,3.13,4.47,0.0,28.0,24.44,HGLC1,4807,-122.809989,39.208897
6,2018-08-01 06:36:00,4.2,W,4.92,12.9,,,276.0,2.55,22.78,0.0,,270.0,3.13,4.92,0.0,24.0,24.44,HGLC1,4807,-122.809989,39.208897
7,2018-08-01 07:36:00,4.4,W,3.58,12.9,,,273.0,1.33,21.67,0.0,,273.0,1.79,3.58,0.0,22.0,24.44,HGLC1,4807,-122.809989,39.208897
8,2018-08-01 08:36:00,4.5,SW,2.23,12.8,,,272.0,0.02,21.11,0.0,,233.0,0.9,2.23,0.0,20.0,24.44,HGLC1,4807,-122.809989,39.208897
9,2018-08-01 09:36:00,4.6,E,3.58,12.8,,,83.0,5.71,20.56,0.0,,89.0,2.23,3.58,0.0,31.0,23.89,HGLC1,4807,-122.809989,39.208897
10,2018-08-01 10:36:00,4.6,S,3.58,12.8,,,81.0,2.72,19.44,0.0,,191.0,1.79,3.58,0.0,26.0,23.33,HGLC1,4807,-122.809989,39.208897
11,2018-08-01 11:36:00,4.8,SE,3.13,12.8,,,111.0,6.12,20.0,0.0,,130.0,2.23,3.13,0.0,33.0,23.33,HGLC1,4807,-122.809989,39.208897
12,2018-08-01 12:36:00,5.0,SE,3.58,12.8,,,130.0,5.63,19.44,0.0,,146.0,1.79,3.58,0.0,33.0,22.78,HGLC1,4807,-122.809989,39.208897
13,2018-08-01 13:36:00,5.2,S,3.13,12.7,,,196.0,4.21,18.33,0.0,,189.0,2.23,3.13,3.0,32.0,21.67,HGLC1,4807,-122.809989,39.208897
14,2018-08-01 14:36:00,5.4,SW,4.02,12.8,,,199.0,3.3,19.44,0.0,,215.0,1.79,4.02,36.0,29.0,22.22,HGLC1,4807,-122.809989,39.208897
15,2018-08-01 15:36:00,5.6,W,2.23,12.8,,,205.0,0.54,20.56,0.0,,259.0,1.79,2.23,55.0,23.0,22.78,HGLC1,4807,-122.809989,39.208897
16,2018-08-01 16:36:00,5.5,W,2.68,13.0,,,188.0,0.49,24.44,0.0,,264.0,0.9,2.68,202.0,20.0,25.0,HGLC1,4807,-122.809989,39.208897
17,2018-08-01 17:36:00,5.2,SSE,2.68,13.3,,,236.0,2.28,26.67,0.0,,162.0,1.34,2.68,257.0,22.0,25.56,HGLC1,4807,-122.809989,39.208897
18,2018-08-01 18:36:00,5.0,SSE,3.13,13.5,,,162.0,1.17,31.11,0.0,25.89,152.0,2.23,3.13,436.0,19.0,26.67,HGLC1,4807,-122.809989,39.208897
